,date,value,name_B08H8LCNTD
93,2020-12-06,33090.0,Paintings
94,2020-12-07,40696.0,Paintings
95,2020-12-08,40696.0,Paintings
96,2020-12-09,36757.0,Paintings
97,2020-12-10,41223.0,Paintings
98,2020-12-11,37857.0,Paintings
99,2020-12-12,32852.0,Paintings
100,2020-12-13,36491.0,Paintings
101,2020-12-14,34036.0,Paintings
102,2020-12-15,39211.0,Paintings
103,2020-12-16,46676.0,Paintings
104,2020-12-17,44839.0,Paintings
105,2020-12-18,42704.0,Paintings
106,2020-12-19,37895.0,Paintings
107,2020-12-20,33335.0,Paintings
108,2020-12-21,31862.0,Paintings
109,2020-12-22,31862.0,Paintings
110,2020-12-23,41649.0,Paintings
111,2020-12-24,44279.0,Paintings
112,2020-12-25,31540.0,Paintings
113,2020-12-26,32161.0,Paintings
114,2020-12-27,36042.0,Paintings
115,2020-12-28,27973.0,Paintings
116,2020-12-29,22263.0,Paintings
117,2020-12-30,22744.0,Paintings
118,2020-12-31,30866.0,Paintings
119,2021-01-01,24808.0,Paintings
120,2021-01-02,23555.0,Paintings
121,2021-01-03,24655.0,Paintings
122,2021-01-04,29541.0,Paintings
123,2021-01-05,29247.0,Paintings
124,2021-01-06,32105.0,Paintings
125,2021-01-07,26977.0,Paintings
126,2021-01-08,26037.0,Paintings
127,2021-01-09,26748.0,Paintings
128,2021-01-10,31521.0,Paintings
129,2021-01-11,26806.0,Paintings
130,2021-01-12,49102.0,Paintings
131,2021-01-13,22178.0,Paintings
132,2021-01-14,34600.0,Paintings
133,2021-01-15,34600.0,Paintings
134,2021-01-16,34600.0,Paintings
135,2021-01-17,21768.0,Paintings
136,2021-01-18,23479.0,Paintings
137,2021-01-19,23479.0,Paintings
138,2021-01-20,23479.0,Paintings
139,2021-01-21,23096.0,Paintings
140,2021-01-22,25825.0,Paintings
141,2021-01-23,25053.0,Paintings
142,2021-01-24,22265.0,Paintings
143,2021-01-25,22265.0,Paintings
144,2021-01-26,29243.0,Paintings
145,2021-01-27,36769.0,Paintings
146,2021-01-28,36769.0,Paintings
147,2021-01-29,36769.0,Paintings
148,2021-01-30,36769.0,Paintings
149,2021-01-31,36769.0,Paintings
150,2021-02-01,30204.0,Paintings
151,2021-02-02,30204.0,Paintings
152,2021-02-03,30204.0,Paintings
153,2021-02-04,30204.0,Paintings
154,2021-02-05,22400.0,Paintings
155,2021-02-06,22400.0,Paintings
156,2021-02-07,22400.0,Paintings
157,2021-02-08,20719.0,Paintings
158,2021-02-09,20719.0,Paintings
159,2021-02-10,20719.0,Paintings
160,2021-02-11,20719.0,Paintings
161,2021-02-12,28538.0,Paintings
162,2021-02-13,21750.0,Paintings
163,2021-02-14,21750.0,Paintings
164,2021-02-15,21750.0,Paintings
165,2021-02-16,21750.0,Paintings
166,2021-02-17,21750.0,Paintings
167,2021-02-18,21231.0,Paintings
168,2021-02-19,21231.0,Paintings
169,2021-02-20,26783.0,Paintings
170,2021-02-21,32110.0,Paintings
171,2021-02-22,30984.0,Paintings
172,2021-02-23,23717.0,Paintings
173,2021-02-24,23717.0,Paintings
174,2021-02-25,23717.0,Paintings
175,2021-02-26,25013.0,Paintings
176,2021-02-27,23974.0,Paintings
177,2021-02-28,23974.0,Paintings
178,2021-03-01,22224.0,Paintings
179,2021-03-02,24397.0,Paintings
180,2021-03-03,22964.0,Paintings
181,2021-03-04,26463.0,Paintings
182,2021-03-05,32859.0,Paintings
183,2021-03-06,32859.0,Paintings
184,2021-03-07,32859.0,Paintings
185,2021-03-08,20385.0,Paintings
186,2021-03-09,20385.0,Paintings
187,2021-03-10,27775.0,Paintings
188,2021-03-11,27775.0,Paintings
189,2021-03-12,19742.0,Paintings
190,2021-03-13,19070.0,Paintings
191,2021-03-14,19070.0,Paintings
192,2021-03-15,28965.0,Paintings
193,2021-03-16,28965.0,Paintings
194,2021-03-17,27431.0,Paintings
195,2021-03-18,27112.0,Paintings
196,2021-03-19,29085.0,Paintings
197,2021-03-20,23540.0,Paintings
198,2021-03-21,23311.0,Paintings
199,2021-03-22,25177.0,Paintings
200,2021-03-23,30603.0,Paintings
201,2021-03-24,26045.0,Paintings
202,2021-03-25,33504.0,Paintings
203,2021-03-26,33504.0,Paintings
204,2021-03-27,23728.0,Paintings
205,2021-03-28,30516.0,Paintings
206,2021-03-29,30516.0,Paintings
207,2021-03-30,21443.0,Paintings
208,2021-03-31,23709.0,Paintings
209,2021-04-01,17988.0,Paintings
210,2021-04-02,25161.0,Paintings
211,2021-04-03,25161.0,Paintings
212,2021-04-04,25161.0,Paintings
213,2021-04-05,26500.0,Paintings
214,2021-04-06,26500.0,Paintings
215,2021-04-07,25522.0,Paintings
216,2021-04-08,31366.0,Paintings
217,2021-04-09,31366.0,Paintings
218,2021-04-10,29501.0,Paintings
219,2021-04-11,27910.0,Paintings
220,2021-04-12,27910.0,Paintings
221,2021-04-13,23086.0,Paintings
222,2021-04-14,24248.0,Paintings
223,2021-04-15,30137.0,Paintings
224,2021-04-16,30137.0,Paintings
225,2021-04-17,30137.0,Paintings
226,2021-04-18,18603.0,Paintings
227,2021-04-19,18603.0,Paintings
228,2021-04-20,26974.0,Paintings
229,2021-04-21,26974.0,Paintings
230,2021-04-22,29683.0,Paintings
231,2021-04-23,32745.0,Paintings
232,2021-04-24,32745.0,Paintings
233,2021-04-25,32745.0,Paintings
234,2021-04-26,38694.0,Paintings
235,2021-04-27,38694.0,Paintings
236,2021-04-28,36295.0,Paintings
237,2021-04-29,35198.0,Paintings
238,2021-04-30,29846.0,Paintings
239,2021-05-01,29846.0,Paintings
240,2021-05-02,29846.0,Paintings
241,2021-05-03,34146.0,Paintings
242,2021-05-04,33010.0,Paintings
243,2021-05-05,33010.0,Paintings
244,2021-05-06,25910.0,Paintings
245,2021-05-07,33226.0,Paintings
246,2021-05-08,26763.0,Paintings
247,2021-05-09,26763.0,Paintings
248,2021-05-10,26265.0,Paintings
249,2021-05-11,29767.0,Paintings
250,2021-05-12,29767.0,Paintings
251,2021-05-13,35393.0,Paintings
252,2021-05-14,35393.0,Paintings
253,2021-05-15,34310.0,Paintings
254,2021-05-16,34696.0,Paintings
255,2021-05-17,44341.0,Paintings
256,2021-05-18,34540.0,Paintings
257,2021-05-19,34540.0,Paintings
258,2021-05-20,43687.0,Paintings
259,2021-05-21,32688.0,Paintings
260,2021-05-22,32688.0,Paintings
261,2021-05-23,36840.0,Paintings
262,2021-05-24,36840.0,Paintings
263,2021-05-25,42626.0,Paintings
264,2021-05-26,22665.0,Paintings
265,2021-05-27,34458.0,Paintings
266,2021-05-28,31108.0,Paintings
267,2021-05-29,31108.0,Paintings
268,2021-05-30,28123.0,Paintings
269,2021-05-31,39661.0,Paintings
270,2021-06-01,39320.0,Paintings
271,2021-06-02,41028.0,Paintings
272,2021-06-03,35463.0,Paintings
273,2021-06-04,45549.0,Paintings
274,2021-06-05,31667.0,Paintings
275,2021-06-06,31667.0,Paintings
276,2021-06-07,32689.0,Paintings
277,2021-06-08,32689.0,Paintings
278,2021-06-09,34221.0,Paintings
279,2021-06-10,34221.0,Paintings
280,2021-06-11,34221.0,Paintings
281,2021-06-12,34878.0,Paintings
282,2021-06-13,35814.0,Paintings
283,2021-06-14,35814.0,Paintings
284,2021-06-15,46863.0,Paintings
285,2021-06-16,56358.0,Paintings
286,2021-06-17,40837.0,Paintings
287,2021-06-18,31237.0,Paintings
288,2021-06-19,31237.0,Paintings
289,2021-06-20,31237.0,Paintings
290,2021-06-21,20738.0,Paintings
291,2021-06-22,19356.0,Paintings
292,2021-06-23,22189.0,Paintings
293,2021-06-24,22936.0,Paintings
294,2021-06-25,27383.0,Paintings
295,2021-06-26,27383.0,Paintings
296,2021-06-27,27383.0,Paintings
297,2021-06-28,36598.0,Paintings
298,2021-06-29,36598.0,Paintings
299,2021-06-30,30955.0,Paintings
300,2021-07-01,40810.0,Paintings
301,2021-07-02,40810.0,Paintings
302,2021-07-03,40810.0,Paintings
303,2021-07-04,32684.0,Paintings
304,2021-07-05,35973.0,Paintings
305,2021-07-06,35973.0,Paintings
306,2021-07-07,27981.0,Paintings
307,2021-07-08,27769.0,Paintings
308,2021-07-09,32818.0,Paintings
309,2021-07-10,39590.0,Paintings
