,date,value,name_B07XP5PCQ8
601,2021-06-08,649662.0,Fitted Sheets
602,2021-06-09,649662.0,Fitted Sheets
603,2021-06-10,252167.0,Fitted Sheets
604,2021-06-11,252167.0,Fitted Sheets
605,2021-06-12,252167.0,Fitted Sheets
606,2021-06-13,252167.0,Fitted Sheets
607,2021-06-14,252167.0,Fitted Sheets
608,2021-06-15,252167.0,Fitted Sheets
609,2021-06-16,252167.0,Fitted Sheets
610,2021-06-17,666464.0,Fitted Sheets
611,2021-06-18,666464.0,Fitted Sheets
612,2021-06-19,666464.0,Fitted Sheets
613,2021-06-20,676482.0,Fitted Sheets
614,2021-06-21,676482.0,Fitted Sheets
615,2021-06-22,676482.0,Fitted Sheets
616,2021-06-23,676482.0,Fitted Sheets
617,2021-06-24,676482.0,Fitted Sheets
618,2021-06-25,676482.0,Fitted Sheets
619,2021-06-26,676482.0,Fitted Sheets
620,2021-06-27,676482.0,Fitted Sheets
621,2021-06-28,676482.0,Fitted Sheets
622,2021-06-29,676482.0,Fitted Sheets
623,2021-06-30,676482.0,Fitted Sheets
624,2021-07-01,676482.0,Fitted Sheets
625,2021-07-02,676482.0,Fitted Sheets
626,2021-07-03,676482.0,Fitted Sheets
627,2021-07-04,676482.0,Fitted Sheets
628,2021-07-05,676482.0,Fitted Sheets
629,2021-07-06,734167.0,Fitted Sheets
630,2021-07-07,734167.0,Fitted Sheets
631,2021-07-08,734167.0,Fitted Sheets
632,2021-07-09,691232.0,Fitted Sheets
