,date,value,name_B07GRYWGKB
537,2020-02-14,129500.0,Home Fragrance Accessories
538,2020-02-15,129500.0,Home Fragrance Accessories
539,2020-02-16,129500.0,Home Fragrance Accessories
540,2020-02-17,144616.0,Home Fragrance Accessories
541,2020-02-18,144616.0,Home Fragrance Accessories
542,2020-02-19,107252.0,Home Fragrance Accessories
543,2020-02-20,107252.0,Home Fragrance Accessories
544,2020-02-21,107252.0,Home Fragrance Accessories
545,2020-02-22,230970.0,Home Fragrance Accessories
546,2020-02-23,230970.0,Home Fragrance Accessories
547,2020-02-24,136542.0,Home Fragrance Accessories
548,2020-02-25,136542.0,Home Fragrance Accessories
549,2020-02-26,114123.0,Home Fragrance Accessories
550,2020-02-27,114123.0,Home Fragrance Accessories
551,2020-02-28,114123.0,Home Fragrance Accessories
552,2020-02-29,128423.0,Home Fragrance Accessories
553,2020-03-01,128423.0,Home Fragrance Accessories
554,2020-03-02,75459.0,Home Fragrance Accessories
555,2020-03-03,75459.0,Home Fragrance Accessories
556,2020-03-04,90362.0,Home Fragrance Accessories
557,2020-03-05,90362.0,Home Fragrance Accessories
558,2020-03-06,201305.0,Home Fragrance Accessories
559,2020-03-07,120971.0,Home Fragrance Accessories
560,2020-03-08,120971.0,Home Fragrance Accessories
561,2020-03-09,179203.0,Home Fragrance Accessories
562,2020-03-10,170721.0,Home Fragrance Accessories
563,2020-03-11,170721.0,Home Fragrance Accessories
564,2020-03-12,170721.0,Home Fragrance Accessories
565,2020-03-13,10373.0,Home Fragrance Accessories
566,2020-03-14,10640.0,Home Fragrance Accessories
567,2020-03-15,10640.0,Home Fragrance Accessories
568,2020-03-16,8282.0,Home Fragrance Accessories
569,2020-03-17,8506.0,Home Fragrance Accessories
570,2020-03-18,8506.0,Home Fragrance Accessories
571,2020-03-19,8506.0,Home Fragrance Accessories
572,2020-03-20,6258.0,Home Fragrance Accessories
573,2020-03-21,6258.0,Home Fragrance Accessories
574,2020-03-22,7532.0,Home Fragrance Accessories
575,2020-03-23,8800.0,Home Fragrance Accessories
576,2020-03-24,8800.0,Home Fragrance Accessories
577,2020-03-25,8800.0,Home Fragrance Accessories
578,2020-03-26,7753.0,Home Fragrance Accessories
579,2020-03-27,8151.0,Home Fragrance Accessories
580,2020-03-28,7027.0,Home Fragrance Accessories
581,2020-03-29,7027.0,Home Fragrance Accessories
582,2020-03-30,9183.0,Home Fragrance Accessories
583,2020-03-31,9351.0,Home Fragrance Accessories
584,2020-04-01,6974.0,Home Fragrance Accessories
585,2020-04-02,8063.0,Home Fragrance Accessories
586,2020-04-03,7972.0,Home Fragrance Accessories
587,2020-04-04,9186.0,Home Fragrance Accessories
588,2020-04-05,12378.0,Home Fragrance Accessories
589,2020-04-06,11261.0,Home Fragrance Accessories
590,2020-04-07,11261.0,Home Fragrance Accessories
591,2020-04-08,9390.0,Home Fragrance Accessories
592,2020-04-09,9390.0,Home Fragrance Accessories
593,2020-04-10,9164.0,Home Fragrance Accessories
594,2020-04-11,10370.0,Home Fragrance Accessories
595,2020-04-12,10370.0,Home Fragrance Accessories
596,2020-04-13,8365.0,Home Fragrance Accessories
597,2020-04-14,6382.0,Home Fragrance Accessories
598,2020-04-15,7383.0,Home Fragrance Accessories
599,2020-04-16,12924.0,Home Fragrance Accessories
600,2020-04-17,12924.0,Home Fragrance Accessories
601,2020-04-18,15397.0,Home Fragrance Accessories
602,2020-04-19,23783.0,Home Fragrance Accessories
603,2020-04-20,23783.0,Home Fragrance Accessories
604,2020-04-21,23783.0,Home Fragrance Accessories
605,2020-04-22,50263.0,Home Fragrance Accessories
606,2020-04-23,38694.0,Home Fragrance Accessories
607,2020-04-24,38694.0,Home Fragrance Accessories
608,2020-04-25,31103.0,Home Fragrance Accessories
609,2020-04-26,31103.0,Home Fragrance Accessories
610,2020-04-27,31103.0,Home Fragrance Accessories
611,2020-04-28,38041.0,Home Fragrance Accessories
612,2020-04-29,50073.0,Home Fragrance Accessories
613,2020-04-30,50073.0,Home Fragrance Accessories
614,2020-05-01,50073.0,Home Fragrance Accessories
615,2020-05-02,61312.0,Home Fragrance Accessories
616,2020-05-03,61312.0,Home Fragrance Accessories
617,2020-05-04,61312.0,Home Fragrance Accessories
618,2020-05-05,94754.0,Home Fragrance Accessories
619,2020-05-06,94754.0,Home Fragrance Accessories
620,2020-05-07,94754.0,Home Fragrance Accessories
621,2020-05-08,94754.0,Home Fragrance Accessories
622,2020-05-09,94754.0,Home Fragrance Accessories
623,2020-05-10,94754.0,Home Fragrance Accessories
624,2020-05-11,94754.0,Home Fragrance Accessories
625,2020-05-12,94754.0,Home Fragrance Accessories
626,2020-05-13,94754.0,Home Fragrance Accessories
627,2020-05-14,94754.0,Home Fragrance Accessories
628,2020-05-15,48023.0,Home Fragrance Accessories
629,2020-05-16,47450.0,Home Fragrance Accessories
630,2020-05-17,47450.0,Home Fragrance Accessories
631,2020-05-18,47450.0,Home Fragrance Accessories
632,2020-05-19,47450.0,Home Fragrance Accessories
633,2020-05-20,47450.0,Home Fragrance Accessories
634,2020-05-21,44653.0,Home Fragrance Accessories
635,2020-05-22,44653.0,Home Fragrance Accessories
636,2020-05-23,50473.0,Home Fragrance Accessories
637,2020-05-24,50473.0,Home Fragrance Accessories
638,2020-05-25,111071.0,Home Fragrance Accessories
639,2020-05-26,111071.0,Home Fragrance Accessories
640,2020-05-27,111071.0,Home Fragrance Accessories
641,2020-05-28,130458.0,Home Fragrance Accessories
642,2020-05-29,130458.0,Home Fragrance Accessories
643,2020-05-30,20042.0,Home Fragrance Accessories
644,2020-05-31,20042.0,Home Fragrance Accessories
645,2020-06-01,70415.0,Home Fragrance Accessories
646,2020-06-02,70415.0,Home Fragrance Accessories
647,2020-06-03,60208.0,Home Fragrance Accessories
648,2020-06-04,60208.0,Home Fragrance Accessories
649,2020-06-05,27447.0,Home Fragrance Accessories
650,2020-06-06,22632.0,Home Fragrance Accessories
651,2020-06-07,22632.0,Home Fragrance Accessories
652,2020-06-08,36422.0,Home Fragrance Accessories
653,2020-06-09,36422.0,Home Fragrance Accessories
654,2020-06-10,36422.0,Home Fragrance Accessories
655,2020-06-11,36422.0,Home Fragrance Accessories
656,2020-06-12,132728.0,Home Fragrance Accessories
657,2020-06-13,158013.0,Home Fragrance Accessories
658,2020-06-14,161779.0,Home Fragrance Accessories
659,2020-06-15,161779.0,Home Fragrance Accessories
660,2020-06-16,197933.0,Home Fragrance Accessories
661,2020-06-17,197933.0,Home Fragrance Accessories
662,2020-06-18,197933.0,Home Fragrance Accessories
663,2020-06-19,197933.0,Home Fragrance Accessories
664,2020-06-20,30890.0,Home Fragrance Accessories
665,2020-06-21,30890.0,Home Fragrance Accessories
666,2020-06-22,96417.0,Home Fragrance Accessories
667,2020-06-23,96417.0,Home Fragrance Accessories
668,2020-06-24,59628.0,Home Fragrance Accessories
669,2020-06-25,59628.0,Home Fragrance Accessories
670,2020-06-26,59628.0,Home Fragrance Accessories
671,2020-06-27,39660.0,Home Fragrance Accessories
672,2020-06-28,39660.0,Home Fragrance Accessories
673,2020-06-29,39660.0,Home Fragrance Accessories
674,2020-06-30,26849.0,Home Fragrance Accessories
675,2020-07-01,26849.0,Home Fragrance Accessories
676,2020-07-02,22010.0,Home Fragrance Accessories
677,2020-07-03,31696.0,Home Fragrance Accessories
678,2020-07-04,27644.0,Home Fragrance Accessories
679,2020-07-05,27644.0,Home Fragrance Accessories
680,2020-07-06,39066.0,Home Fragrance Accessories
681,2020-07-07,37105.0,Home Fragrance Accessories
682,2020-07-08,37105.0,Home Fragrance Accessories
683,2020-07-09,44403.0,Home Fragrance Accessories
684,2020-07-10,42860.0,Home Fragrance Accessories
685,2020-07-11,29379.0,Home Fragrance Accessories
686,2020-07-12,29379.0,Home Fragrance Accessories
687,2020-07-13,29379.0,Home Fragrance Accessories
688,2020-07-14,34446.0,Home Fragrance Accessories
689,2020-07-15,34446.0,Home Fragrance Accessories
690,2020-07-16,52781.0,Home Fragrance Accessories
691,2020-07-17,52394.0,Home Fragrance Accessories
692,2020-07-18,41521.0,Home Fragrance Accessories
693,2020-07-19,41521.0,Home Fragrance Accessories
694,2020-07-20,58116.0,Home Fragrance Accessories
695,2020-07-21,56663.0,Home Fragrance Accessories
696,2020-07-22,51537.0,Home Fragrance Accessories
697,2020-07-23,51537.0,Home Fragrance Accessories
698,2020-07-24,51537.0,Home Fragrance Accessories
699,2020-07-25,55901.0,Home Fragrance Accessories
700,2020-07-26,55901.0,Home Fragrance Accessories
701,2020-07-27,48054.0,Home Fragrance Accessories
702,2020-07-28,48054.0,Home Fragrance Accessories
703,2020-07-29,48054.0,Home Fragrance Accessories
704,2020-07-30,41282.0,Home Fragrance Accessories
705,2020-07-31,33828.0,Home Fragrance Accessories
706,2020-08-01,24768.0,Home Fragrance Accessories
707,2020-08-02,26676.0,Home Fragrance Accessories
708,2020-08-03,42251.0,Home Fragrance Accessories
709,2020-08-04,42251.0,Home Fragrance Accessories
710,2020-08-05,42251.0,Home Fragrance Accessories
711,2020-08-06,33095.0,Home Fragrance Accessories
712,2020-08-07,33095.0,Home Fragrance Accessories
713,2020-08-08,35642.0,Home Fragrance Accessories
714,2020-08-09,35642.0,Home Fragrance Accessories
715,2020-08-10,30388.0,Home Fragrance Accessories
716,2020-08-11,26323.0,Home Fragrance Accessories
717,2020-08-12,27471.0,Home Fragrance Accessories
718,2020-08-13,27471.0,Home Fragrance Accessories
719,2020-08-14,32992.0,Home Fragrance Accessories
720,2020-08-15,32992.0,Home Fragrance Accessories
721,2020-08-16,25919.0,Home Fragrance Accessories
722,2020-08-17,30634.0,Home Fragrance Accessories
723,2020-08-18,31822.0,Home Fragrance Accessories
724,2020-08-19,31822.0,Home Fragrance Accessories
725,2020-08-20,37549.0,Home Fragrance Accessories
726,2020-08-21,28451.0,Home Fragrance Accessories
727,2020-08-22,25275.0,Home Fragrance Accessories
728,2020-08-23,27805.0,Home Fragrance Accessories
729,2020-08-24,31881.0,Home Fragrance Accessories
730,2020-08-25,34030.0,Home Fragrance Accessories
731,2020-08-26,34030.0,Home Fragrance Accessories
732,2020-08-27,34030.0,Home Fragrance Accessories
733,2020-08-28,35736.0,Home Fragrance Accessories
734,2020-08-29,33276.0,Home Fragrance Accessories
735,2020-08-30,24057.0,Home Fragrance Accessories
736,2020-08-31,30478.0,Home Fragrance Accessories
737,2020-09-01,30478.0,Home Fragrance Accessories
738,2020-09-02,28096.0,Home Fragrance Accessories
739,2020-09-03,32493.0,Home Fragrance Accessories
740,2020-09-04,32493.0,Home Fragrance Accessories
741,2020-09-05,32493.0,Home Fragrance Accessories
742,2020-09-06,24328.0,Home Fragrance Accessories
743,2020-09-07,21604.0,Home Fragrance Accessories
744,2020-09-08,21604.0,Home Fragrance Accessories
745,2020-09-09,28762.0,Home Fragrance Accessories
746,2020-09-10,32667.0,Home Fragrance Accessories
747,2020-09-11,32667.0,Home Fragrance Accessories
748,2020-09-12,19962.0,Home Fragrance Accessories
749,2020-09-13,23159.0,Home Fragrance Accessories
750,2020-09-14,23659.0,Home Fragrance Accessories
751,2020-09-15,23659.0,Home Fragrance Accessories
752,2020-09-16,18955.0,Home Fragrance Accessories
753,2020-09-17,23432.0,Home Fragrance Accessories
754,2020-09-18,17803.0,Home Fragrance Accessories
755,2020-09-19,20575.0,Home Fragrance Accessories
756,2020-09-20,20653.0,Home Fragrance Accessories
757,2020-09-21,20653.0,Home Fragrance Accessories
758,2020-09-22,24413.0,Home Fragrance Accessories
759,2020-09-23,24413.0,Home Fragrance Accessories
760,2020-09-24,26045.0,Home Fragrance Accessories
761,2020-09-25,26045.0,Home Fragrance Accessories
762,2020-09-26,19795.0,Home Fragrance Accessories
763,2020-09-27,22654.0,Home Fragrance Accessories
764,2020-09-28,16300.0,Home Fragrance Accessories
765,2020-09-29,16300.0,Home Fragrance Accessories
766,2020-09-30,16300.0,Home Fragrance Accessories
767,2020-10-01,19052.0,Home Fragrance Accessories
768,2020-10-02,23514.0,Home Fragrance Accessories
769,2020-10-03,18980.0,Home Fragrance Accessories
770,2020-10-04,18980.0,Home Fragrance Accessories
771,2020-10-05,21788.0,Home Fragrance Accessories
772,2020-10-06,21788.0,Home Fragrance Accessories
773,2020-10-07,23837.0,Home Fragrance Accessories
774,2020-10-08,18954.0,Home Fragrance Accessories
775,2020-10-09,24666.0,Home Fragrance Accessories
776,2020-10-10,24666.0,Home Fragrance Accessories
777,2020-10-11,24666.0,Home Fragrance Accessories
778,2020-10-12,24415.0,Home Fragrance Accessories
779,2020-10-13,29765.0,Home Fragrance Accessories
780,2020-10-14,29765.0,Home Fragrance Accessories
781,2020-10-15,29162.0,Home Fragrance Accessories
782,2020-10-16,26784.0,Home Fragrance Accessories
783,2020-10-17,20846.0,Home Fragrance Accessories
784,2020-10-18,20846.0,Home Fragrance Accessories
785,2020-10-19,17709.0,Home Fragrance Accessories
786,2020-10-20,19565.0,Home Fragrance Accessories
787,2020-10-21,23692.0,Home Fragrance Accessories
788,2020-10-22,17549.0,Home Fragrance Accessories
789,2020-10-23,17399.0,Home Fragrance Accessories
790,2020-10-24,19029.0,Home Fragrance Accessories
791,2020-10-25,17570.0,Home Fragrance Accessories
792,2020-10-26,17335.0,Home Fragrance Accessories
793,2020-10-27,14656.0,Home Fragrance Accessories
794,2020-10-28,18781.0,Home Fragrance Accessories
795,2020-10-29,17203.0,Home Fragrance Accessories
796,2020-10-30,16827.0,Home Fragrance Accessories
797,2020-10-31,16827.0,Home Fragrance Accessories
798,2020-11-01,12675.0,Home Fragrance Accessories
799,2020-11-02,16642.0,Home Fragrance Accessories
800,2020-11-03,16642.0,Home Fragrance Accessories
801,2020-11-04,16642.0,Home Fragrance Accessories
802,2020-11-05,23172.0,Home Fragrance Accessories
803,2020-11-06,17470.0,Home Fragrance Accessories
804,2020-11-07,18384.0,Home Fragrance Accessories
805,2020-11-08,23284.0,Home Fragrance Accessories
806,2020-11-09,26940.0,Home Fragrance Accessories
807,2020-11-10,26873.0,Home Fragrance Accessories
808,2020-11-11,22397.0,Home Fragrance Accessories
809,2020-11-12,27397.0,Home Fragrance Accessories
810,2020-11-13,27397.0,Home Fragrance Accessories
811,2020-11-14,21324.0,Home Fragrance Accessories
812,2020-11-15,21324.0,Home Fragrance Accessories
813,2020-11-16,32651.0,Home Fragrance Accessories
814,2020-11-17,27548.0,Home Fragrance Accessories
815,2020-11-18,25372.0,Home Fragrance Accessories
816,2020-11-19,25372.0,Home Fragrance Accessories
817,2020-11-20,45821.0,Home Fragrance Accessories
818,2020-11-21,44134.0,Home Fragrance Accessories
819,2020-11-22,29869.0,Home Fragrance Accessories
820,2020-11-23,45190.0,Home Fragrance Accessories
821,2020-11-24,45190.0,Home Fragrance Accessories
822,2020-11-25,41899.0,Home Fragrance Accessories
823,2020-11-26,43460.0,Home Fragrance Accessories
824,2020-11-27,43460.0,Home Fragrance Accessories
825,2020-11-28,48933.0,Home Fragrance Accessories
826,2020-11-29,48933.0,Home Fragrance Accessories
827,2020-11-30,46485.0,Home Fragrance Accessories
828,2020-12-01,41658.0,Home Fragrance Accessories
829,2020-12-02,41873.0,Home Fragrance Accessories
830,2020-12-03,37122.0,Home Fragrance Accessories
831,2020-12-04,38412.0,Home Fragrance Accessories
832,2020-12-05,38412.0,Home Fragrance Accessories
833,2020-12-06,33468.0,Home Fragrance Accessories
834,2020-12-07,33468.0,Home Fragrance Accessories
835,2020-12-08,49113.0,Home Fragrance Accessories
836,2020-12-09,35374.0,Home Fragrance Accessories
837,2020-12-10,40794.0,Home Fragrance Accessories
838,2020-12-11,40540.0,Home Fragrance Accessories
839,2020-12-12,46494.0,Home Fragrance Accessories
840,2020-12-13,39890.0,Home Fragrance Accessories
841,2020-12-14,40403.0,Home Fragrance Accessories
842,2020-12-15,39705.0,Home Fragrance Accessories
843,2020-12-16,42235.0,Home Fragrance Accessories
844,2020-12-17,33472.0,Home Fragrance Accessories
845,2020-12-18,43941.0,Home Fragrance Accessories
846,2020-12-19,43941.0,Home Fragrance Accessories
847,2020-12-20,36656.0,Home Fragrance Accessories
848,2020-12-21,33907.0,Home Fragrance Accessories
849,2020-12-22,30393.0,Home Fragrance Accessories
850,2020-12-23,30393.0,Home Fragrance Accessories
851,2020-12-24,24277.0,Home Fragrance Accessories
852,2020-12-25,20949.0,Home Fragrance Accessories
853,2020-12-26,41163.0,Home Fragrance Accessories
854,2020-12-27,28753.0,Home Fragrance Accessories
855,2020-12-28,26521.0,Home Fragrance Accessories
856,2020-12-29,26414.0,Home Fragrance Accessories
857,2020-12-30,48726.0,Home Fragrance Accessories
858,2020-12-31,33975.0,Home Fragrance Accessories
859,2021-01-01,33303.0,Home Fragrance Accessories
860,2021-01-02,39521.0,Home Fragrance Accessories
861,2021-01-03,26787.0,Home Fragrance Accessories
862,2021-01-04,30432.0,Home Fragrance Accessories
863,2021-01-05,31696.0,Home Fragrance Accessories
864,2021-01-06,28233.0,Home Fragrance Accessories
865,2021-01-07,42756.0,Home Fragrance Accessories
866,2021-01-08,31526.0,Home Fragrance Accessories
867,2021-01-09,39491.0,Home Fragrance Accessories
868,2021-01-10,34781.0,Home Fragrance Accessories
869,2021-01-11,39283.0,Home Fragrance Accessories
870,2021-01-12,39283.0,Home Fragrance Accessories
871,2021-01-13,39283.0,Home Fragrance Accessories
872,2021-01-14,40413.0,Home Fragrance Accessories
873,2021-01-15,40054.0,Home Fragrance Accessories
874,2021-01-16,30473.0,Home Fragrance Accessories
875,2021-01-17,30473.0,Home Fragrance Accessories
876,2021-01-18,33760.0,Home Fragrance Accessories
877,2021-01-19,33760.0,Home Fragrance Accessories
878,2021-01-20,39304.0,Home Fragrance Accessories
879,2021-01-21,39304.0,Home Fragrance Accessories
880,2021-01-22,38767.0,Home Fragrance Accessories
881,2021-01-23,29307.0,Home Fragrance Accessories
882,2021-01-24,30839.0,Home Fragrance Accessories
883,2021-01-25,29737.0,Home Fragrance Accessories
884,2021-01-26,29737.0,Home Fragrance Accessories
885,2021-01-27,29638.0,Home Fragrance Accessories
886,2021-01-28,29638.0,Home Fragrance Accessories
887,2021-01-29,29638.0,Home Fragrance Accessories
888,2021-01-30,28397.0,Home Fragrance Accessories
889,2021-01-31,28397.0,Home Fragrance Accessories
890,2021-02-01,28397.0,Home Fragrance Accessories
891,2021-02-02,30943.0,Home Fragrance Accessories
892,2021-02-03,30943.0,Home Fragrance Accessories
893,2021-02-04,25172.0,Home Fragrance Accessories
894,2021-02-05,25172.0,Home Fragrance Accessories
895,2021-02-06,41259.0,Home Fragrance Accessories
896,2021-02-07,41259.0,Home Fragrance Accessories
897,2021-02-08,32445.0,Home Fragrance Accessories
898,2021-02-09,32445.0,Home Fragrance Accessories
899,2021-02-10,32445.0,Home Fragrance Accessories
900,2021-02-11,32445.0,Home Fragrance Accessories
901,2021-02-12,42416.0,Home Fragrance Accessories
902,2021-02-13,33567.0,Home Fragrance Accessories
903,2021-02-14,33567.0,Home Fragrance Accessories
904,2021-02-15,33351.0,Home Fragrance Accessories
905,2021-02-16,33351.0,Home Fragrance Accessories
906,2021-02-17,26476.0,Home Fragrance Accessories
907,2021-02-18,26476.0,Home Fragrance Accessories
908,2021-02-19,26476.0,Home Fragrance Accessories
909,2021-02-20,31324.0,Home Fragrance Accessories
910,2021-02-21,31324.0,Home Fragrance Accessories
911,2021-02-22,25630.0,Home Fragrance Accessories
912,2021-02-23,25630.0,Home Fragrance Accessories
913,2021-02-24,25630.0,Home Fragrance Accessories
914,2021-02-25,23248.0,Home Fragrance Accessories
915,2021-02-26,23441.0,Home Fragrance Accessories
916,2021-02-27,26397.0,Home Fragrance Accessories
917,2021-02-28,26397.0,Home Fragrance Accessories
918,2021-03-01,20861.0,Home Fragrance Accessories
919,2021-03-02,20861.0,Home Fragrance Accessories
920,2021-03-03,20861.0,Home Fragrance Accessories
921,2021-03-04,24960.0,Home Fragrance Accessories
922,2021-03-05,24960.0,Home Fragrance Accessories
923,2021-03-06,27212.0,Home Fragrance Accessories
924,2021-03-07,27212.0,Home Fragrance Accessories
925,2021-03-08,35407.0,Home Fragrance Accessories
926,2021-03-09,35407.0,Home Fragrance Accessories
927,2021-03-10,35407.0,Home Fragrance Accessories
928,2021-03-11,31249.0,Home Fragrance Accessories
929,2021-03-12,31249.0,Home Fragrance Accessories
930,2021-03-13,19150.0,Home Fragrance Accessories
931,2021-03-14,19150.0,Home Fragrance Accessories
932,2021-03-15,23763.0,Home Fragrance Accessories
933,2021-03-16,23763.0,Home Fragrance Accessories
934,2021-03-17,31084.0,Home Fragrance Accessories
935,2021-03-18,31084.0,Home Fragrance Accessories
936,2021-03-19,31084.0,Home Fragrance Accessories
937,2021-03-20,37848.0,Home Fragrance Accessories
938,2021-03-21,37848.0,Home Fragrance Accessories
939,2021-03-22,37848.0,Home Fragrance Accessories
940,2021-03-23,39992.0,Home Fragrance Accessories
941,2021-03-24,39992.0,Home Fragrance Accessories
942,2021-03-25,48410.0,Home Fragrance Accessories
943,2021-03-26,48410.0,Home Fragrance Accessories
944,2021-03-27,36385.0,Home Fragrance Accessories
945,2021-03-28,36385.0,Home Fragrance Accessories
946,2021-03-29,36385.0,Home Fragrance Accessories
947,2021-03-30,43535.0,Home Fragrance Accessories
948,2021-03-31,43535.0,Home Fragrance Accessories
949,2021-04-01,43535.0,Home Fragrance Accessories
950,2021-04-02,46736.0,Home Fragrance Accessories
951,2021-04-03,40164.0,Home Fragrance Accessories
952,2021-04-04,40164.0,Home Fragrance Accessories
953,2021-04-05,40164.0,Home Fragrance Accessories
954,2021-04-06,40164.0,Home Fragrance Accessories
955,2021-04-07,52346.0,Home Fragrance Accessories
956,2021-04-08,52346.0,Home Fragrance Accessories
957,2021-04-09,52346.0,Home Fragrance Accessories
958,2021-04-10,49855.0,Home Fragrance Accessories
959,2021-04-11,49855.0,Home Fragrance Accessories
960,2021-04-12,61653.0,Home Fragrance Accessories
961,2021-04-13,61653.0,Home Fragrance Accessories
962,2021-04-14,50695.0,Home Fragrance Accessories
963,2021-04-15,44020.0,Home Fragrance Accessories
964,2021-04-16,44020.0,Home Fragrance Accessories
965,2021-04-17,51879.0,Home Fragrance Accessories
966,2021-04-18,51879.0,Home Fragrance Accessories
967,2021-04-19,60269.0,Home Fragrance Accessories
968,2021-04-20,43797.0,Home Fragrance Accessories
969,2021-04-21,43797.0,Home Fragrance Accessories
970,2021-04-22,51324.0,Home Fragrance Accessories
971,2021-04-23,51324.0,Home Fragrance Accessories
972,2021-04-24,71872.0,Home Fragrance Accessories
973,2021-04-25,71872.0,Home Fragrance Accessories
974,2021-04-26,47518.0,Home Fragrance Accessories
975,2021-04-27,47518.0,Home Fragrance Accessories
976,2021-04-28,65802.0,Home Fragrance Accessories
977,2021-04-29,65802.0,Home Fragrance Accessories
978,2021-04-30,62024.0,Home Fragrance Accessories
979,2021-05-01,95631.0,Home Fragrance Accessories
980,2021-05-02,69363.0,Home Fragrance Accessories
981,2021-05-03,69363.0,Home Fragrance Accessories
982,2021-05-04,84358.0,Home Fragrance Accessories
983,2021-05-05,84358.0,Home Fragrance Accessories
984,2021-05-06,63787.0,Home Fragrance Accessories
985,2021-05-07,63787.0,Home Fragrance Accessories
986,2021-05-08,64473.0,Home Fragrance Accessories
987,2021-05-09,64473.0,Home Fragrance Accessories
988,2021-05-10,43224.0,Home Fragrance Accessories
989,2021-05-11,56475.0,Home Fragrance Accessories
990,2021-05-12,56475.0,Home Fragrance Accessories
991,2021-05-13,39092.0,Home Fragrance Accessories
992,2021-05-14,35136.0,Home Fragrance Accessories
993,2021-05-15,41315.0,Home Fragrance Accessories
994,2021-05-16,41315.0,Home Fragrance Accessories
995,2021-05-17,41315.0,Home Fragrance Accessories
996,2021-05-18,38063.0,Home Fragrance Accessories
997,2021-05-19,40133.0,Home Fragrance Accessories
998,2021-05-20,43046.0,Home Fragrance Accessories
999,2021-05-21,48361.0,Home Fragrance Accessories
1000,2021-05-22,48361.0,Home Fragrance Accessories
1001,2021-05-23,35353.0,Home Fragrance Accessories
1002,2021-05-24,37336.0,Home Fragrance Accessories
1003,2021-05-25,35507.0,Home Fragrance Accessories
1004,2021-05-26,27472.0,Home Fragrance Accessories
1005,2021-05-27,25480.0,Home Fragrance Accessories
1006,2021-05-28,25480.0,Home Fragrance Accessories
1007,2021-05-29,20899.0,Home Fragrance Accessories
1008,2021-05-30,20899.0,Home Fragrance Accessories
1009,2021-05-31,23435.0,Home Fragrance Accessories
1010,2021-06-01,22383.0,Home Fragrance Accessories
1011,2021-06-02,24643.0,Home Fragrance Accessories
1012,2021-06-03,24643.0,Home Fragrance Accessories
1013,2021-06-04,19075.0,Home Fragrance Accessories
1014,2021-06-05,19075.0,Home Fragrance Accessories
1015,2021-06-06,22539.0,Home Fragrance Accessories
1016,2021-06-07,23703.0,Home Fragrance Accessories
1017,2021-06-08,23287.0,Home Fragrance Accessories
1018,2021-06-09,26651.0,Home Fragrance Accessories
1019,2021-06-10,26651.0,Home Fragrance Accessories
1020,2021-06-11,28449.0,Home Fragrance Accessories
1021,2021-06-12,28449.0,Home Fragrance Accessories
1022,2021-06-13,28449.0,Home Fragrance Accessories
1023,2021-06-14,28982.0,Home Fragrance Accessories
1024,2021-06-15,27876.0,Home Fragrance Accessories
1025,2021-06-16,27876.0,Home Fragrance Accessories
1026,2021-06-17,42165.0,Home Fragrance Accessories
1027,2021-06-18,42165.0,Home Fragrance Accessories
1028,2021-06-19,31971.0,Home Fragrance Accessories
1029,2021-06-20,31971.0,Home Fragrance Accessories
1030,2021-06-21,50221.0,Home Fragrance Accessories
1031,2021-06-22,67891.0,Home Fragrance Accessories
1032,2021-06-23,67891.0,Home Fragrance Accessories
1033,2021-06-24,56621.0,Home Fragrance Accessories
1034,2021-06-25,56621.0,Home Fragrance Accessories
1035,2021-06-26,59021.0,Home Fragrance Accessories
1036,2021-06-27,59021.0,Home Fragrance Accessories
1037,2021-06-28,55698.0,Home Fragrance Accessories
1038,2021-06-29,55698.0,Home Fragrance Accessories
1039,2021-06-30,37222.0,Home Fragrance Accessories
1040,2021-07-01,50841.0,Home Fragrance Accessories
1041,2021-07-02,50841.0,Home Fragrance Accessories
1042,2021-07-03,54999.0,Home Fragrance Accessories
1043,2021-07-04,54999.0,Home Fragrance Accessories
1044,2021-07-05,51237.0,Home Fragrance Accessories
1045,2021-07-06,51237.0,Home Fragrance Accessories
1046,2021-07-07,51237.0,Home Fragrance Accessories
1047,2021-07-08,45200.0,Home Fragrance Accessories
1048,2021-07-09,55099.0,Home Fragrance Accessories
1049,2021-07-10,49139.0,Home Fragrance Accessories
1050,2021-07-11,45141.0,Home Fragrance Accessories
