,date,value,name_B07HR22MWW
66,2019-04-18,42129.0,Tablecloths
67,2019-04-19,18375.0,Tablecloths
68,2019-04-20,18375.0,Tablecloths
69,2019-04-21,18375.0,Tablecloths
70,2019-04-22,18375.0,Tablecloths
71,2019-04-23,30090.0,Tablecloths
72,2019-04-24,30090.0,Tablecloths
73,2019-04-25,30090.0,Tablecloths
74,2019-04-26,30090.0,Tablecloths
75,2019-04-27,30090.0,Tablecloths
76,2019-04-28,30090.0,Tablecloths
77,2019-04-29,22023.0,Tablecloths
78,2019-04-30,22023.0,Tablecloths
79,2019-05-01,22023.0,Tablecloths
80,2019-05-02,22023.0,Tablecloths
81,2019-05-03,22023.0,Tablecloths
82,2019-05-04,22023.0,Tablecloths
83,2019-05-05,45584.0,Tablecloths
84,2019-05-06,45584.0,Tablecloths
85,2019-05-07,49258.0,Tablecloths
86,2019-05-08,33932.0,Tablecloths
87,2019-05-09,33932.0,Tablecloths
88,2019-05-10,75827.0,Tablecloths
89,2019-05-11,75827.0,Tablecloths
90,2019-05-12,38617.0,Tablecloths
91,2019-05-13,47582.0,Tablecloths
92,2019-05-14,39925.0,Tablecloths
93,2019-05-15,39925.0,Tablecloths
94,2019-05-16,67591.0,Tablecloths
95,2019-05-17,67591.0,Tablecloths
96,2019-05-18,67591.0,Tablecloths
97,2019-05-19,111598.0,Tablecloths
98,2019-05-20,111598.0,Tablecloths
99,2019-05-21,111598.0,Tablecloths
100,2019-05-22,46530.0,Tablecloths
101,2019-05-23,45731.0,Tablecloths
102,2019-05-24,44251.0,Tablecloths
103,2019-05-25,33204.0,Tablecloths
104,2019-05-26,33204.0,Tablecloths
105,2019-05-27,27230.0,Tablecloths
106,2019-05-28,27230.0,Tablecloths
107,2019-05-29,26151.0,Tablecloths
108,2019-05-30,26151.0,Tablecloths
109,2019-05-31,21594.0,Tablecloths
110,2019-06-01,21478.0,Tablecloths
111,2019-06-02,20341.0,Tablecloths
112,2019-06-03,16488.0,Tablecloths
113,2019-06-04,18272.0,Tablecloths
114,2019-06-05,25287.0,Tablecloths
115,2019-06-06,28243.0,Tablecloths
116,2019-06-07,26754.0,Tablecloths
117,2019-06-08,38060.0,Tablecloths
118,2019-06-09,34078.0,Tablecloths
119,2019-06-10,34078.0,Tablecloths
120,2019-06-11,19326.0,Tablecloths
121,2019-06-12,17955.0,Tablecloths
122,2019-06-13,23534.0,Tablecloths
123,2019-06-14,26536.0,Tablecloths
124,2019-06-15,17617.0,Tablecloths
125,2019-06-16,21257.0,Tablecloths
126,2019-06-17,27280.0,Tablecloths
127,2019-06-18,22356.0,Tablecloths
128,2019-06-19,17331.0,Tablecloths
129,2019-06-20,20139.0,Tablecloths
130,2019-06-21,31814.0,Tablecloths
131,2019-06-22,35170.0,Tablecloths
132,2019-06-23,51266.0,Tablecloths
133,2019-06-24,51266.0,Tablecloths
134,2019-06-25,51266.0,Tablecloths
135,2019-06-26,42107.0,Tablecloths
136,2019-06-27,38839.0,Tablecloths
137,2019-06-28,29489.0,Tablecloths
138,2019-06-29,29489.0,Tablecloths
139,2019-06-30,30142.0,Tablecloths
140,2019-07-01,25881.0,Tablecloths
141,2019-07-02,36049.0,Tablecloths
142,2019-07-03,36049.0,Tablecloths
143,2019-07-04,20470.0,Tablecloths
144,2019-07-05,23846.0,Tablecloths
145,2019-07-06,23846.0,Tablecloths
146,2019-07-07,40850.0,Tablecloths
147,2019-07-08,30582.0,Tablecloths
148,2019-07-09,28752.0,Tablecloths
149,2019-07-10,28752.0,Tablecloths
150,2019-07-11,40209.0,Tablecloths
151,2019-07-12,38607.0,Tablecloths
152,2019-07-13,29941.0,Tablecloths
153,2019-07-14,29941.0,Tablecloths
154,2019-07-15,20536.0,Tablecloths
155,2019-07-16,21198.0,Tablecloths
156,2019-07-17,25187.0,Tablecloths
157,2019-07-18,27525.0,Tablecloths
158,2019-07-19,27742.0,Tablecloths
159,2019-07-20,22702.0,Tablecloths
160,2019-07-21,17222.0,Tablecloths
161,2019-07-22,17742.0,Tablecloths
162,2019-07-23,10400.0,Tablecloths
163,2019-07-24,10052.0,Tablecloths
164,2019-07-25,10458.0,Tablecloths
165,2019-07-26,11105.0,Tablecloths
166,2019-07-27,14725.0,Tablecloths
167,2019-07-28,22040.0,Tablecloths
168,2019-07-29,20613.0,Tablecloths
169,2019-07-30,17718.0,Tablecloths
170,2019-07-31,10621.0,Tablecloths
171,2019-08-01,15091.0,Tablecloths
172,2019-08-02,22284.0,Tablecloths
173,2019-08-03,16319.0,Tablecloths
174,2019-08-04,17991.0,Tablecloths
175,2019-08-05,12585.0,Tablecloths
176,2019-08-06,11118.0,Tablecloths
177,2019-08-07,8253.0,Tablecloths
178,2019-08-08,6428.0,Tablecloths
179,2019-08-09,8640.0,Tablecloths
180,2019-08-10,8002.0,Tablecloths
181,2019-08-11,17474.0,Tablecloths
182,2019-08-12,13638.0,Tablecloths
183,2019-08-13,9029.0,Tablecloths
184,2019-08-14,7194.0,Tablecloths
185,2019-08-15,7194.0,Tablecloths
186,2019-08-16,7230.0,Tablecloths
187,2019-08-17,8607.0,Tablecloths
188,2019-08-18,13213.0,Tablecloths
189,2019-08-19,13575.0,Tablecloths
190,2019-08-20,13465.0,Tablecloths
191,2019-08-21,12898.0,Tablecloths
192,2019-08-22,17388.0,Tablecloths
193,2019-08-23,24488.0,Tablecloths
194,2019-08-24,31049.0,Tablecloths
195,2019-08-25,42350.0,Tablecloths
196,2019-08-26,27154.0,Tablecloths
197,2019-08-27,27089.0,Tablecloths
198,2019-08-28,20692.0,Tablecloths
199,2019-08-29,22199.0,Tablecloths
200,2019-08-30,21001.0,Tablecloths
201,2019-08-31,21001.0,Tablecloths
202,2019-09-01,28502.0,Tablecloths
203,2019-09-02,43798.0,Tablecloths
204,2019-09-03,24177.0,Tablecloths
205,2019-09-04,18456.0,Tablecloths
206,2019-09-05,16977.0,Tablecloths
207,2019-09-06,19628.0,Tablecloths
208,2019-09-07,24705.0,Tablecloths
209,2019-09-08,22361.0,Tablecloths
210,2019-09-09,22361.0,Tablecloths
211,2019-09-10,22361.0,Tablecloths
212,2019-09-11,12651.0,Tablecloths
213,2019-09-12,11622.0,Tablecloths
214,2019-09-13,10319.0,Tablecloths
215,2019-09-14,10116.0,Tablecloths
216,2019-09-15,14127.0,Tablecloths
217,2019-09-16,21307.0,Tablecloths
218,2019-09-17,20303.0,Tablecloths
219,2019-09-18,25581.0,Tablecloths
220,2019-09-19,23605.0,Tablecloths
221,2019-09-20,38846.0,Tablecloths
222,2019-09-21,31026.0,Tablecloths
223,2019-09-22,35889.0,Tablecloths
224,2019-09-23,26568.0,Tablecloths
225,2019-09-24,25846.0,Tablecloths
226,2019-09-25,19767.0,Tablecloths
227,2019-09-26,24050.0,Tablecloths
228,2019-09-27,24267.0,Tablecloths
229,2019-09-28,29974.0,Tablecloths
230,2019-09-29,29974.0,Tablecloths
231,2019-09-30,33902.0,Tablecloths
232,2019-10-01,14987.0,Tablecloths
233,2019-10-02,15667.0,Tablecloths
234,2019-10-03,10340.0,Tablecloths
235,2019-10-04,14056.0,Tablecloths
236,2019-10-05,14056.0,Tablecloths
237,2019-10-06,11700.0,Tablecloths
238,2019-10-07,11700.0,Tablecloths
239,2019-10-08,12502.0,Tablecloths
240,2019-10-09,12502.0,Tablecloths
241,2019-10-10,11335.0,Tablecloths
242,2019-10-11,10544.0,Tablecloths
243,2019-10-12,10544.0,Tablecloths
244,2019-10-13,9498.0,Tablecloths
245,2019-10-14,11438.0,Tablecloths
246,2019-10-15,11515.0,Tablecloths
247,2019-10-16,7036.0,Tablecloths
248,2019-10-17,7941.0,Tablecloths
249,2019-10-18,6397.0,Tablecloths
250,2019-10-19,9361.0,Tablecloths
251,2019-10-20,12751.0,Tablecloths
252,2019-10-21,12365.0,Tablecloths
253,2019-10-22,8273.0,Tablecloths
254,2019-10-23,7641.0,Tablecloths
255,2019-10-24,9511.0,Tablecloths
256,2019-10-25,9503.0,Tablecloths
257,2019-10-26,9456.0,Tablecloths
258,2019-10-27,10659.0,Tablecloths
259,2019-10-28,9535.0,Tablecloths
260,2019-10-29,8043.0,Tablecloths
261,2019-10-30,7363.0,Tablecloths
262,2019-10-31,5308.0,Tablecloths
263,2019-11-01,8059.0,Tablecloths
264,2019-11-02,8336.0,Tablecloths
265,2019-11-03,9136.0,Tablecloths
266,2019-11-04,9609.0,Tablecloths
267,2019-11-05,8790.0,Tablecloths
268,2019-11-06,6828.0,Tablecloths
269,2019-11-07,6828.0,Tablecloths
270,2019-11-08,6828.0,Tablecloths
271,2019-11-09,5612.0,Tablecloths
272,2019-11-10,5612.0,Tablecloths
273,2019-11-11,5612.0,Tablecloths
274,2019-11-12,4826.0,Tablecloths
275,2019-11-13,4826.0,Tablecloths
276,2019-11-14,6478.0,Tablecloths
277,2019-11-15,6478.0,Tablecloths
278,2019-11-16,6478.0,Tablecloths
279,2019-11-17,6478.0,Tablecloths
280,2019-11-18,4720.0,Tablecloths
281,2019-11-19,4720.0,Tablecloths
282,2019-11-20,4720.0,Tablecloths
283,2019-11-21,3766.0,Tablecloths
284,2019-11-22,3766.0,Tablecloths
285,2019-11-23,3766.0,Tablecloths
286,2019-11-24,3279.0,Tablecloths
287,2019-11-25,2095.0,Tablecloths
288,2019-11-26,1221.0,Tablecloths
289,2019-11-27,1221.0,Tablecloths
290,2019-11-28,1221.0,Tablecloths
291,2019-11-29,1221.0,Tablecloths
292,2019-11-30,1221.0,Tablecloths
293,2019-12-01,1221.0,Tablecloths
294,2019-12-02,11850.0,Tablecloths
295,2019-12-03,9652.0,Tablecloths
296,2019-12-04,9652.0,Tablecloths
297,2019-12-05,9652.0,Tablecloths
298,2019-12-06,9420.0,Tablecloths
299,2019-12-07,8663.0,Tablecloths
300,2019-12-08,8663.0,Tablecloths
301,2019-12-09,11661.0,Tablecloths
302,2019-12-10,11661.0,Tablecloths
303,2019-12-11,11661.0,Tablecloths
304,2019-12-12,11661.0,Tablecloths
305,2019-12-13,9795.0,Tablecloths
306,2019-12-14,9795.0,Tablecloths
307,2019-12-15,9795.0,Tablecloths
308,2019-12-16,9795.0,Tablecloths
309,2019-12-17,10507.0,Tablecloths
310,2019-12-18,10507.0,Tablecloths
311,2019-12-19,9328.0,Tablecloths
312,2019-12-20,9843.0,Tablecloths
313,2019-12-21,10666.0,Tablecloths
314,2019-12-22,10666.0,Tablecloths
315,2019-12-23,10666.0,Tablecloths
316,2019-12-24,10666.0,Tablecloths
317,2019-12-25,10666.0,Tablecloths
318,2019-12-26,12743.0,Tablecloths
319,2019-12-27,12743.0,Tablecloths
320,2019-12-28,12743.0,Tablecloths
321,2019-12-29,9873.0,Tablecloths
322,2019-12-30,9873.0,Tablecloths
323,2019-12-31,10631.0,Tablecloths
324,2020-01-01,10631.0,Tablecloths
325,2020-01-02,10631.0,Tablecloths
326,2020-01-03,10631.0,Tablecloths
327,2020-01-04,10631.0,Tablecloths
328,2020-01-05,10631.0,Tablecloths
329,2020-01-06,11713.0,Tablecloths
330,2020-01-07,11713.0,Tablecloths
331,2020-01-08,11713.0,Tablecloths
332,2020-01-09,10495.0,Tablecloths
333,2020-01-10,10495.0,Tablecloths
334,2020-01-11,10495.0,Tablecloths
335,2020-01-12,10495.0,Tablecloths
336,2020-01-13,10947.0,Tablecloths
337,2020-01-14,8389.0,Tablecloths
338,2020-01-15,8389.0,Tablecloths
339,2020-01-16,8389.0,Tablecloths
340,2020-01-17,8389.0,Tablecloths
341,2020-01-18,8389.0,Tablecloths
342,2020-01-19,8389.0,Tablecloths
343,2020-01-20,10498.0,Tablecloths
344,2020-01-21,10498.0,Tablecloths
345,2020-01-22,10498.0,Tablecloths
346,2020-01-23,7279.0,Tablecloths
347,2020-01-24,7279.0,Tablecloths
348,2020-01-25,7279.0,Tablecloths
349,2020-01-26,10358.0,Tablecloths
350,2020-01-27,10358.0,Tablecloths
351,2020-01-28,10358.0,Tablecloths
352,2020-01-29,7900.0,Tablecloths
353,2020-01-30,7900.0,Tablecloths
354,2020-01-31,7900.0,Tablecloths
355,2020-02-01,7900.0,Tablecloths
356,2020-02-02,7900.0,Tablecloths
357,2020-02-03,12549.0,Tablecloths
358,2020-02-04,12549.0,Tablecloths
359,2020-02-05,12549.0,Tablecloths
360,2020-02-06,12549.0,Tablecloths
361,2020-02-07,7673.0,Tablecloths
362,2020-02-08,8823.0,Tablecloths
363,2020-02-09,8823.0,Tablecloths
364,2020-02-10,8823.0,Tablecloths
365,2020-02-11,8823.0,Tablecloths
366,2020-02-12,8823.0,Tablecloths
367,2020-02-13,8823.0,Tablecloths
368,2020-02-14,7406.0,Tablecloths
369,2020-02-15,7406.0,Tablecloths
370,2020-02-16,7406.0,Tablecloths
371,2020-02-17,9925.0,Tablecloths
372,2020-02-18,9925.0,Tablecloths
373,2020-02-19,9925.0,Tablecloths
374,2020-02-20,9925.0,Tablecloths
375,2020-02-21,9925.0,Tablecloths
376,2020-02-22,9925.0,Tablecloths
377,2020-02-23,3382.0,Tablecloths
378,2020-02-24,3382.0,Tablecloths
379,2020-02-25,3382.0,Tablecloths
380,2020-02-26,5813.0,Tablecloths
381,2020-02-27,5592.0,Tablecloths
382,2020-02-28,5592.0,Tablecloths
383,2020-02-29,5592.0,Tablecloths
384,2020-03-01,5592.0,Tablecloths
385,2020-03-02,5592.0,Tablecloths
386,2020-03-03,7551.0,Tablecloths
387,2020-03-04,7551.0,Tablecloths
388,2020-03-05,6473.0,Tablecloths
389,2020-03-06,6473.0,Tablecloths
390,2020-03-07,6473.0,Tablecloths
391,2020-03-08,6473.0,Tablecloths
392,2020-03-09,6473.0,Tablecloths
393,2020-03-10,-1.0,Tablecloths
