,date,value,name_B00P5N9X0K
93,2018-10-11,1483.0,Dishwashing
94,2018-10-12,1483.0,Dishwashing
95,2018-10-13,1385.0,Dishwashing
96,2018-10-14,1385.0,Dishwashing
97,2018-10-15,1385.0,Dishwashing
98,2018-10-16,1385.0,Dishwashing
99,2018-10-17,1072.0,Dishwashing
100,2018-10-18,1072.0,Dishwashing
101,2018-10-19,1453.0,Dishwashing
102,2018-10-20,1517.0,Dishwashing
103,2018-10-21,1517.0,Dishwashing
104,2018-10-22,1171.0,Dishwashing
105,2018-10-23,1171.0,Dishwashing
106,2018-10-24,1171.0,Dishwashing
107,2018-10-25,1171.0,Dishwashing
108,2018-10-26,1622.0,Dishwashing
109,2018-10-27,1727.0,Dishwashing
110,2018-10-28,1536.0,Dishwashing
111,2018-10-29,1468.0,Dishwashing
112,2018-10-30,1468.0,Dishwashing
113,2018-10-31,1468.0,Dishwashing
114,2018-11-01,1468.0,Dishwashing
115,2018-11-02,1468.0,Dishwashing
116,2018-11-03,1468.0,Dishwashing
117,2018-11-04,1468.0,Dishwashing
118,2018-11-05,1719.0,Dishwashing
119,2018-11-06,1719.0,Dishwashing
120,2018-11-07,1803.0,Dishwashing
121,2018-11-08,1803.0,Dishwashing
122,2018-11-09,1803.0,Dishwashing
123,2018-11-10,1582.0,Dishwashing
124,2018-11-11,1582.0,Dishwashing
125,2018-11-12,1900.0,Dishwashing
126,2018-11-13,1997.0,Dishwashing
127,2018-11-14,1933.0,Dishwashing
128,2018-11-15,1903.0,Dishwashing
129,2018-11-16,1678.0,Dishwashing
130,2018-11-17,1663.0,Dishwashing
131,2018-11-18,1741.0,Dishwashing
132,2018-11-19,1852.0,Dishwashing
133,2018-11-20,1852.0,Dishwashing
134,2018-11-21,1852.0,Dishwashing
135,2018-11-22,1852.0,Dishwashing
136,2018-11-23,1852.0,Dishwashing
137,2018-11-24,1852.0,Dishwashing
138,2018-11-25,2364.0,Dishwashing
139,2018-11-26,2364.0,Dishwashing
140,2018-11-27,3635.0,Dishwashing
141,2018-11-28,3635.0,Dishwashing
142,2018-11-29,3635.0,Dishwashing
143,2018-11-30,2412.0,Dishwashing
144,2018-12-01,2412.0,Dishwashing
145,2018-12-02,2412.0,Dishwashing
146,2018-12-03,2597.0,Dishwashing
147,2018-12-04,3376.0,Dishwashing
148,2018-12-05,3376.0,Dishwashing
149,2018-12-06,3376.0,Dishwashing
150,2018-12-07,3630.0,Dishwashing
151,2018-12-08,3345.0,Dishwashing
152,2018-12-09,3345.0,Dishwashing
153,2018-12-10,3822.0,Dishwashing
154,2018-12-11,3822.0,Dishwashing
155,2018-12-12,4232.0,Dishwashing
156,2018-12-13,4232.0,Dishwashing
157,2018-12-14,4996.0,Dishwashing
158,2018-12-15,4996.0,Dishwashing
159,2018-12-16,5780.0,Dishwashing
160,2018-12-17,5780.0,Dishwashing
161,2018-12-18,5066.0,Dishwashing
162,2018-12-19,6199.0,Dishwashing
163,2018-12-20,5903.0,Dishwashing
164,2018-12-21,6128.0,Dishwashing
165,2018-12-22,6128.0,Dishwashing
166,2018-12-23,6128.0,Dishwashing
167,2018-12-24,2296.0,Dishwashing
168,2018-12-25,2839.0,Dishwashing
169,2018-12-26,2839.0,Dishwashing
170,2018-12-27,1851.0,Dishwashing
171,2018-12-28,2543.0,Dishwashing
172,2018-12-29,2543.0,Dishwashing
173,2018-12-30,2215.0,Dishwashing
174,2018-12-31,1916.0,Dishwashing
175,2019-01-01,1697.0,Dishwashing
176,2019-01-02,1631.0,Dishwashing
177,2019-01-03,1809.0,Dishwashing
178,2019-01-04,1519.0,Dishwashing
179,2019-01-05,1283.0,Dishwashing
180,2019-01-06,1236.0,Dishwashing
181,2019-01-07,1481.0,Dishwashing
182,2019-01-08,1942.0,Dishwashing
183,2019-01-09,1876.0,Dishwashing
184,2019-01-10,2145.0,Dishwashing
185,2019-01-11,1803.0,Dishwashing
186,2019-01-12,2040.0,Dishwashing
187,2019-01-13,2269.0,Dishwashing
188,2019-01-14,1957.0,Dishwashing
189,2019-01-15,1822.0,Dishwashing
190,2019-01-16,1802.0,Dishwashing
191,2019-01-17,1802.0,Dishwashing
192,2019-01-18,1540.0,Dishwashing
193,2019-01-19,1505.0,Dishwashing
194,2019-01-20,1639.0,Dishwashing
195,2019-01-21,1678.0,Dishwashing
196,2019-01-22,3803.0,Dishwashing
197,2019-01-23,4071.0,Dishwashing
198,2019-01-24,4917.0,Dishwashing
199,2019-01-25,3051.0,Dishwashing
200,2019-01-26,3837.0,Dishwashing
201,2019-01-27,2198.0,Dishwashing
202,2019-01-28,2194.0,Dishwashing
203,2019-01-29,1996.0,Dishwashing
204,2019-01-30,1975.0,Dishwashing
205,2019-01-31,2687.0,Dishwashing
206,2019-02-01,3336.0,Dishwashing
207,2019-02-02,2316.0,Dishwashing
208,2019-02-03,2277.0,Dishwashing
209,2019-02-04,2271.0,Dishwashing
210,2019-02-05,2577.0,Dishwashing
211,2019-02-06,2706.0,Dishwashing
212,2019-02-07,2335.0,Dishwashing
213,2019-02-08,3090.0,Dishwashing
214,2019-02-09,2921.0,Dishwashing
215,2019-02-10,2921.0,Dishwashing
216,2019-02-11,2692.0,Dishwashing
217,2019-02-12,2416.0,Dishwashing
218,2019-02-13,2416.0,Dishwashing
219,2019-02-14,2314.0,Dishwashing
220,2019-02-15,2402.0,Dishwashing
221,2019-02-16,1633.0,Dishwashing
222,2019-02-17,1633.0,Dishwashing
223,2019-02-18,2187.0,Dishwashing
224,2019-02-19,1729.0,Dishwashing
225,2019-02-20,1781.0,Dishwashing
226,2019-02-21,2277.0,Dishwashing
227,2019-02-22,1923.0,Dishwashing
228,2019-02-23,2534.0,Dishwashing
229,2019-02-24,2225.0,Dishwashing
230,2019-02-25,2445.0,Dishwashing
231,2019-02-26,2395.0,Dishwashing
232,2019-02-27,2395.0,Dishwashing
233,2019-02-28,2395.0,Dishwashing
234,2019-03-01,2083.0,Dishwashing
235,2019-03-02,1830.0,Dishwashing
236,2019-03-03,1830.0,Dishwashing
237,2019-03-04,1830.0,Dishwashing
238,2019-03-05,2141.0,Dishwashing
239,2019-03-06,2263.0,Dishwashing
240,2019-03-07,2263.0,Dishwashing
241,2019-03-08,2079.0,Dishwashing
242,2019-03-09,1932.0,Dishwashing
243,2019-03-10,1932.0,Dishwashing
244,2019-03-11,1750.0,Dishwashing
245,2019-03-12,1750.0,Dishwashing
246,2019-03-13,1973.0,Dishwashing
247,2019-03-14,1973.0,Dishwashing
248,2019-03-15,2151.0,Dishwashing
249,2019-03-16,2340.0,Dishwashing
250,2019-03-17,2700.0,Dishwashing
251,2019-03-18,2549.0,Dishwashing
252,2019-03-19,1451.0,Dishwashing
253,2019-03-20,1724.0,Dishwashing
254,2019-03-21,2015.0,Dishwashing
255,2019-03-22,2015.0,Dishwashing
256,2019-03-23,2421.0,Dishwashing
257,2019-03-24,2461.0,Dishwashing
258,2019-03-25,1869.0,Dishwashing
259,2019-03-26,1668.0,Dishwashing
260,2019-03-27,2655.0,Dishwashing
261,2019-03-28,2655.0,Dishwashing
262,2019-03-29,2689.0,Dishwashing
263,2019-03-30,2479.0,Dishwashing
264,2019-03-31,2479.0,Dishwashing
265,2019-04-01,2479.0,Dishwashing
266,2019-04-02,2479.0,Dishwashing
267,2019-04-03,2227.0,Dishwashing
268,2019-04-04,2068.0,Dishwashing
269,2019-04-05,2162.0,Dishwashing
270,2019-04-06,2219.0,Dishwashing
271,2019-04-07,2336.0,Dishwashing
272,2019-04-08,2592.0,Dishwashing
273,2019-04-09,2592.0,Dishwashing
274,2019-04-10,2590.0,Dishwashing
275,2019-04-11,2286.0,Dishwashing
276,2019-04-12,2710.0,Dishwashing
277,2019-04-13,1938.0,Dishwashing
278,2019-04-14,1938.0,Dishwashing
279,2019-04-15,2593.0,Dishwashing
280,2019-04-16,1835.0,Dishwashing
281,2019-04-17,2004.0,Dishwashing
282,2019-04-18,2004.0,Dishwashing
283,2019-04-19,2004.0,Dishwashing
284,2019-04-20,2004.0,Dishwashing
285,2019-04-21,2004.0,Dishwashing
286,2019-04-22,1173.0,Dishwashing
287,2019-04-23,1173.0,Dishwashing
288,2019-04-24,5151.0,Dishwashing
289,2019-04-25,7083.0,Dishwashing
290,2019-04-26,7083.0,Dishwashing
291,2019-04-27,7083.0,Dishwashing
292,2019-04-28,7083.0,Dishwashing
293,2019-04-29,9257.0,Dishwashing
294,2019-04-30,9257.0,Dishwashing
295,2019-05-01,14441.0,Dishwashing
296,2019-05-02,14441.0,Dishwashing
297,2019-05-03,5775.0,Dishwashing
298,2019-05-04,5775.0,Dishwashing
299,2019-05-05,3537.0,Dishwashing
300,2019-05-06,3537.0,Dishwashing
301,2019-05-07,3222.0,Dishwashing
302,2019-05-08,4682.0,Dishwashing
303,2019-05-09,3866.0,Dishwashing
304,2019-05-10,4071.0,Dishwashing
305,2019-05-11,5071.0,Dishwashing
306,2019-05-12,4515.0,Dishwashing
307,2019-05-13,4933.0,Dishwashing
308,2019-05-14,5120.0,Dishwashing
309,2019-05-15,5139.0,Dishwashing
310,2019-05-16,4509.0,Dishwashing
311,2019-05-17,3747.0,Dishwashing
312,2019-05-18,3169.0,Dishwashing
313,2019-05-19,4842.0,Dishwashing
314,2019-05-20,5070.0,Dishwashing
315,2019-05-21,5102.0,Dishwashing
316,2019-05-22,5102.0,Dishwashing
317,2019-05-23,3823.0,Dishwashing
318,2019-05-24,3242.0,Dishwashing
319,2019-05-25,3573.0,Dishwashing
320,2019-05-26,2632.0,Dishwashing
321,2019-05-27,3096.0,Dishwashing
322,2019-05-28,2838.0,Dishwashing
323,2019-05-29,2866.0,Dishwashing
324,2019-05-30,2866.0,Dishwashing
325,2019-05-31,1981.0,Dishwashing
326,2019-06-01,1981.0,Dishwashing
327,2019-06-02,2677.0,Dishwashing
328,2019-06-03,1719.0,Dishwashing
329,2019-06-04,1719.0,Dishwashing
330,2019-06-05,1670.0,Dishwashing
331,2019-06-06,2102.0,Dishwashing
332,2019-06-07,3481.0,Dishwashing
333,2019-06-08,2543.0,Dishwashing
334,2019-06-09,2543.0,Dishwashing
335,2019-06-10,2543.0,Dishwashing
336,2019-06-11,3264.0,Dishwashing
337,2019-06-12,3073.0,Dishwashing
338,2019-06-13,3073.0,Dishwashing
339,2019-06-14,3073.0,Dishwashing
340,2019-06-15,2699.0,Dishwashing
341,2019-06-16,2699.0,Dishwashing
342,2019-06-17,2699.0,Dishwashing
343,2019-06-18,2025.0,Dishwashing
344,2019-06-19,1569.0,Dishwashing
345,2019-06-20,1569.0,Dishwashing
346,2019-06-21,1569.0,Dishwashing
347,2019-06-22,1735.0,Dishwashing
348,2019-06-23,1735.0,Dishwashing
349,2019-06-24,1735.0,Dishwashing
350,2019-06-25,3335.0,Dishwashing
351,2019-06-26,3335.0,Dishwashing
352,2019-06-27,3335.0,Dishwashing
353,2019-06-28,4140.0,Dishwashing
354,2019-06-29,4140.0,Dishwashing
355,2019-06-30,4140.0,Dishwashing
356,2019-07-01,4140.0,Dishwashing
357,2019-07-02,2858.0,Dishwashing
358,2019-07-03,2858.0,Dishwashing
359,2019-07-04,2109.0,Dishwashing
360,2019-07-05,2326.0,Dishwashing
361,2019-07-06,2326.0,Dishwashing
362,2019-07-07,2326.0,Dishwashing
363,2019-07-08,1639.0,Dishwashing
364,2019-07-09,1639.0,Dishwashing
365,2019-07-10,2111.0,Dishwashing
366,2019-07-11,2111.0,Dishwashing
367,2019-07-12,2111.0,Dishwashing
368,2019-07-13,2493.0,Dishwashing
369,2019-07-14,2493.0,Dishwashing
370,2019-07-15,2493.0,Dishwashing
371,2019-07-16,3672.0,Dishwashing
372,2019-07-17,3672.0,Dishwashing
373,2019-07-18,3672.0,Dishwashing
374,2019-07-19,2542.0,Dishwashing
375,2019-07-20,2542.0,Dishwashing
376,2019-07-21,3107.0,Dishwashing
377,2019-07-22,2039.0,Dishwashing
378,2019-07-23,2039.0,Dishwashing
379,2019-07-24,2039.0,Dishwashing
380,2019-07-25,2546.0,Dishwashing
381,2019-07-26,2546.0,Dishwashing
382,2019-07-27,2546.0,Dishwashing
383,2019-07-28,2261.0,Dishwashing
384,2019-07-29,2261.0,Dishwashing
385,2019-07-30,2261.0,Dishwashing
386,2019-07-31,3048.0,Dishwashing
387,2019-08-01,3048.0,Dishwashing
388,2019-08-02,3228.0,Dishwashing
389,2019-08-03,3228.0,Dishwashing
390,2019-08-04,2468.0,Dishwashing
391,2019-08-05,2779.0,Dishwashing
392,2019-08-06,2966.0,Dishwashing
393,2019-08-07,2966.0,Dishwashing
394,2019-08-08,2966.0,Dishwashing
395,2019-08-09,3184.0,Dishwashing
396,2019-08-10,3514.0,Dishwashing
397,2019-08-11,3514.0,Dishwashing
398,2019-08-12,3514.0,Dishwashing
399,2019-08-13,3806.0,Dishwashing
400,2019-08-14,4211.0,Dishwashing
401,2019-08-15,4211.0,Dishwashing
402,2019-08-16,3369.0,Dishwashing
403,2019-08-17,3369.0,Dishwashing
404,2019-08-18,3369.0,Dishwashing
405,2019-08-19,3521.0,Dishwashing
406,2019-08-20,3521.0,Dishwashing
407,2019-08-21,2933.0,Dishwashing
408,2019-08-22,3240.0,Dishwashing
409,2019-08-23,3349.0,Dishwashing
410,2019-08-24,3822.0,Dishwashing
411,2019-08-25,3822.0,Dishwashing
412,2019-08-26,3822.0,Dishwashing
413,2019-08-27,3276.0,Dishwashing
414,2019-08-28,2751.0,Dishwashing
415,2019-08-29,2657.0,Dishwashing
416,2019-08-30,3874.0,Dishwashing
417,2019-08-31,3874.0,Dishwashing
418,2019-09-01,3874.0,Dishwashing
419,2019-09-02,4613.0,Dishwashing
420,2019-09-03,2612.0,Dishwashing
421,2019-09-04,2612.0,Dishwashing
422,2019-09-05,2612.0,Dishwashing
423,2019-09-06,3154.0,Dishwashing
424,2019-09-07,3273.0,Dishwashing
425,2019-09-08,2899.0,Dishwashing
426,2019-09-09,2389.0,Dishwashing
427,2019-09-10,3006.0,Dishwashing
428,2019-09-11,2821.0,Dishwashing
429,2019-09-12,3244.0,Dishwashing
430,2019-09-13,3520.0,Dishwashing
431,2019-09-14,3069.0,Dishwashing
432,2019-09-15,2729.0,Dishwashing
433,2019-09-16,2878.0,Dishwashing
434,2019-09-17,2878.0,Dishwashing
435,2019-09-18,2535.0,Dishwashing
436,2019-09-19,2148.0,Dishwashing
437,2019-09-20,2184.0,Dishwashing
438,2019-09-21,2184.0,Dishwashing
439,2019-09-22,2184.0,Dishwashing
440,2019-09-23,2594.0,Dishwashing
441,2019-09-24,2178.0,Dishwashing
442,2019-09-25,2252.0,Dishwashing
443,2019-09-26,2252.0,Dishwashing
444,2019-09-27,2957.0,Dishwashing
445,2019-09-28,2957.0,Dishwashing
446,2019-09-29,2957.0,Dishwashing
447,2019-09-30,2750.0,Dishwashing
448,2019-10-01,2750.0,Dishwashing
449,2019-10-02,2750.0,Dishwashing
450,2019-10-03,2750.0,Dishwashing
451,2019-10-04,2191.0,Dishwashing
452,2019-10-05,2191.0,Dishwashing
453,2019-10-06,2191.0,Dishwashing
454,2019-10-07,2986.0,Dishwashing
455,2019-10-08,2985.0,Dishwashing
456,2019-10-09,2985.0,Dishwashing
457,2019-10-10,2985.0,Dishwashing
458,2019-10-11,3009.0,Dishwashing
459,2019-10-12,3009.0,Dishwashing
460,2019-10-13,3009.0,Dishwashing
461,2019-10-14,3199.0,Dishwashing
462,2019-10-15,3199.0,Dishwashing
463,2019-10-16,3110.0,Dishwashing
464,2019-10-17,2769.0,Dishwashing
465,2019-10-18,2769.0,Dishwashing
466,2019-10-19,2769.0,Dishwashing
467,2019-10-20,2941.0,Dishwashing
468,2019-10-21,2941.0,Dishwashing
469,2019-10-22,3501.0,Dishwashing
470,2019-10-23,4177.0,Dishwashing
471,2019-10-24,4177.0,Dishwashing
472,2019-10-25,4177.0,Dishwashing
473,2019-10-26,3170.0,Dishwashing
474,2019-10-27,2998.0,Dishwashing
475,2019-10-28,3046.0,Dishwashing
476,2019-10-29,2819.0,Dishwashing
477,2019-10-30,2698.0,Dishwashing
478,2019-10-31,2698.0,Dishwashing
479,2019-11-01,2698.0,Dishwashing
480,2019-11-02,3442.0,Dishwashing
481,2019-11-03,3442.0,Dishwashing
482,2019-11-04,3442.0,Dishwashing
483,2019-11-05,2855.0,Dishwashing
484,2019-11-06,2855.0,Dishwashing
485,2019-11-07,2855.0,Dishwashing
486,2019-11-08,3201.0,Dishwashing
487,2019-11-09,3201.0,Dishwashing
488,2019-11-10,3201.0,Dishwashing
489,2019-11-11,3201.0,Dishwashing
490,2019-11-12,4710.0,Dishwashing
491,2019-11-13,3619.0,Dishwashing
492,2019-11-14,3619.0,Dishwashing
493,2019-11-15,3502.0,Dishwashing
494,2019-11-16,3502.0,Dishwashing
495,2019-11-17,3502.0,Dishwashing
496,2019-11-18,3718.0,Dishwashing
497,2019-11-19,3638.0,Dishwashing
498,2019-11-20,3638.0,Dishwashing
499,2019-11-21,3708.0,Dishwashing
500,2019-11-22,3708.0,Dishwashing
501,2019-11-23,4655.0,Dishwashing
502,2019-11-24,4655.0,Dishwashing
503,2019-11-25,4655.0,Dishwashing
504,2019-11-26,4769.0,Dishwashing
505,2019-11-27,4492.0,Dishwashing
506,2019-11-28,3950.0,Dishwashing
507,2019-11-29,3950.0,Dishwashing
508,2019-11-30,3950.0,Dishwashing
509,2019-12-01,3950.0,Dishwashing
510,2019-12-02,4571.0,Dishwashing
511,2019-12-03,4571.0,Dishwashing
512,2019-12-04,4571.0,Dishwashing
513,2019-12-05,7050.0,Dishwashing
514,2019-12-06,7050.0,Dishwashing
515,2019-12-07,7050.0,Dishwashing
516,2019-12-08,6669.0,Dishwashing
517,2019-12-09,7086.0,Dishwashing
518,2019-12-10,7086.0,Dishwashing
519,2019-12-11,7004.0,Dishwashing
520,2019-12-12,7086.0,Dishwashing
521,2019-12-13,6987.0,Dishwashing
522,2019-12-14,7857.0,Dishwashing
523,2019-12-15,7951.0,Dishwashing
524,2019-12-16,7951.0,Dishwashing
525,2019-12-17,8168.0,Dishwashing
526,2019-12-18,7892.0,Dishwashing
527,2019-12-19,8368.0,Dishwashing
528,2019-12-20,8368.0,Dishwashing
529,2019-12-21,8368.0,Dishwashing
530,2019-12-22,8934.0,Dishwashing
531,2019-12-23,8934.0,Dishwashing
532,2019-12-24,8934.0,Dishwashing
533,2019-12-25,8934.0,Dishwashing
534,2019-12-26,8934.0,Dishwashing
535,2019-12-27,8934.0,Dishwashing
536,2019-12-28,4734.0,Dishwashing
537,2019-12-29,4734.0,Dishwashing
538,2019-12-30,4734.0,Dishwashing
539,2019-12-31,4734.0,Dishwashing
540,2020-01-01,4734.0,Dishwashing
541,2020-01-02,4734.0,Dishwashing
542,2020-01-03,2989.0,Dishwashing
543,2020-01-04,2989.0,Dishwashing
544,2020-01-05,4444.0,Dishwashing
545,2020-01-06,3188.0,Dishwashing
546,2020-01-07,5284.0,Dishwashing
547,2020-01-08,5284.0,Dishwashing
548,2020-01-09,4752.0,Dishwashing
549,2020-01-10,4752.0,Dishwashing
550,2020-01-11,4752.0,Dishwashing
551,2020-01-12,3782.0,Dishwashing
552,2020-01-13,3782.0,Dishwashing
553,2020-01-14,3782.0,Dishwashing
554,2020-01-15,3782.0,Dishwashing
555,2020-01-16,4521.0,Dishwashing
556,2020-01-17,4521.0,Dishwashing
557,2020-01-18,5032.0,Dishwashing
558,2020-01-19,5032.0,Dishwashing
559,2020-01-20,3827.0,Dishwashing
560,2020-01-21,3827.0,Dishwashing
561,2020-01-22,3827.0,Dishwashing
562,2020-01-23,3736.0,Dishwashing
563,2020-01-24,3736.0,Dishwashing
564,2020-01-25,4410.0,Dishwashing
565,2020-01-26,4410.0,Dishwashing
566,2020-01-27,4410.0,Dishwashing
567,2020-01-28,4410.0,Dishwashing
568,2020-01-29,4410.0,Dishwashing
569,2020-01-30,3732.0,Dishwashing
570,2020-01-31,3732.0,Dishwashing
571,2020-02-01,3515.0,Dishwashing
572,2020-02-02,3515.0,Dishwashing
573,2020-02-03,3515.0,Dishwashing
574,2020-02-04,3606.0,Dishwashing
575,2020-02-05,3784.0,Dishwashing
576,2020-02-06,3784.0,Dishwashing
577,2020-02-07,3784.0,Dishwashing
578,2020-02-08,3648.0,Dishwashing
579,2020-02-09,3648.0,Dishwashing
580,2020-02-10,3648.0,Dishwashing
581,2020-02-11,3715.0,Dishwashing
582,2020-02-12,3715.0,Dishwashing
583,2020-02-13,4496.0,Dishwashing
584,2020-02-14,3116.0,Dishwashing
585,2020-02-15,3116.0,Dishwashing
586,2020-02-16,3116.0,Dishwashing
587,2020-02-17,3520.0,Dishwashing
588,2020-02-18,3293.0,Dishwashing
589,2020-02-19,3293.0,Dishwashing
590,2020-02-20,3293.0,Dishwashing
591,2020-02-21,12596.0,Dishwashing
592,2020-02-22,14299.0,Dishwashing
593,2020-02-23,14299.0,Dishwashing
594,2020-02-24,12053.0,Dishwashing
595,2020-02-25,12053.0,Dishwashing
596,2020-02-26,2999.0,Dishwashing
597,2020-02-27,2999.0,Dishwashing
598,2020-02-28,2291.0,Dishwashing
599,2020-02-29,2377.0,Dishwashing
600,2020-03-01,2756.0,Dishwashing
601,2020-03-02,2756.0,Dishwashing
602,2020-03-03,2470.0,Dishwashing
603,2020-03-04,2470.0,Dishwashing
604,2020-03-05,2470.0,Dishwashing
605,2020-03-06,2470.0,Dishwashing
606,2020-03-07,2102.0,Dishwashing
607,2020-03-08,2102.0,Dishwashing
608,2020-03-09,2102.0,Dishwashing
609,2020-03-10,2102.0,Dishwashing
610,2020-03-11,2102.0,Dishwashing
611,2020-03-12,-1.0,Dishwashing
