,date,value,name_B07HNSZP9X
127,2020-10-02,6467.0,Spray
128,2020-10-03,7299.0,Spray
129,2020-10-04,6404.0,Spray
130,2020-10-05,7551.0,Spray
131,2020-10-06,7414.0,Spray
132,2020-10-07,8634.0,Spray
133,2020-10-08,9120.0,Spray
134,2020-10-09,5165.0,Spray
135,2020-10-10,5718.0,Spray
136,2020-10-11,7309.0,Spray
137,2020-10-12,7356.0,Spray
138,2020-10-13,6948.0,Spray
139,2020-10-14,3436.0,Spray
140,2020-10-15,3436.0,Spray
141,2020-10-16,3894.0,Spray
142,2020-10-17,3894.0,Spray
143,2020-10-18,3894.0,Spray
144,2020-10-19,3780.0,Spray
145,2020-10-20,3135.0,Spray
146,2020-10-21,3135.0,Spray
147,2020-10-22,4237.0,Spray
148,2020-10-23,3658.0,Spray
149,2020-10-24,3658.0,Spray
150,2020-10-25,3658.0,Spray
151,2020-10-26,7589.0,Spray
152,2020-10-27,7589.0,Spray
153,2020-10-28,10237.0,Spray
154,2020-10-29,10237.0,Spray
155,2020-10-30,11161.0,Spray
156,2020-10-31,9128.0,Spray
157,2020-11-01,9128.0,Spray
158,2020-11-02,12471.0,Spray
159,2020-11-03,12471.0,Spray
160,2020-11-04,12820.0,Spray
161,2020-11-05,13174.0,Spray
162,2020-11-06,9399.0,Spray
163,2020-11-07,9170.0,Spray
164,2020-11-08,9170.0,Spray
165,2020-11-09,11021.0,Spray
166,2020-11-10,15377.0,Spray
167,2020-11-11,3943.0,Spray
168,2020-11-12,3943.0,Spray
169,2020-11-13,3943.0,Spray
170,2020-11-14,5894.0,Spray
171,2020-11-15,10195.0,Spray
172,2020-11-16,10195.0,Spray
173,2020-11-17,10195.0,Spray
174,2020-11-18,3855.0,Spray
175,2020-11-19,1168.0,Spray
176,2020-11-20,3131.0,Spray
177,2020-11-21,3131.0,Spray
178,2020-11-22,3131.0,Spray
179,2020-11-23,7858.0,Spray
180,2020-11-24,8988.0,Spray
181,2020-11-25,8988.0,Spray
182,2020-11-26,10045.0,Spray
183,2020-11-27,10045.0,Spray
184,2020-11-28,10045.0,Spray
185,2020-11-29,16342.0,Spray
186,2020-11-30,21405.0,Spray
187,2020-12-01,20475.0,Spray
188,2020-12-02,19573.0,Spray
189,2020-12-03,2386.0,Spray
190,2020-12-04,4979.0,Spray
191,2020-12-05,4979.0,Spray
192,2020-12-06,7808.0,Spray
193,2020-12-07,10946.0,Spray
194,2020-12-08,13170.0,Spray
195,2020-12-09,16636.0,Spray
196,2020-12-10,16636.0,Spray
197,2020-12-11,21548.0,Spray
198,2020-12-12,23581.0,Spray
199,2020-12-13,14956.0,Spray
200,2020-12-14,14956.0,Spray
201,2020-12-15,14956.0,Spray
202,2020-12-16,18883.0,Spray
203,2020-12-17,18814.0,Spray
204,2020-12-18,15717.0,Spray
205,2020-12-19,13500.0,Spray
206,2020-12-20,13500.0,Spray
207,2020-12-21,13500.0,Spray
208,2020-12-22,14442.0,Spray
209,2020-12-23,14442.0,Spray
210,2020-12-24,17161.0,Spray
211,2020-12-25,17455.0,Spray
212,2020-12-26,17455.0,Spray
213,2020-12-27,19156.0,Spray
214,2020-12-28,19156.0,Spray
215,2020-12-29,19156.0,Spray
216,2020-12-30,13167.0,Spray
217,2020-12-31,7690.0,Spray
218,2021-01-01,7690.0,Spray
219,2021-01-02,7690.0,Spray
220,2021-01-03,3606.0,Spray
221,2021-01-04,7525.0,Spray
222,2021-01-05,9572.0,Spray
223,2021-01-06,10417.0,Spray
224,2021-01-07,7361.0,Spray
225,2021-01-08,7361.0,Spray
226,2021-01-09,7361.0,Spray
227,2021-01-10,3874.0,Spray
228,2021-01-11,3912.0,Spray
229,2021-01-12,3912.0,Spray
230,2021-01-13,3818.0,Spray
231,2021-01-14,3818.0,Spray
232,2021-01-15,3952.0,Spray
233,2021-01-16,3952.0,Spray
234,2021-01-17,7411.0,Spray
235,2021-01-18,9348.0,Spray
236,2021-01-19,4126.0,Spray
237,2021-01-20,3816.0,Spray
238,2021-01-21,3816.0,Spray
239,2021-01-22,3816.0,Spray
240,2021-01-23,3730.0,Spray
241,2021-01-24,5616.0,Spray
242,2021-01-25,7326.0,Spray
243,2021-01-26,7326.0,Spray
244,2021-01-27,10566.0,Spray
245,2021-01-28,3105.0,Spray
246,2021-01-29,4377.0,Spray
247,2021-01-30,4377.0,Spray
248,2021-01-31,4377.0,Spray
249,2021-02-01,6746.0,Spray
250,2021-02-02,6746.0,Spray
251,2021-02-03,7127.0,Spray
252,2021-02-04,7127.0,Spray
253,2021-02-05,4461.0,Spray
254,2021-02-06,4461.0,Spray
255,2021-02-07,4461.0,Spray
256,2021-02-08,2838.0,Spray
257,2021-02-09,2838.0,Spray
258,2021-02-10,3018.0,Spray
259,2021-02-11,3018.0,Spray
260,2021-02-12,2853.0,Spray
261,2021-02-13,3184.0,Spray
262,2021-02-14,3177.0,Spray
263,2021-02-15,3116.0,Spray
264,2021-02-16,3049.0,Spray
265,2021-02-17,3049.0,Spray
266,2021-02-18,3049.0,Spray
267,2021-02-19,2787.0,Spray
268,2021-02-20,2859.0,Spray
269,2021-02-21,2859.0,Spray
270,2021-02-22,2859.0,Spray
271,2021-02-23,2548.0,Spray
272,2021-02-24,2548.0,Spray
273,2021-02-25,3194.0,Spray
274,2021-02-26,3194.0,Spray
275,2021-02-27,3755.0,Spray
276,2021-02-28,5781.0,Spray
277,2021-03-01,7477.0,Spray
278,2021-03-02,7242.0,Spray
279,2021-03-03,7242.0,Spray
280,2021-03-04,2939.0,Spray
281,2021-03-05,4753.0,Spray
282,2021-03-06,4753.0,Spray
283,2021-03-07,4753.0,Spray
284,2021-03-08,7819.0,Spray
285,2021-03-09,7819.0,Spray
286,2021-03-10,8516.0,Spray
287,2021-03-11,8516.0,Spray
288,2021-03-12,8516.0,Spray
289,2021-03-13,1952.0,Spray
290,2021-03-14,1952.0,Spray
291,2021-03-15,3594.0,Spray
292,2021-03-16,3594.0,Spray
293,2021-03-17,4397.0,Spray
294,2021-03-18,4096.0,Spray
295,2021-03-19,4096.0,Spray
296,2021-03-20,3459.0,Spray
297,2021-03-21,3459.0,Spray
298,2021-03-22,3459.0,Spray
299,2021-03-23,2622.0,Spray
300,2021-03-24,2622.0,Spray
301,2021-03-25,3519.0,Spray
302,2021-03-26,3519.0,Spray
303,2021-03-27,3519.0,Spray
304,2021-03-28,2389.0,Spray
305,2021-03-29,2389.0,Spray
306,2021-03-30,5022.0,Spray
307,2021-03-31,5022.0,Spray
308,2021-04-01,4648.0,Spray
309,2021-04-02,4036.0,Spray
310,2021-04-03,4972.0,Spray
311,2021-04-04,4972.0,Spray
312,2021-04-05,4972.0,Spray
313,2021-04-06,6938.0,Spray
314,2021-04-07,6938.0,Spray
315,2021-04-08,6938.0,Spray
316,2021-04-09,9268.0,Spray
317,2021-04-10,9268.0,Spray
318,2021-04-11,12067.0,Spray
319,2021-04-12,12067.0,Spray
320,2021-04-13,14854.0,Spray
321,2021-04-14,2233.0,Spray
322,2021-04-15,2233.0,Spray
323,2021-04-16,2233.0,Spray
324,2021-04-17,3850.0,Spray
325,2021-04-18,3850.0,Spray
326,2021-04-19,3850.0,Spray
327,2021-04-20,3912.0,Spray
328,2021-04-21,3012.0,Spray
329,2021-04-22,4985.0,Spray
330,2021-04-23,3493.0,Spray
331,2021-04-24,3493.0,Spray
332,2021-04-25,5697.0,Spray
333,2021-04-26,3607.0,Spray
334,2021-04-27,3250.0,Spray
335,2021-04-28,3750.0,Spray
336,2021-04-29,4506.0,Spray
337,2021-04-30,4506.0,Spray
338,2021-05-01,3279.0,Spray
339,2021-05-02,3279.0,Spray
340,2021-05-03,3492.0,Spray
341,2021-05-04,3189.0,Spray
342,2021-05-05,3303.0,Spray
343,2021-05-06,3357.0,Spray
344,2021-05-07,3435.0,Spray
345,2021-05-08,3260.0,Spray
346,2021-05-09,3054.0,Spray
347,2021-05-10,3208.0,Spray
348,2021-05-11,2949.0,Spray
349,2021-05-12,2949.0,Spray
350,2021-05-13,2949.0,Spray
351,2021-05-14,2501.0,Spray
352,2021-05-15,2501.0,Spray
353,2021-05-16,2994.0,Spray
354,2021-05-17,2901.0,Spray
355,2021-05-18,2873.0,Spray
356,2021-05-19,2873.0,Spray
357,2021-05-20,2938.0,Spray
358,2021-05-21,2909.0,Spray
359,2021-05-22,2810.0,Spray
360,2021-05-23,2810.0,Spray
361,2021-05-24,3425.0,Spray
362,2021-05-25,3425.0,Spray
363,2021-05-26,2803.0,Spray
364,2021-05-27,3089.0,Spray
365,2021-05-28,3089.0,Spray
366,2021-05-29,3516.0,Spray
367,2021-05-30,3516.0,Spray
368,2021-05-31,9071.0,Spray
369,2021-06-01,11860.0,Spray
370,2021-06-02,11860.0,Spray
371,2021-06-03,4086.0,Spray
372,2021-06-04,4086.0,Spray
373,2021-06-05,4086.0,Spray
374,2021-06-06,10307.0,Spray
375,2021-06-07,10307.0,Spray
376,2021-06-08,13054.0,Spray
377,2021-06-09,13054.0,Spray
378,2021-06-10,10027.0,Spray
379,2021-06-11,15344.0,Spray
380,2021-06-12,15344.0,Spray
381,2021-06-13,3690.0,Spray
382,2021-06-14,3690.0,Spray
383,2021-06-15,3167.0,Spray
384,2021-06-16,3110.0,Spray
385,2021-06-17,3110.0,Spray
386,2021-06-18,2978.0,Spray
387,2021-06-19,4625.0,Spray
388,2021-06-20,7284.0,Spray
389,2021-06-21,10450.0,Spray
390,2021-06-22,14084.0,Spray
391,2021-06-23,12494.0,Spray
392,2021-06-24,12622.0,Spray
393,2021-06-25,7603.0,Spray
394,2021-06-26,7603.0,Spray
395,2021-06-27,4161.0,Spray
396,2021-06-28,3689.0,Spray
397,2021-06-29,4513.0,Spray
398,2021-06-30,3366.0,Spray
399,2021-07-01,3398.0,Spray
400,2021-07-02,3362.0,Spray
401,2021-07-03,2830.0,Spray
402,2021-07-04,2830.0,Spray
403,2021-07-05,2581.0,Spray
404,2021-07-06,2403.0,Spray
405,2021-07-07,2635.0,Spray
406,2021-07-08,2635.0,Spray
407,2021-07-09,7237.0,Spray
408,2021-07-10,7305.0,Spray
409,2021-07-11,9799.0,Spray
