,date,value,name_B07L2WVWNF
634,2020-08-31,21503.0,Posters & Prints
635,2020-09-01,23686.0,Posters & Prints
636,2020-09-02,23686.0,Posters & Prints
637,2020-09-03,19319.0,Posters & Prints
638,2020-09-04,19174.0,Posters & Prints
639,2020-09-05,19174.0,Posters & Prints
640,2020-09-06,19174.0,Posters & Prints
641,2020-09-07,16001.0,Posters & Prints
642,2020-09-08,15328.0,Posters & Prints
643,2020-09-09,15328.0,Posters & Prints
644,2020-09-10,19053.0,Posters & Prints
645,2020-09-11,19053.0,Posters & Prints
646,2020-09-12,19053.0,Posters & Prints
647,2020-09-13,17369.0,Posters & Prints
648,2020-09-14,21970.0,Posters & Prints
649,2020-09-15,21970.0,Posters & Prints
650,2020-09-16,21970.0,Posters & Prints
651,2020-09-17,21970.0,Posters & Prints
652,2020-09-18,17332.0,Posters & Prints
653,2020-09-19,17332.0,Posters & Prints
654,2020-09-20,17332.0,Posters & Prints
655,2020-09-21,17332.0,Posters & Prints
656,2020-09-22,47488.0,Posters & Prints
657,2020-09-23,47488.0,Posters & Prints
658,2020-09-24,42789.0,Posters & Prints
659,2020-09-25,42789.0,Posters & Prints
660,2020-09-26,51470.0,Posters & Prints
