,date,value,name_B07ZLS8DFT
214,2020-06-01,6359.0,Decorative Stones
215,2020-06-02,12832.0,Decorative Stones
216,2020-06-03,12832.0,Decorative Stones
217,2020-06-04,12832.0,Decorative Stones
218,2020-06-05,9058.0,Decorative Stones
219,2020-06-06,9058.0,Decorative Stones
220,2020-06-07,9058.0,Decorative Stones
221,2020-06-08,6696.0,Decorative Stones
222,2020-06-09,6696.0,Decorative Stones
223,2020-06-10,6696.0,Decorative Stones
224,2020-06-11,6696.0,Decorative Stones
225,2020-06-12,6696.0,Decorative Stones
226,2020-06-13,12549.0,Decorative Stones
227,2020-06-14,12549.0,Decorative Stones
228,2020-06-15,12549.0,Decorative Stones
229,2020-06-16,12549.0,Decorative Stones
230,2020-06-17,12549.0,Decorative Stones
231,2020-06-18,12549.0,Decorative Stones
232,2020-06-19,16184.0,Decorative Stones
233,2020-06-20,16184.0,Decorative Stones
234,2020-06-21,16184.0,Decorative Stones
235,2020-06-22,18833.0,Decorative Stones
236,2020-06-23,18833.0,Decorative Stones
237,2020-06-24,18833.0,Decorative Stones
238,2020-06-25,18833.0,Decorative Stones
239,2020-06-26,18833.0,Decorative Stones
240,2020-06-27,18833.0,Decorative Stones
241,2020-06-28,18833.0,Decorative Stones
242,2020-06-29,13146.0,Decorative Stones
243,2020-06-30,13146.0,Decorative Stones
244,2020-07-01,13146.0,Decorative Stones
245,2020-07-02,13146.0,Decorative Stones
246,2020-07-03,13146.0,Decorative Stones
247,2020-07-04,13146.0,Decorative Stones
248,2020-07-05,13146.0,Decorative Stones
249,2020-07-06,13146.0,Decorative Stones
250,2020-07-07,13146.0,Decorative Stones
251,2020-07-08,13146.0,Decorative Stones
252,2020-07-09,13146.0,Decorative Stones
253,2020-07-10,13146.0,Decorative Stones
254,2020-07-11,48267.0,Decorative Stones
255,2020-07-12,48267.0,Decorative Stones
256,2020-07-13,48267.0,Decorative Stones
257,2020-07-14,48267.0,Decorative Stones
258,2020-07-15,48267.0,Decorative Stones
259,2020-07-16,48267.0,Decorative Stones
260,2020-07-17,48267.0,Decorative Stones
261,2020-07-18,48267.0,Decorative Stones
262,2020-07-19,48267.0,Decorative Stones
263,2020-07-20,48267.0,Decorative Stones
264,2020-07-21,68567.0,Decorative Stones
265,2020-07-22,68567.0,Decorative Stones
266,2020-07-23,21045.0,Decorative Stones
267,2020-07-24,21045.0,Decorative Stones
268,2020-07-25,21045.0,Decorative Stones
269,2020-07-26,15118.0,Decorative Stones
270,2020-07-27,15118.0,Decorative Stones
271,2020-07-28,20753.0,Decorative Stones
272,2020-07-29,20753.0,Decorative Stones
273,2020-07-30,20753.0,Decorative Stones
274,2020-07-31,20753.0,Decorative Stones
275,2020-08-01,20753.0,Decorative Stones
276,2020-08-02,20753.0,Decorative Stones
277,2020-08-03,5504.0,Decorative Stones
278,2020-08-04,5504.0,Decorative Stones
279,2020-08-05,5504.0,Decorative Stones
280,2020-08-06,3761.0,Decorative Stones
281,2020-08-07,3761.0,Decorative Stones
282,2020-08-08,3761.0,Decorative Stones
283,2020-08-09,3375.0,Decorative Stones
284,2020-08-10,3375.0,Decorative Stones
285,2020-08-11,3375.0,Decorative Stones
286,2020-08-12,3797.0,Decorative Stones
287,2020-08-13,3797.0,Decorative Stones
288,2020-08-14,3797.0,Decorative Stones
289,2020-08-15,3797.0,Decorative Stones
290,2020-08-16,4474.0,Decorative Stones
291,2020-08-17,4474.0,Decorative Stones
292,2020-08-18,4474.0,Decorative Stones
293,2020-08-19,4992.0,Decorative Stones
294,2020-08-20,4992.0,Decorative Stones
295,2020-08-21,4370.0,Decorative Stones
296,2020-08-22,4370.0,Decorative Stones
297,2020-08-23,4370.0,Decorative Stones
298,2020-08-24,4370.0,Decorative Stones
299,2020-08-25,4370.0,Decorative Stones
300,2020-08-26,4761.0,Decorative Stones
301,2020-08-27,4761.0,Decorative Stones
302,2020-08-28,4405.0,Decorative Stones
303,2020-08-29,4405.0,Decorative Stones
304,2020-08-30,4405.0,Decorative Stones
305,2020-08-31,6279.0,Decorative Stones
306,2020-09-01,6279.0,Decorative Stones
307,2020-09-02,6275.0,Decorative Stones
308,2020-09-03,6275.0,Decorative Stones
309,2020-09-04,6275.0,Decorative Stones
310,2020-09-05,6275.0,Decorative Stones
311,2020-09-06,6275.0,Decorative Stones
312,2020-09-07,6275.0,Decorative Stones
313,2020-09-08,7338.0,Decorative Stones
314,2020-09-09,7338.0,Decorative Stones
315,2020-09-10,7338.0,Decorative Stones
316,2020-09-11,5663.0,Decorative Stones
317,2020-09-12,5663.0,Decorative Stones
318,2020-09-13,5663.0,Decorative Stones
319,2020-09-14,9290.0,Decorative Stones
320,2020-09-15,9290.0,Decorative Stones
321,2020-09-16,9290.0,Decorative Stones
322,2020-09-17,9290.0,Decorative Stones
323,2020-09-18,9290.0,Decorative Stones
324,2020-09-19,9290.0,Decorative Stones
325,2020-09-20,9290.0,Decorative Stones
326,2020-09-21,14191.0,Decorative Stones
327,2020-09-22,14191.0,Decorative Stones
328,2020-09-23,14191.0,Decorative Stones
329,2020-09-24,12060.0,Decorative Stones
330,2020-09-25,12060.0,Decorative Stones
331,2020-09-26,12060.0,Decorative Stones
332,2020-09-27,12060.0,Decorative Stones
333,2020-09-28,10100.0,Decorative Stones
334,2020-09-29,10100.0,Decorative Stones
335,2020-09-30,10100.0,Decorative Stones
336,2020-10-01,9782.0,Decorative Stones
337,2020-10-02,14894.0,Decorative Stones
338,2020-10-03,14894.0,Decorative Stones
339,2020-10-04,14894.0,Decorative Stones
340,2020-10-05,14894.0,Decorative Stones
341,2020-10-06,14894.0,Decorative Stones
342,2020-10-07,14894.0,Decorative Stones
343,2020-10-08,14894.0,Decorative Stones
344,2020-10-09,14894.0,Decorative Stones
345,2020-10-10,14894.0,Decorative Stones
346,2020-10-11,14894.0,Decorative Stones
347,2020-10-12,14894.0,Decorative Stones
348,2020-10-13,14894.0,Decorative Stones
349,2020-10-14,30594.0,Decorative Stones
350,2020-10-15,30594.0,Decorative Stones
351,2020-10-16,30594.0,Decorative Stones
352,2020-10-17,30594.0,Decorative Stones
353,2020-10-18,30594.0,Decorative Stones
354,2020-10-19,8329.0,Decorative Stones
355,2020-10-20,8329.0,Decorative Stones
356,2020-10-21,8264.0,Decorative Stones
357,2020-10-22,8264.0,Decorative Stones
358,2020-10-23,5121.0,Decorative Stones
359,2020-10-24,5121.0,Decorative Stones
360,2020-10-25,5408.0,Decorative Stones
361,2020-10-26,5408.0,Decorative Stones
362,2020-10-27,5408.0,Decorative Stones
363,2020-10-28,6933.0,Decorative Stones
364,2020-10-29,6288.0,Decorative Stones
365,2020-10-30,6288.0,Decorative Stones
366,2020-10-31,6288.0,Decorative Stones
367,2020-11-01,7095.0,Decorative Stones
368,2020-11-02,7095.0,Decorative Stones
369,2020-11-03,7095.0,Decorative Stones
370,2020-11-04,7095.0,Decorative Stones
371,2020-11-05,6683.0,Decorative Stones
372,2020-11-06,6683.0,Decorative Stones
373,2020-11-07,6683.0,Decorative Stones
374,2020-11-08,6683.0,Decorative Stones
375,2020-11-09,5479.0,Decorative Stones
376,2020-11-10,5479.0,Decorative Stones
377,2020-11-11,4236.0,Decorative Stones
378,2020-11-12,4236.0,Decorative Stones
379,2020-11-13,4236.0,Decorative Stones
380,2020-11-14,4236.0,Decorative Stones
381,2020-11-15,4735.0,Decorative Stones
382,2020-11-16,4735.0,Decorative Stones
383,2020-11-17,5768.0,Decorative Stones
384,2020-11-18,5768.0,Decorative Stones
385,2020-11-19,5768.0,Decorative Stones
386,2020-11-20,5768.0,Decorative Stones
387,2020-11-21,8690.0,Decorative Stones
388,2020-11-22,8690.0,Decorative Stones
389,2020-11-23,8690.0,Decorative Stones
390,2020-11-24,6209.0,Decorative Stones
391,2020-11-25,6209.0,Decorative Stones
392,2020-11-26,3740.0,Decorative Stones
393,2020-11-27,3740.0,Decorative Stones
394,2020-11-28,3740.0,Decorative Stones
395,2020-11-29,3740.0,Decorative Stones
396,2020-11-30,5217.0,Decorative Stones
397,2020-12-01,7828.0,Decorative Stones
398,2020-12-02,7828.0,Decorative Stones
399,2020-12-03,7828.0,Decorative Stones
400,2020-12-04,6500.0,Decorative Stones
401,2020-12-05,6500.0,Decorative Stones
402,2020-12-06,6500.0,Decorative Stones
403,2020-12-07,6561.0,Decorative Stones
404,2020-12-08,6561.0,Decorative Stones
405,2020-12-09,6561.0,Decorative Stones
406,2020-12-10,6561.0,Decorative Stones
407,2020-12-11,6561.0,Decorative Stones
408,2020-12-12,6561.0,Decorative Stones
409,2020-12-13,5960.0,Decorative Stones
410,2020-12-14,7517.0,Decorative Stones
411,2020-12-15,7517.0,Decorative Stones
412,2020-12-16,7517.0,Decorative Stones
413,2020-12-17,3800.0,Decorative Stones
414,2020-12-18,4775.0,Decorative Stones
415,2020-12-19,4775.0,Decorative Stones
416,2020-12-20,4522.0,Decorative Stones
417,2020-12-21,3703.0,Decorative Stones
418,2020-12-22,3168.0,Decorative Stones
419,2020-12-23,3936.0,Decorative Stones
420,2020-12-24,3172.0,Decorative Stones
421,2020-12-25,2028.0,Decorative Stones
422,2020-12-26,2852.0,Decorative Stones
423,2020-12-27,3184.0,Decorative Stones
424,2020-12-28,3205.0,Decorative Stones
425,2020-12-29,2797.0,Decorative Stones
426,2020-12-30,2797.0,Decorative Stones
427,2020-12-31,2797.0,Decorative Stones
428,2021-01-01,2797.0,Decorative Stones
429,2021-01-02,2902.0,Decorative Stones
430,2021-01-03,2902.0,Decorative Stones
431,2021-01-04,2902.0,Decorative Stones
432,2021-01-05,2371.0,Decorative Stones
433,2021-01-06,2371.0,Decorative Stones
434,2021-01-07,2371.0,Decorative Stones
435,2021-01-08,2431.0,Decorative Stones
436,2021-01-09,2259.0,Decorative Stones
437,2021-01-10,2259.0,Decorative Stones
438,2021-01-11,2259.0,Decorative Stones
439,2021-01-12,2390.0,Decorative Stones
440,2021-01-13,2390.0,Decorative Stones
441,2021-01-14,2390.0,Decorative Stones
442,2021-01-15,2131.0,Decorative Stones
443,2021-01-16,2131.0,Decorative Stones
444,2021-01-17,2131.0,Decorative Stones
445,2021-01-18,2131.0,Decorative Stones
446,2021-01-19,2066.0,Decorative Stones
447,2021-01-20,1782.0,Decorative Stones
448,2021-01-21,1782.0,Decorative Stones
449,2021-01-22,2015.0,Decorative Stones
450,2021-01-23,2015.0,Decorative Stones
451,2021-01-24,2015.0,Decorative Stones
452,2021-01-25,1826.0,Decorative Stones
453,2021-01-26,2310.0,Decorative Stones
454,2021-01-27,2310.0,Decorative Stones
455,2021-01-28,2310.0,Decorative Stones
456,2021-01-29,1995.0,Decorative Stones
457,2021-01-30,1995.0,Decorative Stones
458,2021-01-31,1995.0,Decorative Stones
459,2021-02-01,2873.0,Decorative Stones
460,2021-02-02,2873.0,Decorative Stones
461,2021-02-03,2873.0,Decorative Stones
462,2021-02-04,4615.0,Decorative Stones
463,2021-02-05,4615.0,Decorative Stones
464,2021-02-06,4334.0,Decorative Stones
465,2021-02-07,3521.0,Decorative Stones
466,2021-02-08,3521.0,Decorative Stones
467,2021-02-09,3521.0,Decorative Stones
468,2021-02-10,5623.0,Decorative Stones
469,2021-02-11,5623.0,Decorative Stones
470,2021-02-12,5066.0,Decorative Stones
471,2021-02-13,5066.0,Decorative Stones
472,2021-02-14,5066.0,Decorative Stones
473,2021-02-15,6443.0,Decorative Stones
474,2021-02-16,6443.0,Decorative Stones
475,2021-02-17,6443.0,Decorative Stones
476,2021-02-18,9235.0,Decorative Stones
477,2021-02-19,9235.0,Decorative Stones
478,2021-02-20,11177.0,Decorative Stones
479,2021-02-21,11177.0,Decorative Stones
480,2021-02-22,11177.0,Decorative Stones
481,2021-02-23,4555.0,Decorative Stones
482,2021-02-24,4555.0,Decorative Stones
483,2021-02-25,4555.0,Decorative Stones
484,2021-02-26,3190.0,Decorative Stones
485,2021-02-27,3190.0,Decorative Stones
486,2021-02-28,3190.0,Decorative Stones
487,2021-03-01,3648.0,Decorative Stones
488,2021-03-02,3648.0,Decorative Stones
489,2021-03-03,4315.0,Decorative Stones
490,2021-03-04,4090.0,Decorative Stones
491,2021-03-05,4716.0,Decorative Stones
492,2021-03-06,4716.0,Decorative Stones
493,2021-03-07,3810.0,Decorative Stones
494,2021-03-08,3810.0,Decorative Stones
495,2021-03-09,3500.0,Decorative Stones
496,2021-03-10,4152.0,Decorative Stones
497,2021-03-11,4152.0,Decorative Stones
498,2021-03-12,4152.0,Decorative Stones
499,2021-03-13,3767.0,Decorative Stones
500,2021-03-14,3767.0,Decorative Stones
501,2021-03-15,3767.0,Decorative Stones
502,2021-03-16,4424.0,Decorative Stones
503,2021-03-17,4895.0,Decorative Stones
504,2021-03-18,4895.0,Decorative Stones
505,2021-03-19,4895.0,Decorative Stones
506,2021-03-20,6201.0,Decorative Stones
507,2021-03-21,6201.0,Decorative Stones
508,2021-03-22,11696.0,Decorative Stones
509,2021-03-23,11696.0,Decorative Stones
510,2021-03-24,27886.0,Decorative Stones
511,2021-03-25,27886.0,Decorative Stones
512,2021-03-26,27886.0,Decorative Stones
513,2021-03-27,32271.0,Decorative Stones
514,2021-03-28,37707.0,Decorative Stones
515,2021-03-29,21455.0,Decorative Stones
516,2021-03-30,14693.0,Decorative Stones
517,2021-03-31,17272.0,Decorative Stones
518,2021-04-01,17577.0,Decorative Stones
519,2021-04-02,17577.0,Decorative Stones
520,2021-04-03,17577.0,Decorative Stones
521,2021-04-04,17577.0,Decorative Stones
522,2021-04-05,17577.0,Decorative Stones
523,2021-04-06,14751.0,Decorative Stones
524,2021-04-07,14751.0,Decorative Stones
525,2021-04-08,12808.0,Decorative Stones
526,2021-04-09,12808.0,Decorative Stones
527,2021-04-10,14467.0,Decorative Stones
528,2021-04-11,14991.0,Decorative Stones
529,2021-04-12,14991.0,Decorative Stones
530,2021-04-13,15349.0,Decorative Stones
531,2021-04-14,12744.0,Decorative Stones
532,2021-04-15,10329.0,Decorative Stones
533,2021-04-16,10329.0,Decorative Stones
534,2021-04-17,10329.0,Decorative Stones
535,2021-04-18,10329.0,Decorative Stones
536,2021-04-19,7778.0,Decorative Stones
537,2021-04-20,7991.0,Decorative Stones
538,2021-04-21,7991.0,Decorative Stones
539,2021-04-22,7991.0,Decorative Stones
540,2021-04-23,7991.0,Decorative Stones
541,2021-04-24,5764.0,Decorative Stones
542,2021-04-25,5764.0,Decorative Stones
543,2021-04-26,4450.0,Decorative Stones
544,2021-04-27,4450.0,Decorative Stones
545,2021-04-28,4746.0,Decorative Stones
546,2021-04-29,4746.0,Decorative Stones
547,2021-04-30,4045.0,Decorative Stones
548,2021-05-01,4045.0,Decorative Stones
549,2021-05-02,4045.0,Decorative Stones
550,2021-05-03,5064.0,Decorative Stones
551,2021-05-04,5463.0,Decorative Stones
552,2021-05-05,4679.0,Decorative Stones
553,2021-05-06,4556.0,Decorative Stones
554,2021-05-07,4556.0,Decorative Stones
555,2021-05-08,5059.0,Decorative Stones
556,2021-05-09,5059.0,Decorative Stones
557,2021-05-10,4098.0,Decorative Stones
558,2021-05-11,4098.0,Decorative Stones
559,2021-05-12,4098.0,Decorative Stones
560,2021-05-13,5645.0,Decorative Stones
561,2021-05-14,5645.0,Decorative Stones
562,2021-05-15,3926.0,Decorative Stones
563,2021-05-16,3926.0,Decorative Stones
564,2021-05-17,4821.0,Decorative Stones
565,2021-05-18,4821.0,Decorative Stones
566,2021-05-19,4418.0,Decorative Stones
567,2021-05-20,6278.0,Decorative Stones
568,2021-05-21,6278.0,Decorative Stones
569,2021-05-22,4540.0,Decorative Stones
570,2021-05-23,5822.0,Decorative Stones
571,2021-05-24,5822.0,Decorative Stones
572,2021-05-25,5822.0,Decorative Stones
573,2021-05-26,8963.0,Decorative Stones
574,2021-05-27,9433.0,Decorative Stones
575,2021-05-28,8826.0,Decorative Stones
576,2021-05-29,8826.0,Decorative Stones
577,2021-05-30,8826.0,Decorative Stones
578,2021-05-31,9882.0,Decorative Stones
579,2021-06-01,13177.0,Decorative Stones
580,2021-06-02,13885.0,Decorative Stones
581,2021-06-03,10884.0,Decorative Stones
582,2021-06-04,11285.0,Decorative Stones
583,2021-06-05,9423.0,Decorative Stones
584,2021-06-06,10969.0,Decorative Stones
585,2021-06-07,7460.0,Decorative Stones
586,2021-06-08,6453.0,Decorative Stones
587,2021-06-09,6453.0,Decorative Stones
588,2021-06-10,8477.0,Decorative Stones
589,2021-06-11,9214.0,Decorative Stones
590,2021-06-12,9214.0,Decorative Stones
591,2021-06-13,9214.0,Decorative Stones
592,2021-06-14,9726.0,Decorative Stones
593,2021-06-15,9726.0,Decorative Stones
594,2021-06-16,7815.0,Decorative Stones
595,2021-06-17,7017.0,Decorative Stones
596,2021-06-18,7017.0,Decorative Stones
597,2021-06-19,5308.0,Decorative Stones
598,2021-06-20,7835.0,Decorative Stones
599,2021-06-21,6384.0,Decorative Stones
600,2021-06-22,6384.0,Decorative Stones
601,2021-06-23,6384.0,Decorative Stones
602,2021-06-24,6508.0,Decorative Stones
603,2021-06-25,6508.0,Decorative Stones
604,2021-06-26,6110.0,Decorative Stones
605,2021-06-27,6286.0,Decorative Stones
606,2021-06-28,7171.0,Decorative Stones
607,2021-06-29,7171.0,Decorative Stones
608,2021-06-30,7863.0,Decorative Stones
609,2021-07-01,7863.0,Decorative Stones
610,2021-07-02,7863.0,Decorative Stones
611,2021-07-03,4852.0,Decorative Stones
612,2021-07-04,6847.0,Decorative Stones
613,2021-07-05,9015.0,Decorative Stones
614,2021-07-06,9015.0,Decorative Stones
615,2021-07-07,9015.0,Decorative Stones
616,2021-07-08,5214.0,Decorative Stones
617,2021-07-09,6859.0,Decorative Stones
618,2021-07-10,7185.0,Decorative Stones
619,2021-07-11,5686.0,Decorative Stones
