,date,value,name_B00X7AF4CY
198,2017-10-05,437696.0,Moleskin
199,2017-10-06,437696.0,Moleskin
200,2017-10-07,437696.0,Moleskin
201,2017-10-08,457595.0,Moleskin
202,2017-10-09,457595.0,Moleskin
203,2017-10-10,469168.0,Moleskin
204,2017-10-11,469168.0,Moleskin
205,2017-10-12,469168.0,Moleskin
206,2017-10-13,487904.0,Moleskin
207,2017-10-14,487904.0,Moleskin
208,2017-10-15,497266.0,Moleskin
209,2017-10-16,92205.0,Moleskin
210,2017-10-17,203301.0,Moleskin
211,2017-10-18,258455.0,Moleskin
212,2017-10-19,258455.0,Moleskin
213,2017-10-20,258455.0,Moleskin
214,2017-10-21,258455.0,Moleskin
215,2017-10-22,408049.0,Moleskin
216,2017-10-23,408049.0,Moleskin
217,2017-10-24,446710.0,Moleskin
218,2017-10-25,453447.0,Moleskin
219,2017-10-26,461256.0,Moleskin
220,2017-10-27,466788.0,Moleskin
221,2017-10-28,475369.0,Moleskin
222,2017-10-29,481724.0,Moleskin
223,2017-10-30,481724.0,Moleskin
224,2017-10-31,489561.0,Moleskin
225,2017-11-01,492268.0,Moleskin
226,2017-11-02,496821.0,Moleskin
227,2017-11-03,501625.0,Moleskin
228,2017-11-04,501625.0,Moleskin
229,2017-11-05,501625.0,Moleskin
230,2017-11-06,501625.0,Moleskin
231,2017-11-07,501625.0,Moleskin
232,2017-11-08,522946.0,Moleskin
233,2017-11-09,526163.0,Moleskin
234,2017-11-10,526163.0,Moleskin
235,2017-11-11,526163.0,Moleskin
236,2017-11-12,534091.0,Moleskin
237,2017-11-13,534091.0,Moleskin
238,2017-11-14,541124.0,Moleskin
239,2017-11-15,541124.0,Moleskin
240,2017-11-16,541124.0,Moleskin
241,2017-11-17,-1.0,Moleskin
