,date,value,name_B082F6WGQ9
108,2020-12-30,264173.0,Reading Glasses
109,2020-12-31,275565.0,Reading Glasses
110,2021-01-01,275565.0,Reading Glasses
111,2021-01-02,275565.0,Reading Glasses
112,2021-01-03,275565.0,Reading Glasses
113,2021-01-04,275565.0,Reading Glasses
114,2021-01-05,275565.0,Reading Glasses
115,2021-01-06,275565.0,Reading Glasses
116,2021-01-07,275565.0,Reading Glasses
117,2021-01-08,275565.0,Reading Glasses
118,2021-01-09,275565.0,Reading Glasses
119,2021-01-10,275565.0,Reading Glasses
120,2021-01-11,275565.0,Reading Glasses
121,2021-01-12,275565.0,Reading Glasses
122,2021-01-13,275565.0,Reading Glasses
123,2021-01-14,275565.0,Reading Glasses
124,2021-01-15,275565.0,Reading Glasses
125,2021-01-16,275565.0,Reading Glasses
126,2021-01-17,275565.0,Reading Glasses
127,2021-01-18,275565.0,Reading Glasses
128,2021-01-19,275565.0,Reading Glasses
129,2021-01-20,275565.0,Reading Glasses
130,2021-01-21,284208.0,Reading Glasses
131,2021-01-22,284208.0,Reading Glasses
132,2021-01-23,284208.0,Reading Glasses
133,2021-01-24,284208.0,Reading Glasses
134,2021-01-25,284208.0,Reading Glasses
135,2021-01-26,284208.0,Reading Glasses
136,2021-01-27,284208.0,Reading Glasses
137,2021-01-28,284208.0,Reading Glasses
138,2021-01-29,284208.0,Reading Glasses
139,2021-01-30,284208.0,Reading Glasses
140,2021-01-31,284208.0,Reading Glasses
141,2021-02-01,284208.0,Reading Glasses
142,2021-02-02,284208.0,Reading Glasses
143,2021-02-03,284208.0,Reading Glasses
144,2021-02-04,284208.0,Reading Glasses
145,2021-02-05,284208.0,Reading Glasses
146,2021-02-06,284208.0,Reading Glasses
147,2021-02-07,284208.0,Reading Glasses
148,2021-02-08,284208.0,Reading Glasses
149,2021-02-09,284208.0,Reading Glasses
150,2021-02-10,284208.0,Reading Glasses
151,2021-02-11,284208.0,Reading Glasses
152,2021-02-12,284208.0,Reading Glasses
153,2021-02-13,284208.0,Reading Glasses
154,2021-02-14,284208.0,Reading Glasses
155,2021-02-15,284208.0,Reading Glasses
156,2021-02-16,284208.0,Reading Glasses
157,2021-02-17,284208.0,Reading Glasses
158,2021-02-18,284208.0,Reading Glasses
159,2021-02-19,284208.0,Reading Glasses
160,2021-02-20,284208.0,Reading Glasses
161,2021-02-21,276803.0,Reading Glasses
162,2021-02-22,276803.0,Reading Glasses
163,2021-02-23,276803.0,Reading Glasses
164,2021-02-24,276803.0,Reading Glasses
165,2021-02-25,276803.0,Reading Glasses
166,2021-02-26,276803.0,Reading Glasses
167,2021-02-27,276803.0,Reading Glasses
168,2021-02-28,276803.0,Reading Glasses
169,2021-03-01,276803.0,Reading Glasses
170,2021-03-02,276803.0,Reading Glasses
171,2021-03-03,276803.0,Reading Glasses
172,2021-03-04,276803.0,Reading Glasses
173,2021-03-05,276803.0,Reading Glasses
174,2021-03-06,276803.0,Reading Glasses
175,2021-03-07,276803.0,Reading Glasses
176,2021-03-08,276803.0,Reading Glasses
177,2021-03-09,276803.0,Reading Glasses
178,2021-03-10,276803.0,Reading Glasses
179,2021-03-11,276803.0,Reading Glasses
180,2021-03-12,276803.0,Reading Glasses
181,2021-03-13,276803.0,Reading Glasses
182,2021-03-14,276803.0,Reading Glasses
183,2021-03-15,276803.0,Reading Glasses
184,2021-03-16,276803.0,Reading Glasses
185,2021-03-17,276803.0,Reading Glasses
186,2021-03-18,276803.0,Reading Glasses
187,2021-03-19,276803.0,Reading Glasses
188,2021-03-20,276803.0,Reading Glasses
189,2021-03-21,276803.0,Reading Glasses
190,2021-03-22,276803.0,Reading Glasses
191,2021-03-23,276803.0,Reading Glasses
192,2021-03-24,276803.0,Reading Glasses
193,2021-03-25,276803.0,Reading Glasses
194,2021-03-26,276803.0,Reading Glasses
195,2021-03-27,276803.0,Reading Glasses
196,2021-03-28,295963.0,Reading Glasses
197,2021-03-29,295963.0,Reading Glasses
198,2021-03-30,295963.0,Reading Glasses
199,2021-03-31,295963.0,Reading Glasses
200,2021-04-01,295963.0,Reading Glasses
201,2021-04-02,295963.0,Reading Glasses
202,2021-04-03,295963.0,Reading Glasses
203,2021-04-04,295963.0,Reading Glasses
204,2021-04-05,295963.0,Reading Glasses
205,2021-04-06,295963.0,Reading Glasses
206,2021-04-07,295963.0,Reading Glasses
207,2021-04-08,295963.0,Reading Glasses
208,2021-04-09,295963.0,Reading Glasses
209,2021-04-10,295963.0,Reading Glasses
210,2021-04-11,295963.0,Reading Glasses
211,2021-04-12,295963.0,Reading Glasses
212,2021-04-13,295963.0,Reading Glasses
213,2021-04-14,295963.0,Reading Glasses
214,2021-04-15,295963.0,Reading Glasses
215,2021-04-16,295963.0,Reading Glasses
216,2021-04-17,295963.0,Reading Glasses
217,2021-04-18,295963.0,Reading Glasses
218,2021-04-19,295963.0,Reading Glasses
219,2021-04-20,295963.0,Reading Glasses
220,2021-04-21,295963.0,Reading Glasses
221,2021-04-22,304109.0,Reading Glasses
222,2021-04-23,300455.0,Reading Glasses
223,2021-04-24,300455.0,Reading Glasses
224,2021-04-25,300455.0,Reading Glasses
225,2021-04-26,300455.0,Reading Glasses
226,2021-04-27,300455.0,Reading Glasses
227,2021-04-28,300455.0,Reading Glasses
228,2021-04-29,300455.0,Reading Glasses
229,2021-04-30,272305.0,Reading Glasses
230,2021-05-01,272305.0,Reading Glasses
231,2021-05-02,272305.0,Reading Glasses
232,2021-05-03,272305.0,Reading Glasses
233,2021-05-04,272305.0,Reading Glasses
234,2021-05-05,272305.0,Reading Glasses
235,2021-05-06,272305.0,Reading Glasses
236,2021-05-07,272305.0,Reading Glasses
237,2021-05-08,272305.0,Reading Glasses
238,2021-05-09,272305.0,Reading Glasses
239,2021-05-10,272305.0,Reading Glasses
240,2021-05-11,272305.0,Reading Glasses
241,2021-05-12,272305.0,Reading Glasses
242,2021-05-13,272305.0,Reading Glasses
243,2021-05-14,272305.0,Reading Glasses
244,2021-05-15,295393.0,Reading Glasses
245,2021-05-16,295393.0,Reading Glasses
246,2021-05-17,295393.0,Reading Glasses
247,2021-05-18,295393.0,Reading Glasses
248,2021-05-19,295393.0,Reading Glasses
249,2021-05-20,295393.0,Reading Glasses
250,2021-05-21,295393.0,Reading Glasses
251,2021-05-22,291433.0,Reading Glasses
252,2021-05-23,291433.0,Reading Glasses
253,2021-05-24,291433.0,Reading Glasses
254,2021-05-25,291433.0,Reading Glasses
255,2021-05-26,291433.0,Reading Glasses
256,2021-05-27,291433.0,Reading Glasses
257,2021-05-28,291433.0,Reading Glasses
258,2021-05-29,291433.0,Reading Glasses
259,2021-05-30,287473.0,Reading Glasses
260,2021-05-31,287473.0,Reading Glasses
261,2021-06-01,287473.0,Reading Glasses
262,2021-06-02,287473.0,Reading Glasses
263,2021-06-03,287473.0,Reading Glasses
264,2021-06-04,287473.0,Reading Glasses
265,2021-06-05,287473.0,Reading Glasses
266,2021-06-06,289215.0,Reading Glasses
267,2021-06-07,289215.0,Reading Glasses
268,2021-06-08,289215.0,Reading Glasses
269,2021-06-09,289215.0,Reading Glasses
270,2021-06-10,289215.0,Reading Glasses
271,2021-06-11,289215.0,Reading Glasses
272,2021-06-12,289215.0,Reading Glasses
273,2021-06-13,289215.0,Reading Glasses
274,2021-06-14,289215.0,Reading Glasses
275,2021-06-15,291913.0,Reading Glasses
276,2021-06-16,291913.0,Reading Glasses
277,2021-06-17,291913.0,Reading Glasses
278,2021-06-18,291913.0,Reading Glasses
279,2021-06-19,291913.0,Reading Glasses
280,2021-06-20,291913.0,Reading Glasses
281,2021-06-21,291913.0,Reading Glasses
282,2021-06-22,297791.0,Reading Glasses
283,2021-06-23,297791.0,Reading Glasses
284,2021-06-24,297791.0,Reading Glasses
285,2021-06-25,297791.0,Reading Glasses
286,2021-06-26,297791.0,Reading Glasses
287,2021-06-27,297791.0,Reading Glasses
288,2021-06-28,297791.0,Reading Glasses
289,2021-06-29,297791.0,Reading Glasses
290,2021-06-30,297791.0,Reading Glasses
291,2021-07-01,297791.0,Reading Glasses
292,2021-07-02,297791.0,Reading Glasses
293,2021-07-03,297791.0,Reading Glasses
294,2021-07-04,297791.0,Reading Glasses
295,2021-07-05,297791.0,Reading Glasses
296,2021-07-06,297791.0,Reading Glasses
297,2021-07-07,297791.0,Reading Glasses
298,2021-07-08,297791.0,Reading Glasses
299,2021-07-09,297791.0,Reading Glasses
300,2021-07-10,299402.0,Reading Glasses
