,date,value,name_B0854HQ8Z8
286,2020-12-13,22735.0,Accessories
287,2020-12-14,23717.0,Accessories
288,2020-12-15,23717.0,Accessories
289,2020-12-16,23717.0,Accessories
290,2020-12-17,23717.0,Accessories
291,2020-12-18,23717.0,Accessories
292,2020-12-19,23717.0,Accessories
293,2020-12-20,23717.0,Accessories
294,2020-12-21,23717.0,Accessories
295,2020-12-22,32345.0,Accessories
296,2020-12-23,32345.0,Accessories
297,2020-12-24,32345.0,Accessories
298,2020-12-25,32345.0,Accessories
299,2020-12-26,32345.0,Accessories
300,2020-12-27,25361.0,Accessories
301,2020-12-28,24382.0,Accessories
302,2020-12-29,24382.0,Accessories
303,2020-12-30,24382.0,Accessories
304,2020-12-31,24382.0,Accessories
305,2021-01-01,24382.0,Accessories
306,2021-01-02,24382.0,Accessories
307,2021-01-03,24382.0,Accessories
308,2021-01-04,8725.0,Accessories
309,2021-01-05,8725.0,Accessories
310,2021-01-06,8725.0,Accessories
311,2021-01-07,8725.0,Accessories
312,2021-01-08,10714.0,Accessories
313,2021-01-09,10714.0,Accessories
314,2021-01-10,10714.0,Accessories
315,2021-01-11,10714.0,Accessories
316,2021-01-12,10714.0,Accessories
317,2021-01-13,8988.0,Accessories
318,2021-01-14,8988.0,Accessories
319,2021-01-15,8988.0,Accessories
320,2021-01-16,8988.0,Accessories
321,2021-01-17,8988.0,Accessories
322,2021-01-18,8988.0,Accessories
323,2021-01-19,8965.0,Accessories
324,2021-01-20,7365.0,Accessories
325,2021-01-21,7365.0,Accessories
326,2021-01-22,10271.0,Accessories
327,2021-01-23,13624.0,Accessories
328,2021-01-24,13624.0,Accessories
329,2021-01-25,13624.0,Accessories
330,2021-01-26,13624.0,Accessories
331,2021-01-27,5447.0,Accessories
332,2021-01-28,5447.0,Accessories
333,2021-01-29,5447.0,Accessories
334,2021-01-30,5447.0,Accessories
335,2021-01-31,5447.0,Accessories
336,2021-02-01,9677.0,Accessories
337,2021-02-02,7262.0,Accessories
338,2021-02-03,7262.0,Accessories
339,2021-02-04,7262.0,Accessories
340,2021-02-05,7262.0,Accessories
341,2021-02-06,7262.0,Accessories
342,2021-02-07,7262.0,Accessories
343,2021-02-08,10649.0,Accessories
344,2021-02-09,10649.0,Accessories
345,2021-02-10,10649.0,Accessories
346,2021-02-11,10649.0,Accessories
347,2021-02-12,7031.0,Accessories
348,2021-02-13,7031.0,Accessories
349,2021-02-14,7031.0,Accessories
350,2021-02-15,6004.0,Accessories
351,2021-02-16,6004.0,Accessories
352,2021-02-17,6004.0,Accessories
353,2021-02-18,7275.0,Accessories
354,2021-02-19,7275.0,Accessories
355,2021-02-20,7275.0,Accessories
356,2021-02-21,7275.0,Accessories
357,2021-02-22,8636.0,Accessories
358,2021-02-23,9118.0,Accessories
359,2021-02-24,9118.0,Accessories
360,2021-02-25,4826.0,Accessories
361,2021-02-26,4826.0,Accessories
362,2021-02-27,4826.0,Accessories
363,2021-02-28,5836.0,Accessories
364,2021-03-01,8828.0,Accessories
365,2021-03-02,8828.0,Accessories
366,2021-03-03,12845.0,Accessories
367,2021-03-04,12845.0,Accessories
368,2021-03-05,12845.0,Accessories
369,2021-03-06,12845.0,Accessories
370,2021-03-07,12845.0,Accessories
371,2021-03-08,9184.0,Accessories
372,2021-03-09,7208.0,Accessories
373,2021-03-10,7208.0,Accessories
374,2021-03-11,5556.0,Accessories
375,2021-03-12,8321.0,Accessories
376,2021-03-13,8321.0,Accessories
377,2021-03-14,8321.0,Accessories
378,2021-03-15,6458.0,Accessories
379,2021-03-16,6458.0,Accessories
380,2021-03-17,6458.0,Accessories
381,2021-03-18,6623.0,Accessories
382,2021-03-19,6623.0,Accessories
383,2021-03-20,6623.0,Accessories
384,2021-03-21,6311.0,Accessories
385,2021-03-22,6311.0,Accessories
386,2021-03-23,6311.0,Accessories
387,2021-03-24,6694.0,Accessories
388,2021-03-25,6867.0,Accessories
389,2021-03-26,6867.0,Accessories
390,2021-03-27,6599.0,Accessories
391,2021-03-28,6599.0,Accessories
392,2021-03-29,6599.0,Accessories
393,2021-03-30,6128.0,Accessories
394,2021-03-31,6128.0,Accessories
395,2021-04-01,6128.0,Accessories
396,2021-04-02,7725.0,Accessories
397,2021-04-03,7725.0,Accessories
398,2021-04-04,5531.0,Accessories
399,2021-04-05,5531.0,Accessories
400,2021-04-06,5531.0,Accessories
401,2021-04-07,5531.0,Accessories
402,2021-04-08,5531.0,Accessories
403,2021-04-09,5325.0,Accessories
404,2021-04-10,7241.0,Accessories
405,2021-04-11,7241.0,Accessories
406,2021-04-12,11289.0,Accessories
407,2021-04-13,11289.0,Accessories
408,2021-04-14,10028.0,Accessories
409,2021-04-15,10028.0,Accessories
410,2021-04-16,10028.0,Accessories
411,2021-04-17,10028.0,Accessories
412,2021-04-18,10028.0,Accessories
413,2021-04-19,10028.0,Accessories
414,2021-04-20,16640.0,Accessories
415,2021-04-21,16640.0,Accessories
416,2021-04-22,14388.0,Accessories
417,2021-04-23,14388.0,Accessories
418,2021-04-24,12999.0,Accessories
419,2021-04-25,12999.0,Accessories
420,2021-04-26,20505.0,Accessories
421,2021-04-27,20505.0,Accessories
422,2021-04-28,21325.0,Accessories
423,2021-04-29,21325.0,Accessories
424,2021-04-30,21325.0,Accessories
425,2021-05-01,21325.0,Accessories
426,2021-05-02,21325.0,Accessories
427,2021-05-03,8225.0,Accessories
428,2021-05-04,9149.0,Accessories
429,2021-05-05,9149.0,Accessories
430,2021-05-06,9149.0,Accessories
431,2021-05-07,7149.0,Accessories
432,2021-05-08,6704.0,Accessories
433,2021-05-09,7984.0,Accessories
434,2021-05-10,7984.0,Accessories
435,2021-05-11,7984.0,Accessories
436,2021-05-12,6857.0,Accessories
437,2021-05-13,6857.0,Accessories
438,2021-05-14,8735.0,Accessories
439,2021-05-15,8735.0,Accessories
440,2021-05-16,8735.0,Accessories
441,2021-05-17,8240.0,Accessories
442,2021-05-18,7490.0,Accessories
443,2021-05-19,6350.0,Accessories
444,2021-05-20,5912.0,Accessories
445,2021-05-21,5912.0,Accessories
446,2021-05-22,5912.0,Accessories
447,2021-05-23,5912.0,Accessories
448,2021-05-24,6143.0,Accessories
449,2021-05-25,6143.0,Accessories
450,2021-05-26,6143.0,Accessories
451,2021-05-27,6143.0,Accessories
452,2021-05-28,6143.0,Accessories
453,2021-05-29,6453.0,Accessories
454,2021-05-30,6453.0,Accessories
455,2021-05-31,8377.0,Accessories
456,2021-06-01,7933.0,Accessories
457,2021-06-02,7933.0,Accessories
458,2021-06-03,7933.0,Accessories
459,2021-06-04,5598.0,Accessories
460,2021-06-05,5598.0,Accessories
461,2021-06-06,5598.0,Accessories
462,2021-06-07,8185.0,Accessories
463,2021-06-08,8185.0,Accessories
464,2021-06-09,8185.0,Accessories
465,2021-06-10,8185.0,Accessories
466,2021-06-11,8832.0,Accessories
467,2021-06-12,8832.0,Accessories
468,2021-06-13,8832.0,Accessories
469,2021-06-14,8519.0,Accessories
470,2021-06-15,8519.0,Accessories
471,2021-06-16,6277.0,Accessories
472,2021-06-17,6277.0,Accessories
473,2021-06-18,6277.0,Accessories
474,2021-06-19,6719.0,Accessories
475,2021-06-20,5313.0,Accessories
476,2021-06-21,5871.0,Accessories
477,2021-06-22,5871.0,Accessories
478,2021-06-23,5871.0,Accessories
479,2021-06-24,5871.0,Accessories
480,2021-06-25,6528.0,Accessories
481,2021-06-26,6528.0,Accessories
482,2021-06-27,6672.0,Accessories
483,2021-06-28,7638.0,Accessories
484,2021-06-29,7638.0,Accessories
485,2021-06-30,7638.0,Accessories
486,2021-07-01,5626.0,Accessories
487,2021-07-02,5626.0,Accessories
488,2021-07-03,6355.0,Accessories
489,2021-07-04,7914.0,Accessories
490,2021-07-05,7914.0,Accessories
491,2021-07-06,7914.0,Accessories
492,2021-07-07,9100.0,Accessories
493,2021-07-08,9100.0,Accessories
494,2021-07-09,10430.0,Accessories
495,2021-07-10,7728.0,Accessories
496,2021-07-11,9715.0,Accessories
