,date,value,name_B07VPHLHSD
106,2020-01-01,12126.0,Closet Systems
107,2020-01-02,12126.0,Closet Systems
108,2020-01-03,9596.0,Closet Systems
109,2020-01-04,9596.0,Closet Systems
110,2020-01-05,9596.0,Closet Systems
111,2020-01-06,9596.0,Closet Systems
112,2020-01-07,9596.0,Closet Systems
113,2020-01-08,8660.0,Closet Systems
114,2020-01-09,8375.0,Closet Systems
115,2020-01-10,8375.0,Closet Systems
116,2020-01-11,8375.0,Closet Systems
117,2020-01-12,7566.0,Closet Systems
118,2020-01-13,7566.0,Closet Systems
119,2020-01-14,7566.0,Closet Systems
120,2020-01-15,7566.0,Closet Systems
121,2020-01-16,10413.0,Closet Systems
122,2020-01-17,10413.0,Closet Systems
123,2020-01-18,9788.0,Closet Systems
124,2020-01-19,9788.0,Closet Systems
125,2020-01-20,18723.0,Closet Systems
126,2020-01-21,18723.0,Closet Systems
127,2020-01-22,18723.0,Closet Systems
128,2020-01-23,18723.0,Closet Systems
129,2020-01-24,18723.0,Closet Systems
130,2020-01-25,10725.0,Closet Systems
131,2020-01-26,10725.0,Closet Systems
132,2020-01-27,10725.0,Closet Systems
133,2020-01-28,10725.0,Closet Systems
134,2020-01-29,7417.0,Closet Systems
135,2020-01-30,7417.0,Closet Systems
136,2020-01-31,7417.0,Closet Systems
137,2020-02-01,7417.0,Closet Systems
138,2020-02-02,9181.0,Closet Systems
139,2020-02-03,9181.0,Closet Systems
140,2020-02-04,11733.0,Closet Systems
141,2020-02-05,11733.0,Closet Systems
142,2020-02-06,11733.0,Closet Systems
143,2020-02-07,8193.0,Closet Systems
144,2020-02-08,8193.0,Closet Systems
145,2020-02-09,8193.0,Closet Systems
146,2020-02-10,8193.0,Closet Systems
147,2020-02-11,8193.0,Closet Systems
148,2020-02-12,6496.0,Closet Systems
149,2020-02-13,6496.0,Closet Systems
150,2020-02-14,6496.0,Closet Systems
151,2020-02-15,11454.0,Closet Systems
152,2020-02-16,11454.0,Closet Systems
153,2020-02-17,11454.0,Closet Systems
154,2020-02-18,8399.0,Closet Systems
155,2020-02-19,8399.0,Closet Systems
156,2020-02-20,9463.0,Closet Systems
157,2020-02-21,9463.0,Closet Systems
158,2020-02-22,9463.0,Closet Systems
159,2020-02-23,9463.0,Closet Systems
160,2020-02-24,9463.0,Closet Systems
161,2020-02-25,9463.0,Closet Systems
162,2020-02-26,8027.0,Closet Systems
163,2020-02-27,8027.0,Closet Systems
164,2020-02-28,8027.0,Closet Systems
165,2020-02-29,7250.0,Closet Systems
166,2020-03-01,7250.0,Closet Systems
167,2020-03-02,8089.0,Closet Systems
168,2020-03-03,8089.0,Closet Systems
169,2020-03-04,8089.0,Closet Systems
170,2020-03-05,8089.0,Closet Systems
171,2020-03-06,8089.0,Closet Systems
172,2020-03-07,8089.0,Closet Systems
173,2020-03-08,8089.0,Closet Systems
174,2020-03-09,6905.0,Closet Systems
175,2020-03-10,8985.0,Closet Systems
176,2020-03-11,9405.0,Closet Systems
177,2020-03-12,9351.0,Closet Systems
178,2020-03-13,9351.0,Closet Systems
179,2020-03-14,9351.0,Closet Systems
180,2020-03-15,9351.0,Closet Systems
181,2020-03-16,6870.0,Closet Systems
182,2020-03-17,6161.0,Closet Systems
183,2020-03-18,6161.0,Closet Systems
184,2020-03-19,5510.0,Closet Systems
185,2020-03-20,5510.0,Closet Systems
186,2020-03-21,5510.0,Closet Systems
187,2020-03-22,5510.0,Closet Systems
188,2020-03-23,6182.0,Closet Systems
189,2020-03-24,5436.0,Closet Systems
190,2020-03-25,4579.0,Closet Systems
191,2020-03-26,5627.0,Closet Systems
192,2020-03-27,4864.0,Closet Systems
193,2020-03-28,4864.0,Closet Systems
194,2020-03-29,4864.0,Closet Systems
195,2020-03-30,6095.0,Closet Systems
196,2020-03-31,4704.0,Closet Systems
197,2020-04-01,6552.0,Closet Systems
198,2020-04-02,6552.0,Closet Systems
199,2020-04-03,6552.0,Closet Systems
200,2020-04-04,6552.0,Closet Systems
201,2020-04-05,6552.0,Closet Systems
202,2020-04-06,6386.0,Closet Systems
203,2020-04-07,6386.0,Closet Systems
204,2020-04-08,9992.0,Closet Systems
205,2020-04-09,7891.0,Closet Systems
206,2020-04-10,7891.0,Closet Systems
207,2020-04-11,7891.0,Closet Systems
208,2020-04-12,10342.0,Closet Systems
209,2020-04-13,10342.0,Closet Systems
210,2020-04-14,10342.0,Closet Systems
211,2020-04-15,9288.0,Closet Systems
212,2020-04-16,10820.0,Closet Systems
213,2020-04-17,10820.0,Closet Systems
214,2020-04-18,10820.0,Closet Systems
215,2020-04-19,7775.0,Closet Systems
216,2020-04-20,8676.0,Closet Systems
217,2020-04-21,8676.0,Closet Systems
218,2020-04-22,8799.0,Closet Systems
219,2020-04-23,8799.0,Closet Systems
220,2020-04-24,8799.0,Closet Systems
221,2020-04-25,11553.0,Closet Systems
222,2020-04-26,11553.0,Closet Systems
223,2020-04-27,11553.0,Closet Systems
224,2020-04-28,11553.0,Closet Systems
225,2020-04-29,11253.0,Closet Systems
226,2020-04-30,11253.0,Closet Systems
227,2020-05-01,11253.0,Closet Systems
228,2020-05-02,7976.0,Closet Systems
229,2020-05-03,7976.0,Closet Systems
230,2020-05-04,7976.0,Closet Systems
231,2020-05-05,8822.0,Closet Systems
232,2020-05-06,8546.0,Closet Systems
233,2020-05-07,8153.0,Closet Systems
234,2020-05-08,8153.0,Closet Systems
235,2020-05-09,8153.0,Closet Systems
236,2020-05-10,8153.0,Closet Systems
237,2020-05-11,17204.0,Closet Systems
238,2020-05-12,17204.0,Closet Systems
239,2020-05-13,17204.0,Closet Systems
240,2020-05-14,7929.0,Closet Systems
241,2020-05-15,7929.0,Closet Systems
242,2020-05-16,7929.0,Closet Systems
243,2020-05-17,6579.0,Closet Systems
244,2020-05-18,5295.0,Closet Systems
245,2020-05-19,6542.0,Closet Systems
246,2020-05-20,6542.0,Closet Systems
247,2020-05-21,5588.0,Closet Systems
248,2020-05-22,5588.0,Closet Systems
249,2020-05-23,6089.0,Closet Systems
250,2020-05-24,7176.0,Closet Systems
251,2020-05-25,7495.0,Closet Systems
252,2020-05-26,7255.0,Closet Systems
253,2020-05-27,7255.0,Closet Systems
254,2020-05-28,6790.0,Closet Systems
255,2020-05-29,6790.0,Closet Systems
256,2020-05-30,6790.0,Closet Systems
257,2020-05-31,6790.0,Closet Systems
258,2020-06-01,7780.0,Closet Systems
259,2020-06-02,7780.0,Closet Systems
260,2020-06-03,7780.0,Closet Systems
261,2020-06-04,18594.0,Closet Systems
262,2020-06-05,18594.0,Closet Systems
263,2020-06-06,18594.0,Closet Systems
264,2020-06-07,20456.0,Closet Systems
265,2020-06-08,20456.0,Closet Systems
266,2020-06-09,20456.0,Closet Systems
267,2020-06-10,37388.0,Closet Systems
268,2020-06-11,40162.0,Closet Systems
269,2020-06-12,40162.0,Closet Systems
270,2020-06-13,42692.0,Closet Systems
271,2020-06-14,42692.0,Closet Systems
272,2020-06-15,42692.0,Closet Systems
273,2020-06-16,39628.0,Closet Systems
274,2020-06-17,39628.0,Closet Systems
275,2020-06-18,39446.0,Closet Systems
276,2020-06-19,39446.0,Closet Systems
277,2020-06-20,39446.0,Closet Systems
278,2020-06-21,39446.0,Closet Systems
279,2020-06-22,16261.0,Closet Systems
280,2020-06-23,20884.0,Closet Systems
281,2020-06-24,17780.0,Closet Systems
282,2020-06-25,17780.0,Closet Systems
283,2020-06-26,17780.0,Closet Systems
284,2020-06-27,17780.0,Closet Systems
285,2020-06-28,15553.0,Closet Systems
286,2020-06-29,14373.0,Closet Systems
287,2020-06-30,19680.0,Closet Systems
288,2020-07-01,7433.0,Closet Systems
289,2020-07-02,7433.0,Closet Systems
290,2020-07-03,7433.0,Closet Systems
291,2020-07-04,7433.0,Closet Systems
292,2020-07-05,7433.0,Closet Systems
293,2020-07-06,10712.0,Closet Systems
294,2020-07-07,9006.0,Closet Systems
295,2020-07-08,9006.0,Closet Systems
296,2020-07-09,8164.0,Closet Systems
297,2020-07-10,8164.0,Closet Systems
298,2020-07-11,8164.0,Closet Systems
299,2020-07-12,8164.0,Closet Systems
300,2020-07-13,8164.0,Closet Systems
301,2020-07-14,10569.0,Closet Systems
302,2020-07-15,9534.0,Closet Systems
303,2020-07-16,12827.0,Closet Systems
304,2020-07-17,11004.0,Closet Systems
305,2020-07-18,11004.0,Closet Systems
306,2020-07-19,11004.0,Closet Systems
307,2020-07-20,8273.0,Closet Systems
308,2020-07-21,8273.0,Closet Systems
309,2020-07-22,9724.0,Closet Systems
310,2020-07-23,9869.0,Closet Systems
311,2020-07-24,9869.0,Closet Systems
312,2020-07-25,8181.0,Closet Systems
313,2020-07-26,8483.0,Closet Systems
314,2020-07-27,8483.0,Closet Systems
315,2020-07-28,8483.0,Closet Systems
316,2020-07-29,8483.0,Closet Systems
317,2020-07-30,9722.0,Closet Systems
318,2020-07-31,9722.0,Closet Systems
319,2020-08-01,9453.0,Closet Systems
320,2020-08-02,9453.0,Closet Systems
321,2020-08-03,7129.0,Closet Systems
322,2020-08-04,6561.0,Closet Systems
323,2020-08-05,6561.0,Closet Systems
324,2020-08-06,6561.0,Closet Systems
325,2020-08-07,6943.0,Closet Systems
326,2020-08-08,6943.0,Closet Systems
327,2020-08-09,6943.0,Closet Systems
328,2020-08-10,6943.0,Closet Systems
329,2020-08-11,8995.0,Closet Systems
330,2020-08-12,8995.0,Closet Systems
331,2020-08-13,9646.0,Closet Systems
332,2020-08-14,9646.0,Closet Systems
333,2020-08-15,6273.0,Closet Systems
334,2020-08-16,6273.0,Closet Systems
335,2020-08-17,6273.0,Closet Systems
336,2020-08-18,6273.0,Closet Systems
337,2020-08-19,8218.0,Closet Systems
338,2020-08-20,8218.0,Closet Systems
339,2020-08-21,12139.0,Closet Systems
340,2020-08-22,12139.0,Closet Systems
341,2020-08-23,12139.0,Closet Systems
342,2020-08-24,10331.0,Closet Systems
343,2020-08-25,10331.0,Closet Systems
344,2020-08-26,10331.0,Closet Systems
345,2020-08-27,10331.0,Closet Systems
346,2020-08-28,10331.0,Closet Systems
347,2020-08-29,13024.0,Closet Systems
348,2020-08-30,13024.0,Closet Systems
349,2020-08-31,14677.0,Closet Systems
350,2020-09-01,14677.0,Closet Systems
351,2020-09-02,14677.0,Closet Systems
352,2020-09-03,9891.0,Closet Systems
353,2020-09-04,9891.0,Closet Systems
354,2020-09-05,9891.0,Closet Systems
355,2020-09-06,9891.0,Closet Systems
356,2020-09-07,9891.0,Closet Systems
357,2020-09-08,5776.0,Closet Systems
358,2020-09-09,5776.0,Closet Systems
359,2020-09-10,5776.0,Closet Systems
360,2020-09-11,9660.0,Closet Systems
361,2020-09-12,9660.0,Closet Systems
362,2020-09-13,9738.0,Closet Systems
363,2020-09-14,10995.0,Closet Systems
364,2020-09-15,10995.0,Closet Systems
365,2020-09-16,10995.0,Closet Systems
366,2020-09-17,10995.0,Closet Systems
367,2020-09-18,10347.0,Closet Systems
368,2020-09-19,10347.0,Closet Systems
369,2020-09-20,10347.0,Closet Systems
370,2020-09-21,10347.0,Closet Systems
371,2020-09-22,18619.0,Closet Systems
372,2020-09-23,14138.0,Closet Systems
373,2020-09-24,17047.0,Closet Systems
374,2020-09-25,17047.0,Closet Systems
375,2020-09-26,17047.0,Closet Systems
376,2020-09-27,17047.0,Closet Systems
377,2020-09-28,18418.0,Closet Systems
378,2020-09-29,18418.0,Closet Systems
379,2020-09-30,18418.0,Closet Systems
380,2020-10-01,25335.0,Closet Systems
381,2020-10-02,25335.0,Closet Systems
382,2020-10-03,25335.0,Closet Systems
383,2020-10-04,25335.0,Closet Systems
384,2020-10-05,20008.0,Closet Systems
385,2020-10-06,20633.0,Closet Systems
386,2020-10-07,20633.0,Closet Systems
387,2020-10-08,20633.0,Closet Systems
388,2020-10-09,20880.0,Closet Systems
389,2020-10-10,20880.0,Closet Systems
390,2020-10-11,20880.0,Closet Systems
391,2020-10-12,20880.0,Closet Systems
392,2020-10-13,19538.0,Closet Systems
393,2020-10-14,20176.0,Closet Systems
394,2020-10-15,20176.0,Closet Systems
395,2020-10-16,20176.0,Closet Systems
396,2020-10-17,6504.0,Closet Systems
397,2020-10-18,6504.0,Closet Systems
398,2020-10-19,9319.0,Closet Systems
399,2020-10-20,11415.0,Closet Systems
400,2020-10-21,11415.0,Closet Systems
401,2020-10-22,16104.0,Closet Systems
402,2020-10-23,16104.0,Closet Systems
403,2020-10-24,16104.0,Closet Systems
404,2020-10-25,16104.0,Closet Systems
405,2020-10-26,9294.0,Closet Systems
406,2020-10-27,9294.0,Closet Systems
407,2020-10-28,8465.0,Closet Systems
408,2020-10-29,8465.0,Closet Systems
409,2020-10-30,8465.0,Closet Systems
410,2020-10-31,8465.0,Closet Systems
411,2020-11-01,9926.0,Closet Systems
412,2020-11-02,9926.0,Closet Systems
413,2020-11-03,9926.0,Closet Systems
414,2020-11-04,13185.0,Closet Systems
415,2020-11-05,13185.0,Closet Systems
416,2020-11-06,13185.0,Closet Systems
417,2020-11-07,13185.0,Closet Systems
418,2020-11-08,13185.0,Closet Systems
419,2020-11-09,13185.0,Closet Systems
420,2020-11-10,17278.0,Closet Systems
421,2020-11-11,20684.0,Closet Systems
422,2020-11-12,20684.0,Closet Systems
423,2020-11-13,20684.0,Closet Systems
424,2020-11-14,20684.0,Closet Systems
425,2020-11-15,20684.0,Closet Systems
426,2020-11-16,20684.0,Closet Systems
427,2020-11-17,6947.0,Closet Systems
428,2020-11-18,6947.0,Closet Systems
429,2020-11-19,16807.0,Closet Systems
430,2020-11-20,18140.0,Closet Systems
431,2020-11-21,18140.0,Closet Systems
432,2020-11-22,18140.0,Closet Systems
433,2020-11-23,18140.0,Closet Systems
434,2020-11-24,26855.0,Closet Systems
435,2020-11-25,22231.0,Closet Systems
436,2020-11-26,23512.0,Closet Systems
437,2020-11-27,23512.0,Closet Systems
438,2020-11-28,15716.0,Closet Systems
439,2020-11-29,23831.0,Closet Systems
440,2020-11-30,23831.0,Closet Systems
441,2020-12-01,23831.0,Closet Systems
442,2020-12-02,32447.0,Closet Systems
443,2020-12-03,25664.0,Closet Systems
444,2020-12-04,25664.0,Closet Systems
445,2020-12-05,25664.0,Closet Systems
446,2020-12-06,26753.0,Closet Systems
447,2020-12-07,26753.0,Closet Systems
448,2020-12-08,26753.0,Closet Systems
449,2020-12-09,30724.0,Closet Systems
450,2020-12-10,26724.0,Closet Systems
451,2020-12-11,34921.0,Closet Systems
452,2020-12-12,34921.0,Closet Systems
453,2020-12-13,34921.0,Closet Systems
454,2020-12-14,18652.0,Closet Systems
455,2020-12-15,18652.0,Closet Systems
456,2020-12-16,15263.0,Closet Systems
457,2020-12-17,15263.0,Closet Systems
458,2020-12-18,15263.0,Closet Systems
459,2020-12-19,15263.0,Closet Systems
460,2020-12-20,28938.0,Closet Systems
461,2020-12-21,28938.0,Closet Systems
462,2020-12-22,24307.0,Closet Systems
463,2020-12-23,23855.0,Closet Systems
464,2020-12-24,23471.0,Closet Systems
465,2020-12-25,23471.0,Closet Systems
466,2020-12-26,23471.0,Closet Systems
467,2020-12-27,23471.0,Closet Systems
468,2020-12-28,23471.0,Closet Systems
469,2020-12-29,23471.0,Closet Systems
470,2020-12-30,12456.0,Closet Systems
471,2020-12-31,12456.0,Closet Systems
472,2021-01-01,22326.0,Closet Systems
473,2021-01-02,22326.0,Closet Systems
474,2021-01-03,22326.0,Closet Systems
475,2021-01-04,10594.0,Closet Systems
476,2021-01-05,2618.0,Closet Systems
477,2021-01-06,6486.0,Closet Systems
478,2021-01-07,8194.0,Closet Systems
479,2021-01-08,7909.0,Closet Systems
480,2021-01-09,7909.0,Closet Systems
481,2021-01-10,7317.0,Closet Systems
482,2021-01-11,7317.0,Closet Systems
483,2021-01-12,6836.0,Closet Systems
484,2021-01-13,6836.0,Closet Systems
485,2021-01-14,6836.0,Closet Systems
486,2021-01-15,6836.0,Closet Systems
487,2021-01-16,8092.0,Closet Systems
488,2021-01-17,8092.0,Closet Systems
489,2021-01-18,8092.0,Closet Systems
490,2021-01-19,5109.0,Closet Systems
491,2021-01-20,5109.0,Closet Systems
492,2021-01-21,5109.0,Closet Systems
493,2021-01-22,6135.0,Closet Systems
494,2021-01-23,5902.0,Closet Systems
495,2021-01-24,5902.0,Closet Systems
496,2021-01-25,5902.0,Closet Systems
497,2021-01-26,7785.0,Closet Systems
498,2021-01-27,7785.0,Closet Systems
499,2021-01-28,7785.0,Closet Systems
500,2021-01-29,7745.0,Closet Systems
501,2021-01-30,7745.0,Closet Systems
502,2021-01-31,7745.0,Closet Systems
503,2021-02-01,4684.0,Closet Systems
504,2021-02-02,8389.0,Closet Systems
505,2021-02-03,8389.0,Closet Systems
506,2021-02-04,7805.0,Closet Systems
507,2021-02-05,7805.0,Closet Systems
508,2021-02-06,5643.0,Closet Systems
509,2021-02-07,5643.0,Closet Systems
510,2021-02-08,6775.0,Closet Systems
511,2021-02-09,6775.0,Closet Systems
512,2021-02-10,6775.0,Closet Systems
513,2021-02-11,7372.0,Closet Systems
514,2021-02-12,7372.0,Closet Systems
515,2021-02-13,7372.0,Closet Systems
516,2021-02-14,7809.0,Closet Systems
517,2021-02-15,7809.0,Closet Systems
518,2021-02-16,7809.0,Closet Systems
519,2021-02-17,8395.0,Closet Systems
520,2021-02-18,8395.0,Closet Systems
521,2021-02-19,8395.0,Closet Systems
522,2021-02-20,7826.0,Closet Systems
523,2021-02-21,7826.0,Closet Systems
524,2021-02-22,8161.0,Closet Systems
525,2021-02-23,7511.0,Closet Systems
526,2021-02-24,7511.0,Closet Systems
527,2021-02-25,8314.0,Closet Systems
528,2021-02-26,8314.0,Closet Systems
529,2021-02-27,8314.0,Closet Systems
530,2021-02-28,7467.0,Closet Systems
531,2021-03-01,9622.0,Closet Systems
532,2021-03-02,9622.0,Closet Systems
533,2021-03-03,7944.0,Closet Systems
534,2021-03-04,6703.0,Closet Systems
535,2021-03-05,12093.0,Closet Systems
536,2021-03-06,12093.0,Closet Systems
537,2021-03-07,12093.0,Closet Systems
538,2021-03-08,12093.0,Closet Systems
539,2021-03-09,16306.0,Closet Systems
540,2021-03-10,16306.0,Closet Systems
541,2021-03-11,28591.0,Closet Systems
542,2021-03-12,21978.0,Closet Systems
543,2021-03-13,9632.0,Closet Systems
544,2021-03-14,9632.0,Closet Systems
545,2021-03-15,8662.0,Closet Systems
546,2021-03-16,9315.0,Closet Systems
547,2021-03-17,9315.0,Closet Systems
548,2021-03-18,10273.0,Closet Systems
549,2021-03-19,10273.0,Closet Systems
550,2021-03-20,9698.0,Closet Systems
551,2021-03-21,9698.0,Closet Systems
552,2021-03-22,9698.0,Closet Systems
553,2021-03-23,9542.0,Closet Systems
554,2021-03-24,9542.0,Closet Systems
555,2021-03-25,5798.0,Closet Systems
556,2021-03-26,7968.0,Closet Systems
557,2021-03-27,7968.0,Closet Systems
558,2021-03-28,8392.0,Closet Systems
559,2021-03-29,9243.0,Closet Systems
560,2021-03-30,9243.0,Closet Systems
561,2021-03-31,11140.0,Closet Systems
562,2021-04-01,11140.0,Closet Systems
563,2021-04-02,11140.0,Closet Systems
564,2021-04-03,7989.0,Closet Systems
565,2021-04-04,7989.0,Closet Systems
566,2021-04-05,7989.0,Closet Systems
567,2021-04-06,10692.0,Closet Systems
568,2021-04-07,10692.0,Closet Systems
569,2021-04-08,10731.0,Closet Systems
570,2021-04-09,9057.0,Closet Systems
571,2021-04-10,9057.0,Closet Systems
572,2021-04-11,9042.0,Closet Systems
573,2021-04-12,9042.0,Closet Systems
574,2021-04-13,5369.0,Closet Systems
575,2021-04-14,5369.0,Closet Systems
576,2021-04-15,3893.0,Closet Systems
577,2021-04-16,3893.0,Closet Systems
578,2021-04-17,3893.0,Closet Systems
579,2021-04-18,3213.0,Closet Systems
580,2021-04-19,3213.0,Closet Systems
581,2021-04-20,5005.0,Closet Systems
582,2021-04-21,5005.0,Closet Systems
583,2021-04-22,4965.0,Closet Systems
584,2021-04-23,4965.0,Closet Systems
585,2021-04-24,5705.0,Closet Systems
586,2021-04-25,5705.0,Closet Systems
587,2021-04-26,7495.0,Closet Systems
588,2021-04-27,7495.0,Closet Systems
589,2021-04-28,9147.0,Closet Systems
590,2021-04-29,9147.0,Closet Systems
591,2021-04-30,8830.0,Closet Systems
592,2021-05-01,10841.0,Closet Systems
593,2021-05-02,10841.0,Closet Systems
594,2021-05-03,10232.0,Closet Systems
595,2021-05-04,10232.0,Closet Systems
596,2021-05-05,8706.0,Closet Systems
597,2021-05-06,8584.0,Closet Systems
598,2021-05-07,8584.0,Closet Systems
599,2021-05-08,10087.0,Closet Systems
600,2021-05-09,10997.0,Closet Systems
601,2021-05-10,10997.0,Closet Systems
602,2021-05-11,12456.0,Closet Systems
603,2021-05-12,12456.0,Closet Systems
604,2021-05-13,12456.0,Closet Systems
605,2021-05-14,9359.0,Closet Systems
606,2021-05-15,13434.0,Closet Systems
607,2021-05-16,13434.0,Closet Systems
608,2021-05-17,11908.0,Closet Systems
609,2021-05-18,11908.0,Closet Systems
610,2021-05-19,14126.0,Closet Systems
611,2021-05-20,15931.0,Closet Systems
612,2021-05-21,15931.0,Closet Systems
613,2021-05-22,15931.0,Closet Systems
614,2021-05-23,15931.0,Closet Systems
615,2021-05-24,15298.0,Closet Systems
616,2021-05-25,15298.0,Closet Systems
617,2021-05-26,11730.0,Closet Systems
618,2021-05-27,11730.0,Closet Systems
619,2021-05-28,11691.0,Closet Systems
620,2021-05-29,16808.0,Closet Systems
621,2021-05-30,13864.0,Closet Systems
622,2021-05-31,13578.0,Closet Systems
623,2021-06-01,13578.0,Closet Systems
624,2021-06-02,10552.0,Closet Systems
625,2021-06-03,10901.0,Closet Systems
626,2021-06-04,9576.0,Closet Systems
627,2021-06-05,9576.0,Closet Systems
628,2021-06-06,9907.0,Closet Systems
629,2021-06-07,10991.0,Closet Systems
630,2021-06-08,7323.0,Closet Systems
631,2021-06-09,5530.0,Closet Systems
632,2021-06-10,5530.0,Closet Systems
633,2021-06-11,4809.0,Closet Systems
634,2021-06-12,4194.0,Closet Systems
635,2021-06-13,4705.0,Closet Systems
636,2021-06-14,4705.0,Closet Systems
637,2021-06-15,13548.0,Closet Systems
638,2021-06-16,13548.0,Closet Systems
639,2021-06-17,21970.0,Closet Systems
640,2021-06-18,21970.0,Closet Systems
641,2021-06-19,21970.0,Closet Systems
642,2021-06-20,21639.0,Closet Systems
643,2021-06-21,23327.0,Closet Systems
644,2021-06-22,18642.0,Closet Systems
645,2021-06-23,2693.0,Closet Systems
646,2021-06-24,2693.0,Closet Systems
647,2021-06-25,11190.0,Closet Systems
648,2021-06-26,12469.0,Closet Systems
649,2021-06-27,12469.0,Closet Systems
650,2021-06-28,12469.0,Closet Systems
651,2021-06-29,15870.0,Closet Systems
652,2021-06-30,15870.0,Closet Systems
653,2021-07-01,20681.0,Closet Systems
654,2021-07-02,14122.0,Closet Systems
655,2021-07-03,14122.0,Closet Systems
656,2021-07-04,14122.0,Closet Systems
657,2021-07-05,14122.0,Closet Systems
658,2021-07-06,16388.0,Closet Systems
659,2021-07-07,16388.0,Closet Systems
660,2021-07-08,16388.0,Closet Systems
661,2021-07-09,16388.0,Closet Systems
662,2021-07-10,14394.0,Closet Systems
663,2021-07-11,14781.0,Closet Systems
