,date,value,name_B08FXBWK24
166,2021-01-28,6692.0,Tapestries
167,2021-01-29,6692.0,Tapestries
168,2021-01-30,5716.0,Tapestries
169,2021-01-31,6363.0,Tapestries
170,2021-02-01,6694.0,Tapestries
171,2021-02-02,6694.0,Tapestries
172,2021-02-03,6373.0,Tapestries
173,2021-02-04,6116.0,Tapestries
174,2021-02-05,6043.0,Tapestries
175,2021-02-06,6133.0,Tapestries
176,2021-02-07,6966.0,Tapestries
177,2021-02-08,6966.0,Tapestries
178,2021-02-09,8170.0,Tapestries
179,2021-02-10,8170.0,Tapestries
180,2021-02-11,5331.0,Tapestries
181,2021-02-12,5331.0,Tapestries
182,2021-02-13,5331.0,Tapestries
183,2021-02-14,5507.0,Tapestries
184,2021-02-15,5507.0,Tapestries
185,2021-02-16,5507.0,Tapestries
186,2021-02-17,6913.0,Tapestries
187,2021-02-18,6913.0,Tapestries
188,2021-02-19,6913.0,Tapestries
189,2021-02-20,7033.0,Tapestries
190,2021-02-21,7035.0,Tapestries
191,2021-02-22,8228.0,Tapestries
192,2021-02-23,7121.0,Tapestries
193,2021-02-24,8343.0,Tapestries
194,2021-02-25,7943.0,Tapestries
195,2021-02-26,8428.0,Tapestries
196,2021-02-27,8428.0,Tapestries
197,2021-02-28,8428.0,Tapestries
198,2021-03-01,7907.0,Tapestries
199,2021-03-02,7907.0,Tapestries
200,2021-03-03,8178.0,Tapestries
201,2021-03-04,7291.0,Tapestries
202,2021-03-05,7377.0,Tapestries
203,2021-03-06,7377.0,Tapestries
204,2021-03-07,7377.0,Tapestries
205,2021-03-08,7816.0,Tapestries
206,2021-03-09,7816.0,Tapestries
207,2021-03-10,9502.0,Tapestries
208,2021-03-11,10139.0,Tapestries
209,2021-03-12,8976.0,Tapestries
210,2021-03-13,8976.0,Tapestries
211,2021-03-14,8976.0,Tapestries
212,2021-03-15,8394.0,Tapestries
213,2021-03-16,8184.0,Tapestries
214,2021-03-17,9215.0,Tapestries
215,2021-03-18,6366.0,Tapestries
216,2021-03-19,6366.0,Tapestries
217,2021-03-20,7061.0,Tapestries
218,2021-03-21,7061.0,Tapestries
219,2021-03-22,7705.0,Tapestries
220,2021-03-23,7705.0,Tapestries
221,2021-03-24,5365.0,Tapestries
222,2021-03-25,5349.0,Tapestries
223,2021-03-26,4825.0,Tapestries
224,2021-03-27,4957.0,Tapestries
225,2021-03-28,5750.0,Tapestries
226,2021-03-29,4398.0,Tapestries
227,2021-03-30,4398.0,Tapestries
228,2021-03-31,4833.0,Tapestries
229,2021-04-01,5619.0,Tapestries
230,2021-04-02,4421.0,Tapestries
231,2021-04-03,4421.0,Tapestries
232,2021-04-04,4999.0,Tapestries
233,2021-04-05,4437.0,Tapestries
234,2021-04-06,5395.0,Tapestries
235,2021-04-07,5300.0,Tapestries
236,2021-04-08,5118.0,Tapestries
237,2021-04-09,4665.0,Tapestries
238,2021-04-10,5265.0,Tapestries
239,2021-04-11,5265.0,Tapestries
240,2021-04-12,5387.0,Tapestries
241,2021-04-13,5846.0,Tapestries
242,2021-04-14,5846.0,Tapestries
243,2021-04-15,5214.0,Tapestries
244,2021-04-16,5214.0,Tapestries
245,2021-04-17,4938.0,Tapestries
246,2021-04-18,4938.0,Tapestries
247,2021-04-19,6910.0,Tapestries
248,2021-04-20,5420.0,Tapestries
249,2021-04-21,5420.0,Tapestries
250,2021-04-22,6061.0,Tapestries
251,2021-04-23,6061.0,Tapestries
252,2021-04-24,6061.0,Tapestries
253,2021-04-25,10068.0,Tapestries
254,2021-04-26,10068.0,Tapestries
255,2021-04-27,9236.0,Tapestries
256,2021-04-28,9507.0,Tapestries
257,2021-04-29,9507.0,Tapestries
258,2021-04-30,8743.0,Tapestries
259,2021-05-01,8743.0,Tapestries
260,2021-05-02,8743.0,Tapestries
261,2021-05-03,12402.0,Tapestries
262,2021-05-04,12402.0,Tapestries
263,2021-05-05,12783.0,Tapestries
264,2021-05-06,12783.0,Tapestries
265,2021-05-07,11760.0,Tapestries
266,2021-05-08,12008.0,Tapestries
267,2021-05-09,12008.0,Tapestries
268,2021-05-10,9157.0,Tapestries
269,2021-05-11,10652.0,Tapestries
270,2021-05-12,10652.0,Tapestries
271,2021-05-13,8217.0,Tapestries
272,2021-05-14,9316.0,Tapestries
273,2021-05-15,9316.0,Tapestries
274,2021-05-16,9559.0,Tapestries
275,2021-05-17,9559.0,Tapestries
276,2021-05-18,8793.0,Tapestries
277,2021-05-19,8409.0,Tapestries
278,2021-05-20,9436.0,Tapestries
279,2021-05-21,9436.0,Tapestries
280,2021-05-22,10221.0,Tapestries
281,2021-05-23,10221.0,Tapestries
282,2021-05-24,10443.0,Tapestries
283,2021-05-25,9085.0,Tapestries
284,2021-05-26,10072.0,Tapestries
285,2021-05-27,8155.0,Tapestries
286,2021-05-28,9083.0,Tapestries
287,2021-05-29,9694.0,Tapestries
288,2021-05-30,8064.0,Tapestries
289,2021-05-31,8846.0,Tapestries
290,2021-06-01,8891.0,Tapestries
291,2021-06-02,8891.0,Tapestries
292,2021-06-03,8945.0,Tapestries
293,2021-06-04,7974.0,Tapestries
294,2021-06-05,7303.0,Tapestries
295,2021-06-06,9429.0,Tapestries
296,2021-06-07,12790.0,Tapestries
297,2021-06-08,9555.0,Tapestries
298,2021-06-09,10031.0,Tapestries
299,2021-06-10,9817.0,Tapestries
300,2021-06-11,9817.0,Tapestries
301,2021-06-12,11421.0,Tapestries
302,2021-06-13,11421.0,Tapestries
303,2021-06-14,13168.0,Tapestries
304,2021-06-15,13168.0,Tapestries
305,2021-06-16,13168.0,Tapestries
306,2021-06-17,12977.0,Tapestries
307,2021-06-18,12977.0,Tapestries
308,2021-06-19,8830.0,Tapestries
309,2021-06-20,8830.0,Tapestries
310,2021-06-21,12799.0,Tapestries
311,2021-06-22,12552.0,Tapestries
312,2021-06-23,12928.0,Tapestries
313,2021-06-24,10685.0,Tapestries
314,2021-06-25,9790.0,Tapestries
315,2021-06-26,9790.0,Tapestries
316,2021-06-27,9030.0,Tapestries
317,2021-06-28,9030.0,Tapestries
318,2021-06-29,11532.0,Tapestries
319,2021-06-30,9597.0,Tapestries
320,2021-07-01,9597.0,Tapestries
321,2021-07-02,10440.0,Tapestries
322,2021-07-03,10262.0,Tapestries
323,2021-07-04,8316.0,Tapestries
324,2021-07-05,8316.0,Tapestries
325,2021-07-06,11535.0,Tapestries
326,2021-07-07,12733.0,Tapestries
327,2021-07-08,12733.0,Tapestries
328,2021-07-09,10136.0,Tapestries
329,2021-07-10,10136.0,Tapestries
330,2021-07-11,8503.0,Tapestries
