,date,value,name_B07WQF29W9
129,2020-10-04,21998.0,Lecithin
130,2020-10-05,13355.0,Lecithin
131,2020-10-06,18133.0,Lecithin
132,2020-10-07,20569.0,Lecithin
133,2020-10-08,20576.0,Lecithin
134,2020-10-09,22677.0,Lecithin
135,2020-10-10,28580.0,Lecithin
136,2020-10-11,28580.0,Lecithin
137,2020-10-12,23308.0,Lecithin
138,2020-10-13,23308.0,Lecithin
139,2020-10-14,18917.0,Lecithin
140,2020-10-15,18917.0,Lecithin
141,2020-10-16,23878.0,Lecithin
142,2020-10-17,23878.0,Lecithin
143,2020-10-18,16799.0,Lecithin
144,2020-10-19,19650.0,Lecithin
145,2020-10-20,19455.0,Lecithin
146,2020-10-21,24861.0,Lecithin
147,2020-10-22,20432.0,Lecithin
148,2020-10-23,22088.0,Lecithin
149,2020-10-24,21997.0,Lecithin
150,2020-10-25,21997.0,Lecithin
151,2020-10-26,24097.0,Lecithin
152,2020-10-27,24097.0,Lecithin
153,2020-10-28,23459.0,Lecithin
154,2020-10-29,22755.0,Lecithin
155,2020-10-30,22755.0,Lecithin
156,2020-10-31,15139.0,Lecithin
157,2020-11-01,15139.0,Lecithin
158,2020-11-02,17884.0,Lecithin
159,2020-11-03,17884.0,Lecithin
160,2020-11-04,17884.0,Lecithin
161,2020-11-05,17790.0,Lecithin
162,2020-11-06,17790.0,Lecithin
163,2020-11-07,19793.0,Lecithin
164,2020-11-08,21233.0,Lecithin
165,2020-11-09,21233.0,Lecithin
166,2020-11-10,21233.0,Lecithin
167,2020-11-11,20947.0,Lecithin
168,2020-11-12,20947.0,Lecithin
169,2020-11-13,20947.0,Lecithin
170,2020-11-14,25658.0,Lecithin
171,2020-11-15,20562.0,Lecithin
172,2020-11-16,20562.0,Lecithin
173,2020-11-17,20562.0,Lecithin
174,2020-11-18,25510.0,Lecithin
175,2020-11-19,28809.0,Lecithin
176,2020-11-20,26497.0,Lecithin
177,2020-11-21,26497.0,Lecithin
178,2020-11-22,26497.0,Lecithin
179,2020-11-23,23886.0,Lecithin
180,2020-11-24,23886.0,Lecithin
181,2020-11-25,20847.0,Lecithin
182,2020-11-26,20378.0,Lecithin
183,2020-11-27,20378.0,Lecithin
184,2020-11-28,20378.0,Lecithin
185,2020-11-29,23951.0,Lecithin
186,2020-11-30,24476.0,Lecithin
187,2020-12-01,24476.0,Lecithin
188,2020-12-02,24476.0,Lecithin
189,2020-12-03,29297.0,Lecithin
190,2020-12-04,29297.0,Lecithin
191,2020-12-05,29297.0,Lecithin
192,2020-12-06,23152.0,Lecithin
193,2020-12-07,23152.0,Lecithin
194,2020-12-08,23152.0,Lecithin
195,2020-12-09,28348.0,Lecithin
196,2020-12-10,28348.0,Lecithin
197,2020-12-11,31366.0,Lecithin
198,2020-12-12,31366.0,Lecithin
199,2020-12-13,31366.0,Lecithin
200,2020-12-14,22657.0,Lecithin
201,2020-12-15,22608.0,Lecithin
202,2020-12-16,20147.0,Lecithin
203,2020-12-17,20147.0,Lecithin
204,2020-12-18,20147.0,Lecithin
205,2020-12-19,24419.0,Lecithin
206,2020-12-20,23964.0,Lecithin
207,2020-12-21,23964.0,Lecithin
208,2020-12-22,28654.0,Lecithin
209,2020-12-23,28654.0,Lecithin
210,2020-12-24,28654.0,Lecithin
211,2020-12-25,20338.0,Lecithin
212,2020-12-26,20338.0,Lecithin
213,2020-12-27,20338.0,Lecithin
214,2020-12-28,25726.0,Lecithin
215,2020-12-29,32074.0,Lecithin
216,2020-12-30,32074.0,Lecithin
217,2020-12-31,31543.0,Lecithin
218,2021-01-01,32534.0,Lecithin
219,2021-01-02,32534.0,Lecithin
220,2021-01-03,42352.0,Lecithin
221,2021-01-04,43135.0,Lecithin
222,2021-01-05,43135.0,Lecithin
223,2021-01-06,43135.0,Lecithin
224,2021-01-07,40105.0,Lecithin
225,2021-01-08,40105.0,Lecithin
226,2021-01-09,40105.0,Lecithin
227,2021-01-10,40105.0,Lecithin
228,2021-01-11,25964.0,Lecithin
229,2021-01-12,22873.0,Lecithin
230,2021-01-13,24317.0,Lecithin
231,2021-01-14,23766.0,Lecithin
232,2021-01-15,23766.0,Lecithin
233,2021-01-16,23766.0,Lecithin
234,2021-01-17,26606.0,Lecithin
235,2021-01-18,26606.0,Lecithin
236,2021-01-19,28470.0,Lecithin
237,2021-01-20,27067.0,Lecithin
238,2021-01-21,27067.0,Lecithin
239,2021-01-22,22683.0,Lecithin
240,2021-01-23,22683.0,Lecithin
241,2021-01-24,26782.0,Lecithin
242,2021-01-25,24626.0,Lecithin
243,2021-01-26,29533.0,Lecithin
244,2021-01-27,34410.0,Lecithin
245,2021-01-28,34410.0,Lecithin
246,2021-01-29,34410.0,Lecithin
247,2021-01-30,34410.0,Lecithin
248,2021-01-31,27254.0,Lecithin
249,2021-02-01,27254.0,Lecithin
250,2021-02-02,25543.0,Lecithin
251,2021-02-03,25543.0,Lecithin
252,2021-02-04,25543.0,Lecithin
253,2021-02-05,30268.0,Lecithin
254,2021-02-06,30268.0,Lecithin
255,2021-02-07,30268.0,Lecithin
256,2021-02-08,33567.0,Lecithin
257,2021-02-09,33567.0,Lecithin
258,2021-02-10,22838.0,Lecithin
259,2021-02-11,22838.0,Lecithin
260,2021-02-12,22838.0,Lecithin
261,2021-02-13,22838.0,Lecithin
262,2021-02-14,23717.0,Lecithin
263,2021-02-15,23717.0,Lecithin
264,2021-02-16,29067.0,Lecithin
265,2021-02-17,29067.0,Lecithin
266,2021-02-18,29067.0,Lecithin
267,2021-02-19,26997.0,Lecithin
268,2021-02-20,21182.0,Lecithin
269,2021-02-21,25562.0,Lecithin
270,2021-02-22,28377.0,Lecithin
271,2021-02-23,28377.0,Lecithin
272,2021-02-24,21518.0,Lecithin
273,2021-02-25,34770.0,Lecithin
274,2021-02-26,34252.0,Lecithin
275,2021-02-27,34882.0,Lecithin
276,2021-02-28,30973.0,Lecithin
277,2021-03-01,32243.0,Lecithin
278,2021-03-02,35613.0,Lecithin
279,2021-03-03,35613.0,Lecithin
280,2021-03-04,32395.0,Lecithin
281,2021-03-05,28568.0,Lecithin
282,2021-03-06,28568.0,Lecithin
283,2021-03-07,23331.0,Lecithin
284,2021-03-08,25920.0,Lecithin
285,2021-03-09,26900.0,Lecithin
286,2021-03-10,21326.0,Lecithin
287,2021-03-11,24450.0,Lecithin
288,2021-03-12,24450.0,Lecithin
289,2021-03-13,24450.0,Lecithin
290,2021-03-14,20911.0,Lecithin
291,2021-03-15,20820.0,Lecithin
292,2021-03-16,20820.0,Lecithin
293,2021-03-17,23457.0,Lecithin
294,2021-03-18,22532.0,Lecithin
295,2021-03-19,25151.0,Lecithin
296,2021-03-20,25151.0,Lecithin
297,2021-03-21,21863.0,Lecithin
298,2021-03-22,22633.0,Lecithin
299,2021-03-23,22633.0,Lecithin
300,2021-03-24,22937.0,Lecithin
301,2021-03-25,26889.0,Lecithin
302,2021-03-26,26889.0,Lecithin
303,2021-03-27,29957.0,Lecithin
304,2021-03-28,29957.0,Lecithin
305,2021-03-29,17607.0,Lecithin
306,2021-03-30,21435.0,Lecithin
307,2021-03-31,23421.0,Lecithin
308,2021-04-01,23421.0,Lecithin
309,2021-04-02,24261.0,Lecithin
310,2021-04-03,24261.0,Lecithin
311,2021-04-04,24261.0,Lecithin
312,2021-04-05,53587.0,Lecithin
313,2021-04-06,53822.0,Lecithin
314,2021-04-07,57256.0,Lecithin
315,2021-04-08,53159.0,Lecithin
316,2021-04-09,53159.0,Lecithin
317,2021-04-10,53159.0,Lecithin
318,2021-04-11,62247.0,Lecithin
319,2021-04-12,62247.0,Lecithin
320,2021-04-13,75082.0,Lecithin
321,2021-04-14,75082.0,Lecithin
322,2021-04-15,79196.0,Lecithin
323,2021-04-16,79196.0,Lecithin
324,2021-04-17,79196.0,Lecithin
325,2021-04-18,55611.0,Lecithin
326,2021-04-19,55611.0,Lecithin
327,2021-04-20,55611.0,Lecithin
328,2021-04-21,48706.0,Lecithin
329,2021-04-22,36284.0,Lecithin
330,2021-04-23,45585.0,Lecithin
331,2021-04-24,45585.0,Lecithin
332,2021-04-25,43417.0,Lecithin
333,2021-04-26,43417.0,Lecithin
334,2021-04-27,43417.0,Lecithin
335,2021-04-28,49354.0,Lecithin
336,2021-04-29,49354.0,Lecithin
337,2021-04-30,100296.0,Lecithin
338,2021-05-01,100296.0,Lecithin
339,2021-05-02,111103.0,Lecithin
340,2021-05-03,111103.0,Lecithin
341,2021-05-04,40366.0,Lecithin
342,2021-05-05,42133.0,Lecithin
343,2021-05-06,42133.0,Lecithin
344,2021-05-07,81373.0,Lecithin
345,2021-05-08,81373.0,Lecithin
346,2021-05-09,81373.0,Lecithin
347,2021-05-10,48595.0,Lecithin
348,2021-05-11,46961.0,Lecithin
349,2021-05-12,46961.0,Lecithin
350,2021-05-13,48008.0,Lecithin
351,2021-05-14,48008.0,Lecithin
352,2021-05-15,36621.0,Lecithin
353,2021-05-16,36621.0,Lecithin
354,2021-05-17,32454.0,Lecithin
355,2021-05-18,32454.0,Lecithin
356,2021-05-19,17791.0,Lecithin
357,2021-05-20,17263.0,Lecithin
358,2021-05-21,17263.0,Lecithin
359,2021-05-22,18011.0,Lecithin
360,2021-05-23,18011.0,Lecithin
361,2021-05-24,16640.0,Lecithin
362,2021-05-25,19340.0,Lecithin
363,2021-05-26,19340.0,Lecithin
364,2021-05-27,18182.0,Lecithin
365,2021-05-28,18182.0,Lecithin
366,2021-05-29,16453.0,Lecithin
367,2021-05-30,12650.0,Lecithin
368,2021-05-31,14056.0,Lecithin
369,2021-06-01,14056.0,Lecithin
370,2021-06-02,13085.0,Lecithin
371,2021-06-03,13085.0,Lecithin
372,2021-06-04,13085.0,Lecithin
373,2021-06-05,14630.0,Lecithin
374,2021-06-06,14630.0,Lecithin
375,2021-06-07,19049.0,Lecithin
376,2021-06-08,19049.0,Lecithin
377,2021-06-09,14590.0,Lecithin
378,2021-06-10,14590.0,Lecithin
379,2021-06-11,14590.0,Lecithin
380,2021-06-12,12792.0,Lecithin
381,2021-06-13,12792.0,Lecithin
382,2021-06-14,12501.0,Lecithin
383,2021-06-15,12501.0,Lecithin
384,2021-06-16,15097.0,Lecithin
385,2021-06-17,15097.0,Lecithin
386,2021-06-18,15097.0,Lecithin
387,2021-06-19,18137.0,Lecithin
388,2021-06-20,18137.0,Lecithin
389,2021-06-21,18782.0,Lecithin
390,2021-06-22,23515.0,Lecithin
391,2021-06-23,22000.0,Lecithin
392,2021-06-24,24702.0,Lecithin
393,2021-06-25,20187.0,Lecithin
394,2021-06-26,20187.0,Lecithin
395,2021-06-27,20187.0,Lecithin
396,2021-06-28,29164.0,Lecithin
397,2021-06-29,28221.0,Lecithin
398,2021-06-30,28221.0,Lecithin
399,2021-07-01,29354.0,Lecithin
400,2021-07-02,36196.0,Lecithin
401,2021-07-03,36196.0,Lecithin
402,2021-07-04,36196.0,Lecithin
403,2021-07-05,38360.0,Lecithin
404,2021-07-06,38360.0,Lecithin
405,2021-07-07,38360.0,Lecithin
406,2021-07-08,39328.0,Lecithin
407,2021-07-09,39328.0,Lecithin
408,2021-07-10,39179.0,Lecithin
409,2021-07-11,42526.0,Lecithin
