,date,value,name_B00E3A9FN6
87,2020-08-20,16427.0,Whey
88,2020-08-21,16427.0,Whey
89,2020-08-22,16427.0,Whey
90,2020-08-23,17100.0,Whey
91,2020-08-24,17100.0,Whey
92,2020-08-25,17100.0,Whey
93,2020-08-26,17348.0,Whey
94,2020-08-27,13569.0,Whey
95,2020-08-28,14189.0,Whey
96,2020-08-29,16586.0,Whey
97,2020-08-30,16586.0,Whey
98,2020-08-31,16586.0,Whey
99,2020-09-01,14397.0,Whey
100,2020-09-02,14397.0,Whey
101,2020-09-03,13208.0,Whey
102,2020-09-04,13208.0,Whey
103,2020-09-05,13208.0,Whey
104,2020-09-06,13208.0,Whey
105,2020-09-07,13437.0,Whey
106,2020-09-08,13437.0,Whey
107,2020-09-09,13075.0,Whey
108,2020-09-10,13075.0,Whey
109,2020-09-11,13075.0,Whey
110,2020-09-12,14141.0,Whey
111,2020-09-13,14141.0,Whey
112,2020-09-14,14141.0,Whey
113,2020-09-15,14391.0,Whey
114,2020-09-16,14062.0,Whey
115,2020-09-17,13458.0,Whey
116,2020-09-18,13458.0,Whey
117,2020-09-19,13458.0,Whey
118,2020-09-20,14772.0,Whey
119,2020-09-21,14772.0,Whey
120,2020-09-22,14772.0,Whey
121,2020-09-23,12962.0,Whey
122,2020-09-24,12962.0,Whey
123,2020-09-25,12962.0,Whey
124,2020-09-26,16170.0,Whey
125,2020-09-27,18223.0,Whey
126,2020-09-28,16491.0,Whey
127,2020-09-29,16491.0,Whey
128,2020-09-30,16491.0,Whey
129,2020-10-01,15045.0,Whey
130,2020-10-02,15045.0,Whey
131,2020-10-03,16019.0,Whey
132,2020-10-04,16019.0,Whey
133,2020-10-05,16019.0,Whey
134,2020-10-06,18456.0,Whey
135,2020-10-07,18456.0,Whey
136,2020-10-08,17997.0,Whey
137,2020-10-09,20275.0,Whey
138,2020-10-10,18827.0,Whey
139,2020-10-11,21804.0,Whey
140,2020-10-12,16174.0,Whey
141,2020-10-13,15421.0,Whey
142,2020-10-14,15421.0,Whey
143,2020-10-15,15421.0,Whey
144,2020-10-16,16652.0,Whey
145,2020-10-17,16652.0,Whey
146,2020-10-18,16652.0,Whey
147,2020-10-19,23669.0,Whey
148,2020-10-20,23669.0,Whey
149,2020-10-21,23669.0,Whey
150,2020-10-22,27717.0,Whey
151,2020-10-23,27717.0,Whey
152,2020-10-24,27717.0,Whey
153,2020-10-25,22357.0,Whey
154,2020-10-26,22357.0,Whey
155,2020-10-27,22357.0,Whey
156,2020-10-28,15603.0,Whey
157,2020-10-29,15603.0,Whey
158,2020-10-30,15603.0,Whey
159,2020-10-31,14439.0,Whey
160,2020-11-01,14439.0,Whey
161,2020-11-02,14439.0,Whey
162,2020-11-03,18313.0,Whey
163,2020-11-04,18313.0,Whey
164,2020-11-05,18313.0,Whey
165,2020-11-06,19162.0,Whey
166,2020-11-07,17408.0,Whey
167,2020-11-08,17408.0,Whey
168,2020-11-09,14454.0,Whey
169,2020-11-10,14454.0,Whey
170,2020-11-11,14454.0,Whey
171,2020-11-12,17177.0,Whey
172,2020-11-13,17785.0,Whey
173,2020-11-14,17785.0,Whey
174,2020-11-15,17068.0,Whey
175,2020-11-16,17068.0,Whey
176,2020-11-17,17068.0,Whey
177,2020-11-18,16449.0,Whey
178,2020-11-19,16449.0,Whey
179,2020-11-20,16449.0,Whey
180,2020-11-21,16449.0,Whey
181,2020-11-22,20461.0,Whey
182,2020-11-23,21044.0,Whey
183,2020-11-24,21044.0,Whey
184,2020-11-25,21044.0,Whey
185,2020-11-26,21044.0,Whey
186,2020-11-27,26868.0,Whey
187,2020-11-28,26868.0,Whey
188,2020-11-29,26868.0,Whey
189,2020-11-30,22104.0,Whey
190,2020-12-01,22104.0,Whey
191,2020-12-02,22104.0,Whey
192,2020-12-03,21254.0,Whey
193,2020-12-04,21254.0,Whey
194,2020-12-05,21254.0,Whey
195,2020-12-06,23944.0,Whey
196,2020-12-07,23944.0,Whey
197,2020-12-08,23944.0,Whey
198,2020-12-09,18676.0,Whey
199,2020-12-10,18676.0,Whey
200,2020-12-11,18676.0,Whey
201,2020-12-12,18922.0,Whey
202,2020-12-13,19924.0,Whey
203,2020-12-14,19924.0,Whey
204,2020-12-15,19924.0,Whey
205,2020-12-16,14817.0,Whey
206,2020-12-17,14817.0,Whey
207,2020-12-18,14817.0,Whey
208,2020-12-19,17145.0,Whey
209,2020-12-20,19652.0,Whey
210,2020-12-21,19467.0,Whey
211,2020-12-22,19467.0,Whey
212,2020-12-23,22821.0,Whey
213,2020-12-24,18291.0,Whey
214,2020-12-25,18291.0,Whey
215,2020-12-26,18291.0,Whey
216,2020-12-27,16859.0,Whey
217,2020-12-28,19705.0,Whey
218,2020-12-29,19705.0,Whey
219,2020-12-30,19705.0,Whey
220,2020-12-31,19705.0,Whey
221,2021-01-01,19705.0,Whey
222,2021-01-02,19970.0,Whey
223,2021-01-03,23465.0,Whey
224,2021-01-04,23465.0,Whey
225,2021-01-05,23465.0,Whey
226,2021-01-06,23465.0,Whey
227,2021-01-07,16931.0,Whey
228,2021-01-08,16931.0,Whey
229,2021-01-09,16931.0,Whey
230,2021-01-10,16931.0,Whey
231,2021-01-11,19401.0,Whey
232,2021-01-12,19401.0,Whey
233,2021-01-13,19401.0,Whey
234,2021-01-14,17254.0,Whey
235,2021-01-15,17254.0,Whey
236,2021-01-16,17254.0,Whey
237,2021-01-17,17254.0,Whey
238,2021-01-18,15369.0,Whey
239,2021-01-19,13521.0,Whey
240,2021-01-20,11390.0,Whey
241,2021-01-21,11390.0,Whey
242,2021-01-22,14948.0,Whey
243,2021-01-23,14948.0,Whey
244,2021-01-24,14948.0,Whey
245,2021-01-25,17653.0,Whey
246,2021-01-26,17653.0,Whey
247,2021-01-27,14685.0,Whey
248,2021-01-28,14685.0,Whey
249,2021-01-29,14962.0,Whey
250,2021-01-30,15568.0,Whey
251,2021-01-31,17187.0,Whey
252,2021-02-01,19271.0,Whey
253,2021-02-02,19271.0,Whey
254,2021-02-03,13222.0,Whey
255,2021-02-04,13222.0,Whey
256,2021-02-05,13222.0,Whey
257,2021-02-06,15420.0,Whey
258,2021-02-07,16327.0,Whey
259,2021-02-08,16327.0,Whey
260,2021-02-09,16327.0,Whey
261,2021-02-10,17889.0,Whey
262,2021-02-11,17889.0,Whey
263,2021-02-12,17204.0,Whey
264,2021-02-13,17204.0,Whey
265,2021-02-14,17204.0,Whey
266,2021-02-15,16924.0,Whey
267,2021-02-16,16924.0,Whey
268,2021-02-17,16924.0,Whey
269,2021-02-18,15728.0,Whey
270,2021-02-19,15728.0,Whey
271,2021-02-20,15975.0,Whey
272,2021-02-21,15975.0,Whey
273,2021-02-22,18440.0,Whey
274,2021-02-23,18440.0,Whey
275,2021-02-24,18440.0,Whey
276,2021-02-25,16664.0,Whey
277,2021-02-26,16664.0,Whey
278,2021-02-27,16664.0,Whey
279,2021-02-28,17071.0,Whey
280,2021-03-01,16964.0,Whey
281,2021-03-02,13916.0,Whey
282,2021-03-03,13916.0,Whey
283,2021-03-04,13916.0,Whey
284,2021-03-05,16429.0,Whey
285,2021-03-06,15477.0,Whey
286,2021-03-07,15477.0,Whey
287,2021-03-08,15477.0,Whey
288,2021-03-09,17236.0,Whey
289,2021-03-10,17236.0,Whey
290,2021-03-11,17236.0,Whey
291,2021-03-12,15105.0,Whey
292,2021-03-13,15105.0,Whey
293,2021-03-14,15105.0,Whey
294,2021-03-15,16236.0,Whey
295,2021-03-16,16236.0,Whey
296,2021-03-17,13767.0,Whey
297,2021-03-18,13767.0,Whey
298,2021-03-19,13767.0,Whey
299,2021-03-20,13767.0,Whey
300,2021-03-21,18374.0,Whey
301,2021-03-22,18374.0,Whey
302,2021-03-23,14887.0,Whey
303,2021-03-24,14887.0,Whey
304,2021-03-25,14887.0,Whey
305,2021-03-26,15392.0,Whey
306,2021-03-27,15392.0,Whey
307,2021-03-28,15392.0,Whey
308,2021-03-29,14034.0,Whey
309,2021-03-30,14034.0,Whey
310,2021-03-31,14034.0,Whey
311,2021-04-01,18190.0,Whey
312,2021-04-02,18190.0,Whey
313,2021-04-03,18316.0,Whey
314,2021-04-04,18316.0,Whey
315,2021-04-05,18316.0,Whey
316,2021-04-06,15268.0,Whey
317,2021-04-07,15268.0,Whey
318,2021-04-08,16930.0,Whey
319,2021-04-09,16930.0,Whey
320,2021-04-10,16930.0,Whey
321,2021-04-11,16345.0,Whey
322,2021-04-12,16345.0,Whey
323,2021-04-13,12087.0,Whey
324,2021-04-14,12087.0,Whey
325,2021-04-15,12087.0,Whey
326,2021-04-16,14740.0,Whey
327,2021-04-17,14740.0,Whey
328,2021-04-18,16834.0,Whey
329,2021-04-19,16834.0,Whey
330,2021-04-20,15916.0,Whey
331,2021-04-21,14025.0,Whey
332,2021-04-22,14619.0,Whey
333,2021-04-23,15666.0,Whey
334,2021-04-24,15666.0,Whey
335,2021-04-25,16193.0,Whey
336,2021-04-26,16193.0,Whey
337,2021-04-27,16193.0,Whey
338,2021-04-28,13461.0,Whey
339,2021-04-29,13461.0,Whey
340,2021-04-30,13451.0,Whey
341,2021-05-01,13451.0,Whey
342,2021-05-02,19222.0,Whey
343,2021-05-03,19222.0,Whey
344,2021-05-04,17715.0,Whey
345,2021-05-05,17715.0,Whey
346,2021-05-06,14949.0,Whey
347,2021-05-07,14949.0,Whey
348,2021-05-08,17698.0,Whey
349,2021-05-09,17698.0,Whey
350,2021-05-10,17698.0,Whey
351,2021-05-11,17040.0,Whey
352,2021-05-12,17040.0,Whey
353,2021-05-13,17040.0,Whey
354,2021-05-14,15507.0,Whey
355,2021-05-15,15507.0,Whey
356,2021-05-16,16649.0,Whey
357,2021-05-17,16649.0,Whey
358,2021-05-18,14581.0,Whey
359,2021-05-19,14581.0,Whey
360,2021-05-20,16052.0,Whey
361,2021-05-21,15908.0,Whey
362,2021-05-22,15908.0,Whey
363,2021-05-23,15908.0,Whey
364,2021-05-24,18028.0,Whey
365,2021-05-25,18028.0,Whey
366,2021-05-26,15007.0,Whey
367,2021-05-27,15007.0,Whey
368,2021-05-28,16441.0,Whey
369,2021-05-29,16441.0,Whey
370,2021-05-30,16441.0,Whey
371,2021-05-31,14029.0,Whey
372,2021-06-01,13045.0,Whey
373,2021-06-02,13492.0,Whey
374,2021-06-03,13492.0,Whey
375,2021-06-04,13492.0,Whey
376,2021-06-05,17491.0,Whey
377,2021-06-06,19764.0,Whey
378,2021-06-07,19764.0,Whey
379,2021-06-08,15432.0,Whey
380,2021-06-09,15432.0,Whey
381,2021-06-10,15432.0,Whey
382,2021-06-11,13082.0,Whey
383,2021-06-12,13082.0,Whey
384,2021-06-13,13082.0,Whey
385,2021-06-14,14227.0,Whey
386,2021-06-15,14227.0,Whey
387,2021-06-16,14775.0,Whey
388,2021-06-17,17059.0,Whey
389,2021-06-18,12947.0,Whey
390,2021-06-19,12947.0,Whey
391,2021-06-20,12947.0,Whey
392,2021-06-21,14232.0,Whey
393,2021-06-22,13814.0,Whey
394,2021-06-23,14599.0,Whey
395,2021-06-24,14599.0,Whey
396,2021-06-25,13798.0,Whey
397,2021-06-26,13798.0,Whey
398,2021-06-27,13798.0,Whey
399,2021-06-28,14556.0,Whey
400,2021-06-29,14556.0,Whey
401,2021-06-30,17326.0,Whey
402,2021-07-01,17326.0,Whey
403,2021-07-02,14153.0,Whey
404,2021-07-03,16677.0,Whey
405,2021-07-04,17154.0,Whey
406,2021-07-05,20181.0,Whey
407,2021-07-06,20181.0,Whey
408,2021-07-07,16776.0,Whey
409,2021-07-08,16776.0,Whey
410,2021-07-09,16827.0,Whey
411,2021-07-10,17096.0,Whey
412,2021-07-11,15739.0,Whey
