,date,value,name_B08DTMSDXX
260,2021-04-22,3509.0,Chimes
261,2021-04-23,3384.0,Chimes
262,2021-04-24,3384.0,Chimes
263,2021-04-25,3384.0,Chimes
264,2021-04-26,2547.0,Chimes
265,2021-04-27,2547.0,Chimes
266,2021-04-28,2168.0,Chimes
267,2021-04-29,2168.0,Chimes
268,2021-04-30,1839.0,Chimes
269,2021-05-01,1839.0,Chimes
270,2021-05-02,1839.0,Chimes
271,2021-05-03,827.0,Chimes
272,2021-05-04,827.0,Chimes
273,2021-05-05,3687.0,Chimes
274,2021-05-06,6845.0,Chimes
275,2021-05-07,6845.0,Chimes
276,2021-05-08,6845.0,Chimes
277,2021-05-09,6845.0,Chimes
278,2021-05-10,21977.0,Chimes
279,2021-05-11,21977.0,Chimes
280,2021-05-12,21977.0,Chimes
281,2021-05-13,21977.0,Chimes
282,2021-05-14,34089.0,Chimes
283,2021-05-15,34089.0,Chimes
284,2021-05-16,34089.0,Chimes
285,2021-05-17,12986.0,Chimes
286,2021-05-18,12986.0,Chimes
287,2021-05-19,5698.0,Chimes
288,2021-05-20,6489.0,Chimes
289,2021-05-21,6489.0,Chimes
290,2021-05-22,6489.0,Chimes
291,2021-05-23,6489.0,Chimes
292,2021-05-24,6489.0,Chimes
293,2021-05-25,5994.0,Chimes
294,2021-05-26,6564.0,Chimes
295,2021-05-27,6564.0,Chimes
296,2021-05-28,6564.0,Chimes
297,2021-05-29,5541.0,Chimes
298,2021-05-30,5541.0,Chimes
299,2021-05-31,5541.0,Chimes
300,2021-06-01,6690.0,Chimes
301,2021-06-02,5196.0,Chimes
302,2021-06-03,5196.0,Chimes
303,2021-06-04,5073.0,Chimes
304,2021-06-05,5073.0,Chimes
305,2021-06-06,4715.0,Chimes
306,2021-06-07,4715.0,Chimes
307,2021-06-08,5597.0,Chimes
308,2021-06-09,5597.0,Chimes
309,2021-06-10,6591.0,Chimes
310,2021-06-11,6591.0,Chimes
311,2021-06-12,6591.0,Chimes
312,2021-06-13,6591.0,Chimes
313,2021-06-14,7129.0,Chimes
314,2021-06-15,7129.0,Chimes
315,2021-06-16,7129.0,Chimes
316,2021-06-17,5405.0,Chimes
317,2021-06-18,5405.0,Chimes
318,2021-06-19,4985.0,Chimes
319,2021-06-20,5090.0,Chimes
320,2021-06-21,5090.0,Chimes
321,2021-06-22,5090.0,Chimes
322,2021-06-23,3354.0,Chimes
323,2021-06-24,3354.0,Chimes
324,2021-06-25,3354.0,Chimes
325,2021-06-26,5261.0,Chimes
326,2021-06-27,5261.0,Chimes
327,2021-06-28,5261.0,Chimes
328,2021-06-29,10648.0,Chimes
329,2021-06-30,8747.0,Chimes
330,2021-07-01,8747.0,Chimes
331,2021-07-02,7255.0,Chimes
332,2021-07-03,7749.0,Chimes
333,2021-07-04,7749.0,Chimes
334,2021-07-05,7749.0,Chimes
335,2021-07-06,11396.0,Chimes
336,2021-07-07,11396.0,Chimes
337,2021-07-08,11396.0,Chimes
338,2021-07-09,11396.0,Chimes
339,2021-07-10,11396.0,Chimes
340,2021-07-11,14398.0,Chimes
