,date,value,name_B07ND5497G
607,2020-10-05,-1.0,Barbecue Forks
608,2020-10-06,-1.0,Barbecue Forks
609,2020-10-07,-1.0,Barbecue Forks
610,2020-10-08,-1.0,Barbecue Forks
611,2020-10-09,-1.0,Barbecue Forks
612,2020-10-10,-1.0,Barbecue Forks
613,2020-10-11,-1.0,Barbecue Forks
614,2020-10-12,-1.0,Barbecue Forks
615,2020-10-13,-1.0,Barbecue Forks
616,2020-10-14,-1.0,Barbecue Forks
617,2020-10-15,-1.0,Barbecue Forks
618,2020-10-16,-1.0,Barbecue Forks
619,2020-10-17,-1.0,Barbecue Forks
620,2020-10-18,-1.0,Barbecue Forks
621,2020-10-19,-1.0,Barbecue Forks
622,2020-10-20,-1.0,Barbecue Forks
623,2020-10-21,-1.0,Barbecue Forks
624,2020-10-22,-1.0,Barbecue Forks
625,2020-10-23,-1.0,Barbecue Forks
626,2020-10-24,-1.0,Barbecue Forks
627,2020-10-25,-1.0,Barbecue Forks
628,2020-10-26,-1.0,Barbecue Forks
629,2020-10-27,-1.0,Barbecue Forks
630,2020-10-28,-1.0,Barbecue Forks
631,2020-10-29,-1.0,Barbecue Forks
632,2020-10-30,-1.0,Barbecue Forks
633,2020-10-31,-1.0,Barbecue Forks
634,2020-11-01,-1.0,Barbecue Forks
635,2020-11-02,-1.0,Barbecue Forks
636,2020-11-03,-1.0,Barbecue Forks
637,2020-11-04,-1.0,Barbecue Forks
638,2020-11-05,-1.0,Barbecue Forks
639,2020-11-06,-1.0,Barbecue Forks
640,2020-11-07,-1.0,Barbecue Forks
641,2020-11-08,-1.0,Barbecue Forks
642,2020-11-09,-1.0,Barbecue Forks
643,2020-11-10,-1.0,Barbecue Forks
644,2020-11-11,-1.0,Barbecue Forks
645,2020-11-12,-1.0,Barbecue Forks
646,2020-11-13,-1.0,Barbecue Forks
647,2020-11-14,-1.0,Barbecue Forks
648,2020-11-15,-1.0,Barbecue Forks
649,2020-11-16,-1.0,Barbecue Forks
650,2020-11-17,-1.0,Barbecue Forks
651,2020-11-18,-1.0,Barbecue Forks
652,2020-11-19,-1.0,Barbecue Forks
653,2020-11-20,-1.0,Barbecue Forks
654,2020-11-21,-1.0,Barbecue Forks
655,2020-11-22,-1.0,Barbecue Forks
656,2020-11-23,-1.0,Barbecue Forks
657,2020-11-24,-1.0,Barbecue Forks
658,2020-11-25,-1.0,Barbecue Forks
659,2020-11-26,-1.0,Barbecue Forks
660,2020-11-27,-1.0,Barbecue Forks
661,2020-11-28,-1.0,Barbecue Forks
662,2020-11-29,-1.0,Barbecue Forks
663,2020-11-30,-1.0,Barbecue Forks
664,2020-12-01,-1.0,Barbecue Forks
665,2020-12-02,-1.0,Barbecue Forks
666,2020-12-03,-1.0,Barbecue Forks
667,2020-12-04,-1.0,Barbecue Forks
668,2020-12-05,-1.0,Barbecue Forks
669,2020-12-06,-1.0,Barbecue Forks
670,2020-12-07,-1.0,Barbecue Forks
671,2020-12-08,-1.0,Barbecue Forks
672,2020-12-09,-1.0,Barbecue Forks
673,2020-12-10,-1.0,Barbecue Forks
674,2020-12-11,-1.0,Barbecue Forks
675,2020-12-12,-1.0,Barbecue Forks
676,2020-12-13,-1.0,Barbecue Forks
677,2020-12-14,-1.0,Barbecue Forks
678,2020-12-15,-1.0,Barbecue Forks
679,2020-12-16,-1.0,Barbecue Forks
680,2020-12-17,-1.0,Barbecue Forks
681,2020-12-18,-1.0,Barbecue Forks
682,2020-12-19,-1.0,Barbecue Forks
683,2020-12-20,-1.0,Barbecue Forks
684,2020-12-21,-1.0,Barbecue Forks
685,2020-12-22,-1.0,Barbecue Forks
686,2020-12-23,-1.0,Barbecue Forks
687,2020-12-24,-1.0,Barbecue Forks
688,2020-12-25,-1.0,Barbecue Forks
689,2020-12-26,-1.0,Barbecue Forks
690,2020-12-27,-1.0,Barbecue Forks
691,2020-12-28,-1.0,Barbecue Forks
692,2020-12-29,-1.0,Barbecue Forks
693,2020-12-30,-1.0,Barbecue Forks
694,2020-12-31,-1.0,Barbecue Forks
695,2021-01-01,-1.0,Barbecue Forks
696,2021-01-02,-1.0,Barbecue Forks
697,2021-01-03,-1.0,Barbecue Forks
698,2021-01-04,-1.0,Barbecue Forks
699,2021-01-05,-1.0,Barbecue Forks
700,2021-01-06,-1.0,Barbecue Forks
701,2021-01-07,-1.0,Barbecue Forks
702,2021-01-08,-1.0,Barbecue Forks
703,2021-01-09,-1.0,Barbecue Forks
704,2021-01-10,-1.0,Barbecue Forks
705,2021-01-11,-1.0,Barbecue Forks
706,2021-01-12,-1.0,Barbecue Forks
707,2021-01-13,-1.0,Barbecue Forks
708,2021-01-14,-1.0,Barbecue Forks
709,2021-01-15,-1.0,Barbecue Forks
710,2021-01-16,-1.0,Barbecue Forks
711,2021-01-17,-1.0,Barbecue Forks
712,2021-01-18,-1.0,Barbecue Forks
713,2021-01-19,-1.0,Barbecue Forks
714,2021-01-20,-1.0,Barbecue Forks
715,2021-01-21,-1.0,Barbecue Forks
716,2021-01-22,-1.0,Barbecue Forks
717,2021-01-23,-1.0,Barbecue Forks
718,2021-01-24,-1.0,Barbecue Forks
719,2021-01-25,-1.0,Barbecue Forks
720,2021-01-26,-1.0,Barbecue Forks
721,2021-01-27,-1.0,Barbecue Forks
722,2021-01-28,-1.0,Barbecue Forks
723,2021-01-29,-1.0,Barbecue Forks
724,2021-01-30,-1.0,Barbecue Forks
725,2021-01-31,-1.0,Barbecue Forks
726,2021-02-01,-1.0,Barbecue Forks
727,2021-02-02,-1.0,Barbecue Forks
728,2021-02-03,-1.0,Barbecue Forks
729,2021-02-04,-1.0,Barbecue Forks
730,2021-02-05,-1.0,Barbecue Forks
731,2021-02-06,-1.0,Barbecue Forks
732,2021-02-07,-1.0,Barbecue Forks
733,2021-02-08,-1.0,Barbecue Forks
734,2021-02-09,-1.0,Barbecue Forks
735,2021-02-10,-1.0,Barbecue Forks
736,2021-02-11,-1.0,Barbecue Forks
737,2021-02-12,-1.0,Barbecue Forks
738,2021-02-13,-1.0,Barbecue Forks
739,2021-02-14,-1.0,Barbecue Forks
740,2021-02-15,-1.0,Barbecue Forks
741,2021-02-16,-1.0,Barbecue Forks
742,2021-02-17,-1.0,Barbecue Forks
743,2021-02-18,-1.0,Barbecue Forks
744,2021-02-19,-1.0,Barbecue Forks
745,2021-02-20,-1.0,Barbecue Forks
746,2021-02-21,-1.0,Barbecue Forks
747,2021-02-22,-1.0,Barbecue Forks
748,2021-02-23,-1.0,Barbecue Forks
749,2021-02-24,-1.0,Barbecue Forks
750,2021-02-25,-1.0,Barbecue Forks
751,2021-02-26,-1.0,Barbecue Forks
752,2021-02-27,-1.0,Barbecue Forks
753,2021-02-28,-1.0,Barbecue Forks
754,2021-03-01,-1.0,Barbecue Forks
755,2021-03-02,-1.0,Barbecue Forks
756,2021-03-03,-1.0,Barbecue Forks
757,2021-03-04,-1.0,Barbecue Forks
758,2021-03-05,-1.0,Barbecue Forks
759,2021-03-06,-1.0,Barbecue Forks
760,2021-03-07,-1.0,Barbecue Forks
761,2021-03-08,-1.0,Barbecue Forks
762,2021-03-09,-1.0,Barbecue Forks
763,2021-03-10,-1.0,Barbecue Forks
764,2021-03-11,-1.0,Barbecue Forks
765,2021-03-12,-1.0,Barbecue Forks
766,2021-03-13,-1.0,Barbecue Forks
767,2021-03-14,-1.0,Barbecue Forks
768,2021-03-15,-1.0,Barbecue Forks
769,2021-03-16,-1.0,Barbecue Forks
770,2021-03-17,-1.0,Barbecue Forks
771,2021-03-18,-1.0,Barbecue Forks
772,2021-03-19,-1.0,Barbecue Forks
773,2021-03-20,-1.0,Barbecue Forks
774,2021-03-21,-1.0,Barbecue Forks
775,2021-03-22,-1.0,Barbecue Forks
776,2021-03-23,-1.0,Barbecue Forks
777,2021-03-24,-1.0,Barbecue Forks
778,2021-03-25,-1.0,Barbecue Forks
779,2021-03-26,-1.0,Barbecue Forks
780,2021-03-27,-1.0,Barbecue Forks
781,2021-03-28,-1.0,Barbecue Forks
782,2021-03-29,-1.0,Barbecue Forks
783,2021-03-30,-1.0,Barbecue Forks
784,2021-03-31,-1.0,Barbecue Forks
785,2021-04-01,-1.0,Barbecue Forks
786,2021-04-02,-1.0,Barbecue Forks
787,2021-04-03,-1.0,Barbecue Forks
788,2021-04-04,-1.0,Barbecue Forks
789,2021-04-05,-1.0,Barbecue Forks
790,2021-04-06,-1.0,Barbecue Forks
791,2021-04-07,-1.0,Barbecue Forks
792,2021-04-08,-1.0,Barbecue Forks
793,2021-04-09,-1.0,Barbecue Forks
794,2021-04-10,-1.0,Barbecue Forks
795,2021-04-11,-1.0,Barbecue Forks
796,2021-04-12,-1.0,Barbecue Forks
797,2021-04-13,-1.0,Barbecue Forks
798,2021-04-14,-1.0,Barbecue Forks
799,2021-04-15,-1.0,Barbecue Forks
800,2021-04-16,-1.0,Barbecue Forks
801,2021-04-17,-1.0,Barbecue Forks
802,2021-04-18,-1.0,Barbecue Forks
803,2021-04-19,-1.0,Barbecue Forks
804,2021-04-20,-1.0,Barbecue Forks
805,2021-04-21,-1.0,Barbecue Forks
806,2021-04-22,-1.0,Barbecue Forks
807,2021-04-23,-1.0,Barbecue Forks
808,2021-04-24,-1.0,Barbecue Forks
809,2021-04-25,-1.0,Barbecue Forks
810,2021-04-26,-1.0,Barbecue Forks
811,2021-04-27,-1.0,Barbecue Forks
812,2021-04-28,-1.0,Barbecue Forks
813,2021-04-29,-1.0,Barbecue Forks
814,2021-04-30,-1.0,Barbecue Forks
815,2021-05-01,-1.0,Barbecue Forks
816,2021-05-02,-1.0,Barbecue Forks
817,2021-05-03,-1.0,Barbecue Forks
818,2021-05-04,-1.0,Barbecue Forks
819,2021-05-05,-1.0,Barbecue Forks
820,2021-05-06,-1.0,Barbecue Forks
821,2021-05-07,-1.0,Barbecue Forks
822,2021-05-08,-1.0,Barbecue Forks
823,2021-05-09,-1.0,Barbecue Forks
824,2021-05-10,-1.0,Barbecue Forks
825,2021-05-11,-1.0,Barbecue Forks
826,2021-05-12,-1.0,Barbecue Forks
827,2021-05-13,-1.0,Barbecue Forks
828,2021-05-14,-1.0,Barbecue Forks
829,2021-05-15,-1.0,Barbecue Forks
830,2021-05-16,-1.0,Barbecue Forks
831,2021-05-17,-1.0,Barbecue Forks
832,2021-05-18,-1.0,Barbecue Forks
833,2021-05-19,-1.0,Barbecue Forks
834,2021-05-20,15040.0,Barbecue Forks
835,2021-05-21,15040.0,Barbecue Forks
836,2021-05-22,21262.0,Barbecue Forks
837,2021-05-23,21262.0,Barbecue Forks
838,2021-05-24,10115.0,Barbecue Forks
839,2021-05-25,10115.0,Barbecue Forks
840,2021-05-26,14809.0,Barbecue Forks
841,2021-05-27,12543.0,Barbecue Forks
842,2021-05-28,16125.0,Barbecue Forks
843,2021-05-29,16125.0,Barbecue Forks
844,2021-05-30,16125.0,Barbecue Forks
845,2021-05-31,7745.0,Barbecue Forks
846,2021-06-01,7745.0,Barbecue Forks
847,2021-06-02,9337.0,Barbecue Forks
848,2021-06-03,9337.0,Barbecue Forks
849,2021-06-04,9337.0,Barbecue Forks
850,2021-06-05,6375.0,Barbecue Forks
851,2021-06-06,6375.0,Barbecue Forks
852,2021-06-07,6375.0,Barbecue Forks
853,2021-06-08,7339.0,Barbecue Forks
854,2021-06-09,8187.0,Barbecue Forks
855,2021-06-10,8187.0,Barbecue Forks
856,2021-06-11,9622.0,Barbecue Forks
857,2021-06-12,9622.0,Barbecue Forks
858,2021-06-13,9622.0,Barbecue Forks
859,2021-06-14,11097.0,Barbecue Forks
860,2021-06-15,11097.0,Barbecue Forks
861,2021-06-16,8908.0,Barbecue Forks
862,2021-06-17,8908.0,Barbecue Forks
863,2021-06-18,8908.0,Barbecue Forks
864,2021-06-19,9728.0,Barbecue Forks
865,2021-06-20,9581.0,Barbecue Forks
866,2021-06-21,10878.0,Barbecue Forks
867,2021-06-22,10878.0,Barbecue Forks
868,2021-06-23,10878.0,Barbecue Forks
869,2021-06-24,13561.0,Barbecue Forks
870,2021-06-25,13561.0,Barbecue Forks
871,2021-06-26,11766.0,Barbecue Forks
872,2021-06-27,11766.0,Barbecue Forks
873,2021-06-28,11766.0,Barbecue Forks
874,2021-06-29,5430.0,Barbecue Forks
875,2021-06-30,7341.0,Barbecue Forks
876,2021-07-01,7341.0,Barbecue Forks
877,2021-07-02,13177.0,Barbecue Forks
878,2021-07-03,13177.0,Barbecue Forks
879,2021-07-04,13177.0,Barbecue Forks
880,2021-07-05,9326.0,Barbecue Forks
881,2021-07-06,9326.0,Barbecue Forks
882,2021-07-07,9326.0,Barbecue Forks
883,2021-07-08,18829.0,Barbecue Forks
884,2021-07-09,27348.0,Barbecue Forks
885,2021-07-10,26911.0,Barbecue Forks
