,date,value,name_B087CVDSX9
128,2020-08-31,2672.0,Garden Hoses
129,2020-09-01,2672.0,Garden Hoses
130,2020-09-02,2672.0,Garden Hoses
131,2020-09-03,3094.0,Garden Hoses
132,2020-09-04,3094.0,Garden Hoses
133,2020-09-05,3094.0,Garden Hoses
134,2020-09-06,2702.0,Garden Hoses
135,2020-09-07,2702.0,Garden Hoses
136,2020-09-08,2702.0,Garden Hoses
137,2020-09-09,2128.0,Garden Hoses
138,2020-09-10,2128.0,Garden Hoses
139,2020-09-11,2128.0,Garden Hoses
140,2020-09-12,2063.0,Garden Hoses
141,2020-09-13,2063.0,Garden Hoses
142,2020-09-14,2526.0,Garden Hoses
143,2020-09-15,2526.0,Garden Hoses
144,2020-09-16,2526.0,Garden Hoses
145,2020-09-17,2677.0,Garden Hoses
146,2020-09-18,2677.0,Garden Hoses
147,2020-09-19,2677.0,Garden Hoses
148,2020-09-20,2677.0,Garden Hoses
149,2020-09-21,2783.0,Garden Hoses
150,2020-09-22,2783.0,Garden Hoses
151,2020-09-23,3034.0,Garden Hoses
152,2020-09-24,3034.0,Garden Hoses
153,2020-09-25,3034.0,Garden Hoses
154,2020-09-26,2086.0,Garden Hoses
155,2020-09-27,2086.0,Garden Hoses
156,2020-09-28,1829.0,Garden Hoses
157,2020-09-29,1829.0,Garden Hoses
158,2020-09-30,3559.0,Garden Hoses
159,2020-10-01,3559.0,Garden Hoses
160,2020-10-02,3559.0,Garden Hoses
161,2020-10-03,2929.0,Garden Hoses
162,2020-10-04,2929.0,Garden Hoses
163,2020-10-05,2715.0,Garden Hoses
164,2020-10-06,3011.0,Garden Hoses
165,2020-10-07,3011.0,Garden Hoses
166,2020-10-08,3011.0,Garden Hoses
167,2020-10-09,3066.0,Garden Hoses
168,2020-10-10,3066.0,Garden Hoses
169,2020-10-11,3066.0,Garden Hoses
170,2020-10-12,4092.0,Garden Hoses
171,2020-10-13,932.0,Garden Hoses
172,2020-10-14,932.0,Garden Hoses
173,2020-10-15,932.0,Garden Hoses
174,2020-10-16,1375.0,Garden Hoses
175,2020-10-17,1375.0,Garden Hoses
176,2020-10-18,1375.0,Garden Hoses
177,2020-10-19,2769.0,Garden Hoses
178,2020-10-20,2769.0,Garden Hoses
179,2020-10-21,3461.0,Garden Hoses
180,2020-10-22,3333.0,Garden Hoses
181,2020-10-23,3561.0,Garden Hoses
182,2020-10-24,2871.0,Garden Hoses
183,2020-10-25,2871.0,Garden Hoses
184,2020-10-26,2871.0,Garden Hoses
185,2020-10-27,2197.0,Garden Hoses
186,2020-10-28,2197.0,Garden Hoses
187,2020-10-29,2197.0,Garden Hoses
188,2020-10-30,1823.0,Garden Hoses
189,2020-10-31,1823.0,Garden Hoses
190,2020-11-01,1961.0,Garden Hoses
191,2020-11-02,1961.0,Garden Hoses
192,2020-11-03,1961.0,Garden Hoses
193,2020-11-04,1961.0,Garden Hoses
194,2020-11-05,2186.0,Garden Hoses
195,2020-11-06,2081.0,Garden Hoses
196,2020-11-07,2081.0,Garden Hoses
197,2020-11-08,2081.0,Garden Hoses
198,2020-11-09,1748.0,Garden Hoses
199,2020-11-10,1748.0,Garden Hoses
200,2020-11-11,2099.0,Garden Hoses
201,2020-11-12,2059.0,Garden Hoses
202,2020-11-13,2059.0,Garden Hoses
203,2020-11-14,1908.0,Garden Hoses
204,2020-11-15,1908.0,Garden Hoses
205,2020-11-16,1908.0,Garden Hoses
206,2020-11-17,1766.0,Garden Hoses
207,2020-11-18,2534.0,Garden Hoses
208,2020-11-19,2780.0,Garden Hoses
209,2020-11-20,2360.0,Garden Hoses
210,2020-11-21,2360.0,Garden Hoses
211,2020-11-22,2303.0,Garden Hoses
212,2020-11-23,2303.0,Garden Hoses
213,2020-11-24,2303.0,Garden Hoses
214,2020-11-25,2303.0,Garden Hoses
215,2020-11-26,2890.0,Garden Hoses
216,2020-11-27,2890.0,Garden Hoses
217,2020-11-28,2890.0,Garden Hoses
218,2020-11-29,2831.0,Garden Hoses
219,2020-11-30,2831.0,Garden Hoses
220,2020-12-01,2370.0,Garden Hoses
221,2020-12-02,2374.0,Garden Hoses
222,2020-12-03,2374.0,Garden Hoses
223,2020-12-04,2374.0,Garden Hoses
224,2020-12-05,2084.0,Garden Hoses
225,2020-12-06,2084.0,Garden Hoses
226,2020-12-07,2919.0,Garden Hoses
227,2020-12-08,2919.0,Garden Hoses
228,2020-12-09,2919.0,Garden Hoses
229,2020-12-10,3315.0,Garden Hoses
230,2020-12-11,3315.0,Garden Hoses
231,2020-12-12,3315.0,Garden Hoses
232,2020-12-13,3315.0,Garden Hoses
233,2020-12-14,2104.0,Garden Hoses
234,2020-12-15,2104.0,Garden Hoses
235,2020-12-16,2104.0,Garden Hoses
236,2020-12-17,3340.0,Garden Hoses
237,2020-12-18,3340.0,Garden Hoses
238,2020-12-19,3340.0,Garden Hoses
239,2020-12-20,2143.0,Garden Hoses
240,2020-12-21,2143.0,Garden Hoses
241,2020-12-22,1816.0,Garden Hoses
242,2020-12-23,1826.0,Garden Hoses
243,2020-12-24,1892.0,Garden Hoses
244,2020-12-25,1892.0,Garden Hoses
245,2020-12-26,1892.0,Garden Hoses
246,2020-12-27,2233.0,Garden Hoses
247,2020-12-28,1573.0,Garden Hoses
248,2020-12-29,1573.0,Garden Hoses
249,2020-12-30,1573.0,Garden Hoses
250,2020-12-31,1573.0,Garden Hoses
251,2021-01-01,1573.0,Garden Hoses
252,2021-01-02,2527.0,Garden Hoses
253,2021-01-03,2527.0,Garden Hoses
254,2021-01-04,3409.0,Garden Hoses
255,2021-01-05,3409.0,Garden Hoses
256,2021-01-06,3409.0,Garden Hoses
257,2021-01-07,2968.0,Garden Hoses
258,2021-01-08,2253.0,Garden Hoses
259,2021-01-09,2253.0,Garden Hoses
260,2021-01-10,2253.0,Garden Hoses
261,2021-01-11,2686.0,Garden Hoses
262,2021-01-12,2686.0,Garden Hoses
263,2021-01-13,2686.0,Garden Hoses
264,2021-01-14,6188.0,Garden Hoses
265,2021-01-15,6188.0,Garden Hoses
266,2021-01-16,6188.0,Garden Hoses
267,2021-01-17,6188.0,Garden Hoses
268,2021-01-18,6188.0,Garden Hoses
269,2021-01-19,24006.0,Garden Hoses
270,2021-01-20,24006.0,Garden Hoses
271,2021-01-21,24006.0,Garden Hoses
272,2021-01-22,24006.0,Garden Hoses
273,2021-01-23,24006.0,Garden Hoses
274,2021-01-24,24006.0,Garden Hoses
275,2021-01-25,44785.0,Garden Hoses
276,2021-01-26,44785.0,Garden Hoses
277,2021-01-27,44785.0,Garden Hoses
278,2021-01-28,44785.0,Garden Hoses
279,2021-01-29,46852.0,Garden Hoses
280,2021-01-30,46852.0,Garden Hoses
281,2021-01-31,46852.0,Garden Hoses
282,2021-02-01,5167.0,Garden Hoses
283,2021-02-02,8205.0,Garden Hoses
284,2021-02-03,8205.0,Garden Hoses
285,2021-02-04,4043.0,Garden Hoses
286,2021-02-05,4043.0,Garden Hoses
287,2021-02-06,2301.0,Garden Hoses
288,2021-02-07,2301.0,Garden Hoses
289,2021-02-08,2119.0,Garden Hoses
290,2021-02-09,2119.0,Garden Hoses
291,2021-02-10,1277.0,Garden Hoses
292,2021-02-11,1277.0,Garden Hoses
293,2021-02-12,1277.0,Garden Hoses
294,2021-02-13,1385.0,Garden Hoses
295,2021-02-14,1385.0,Garden Hoses
296,2021-02-15,1122.0,Garden Hoses
297,2021-02-16,1122.0,Garden Hoses
298,2021-02-17,1122.0,Garden Hoses
299,2021-02-18,1630.0,Garden Hoses
300,2021-02-19,1630.0,Garden Hoses
301,2021-02-20,1630.0,Garden Hoses
302,2021-02-21,951.0,Garden Hoses
303,2021-02-22,951.0,Garden Hoses
304,2021-02-23,668.0,Garden Hoses
305,2021-02-24,895.0,Garden Hoses
306,2021-02-25,895.0,Garden Hoses
307,2021-02-26,820.0,Garden Hoses
308,2021-02-27,820.0,Garden Hoses
309,2021-02-28,820.0,Garden Hoses
310,2021-03-01,373.0,Garden Hoses
311,2021-03-02,373.0,Garden Hoses
312,2021-03-03,446.0,Garden Hoses
313,2021-03-04,322.0,Garden Hoses
314,2021-03-05,322.0,Garden Hoses
315,2021-03-06,297.0,Garden Hoses
316,2021-03-07,302.0,Garden Hoses
317,2021-03-08,302.0,Garden Hoses
318,2021-03-09,506.0,Garden Hoses
319,2021-03-10,506.0,Garden Hoses
320,2021-03-11,1456.0,Garden Hoses
321,2021-03-12,1064.0,Garden Hoses
322,2021-03-13,1064.0,Garden Hoses
323,2021-03-14,1304.0,Garden Hoses
324,2021-03-15,1304.0,Garden Hoses
325,2021-03-16,1304.0,Garden Hoses
326,2021-03-17,1834.0,Garden Hoses
327,2021-03-18,1834.0,Garden Hoses
328,2021-03-19,891.0,Garden Hoses
329,2021-03-20,891.0,Garden Hoses
330,2021-03-21,4117.0,Garden Hoses
331,2021-03-22,4089.0,Garden Hoses
332,2021-03-23,4171.0,Garden Hoses
333,2021-03-24,5273.0,Garden Hoses
334,2021-03-25,5273.0,Garden Hoses
335,2021-03-26,10777.0,Garden Hoses
336,2021-03-27,10777.0,Garden Hoses
337,2021-03-28,10788.0,Garden Hoses
338,2021-03-29,9908.0,Garden Hoses
339,2021-03-30,9908.0,Garden Hoses
340,2021-03-31,15711.0,Garden Hoses
341,2021-04-01,11794.0,Garden Hoses
342,2021-04-02,11794.0,Garden Hoses
343,2021-04-03,14809.0,Garden Hoses
344,2021-04-04,2722.0,Garden Hoses
345,2021-04-05,2722.0,Garden Hoses
346,2021-04-06,1641.0,Garden Hoses
347,2021-04-07,1641.0,Garden Hoses
348,2021-04-08,1135.0,Garden Hoses
349,2021-04-09,906.0,Garden Hoses
350,2021-04-10,877.0,Garden Hoses
351,2021-04-11,977.0,Garden Hoses
352,2021-04-12,977.0,Garden Hoses
353,2021-04-13,977.0,Garden Hoses
354,2021-04-14,1074.0,Garden Hoses
355,2021-04-15,1074.0,Garden Hoses
356,2021-04-16,926.0,Garden Hoses
357,2021-04-17,926.0,Garden Hoses
358,2021-04-18,926.0,Garden Hoses
359,2021-04-19,8530.0,Garden Hoses
360,2021-04-20,8002.0,Garden Hoses
361,2021-04-21,8795.0,Garden Hoses
362,2021-04-22,11593.0,Garden Hoses
363,2021-04-23,11593.0,Garden Hoses
364,2021-04-24,8798.0,Garden Hoses
365,2021-04-25,7243.0,Garden Hoses
366,2021-04-26,7243.0,Garden Hoses
367,2021-04-27,5248.0,Garden Hoses
368,2021-04-28,5248.0,Garden Hoses
369,2021-04-29,6838.0,Garden Hoses
370,2021-04-30,6118.0,Garden Hoses
371,2021-05-01,5112.0,Garden Hoses
372,2021-05-02,5112.0,Garden Hoses
373,2021-05-03,4935.0,Garden Hoses
374,2021-05-04,4935.0,Garden Hoses
375,2021-05-05,4709.0,Garden Hoses
376,2021-05-06,4709.0,Garden Hoses
377,2021-05-07,1678.0,Garden Hoses
378,2021-05-08,1885.0,Garden Hoses
379,2021-05-09,1885.0,Garden Hoses
380,2021-05-10,1557.0,Garden Hoses
381,2021-05-11,1557.0,Garden Hoses
382,2021-05-12,1309.0,Garden Hoses
383,2021-05-13,1229.0,Garden Hoses
384,2021-05-14,1244.0,Garden Hoses
385,2021-05-15,1244.0,Garden Hoses
386,2021-05-16,1225.0,Garden Hoses
387,2021-05-17,995.0,Garden Hoses
388,2021-05-18,995.0,Garden Hoses
389,2021-05-19,661.0,Garden Hoses
390,2021-05-20,379.0,Garden Hoses
391,2021-05-21,379.0,Garden Hoses
392,2021-05-22,331.0,Garden Hoses
393,2021-05-23,331.0,Garden Hoses
394,2021-05-24,490.0,Garden Hoses
395,2021-05-25,490.0,Garden Hoses
396,2021-05-26,851.0,Garden Hoses
397,2021-05-27,851.0,Garden Hoses
398,2021-05-28,795.0,Garden Hoses
399,2021-05-29,795.0,Garden Hoses
400,2021-05-30,634.0,Garden Hoses
401,2021-05-31,634.0,Garden Hoses
402,2021-06-01,740.0,Garden Hoses
403,2021-06-02,740.0,Garden Hoses
404,2021-06-03,801.0,Garden Hoses
405,2021-06-04,1078.0,Garden Hoses
406,2021-06-05,1078.0,Garden Hoses
407,2021-06-06,1679.0,Garden Hoses
408,2021-06-07,1679.0,Garden Hoses
409,2021-06-08,4186.0,Garden Hoses
410,2021-06-09,5087.0,Garden Hoses
411,2021-06-10,6380.0,Garden Hoses
412,2021-06-11,6583.0,Garden Hoses
413,2021-06-12,6583.0,Garden Hoses
414,2021-06-13,8814.0,Garden Hoses
415,2021-06-14,8679.0,Garden Hoses
416,2021-06-15,8679.0,Garden Hoses
417,2021-06-16,10207.0,Garden Hoses
418,2021-06-17,10207.0,Garden Hoses
419,2021-06-18,7525.0,Garden Hoses
420,2021-06-19,7525.0,Garden Hoses
421,2021-06-20,2391.0,Garden Hoses
422,2021-06-21,2391.0,Garden Hoses
423,2021-06-22,2190.0,Garden Hoses
424,2021-06-23,2190.0,Garden Hoses
425,2021-06-24,1910.0,Garden Hoses
426,2021-06-25,1910.0,Garden Hoses
427,2021-06-26,1343.0,Garden Hoses
428,2021-06-27,1343.0,Garden Hoses
429,2021-06-28,1011.0,Garden Hoses
430,2021-06-29,1011.0,Garden Hoses
431,2021-06-30,975.0,Garden Hoses
432,2021-07-01,1059.0,Garden Hoses
433,2021-07-02,1059.0,Garden Hoses
434,2021-07-03,1651.0,Garden Hoses
435,2021-07-04,1651.0,Garden Hoses
436,2021-07-05,1561.0,Garden Hoses
437,2021-07-06,1469.0,Garden Hoses
438,2021-07-07,1591.0,Garden Hoses
439,2021-07-08,1591.0,Garden Hoses
440,2021-07-09,1837.0,Garden Hoses
441,2021-07-10,2068.0,Garden Hoses
