,date,value,name_B08DLMGVBG
170,2021-01-11,17479.0,Kitchen & Dining Features
171,2021-01-12,20920.0,Kitchen & Dining Features
172,2021-01-13,16882.0,Kitchen & Dining Features
173,2021-01-14,15529.0,Kitchen & Dining Features
174,2021-01-15,15529.0,Kitchen & Dining Features
175,2021-01-16,15289.0,Kitchen & Dining Features
176,2021-01-17,15289.0,Kitchen & Dining Features
177,2021-01-18,15289.0,Kitchen & Dining Features
178,2021-01-19,15289.0,Kitchen & Dining Features
179,2021-01-20,12432.0,Kitchen & Dining Features
180,2021-01-21,12432.0,Kitchen & Dining Features
181,2021-01-22,12432.0,Kitchen & Dining Features
182,2021-01-23,12648.0,Kitchen & Dining Features
183,2021-01-24,11053.0,Kitchen & Dining Features
184,2021-01-25,11053.0,Kitchen & Dining Features
185,2021-01-26,9221.0,Kitchen & Dining Features
186,2021-01-27,9221.0,Kitchen & Dining Features
187,2021-01-28,9221.0,Kitchen & Dining Features
188,2021-01-29,9221.0,Kitchen & Dining Features
189,2021-01-30,9221.0,Kitchen & Dining Features
190,2021-01-31,7683.0,Kitchen & Dining Features
191,2021-02-01,7368.0,Kitchen & Dining Features
192,2021-02-02,7368.0,Kitchen & Dining Features
193,2021-02-03,7368.0,Kitchen & Dining Features
194,2021-02-04,9209.0,Kitchen & Dining Features
195,2021-02-05,9209.0,Kitchen & Dining Features
196,2021-02-06,7194.0,Kitchen & Dining Features
197,2021-02-07,7194.0,Kitchen & Dining Features
198,2021-02-08,7194.0,Kitchen & Dining Features
199,2021-02-09,8916.0,Kitchen & Dining Features
200,2021-02-10,8916.0,Kitchen & Dining Features
201,2021-02-11,8916.0,Kitchen & Dining Features
202,2021-02-12,14734.0,Kitchen & Dining Features
203,2021-02-13,14734.0,Kitchen & Dining Features
204,2021-02-14,14734.0,Kitchen & Dining Features
205,2021-02-15,14734.0,Kitchen & Dining Features
206,2021-02-16,12258.0,Kitchen & Dining Features
207,2021-02-17,12258.0,Kitchen & Dining Features
208,2021-02-18,12258.0,Kitchen & Dining Features
209,2021-02-19,12258.0,Kitchen & Dining Features
210,2021-02-20,12258.0,Kitchen & Dining Features
211,2021-02-21,12258.0,Kitchen & Dining Features
212,2021-02-22,10629.0,Kitchen & Dining Features
213,2021-02-23,12730.0,Kitchen & Dining Features
214,2021-02-24,12730.0,Kitchen & Dining Features
215,2021-02-25,12730.0,Kitchen & Dining Features
216,2021-02-26,9096.0,Kitchen & Dining Features
217,2021-02-27,9096.0,Kitchen & Dining Features
218,2021-02-28,10735.0,Kitchen & Dining Features
219,2021-03-01,10473.0,Kitchen & Dining Features
220,2021-03-02,10473.0,Kitchen & Dining Features
221,2021-03-03,10473.0,Kitchen & Dining Features
222,2021-03-04,7704.0,Kitchen & Dining Features
223,2021-03-05,7752.0,Kitchen & Dining Features
224,2021-03-06,7752.0,Kitchen & Dining Features
225,2021-03-07,7752.0,Kitchen & Dining Features
226,2021-03-08,8704.0,Kitchen & Dining Features
227,2021-03-09,8704.0,Kitchen & Dining Features
228,2021-03-10,8704.0,Kitchen & Dining Features
229,2021-03-11,8704.0,Kitchen & Dining Features
230,2021-03-12,10461.0,Kitchen & Dining Features
231,2021-03-13,8623.0,Kitchen & Dining Features
232,2021-03-14,8623.0,Kitchen & Dining Features
233,2021-03-15,8623.0,Kitchen & Dining Features
234,2021-03-16,11142.0,Kitchen & Dining Features
235,2021-03-17,11142.0,Kitchen & Dining Features
236,2021-03-18,11142.0,Kitchen & Dining Features
237,2021-03-19,8484.0,Kitchen & Dining Features
238,2021-03-20,8001.0,Kitchen & Dining Features
239,2021-03-21,8001.0,Kitchen & Dining Features
240,2021-03-22,8001.0,Kitchen & Dining Features
241,2021-03-23,10240.0,Kitchen & Dining Features
242,2021-03-24,10240.0,Kitchen & Dining Features
243,2021-03-25,10240.0,Kitchen & Dining Features
244,2021-03-26,9886.0,Kitchen & Dining Features
245,2021-03-27,9886.0,Kitchen & Dining Features
246,2021-03-28,9886.0,Kitchen & Dining Features
247,2021-03-29,10365.0,Kitchen & Dining Features
248,2021-03-30,9629.0,Kitchen & Dining Features
249,2021-03-31,9629.0,Kitchen & Dining Features
250,2021-04-01,11048.0,Kitchen & Dining Features
251,2021-04-02,11704.0,Kitchen & Dining Features
252,2021-04-03,11704.0,Kitchen & Dining Features
253,2021-04-04,10650.0,Kitchen & Dining Features
254,2021-04-05,13274.0,Kitchen & Dining Features
255,2021-04-06,13274.0,Kitchen & Dining Features
256,2021-04-07,10143.0,Kitchen & Dining Features
257,2021-04-08,10143.0,Kitchen & Dining Features
258,2021-04-09,8582.0,Kitchen & Dining Features
259,2021-04-10,8582.0,Kitchen & Dining Features
260,2021-04-11,8523.0,Kitchen & Dining Features
261,2021-04-12,8523.0,Kitchen & Dining Features
262,2021-04-13,6260.0,Kitchen & Dining Features
263,2021-04-14,6256.0,Kitchen & Dining Features
264,2021-04-15,5393.0,Kitchen & Dining Features
265,2021-04-16,5393.0,Kitchen & Dining Features
266,2021-04-17,5968.0,Kitchen & Dining Features
267,2021-04-18,5968.0,Kitchen & Dining Features
268,2021-04-19,5821.0,Kitchen & Dining Features
269,2021-04-20,5821.0,Kitchen & Dining Features
270,2021-04-21,3943.0,Kitchen & Dining Features
271,2021-04-22,4348.0,Kitchen & Dining Features
272,2021-04-23,3644.0,Kitchen & Dining Features
273,2021-04-24,2347.0,Kitchen & Dining Features
274,2021-04-25,2347.0,Kitchen & Dining Features
275,2021-04-26,2557.0,Kitchen & Dining Features
276,2021-04-27,2424.0,Kitchen & Dining Features
277,2021-04-28,2424.0,Kitchen & Dining Features
278,2021-04-29,3404.0,Kitchen & Dining Features
279,2021-04-30,3152.0,Kitchen & Dining Features
280,2021-05-01,3357.0,Kitchen & Dining Features
281,2021-05-02,3357.0,Kitchen & Dining Features
282,2021-05-03,4269.0,Kitchen & Dining Features
283,2021-05-04,4269.0,Kitchen & Dining Features
284,2021-05-05,4454.0,Kitchen & Dining Features
285,2021-05-06,4069.0,Kitchen & Dining Features
286,2021-05-07,4069.0,Kitchen & Dining Features
287,2021-05-08,3311.0,Kitchen & Dining Features
288,2021-05-09,3311.0,Kitchen & Dining Features
289,2021-05-10,4144.0,Kitchen & Dining Features
290,2021-05-11,4144.0,Kitchen & Dining Features
291,2021-05-12,3453.0,Kitchen & Dining Features
292,2021-05-13,3453.0,Kitchen & Dining Features
293,2021-05-14,4739.0,Kitchen & Dining Features
294,2021-05-15,4739.0,Kitchen & Dining Features
295,2021-05-16,4739.0,Kitchen & Dining Features
296,2021-05-17,5135.0,Kitchen & Dining Features
297,2021-05-18,4876.0,Kitchen & Dining Features
298,2021-05-19,4876.0,Kitchen & Dining Features
299,2021-05-20,4711.0,Kitchen & Dining Features
300,2021-05-21,4711.0,Kitchen & Dining Features
301,2021-05-22,5259.0,Kitchen & Dining Features
302,2021-05-23,4809.0,Kitchen & Dining Features
303,2021-05-24,4253.0,Kitchen & Dining Features
304,2021-05-25,4253.0,Kitchen & Dining Features
305,2021-05-26,4397.0,Kitchen & Dining Features
306,2021-05-27,5334.0,Kitchen & Dining Features
307,2021-05-28,5486.0,Kitchen & Dining Features
308,2021-05-29,4877.0,Kitchen & Dining Features
309,2021-05-30,4877.0,Kitchen & Dining Features
310,2021-05-31,5672.0,Kitchen & Dining Features
311,2021-06-01,5490.0,Kitchen & Dining Features
312,2021-06-02,6460.0,Kitchen & Dining Features
313,2021-06-03,5977.0,Kitchen & Dining Features
314,2021-06-04,5977.0,Kitchen & Dining Features
315,2021-06-05,5554.0,Kitchen & Dining Features
316,2021-06-06,6387.0,Kitchen & Dining Features
317,2021-06-07,6387.0,Kitchen & Dining Features
318,2021-06-08,6558.0,Kitchen & Dining Features
319,2021-06-09,6558.0,Kitchen & Dining Features
320,2021-06-10,7214.0,Kitchen & Dining Features
321,2021-06-11,7214.0,Kitchen & Dining Features
322,2021-06-12,7214.0,Kitchen & Dining Features
323,2021-06-13,6184.0,Kitchen & Dining Features
324,2021-06-14,6184.0,Kitchen & Dining Features
325,2021-06-15,6646.0,Kitchen & Dining Features
326,2021-06-16,6646.0,Kitchen & Dining Features
327,2021-06-17,6646.0,Kitchen & Dining Features
328,2021-06-18,6725.0,Kitchen & Dining Features
329,2021-06-19,6342.0,Kitchen & Dining Features
330,2021-06-20,6342.0,Kitchen & Dining Features
331,2021-06-21,6342.0,Kitchen & Dining Features
332,2021-06-22,7554.0,Kitchen & Dining Features
333,2021-06-23,7554.0,Kitchen & Dining Features
334,2021-06-24,5441.0,Kitchen & Dining Features
335,2021-06-25,5441.0,Kitchen & Dining Features
336,2021-06-26,5441.0,Kitchen & Dining Features
337,2021-06-27,4570.0,Kitchen & Dining Features
338,2021-06-28,4318.0,Kitchen & Dining Features
339,2021-06-29,4318.0,Kitchen & Dining Features
340,2021-06-30,5773.0,Kitchen & Dining Features
341,2021-07-01,4910.0,Kitchen & Dining Features
342,2021-07-02,4910.0,Kitchen & Dining Features
343,2021-07-03,4910.0,Kitchen & Dining Features
344,2021-07-04,6165.0,Kitchen & Dining Features
345,2021-07-05,6165.0,Kitchen & Dining Features
346,2021-07-06,6873.0,Kitchen & Dining Features
347,2021-07-07,6873.0,Kitchen & Dining Features
348,2021-07-08,7391.0,Kitchen & Dining Features
349,2021-07-09,11044.0,Kitchen & Dining Features
350,2021-07-10,11044.0,Kitchen & Dining Features
351,2021-07-11,8136.0,Kitchen & Dining Features
