,date,value,name_B086XKTR5Y
69,2020-06-27,9493.0,Flat Sheets
70,2020-06-28,9493.0,Flat Sheets
71,2020-06-29,7912.0,Flat Sheets
72,2020-06-30,7912.0,Flat Sheets
73,2020-07-01,7526.0,Flat Sheets
74,2020-07-02,7526.0,Flat Sheets
75,2020-07-03,8455.0,Flat Sheets
76,2020-07-04,8455.0,Flat Sheets
77,2020-07-05,8455.0,Flat Sheets
78,2020-07-06,6477.0,Flat Sheets
79,2020-07-07,6477.0,Flat Sheets
80,2020-07-08,6477.0,Flat Sheets
81,2020-07-09,8912.0,Flat Sheets
82,2020-07-10,8912.0,Flat Sheets
83,2020-07-11,8285.0,Flat Sheets
84,2020-07-12,8285.0,Flat Sheets
85,2020-07-13,8285.0,Flat Sheets
86,2020-07-14,9646.0,Flat Sheets
87,2020-07-15,9646.0,Flat Sheets
88,2020-07-16,9646.0,Flat Sheets
89,2020-07-17,9646.0,Flat Sheets
90,2020-07-18,11483.0,Flat Sheets
91,2020-07-19,11483.0,Flat Sheets
92,2020-07-20,11483.0,Flat Sheets
93,2020-07-21,11483.0,Flat Sheets
94,2020-07-22,10144.0,Flat Sheets
95,2020-07-23,10144.0,Flat Sheets
96,2020-07-24,8767.0,Flat Sheets
97,2020-07-25,8767.0,Flat Sheets
98,2020-07-26,8767.0,Flat Sheets
99,2020-07-27,11323.0,Flat Sheets
100,2020-07-28,11323.0,Flat Sheets
101,2020-07-29,11323.0,Flat Sheets
102,2020-07-30,10164.0,Flat Sheets
103,2020-07-31,10164.0,Flat Sheets
104,2020-08-01,10164.0,Flat Sheets
105,2020-08-02,10239.0,Flat Sheets
106,2020-08-03,9823.0,Flat Sheets
107,2020-08-04,9823.0,Flat Sheets
108,2020-08-05,7752.0,Flat Sheets
109,2020-08-06,7752.0,Flat Sheets
110,2020-08-07,7752.0,Flat Sheets
111,2020-08-08,7752.0,Flat Sheets
112,2020-08-09,11953.0,Flat Sheets
113,2020-08-10,11953.0,Flat Sheets
114,2020-08-11,11953.0,Flat Sheets
115,2020-08-12,11953.0,Flat Sheets
116,2020-08-13,11294.0,Flat Sheets
117,2020-08-14,11294.0,Flat Sheets
118,2020-08-15,11294.0,Flat Sheets
119,2020-08-16,11294.0,Flat Sheets
120,2020-08-17,12091.0,Flat Sheets
121,2020-08-18,12091.0,Flat Sheets
122,2020-08-19,12091.0,Flat Sheets
123,2020-08-20,9672.0,Flat Sheets
124,2020-08-21,9672.0,Flat Sheets
125,2020-08-22,9672.0,Flat Sheets
126,2020-08-23,9672.0,Flat Sheets
127,2020-08-24,14500.0,Flat Sheets
128,2020-08-25,14500.0,Flat Sheets
129,2020-08-26,14500.0,Flat Sheets
130,2020-08-27,13221.0,Flat Sheets
131,2020-08-28,13221.0,Flat Sheets
132,2020-08-29,13221.0,Flat Sheets
133,2020-08-30,14130.0,Flat Sheets
134,2020-08-31,12191.0,Flat Sheets
135,2020-09-01,12191.0,Flat Sheets
136,2020-09-02,12191.0,Flat Sheets
137,2020-09-03,17624.0,Flat Sheets
138,2020-09-04,17624.0,Flat Sheets
139,2020-09-05,17624.0,Flat Sheets
140,2020-09-06,17587.0,Flat Sheets
141,2020-09-07,17587.0,Flat Sheets
142,2020-09-08,17587.0,Flat Sheets
143,2020-09-09,20351.0,Flat Sheets
144,2020-09-10,20351.0,Flat Sheets
145,2020-09-11,20351.0,Flat Sheets
146,2020-09-12,20351.0,Flat Sheets
147,2020-09-13,20351.0,Flat Sheets
148,2020-09-14,15920.0,Flat Sheets
149,2020-09-15,15920.0,Flat Sheets
150,2020-09-16,15920.0,Flat Sheets
151,2020-09-17,14712.0,Flat Sheets
152,2020-09-18,14712.0,Flat Sheets
153,2020-09-19,12466.0,Flat Sheets
154,2020-09-20,12466.0,Flat Sheets
155,2020-09-21,12466.0,Flat Sheets
156,2020-09-22,9486.0,Flat Sheets
157,2020-09-23,9486.0,Flat Sheets
158,2020-09-24,9521.0,Flat Sheets
159,2020-09-25,9521.0,Flat Sheets
160,2020-09-26,9521.0,Flat Sheets
161,2020-09-27,9521.0,Flat Sheets
162,2020-09-28,9521.0,Flat Sheets
163,2020-09-29,14836.0,Flat Sheets
164,2020-09-30,14836.0,Flat Sheets
165,2020-10-01,14836.0,Flat Sheets
166,2020-10-02,14836.0,Flat Sheets
167,2020-10-03,14242.0,Flat Sheets
168,2020-10-04,14242.0,Flat Sheets
169,2020-10-05,14242.0,Flat Sheets
170,2020-10-06,13004.0,Flat Sheets
171,2020-10-07,13004.0,Flat Sheets
172,2020-10-08,13004.0,Flat Sheets
173,2020-10-09,12419.0,Flat Sheets
174,2020-10-10,9874.0,Flat Sheets
175,2020-10-11,9874.0,Flat Sheets
176,2020-10-12,9874.0,Flat Sheets
177,2020-10-13,11641.0,Flat Sheets
178,2020-10-14,11641.0,Flat Sheets
179,2020-10-15,16571.0,Flat Sheets
180,2020-10-16,16571.0,Flat Sheets
181,2020-10-17,16571.0,Flat Sheets
182,2020-10-18,9438.0,Flat Sheets
183,2020-10-19,9438.0,Flat Sheets
184,2020-10-20,9438.0,Flat Sheets
185,2020-10-21,9667.0,Flat Sheets
186,2020-10-22,9667.0,Flat Sheets
187,2020-10-23,9667.0,Flat Sheets
188,2020-10-24,10416.0,Flat Sheets
189,2020-10-25,10416.0,Flat Sheets
190,2020-10-26,9439.0,Flat Sheets
191,2020-10-27,9439.0,Flat Sheets
192,2020-10-28,7797.0,Flat Sheets
193,2020-10-29,7797.0,Flat Sheets
194,2020-10-30,10280.0,Flat Sheets
195,2020-10-31,10280.0,Flat Sheets
196,2020-11-01,12616.0,Flat Sheets
197,2020-11-02,12616.0,Flat Sheets
198,2020-11-03,15503.0,Flat Sheets
199,2020-11-04,15503.0,Flat Sheets
200,2020-11-05,15503.0,Flat Sheets
201,2020-11-06,15503.0,Flat Sheets
202,2020-11-07,21478.0,Flat Sheets
203,2020-11-08,21478.0,Flat Sheets
204,2020-11-09,21478.0,Flat Sheets
205,2020-11-10,22282.0,Flat Sheets
206,2020-11-11,22282.0,Flat Sheets
207,2020-11-12,19853.0,Flat Sheets
208,2020-11-13,19853.0,Flat Sheets
209,2020-11-14,19853.0,Flat Sheets
210,2020-11-15,19351.0,Flat Sheets
211,2020-11-16,19351.0,Flat Sheets
212,2020-11-17,19351.0,Flat Sheets
213,2020-11-18,23732.0,Flat Sheets
214,2020-11-19,23732.0,Flat Sheets
215,2020-11-20,23732.0,Flat Sheets
216,2020-11-21,20944.0,Flat Sheets
217,2020-11-22,17909.0,Flat Sheets
218,2020-11-23,17909.0,Flat Sheets
219,2020-11-24,17909.0,Flat Sheets
220,2020-11-25,26440.0,Flat Sheets
221,2020-11-26,24641.0,Flat Sheets
222,2020-11-27,24641.0,Flat Sheets
223,2020-11-28,24641.0,Flat Sheets
224,2020-11-29,21898.0,Flat Sheets
225,2020-11-30,21898.0,Flat Sheets
226,2020-12-01,21898.0,Flat Sheets
227,2020-12-02,21898.0,Flat Sheets
228,2020-12-03,21898.0,Flat Sheets
229,2020-12-04,27776.0,Flat Sheets
230,2020-12-05,27776.0,Flat Sheets
231,2020-12-06,27776.0,Flat Sheets
232,2020-12-07,27776.0,Flat Sheets
233,2020-12-08,30129.0,Flat Sheets
234,2020-12-09,30129.0,Flat Sheets
235,2020-12-10,30129.0,Flat Sheets
236,2020-12-11,30129.0,Flat Sheets
237,2020-12-12,30129.0,Flat Sheets
238,2020-12-13,23071.0,Flat Sheets
239,2020-12-14,27060.0,Flat Sheets
240,2020-12-15,27060.0,Flat Sheets
241,2020-12-16,27060.0,Flat Sheets
242,2020-12-17,31909.0,Flat Sheets
243,2020-12-18,31909.0,Flat Sheets
244,2020-12-19,31909.0,Flat Sheets
245,2020-12-20,26737.0,Flat Sheets
246,2020-12-21,26737.0,Flat Sheets
247,2020-12-22,26737.0,Flat Sheets
248,2020-12-23,24940.0,Flat Sheets
249,2020-12-24,24940.0,Flat Sheets
250,2020-12-25,24940.0,Flat Sheets
251,2020-12-26,33536.0,Flat Sheets
252,2020-12-27,33536.0,Flat Sheets
253,2020-12-28,28213.0,Flat Sheets
254,2020-12-29,28213.0,Flat Sheets
255,2020-12-30,28213.0,Flat Sheets
256,2020-12-31,28213.0,Flat Sheets
257,2021-01-01,28213.0,Flat Sheets
258,2021-01-02,21793.0,Flat Sheets
259,2021-01-03,21793.0,Flat Sheets
260,2021-01-04,21793.0,Flat Sheets
261,2021-01-05,21793.0,Flat Sheets
262,2021-01-06,21793.0,Flat Sheets
263,2021-01-07,23803.0,Flat Sheets
264,2021-01-08,23803.0,Flat Sheets
265,2021-01-09,23803.0,Flat Sheets
266,2021-01-10,23803.0,Flat Sheets
267,2021-01-11,19109.0,Flat Sheets
268,2021-01-12,19109.0,Flat Sheets
269,2021-01-13,19109.0,Flat Sheets
270,2021-01-14,21416.0,Flat Sheets
271,2021-01-15,21416.0,Flat Sheets
272,2021-01-16,22426.0,Flat Sheets
273,2021-01-17,22426.0,Flat Sheets
274,2021-01-18,22426.0,Flat Sheets
275,2021-01-19,18302.0,Flat Sheets
276,2021-01-20,18302.0,Flat Sheets
277,2021-01-21,18302.0,Flat Sheets
278,2021-01-22,18302.0,Flat Sheets
279,2021-01-23,18302.0,Flat Sheets
280,2021-01-24,17418.0,Flat Sheets
281,2021-01-25,17418.0,Flat Sheets
282,2021-01-26,18644.0,Flat Sheets
283,2021-01-27,18644.0,Flat Sheets
284,2021-01-28,18644.0,Flat Sheets
285,2021-01-29,18644.0,Flat Sheets
286,2021-01-30,18644.0,Flat Sheets
287,2021-01-31,19333.0,Flat Sheets
288,2021-02-01,19333.0,Flat Sheets
289,2021-02-02,19333.0,Flat Sheets
290,2021-02-03,19333.0,Flat Sheets
291,2021-02-04,19333.0,Flat Sheets
292,2021-02-05,19333.0,Flat Sheets
293,2021-02-06,15248.0,Flat Sheets
294,2021-02-07,15248.0,Flat Sheets
295,2021-02-08,14348.0,Flat Sheets
296,2021-02-09,14348.0,Flat Sheets
297,2021-02-10,14348.0,Flat Sheets
298,2021-02-11,12082.0,Flat Sheets
299,2021-02-12,12082.0,Flat Sheets
300,2021-02-13,12082.0,Flat Sheets
301,2021-02-14,12082.0,Flat Sheets
302,2021-02-15,12082.0,Flat Sheets
303,2021-02-16,16165.0,Flat Sheets
304,2021-02-17,16165.0,Flat Sheets
305,2021-02-18,16165.0,Flat Sheets
306,2021-02-19,19407.0,Flat Sheets
307,2021-02-20,19407.0,Flat Sheets
308,2021-02-21,19407.0,Flat Sheets
309,2021-02-22,19407.0,Flat Sheets
310,2021-02-23,19407.0,Flat Sheets
311,2021-02-24,12909.0,Flat Sheets
312,2021-02-25,12598.0,Flat Sheets
313,2021-02-26,12598.0,Flat Sheets
314,2021-02-27,12598.0,Flat Sheets
315,2021-02-28,12206.0,Flat Sheets
316,2021-03-01,11492.0,Flat Sheets
317,2021-03-02,11492.0,Flat Sheets
318,2021-03-03,11578.0,Flat Sheets
319,2021-03-04,11578.0,Flat Sheets
320,2021-03-05,11578.0,Flat Sheets
321,2021-03-06,11578.0,Flat Sheets
322,2021-03-07,11578.0,Flat Sheets
323,2021-03-08,11578.0,Flat Sheets
324,2021-03-09,11578.0,Flat Sheets
325,2021-03-10,11578.0,Flat Sheets
326,2021-03-11,13944.0,Flat Sheets
327,2021-03-12,13944.0,Flat Sheets
328,2021-03-13,13944.0,Flat Sheets
329,2021-03-14,17516.0,Flat Sheets
330,2021-03-15,17516.0,Flat Sheets
331,2021-03-16,15767.0,Flat Sheets
332,2021-03-17,15767.0,Flat Sheets
333,2021-03-18,15767.0,Flat Sheets
334,2021-03-19,17168.0,Flat Sheets
335,2021-03-20,17168.0,Flat Sheets
336,2021-03-21,17168.0,Flat Sheets
337,2021-03-22,17168.0,Flat Sheets
338,2021-03-23,19848.0,Flat Sheets
339,2021-03-24,19848.0,Flat Sheets
340,2021-03-25,19848.0,Flat Sheets
341,2021-03-26,19848.0,Flat Sheets
342,2021-03-27,19117.0,Flat Sheets
343,2021-03-28,17480.0,Flat Sheets
344,2021-03-29,17480.0,Flat Sheets
345,2021-03-30,17480.0,Flat Sheets
346,2021-03-31,22087.0,Flat Sheets
347,2021-04-01,22087.0,Flat Sheets
348,2021-04-02,22087.0,Flat Sheets
349,2021-04-03,22087.0,Flat Sheets
350,2021-04-04,24370.0,Flat Sheets
351,2021-04-05,24370.0,Flat Sheets
352,2021-04-06,24370.0,Flat Sheets
353,2021-04-07,24370.0,Flat Sheets
354,2021-04-08,21288.0,Flat Sheets
355,2021-04-09,21288.0,Flat Sheets
356,2021-04-10,30791.0,Flat Sheets
357,2021-04-11,30791.0,Flat Sheets
358,2021-04-12,30791.0,Flat Sheets
359,2021-04-13,30791.0,Flat Sheets
360,2021-04-14,30791.0,Flat Sheets
361,2021-04-15,30219.0,Flat Sheets
362,2021-04-16,30219.0,Flat Sheets
363,2021-04-17,30219.0,Flat Sheets
364,2021-04-18,34290.0,Flat Sheets
365,2021-04-19,34290.0,Flat Sheets
366,2021-04-20,34290.0,Flat Sheets
367,2021-04-21,34290.0,Flat Sheets
368,2021-04-22,34290.0,Flat Sheets
369,2021-04-23,34290.0,Flat Sheets
370,2021-04-24,30884.0,Flat Sheets
371,2021-04-25,30884.0,Flat Sheets
372,2021-04-26,30884.0,Flat Sheets
373,2021-04-27,32317.0,Flat Sheets
374,2021-04-28,32317.0,Flat Sheets
375,2021-04-29,32317.0,Flat Sheets
376,2021-04-30,50554.0,Flat Sheets
377,2021-05-01,50554.0,Flat Sheets
378,2021-05-02,50554.0,Flat Sheets
379,2021-05-03,36457.0,Flat Sheets
380,2021-05-04,36457.0,Flat Sheets
381,2021-05-05,36457.0,Flat Sheets
382,2021-05-06,36457.0,Flat Sheets
383,2021-05-07,23892.0,Flat Sheets
384,2021-05-08,21049.0,Flat Sheets
385,2021-05-09,21049.0,Flat Sheets
386,2021-05-10,21049.0,Flat Sheets
387,2021-05-11,21049.0,Flat Sheets
388,2021-05-12,22487.0,Flat Sheets
389,2021-05-13,18358.0,Flat Sheets
390,2021-05-14,18358.0,Flat Sheets
391,2021-05-15,16349.0,Flat Sheets
392,2021-05-16,16349.0,Flat Sheets
393,2021-05-17,15321.0,Flat Sheets
394,2021-05-18,15321.0,Flat Sheets
395,2021-05-19,17184.0,Flat Sheets
396,2021-05-20,16499.0,Flat Sheets
397,2021-05-21,16499.0,Flat Sheets
398,2021-05-22,16499.0,Flat Sheets
399,2021-05-23,17236.0,Flat Sheets
400,2021-05-24,17236.0,Flat Sheets
401,2021-05-25,17236.0,Flat Sheets
402,2021-05-26,15194.0,Flat Sheets
403,2021-05-27,15194.0,Flat Sheets
404,2021-05-28,15194.0,Flat Sheets
405,2021-05-29,18296.0,Flat Sheets
406,2021-05-30,21124.0,Flat Sheets
407,2021-05-31,21124.0,Flat Sheets
408,2021-06-01,21402.0,Flat Sheets
409,2021-06-02,24505.0,Flat Sheets
410,2021-06-03,18586.0,Flat Sheets
411,2021-06-04,18586.0,Flat Sheets
412,2021-06-05,18799.0,Flat Sheets
413,2021-06-06,18799.0,Flat Sheets
414,2021-06-07,18565.0,Flat Sheets
415,2021-06-08,18565.0,Flat Sheets
416,2021-06-09,18565.0,Flat Sheets
417,2021-06-10,19763.0,Flat Sheets
418,2021-06-11,19763.0,Flat Sheets
419,2021-06-12,19902.0,Flat Sheets
420,2021-06-13,19902.0,Flat Sheets
421,2021-06-14,17795.0,Flat Sheets
422,2021-06-15,17795.0,Flat Sheets
423,2021-06-16,17795.0,Flat Sheets
424,2021-06-17,20993.0,Flat Sheets
425,2021-06-18,20993.0,Flat Sheets
426,2021-06-19,20993.0,Flat Sheets
427,2021-06-20,19882.0,Flat Sheets
428,2021-06-21,24862.0,Flat Sheets
429,2021-06-22,24862.0,Flat Sheets
430,2021-06-23,28349.0,Flat Sheets
431,2021-06-24,28349.0,Flat Sheets
432,2021-06-25,28349.0,Flat Sheets
433,2021-06-26,28349.0,Flat Sheets
434,2021-06-27,28349.0,Flat Sheets
435,2021-06-28,20127.0,Flat Sheets
436,2021-06-29,20127.0,Flat Sheets
437,2021-06-30,20127.0,Flat Sheets
438,2021-07-01,15882.0,Flat Sheets
439,2021-07-02,15882.0,Flat Sheets
440,2021-07-03,15882.0,Flat Sheets
441,2021-07-04,15882.0,Flat Sheets
442,2021-07-05,15882.0,Flat Sheets
443,2021-07-06,20239.0,Flat Sheets
444,2021-07-07,20239.0,Flat Sheets
445,2021-07-08,20145.0,Flat Sheets
446,2021-07-09,20145.0,Flat Sheets
447,2021-07-10,20145.0,Flat Sheets
448,2021-07-11,27022.0,Flat Sheets
