,date,value,name_B07MF3WLZY
164,2020-11-07,17059.0,Powders
165,2020-11-08,17059.0,Powders
166,2020-11-09,16877.0,Powders
167,2020-11-10,16877.0,Powders
168,2020-11-11,16877.0,Powders
169,2020-11-12,16877.0,Powders
170,2020-11-13,19594.0,Powders
171,2020-11-14,19594.0,Powders
172,2020-11-15,23108.0,Powders
173,2020-11-16,23108.0,Powders
174,2020-11-17,17029.0,Powders
175,2020-11-18,17029.0,Powders
176,2020-11-19,17029.0,Powders
177,2020-11-20,17351.0,Powders
178,2020-11-21,18375.0,Powders
179,2020-11-22,18375.0,Powders
180,2020-11-23,18375.0,Powders
181,2020-11-24,15467.0,Powders
182,2020-11-25,15158.0,Powders
183,2020-11-26,15158.0,Powders
184,2020-11-27,14812.0,Powders
185,2020-11-28,14812.0,Powders
186,2020-11-29,14812.0,Powders
187,2020-11-30,23242.0,Powders
188,2020-12-01,25896.0,Powders
189,2020-12-02,25896.0,Powders
190,2020-12-03,25896.0,Powders
191,2020-12-04,15572.0,Powders
192,2020-12-05,15572.0,Powders
193,2020-12-06,15572.0,Powders
194,2020-12-07,20270.0,Powders
195,2020-12-08,20270.0,Powders
196,2020-12-09,20270.0,Powders
197,2020-12-10,18258.0,Powders
198,2020-12-11,18258.0,Powders
199,2020-12-12,18258.0,Powders
200,2020-12-13,21899.0,Powders
201,2020-12-14,18635.0,Powders
202,2020-12-15,20120.0,Powders
203,2020-12-16,20120.0,Powders
204,2020-12-17,16427.0,Powders
205,2020-12-18,16945.0,Powders
206,2020-12-19,16945.0,Powders
207,2020-12-20,20234.0,Powders
208,2020-12-21,20234.0,Powders
209,2020-12-22,20234.0,Powders
210,2020-12-23,21693.0,Powders
211,2020-12-24,16693.0,Powders
212,2020-12-25,19249.0,Powders
213,2020-12-26,19249.0,Powders
214,2020-12-27,19249.0,Powders
215,2020-12-28,16879.0,Powders
216,2020-12-29,15016.0,Powders
217,2020-12-30,15016.0,Powders
218,2020-12-31,15016.0,Powders
219,2021-01-01,15016.0,Powders
220,2021-01-02,17391.0,Powders
221,2021-01-03,17391.0,Powders
222,2021-01-04,14797.0,Powders
223,2021-01-05,14677.0,Powders
224,2021-01-06,16948.0,Powders
225,2021-01-07,14824.0,Powders
226,2021-01-08,14115.0,Powders
227,2021-01-09,14115.0,Powders
228,2021-01-10,14115.0,Powders
229,2021-01-11,14115.0,Powders
230,2021-01-12,18797.0,Powders
231,2021-01-13,18797.0,Powders
232,2021-01-14,14883.0,Powders
233,2021-01-15,14883.0,Powders
234,2021-01-16,14883.0,Powders
235,2021-01-17,16183.0,Powders
236,2021-01-18,16329.0,Powders
237,2021-01-19,16329.0,Powders
238,2021-01-20,16156.0,Powders
239,2021-01-21,16156.0,Powders
240,2021-01-22,16156.0,Powders
241,2021-01-23,14331.0,Powders
242,2021-01-24,14331.0,Powders
243,2021-01-25,13883.0,Powders
244,2021-01-26,13883.0,Powders
245,2021-01-27,13883.0,Powders
246,2021-01-28,16987.0,Powders
247,2021-01-29,18063.0,Powders
248,2021-01-30,18063.0,Powders
249,2021-01-31,21571.0,Powders
250,2021-02-01,17140.0,Powders
251,2021-02-02,17140.0,Powders
252,2021-02-03,14209.0,Powders
253,2021-02-04,14209.0,Powders
254,2021-02-05,14209.0,Powders
255,2021-02-06,14784.0,Powders
256,2021-02-07,14784.0,Powders
257,2021-02-08,14784.0,Powders
258,2021-02-09,14784.0,Powders
259,2021-02-10,14712.0,Powders
260,2021-02-11,14712.0,Powders
261,2021-02-12,13801.0,Powders
262,2021-02-13,13801.0,Powders
263,2021-02-14,13801.0,Powders
264,2021-02-15,16186.0,Powders
265,2021-02-16,15375.0,Powders
266,2021-02-17,15375.0,Powders
267,2021-02-18,13731.0,Powders
268,2021-02-19,13731.0,Powders
269,2021-02-20,16507.0,Powders
270,2021-02-21,16507.0,Powders
271,2021-02-22,16507.0,Powders
272,2021-02-23,16507.0,Powders
273,2021-02-24,11675.0,Powders
274,2021-02-25,11675.0,Powders
275,2021-02-26,11675.0,Powders
276,2021-02-27,11675.0,Powders
277,2021-02-28,13719.0,Powders
278,2021-03-01,13719.0,Powders
279,2021-03-02,12477.0,Powders
280,2021-03-03,12477.0,Powders
281,2021-03-04,12477.0,Powders
282,2021-03-05,14164.0,Powders
283,2021-03-06,14164.0,Powders
284,2021-03-07,14164.0,Powders
285,2021-03-08,12542.0,Powders
286,2021-03-09,12542.0,Powders
287,2021-03-10,14914.0,Powders
288,2021-03-11,14914.0,Powders
289,2021-03-12,14914.0,Powders
290,2021-03-13,14914.0,Powders
291,2021-03-14,14914.0,Powders
292,2021-03-15,15960.0,Powders
293,2021-03-16,15960.0,Powders
294,2021-03-17,15417.0,Powders
295,2021-03-18,15417.0,Powders
296,2021-03-19,15417.0,Powders
297,2021-03-20,15417.0,Powders
298,2021-03-21,14220.0,Powders
299,2021-03-22,14220.0,Powders
300,2021-03-23,14220.0,Powders
301,2021-03-24,15317.0,Powders
302,2021-03-25,13518.0,Powders
303,2021-03-26,13518.0,Powders
304,2021-03-27,13518.0,Powders
305,2021-03-28,13518.0,Powders
306,2021-03-29,17132.0,Powders
307,2021-03-30,17132.0,Powders
308,2021-03-31,17132.0,Powders
309,2021-04-01,17132.0,Powders
310,2021-04-02,12672.0,Powders
311,2021-04-03,12672.0,Powders
312,2021-04-04,12672.0,Powders
313,2021-04-05,13020.0,Powders
314,2021-04-06,13020.0,Powders
315,2021-04-07,13020.0,Powders
316,2021-04-08,13020.0,Powders
317,2021-04-09,13020.0,Powders
318,2021-04-10,15398.0,Powders
319,2021-04-11,15398.0,Powders
320,2021-04-12,14508.0,Powders
321,2021-04-13,13012.0,Powders
322,2021-04-14,13012.0,Powders
323,2021-04-15,13012.0,Powders
324,2021-04-16,15106.0,Powders
325,2021-04-17,15106.0,Powders
326,2021-04-18,15106.0,Powders
327,2021-04-19,11738.0,Powders
328,2021-04-20,12033.0,Powders
329,2021-04-21,12033.0,Powders
330,2021-04-22,10981.0,Powders
331,2021-04-23,11363.0,Powders
332,2021-04-24,11363.0,Powders
333,2021-04-25,11363.0,Powders
334,2021-04-26,13551.0,Powders
335,2021-04-27,12737.0,Powders
336,2021-04-28,10374.0,Powders
337,2021-04-29,10374.0,Powders
338,2021-04-30,11738.0,Powders
339,2021-05-01,11738.0,Powders
340,2021-05-02,11738.0,Powders
341,2021-05-03,12711.0,Powders
342,2021-05-04,12275.0,Powders
343,2021-05-05,12275.0,Powders
344,2021-05-06,12275.0,Powders
345,2021-05-07,11052.0,Powders
346,2021-05-08,11052.0,Powders
347,2021-05-09,11052.0,Powders
348,2021-05-10,12086.0,Powders
349,2021-05-11,11584.0,Powders
350,2021-05-12,10932.0,Powders
351,2021-05-13,10932.0,Powders
352,2021-05-14,10932.0,Powders
353,2021-05-15,10589.0,Powders
354,2021-05-16,10589.0,Powders
355,2021-05-17,11927.0,Powders
356,2021-05-18,10880.0,Powders
357,2021-05-19,11593.0,Powders
358,2021-05-20,12642.0,Powders
359,2021-05-21,10789.0,Powders
360,2021-05-22,10789.0,Powders
361,2021-05-23,11567.0,Powders
362,2021-05-24,11567.0,Powders
363,2021-05-25,11567.0,Powders
364,2021-05-26,13403.0,Powders
365,2021-05-27,13403.0,Powders
366,2021-05-28,9742.0,Powders
367,2021-05-29,12702.0,Powders
368,2021-05-30,12702.0,Powders
369,2021-05-31,12702.0,Powders
370,2021-06-01,10284.0,Powders
371,2021-06-02,10940.0,Powders
372,2021-06-03,12855.0,Powders
373,2021-06-04,12855.0,Powders
374,2021-06-05,11719.0,Powders
375,2021-06-06,11719.0,Powders
376,2021-06-07,12572.0,Powders
377,2021-06-08,11857.0,Powders
378,2021-06-09,13686.0,Powders
379,2021-06-10,13350.0,Powders
380,2021-06-11,13350.0,Powders
381,2021-06-12,11634.0,Powders
382,2021-06-13,11634.0,Powders
383,2021-06-14,11634.0,Powders
384,2021-06-15,11245.0,Powders
385,2021-06-16,11245.0,Powders
386,2021-06-17,10266.0,Powders
387,2021-06-18,10292.0,Powders
388,2021-06-19,10292.0,Powders
389,2021-06-20,14306.0,Powders
390,2021-06-21,14247.0,Powders
391,2021-06-22,13032.0,Powders
392,2021-06-23,15197.0,Powders
393,2021-06-24,15197.0,Powders
394,2021-06-25,15197.0,Powders
395,2021-06-26,12131.0,Powders
396,2021-06-27,12217.0,Powders
397,2021-06-28,12217.0,Powders
398,2021-06-29,13119.0,Powders
399,2021-06-30,13119.0,Powders
400,2021-07-01,13119.0,Powders
401,2021-07-02,12252.0,Powders
402,2021-07-03,12252.0,Powders
403,2021-07-04,12252.0,Powders
404,2021-07-05,12921.0,Powders
405,2021-07-06,12921.0,Powders
406,2021-07-07,9774.0,Powders
407,2021-07-08,12457.0,Powders
408,2021-07-09,9815.0,Powders
409,2021-07-10,9815.0,Powders
410,2021-07-11,11926.0,Powders
