,date,value,name_B07VC7375R
67,2019-09-27,1149.0,Electric Space Heaters
68,2019-09-28,1394.0,Electric Space Heaters
69,2019-09-29,1491.0,Electric Space Heaters
70,2019-09-30,1358.0,Electric Space Heaters
71,2019-10-01,1358.0,Electric Space Heaters
72,2019-10-02,1358.0,Electric Space Heaters
73,2019-10-03,440.0,Electric Space Heaters
74,2019-10-04,440.0,Electric Space Heaters
75,2019-10-05,440.0,Electric Space Heaters
76,2019-10-06,167.0,Electric Space Heaters
77,2019-10-07,265.0,Electric Space Heaters
78,2019-10-08,139.0,Electric Space Heaters
79,2019-10-09,97.0,Electric Space Heaters
80,2019-10-10,207.0,Electric Space Heaters
81,2019-10-11,178.0,Electric Space Heaters
82,2019-10-12,135.0,Electric Space Heaters
83,2019-10-13,135.0,Electric Space Heaters
84,2019-10-14,337.0,Electric Space Heaters
85,2019-10-15,138.0,Electric Space Heaters
86,2019-10-16,205.0,Electric Space Heaters
87,2019-10-17,234.0,Electric Space Heaters
88,2019-10-18,141.0,Electric Space Heaters
89,2019-10-19,152.0,Electric Space Heaters
90,2019-10-20,192.0,Electric Space Heaters
91,2019-10-21,334.0,Electric Space Heaters
92,2019-10-22,165.0,Electric Space Heaters
93,2019-10-23,210.0,Electric Space Heaters
94,2019-10-24,263.0,Electric Space Heaters
95,2019-10-25,242.0,Electric Space Heaters
96,2019-10-26,338.0,Electric Space Heaters
97,2019-10-27,481.0,Electric Space Heaters
98,2019-10-28,534.0,Electric Space Heaters
99,2019-10-29,534.0,Electric Space Heaters
100,2019-10-30,523.0,Electric Space Heaters
101,2019-10-31,1671.0,Electric Space Heaters
102,2019-11-01,1671.0,Electric Space Heaters
103,2019-11-02,1671.0,Electric Space Heaters
104,2019-11-03,-1.0,Electric Space Heaters
105,2019-11-04,-1.0,Electric Space Heaters
106,2019-11-05,-1.0,Electric Space Heaters
107,2019-11-06,241.0,Electric Space Heaters
108,2019-11-07,163.0,Electric Space Heaters
109,2019-11-08,88.0,Electric Space Heaters
110,2019-11-09,103.0,Electric Space Heaters
111,2019-11-10,126.0,Electric Space Heaters
112,2019-11-11,126.0,Electric Space Heaters
113,2019-11-12,11010.0,Electric Space Heaters
114,2019-11-13,129.0,Electric Space Heaters
115,2019-11-14,129.0,Electric Space Heaters
116,2019-11-15,129.0,Electric Space Heaters
117,2019-11-16,182.0,Electric Space Heaters
118,2019-11-17,242.0,Electric Space Heaters
119,2019-11-18,284.0,Electric Space Heaters
120,2019-11-19,284.0,Electric Space Heaters
121,2019-11-20,284.0,Electric Space Heaters
122,2019-11-21,312.0,Electric Space Heaters
123,2019-11-22,312.0,Electric Space Heaters
124,2019-11-23,408.0,Electric Space Heaters
125,2019-11-24,638.0,Electric Space Heaters
126,2019-11-25,1134.0,Electric Space Heaters
127,2019-11-26,615.0,Electric Space Heaters
128,2019-11-27,326.0,Electric Space Heaters
129,2019-11-28,326.0,Electric Space Heaters
130,2019-11-29,1089.0,Electric Space Heaters
131,2019-11-30,696.0,Electric Space Heaters
132,2019-12-01,653.0,Electric Space Heaters
133,2019-12-02,843.0,Electric Space Heaters
134,2019-12-03,579.0,Electric Space Heaters
135,2019-12-04,491.0,Electric Space Heaters
136,2019-12-05,491.0,Electric Space Heaters
137,2019-12-06,546.0,Electric Space Heaters
138,2019-12-07,546.0,Electric Space Heaters
139,2019-12-08,843.0,Electric Space Heaters
140,2019-12-09,1179.0,Electric Space Heaters
141,2019-12-10,1184.0,Electric Space Heaters
142,2019-12-11,1001.0,Electric Space Heaters
143,2019-12-12,1001.0,Electric Space Heaters
144,2019-12-13,1001.0,Electric Space Heaters
145,2019-12-14,1001.0,Electric Space Heaters
146,2019-12-15,1697.0,Electric Space Heaters
147,2019-12-16,1697.0,Electric Space Heaters
148,2019-12-17,1697.0,Electric Space Heaters
149,2019-12-18,1697.0,Electric Space Heaters
150,2019-12-19,822.0,Electric Space Heaters
151,2019-12-20,766.0,Electric Space Heaters
152,2019-12-21,766.0,Electric Space Heaters
153,2019-12-22,839.0,Electric Space Heaters
154,2019-12-23,839.0,Electric Space Heaters
155,2019-12-24,839.0,Electric Space Heaters
156,2019-12-25,983.0,Electric Space Heaters
157,2019-12-26,1266.0,Electric Space Heaters
158,2019-12-27,1078.0,Electric Space Heaters
159,2019-12-28,1194.0,Electric Space Heaters
160,2019-12-29,1194.0,Electric Space Heaters
161,2019-12-30,813.0,Electric Space Heaters
162,2019-12-31,813.0,Electric Space Heaters
163,2020-01-01,813.0,Electric Space Heaters
164,2020-01-02,813.0,Electric Space Heaters
165,2020-01-03,867.0,Electric Space Heaters
166,2020-01-04,867.0,Electric Space Heaters
167,2020-01-05,1501.0,Electric Space Heaters
168,2020-01-06,1456.0,Electric Space Heaters
169,2020-01-07,677.0,Electric Space Heaters
170,2020-01-08,677.0,Electric Space Heaters
171,2020-01-09,677.0,Electric Space Heaters
172,2020-01-10,429.0,Electric Space Heaters
173,2020-01-11,429.0,Electric Space Heaters
174,2020-01-12,679.0,Electric Space Heaters
175,2020-01-13,679.0,Electric Space Heaters
176,2020-01-14,445.0,Electric Space Heaters
177,2020-01-15,445.0,Electric Space Heaters
178,2020-01-16,445.0,Electric Space Heaters
179,2020-01-17,170.0,Electric Space Heaters
180,2020-01-18,170.0,Electric Space Heaters
181,2020-01-19,170.0,Electric Space Heaters
182,2020-01-20,170.0,Electric Space Heaters
183,2020-01-21,83.0,Electric Space Heaters
184,2020-01-22,83.0,Electric Space Heaters
185,2020-01-23,115.0,Electric Space Heaters
186,2020-01-24,115.0,Electric Space Heaters
187,2020-01-25,209.0,Electric Space Heaters
188,2020-01-26,533.0,Electric Space Heaters
189,2020-01-27,772.0,Electric Space Heaters
190,2020-01-28,772.0,Electric Space Heaters
191,2020-01-29,1978.0,Electric Space Heaters
192,2020-01-30,1819.0,Electric Space Heaters
193,2020-01-31,1819.0,Electric Space Heaters
194,2020-02-01,824.0,Electric Space Heaters
195,2020-02-02,986.0,Electric Space Heaters
196,2020-02-03,1437.0,Electric Space Heaters
197,2020-02-04,1437.0,Electric Space Heaters
198,2020-02-05,1437.0,Electric Space Heaters
199,2020-02-06,297.0,Electric Space Heaters
200,2020-02-07,297.0,Electric Space Heaters
201,2020-02-08,367.0,Electric Space Heaters
202,2020-02-09,622.0,Electric Space Heaters
203,2020-02-10,756.0,Electric Space Heaters
204,2020-02-11,756.0,Electric Space Heaters
205,2020-02-12,756.0,Electric Space Heaters
206,2020-02-13,756.0,Electric Space Heaters
207,2020-02-14,454.0,Electric Space Heaters
208,2020-02-15,454.0,Electric Space Heaters
209,2020-02-16,505.0,Electric Space Heaters
210,2020-02-17,844.0,Electric Space Heaters
211,2020-02-18,844.0,Electric Space Heaters
212,2020-02-19,844.0,Electric Space Heaters
213,2020-02-20,1284.0,Electric Space Heaters
214,2020-02-21,1284.0,Electric Space Heaters
215,2020-02-22,1284.0,Electric Space Heaters
216,2020-02-23,1284.0,Electric Space Heaters
217,2020-02-24,3843.0,Electric Space Heaters
218,2020-02-25,2871.0,Electric Space Heaters
219,2020-02-26,2871.0,Electric Space Heaters
220,2020-02-27,2871.0,Electric Space Heaters
221,2020-02-28,-1.0,Electric Space Heaters
222,2020-02-29,-1.0,Electric Space Heaters
223,2020-03-01,-1.0,Electric Space Heaters
224,2020-03-02,2646.0,Electric Space Heaters
225,2020-03-03,2646.0,Electric Space Heaters
226,2020-03-04,2164.0,Electric Space Heaters
227,2020-03-05,2164.0,Electric Space Heaters
228,2020-03-06,2164.0,Electric Space Heaters
229,2020-03-07,2164.0,Electric Space Heaters
230,2020-03-08,2164.0,Electric Space Heaters
231,2020-03-09,3709.0,Electric Space Heaters
232,2020-03-10,2219.0,Electric Space Heaters
233,2020-03-11,2219.0,Electric Space Heaters
234,2020-03-12,2219.0,Electric Space Heaters
235,2020-03-13,2457.0,Electric Space Heaters
236,2020-03-14,2457.0,Electric Space Heaters
237,2020-03-15,2457.0,Electric Space Heaters
238,2020-03-16,3282.0,Electric Space Heaters
239,2020-03-17,3282.0,Electric Space Heaters
240,2020-03-18,3282.0,Electric Space Heaters
241,2020-03-19,3282.0,Electric Space Heaters
242,2020-03-20,3282.0,Electric Space Heaters
243,2020-03-21,3282.0,Electric Space Heaters
244,2020-03-22,1665.0,Electric Space Heaters
245,2020-03-23,1665.0,Electric Space Heaters
246,2020-03-24,1665.0,Electric Space Heaters
247,2020-03-25,4024.0,Electric Space Heaters
248,2020-03-26,4024.0,Electric Space Heaters
249,2020-03-27,5759.0,Electric Space Heaters
250,2020-03-28,5759.0,Electric Space Heaters
251,2020-03-29,5759.0,Electric Space Heaters
252,2020-03-30,11047.0,Electric Space Heaters
253,2020-03-31,11047.0,Electric Space Heaters
254,2020-04-01,11316.0,Electric Space Heaters
255,2020-04-02,11316.0,Electric Space Heaters
256,2020-04-03,11316.0,Electric Space Heaters
257,2020-04-04,11316.0,Electric Space Heaters
258,2020-04-05,11316.0,Electric Space Heaters
259,2020-04-06,9519.0,Electric Space Heaters
260,2020-04-07,12085.0,Electric Space Heaters
261,2020-04-08,12085.0,Electric Space Heaters
262,2020-04-09,12085.0,Electric Space Heaters
263,2020-04-10,12085.0,Electric Space Heaters
264,2020-04-11,12085.0,Electric Space Heaters
265,2020-04-12,12085.0,Electric Space Heaters
266,2020-04-13,26457.0,Electric Space Heaters
267,2020-04-14,26457.0,Electric Space Heaters
268,2020-04-15,23943.0,Electric Space Heaters
269,2020-04-16,23943.0,Electric Space Heaters
270,2020-04-17,23943.0,Electric Space Heaters
271,2020-04-18,23943.0,Electric Space Heaters
272,2020-04-19,23943.0,Electric Space Heaters
273,2020-04-20,23943.0,Electric Space Heaters
274,2020-04-21,23943.0,Electric Space Heaters
275,2020-04-22,23943.0,Electric Space Heaters
276,2020-04-23,49086.0,Electric Space Heaters
277,2020-04-24,49086.0,Electric Space Heaters
278,2020-04-25,53734.0,Electric Space Heaters
279,2020-04-26,54719.0,Electric Space Heaters
280,2020-04-27,54719.0,Electric Space Heaters
281,2020-04-28,54719.0,Electric Space Heaters
282,2020-04-29,54719.0,Electric Space Heaters
283,2020-04-30,54719.0,Electric Space Heaters
284,2020-05-01,54719.0,Electric Space Heaters
285,2020-05-02,54719.0,Electric Space Heaters
286,2020-05-03,63683.0,Electric Space Heaters
287,2020-05-04,63683.0,Electric Space Heaters
288,2020-05-05,63136.0,Electric Space Heaters
289,2020-05-06,63136.0,Electric Space Heaters
290,2020-05-07,63136.0,Electric Space Heaters
291,2020-05-08,52286.0,Electric Space Heaters
292,2020-05-09,52286.0,Electric Space Heaters
293,2020-05-10,52286.0,Electric Space Heaters
294,2020-05-11,52286.0,Electric Space Heaters
295,2020-05-12,69429.0,Electric Space Heaters
296,2020-05-13,69429.0,Electric Space Heaters
297,2020-05-14,69429.0,Electric Space Heaters
298,2020-05-15,72540.0,Electric Space Heaters
299,2020-05-16,72540.0,Electric Space Heaters
300,2020-05-17,72540.0,Electric Space Heaters
301,2020-05-18,72540.0,Electric Space Heaters
302,2020-05-19,70892.0,Electric Space Heaters
303,2020-05-20,70892.0,Electric Space Heaters
304,2020-05-21,82209.0,Electric Space Heaters
305,2020-05-22,77414.0,Electric Space Heaters
306,2020-05-23,77414.0,Electric Space Heaters
307,2020-05-24,77414.0,Electric Space Heaters
308,2020-05-25,89431.0,Electric Space Heaters
309,2020-05-26,89431.0,Electric Space Heaters
310,2020-05-27,89431.0,Electric Space Heaters
311,2020-05-28,89431.0,Electric Space Heaters
312,2020-05-29,89431.0,Electric Space Heaters
313,2020-05-30,89431.0,Electric Space Heaters
314,2020-05-31,89431.0,Electric Space Heaters
315,2020-06-01,90491.0,Electric Space Heaters
316,2020-06-02,90491.0,Electric Space Heaters
317,2020-06-03,90491.0,Electric Space Heaters
318,2020-06-04,90338.0,Electric Space Heaters
319,2020-06-05,90338.0,Electric Space Heaters
320,2020-06-06,90338.0,Electric Space Heaters
321,2020-06-07,90338.0,Electric Space Heaters
322,2020-06-08,79488.0,Electric Space Heaters
323,2020-06-09,79488.0,Electric Space Heaters
324,2020-06-10,79488.0,Electric Space Heaters
325,2020-06-11,91711.0,Electric Space Heaters
326,2020-06-12,91711.0,Electric Space Heaters
327,2020-06-13,86755.0,Electric Space Heaters
328,2020-06-14,86755.0,Electric Space Heaters
329,2020-06-15,86755.0,Electric Space Heaters
330,2020-06-16,86755.0,Electric Space Heaters
331,2020-06-17,78288.0,Electric Space Heaters
332,2020-06-18,91750.0,Electric Space Heaters
333,2020-06-19,87919.0,Electric Space Heaters
334,2020-06-20,79492.0,Electric Space Heaters
335,2020-06-21,79492.0,Electric Space Heaters
336,2020-06-22,79492.0,Electric Space Heaters
337,2020-06-23,77539.0,Electric Space Heaters
338,2020-06-24,77539.0,Electric Space Heaters
339,2020-06-25,77539.0,Electric Space Heaters
340,2020-06-26,77539.0,Electric Space Heaters
341,2020-06-27,77539.0,Electric Space Heaters
342,2020-06-28,65193.0,Electric Space Heaters
343,2020-06-29,65193.0,Electric Space Heaters
344,2020-06-30,65193.0,Electric Space Heaters
345,2020-07-01,88186.0,Electric Space Heaters
346,2020-07-02,88186.0,Electric Space Heaters
347,2020-07-03,88186.0,Electric Space Heaters
348,2020-07-04,88186.0,Electric Space Heaters
349,2020-07-05,88186.0,Electric Space Heaters
350,2020-07-06,88186.0,Electric Space Heaters
351,2020-07-07,88186.0,Electric Space Heaters
352,2020-07-08,88186.0,Electric Space Heaters
353,2020-07-09,94222.0,Electric Space Heaters
354,2020-07-10,94222.0,Electric Space Heaters
355,2020-07-11,73354.0,Electric Space Heaters
356,2020-07-12,73354.0,Electric Space Heaters
357,2020-07-13,88228.0,Electric Space Heaters
358,2020-07-14,88228.0,Electric Space Heaters
359,2020-07-15,88228.0,Electric Space Heaters
360,2020-07-16,88228.0,Electric Space Heaters
361,2020-07-17,88228.0,Electric Space Heaters
362,2020-07-18,88228.0,Electric Space Heaters
363,2020-07-19,88228.0,Electric Space Heaters
364,2020-07-20,88228.0,Electric Space Heaters
365,2020-07-21,88228.0,Electric Space Heaters
366,2020-07-22,88228.0,Electric Space Heaters
367,2020-07-23,88228.0,Electric Space Heaters
368,2020-07-24,88228.0,Electric Space Heaters
369,2020-07-25,88228.0,Electric Space Heaters
370,2020-07-26,88228.0,Electric Space Heaters
371,2020-07-27,88228.0,Electric Space Heaters
372,2020-07-28,88228.0,Electric Space Heaters
373,2020-07-29,88228.0,Electric Space Heaters
374,2020-07-30,88228.0,Electric Space Heaters
375,2020-07-31,88228.0,Electric Space Heaters
376,2020-08-01,88228.0,Electric Space Heaters
377,2020-08-02,88228.0,Electric Space Heaters
378,2020-08-03,88228.0,Electric Space Heaters
379,2020-08-04,88228.0,Electric Space Heaters
380,2020-08-05,88228.0,Electric Space Heaters
381,2020-08-06,88228.0,Electric Space Heaters
382,2020-08-07,88228.0,Electric Space Heaters
383,2020-08-08,88228.0,Electric Space Heaters
384,2020-08-09,88228.0,Electric Space Heaters
385,2020-08-10,88228.0,Electric Space Heaters
386,2020-08-11,88228.0,Electric Space Heaters
387,2020-08-12,88228.0,Electric Space Heaters
388,2020-08-13,88228.0,Electric Space Heaters
389,2020-08-14,88228.0,Electric Space Heaters
390,2020-08-15,88228.0,Electric Space Heaters
391,2020-08-16,88228.0,Electric Space Heaters
392,2020-08-17,88228.0,Electric Space Heaters
393,2020-08-18,88228.0,Electric Space Heaters
394,2020-08-19,88228.0,Electric Space Heaters
395,2020-08-20,88228.0,Electric Space Heaters
396,2020-08-21,88228.0,Electric Space Heaters
397,2020-08-22,88228.0,Electric Space Heaters
398,2020-08-23,88228.0,Electric Space Heaters
399,2020-08-24,88228.0,Electric Space Heaters
400,2020-08-25,88228.0,Electric Space Heaters
401,2020-08-26,88228.0,Electric Space Heaters
402,2020-08-27,88228.0,Electric Space Heaters
403,2020-08-28,88228.0,Electric Space Heaters
404,2020-08-29,88228.0,Electric Space Heaters
405,2020-08-30,88228.0,Electric Space Heaters
406,2020-08-31,88228.0,Electric Space Heaters
407,2020-09-01,88228.0,Electric Space Heaters
408,2020-09-02,88228.0,Electric Space Heaters
409,2020-09-03,10284.0,Electric Space Heaters
410,2020-09-04,10284.0,Electric Space Heaters
411,2020-09-05,10284.0,Electric Space Heaters
412,2020-09-06,10754.0,Electric Space Heaters
413,2020-09-07,11111.0,Electric Space Heaters
414,2020-09-08,9799.0,Electric Space Heaters
415,2020-09-09,9799.0,Electric Space Heaters
416,2020-09-10,2126.0,Electric Space Heaters
417,2020-09-11,1960.0,Electric Space Heaters
418,2020-09-12,2040.0,Electric Space Heaters
419,2020-09-13,2040.0,Electric Space Heaters
420,2020-09-14,4357.0,Electric Space Heaters
421,2020-09-15,2054.0,Electric Space Heaters
422,2020-09-16,753.0,Electric Space Heaters
423,2020-09-17,866.0,Electric Space Heaters
424,2020-09-18,1043.0,Electric Space Heaters
425,2020-09-19,1176.0,Electric Space Heaters
426,2020-09-20,1176.0,Electric Space Heaters
427,2020-09-21,733.0,Electric Space Heaters
428,2020-09-22,412.0,Electric Space Heaters
429,2020-09-23,380.0,Electric Space Heaters
430,2020-09-24,714.0,Electric Space Heaters
431,2020-09-25,1007.0,Electric Space Heaters
432,2020-09-26,1007.0,Electric Space Heaters
433,2020-09-27,1007.0,Electric Space Heaters
434,2020-09-28,3799.0,Electric Space Heaters
435,2020-09-29,3109.0,Electric Space Heaters
436,2020-09-30,1968.0,Electric Space Heaters
437,2020-10-01,1968.0,Electric Space Heaters
438,2020-10-02,1968.0,Electric Space Heaters
439,2020-10-03,727.0,Electric Space Heaters
440,2020-10-04,779.0,Electric Space Heaters
441,2020-10-05,779.0,Electric Space Heaters
442,2020-10-06,539.0,Electric Space Heaters
443,2020-10-07,675.0,Electric Space Heaters
444,2020-10-08,1057.0,Electric Space Heaters
445,2020-10-09,1057.0,Electric Space Heaters
446,2020-10-10,1463.0,Electric Space Heaters
447,2020-10-11,1463.0,Electric Space Heaters
448,2020-10-12,1463.0,Electric Space Heaters
449,2020-10-13,996.0,Electric Space Heaters
450,2020-10-14,1844.0,Electric Space Heaters
451,2020-10-15,1844.0,Electric Space Heaters
452,2020-10-16,2063.0,Electric Space Heaters
453,2020-10-17,2063.0,Electric Space Heaters
454,2020-10-18,599.0,Electric Space Heaters
455,2020-10-19,249.0,Electric Space Heaters
456,2020-10-20,67.0,Electric Space Heaters
457,2020-10-21,162.0,Electric Space Heaters
458,2020-10-22,286.0,Electric Space Heaters
459,2020-10-23,262.0,Electric Space Heaters
460,2020-10-24,262.0,Electric Space Heaters
461,2020-10-25,231.0,Electric Space Heaters
462,2020-10-26,95.0,Electric Space Heaters
463,2020-10-27,19.0,Electric Space Heaters
464,2020-10-28,20.0,Electric Space Heaters
465,2020-10-29,50.0,Electric Space Heaters
466,2020-10-30,50.0,Electric Space Heaters
467,2020-10-31,65.0,Electric Space Heaters
468,2020-11-01,165.0,Electric Space Heaters
469,2020-11-02,78.0,Electric Space Heaters
470,2020-11-03,78.0,Electric Space Heaters
471,2020-11-04,204.0,Electric Space Heaters
472,2020-11-05,269.0,Electric Space Heaters
473,2020-11-06,366.0,Electric Space Heaters
474,2020-11-07,366.0,Electric Space Heaters
475,2020-11-08,366.0,Electric Space Heaters
476,2020-11-09,841.0,Electric Space Heaters
477,2020-11-10,211.0,Electric Space Heaters
478,2020-11-11,211.0,Electric Space Heaters
479,2020-11-12,73.0,Electric Space Heaters
480,2020-11-13,73.0,Electric Space Heaters
481,2020-11-14,73.0,Electric Space Heaters
482,2020-11-15,407.0,Electric Space Heaters
483,2020-11-16,407.0,Electric Space Heaters
484,2020-11-17,93.0,Electric Space Heaters
485,2020-11-18,27.0,Electric Space Heaters
486,2020-11-19,27.0,Electric Space Heaters
487,2020-11-20,68.0,Electric Space Heaters
488,2020-11-21,68.0,Electric Space Heaters
489,2020-11-22,346.0,Electric Space Heaters
490,2020-11-23,506.0,Electric Space Heaters
491,2020-11-24,506.0,Electric Space Heaters
492,2020-11-25,297.0,Electric Space Heaters
493,2020-11-26,315.0,Electric Space Heaters
494,2020-11-27,500.0,Electric Space Heaters
495,2020-11-28,581.0,Electric Space Heaters
496,2020-11-29,581.0,Electric Space Heaters
497,2020-11-30,411.0,Electric Space Heaters
498,2020-12-01,544.0,Electric Space Heaters
499,2020-12-02,596.0,Electric Space Heaters
500,2020-12-03,773.0,Electric Space Heaters
501,2020-12-04,1304.0,Electric Space Heaters
502,2020-12-05,1304.0,Electric Space Heaters
503,2020-12-06,1304.0,Electric Space Heaters
504,2020-12-07,1219.0,Electric Space Heaters
505,2020-12-08,675.0,Electric Space Heaters
506,2020-12-09,616.0,Electric Space Heaters
507,2020-12-10,545.0,Electric Space Heaters
508,2020-12-11,617.0,Electric Space Heaters
509,2020-12-12,796.0,Electric Space Heaters
510,2020-12-13,1162.0,Electric Space Heaters
511,2020-12-14,1756.0,Electric Space Heaters
512,2020-12-15,2307.0,Electric Space Heaters
513,2020-12-16,2307.0,Electric Space Heaters
514,2020-12-17,2307.0,Electric Space Heaters
515,2020-12-18,2307.0,Electric Space Heaters
516,2020-12-19,2307.0,Electric Space Heaters
517,2020-12-20,2307.0,Electric Space Heaters
518,2020-12-21,2307.0,Electric Space Heaters
519,2020-12-22,2307.0,Electric Space Heaters
520,2020-12-23,2307.0,Electric Space Heaters
521,2020-12-24,2307.0,Electric Space Heaters
522,2020-12-25,6557.0,Electric Space Heaters
523,2020-12-26,3671.0,Electric Space Heaters
524,2020-12-27,1706.0,Electric Space Heaters
525,2020-12-28,1103.0,Electric Space Heaters
526,2020-12-29,697.0,Electric Space Heaters
527,2020-12-30,284.0,Electric Space Heaters
528,2020-12-31,272.0,Electric Space Heaters
529,2021-01-01,420.0,Electric Space Heaters
530,2021-01-02,216.0,Electric Space Heaters
531,2021-01-03,463.0,Electric Space Heaters
532,2021-01-04,677.0,Electric Space Heaters
533,2021-01-05,339.0,Electric Space Heaters
534,2021-01-06,343.0,Electric Space Heaters
535,2021-01-07,291.0,Electric Space Heaters
536,2021-01-08,255.0,Electric Space Heaters
537,2021-01-09,241.0,Electric Space Heaters
538,2021-01-10,220.0,Electric Space Heaters
539,2021-01-11,106.0,Electric Space Heaters
540,2021-01-12,52.0,Electric Space Heaters
541,2021-01-13,51.0,Electric Space Heaters
542,2021-01-14,58.0,Electric Space Heaters
543,2021-01-15,103.0,Electric Space Heaters
544,2021-01-16,151.0,Electric Space Heaters
545,2021-01-17,271.0,Electric Space Heaters
546,2021-01-18,399.0,Electric Space Heaters
547,2021-01-19,191.0,Electric Space Heaters
548,2021-01-20,204.0,Electric Space Heaters
549,2021-01-21,226.0,Electric Space Heaters
550,2021-01-22,279.0,Electric Space Heaters
551,2021-01-23,300.0,Electric Space Heaters
552,2021-01-24,414.0,Electric Space Heaters
553,2021-01-25,412.0,Electric Space Heaters
554,2021-01-26,29.0,Electric Space Heaters
555,2021-01-27,29.0,Electric Space Heaters
556,2021-01-28,12.0,Electric Space Heaters
557,2021-01-29,13.0,Electric Space Heaters
558,2021-01-30,24.0,Electric Space Heaters
559,2021-01-31,73.0,Electric Space Heaters
560,2021-02-01,159.0,Electric Space Heaters
561,2021-02-02,110.0,Electric Space Heaters
562,2021-02-03,104.0,Electric Space Heaters
563,2021-02-04,105.0,Electric Space Heaters
564,2021-02-05,78.0,Electric Space Heaters
565,2021-02-06,100.0,Electric Space Heaters
566,2021-02-07,152.0,Electric Space Heaters
567,2021-02-08,129.0,Electric Space Heaters
568,2021-02-09,149.0,Electric Space Heaters
569,2021-02-10,149.0,Electric Space Heaters
570,2021-02-11,149.0,Electric Space Heaters
571,2021-02-12,564.0,Electric Space Heaters
572,2021-02-13,564.0,Electric Space Heaters
573,2021-02-14,766.0,Electric Space Heaters
574,2021-02-15,439.0,Electric Space Heaters
575,2021-02-16,366.0,Electric Space Heaters
576,2021-02-17,153.0,Electric Space Heaters
577,2021-02-18,153.0,Electric Space Heaters
578,2021-02-19,63.0,Electric Space Heaters
579,2021-02-20,63.0,Electric Space Heaters
580,2021-02-21,147.0,Electric Space Heaters
581,2021-02-22,147.0,Electric Space Heaters
582,2021-02-23,223.0,Electric Space Heaters
583,2021-02-24,223.0,Electric Space Heaters
584,2021-02-25,429.0,Electric Space Heaters
585,2021-02-26,429.0,Electric Space Heaters
586,2021-02-27,580.0,Electric Space Heaters
587,2021-02-28,867.0,Electric Space Heaters
588,2021-03-01,1508.0,Electric Space Heaters
589,2021-03-02,241.0,Electric Space Heaters
590,2021-03-03,241.0,Electric Space Heaters
591,2021-03-04,241.0,Electric Space Heaters
