,date,value,name_B07W76Y5X8
558,2021-02-25,5662.0,Throw Pillow Covers
559,2021-02-26,7148.0,Throw Pillow Covers
560,2021-02-27,7148.0,Throw Pillow Covers
561,2021-02-28,5664.0,Throw Pillow Covers
562,2021-03-01,5664.0,Throw Pillow Covers
563,2021-03-02,5664.0,Throw Pillow Covers
564,2021-03-03,8233.0,Throw Pillow Covers
565,2021-03-04,8360.0,Throw Pillow Covers
566,2021-03-05,8360.0,Throw Pillow Covers
567,2021-03-06,8360.0,Throw Pillow Covers
568,2021-03-07,8369.0,Throw Pillow Covers
569,2021-03-08,8369.0,Throw Pillow Covers
570,2021-03-09,8369.0,Throw Pillow Covers
571,2021-03-10,8524.0,Throw Pillow Covers
572,2021-03-11,8524.0,Throw Pillow Covers
573,2021-03-12,8524.0,Throw Pillow Covers
574,2021-03-13,8524.0,Throw Pillow Covers
575,2021-03-14,7043.0,Throw Pillow Covers
576,2021-03-15,7043.0,Throw Pillow Covers
577,2021-03-16,7043.0,Throw Pillow Covers
578,2021-03-17,8255.0,Throw Pillow Covers
579,2021-03-18,8255.0,Throw Pillow Covers
580,2021-03-19,8255.0,Throw Pillow Covers
581,2021-03-20,5752.0,Throw Pillow Covers
582,2021-03-21,5752.0,Throw Pillow Covers
583,2021-03-22,5752.0,Throw Pillow Covers
584,2021-03-23,8030.0,Throw Pillow Covers
585,2021-03-24,8030.0,Throw Pillow Covers
586,2021-03-25,8030.0,Throw Pillow Covers
587,2021-03-26,7400.0,Throw Pillow Covers
588,2021-03-27,7400.0,Throw Pillow Covers
589,2021-03-28,7400.0,Throw Pillow Covers
590,2021-03-29,6318.0,Throw Pillow Covers
591,2021-03-30,6318.0,Throw Pillow Covers
592,2021-03-31,6318.0,Throw Pillow Covers
593,2021-04-01,4830.0,Throw Pillow Covers
594,2021-04-02,4830.0,Throw Pillow Covers
595,2021-04-03,8487.0,Throw Pillow Covers
596,2021-04-04,8487.0,Throw Pillow Covers
597,2021-04-05,8487.0,Throw Pillow Covers
598,2021-04-06,9932.0,Throw Pillow Covers
599,2021-04-07,9932.0,Throw Pillow Covers
600,2021-04-08,9932.0,Throw Pillow Covers
601,2021-04-09,8919.0,Throw Pillow Covers
602,2021-04-10,8919.0,Throw Pillow Covers
603,2021-04-11,8919.0,Throw Pillow Covers
604,2021-04-12,10455.0,Throw Pillow Covers
605,2021-04-13,10455.0,Throw Pillow Covers
606,2021-04-14,9519.0,Throw Pillow Covers
607,2021-04-15,9519.0,Throw Pillow Covers
608,2021-04-16,9519.0,Throw Pillow Covers
609,2021-04-17,9997.0,Throw Pillow Covers
610,2021-04-18,10720.0,Throw Pillow Covers
611,2021-04-19,10720.0,Throw Pillow Covers
612,2021-04-20,10720.0,Throw Pillow Covers
613,2021-04-21,10363.0,Throw Pillow Covers
614,2021-04-22,10363.0,Throw Pillow Covers
615,2021-04-23,9236.0,Throw Pillow Covers
616,2021-04-24,11220.0,Throw Pillow Covers
617,2021-04-25,13948.0,Throw Pillow Covers
618,2021-04-26,13948.0,Throw Pillow Covers
619,2021-04-27,9028.0,Throw Pillow Covers
620,2021-04-28,9028.0,Throw Pillow Covers
621,2021-04-29,9028.0,Throw Pillow Covers
622,2021-04-30,9388.0,Throw Pillow Covers
623,2021-05-01,9388.0,Throw Pillow Covers
624,2021-05-02,9388.0,Throw Pillow Covers
625,2021-05-03,12051.0,Throw Pillow Covers
626,2021-05-04,9675.0,Throw Pillow Covers
627,2021-05-05,9675.0,Throw Pillow Covers
628,2021-05-06,9675.0,Throw Pillow Covers
629,2021-05-07,9675.0,Throw Pillow Covers
630,2021-05-08,6320.0,Throw Pillow Covers
631,2021-05-09,6320.0,Throw Pillow Covers
632,2021-05-10,9515.0,Throw Pillow Covers
633,2021-05-11,9515.0,Throw Pillow Covers
634,2021-05-12,6767.0,Throw Pillow Covers
635,2021-05-13,6767.0,Throw Pillow Covers
636,2021-05-14,6767.0,Throw Pillow Covers
637,2021-05-15,9611.0,Throw Pillow Covers
638,2021-05-16,9611.0,Throw Pillow Covers
639,2021-05-17,5364.0,Throw Pillow Covers
640,2021-05-18,5364.0,Throw Pillow Covers
641,2021-05-19,5364.0,Throw Pillow Covers
642,2021-05-20,7773.0,Throw Pillow Covers
643,2021-05-21,7773.0,Throw Pillow Covers
644,2021-05-22,7773.0,Throw Pillow Covers
645,2021-05-23,9164.0,Throw Pillow Covers
646,2021-05-24,4862.0,Throw Pillow Covers
647,2021-05-25,4862.0,Throw Pillow Covers
648,2021-05-26,4862.0,Throw Pillow Covers
649,2021-05-27,6772.0,Throw Pillow Covers
650,2021-05-28,6772.0,Throw Pillow Covers
651,2021-05-29,6038.0,Throw Pillow Covers
652,2021-05-30,5587.0,Throw Pillow Covers
653,2021-05-31,5587.0,Throw Pillow Covers
654,2021-06-01,7545.0,Throw Pillow Covers
655,2021-06-02,7545.0,Throw Pillow Covers
656,2021-06-03,7545.0,Throw Pillow Covers
657,2021-06-04,7545.0,Throw Pillow Covers
658,2021-06-05,7545.0,Throw Pillow Covers
659,2021-06-06,8703.0,Throw Pillow Covers
660,2021-06-07,8703.0,Throw Pillow Covers
661,2021-06-08,8307.0,Throw Pillow Covers
662,2021-06-09,9669.0,Throw Pillow Covers
663,2021-06-10,9669.0,Throw Pillow Covers
664,2021-06-11,9669.0,Throw Pillow Covers
665,2021-06-12,9604.0,Throw Pillow Covers
666,2021-06-13,9604.0,Throw Pillow Covers
667,2021-06-14,9052.0,Throw Pillow Covers
668,2021-06-15,9052.0,Throw Pillow Covers
669,2021-06-16,7067.0,Throw Pillow Covers
670,2021-06-17,7067.0,Throw Pillow Covers
671,2021-06-18,6018.0,Throw Pillow Covers
672,2021-06-19,6018.0,Throw Pillow Covers
673,2021-06-20,9919.0,Throw Pillow Covers
674,2021-06-21,10885.0,Throw Pillow Covers
675,2021-06-22,10885.0,Throw Pillow Covers
676,2021-06-23,6885.0,Throw Pillow Covers
677,2021-06-24,6885.0,Throw Pillow Covers
678,2021-06-25,10008.0,Throw Pillow Covers
679,2021-06-26,10008.0,Throw Pillow Covers
680,2021-06-27,6702.0,Throw Pillow Covers
681,2021-06-28,6702.0,Throw Pillow Covers
682,2021-06-29,11189.0,Throw Pillow Covers
683,2021-06-30,11189.0,Throw Pillow Covers
684,2021-07-01,11189.0,Throw Pillow Covers
685,2021-07-02,12254.0,Throw Pillow Covers
686,2021-07-03,12254.0,Throw Pillow Covers
687,2021-07-04,5038.0,Throw Pillow Covers
688,2021-07-05,5038.0,Throw Pillow Covers
689,2021-07-06,5038.0,Throw Pillow Covers
690,2021-07-07,6935.0,Throw Pillow Covers
691,2021-07-08,6935.0,Throw Pillow Covers
692,2021-07-09,6200.0,Throw Pillow Covers
