,date,value,name_B07NKPC95Y
274,2020-01-10,5204.0,Kitchen & Dining
275,2020-01-11,5204.0,Kitchen & Dining
276,2020-01-12,5204.0,Kitchen & Dining
277,2020-01-13,7628.0,Kitchen & Dining
278,2020-01-14,7628.0,Kitchen & Dining
279,2020-01-15,7903.0,Kitchen & Dining
280,2020-01-16,7903.0,Kitchen & Dining
281,2020-01-17,7903.0,Kitchen & Dining
282,2020-01-18,5145.0,Kitchen & Dining
283,2020-01-19,5145.0,Kitchen & Dining
284,2020-01-20,5145.0,Kitchen & Dining
285,2020-01-21,7293.0,Kitchen & Dining
286,2020-01-22,7293.0,Kitchen & Dining
287,2020-01-23,7293.0,Kitchen & Dining
288,2020-01-24,7293.0,Kitchen & Dining
289,2020-01-25,7293.0,Kitchen & Dining
290,2020-01-26,7293.0,Kitchen & Dining
291,2020-01-27,4473.0,Kitchen & Dining
292,2020-01-28,4473.0,Kitchen & Dining
293,2020-01-29,4473.0,Kitchen & Dining
294,2020-01-30,4473.0,Kitchen & Dining
295,2020-01-31,4473.0,Kitchen & Dining
296,2020-02-01,3999.0,Kitchen & Dining
297,2020-02-02,3999.0,Kitchen & Dining
298,2020-02-03,3999.0,Kitchen & Dining
299,2020-02-04,3999.0,Kitchen & Dining
300,2020-02-05,5782.0,Kitchen & Dining
301,2020-02-06,4529.0,Kitchen & Dining
302,2020-02-07,4529.0,Kitchen & Dining
303,2020-02-08,4529.0,Kitchen & Dining
304,2020-02-09,4529.0,Kitchen & Dining
305,2020-02-10,7065.0,Kitchen & Dining
306,2020-02-11,7065.0,Kitchen & Dining
307,2020-02-12,7065.0,Kitchen & Dining
308,2020-02-13,7065.0,Kitchen & Dining
309,2020-02-14,7065.0,Kitchen & Dining
310,2020-02-15,8092.0,Kitchen & Dining
311,2020-02-16,8092.0,Kitchen & Dining
312,2020-02-17,8092.0,Kitchen & Dining
313,2020-02-18,5780.0,Kitchen & Dining
314,2020-02-19,5780.0,Kitchen & Dining
315,2020-02-20,5780.0,Kitchen & Dining
316,2020-02-21,9066.0,Kitchen & Dining
317,2020-02-22,9066.0,Kitchen & Dining
318,2020-02-23,9066.0,Kitchen & Dining
319,2020-02-24,7925.0,Kitchen & Dining
320,2020-02-25,7925.0,Kitchen & Dining
321,2020-02-26,7925.0,Kitchen & Dining
322,2020-02-27,10159.0,Kitchen & Dining
323,2020-02-28,10159.0,Kitchen & Dining
324,2020-02-29,10159.0,Kitchen & Dining
325,2020-03-01,6429.0,Kitchen & Dining
326,2020-03-02,6429.0,Kitchen & Dining
327,2020-03-03,7964.0,Kitchen & Dining
328,2020-03-04,7964.0,Kitchen & Dining
329,2020-03-05,7964.0,Kitchen & Dining
330,2020-03-06,7964.0,Kitchen & Dining
331,2020-03-07,7344.0,Kitchen & Dining
332,2020-03-08,7344.0,Kitchen & Dining
333,2020-03-09,7344.0,Kitchen & Dining
334,2020-03-10,7344.0,Kitchen & Dining
335,2020-03-11,7344.0,Kitchen & Dining
336,2020-03-12,7344.0,Kitchen & Dining
337,2020-03-13,7344.0,Kitchen & Dining
338,2020-03-14,7344.0,Kitchen & Dining
339,2020-03-15,7344.0,Kitchen & Dining
340,2020-03-16,7344.0,Kitchen & Dining
341,2020-03-17,7344.0,Kitchen & Dining
342,2020-03-18,7344.0,Kitchen & Dining
343,2020-03-19,7344.0,Kitchen & Dining
344,2020-03-20,7344.0,Kitchen & Dining
345,2020-03-21,7344.0,Kitchen & Dining
346,2020-03-22,7344.0,Kitchen & Dining
347,2020-03-23,7344.0,Kitchen & Dining
348,2020-03-24,7344.0,Kitchen & Dining
349,2020-03-25,-1.0,Kitchen & Dining
