,date,value,name_B07JBJ4JB1
204,2021-01-12,4447.0,Iron
205,2021-01-13,4447.0,Iron
206,2021-01-14,4175.0,Iron
207,2021-01-15,4175.0,Iron
208,2021-01-16,4034.0,Iron
209,2021-01-17,4034.0,Iron
210,2021-01-18,4034.0,Iron
211,2021-01-19,4429.0,Iron
212,2021-01-20,4634.0,Iron
213,2021-01-21,4634.0,Iron
214,2021-01-22,4148.0,Iron
215,2021-01-23,4161.0,Iron
216,2021-01-24,4161.0,Iron
217,2021-01-25,4771.0,Iron
218,2021-01-26,4771.0,Iron
219,2021-01-27,4771.0,Iron
220,2021-01-28,4421.0,Iron
221,2021-01-29,4421.0,Iron
222,2021-01-30,4233.0,Iron
223,2021-01-31,4359.0,Iron
224,2021-02-01,4359.0,Iron
225,2021-02-02,4454.0,Iron
226,2021-02-03,4454.0,Iron
227,2021-02-04,4375.0,Iron
228,2021-02-05,4375.0,Iron
229,2021-02-06,4375.0,Iron
230,2021-02-07,3767.0,Iron
231,2021-02-08,3767.0,Iron
232,2021-02-09,4327.0,Iron
233,2021-02-10,4327.0,Iron
234,2021-02-11,4327.0,Iron
235,2021-02-12,4196.0,Iron
236,2021-02-13,4196.0,Iron
237,2021-02-14,3596.0,Iron
238,2021-02-15,3337.0,Iron
239,2021-02-16,3337.0,Iron
240,2021-02-17,3337.0,Iron
241,2021-02-18,3673.0,Iron
242,2021-02-19,3673.0,Iron
243,2021-02-20,3214.0,Iron
244,2021-02-21,3214.0,Iron
245,2021-02-22,3214.0,Iron
246,2021-02-23,4050.0,Iron
247,2021-02-24,4050.0,Iron
248,2021-02-25,4050.0,Iron
249,2021-02-26,3510.0,Iron
250,2021-02-27,3510.0,Iron
251,2021-02-28,3308.0,Iron
252,2021-03-01,3308.0,Iron
253,2021-03-02,3308.0,Iron
254,2021-03-03,3752.0,Iron
255,2021-03-04,3752.0,Iron
256,2021-03-05,3768.0,Iron
257,2021-03-06,3768.0,Iron
258,2021-03-07,3768.0,Iron
259,2021-03-08,4184.0,Iron
260,2021-03-09,4321.0,Iron
261,2021-03-10,4321.0,Iron
262,2021-03-11,4321.0,Iron
263,2021-03-12,3308.0,Iron
264,2021-03-13,3308.0,Iron
265,2021-03-14,3363.0,Iron
266,2021-03-15,3363.0,Iron
267,2021-03-16,3363.0,Iron
268,2021-03-17,3803.0,Iron
269,2021-03-18,3803.0,Iron
270,2021-03-19,3803.0,Iron
271,2021-03-20,3417.0,Iron
272,2021-03-21,4101.0,Iron
273,2021-03-22,4101.0,Iron
274,2021-03-23,3972.0,Iron
275,2021-03-24,3972.0,Iron
276,2021-03-25,3972.0,Iron
277,2021-03-26,4025.0,Iron
278,2021-03-27,4025.0,Iron
279,2021-03-28,4025.0,Iron
280,2021-03-29,4215.0,Iron
281,2021-03-30,4215.0,Iron
282,2021-03-31,3750.0,Iron
283,2021-04-01,3419.0,Iron
284,2021-04-02,3419.0,Iron
285,2021-04-03,3419.0,Iron
286,2021-04-04,3419.0,Iron
287,2021-04-05,3417.0,Iron
288,2021-04-06,3250.0,Iron
289,2021-04-07,3250.0,Iron
290,2021-04-08,3227.0,Iron
291,2021-04-09,3227.0,Iron
292,2021-04-10,3227.0,Iron
293,2021-04-11,3775.0,Iron
294,2021-04-12,3775.0,Iron
295,2021-04-13,3612.0,Iron
296,2021-04-14,3612.0,Iron
297,2021-04-15,3419.0,Iron
298,2021-04-16,3419.0,Iron
299,2021-04-17,3063.0,Iron
300,2021-04-18,3063.0,Iron
301,2021-04-19,2938.0,Iron
302,2021-04-20,3241.0,Iron
303,2021-04-21,3241.0,Iron
304,2021-04-22,3241.0,Iron
305,2021-04-23,3562.0,Iron
306,2021-04-24,3562.0,Iron
307,2021-04-25,3234.0,Iron
308,2021-04-26,3234.0,Iron
309,2021-04-27,3368.0,Iron
310,2021-04-28,3368.0,Iron
311,2021-04-29,3673.0,Iron
312,2021-04-30,3673.0,Iron
313,2021-05-01,3673.0,Iron
314,2021-05-02,3540.0,Iron
315,2021-05-03,3540.0,Iron
316,2021-05-04,3708.0,Iron
317,2021-05-05,3708.0,Iron
318,2021-05-06,3823.0,Iron
319,2021-05-07,3913.0,Iron
320,2021-05-08,3913.0,Iron
321,2021-05-09,3913.0,Iron
322,2021-05-10,3059.0,Iron
323,2021-05-11,3059.0,Iron
324,2021-05-12,3352.0,Iron
325,2021-05-13,3352.0,Iron
326,2021-05-14,2555.0,Iron
327,2021-05-15,2555.0,Iron
328,2021-05-16,2817.0,Iron
329,2021-05-17,2817.0,Iron
330,2021-05-18,3059.0,Iron
331,2021-05-19,3161.0,Iron
332,2021-05-20,3176.0,Iron
333,2021-05-21,3023.0,Iron
334,2021-05-22,3023.0,Iron
335,2021-05-23,2739.0,Iron
336,2021-05-24,3542.0,Iron
337,2021-05-25,5015.0,Iron
338,2021-05-26,5015.0,Iron
339,2021-05-27,4984.0,Iron
340,2021-05-28,4984.0,Iron
341,2021-05-29,4984.0,Iron
342,2021-05-30,3080.0,Iron
343,2021-05-31,2523.0,Iron
344,2021-06-01,2523.0,Iron
345,2021-06-02,2685.0,Iron
346,2021-06-03,2685.0,Iron
347,2021-06-04,2685.0,Iron
348,2021-06-05,2800.0,Iron
349,2021-06-06,2800.0,Iron
350,2021-06-07,3350.0,Iron
351,2021-06-08,2825.0,Iron
352,2021-06-09,2825.0,Iron
353,2021-06-10,2811.0,Iron
354,2021-06-11,2811.0,Iron
355,2021-06-12,2775.0,Iron
356,2021-06-13,2830.0,Iron
357,2021-06-14,2830.0,Iron
358,2021-06-15,2972.0,Iron
359,2021-06-16,2972.0,Iron
360,2021-06-17,2761.0,Iron
361,2021-06-18,2666.0,Iron
362,2021-06-19,2666.0,Iron
363,2021-06-20,2265.0,Iron
364,2021-06-21,2571.0,Iron
365,2021-06-22,3391.0,Iron
366,2021-06-23,3391.0,Iron
367,2021-06-24,2794.0,Iron
368,2021-06-25,2833.0,Iron
369,2021-06-26,2833.0,Iron
370,2021-06-27,3053.0,Iron
371,2021-06-28,3053.0,Iron
372,2021-06-29,3253.0,Iron
373,2021-06-30,3253.0,Iron
374,2021-07-01,3253.0,Iron
375,2021-07-02,2987.0,Iron
376,2021-07-03,2987.0,Iron
377,2021-07-04,2344.0,Iron
378,2021-07-05,2344.0,Iron
379,2021-07-06,2344.0,Iron
380,2021-07-07,2848.0,Iron
381,2021-07-08,2848.0,Iron
382,2021-07-09,2664.0,Iron
383,2021-07-10,2855.0,Iron
384,2021-07-11,2823.0,Iron
