,date,value,name_B076PJH2RN
188,2020-12-03,16463.0,Spray
189,2020-12-04,17967.0,Spray
190,2020-12-05,17967.0,Spray
191,2020-12-06,19081.0,Spray
192,2020-12-07,19081.0,Spray
193,2020-12-08,22699.0,Spray
194,2020-12-09,19453.0,Spray
195,2020-12-10,17831.0,Spray
196,2020-12-11,18790.0,Spray
197,2020-12-12,18143.0,Spray
198,2020-12-13,17704.0,Spray
199,2020-12-14,18611.0,Spray
200,2020-12-15,17598.0,Spray
201,2020-12-16,20010.0,Spray
202,2020-12-17,20863.0,Spray
203,2020-12-18,16846.0,Spray
204,2020-12-19,16846.0,Spray
205,2020-12-20,19083.0,Spray
206,2020-12-21,15461.0,Spray
207,2020-12-22,18271.0,Spray
208,2020-12-23,16803.0,Spray
209,2020-12-24,17329.0,Spray
210,2020-12-25,14423.0,Spray
211,2020-12-26,15007.0,Spray
212,2020-12-27,19451.0,Spray
213,2020-12-28,19003.0,Spray
214,2020-12-29,19003.0,Spray
215,2020-12-30,18446.0,Spray
216,2020-12-31,15416.0,Spray
217,2021-01-01,17387.0,Spray
218,2021-01-02,20508.0,Spray
219,2021-01-03,16799.0,Spray
220,2021-01-04,16249.0,Spray
221,2021-01-05,13889.0,Spray
222,2021-01-06,14776.0,Spray
223,2021-01-07,19694.0,Spray
224,2021-01-08,17017.0,Spray
225,2021-01-09,14831.0,Spray
226,2021-01-10,18228.0,Spray
227,2021-01-11,18439.0,Spray
228,2021-01-12,18439.0,Spray
229,2021-01-13,14557.0,Spray
230,2021-01-14,15123.0,Spray
231,2021-01-15,15123.0,Spray
232,2021-01-16,15498.0,Spray
233,2021-01-17,15498.0,Spray
234,2021-01-18,15498.0,Spray
235,2021-01-19,19578.0,Spray
236,2021-01-20,20354.0,Spray
237,2021-01-21,21000.0,Spray
238,2021-01-22,21000.0,Spray
239,2021-01-23,23365.0,Spray
240,2021-01-24,23365.0,Spray
241,2021-01-25,17239.0,Spray
242,2021-01-26,17239.0,Spray
243,2021-01-27,17301.0,Spray
244,2021-01-28,17301.0,Spray
245,2021-01-29,17301.0,Spray
246,2021-01-30,15126.0,Spray
247,2021-01-31,15126.0,Spray
248,2021-02-01,12790.0,Spray
249,2021-02-02,12790.0,Spray
250,2021-02-03,12790.0,Spray
251,2021-02-04,9126.0,Spray
252,2021-02-05,9126.0,Spray
253,2021-02-06,14976.0,Spray
254,2021-02-07,14976.0,Spray
255,2021-02-08,14976.0,Spray
256,2021-02-09,23714.0,Spray
257,2021-02-10,23714.0,Spray
258,2021-02-11,16500.0,Spray
259,2021-02-12,16648.0,Spray
260,2021-02-13,21882.0,Spray
261,2021-02-14,21882.0,Spray
262,2021-02-15,21882.0,Spray
263,2021-02-16,21882.0,Spray
264,2021-02-17,21882.0,Spray
265,2021-02-18,21882.0,Spray
266,2021-02-19,21882.0,Spray
267,2021-02-20,19232.0,Spray
268,2021-02-21,19232.0,Spray
269,2021-02-22,19232.0,Spray
270,2021-02-23,23354.0,Spray
271,2021-02-24,23354.0,Spray
272,2021-02-25,23354.0,Spray
273,2021-02-26,18589.0,Spray
274,2021-02-27,19631.0,Spray
275,2021-02-28,19631.0,Spray
276,2021-03-01,19262.0,Spray
277,2021-03-02,19262.0,Spray
278,2021-03-03,19262.0,Spray
279,2021-03-04,19262.0,Spray
280,2021-03-05,15247.0,Spray
281,2021-03-06,14328.0,Spray
282,2021-03-07,14328.0,Spray
283,2021-03-08,19063.0,Spray
284,2021-03-09,22973.0,Spray
285,2021-03-10,18940.0,Spray
286,2021-03-11,18940.0,Spray
287,2021-03-12,18940.0,Spray
288,2021-03-13,11734.0,Spray
289,2021-03-14,11734.0,Spray
290,2021-03-15,16471.0,Spray
291,2021-03-16,16471.0,Spray
292,2021-03-17,16471.0,Spray
293,2021-03-18,17913.0,Spray
294,2021-03-19,17913.0,Spray
295,2021-03-20,20051.0,Spray
296,2021-03-21,20051.0,Spray
297,2021-03-22,21098.0,Spray
298,2021-03-23,21098.0,Spray
299,2021-03-24,21098.0,Spray
300,2021-03-25,13911.0,Spray
301,2021-03-26,13911.0,Spray
302,2021-03-27,15360.0,Spray
303,2021-03-28,15360.0,Spray
304,2021-03-29,13884.0,Spray
305,2021-03-30,13884.0,Spray
306,2021-03-31,13884.0,Spray
307,2021-04-01,11640.0,Spray
308,2021-04-02,11640.0,Spray
309,2021-04-03,12009.0,Spray
310,2021-04-04,12009.0,Spray
311,2021-04-05,12302.0,Spray
312,2021-04-06,12294.0,Spray
313,2021-04-07,12294.0,Spray
314,2021-04-08,10222.0,Spray
315,2021-04-09,10222.0,Spray
316,2021-04-10,10999.0,Spray
317,2021-04-11,10999.0,Spray
318,2021-04-12,13621.0,Spray
319,2021-04-13,13621.0,Spray
320,2021-04-14,15024.0,Spray
321,2021-04-15,15024.0,Spray
322,2021-04-16,15024.0,Spray
323,2021-04-17,11065.0,Spray
324,2021-04-18,11065.0,Spray
325,2021-04-19,13944.0,Spray
326,2021-04-20,16449.0,Spray
327,2021-04-21,14191.0,Spray
328,2021-04-22,14191.0,Spray
329,2021-04-23,13683.0,Spray
330,2021-04-24,11294.0,Spray
331,2021-04-25,11294.0,Spray
332,2021-04-26,13485.0,Spray
333,2021-04-27,13485.0,Spray
334,2021-04-28,13847.0,Spray
335,2021-04-29,13847.0,Spray
336,2021-04-30,12849.0,Spray
337,2021-05-01,13923.0,Spray
338,2021-05-02,13923.0,Spray
339,2021-05-03,13923.0,Spray
340,2021-05-04,13923.0,Spray
341,2021-05-05,13923.0,Spray
342,2021-05-06,14877.0,Spray
343,2021-05-07,14877.0,Spray
344,2021-05-08,14720.0,Spray
345,2021-05-09,14720.0,Spray
346,2021-05-10,14720.0,Spray
347,2021-05-11,16961.0,Spray
348,2021-05-12,16961.0,Spray
349,2021-05-13,16961.0,Spray
350,2021-05-14,17346.0,Spray
351,2021-05-15,18050.0,Spray
352,2021-05-16,18050.0,Spray
353,2021-05-17,20657.0,Spray
354,2021-05-18,20657.0,Spray
355,2021-05-19,15786.0,Spray
356,2021-05-20,14728.0,Spray
357,2021-05-21,15687.0,Spray
358,2021-05-22,15687.0,Spray
359,2021-05-23,15140.0,Spray
360,2021-05-24,15140.0,Spray
361,2021-05-25,18688.0,Spray
362,2021-05-26,18688.0,Spray
363,2021-05-27,17938.0,Spray
364,2021-05-28,17938.0,Spray
365,2021-05-29,13217.0,Spray
366,2021-05-30,12500.0,Spray
367,2021-05-31,12500.0,Spray
368,2021-06-01,14017.0,Spray
369,2021-06-02,14017.0,Spray
370,2021-06-03,14017.0,Spray
371,2021-06-04,14017.0,Spray
372,2021-06-05,14017.0,Spray
373,2021-06-06,14017.0,Spray
374,2021-06-07,14017.0,Spray
375,2021-06-08,10926.0,Spray
376,2021-06-09,10926.0,Spray
377,2021-06-10,10926.0,Spray
378,2021-06-11,10926.0,Spray
379,2021-06-12,10926.0,Spray
380,2021-06-13,12043.0,Spray
381,2021-06-14,12043.0,Spray
382,2021-06-15,12043.0,Spray
383,2021-06-16,9370.0,Spray
384,2021-06-17,9370.0,Spray
385,2021-06-18,9370.0,Spray
386,2021-06-19,8770.0,Spray
387,2021-06-20,8770.0,Spray
388,2021-06-21,9757.0,Spray
389,2021-06-22,12125.0,Spray
390,2021-06-23,12125.0,Spray
391,2021-06-24,12125.0,Spray
392,2021-06-25,12125.0,Spray
393,2021-06-26,13750.0,Spray
394,2021-06-27,15680.0,Spray
395,2021-06-28,15680.0,Spray
396,2021-06-29,15680.0,Spray
397,2021-06-30,12176.0,Spray
398,2021-07-01,12176.0,Spray
399,2021-07-02,13497.0,Spray
400,2021-07-03,16106.0,Spray
401,2021-07-04,16106.0,Spray
402,2021-07-05,18251.0,Spray
403,2021-07-06,18251.0,Spray
404,2021-07-07,18468.0,Spray
405,2021-07-08,18468.0,Spray
406,2021-07-09,16383.0,Spray
407,2021-07-10,13740.0,Spray
408,2021-07-11,15556.0,Spray
