,date,value,name_B0853733F1
221,2020-10-04,2708.0,Clothing
222,2020-10-05,3423.0,Clothing
223,2020-10-06,3424.0,Clothing
224,2020-10-07,3424.0,Clothing
225,2020-10-08,2686.0,Clothing
226,2020-10-09,2686.0,Clothing
227,2020-10-10,3176.0,Clothing
228,2020-10-11,3557.0,Clothing
229,2020-10-12,3748.0,Clothing
230,2020-10-13,3507.0,Clothing
231,2020-10-14,3028.0,Clothing
232,2020-10-15,2569.0,Clothing
233,2020-10-16,1956.0,Clothing
234,2020-10-17,2405.0,Clothing
235,2020-10-18,2405.0,Clothing
236,2020-10-19,2875.0,Clothing
237,2020-10-20,3299.0,Clothing
238,2020-10-21,3534.0,Clothing
239,2020-10-22,3645.0,Clothing
240,2020-10-23,3034.0,Clothing
241,2020-10-24,3034.0,Clothing
242,2020-10-25,3034.0,Clothing
243,2020-10-26,3946.0,Clothing
244,2020-10-27,5217.0,Clothing
245,2020-10-28,5284.0,Clothing
246,2020-10-29,5284.0,Clothing
247,2020-10-30,5284.0,Clothing
248,2020-10-31,5537.0,Clothing
249,2020-11-01,5537.0,Clothing
250,2020-11-02,4959.0,Clothing
251,2020-11-03,2596.0,Clothing
252,2020-11-04,3967.0,Clothing
253,2020-11-05,3967.0,Clothing
254,2020-11-06,4379.0,Clothing
255,2020-11-07,4338.0,Clothing
256,2020-11-08,4338.0,Clothing
257,2020-11-09,5178.0,Clothing
258,2020-11-10,5721.0,Clothing
259,2020-11-11,5721.0,Clothing
260,2020-11-12,5721.0,Clothing
261,2020-11-13,6348.0,Clothing
262,2020-11-14,6348.0,Clothing
263,2020-11-15,5980.0,Clothing
264,2020-11-16,5980.0,Clothing
265,2020-11-17,5980.0,Clothing
266,2020-11-18,6785.0,Clothing
267,2020-11-19,6785.0,Clothing
268,2020-11-20,6747.0,Clothing
269,2020-11-21,5210.0,Clothing
270,2020-11-22,5210.0,Clothing
271,2020-11-23,5210.0,Clothing
272,2020-11-24,7545.0,Clothing
273,2020-11-25,8037.0,Clothing
274,2020-11-26,7764.0,Clothing
275,2020-11-27,7764.0,Clothing
276,2020-11-28,5268.0,Clothing
277,2020-11-29,5268.0,Clothing
278,2020-11-30,5930.0,Clothing
279,2020-12-01,4465.0,Clothing
280,2020-12-02,5517.0,Clothing
281,2020-12-03,6044.0,Clothing
282,2020-12-04,6044.0,Clothing
283,2020-12-05,5794.0,Clothing
284,2020-12-06,5794.0,Clothing
285,2020-12-07,6970.0,Clothing
286,2020-12-08,4344.0,Clothing
287,2020-12-09,5231.0,Clothing
288,2020-12-10,10702.0,Clothing
289,2020-12-11,10702.0,Clothing
290,2020-12-12,10702.0,Clothing
291,2020-12-13,10702.0,Clothing
292,2020-12-14,10702.0,Clothing
293,2020-12-15,10702.0,Clothing
294,2020-12-16,9122.0,Clothing
295,2020-12-17,9122.0,Clothing
296,2020-12-18,9122.0,Clothing
297,2020-12-19,8912.0,Clothing
298,2020-12-20,8912.0,Clothing
299,2020-12-21,8575.0,Clothing
300,2020-12-22,9958.0,Clothing
301,2020-12-23,9958.0,Clothing
302,2020-12-24,11352.0,Clothing
303,2020-12-25,11352.0,Clothing
304,2020-12-26,11352.0,Clothing
305,2020-12-27,11352.0,Clothing
306,2020-12-28,14292.0,Clothing
307,2020-12-29,12453.0,Clothing
308,2020-12-30,12453.0,Clothing
309,2020-12-31,11188.0,Clothing
310,2021-01-01,11188.0,Clothing
311,2021-01-02,11188.0,Clothing
312,2021-01-03,11188.0,Clothing
313,2021-01-04,15046.0,Clothing
314,2021-01-05,15046.0,Clothing
315,2021-01-06,13016.0,Clothing
316,2021-01-07,13016.0,Clothing
317,2021-01-08,13016.0,Clothing
318,2021-01-09,13004.0,Clothing
319,2021-01-10,13004.0,Clothing
320,2021-01-11,13004.0,Clothing
321,2021-01-12,17714.0,Clothing
322,2021-01-13,17714.0,Clothing
323,2021-01-14,17714.0,Clothing
324,2021-01-15,12824.0,Clothing
325,2021-01-16,12824.0,Clothing
326,2021-01-17,12824.0,Clothing
327,2021-01-18,18713.0,Clothing
328,2021-01-19,18713.0,Clothing
329,2021-01-20,15415.0,Clothing
330,2021-01-21,14613.0,Clothing
331,2021-01-22,14613.0,Clothing
332,2021-01-23,14467.0,Clothing
333,2021-01-24,14467.0,Clothing
334,2021-01-25,14467.0,Clothing
335,2021-01-26,17081.0,Clothing
336,2021-01-27,19717.0,Clothing
337,2021-01-28,19717.0,Clothing
338,2021-01-29,19717.0,Clothing
339,2021-01-30,17547.0,Clothing
340,2021-01-31,17547.0,Clothing
341,2021-02-01,20815.0,Clothing
342,2021-02-02,20815.0,Clothing
343,2021-02-03,20815.0,Clothing
344,2021-02-04,20815.0,Clothing
345,2021-02-05,20815.0,Clothing
346,2021-02-06,20815.0,Clothing
347,2021-02-07,20815.0,Clothing
348,2021-02-08,18689.0,Clothing
349,2021-02-09,18689.0,Clothing
350,2021-02-10,18689.0,Clothing
351,2021-02-11,16954.0,Clothing
352,2021-02-12,16954.0,Clothing
353,2021-02-13,16954.0,Clothing
354,2021-02-14,15373.0,Clothing
355,2021-02-15,13598.0,Clothing
356,2021-02-16,13598.0,Clothing
357,2021-02-17,13598.0,Clothing
358,2021-02-18,13598.0,Clothing
359,2021-02-19,10884.0,Clothing
360,2021-02-20,8781.0,Clothing
361,2021-02-21,8781.0,Clothing
362,2021-02-22,9008.0,Clothing
363,2021-02-23,9385.0,Clothing
364,2021-02-24,10644.0,Clothing
365,2021-02-25,11216.0,Clothing
366,2021-02-26,10303.0,Clothing
367,2021-02-27,10303.0,Clothing
368,2021-02-28,10303.0,Clothing
369,2021-03-01,10303.0,Clothing
370,2021-03-02,13012.0,Clothing
371,2021-03-03,13427.0,Clothing
372,2021-03-04,23467.0,Clothing
373,2021-03-05,10195.0,Clothing
374,2021-03-06,9873.0,Clothing
375,2021-03-07,9873.0,Clothing
376,2021-03-08,13381.0,Clothing
377,2021-03-09,16715.0,Clothing
378,2021-03-10,15357.0,Clothing
379,2021-03-11,14187.0,Clothing
380,2021-03-12,14187.0,Clothing
381,2021-03-13,13897.0,Clothing
382,2021-03-14,5518.0,Clothing
383,2021-03-15,6138.0,Clothing
384,2021-03-16,9282.0,Clothing
385,2021-03-17,901.0,Clothing
386,2021-03-18,901.0,Clothing
387,2021-03-19,916.0,Clothing
388,2021-03-20,916.0,Clothing
389,2021-03-21,3703.0,Clothing
390,2021-03-22,4598.0,Clothing
391,2021-03-23,6645.0,Clothing
392,2021-03-24,6645.0,Clothing
393,2021-03-25,6645.0,Clothing
394,2021-03-26,6591.0,Clothing
395,2021-03-27,6888.0,Clothing
396,2021-03-28,6888.0,Clothing
397,2021-03-29,6888.0,Clothing
398,2021-03-30,8237.0,Clothing
399,2021-03-31,8237.0,Clothing
400,2021-04-01,9959.0,Clothing
401,2021-04-02,9959.0,Clothing
402,2021-04-03,9959.0,Clothing
403,2021-04-04,9959.0,Clothing
404,2021-04-05,8354.0,Clothing
405,2021-04-06,8354.0,Clothing
406,2021-04-07,8354.0,Clothing
407,2021-04-08,11834.0,Clothing
408,2021-04-09,11834.0,Clothing
409,2021-04-10,11834.0,Clothing
410,2021-04-11,11834.0,Clothing
411,2021-04-12,14534.0,Clothing
412,2021-04-13,11529.0,Clothing
413,2021-04-14,8209.0,Clothing
414,2021-04-15,8209.0,Clothing
415,2021-04-16,5733.0,Clothing
416,2021-04-17,5733.0,Clothing
417,2021-04-18,5733.0,Clothing
418,2021-04-19,6072.0,Clothing
419,2021-04-20,8192.0,Clothing
420,2021-04-21,9208.0,Clothing
421,2021-04-22,9208.0,Clothing
422,2021-04-23,9208.0,Clothing
423,2021-04-24,9208.0,Clothing
424,2021-04-25,9208.0,Clothing
425,2021-04-26,9208.0,Clothing
426,2021-04-27,9208.0,Clothing
427,2021-04-28,9208.0,Clothing
428,2021-04-29,11720.0,Clothing
429,2021-04-30,11395.0,Clothing
430,2021-05-01,8614.0,Clothing
431,2021-05-02,8614.0,Clothing
432,2021-05-03,10704.0,Clothing
433,2021-05-04,10704.0,Clothing
434,2021-05-05,10704.0,Clothing
435,2021-05-06,11776.0,Clothing
436,2021-05-07,12329.0,Clothing
437,2021-05-08,12329.0,Clothing
438,2021-05-09,12329.0,Clothing
439,2021-05-10,12825.0,Clothing
440,2021-05-11,13487.0,Clothing
441,2021-05-12,11904.0,Clothing
442,2021-05-13,9691.0,Clothing
