,date,value,name_B08HZ9V6S1
71,2021-01-10,15658.0,Play Tents & Tunnels
72,2021-01-11,7690.0,Play Tents & Tunnels
73,2021-01-12,7690.0,Play Tents & Tunnels
74,2021-01-13,7690.0,Play Tents & Tunnels
75,2021-01-14,4615.0,Play Tents & Tunnels
76,2021-01-15,6651.0,Play Tents & Tunnels
77,2021-01-16,6651.0,Play Tents & Tunnels
78,2021-01-17,9003.0,Play Tents & Tunnels
79,2021-01-18,9003.0,Play Tents & Tunnels
80,2021-01-19,9003.0,Play Tents & Tunnels
81,2021-01-20,10921.0,Play Tents & Tunnels
82,2021-01-21,10921.0,Play Tents & Tunnels
83,2021-01-22,10921.0,Play Tents & Tunnels
84,2021-01-23,8430.0,Play Tents & Tunnels
85,2021-01-24,8430.0,Play Tents & Tunnels
86,2021-01-25,15191.0,Play Tents & Tunnels
87,2021-01-26,15191.0,Play Tents & Tunnels
88,2021-01-27,15191.0,Play Tents & Tunnels
89,2021-01-28,3642.0,Play Tents & Tunnels
90,2021-01-29,3642.0,Play Tents & Tunnels
91,2021-01-30,2262.0,Play Tents & Tunnels
92,2021-01-31,2262.0,Play Tents & Tunnels
93,2021-02-01,2262.0,Play Tents & Tunnels
94,2021-02-02,3925.0,Play Tents & Tunnels
95,2021-02-03,3925.0,Play Tents & Tunnels
96,2021-02-04,3925.0,Play Tents & Tunnels
97,2021-02-05,4741.0,Play Tents & Tunnels
98,2021-02-06,4741.0,Play Tents & Tunnels
99,2021-02-07,4741.0,Play Tents & Tunnels
100,2021-02-08,5103.0,Play Tents & Tunnels
101,2021-02-09,5103.0,Play Tents & Tunnels
102,2021-02-10,7575.0,Play Tents & Tunnels
103,2021-02-11,7575.0,Play Tents & Tunnels
104,2021-02-12,7575.0,Play Tents & Tunnels
105,2021-02-13,7575.0,Play Tents & Tunnels
106,2021-02-14,3925.0,Play Tents & Tunnels
107,2021-02-15,3925.0,Play Tents & Tunnels
108,2021-02-16,3925.0,Play Tents & Tunnels
109,2021-02-17,2731.0,Play Tents & Tunnels
110,2021-02-18,2731.0,Play Tents & Tunnels
111,2021-02-19,3415.0,Play Tents & Tunnels
112,2021-02-20,3415.0,Play Tents & Tunnels
113,2021-02-21,3944.0,Play Tents & Tunnels
114,2021-02-22,3944.0,Play Tents & Tunnels
115,2021-02-23,4037.0,Play Tents & Tunnels
116,2021-02-24,4037.0,Play Tents & Tunnels
117,2021-02-25,4012.0,Play Tents & Tunnels
118,2021-02-26,4150.0,Play Tents & Tunnels
119,2021-02-27,4150.0,Play Tents & Tunnels
120,2021-02-28,4150.0,Play Tents & Tunnels
121,2021-03-01,4892.0,Play Tents & Tunnels
122,2021-03-02,4892.0,Play Tents & Tunnels
123,2021-03-03,4553.0,Play Tents & Tunnels
124,2021-03-04,4079.0,Play Tents & Tunnels
125,2021-03-05,4079.0,Play Tents & Tunnels
126,2021-03-06,4079.0,Play Tents & Tunnels
127,2021-03-07,4079.0,Play Tents & Tunnels
128,2021-03-08,7141.0,Play Tents & Tunnels
129,2021-03-09,7141.0,Play Tents & Tunnels
130,2021-03-10,4113.0,Play Tents & Tunnels
131,2021-03-11,3195.0,Play Tents & Tunnels
132,2021-03-12,3195.0,Play Tents & Tunnels
133,2021-03-13,3195.0,Play Tents & Tunnels
134,2021-03-14,1841.0,Play Tents & Tunnels
135,2021-03-15,1944.0,Play Tents & Tunnels
136,2021-03-16,1944.0,Play Tents & Tunnels
137,2021-03-17,1944.0,Play Tents & Tunnels
138,2021-03-18,3301.0,Play Tents & Tunnels
139,2021-03-19,3301.0,Play Tents & Tunnels
140,2021-03-20,3301.0,Play Tents & Tunnels
141,2021-03-21,4398.0,Play Tents & Tunnels
142,2021-03-22,6497.0,Play Tents & Tunnels
143,2021-03-23,5681.0,Play Tents & Tunnels
144,2021-03-24,5984.0,Play Tents & Tunnels
145,2021-03-25,9135.0,Play Tents & Tunnels
146,2021-03-26,8338.0,Play Tents & Tunnels
147,2021-03-27,8338.0,Play Tents & Tunnels
148,2021-03-28,8338.0,Play Tents & Tunnels
149,2021-03-29,10803.0,Play Tents & Tunnels
150,2021-03-30,8728.0,Play Tents & Tunnels
151,2021-03-31,7319.0,Play Tents & Tunnels
152,2021-04-01,5949.0,Play Tents & Tunnels
153,2021-04-02,5949.0,Play Tents & Tunnels
154,2021-04-03,4926.0,Play Tents & Tunnels
155,2021-04-04,3965.0,Play Tents & Tunnels
156,2021-04-05,5805.0,Play Tents & Tunnels
157,2021-04-06,5805.0,Play Tents & Tunnels
158,2021-04-07,4484.0,Play Tents & Tunnels
159,2021-04-08,4209.0,Play Tents & Tunnels
160,2021-04-09,3706.0,Play Tents & Tunnels
161,2021-04-10,3108.0,Play Tents & Tunnels
162,2021-04-11,4231.0,Play Tents & Tunnels
163,2021-04-12,4303.0,Play Tents & Tunnels
164,2021-04-13,5049.0,Play Tents & Tunnels
165,2021-04-14,3826.0,Play Tents & Tunnels
166,2021-04-15,3605.0,Play Tents & Tunnels
167,2021-04-16,3990.0,Play Tents & Tunnels
168,2021-04-17,3656.0,Play Tents & Tunnels
169,2021-04-18,3767.0,Play Tents & Tunnels
170,2021-04-19,4335.0,Play Tents & Tunnels
171,2021-04-20,2912.0,Play Tents & Tunnels
172,2021-04-21,2515.0,Play Tents & Tunnels
173,2021-04-22,1577.0,Play Tents & Tunnels
174,2021-04-23,1787.0,Play Tents & Tunnels
175,2021-04-24,2046.0,Play Tents & Tunnels
176,2021-04-25,1788.0,Play Tents & Tunnels
177,2021-04-26,2138.0,Play Tents & Tunnels
178,2021-04-27,2793.0,Play Tents & Tunnels
179,2021-04-28,3014.0,Play Tents & Tunnels
180,2021-04-29,2812.0,Play Tents & Tunnels
181,2021-04-30,2880.0,Play Tents & Tunnels
182,2021-05-01,2895.0,Play Tents & Tunnels
183,2021-05-02,2842.0,Play Tents & Tunnels
184,2021-05-03,4030.0,Play Tents & Tunnels
185,2021-05-04,3013.0,Play Tents & Tunnels
186,2021-05-05,3785.0,Play Tents & Tunnels
187,2021-05-06,3785.0,Play Tents & Tunnels
188,2021-05-07,2256.0,Play Tents & Tunnels
189,2021-05-08,2631.0,Play Tents & Tunnels
190,2021-05-09,3294.0,Play Tents & Tunnels
191,2021-05-10,3294.0,Play Tents & Tunnels
192,2021-05-11,2784.0,Play Tents & Tunnels
193,2021-05-12,3144.0,Play Tents & Tunnels
194,2021-05-13,3388.0,Play Tents & Tunnels
195,2021-05-14,3431.0,Play Tents & Tunnels
196,2021-05-15,3352.0,Play Tents & Tunnels
197,2021-05-16,3033.0,Play Tents & Tunnels
198,2021-05-17,3175.0,Play Tents & Tunnels
199,2021-05-18,3005.0,Play Tents & Tunnels
200,2021-05-19,2569.0,Play Tents & Tunnels
201,2021-05-20,2141.0,Play Tents & Tunnels
202,2021-05-21,2175.0,Play Tents & Tunnels
203,2021-05-22,2406.0,Play Tents & Tunnels
204,2021-05-23,2653.0,Play Tents & Tunnels
205,2021-05-24,2653.0,Play Tents & Tunnels
206,2021-05-25,2357.0,Play Tents & Tunnels
207,2021-05-26,1378.0,Play Tents & Tunnels
208,2021-05-27,1378.0,Play Tents & Tunnels
209,2021-05-28,1254.0,Play Tents & Tunnels
210,2021-05-29,1254.0,Play Tents & Tunnels
211,2021-05-30,1640.0,Play Tents & Tunnels
212,2021-05-31,1661.0,Play Tents & Tunnels
213,2021-06-01,1661.0,Play Tents & Tunnels
214,2021-06-02,1896.0,Play Tents & Tunnels
215,2021-06-03,2016.0,Play Tents & Tunnels
216,2021-06-04,2016.0,Play Tents & Tunnels
217,2021-06-05,1782.0,Play Tents & Tunnels
218,2021-06-06,2047.0,Play Tents & Tunnels
219,2021-06-07,2139.0,Play Tents & Tunnels
220,2021-06-08,2903.0,Play Tents & Tunnels
221,2021-06-09,2320.0,Play Tents & Tunnels
222,2021-06-10,2943.0,Play Tents & Tunnels
223,2021-06-11,3231.0,Play Tents & Tunnels
224,2021-06-12,3231.0,Play Tents & Tunnels
225,2021-06-13,2875.0,Play Tents & Tunnels
226,2021-06-14,3282.0,Play Tents & Tunnels
227,2021-06-15,3282.0,Play Tents & Tunnels
228,2021-06-16,3282.0,Play Tents & Tunnels
229,2021-06-17,3278.0,Play Tents & Tunnels
230,2021-06-18,3480.0,Play Tents & Tunnels
231,2021-06-19,3480.0,Play Tents & Tunnels
232,2021-06-20,3158.0,Play Tents & Tunnels
233,2021-06-21,3158.0,Play Tents & Tunnels
234,2021-06-22,8436.0,Play Tents & Tunnels
235,2021-06-23,6992.0,Play Tents & Tunnels
236,2021-06-24,8029.0,Play Tents & Tunnels
237,2021-06-25,5568.0,Play Tents & Tunnels
238,2021-06-26,5568.0,Play Tents & Tunnels
239,2021-06-27,3722.0,Play Tents & Tunnels
240,2021-06-28,3382.0,Play Tents & Tunnels
241,2021-06-29,2529.0,Play Tents & Tunnels
242,2021-06-30,1845.0,Play Tents & Tunnels
243,2021-07-01,1845.0,Play Tents & Tunnels
244,2021-07-02,1415.0,Play Tents & Tunnels
245,2021-07-03,1186.0,Play Tents & Tunnels
246,2021-07-04,1556.0,Play Tents & Tunnels
247,2021-07-05,1820.0,Play Tents & Tunnels
248,2021-07-06,3315.0,Play Tents & Tunnels
249,2021-07-07,3315.0,Play Tents & Tunnels
250,2021-07-08,3315.0,Play Tents & Tunnels
251,2021-07-09,2932.0,Play Tents & Tunnels
252,2021-07-10,2932.0,Play Tents & Tunnels
253,2021-07-11,2294.0,Play Tents & Tunnels
