,date,value,name_B08JPHT4R2
230,2021-05-14,21378.0,Diffusers
231,2021-05-15,21378.0,Diffusers
232,2021-05-16,22530.0,Diffusers
233,2021-05-17,22530.0,Diffusers
234,2021-05-18,22530.0,Diffusers
235,2021-05-19,18921.0,Diffusers
236,2021-05-20,18714.0,Diffusers
237,2021-05-21,18714.0,Diffusers
238,2021-05-22,14606.0,Diffusers
239,2021-05-23,14606.0,Diffusers
240,2021-05-24,16559.0,Diffusers
241,2021-05-25,16559.0,Diffusers
242,2021-05-26,21083.0,Diffusers
243,2021-05-27,21083.0,Diffusers
244,2021-05-28,21083.0,Diffusers
245,2021-05-29,21083.0,Diffusers
246,2021-05-30,21083.0,Diffusers
247,2021-05-31,29028.0,Diffusers
248,2021-06-01,29028.0,Diffusers
249,2021-06-02,29028.0,Diffusers
250,2021-06-03,29028.0,Diffusers
251,2021-06-04,23606.0,Diffusers
252,2021-06-05,23606.0,Diffusers
253,2021-06-06,23606.0,Diffusers
254,2021-06-07,24200.0,Diffusers
255,2021-06-08,24200.0,Diffusers
256,2021-06-09,27115.0,Diffusers
257,2021-06-10,27115.0,Diffusers
258,2021-06-11,27115.0,Diffusers
259,2021-06-12,27115.0,Diffusers
260,2021-06-13,27115.0,Diffusers
261,2021-06-14,23106.0,Diffusers
262,2021-06-15,23106.0,Diffusers
263,2021-06-16,23106.0,Diffusers
264,2021-06-17,20154.0,Diffusers
265,2021-06-18,20154.0,Diffusers
266,2021-06-19,20154.0,Diffusers
267,2021-06-20,20154.0,Diffusers
268,2021-06-21,28033.0,Diffusers
269,2021-06-22,28033.0,Diffusers
270,2021-06-23,28033.0,Diffusers
271,2021-06-24,15380.0,Diffusers
272,2021-06-25,15380.0,Diffusers
273,2021-06-26,21570.0,Diffusers
274,2021-06-27,21570.0,Diffusers
275,2021-06-28,16884.0,Diffusers
276,2021-06-29,16884.0,Diffusers
277,2021-06-30,17596.0,Diffusers
278,2021-07-01,20366.0,Diffusers
279,2021-07-02,20366.0,Diffusers
280,2021-07-03,20366.0,Diffusers
281,2021-07-04,18470.0,Diffusers
282,2021-07-05,18361.0,Diffusers
283,2021-07-06,15628.0,Diffusers
284,2021-07-07,15628.0,Diffusers
285,2021-07-08,17392.0,Diffusers
286,2021-07-09,16463.0,Diffusers
287,2021-07-10,16463.0,Diffusers
288,2021-07-11,15853.0,Diffusers
