,date,value,name_B08DFM75QL
75,2020-12-10,101314.0,Panels
76,2020-12-11,110049.0,Panels
77,2020-12-12,110049.0,Panels
78,2020-12-13,79569.0,Panels
79,2020-12-14,72777.0,Panels
80,2020-12-15,82480.0,Panels
81,2020-12-16,82480.0,Panels
82,2020-12-17,82480.0,Panels
83,2020-12-18,82480.0,Panels
84,2020-12-19,82480.0,Panels
85,2020-12-20,36392.0,Panels
86,2020-12-21,36392.0,Panels
87,2020-12-22,15036.0,Panels
88,2020-12-23,11794.0,Panels
89,2020-12-24,13402.0,Panels
90,2020-12-25,14249.0,Panels
91,2020-12-26,14249.0,Panels
92,2020-12-27,14627.0,Panels
93,2020-12-28,14627.0,Panels
94,2020-12-29,11186.0,Panels
95,2020-12-30,12740.0,Panels
96,2020-12-31,14846.0,Panels
97,2021-01-01,14846.0,Panels
98,2021-01-02,22116.0,Panels
99,2021-01-03,22116.0,Panels
100,2021-01-04,23109.0,Panels
101,2021-01-05,26443.0,Panels
102,2021-01-06,20618.0,Panels
103,2021-01-07,20618.0,Panels
104,2021-01-08,29215.0,Panels
105,2021-01-09,25600.0,Panels
106,2021-01-10,25600.0,Panels
107,2021-01-11,32237.0,Panels
108,2021-01-12,21626.0,Panels
109,2021-01-13,27538.0,Panels
110,2021-01-14,19100.0,Panels
111,2021-01-15,19100.0,Panels
112,2021-01-16,22187.0,Panels
113,2021-01-17,22187.0,Panels
114,2021-01-18,32124.0,Panels
115,2021-01-19,32124.0,Panels
116,2021-01-20,32124.0,Panels
117,2021-01-21,32124.0,Panels
118,2021-01-22,32124.0,Panels
119,2021-01-23,13478.0,Panels
120,2021-01-24,23420.0,Panels
121,2021-01-25,23420.0,Panels
122,2021-01-26,27826.0,Panels
123,2021-01-27,21585.0,Panels
124,2021-01-28,21585.0,Panels
125,2021-01-29,20731.0,Panels
126,2021-01-30,20731.0,Panels
127,2021-01-31,20731.0,Panels
128,2021-02-01,25312.0,Panels
129,2021-02-02,32612.0,Panels
130,2021-02-03,32612.0,Panels
131,2021-02-04,32612.0,Panels
132,2021-02-05,32612.0,Panels
133,2021-02-06,34369.0,Panels
134,2021-02-07,34369.0,Panels
135,2021-02-08,34369.0,Panels
136,2021-02-09,37607.0,Panels
137,2021-02-10,37607.0,Panels
138,2021-02-11,37607.0,Panels
139,2021-02-12,37607.0,Panels
140,2021-02-13,37607.0,Panels
141,2021-02-14,37607.0,Panels
142,2021-02-15,34795.0,Panels
143,2021-02-16,34795.0,Panels
144,2021-02-17,34795.0,Panels
145,2021-02-18,34795.0,Panels
146,2021-02-19,54557.0,Panels
147,2021-02-20,54557.0,Panels
148,2021-02-21,54557.0,Panels
149,2021-02-22,54557.0,Panels
150,2021-02-23,54557.0,Panels
151,2021-02-24,56291.0,Panels
152,2021-02-25,56291.0,Panels
153,2021-02-26,56291.0,Panels
154,2021-02-27,56291.0,Panels
155,2021-02-28,56291.0,Panels
156,2021-03-01,57178.0,Panels
157,2021-03-02,54035.0,Panels
158,2021-03-03,54035.0,Panels
159,2021-03-04,54035.0,Panels
160,2021-03-05,61075.0,Panels
161,2021-03-06,61075.0,Panels
162,2021-03-07,61075.0,Panels
163,2021-03-08,51657.0,Panels
164,2021-03-09,51657.0,Panels
165,2021-03-10,51657.0,Panels
166,2021-03-11,51657.0,Panels
167,2021-03-12,51657.0,Panels
168,2021-03-13,51657.0,Panels
169,2021-03-14,44034.0,Panels
170,2021-03-15,44034.0,Panels
171,2021-03-16,44034.0,Panels
172,2021-03-17,36174.0,Panels
173,2021-03-18,36174.0,Panels
174,2021-03-19,36174.0,Panels
175,2021-03-20,36174.0,Panels
176,2021-03-21,35543.0,Panels
177,2021-03-22,27302.0,Panels
178,2021-03-23,27302.0,Panels
179,2021-03-24,34189.0,Panels
180,2021-03-25,34189.0,Panels
181,2021-03-26,29563.0,Panels
182,2021-03-27,29563.0,Panels
183,2021-03-28,29563.0,Panels
184,2021-03-29,29563.0,Panels
185,2021-03-30,29830.0,Panels
186,2021-03-31,29830.0,Panels
187,2021-04-01,38869.0,Panels
188,2021-04-02,38869.0,Panels
189,2021-04-03,38869.0,Panels
190,2021-04-04,38869.0,Panels
191,2021-04-05,38869.0,Panels
192,2021-04-06,38869.0,Panels
193,2021-04-07,38869.0,Panels
194,2021-04-08,33365.0,Panels
195,2021-04-09,37061.0,Panels
196,2021-04-10,37061.0,Panels
197,2021-04-11,29872.0,Panels
198,2021-04-12,29872.0,Panels
199,2021-04-13,29872.0,Panels
200,2021-04-14,29872.0,Panels
201,2021-04-15,29872.0,Panels
202,2021-04-16,29872.0,Panels
203,2021-04-17,33620.0,Panels
204,2021-04-18,33353.0,Panels
205,2021-04-19,33353.0,Panels
206,2021-04-20,33353.0,Panels
207,2021-04-21,28986.0,Panels
208,2021-04-22,43332.0,Panels
209,2021-04-23,43332.0,Panels
210,2021-04-24,43332.0,Panels
211,2021-04-25,43332.0,Panels
212,2021-04-26,43332.0,Panels
213,2021-04-27,43332.0,Panels
214,2021-04-28,26268.0,Panels
215,2021-04-29,26268.0,Panels
216,2021-04-30,26268.0,Panels
217,2021-05-01,21666.0,Panels
218,2021-05-02,21666.0,Panels
219,2021-05-03,21666.0,Panels
220,2021-05-04,34861.0,Panels
221,2021-05-05,34861.0,Panels
222,2021-05-06,34861.0,Panels
223,2021-05-07,34861.0,Panels
224,2021-05-08,47537.0,Panels
225,2021-05-09,47537.0,Panels
226,2021-05-10,25084.0,Panels
227,2021-05-11,25084.0,Panels
228,2021-05-12,25084.0,Panels
229,2021-05-13,25084.0,Panels
230,2021-05-14,25084.0,Panels
231,2021-05-15,41011.0,Panels
232,2021-05-16,29345.0,Panels
233,2021-05-17,29345.0,Panels
234,2021-05-18,29932.0,Panels
235,2021-05-19,29932.0,Panels
236,2021-05-20,38707.0,Panels
237,2021-05-21,38707.0,Panels
238,2021-05-22,38707.0,Panels
239,2021-05-23,38707.0,Panels
240,2021-05-24,50937.0,Panels
241,2021-05-25,46236.0,Panels
242,2021-05-26,46236.0,Panels
243,2021-05-27,46236.0,Panels
244,2021-05-28,46236.0,Panels
245,2021-05-29,47964.0,Panels
246,2021-05-30,47964.0,Panels
247,2021-05-31,44753.0,Panels
248,2021-06-01,37973.0,Panels
249,2021-06-02,37973.0,Panels
250,2021-06-03,37973.0,Panels
251,2021-06-04,37973.0,Panels
252,2021-06-05,37973.0,Panels
253,2021-06-06,38030.0,Panels
254,2021-06-07,38030.0,Panels
255,2021-06-08,38030.0,Panels
256,2021-06-09,29326.0,Panels
257,2021-06-10,29326.0,Panels
258,2021-06-11,31707.0,Panels
259,2021-06-12,31707.0,Panels
260,2021-06-13,29010.0,Panels
261,2021-06-14,29010.0,Panels
262,2021-06-15,20337.0,Panels
263,2021-06-16,17569.0,Panels
264,2021-06-17,17569.0,Panels
265,2021-06-18,13272.0,Panels
266,2021-06-19,13272.0,Panels
267,2021-06-20,13272.0,Panels
268,2021-06-21,12514.0,Panels
269,2021-06-22,10174.0,Panels
270,2021-06-23,10927.0,Panels
271,2021-06-24,13305.0,Panels
272,2021-06-25,13305.0,Panels
273,2021-06-26,13305.0,Panels
274,2021-06-27,13305.0,Panels
275,2021-06-28,30875.0,Panels
276,2021-06-29,30875.0,Panels
277,2021-06-30,35446.0,Panels
278,2021-07-01,39797.0,Panels
279,2021-07-02,39797.0,Panels
280,2021-07-03,39797.0,Panels
281,2021-07-04,38378.0,Panels
282,2021-07-05,38378.0,Panels
283,2021-07-06,38378.0,Panels
284,2021-07-07,38378.0,Panels
285,2021-07-08,34519.0,Panels
286,2021-07-09,34519.0,Panels
287,2021-07-10,68982.0,Panels
288,2021-07-11,33338.0,Panels
