,date,value,name_B00LTYJGC4
59,2018-11-13,10111.0,Misting Systems
60,2018-11-14,10111.0,Misting Systems
61,2018-11-15,13034.0,Misting Systems
62,2018-11-16,13034.0,Misting Systems
63,2018-11-17,11211.0,Misting Systems
64,2018-11-18,11211.0,Misting Systems
65,2018-11-19,18390.0,Misting Systems
66,2018-11-20,13770.0,Misting Systems
67,2018-11-21,13770.0,Misting Systems
68,2018-11-22,9236.0,Misting Systems
69,2018-11-23,9236.0,Misting Systems
70,2018-11-24,9236.0,Misting Systems
71,2018-11-25,11315.0,Misting Systems
72,2018-11-26,11315.0,Misting Systems
73,2018-11-27,11315.0,Misting Systems
74,2018-11-28,11315.0,Misting Systems
75,2018-11-29,8902.0,Misting Systems
76,2018-11-30,8902.0,Misting Systems
77,2018-12-01,13922.0,Misting Systems
78,2018-12-02,11411.0,Misting Systems
79,2018-12-03,11411.0,Misting Systems
80,2018-12-04,11617.0,Misting Systems
81,2018-12-05,11553.0,Misting Systems
82,2018-12-06,11553.0,Misting Systems
83,2018-12-07,11553.0,Misting Systems
84,2018-12-08,8414.0,Misting Systems
85,2018-12-09,8414.0,Misting Systems
86,2018-12-10,10675.0,Misting Systems
87,2018-12-11,10675.0,Misting Systems
88,2018-12-12,10675.0,Misting Systems
89,2018-12-13,10675.0,Misting Systems
90,2018-12-14,10675.0,Misting Systems
91,2018-12-15,10675.0,Misting Systems
92,2018-12-16,8737.0,Misting Systems
93,2018-12-17,8737.0,Misting Systems
94,2018-12-18,11361.0,Misting Systems
95,2018-12-19,11361.0,Misting Systems
96,2018-12-20,11361.0,Misting Systems
97,2018-12-21,11361.0,Misting Systems
98,2018-12-22,11361.0,Misting Systems
99,2018-12-23,11361.0,Misting Systems
100,2018-12-24,11361.0,Misting Systems
101,2018-12-25,8175.0,Misting Systems
102,2018-12-26,8681.0,Misting Systems
103,2018-12-27,8034.0,Misting Systems
104,2018-12-28,10286.0,Misting Systems
105,2018-12-29,11281.0,Misting Systems
106,2018-12-30,11281.0,Misting Systems
107,2018-12-31,11281.0,Misting Systems
108,2019-01-01,11281.0,Misting Systems
109,2019-01-02,11281.0,Misting Systems
110,2019-01-03,11151.0,Misting Systems
111,2019-01-04,8244.0,Misting Systems
112,2019-01-05,8244.0,Misting Systems
113,2019-01-06,10527.0,Misting Systems
114,2019-01-07,10527.0,Misting Systems
115,2019-01-08,10527.0,Misting Systems
116,2019-01-09,5942.0,Misting Systems
117,2019-01-10,5942.0,Misting Systems
118,2019-01-11,8141.0,Misting Systems
119,2019-01-12,8141.0,Misting Systems
120,2019-01-13,8141.0,Misting Systems
121,2019-01-14,7052.0,Misting Systems
122,2019-01-15,7052.0,Misting Systems
123,2019-01-16,7052.0,Misting Systems
124,2019-01-17,10581.0,Misting Systems
125,2019-01-18,10581.0,Misting Systems
126,2019-01-19,5693.0,Misting Systems
127,2019-01-20,9840.0,Misting Systems
128,2019-01-21,5932.0,Misting Systems
129,2019-01-22,5932.0,Misting Systems
130,2019-01-23,5932.0,Misting Systems
131,2019-01-24,9655.0,Misting Systems
132,2019-01-25,5517.0,Misting Systems
133,2019-01-26,5517.0,Misting Systems
134,2019-01-27,5517.0,Misting Systems
135,2019-01-28,9138.0,Misting Systems
136,2019-01-29,11628.0,Misting Systems
137,2019-01-30,12062.0,Misting Systems
138,2019-01-31,6387.0,Misting Systems
139,2019-02-01,9031.0,Misting Systems
140,2019-02-02,10126.0,Misting Systems
141,2019-02-03,6627.0,Misting Systems
142,2019-02-04,6627.0,Misting Systems
143,2019-02-05,10083.0,Misting Systems
144,2019-02-06,10083.0,Misting Systems
145,2019-02-07,10352.0,Misting Systems
146,2019-02-08,10352.0,Misting Systems
147,2019-02-09,6273.0,Misting Systems
148,2019-02-10,6273.0,Misting Systems
149,2019-02-11,7287.0,Misting Systems
150,2019-02-12,5908.0,Misting Systems
151,2019-02-13,5908.0,Misting Systems
152,2019-02-14,7255.0,Misting Systems
153,2019-02-15,7255.0,Misting Systems
154,2019-02-16,10506.0,Misting Systems
155,2019-02-17,10506.0,Misting Systems
156,2019-02-18,10506.0,Misting Systems
157,2019-02-19,8618.0,Misting Systems
158,2019-02-20,8618.0,Misting Systems
159,2019-02-21,8618.0,Misting Systems
160,2019-02-22,7326.0,Misting Systems
161,2019-02-23,8144.0,Misting Systems
162,2019-02-24,6692.0,Misting Systems
163,2019-02-25,6692.0,Misting Systems
164,2019-02-26,7093.0,Misting Systems
165,2019-02-27,7425.0,Misting Systems
166,2019-02-28,7425.0,Misting Systems
167,2019-03-01,7425.0,Misting Systems
168,2019-03-02,3503.0,Misting Systems
169,2019-03-03,4372.0,Misting Systems
170,2019-03-04,5078.0,Misting Systems
171,2019-03-05,5078.0,Misting Systems
172,2019-03-06,5078.0,Misting Systems
173,2019-03-07,5078.0,Misting Systems
174,2019-03-08,5078.0,Misting Systems
175,2019-03-09,5078.0,Misting Systems
176,2019-03-10,5929.0,Misting Systems
177,2019-03-11,5861.0,Misting Systems
178,2019-03-12,5861.0,Misting Systems
179,2019-03-13,5926.0,Misting Systems
180,2019-03-14,6228.0,Misting Systems
181,2019-03-15,5675.0,Misting Systems
182,2019-03-16,7399.0,Misting Systems
183,2019-03-17,7399.0,Misting Systems
184,2019-03-18,3670.0,Misting Systems
185,2019-03-19,3109.0,Misting Systems
186,2019-03-20,4796.0,Misting Systems
187,2019-03-21,5415.0,Misting Systems
188,2019-03-22,5226.0,Misting Systems
189,2019-03-23,4905.0,Misting Systems
190,2019-03-24,8364.0,Misting Systems
191,2019-03-25,8364.0,Misting Systems
192,2019-03-26,10020.0,Misting Systems
193,2019-03-27,10295.0,Misting Systems
194,2019-03-28,14730.0,Misting Systems
195,2019-03-29,13214.0,Misting Systems
196,2019-03-30,13214.0,Misting Systems
197,2019-03-31,7850.0,Misting Systems
198,2019-04-01,4157.0,Misting Systems
199,2019-04-02,3548.0,Misting Systems
200,2019-04-03,2864.0,Misting Systems
201,2019-04-04,4847.0,Misting Systems
202,2019-04-05,4847.0,Misting Systems
203,2019-04-06,3211.0,Misting Systems
204,2019-04-07,2972.0,Misting Systems
205,2019-04-08,2246.0,Misting Systems
206,2019-04-09,1929.0,Misting Systems
207,2019-04-10,2773.0,Misting Systems
208,2019-04-11,2923.0,Misting Systems
209,2019-04-12,2310.0,Misting Systems
210,2019-04-13,2310.0,Misting Systems
211,2019-04-14,2310.0,Misting Systems
212,2019-04-15,2488.0,Misting Systems
213,2019-04-16,2296.0,Misting Systems
214,2019-04-17,3067.0,Misting Systems
215,2019-04-18,2269.0,Misting Systems
216,2019-04-19,2412.0,Misting Systems
217,2019-04-20,2412.0,Misting Systems
218,2019-04-21,1300.0,Misting Systems
219,2019-04-22,2090.0,Misting Systems
220,2019-04-23,1933.0,Misting Systems
221,2019-04-24,2173.0,Misting Systems
222,2019-04-25,1411.0,Misting Systems
223,2019-04-26,1266.0,Misting Systems
224,2019-04-27,843.0,Misting Systems
225,2019-04-28,743.0,Misting Systems
226,2019-04-29,1359.0,Misting Systems
227,2019-04-30,1300.0,Misting Systems
228,2019-05-01,1425.0,Misting Systems
229,2019-05-02,1764.0,Misting Systems
230,2019-05-03,2041.0,Misting Systems
231,2019-05-04,2253.0,Misting Systems
232,2019-05-05,1949.0,Misting Systems
233,2019-05-06,1398.0,Misting Systems
234,2019-05-07,1373.0,Misting Systems
235,2019-05-08,2339.0,Misting Systems
236,2019-05-09,2212.0,Misting Systems
237,2019-05-10,2522.0,Misting Systems
238,2019-05-11,2112.0,Misting Systems
239,2019-05-12,2084.0,Misting Systems
240,2019-05-13,1513.0,Misting Systems
241,2019-05-14,1774.0,Misting Systems
242,2019-05-15,1473.0,Misting Systems
243,2019-05-16,1788.0,Misting Systems
244,2019-05-17,1509.0,Misting Systems
245,2019-05-18,1443.0,Misting Systems
246,2019-05-19,1551.0,Misting Systems
247,2019-05-20,1419.0,Misting Systems
248,2019-05-21,1455.0,Misting Systems
249,2019-05-22,1095.0,Misting Systems
250,2019-05-23,1087.0,Misting Systems
251,2019-05-24,1072.0,Misting Systems
252,2019-05-25,1196.0,Misting Systems
253,2019-05-26,1082.0,Misting Systems
254,2019-05-27,1030.0,Misting Systems
255,2019-05-28,875.0,Misting Systems
256,2019-05-29,875.0,Misting Systems
257,2019-05-30,797.0,Misting Systems
258,2019-05-31,743.0,Misting Systems
259,2019-06-01,705.0,Misting Systems
260,2019-06-02,720.0,Misting Systems
261,2019-06-03,756.0,Misting Systems
262,2019-06-04,649.0,Misting Systems
263,2019-06-05,823.0,Misting Systems
264,2019-06-06,596.0,Misting Systems
265,2019-06-07,737.0,Misting Systems
266,2019-06-08,649.0,Misting Systems
267,2019-06-09,574.0,Misting Systems
268,2019-06-10,469.0,Misting Systems
269,2019-06-11,502.0,Misting Systems
270,2019-06-12,352.0,Misting Systems
271,2019-06-13,357.0,Misting Systems
272,2019-06-14,362.0,Misting Systems
273,2019-06-15,524.0,Misting Systems
274,2019-06-16,524.0,Misting Systems
275,2019-06-17,524.0,Misting Systems
276,2019-06-18,584.0,Misting Systems
277,2019-06-19,495.0,Misting Systems
278,2019-06-20,578.0,Misting Systems
279,2019-06-21,578.0,Misting Systems
280,2019-06-22,578.0,Misting Systems
281,2019-06-23,608.0,Misting Systems
282,2019-06-24,472.0,Misting Systems
283,2019-06-25,472.0,Misting Systems
284,2019-06-26,644.0,Misting Systems
285,2019-06-27,644.0,Misting Systems
286,2019-06-28,492.0,Misting Systems
287,2019-06-29,488.0,Misting Systems
288,2019-06-30,488.0,Misting Systems
289,2019-07-01,347.0,Misting Systems
290,2019-07-02,340.0,Misting Systems
291,2019-07-03,387.0,Misting Systems
292,2019-07-04,436.0,Misting Systems
293,2019-07-05,355.0,Misting Systems
294,2019-07-06,342.0,Misting Systems
295,2019-07-07,478.0,Misting Systems
296,2019-07-08,448.0,Misting Systems
297,2019-07-09,515.0,Misting Systems
298,2019-07-10,606.0,Misting Systems
299,2019-07-11,606.0,Misting Systems
300,2019-07-12,549.0,Misting Systems
301,2019-07-13,549.0,Misting Systems
302,2019-07-14,356.0,Misting Systems
303,2019-07-15,356.0,Misting Systems
304,2019-07-16,512.0,Misting Systems
305,2019-07-17,512.0,Misting Systems
306,2019-07-18,352.0,Misting Systems
307,2019-07-19,330.0,Misting Systems
308,2019-07-20,307.0,Misting Systems
309,2019-07-21,265.0,Misting Systems
310,2019-07-22,265.0,Misting Systems
311,2019-07-23,265.0,Misting Systems
312,2019-07-24,333.0,Misting Systems
313,2019-07-25,393.0,Misting Systems
314,2019-07-26,469.0,Misting Systems
315,2019-07-27,469.0,Misting Systems
316,2019-07-28,400.0,Misting Systems
317,2019-07-29,400.0,Misting Systems
318,2019-07-30,408.0,Misting Systems
319,2019-07-31,657.0,Misting Systems
320,2019-08-01,561.0,Misting Systems
321,2019-08-02,713.0,Misting Systems
322,2019-08-03,610.0,Misting Systems
323,2019-08-04,492.0,Misting Systems
324,2019-08-05,586.0,Misting Systems
325,2019-08-06,811.0,Misting Systems
326,2019-08-07,768.0,Misting Systems
327,2019-08-08,732.0,Misting Systems
328,2019-08-09,789.0,Misting Systems
329,2019-08-10,785.0,Misting Systems
330,2019-08-11,785.0,Misting Systems
331,2019-08-12,954.0,Misting Systems
332,2019-08-13,962.0,Misting Systems
333,2019-08-14,862.0,Misting Systems
334,2019-08-15,862.0,Misting Systems
335,2019-08-16,862.0,Misting Systems
336,2019-08-17,788.0,Misting Systems
337,2019-08-18,961.0,Misting Systems
338,2019-08-19,1039.0,Misting Systems
339,2019-08-20,1039.0,Misting Systems
340,2019-08-21,896.0,Misting Systems
341,2019-08-22,863.0,Misting Systems
342,2019-08-23,1000.0,Misting Systems
343,2019-08-24,1033.0,Misting Systems
344,2019-08-25,1352.0,Misting Systems
345,2019-08-26,1211.0,Misting Systems
346,2019-08-27,1211.0,Misting Systems
347,2019-08-28,1211.0,Misting Systems
348,2019-08-29,1122.0,Misting Systems
349,2019-08-30,1652.0,Misting Systems
350,2019-08-31,1556.0,Misting Systems
351,2019-09-01,1215.0,Misting Systems
352,2019-09-02,1874.0,Misting Systems
353,2019-09-03,1289.0,Misting Systems
354,2019-09-04,1431.0,Misting Systems
355,2019-09-05,1431.0,Misting Systems
356,2019-09-06,1876.0,Misting Systems
357,2019-09-07,1450.0,Misting Systems
358,2019-09-08,1614.0,Misting Systems
359,2019-09-09,1614.0,Misting Systems
360,2019-09-10,1614.0,Misting Systems
361,2019-09-11,2638.0,Misting Systems
362,2019-09-12,2565.0,Misting Systems
363,2019-09-13,3252.0,Misting Systems
364,2019-09-14,3071.0,Misting Systems
365,2019-09-15,1828.0,Misting Systems
366,2019-09-16,3110.0,Misting Systems
367,2019-09-17,2595.0,Misting Systems
368,2019-09-18,3042.0,Misting Systems
369,2019-09-19,3798.0,Misting Systems
370,2019-09-20,3792.0,Misting Systems
371,2019-09-21,3447.0,Misting Systems
372,2019-09-22,4261.0,Misting Systems
373,2019-09-23,4050.0,Misting Systems
374,2019-09-24,4256.0,Misting Systems
375,2019-09-25,3844.0,Misting Systems
376,2019-09-26,6068.0,Misting Systems
377,2019-09-27,6488.0,Misting Systems
378,2019-09-28,7131.0,Misting Systems
379,2019-09-29,5433.0,Misting Systems
380,2019-09-30,5433.0,Misting Systems
381,2019-10-01,5433.0,Misting Systems
382,2019-10-02,5942.0,Misting Systems
383,2019-10-03,5411.0,Misting Systems
384,2019-10-04,5559.0,Misting Systems
385,2019-10-05,5559.0,Misting Systems
386,2019-10-06,8151.0,Misting Systems
387,2019-10-07,8151.0,Misting Systems
388,2019-10-08,7719.0,Misting Systems
389,2019-10-09,7719.0,Misting Systems
390,2019-10-10,5697.0,Misting Systems
391,2019-10-11,6845.0,Misting Systems
392,2019-10-12,7681.0,Misting Systems
393,2019-10-13,8066.0,Misting Systems
394,2019-10-14,7483.0,Misting Systems
395,2019-10-15,7227.0,Misting Systems
396,2019-10-16,7227.0,Misting Systems
397,2019-10-17,7227.0,Misting Systems
398,2019-10-18,7227.0,Misting Systems
399,2019-10-19,7227.0,Misting Systems
400,2019-10-20,7227.0,Misting Systems
401,2019-10-21,8413.0,Misting Systems
402,2019-10-22,8413.0,Misting Systems
403,2019-10-23,8487.0,Misting Systems
404,2019-10-24,9898.0,Misting Systems
405,2019-10-25,9953.0,Misting Systems
406,2019-10-26,12087.0,Misting Systems
407,2019-10-27,9217.0,Misting Systems
408,2019-10-28,14005.0,Misting Systems
409,2019-10-29,19364.0,Misting Systems
410,2019-10-30,16148.0,Misting Systems
411,2019-10-31,8470.0,Misting Systems
412,2019-11-01,10321.0,Misting Systems
413,2019-11-02,9408.0,Misting Systems
414,2019-11-03,12936.0,Misting Systems
415,2019-11-04,13813.0,Misting Systems
416,2019-11-05,13813.0,Misting Systems
417,2019-11-06,10352.0,Misting Systems
418,2019-11-07,12010.0,Misting Systems
419,2019-11-08,12010.0,Misting Systems
420,2019-11-09,12010.0,Misting Systems
421,2019-11-10,11070.0,Misting Systems
422,2019-11-11,11070.0,Misting Systems
423,2019-11-12,11070.0,Misting Systems
424,2019-11-13,10373.0,Misting Systems
425,2019-11-14,10373.0,Misting Systems
426,2019-11-15,13591.0,Misting Systems
427,2019-11-16,13591.0,Misting Systems
428,2019-11-17,13591.0,Misting Systems
429,2019-11-18,13591.0,Misting Systems
430,2019-11-19,12327.0,Misting Systems
431,2019-11-20,12327.0,Misting Systems
432,2019-11-21,12782.0,Misting Systems
433,2019-11-22,17518.0,Misting Systems
434,2019-11-23,17518.0,Misting Systems
435,2019-11-24,17518.0,Misting Systems
436,2019-11-25,16125.0,Misting Systems
437,2019-11-26,16125.0,Misting Systems
438,2019-11-27,22355.0,Misting Systems
439,2019-11-28,22355.0,Misting Systems
440,2019-11-29,22355.0,Misting Systems
441,2019-11-30,22355.0,Misting Systems
442,2019-12-01,19501.0,Misting Systems
443,2019-12-02,20007.0,Misting Systems
444,2019-12-03,20007.0,Misting Systems
445,2019-12-04,20007.0,Misting Systems
446,2019-12-05,20007.0,Misting Systems
447,2019-12-06,20007.0,Misting Systems
448,2019-12-07,20007.0,Misting Systems
449,2019-12-08,22162.0,Misting Systems
450,2019-12-09,22162.0,Misting Systems
451,2019-12-10,22162.0,Misting Systems
452,2019-12-11,22162.0,Misting Systems
453,2019-12-12,12919.0,Misting Systems
454,2019-12-13,12919.0,Misting Systems
455,2019-12-14,13273.0,Misting Systems
456,2019-12-15,16252.0,Misting Systems
457,2019-12-16,15428.0,Misting Systems
458,2019-12-17,15428.0,Misting Systems
459,2019-12-18,15428.0,Misting Systems
460,2019-12-19,15428.0,Misting Systems
461,2019-12-20,11647.0,Misting Systems
462,2019-12-21,13903.0,Misting Systems
463,2019-12-22,12068.0,Misting Systems
464,2019-12-23,12068.0,Misting Systems
465,2019-12-24,12068.0,Misting Systems
466,2019-12-25,12068.0,Misting Systems
467,2019-12-26,12068.0,Misting Systems
468,2019-12-27,13663.0,Misting Systems
469,2019-12-28,13663.0,Misting Systems
470,2019-12-29,13663.0,Misting Systems
471,2019-12-30,13663.0,Misting Systems
472,2019-12-31,13663.0,Misting Systems
473,2020-01-01,13663.0,Misting Systems
474,2020-01-02,13663.0,Misting Systems
475,2020-01-03,11885.0,Misting Systems
476,2020-01-04,11885.0,Misting Systems
477,2020-01-05,8399.0,Misting Systems
478,2020-01-06,8399.0,Misting Systems
479,2020-01-07,11602.0,Misting Systems
480,2020-01-08,12144.0,Misting Systems
481,2020-01-09,12144.0,Misting Systems
482,2020-01-10,8946.0,Misting Systems
483,2020-01-11,8946.0,Misting Systems
484,2020-01-12,8946.0,Misting Systems
485,2020-01-13,10080.0,Misting Systems
486,2020-01-14,13806.0,Misting Systems
487,2020-01-15,13806.0,Misting Systems
488,2020-01-16,8939.0,Misting Systems
489,2020-01-17,8939.0,Misting Systems
490,2020-01-18,8939.0,Misting Systems
491,2020-01-19,8939.0,Misting Systems
492,2020-01-20,10108.0,Misting Systems
493,2020-01-21,10108.0,Misting Systems
494,2020-01-22,10108.0,Misting Systems
495,2020-01-23,13513.0,Misting Systems
496,2020-01-24,13513.0,Misting Systems
497,2020-01-25,13513.0,Misting Systems
498,2020-01-26,7600.0,Misting Systems
499,2020-01-27,8284.0,Misting Systems
500,2020-01-28,8284.0,Misting Systems
501,2020-01-29,8284.0,Misting Systems
502,2020-01-30,9150.0,Misting Systems
503,2020-01-31,9150.0,Misting Systems
504,2020-02-01,9150.0,Misting Systems
505,2020-02-02,9150.0,Misting Systems
506,2020-02-03,9150.0,Misting Systems
507,2020-02-04,8130.0,Misting Systems
508,2020-02-05,8130.0,Misting Systems
509,2020-02-06,8130.0,Misting Systems
510,2020-02-07,13045.0,Misting Systems
511,2020-02-08,8034.0,Misting Systems
512,2020-02-09,8034.0,Misting Systems
513,2020-02-10,8034.0,Misting Systems
514,2020-02-11,7221.0,Misting Systems
515,2020-02-12,7221.0,Misting Systems
516,2020-02-13,8178.0,Misting Systems
517,2020-02-14,8178.0,Misting Systems
518,2020-02-15,9457.0,Misting Systems
519,2020-02-16,9457.0,Misting Systems
520,2020-02-17,9457.0,Misting Systems
521,2020-02-18,9603.0,Misting Systems
522,2020-02-19,9603.0,Misting Systems
523,2020-02-20,9603.0,Misting Systems
524,2020-02-21,9603.0,Misting Systems
525,2020-02-22,9888.0,Misting Systems
526,2020-02-23,18206.0,Misting Systems
527,2020-02-24,18206.0,Misting Systems
528,2020-02-25,18206.0,Misting Systems
529,2020-02-26,18206.0,Misting Systems
530,2020-02-27,18206.0,Misting Systems
531,2020-02-28,10086.0,Misting Systems
532,2020-02-29,10086.0,Misting Systems
533,2020-03-01,10086.0,Misting Systems
534,2020-03-02,7040.0,Misting Systems
535,2020-03-03,7040.0,Misting Systems
536,2020-03-04,6826.0,Misting Systems
537,2020-03-05,6826.0,Misting Systems
538,2020-03-06,6826.0,Misting Systems
539,2020-03-07,5789.0,Misting Systems
540,2020-03-08,5789.0,Misting Systems
541,2020-03-09,5789.0,Misting Systems
542,2020-03-10,7551.0,Misting Systems
543,2020-03-11,7551.0,Misting Systems
544,2020-03-12,7551.0,Misting Systems
545,2020-03-13,5819.0,Misting Systems
546,2020-03-14,5819.0,Misting Systems
547,2020-03-15,5819.0,Misting Systems
548,2020-03-16,5819.0,Misting Systems
549,2020-03-17,4612.0,Misting Systems
550,2020-03-18,4612.0,Misting Systems
551,2020-03-19,4612.0,Misting Systems
552,2020-03-20,4612.0,Misting Systems
553,2020-03-21,4612.0,Misting Systems
554,2020-03-22,4612.0,Misting Systems
555,2020-03-23,4612.0,Misting Systems
556,2020-03-24,4612.0,Misting Systems
557,2020-03-25,4612.0,Misting Systems
558,2020-03-26,11636.0,Misting Systems
559,2020-03-27,11636.0,Misting Systems
560,2020-03-28,14115.0,Misting Systems
561,2020-03-29,14115.0,Misting Systems
562,2020-03-30,11176.0,Misting Systems
563,2020-03-31,16114.0,Misting Systems
564,2020-04-01,15598.0,Misting Systems
565,2020-04-02,15598.0,Misting Systems
566,2020-04-03,15598.0,Misting Systems
567,2020-04-04,15598.0,Misting Systems
568,2020-04-05,7846.0,Misting Systems
569,2020-04-06,7846.0,Misting Systems
570,2020-04-07,7846.0,Misting Systems
571,2020-04-08,7846.0,Misting Systems
572,2020-04-09,7846.0,Misting Systems
573,2020-04-10,7846.0,Misting Systems
574,2020-04-11,13640.0,Misting Systems
575,2020-04-12,13640.0,Misting Systems
576,2020-04-13,14937.0,Misting Systems
577,2020-04-14,14937.0,Misting Systems
578,2020-04-15,13530.0,Misting Systems
579,2020-04-16,13530.0,Misting Systems
580,2020-04-17,13530.0,Misting Systems
581,2020-04-18,12523.0,Misting Systems
582,2020-04-19,12523.0,Misting Systems
583,2020-04-20,12438.0,Misting Systems
584,2020-04-21,12438.0,Misting Systems
585,2020-04-22,12438.0,Misting Systems
586,2020-04-23,9761.0,Misting Systems
587,2020-04-24,9761.0,Misting Systems
588,2020-04-25,9761.0,Misting Systems
589,2020-04-26,3692.0,Misting Systems
590,2020-04-27,3603.0,Misting Systems
591,2020-04-28,3603.0,Misting Systems
592,2020-04-29,3603.0,Misting Systems
593,2020-04-30,3541.0,Misting Systems
594,2020-05-01,3541.0,Misting Systems
595,2020-05-02,4494.0,Misting Systems
596,2020-05-03,4494.0,Misting Systems
597,2020-05-04,4494.0,Misting Systems
598,2020-05-05,4979.0,Misting Systems
599,2020-05-06,4979.0,Misting Systems
600,2020-05-07,4407.0,Misting Systems
601,2020-05-08,4407.0,Misting Systems
602,2020-05-09,4407.0,Misting Systems
603,2020-05-10,4091.0,Misting Systems
604,2020-05-11,4091.0,Misting Systems
605,2020-05-12,4091.0,Misting Systems
606,2020-05-13,3905.0,Misting Systems
607,2020-05-14,3632.0,Misting Systems
608,2020-05-15,3632.0,Misting Systems
609,2020-05-16,3632.0,Misting Systems
610,2020-05-17,2193.0,Misting Systems
611,2020-05-18,2193.0,Misting Systems
612,2020-05-19,1968.0,Misting Systems
613,2020-05-20,1968.0,Misting Systems
614,2020-05-21,1968.0,Misting Systems
615,2020-05-22,2237.0,Misting Systems
616,2020-05-23,2237.0,Misting Systems
617,2020-05-24,2237.0,Misting Systems
618,2020-05-25,1318.0,Misting Systems
619,2020-05-26,1318.0,Misting Systems
620,2020-05-27,1412.0,Misting Systems
621,2020-05-28,1005.0,Misting Systems
622,2020-05-29,1005.0,Misting Systems
623,2020-05-30,1011.0,Misting Systems
624,2020-05-31,1354.0,Misting Systems
625,2020-06-01,1354.0,Misting Systems
626,2020-06-02,1354.0,Misting Systems
627,2020-06-03,1218.0,Misting Systems
628,2020-06-04,1218.0,Misting Systems
629,2020-06-05,837.0,Misting Systems
630,2020-06-06,837.0,Misting Systems
631,2020-06-07,837.0,Misting Systems
632,2020-06-08,833.0,Misting Systems
633,2020-06-09,833.0,Misting Systems
634,2020-06-10,678.0,Misting Systems
635,2020-06-11,678.0,Misting Systems
636,2020-06-12,678.0,Misting Systems
637,2020-06-13,996.0,Misting Systems
638,2020-06-14,996.0,Misting Systems
639,2020-06-15,983.0,Misting Systems
640,2020-06-16,983.0,Misting Systems
641,2020-06-17,1042.0,Misting Systems
642,2020-06-18,1042.0,Misting Systems
643,2020-06-19,1042.0,Misting Systems
644,2020-06-20,1042.0,Misting Systems
645,2020-06-21,859.0,Misting Systems
646,2020-06-22,700.0,Misting Systems
647,2020-06-23,594.0,Misting Systems
648,2020-06-24,594.0,Misting Systems
649,2020-06-25,577.0,Misting Systems
650,2020-06-26,697.0,Misting Systems
651,2020-06-27,697.0,Misting Systems
652,2020-06-28,697.0,Misting Systems
653,2020-06-29,688.0,Misting Systems
654,2020-06-30,688.0,Misting Systems
655,2020-07-01,688.0,Misting Systems
656,2020-07-02,636.0,Misting Systems
657,2020-07-03,636.0,Misting Systems
658,2020-07-04,636.0,Misting Systems
659,2020-07-05,433.0,Misting Systems
660,2020-07-06,451.0,Misting Systems
661,2020-07-07,451.0,Misting Systems
662,2020-07-08,1506.0,Misting Systems
663,2020-07-09,2177.0,Misting Systems
664,2020-07-10,2625.0,Misting Systems
665,2020-07-11,1402.0,Misting Systems
666,2020-07-12,1500.0,Misting Systems
667,2020-07-13,680.0,Misting Systems
668,2020-07-14,1306.0,Misting Systems
669,2020-07-15,1306.0,Misting Systems
