,date,value,name_B086P9HXSC
85,2020-10-30,93331.0,Tablecloths
86,2020-10-31,93331.0,Tablecloths
87,2020-11-01,93331.0,Tablecloths
88,2020-11-02,93331.0,Tablecloths
89,2020-11-03,93331.0,Tablecloths
90,2020-11-04,93331.0,Tablecloths
91,2020-11-05,93331.0,Tablecloths
92,2020-11-06,254531.0,Tablecloths
93,2020-11-07,254531.0,Tablecloths
94,2020-11-08,254531.0,Tablecloths
95,2020-11-09,238542.0,Tablecloths
96,2020-11-10,238542.0,Tablecloths
97,2020-11-11,238542.0,Tablecloths
98,2020-11-12,238542.0,Tablecloths
99,2020-11-13,238542.0,Tablecloths
100,2020-11-14,214124.0,Tablecloths
101,2020-11-15,214124.0,Tablecloths
102,2020-11-16,214124.0,Tablecloths
103,2020-11-17,214124.0,Tablecloths
104,2020-11-18,253495.0,Tablecloths
105,2020-11-19,253495.0,Tablecloths
106,2020-11-20,253495.0,Tablecloths
107,2020-11-21,253495.0,Tablecloths
108,2020-11-22,253495.0,Tablecloths
109,2020-11-23,253495.0,Tablecloths
110,2020-11-24,253495.0,Tablecloths
111,2020-11-25,253495.0,Tablecloths
112,2020-11-26,253495.0,Tablecloths
113,2020-11-27,253495.0,Tablecloths
114,2020-11-28,253495.0,Tablecloths
115,2020-11-29,253495.0,Tablecloths
116,2020-11-30,253495.0,Tablecloths
117,2020-12-01,253495.0,Tablecloths
118,2020-12-02,253495.0,Tablecloths
119,2020-12-03,253495.0,Tablecloths
120,2020-12-04,253495.0,Tablecloths
121,2020-12-05,253495.0,Tablecloths
122,2020-12-06,253495.0,Tablecloths
123,2020-12-07,253495.0,Tablecloths
124,2020-12-08,253495.0,Tablecloths
125,2020-12-09,253495.0,Tablecloths
126,2020-12-10,110267.0,Tablecloths
127,2020-12-11,110267.0,Tablecloths
128,2020-12-12,110267.0,Tablecloths
129,2020-12-13,110267.0,Tablecloths
130,2020-12-14,110267.0,Tablecloths
131,2020-12-15,110267.0,Tablecloths
132,2020-12-16,110267.0,Tablecloths
133,2020-12-17,110267.0,Tablecloths
134,2020-12-18,110267.0,Tablecloths
135,2020-12-19,110267.0,Tablecloths
136,2020-12-20,110267.0,Tablecloths
137,2020-12-21,110267.0,Tablecloths
138,2020-12-22,301766.0,Tablecloths
139,2020-12-23,301766.0,Tablecloths
140,2020-12-24,301766.0,Tablecloths
141,2020-12-25,301766.0,Tablecloths
142,2020-12-26,301766.0,Tablecloths
143,2020-12-27,301766.0,Tablecloths
144,2020-12-28,301766.0,Tablecloths
145,2020-12-29,301766.0,Tablecloths
146,2020-12-30,301766.0,Tablecloths
147,2020-12-31,301766.0,Tablecloths
148,2021-01-01,301766.0,Tablecloths
149,2021-01-02,301766.0,Tablecloths
150,2021-01-03,301766.0,Tablecloths
151,2021-01-04,130777.0,Tablecloths
152,2021-01-05,130777.0,Tablecloths
153,2021-01-06,130777.0,Tablecloths
154,2021-01-07,130777.0,Tablecloths
155,2021-01-08,130777.0,Tablecloths
156,2021-01-09,130777.0,Tablecloths
157,2021-01-10,130777.0,Tablecloths
158,2021-01-11,130777.0,Tablecloths
159,2021-01-12,130777.0,Tablecloths
160,2021-01-13,167638.0,Tablecloths
161,2021-01-14,167638.0,Tablecloths
162,2021-01-15,167638.0,Tablecloths
163,2021-01-16,167638.0,Tablecloths
164,2021-01-17,167638.0,Tablecloths
165,2021-01-18,167638.0,Tablecloths
166,2021-01-19,167638.0,Tablecloths
167,2021-01-20,167638.0,Tablecloths
168,2021-01-21,167638.0,Tablecloths
169,2021-01-22,167638.0,Tablecloths
170,2021-01-23,167638.0,Tablecloths
171,2021-01-24,167638.0,Tablecloths
172,2021-01-25,167638.0,Tablecloths
173,2021-01-26,167638.0,Tablecloths
174,2021-01-27,167638.0,Tablecloths
175,2021-01-28,167638.0,Tablecloths
176,2021-01-29,167638.0,Tablecloths
177,2021-01-30,167638.0,Tablecloths
178,2021-01-31,167638.0,Tablecloths
179,2021-02-01,167638.0,Tablecloths
180,2021-02-02,167638.0,Tablecloths
181,2021-02-03,176475.0,Tablecloths
182,2021-02-04,176475.0,Tablecloths
183,2021-02-05,176475.0,Tablecloths
184,2021-02-06,176475.0,Tablecloths
185,2021-02-07,176475.0,Tablecloths
186,2021-02-08,176475.0,Tablecloths
187,2021-02-09,188269.0,Tablecloths
188,2021-02-10,188269.0,Tablecloths
189,2021-02-11,188269.0,Tablecloths
190,2021-02-12,9637.0,Tablecloths
191,2021-02-13,9637.0,Tablecloths
192,2021-02-14,8159.0,Tablecloths
193,2021-02-15,9612.0,Tablecloths
194,2021-02-16,9787.0,Tablecloths
195,2021-02-17,6870.0,Tablecloths
196,2021-02-18,6870.0,Tablecloths
197,2021-02-19,7074.0,Tablecloths
198,2021-02-20,8348.0,Tablecloths
199,2021-02-21,8348.0,Tablecloths
200,2021-02-22,8348.0,Tablecloths
201,2021-02-23,10504.0,Tablecloths
202,2021-02-24,10504.0,Tablecloths
203,2021-02-25,10504.0,Tablecloths
204,2021-02-26,11095.0,Tablecloths
205,2021-02-27,11095.0,Tablecloths
206,2021-02-28,11095.0,Tablecloths
207,2021-03-01,11095.0,Tablecloths
208,2021-03-02,8397.0,Tablecloths
209,2021-03-03,6566.0,Tablecloths
210,2021-03-04,7610.0,Tablecloths
211,2021-03-05,7610.0,Tablecloths
212,2021-03-06,6902.0,Tablecloths
213,2021-03-07,6902.0,Tablecloths
214,2021-03-08,6902.0,Tablecloths
215,2021-03-09,9992.0,Tablecloths
216,2021-03-10,9992.0,Tablecloths
217,2021-03-11,9992.0,Tablecloths
218,2021-03-12,10872.0,Tablecloths
219,2021-03-13,10872.0,Tablecloths
220,2021-03-14,11460.0,Tablecloths
221,2021-03-15,11460.0,Tablecloths
222,2021-03-16,11460.0,Tablecloths
223,2021-03-17,11460.0,Tablecloths
224,2021-03-18,11460.0,Tablecloths
225,2021-03-19,11045.0,Tablecloths
226,2021-03-20,11045.0,Tablecloths
227,2021-03-21,11045.0,Tablecloths
228,2021-03-22,10985.0,Tablecloths
229,2021-03-23,11003.0,Tablecloths
230,2021-03-24,11003.0,Tablecloths
231,2021-03-25,11003.0,Tablecloths
232,2021-03-26,11003.0,Tablecloths
233,2021-03-27,7695.0,Tablecloths
234,2021-03-28,7695.0,Tablecloths
235,2021-03-29,7695.0,Tablecloths
236,2021-03-30,7695.0,Tablecloths
237,2021-03-31,11236.0,Tablecloths
238,2021-04-01,11236.0,Tablecloths
239,2021-04-02,7270.0,Tablecloths
240,2021-04-03,7270.0,Tablecloths
241,2021-04-04,6241.0,Tablecloths
242,2021-04-05,6241.0,Tablecloths
243,2021-04-06,6241.0,Tablecloths
244,2021-04-07,6931.0,Tablecloths
245,2021-04-08,6931.0,Tablecloths
246,2021-04-09,7036.0,Tablecloths
247,2021-04-10,7036.0,Tablecloths
248,2021-04-11,7036.0,Tablecloths
249,2021-04-12,8645.0,Tablecloths
250,2021-04-13,8645.0,Tablecloths
251,2021-04-14,12492.0,Tablecloths
252,2021-04-15,12492.0,Tablecloths
253,2021-04-16,8523.0,Tablecloths
254,2021-04-17,8523.0,Tablecloths
255,2021-04-18,8523.0,Tablecloths
256,2021-04-19,12242.0,Tablecloths
257,2021-04-20,12242.0,Tablecloths
258,2021-04-21,14486.0,Tablecloths
259,2021-04-22,12618.0,Tablecloths
260,2021-04-23,12618.0,Tablecloths
261,2021-04-24,12618.0,Tablecloths
262,2021-04-25,11939.0,Tablecloths
263,2021-04-26,13352.0,Tablecloths
264,2021-04-27,13352.0,Tablecloths
265,2021-04-28,13352.0,Tablecloths
266,2021-04-29,12999.0,Tablecloths
267,2021-04-30,12999.0,Tablecloths
268,2021-05-01,9554.0,Tablecloths
269,2021-05-02,7257.0,Tablecloths
270,2021-05-03,6840.0,Tablecloths
271,2021-05-04,8198.0,Tablecloths
272,2021-05-05,8198.0,Tablecloths
273,2021-05-06,9270.0,Tablecloths
274,2021-05-07,9270.0,Tablecloths
275,2021-05-08,8522.0,Tablecloths
276,2021-05-09,8522.0,Tablecloths
277,2021-05-10,8522.0,Tablecloths
278,2021-05-11,11454.0,Tablecloths
279,2021-05-12,11454.0,Tablecloths
280,2021-05-13,11454.0,Tablecloths
281,2021-05-14,13389.0,Tablecloths
282,2021-05-15,9881.0,Tablecloths
283,2021-05-16,9881.0,Tablecloths
284,2021-05-17,9881.0,Tablecloths
285,2021-05-18,12690.0,Tablecloths
286,2021-05-19,12690.0,Tablecloths
287,2021-05-20,9838.0,Tablecloths
288,2021-05-21,9838.0,Tablecloths
289,2021-05-22,8062.0,Tablecloths
290,2021-05-23,10649.0,Tablecloths
291,2021-05-24,10649.0,Tablecloths
292,2021-05-25,10649.0,Tablecloths
293,2021-05-26,8411.0,Tablecloths
294,2021-05-27,8681.0,Tablecloths
295,2021-05-28,8999.0,Tablecloths
296,2021-05-29,8999.0,Tablecloths
297,2021-05-30,8999.0,Tablecloths
298,2021-05-31,8999.0,Tablecloths
299,2021-06-01,5441.0,Tablecloths
300,2021-06-02,7855.0,Tablecloths
301,2021-06-03,7855.0,Tablecloths
302,2021-06-04,8903.0,Tablecloths
303,2021-06-05,8903.0,Tablecloths
304,2021-06-06,11454.0,Tablecloths
305,2021-06-07,11454.0,Tablecloths
306,2021-06-08,11357.0,Tablecloths
307,2021-06-09,11992.0,Tablecloths
308,2021-06-10,11992.0,Tablecloths
309,2021-06-11,11992.0,Tablecloths
310,2021-06-12,13509.0,Tablecloths
311,2021-06-13,13509.0,Tablecloths
312,2021-06-14,13509.0,Tablecloths
313,2021-06-15,13509.0,Tablecloths
314,2021-06-16,11957.0,Tablecloths
315,2021-06-17,11957.0,Tablecloths
316,2021-06-18,11957.0,Tablecloths
317,2021-06-19,9677.0,Tablecloths
318,2021-06-20,9677.0,Tablecloths
319,2021-06-21,8520.0,Tablecloths
320,2021-06-22,8520.0,Tablecloths
321,2021-06-23,8520.0,Tablecloths
322,2021-06-24,7290.0,Tablecloths
323,2021-06-25,6243.0,Tablecloths
324,2021-06-26,6243.0,Tablecloths
325,2021-06-27,6488.0,Tablecloths
326,2021-06-28,6488.0,Tablecloths
327,2021-06-29,6488.0,Tablecloths
328,2021-06-30,10934.0,Tablecloths
329,2021-07-01,8204.0,Tablecloths
330,2021-07-02,8204.0,Tablecloths
331,2021-07-03,7408.0,Tablecloths
332,2021-07-04,7408.0,Tablecloths
333,2021-07-05,7408.0,Tablecloths
334,2021-07-06,7408.0,Tablecloths
335,2021-07-07,7408.0,Tablecloths
336,2021-07-08,11312.0,Tablecloths
337,2021-07-09,6950.0,Tablecloths
