,date,value,name_B07RWF8F1Y
634,2021-02-16,105345.0,Pool Hoses
635,2021-02-17,105345.0,Pool Hoses
636,2021-02-18,105345.0,Pool Hoses
637,2021-02-19,105345.0,Pool Hoses
638,2021-02-20,105345.0,Pool Hoses
639,2021-02-21,105345.0,Pool Hoses
640,2021-02-22,105345.0,Pool Hoses
641,2021-02-23,41501.0,Pool Hoses
642,2021-02-24,41501.0,Pool Hoses
643,2021-02-25,41501.0,Pool Hoses
644,2021-02-26,78167.0,Pool Hoses
645,2021-02-27,78167.0,Pool Hoses
646,2021-02-28,78167.0,Pool Hoses
647,2021-03-01,78167.0,Pool Hoses
648,2021-03-02,78167.0,Pool Hoses
649,2021-03-03,78167.0,Pool Hoses
650,2021-03-04,78167.0,Pool Hoses
651,2021-03-05,78167.0,Pool Hoses
652,2021-03-06,78167.0,Pool Hoses
653,2021-03-07,78167.0,Pool Hoses
654,2021-03-08,78167.0,Pool Hoses
655,2021-03-09,39602.0,Pool Hoses
656,2021-03-10,39602.0,Pool Hoses
657,2021-03-11,39602.0,Pool Hoses
658,2021-03-12,39602.0,Pool Hoses
659,2021-03-13,39602.0,Pool Hoses
660,2021-03-14,39602.0,Pool Hoses
661,2021-03-15,39602.0,Pool Hoses
662,2021-03-16,39602.0,Pool Hoses
663,2021-03-17,39602.0,Pool Hoses
664,2021-03-18,29632.0,Pool Hoses
665,2021-03-19,29632.0,Pool Hoses
666,2021-03-20,36947.0,Pool Hoses
667,2021-03-21,36947.0,Pool Hoses
668,2021-03-22,27862.0,Pool Hoses
669,2021-03-23,27862.0,Pool Hoses
670,2021-03-24,27862.0,Pool Hoses
671,2021-03-25,41247.0,Pool Hoses
672,2021-03-26,41247.0,Pool Hoses
673,2021-03-27,41247.0,Pool Hoses
674,2021-03-28,41247.0,Pool Hoses
675,2021-03-29,28547.0,Pool Hoses
676,2021-03-30,28547.0,Pool Hoses
677,2021-03-31,32396.0,Pool Hoses
678,2021-04-01,30105.0,Pool Hoses
679,2021-04-02,30105.0,Pool Hoses
680,2021-04-03,34948.0,Pool Hoses
681,2021-04-04,34948.0,Pool Hoses
682,2021-04-05,34948.0,Pool Hoses
683,2021-04-06,43608.0,Pool Hoses
684,2021-04-07,43608.0,Pool Hoses
685,2021-04-08,43608.0,Pool Hoses
686,2021-04-09,38945.0,Pool Hoses
687,2021-04-10,38945.0,Pool Hoses
688,2021-04-11,38945.0,Pool Hoses
689,2021-04-12,38945.0,Pool Hoses
690,2021-04-13,38945.0,Pool Hoses
691,2021-04-14,33786.0,Pool Hoses
692,2021-04-15,33786.0,Pool Hoses
693,2021-04-16,29171.0,Pool Hoses
694,2021-04-17,29171.0,Pool Hoses
695,2021-04-18,29171.0,Pool Hoses
696,2021-04-19,29171.0,Pool Hoses
697,2021-04-20,26017.0,Pool Hoses
698,2021-04-21,26017.0,Pool Hoses
699,2021-04-22,26017.0,Pool Hoses
700,2021-04-23,26017.0,Pool Hoses
701,2021-04-24,26017.0,Pool Hoses
702,2021-04-25,26017.0,Pool Hoses
703,2021-04-26,14255.0,Pool Hoses
704,2021-04-27,14255.0,Pool Hoses
705,2021-04-28,14255.0,Pool Hoses
706,2021-04-29,15068.0,Pool Hoses
707,2021-04-30,15068.0,Pool Hoses
708,2021-05-01,15068.0,Pool Hoses
709,2021-05-02,19827.0,Pool Hoses
710,2021-05-03,19827.0,Pool Hoses
711,2021-05-04,25713.0,Pool Hoses
712,2021-05-05,12128.0,Pool Hoses
713,2021-05-06,21893.0,Pool Hoses
714,2021-05-07,31667.0,Pool Hoses
715,2021-05-08,31667.0,Pool Hoses
716,2021-05-09,31667.0,Pool Hoses
717,2021-05-10,12701.0,Pool Hoses
718,2021-05-11,12701.0,Pool Hoses
719,2021-05-12,12701.0,Pool Hoses
720,2021-05-13,12701.0,Pool Hoses
721,2021-05-14,12701.0,Pool Hoses
722,2021-05-15,12701.0,Pool Hoses
723,2021-05-16,12701.0,Pool Hoses
724,2021-05-17,6665.0,Pool Hoses
725,2021-05-18,6665.0,Pool Hoses
726,2021-05-19,6963.0,Pool Hoses
727,2021-05-20,5657.0,Pool Hoses
728,2021-05-21,5657.0,Pool Hoses
729,2021-05-22,6348.0,Pool Hoses
730,2021-05-23,6348.0,Pool Hoses
731,2021-05-24,6348.0,Pool Hoses
732,2021-05-25,7048.0,Pool Hoses
733,2021-05-26,7048.0,Pool Hoses
734,2021-05-27,6963.0,Pool Hoses
735,2021-05-28,7006.0,Pool Hoses
736,2021-05-29,7006.0,Pool Hoses
737,2021-05-30,5206.0,Pool Hoses
738,2021-05-31,6548.0,Pool Hoses
739,2021-06-01,6548.0,Pool Hoses
740,2021-06-02,3873.0,Pool Hoses
741,2021-06-03,3873.0,Pool Hoses
742,2021-06-04,4969.0,Pool Hoses
743,2021-06-05,4969.0,Pool Hoses
744,2021-06-06,3998.0,Pool Hoses
745,2021-06-07,4278.0,Pool Hoses
746,2021-06-08,4278.0,Pool Hoses
747,2021-06-09,4278.0,Pool Hoses
748,2021-06-10,6850.0,Pool Hoses
749,2021-06-11,6850.0,Pool Hoses
750,2021-06-12,6850.0,Pool Hoses
751,2021-06-13,5787.0,Pool Hoses
752,2021-06-14,4949.0,Pool Hoses
753,2021-06-15,4949.0,Pool Hoses
754,2021-06-16,4949.0,Pool Hoses
755,2021-06-17,5726.0,Pool Hoses
756,2021-06-18,7577.0,Pool Hoses
757,2021-06-19,10346.0,Pool Hoses
758,2021-06-20,12086.0,Pool Hoses
759,2021-06-21,11392.0,Pool Hoses
760,2021-06-22,11392.0,Pool Hoses
761,2021-06-23,14901.0,Pool Hoses
762,2021-06-24,14901.0,Pool Hoses
763,2021-06-25,14901.0,Pool Hoses
764,2021-06-26,14901.0,Pool Hoses
765,2021-06-27,6908.0,Pool Hoses
766,2021-06-28,6908.0,Pool Hoses
767,2021-06-29,6908.0,Pool Hoses
768,2021-06-30,4446.0,Pool Hoses
769,2021-07-01,4446.0,Pool Hoses
770,2021-07-02,5775.0,Pool Hoses
771,2021-07-03,4728.0,Pool Hoses
772,2021-07-04,4728.0,Pool Hoses
773,2021-07-05,4728.0,Pool Hoses
774,2021-07-06,3449.0,Pool Hoses
775,2021-07-07,3449.0,Pool Hoses
776,2021-07-08,4859.0,Pool Hoses
777,2021-07-09,4859.0,Pool Hoses
778,2021-07-10,5176.0,Pool Hoses
