,date,value,name_B07KBG67ZW
95,2020-08-28,26032.0,Manual Toothbrushes
96,2020-08-29,26032.0,Manual Toothbrushes
97,2020-08-30,28176.0,Manual Toothbrushes
98,2020-08-31,28176.0,Manual Toothbrushes
99,2020-09-01,32244.0,Manual Toothbrushes
100,2020-09-02,32244.0,Manual Toothbrushes
101,2020-09-03,25717.0,Manual Toothbrushes
102,2020-09-04,25717.0,Manual Toothbrushes
103,2020-09-05,24159.0,Manual Toothbrushes
104,2020-09-06,24159.0,Manual Toothbrushes
105,2020-09-07,27537.0,Manual Toothbrushes
106,2020-09-08,27537.0,Manual Toothbrushes
107,2020-09-09,29492.0,Manual Toothbrushes
108,2020-09-10,24774.0,Manual Toothbrushes
109,2020-09-11,23801.0,Manual Toothbrushes
110,2020-09-12,23801.0,Manual Toothbrushes
111,2020-09-13,29537.0,Manual Toothbrushes
112,2020-09-14,38898.0,Manual Toothbrushes
113,2020-09-15,32855.0,Manual Toothbrushes
114,2020-09-16,27048.0,Manual Toothbrushes
115,2020-09-17,23626.0,Manual Toothbrushes
116,2020-09-18,31776.0,Manual Toothbrushes
117,2020-09-19,31776.0,Manual Toothbrushes
118,2020-09-20,31776.0,Manual Toothbrushes
119,2020-09-21,25438.0,Manual Toothbrushes
120,2020-09-22,25438.0,Manual Toothbrushes
121,2020-09-23,30841.0,Manual Toothbrushes
122,2020-09-24,29587.0,Manual Toothbrushes
123,2020-09-25,30079.0,Manual Toothbrushes
124,2020-09-26,30079.0,Manual Toothbrushes
125,2020-09-27,30079.0,Manual Toothbrushes
126,2020-09-28,60116.0,Manual Toothbrushes
127,2020-09-29,33329.0,Manual Toothbrushes
128,2020-09-30,36972.0,Manual Toothbrushes
129,2020-10-01,36972.0,Manual Toothbrushes
130,2020-10-02,33879.0,Manual Toothbrushes
131,2020-10-03,33879.0,Manual Toothbrushes
132,2020-10-04,33879.0,Manual Toothbrushes
133,2020-10-05,32511.0,Manual Toothbrushes
134,2020-10-06,43520.0,Manual Toothbrushes
135,2020-10-07,43520.0,Manual Toothbrushes
136,2020-10-08,43520.0,Manual Toothbrushes
137,2020-10-09,30462.0,Manual Toothbrushes
138,2020-10-10,30462.0,Manual Toothbrushes
139,2020-10-11,30462.0,Manual Toothbrushes
140,2020-10-12,39767.0,Manual Toothbrushes
141,2020-10-13,31880.0,Manual Toothbrushes
142,2020-10-14,36545.0,Manual Toothbrushes
143,2020-10-15,29240.0,Manual Toothbrushes
144,2020-10-16,29240.0,Manual Toothbrushes
145,2020-10-17,27640.0,Manual Toothbrushes
146,2020-10-18,33551.0,Manual Toothbrushes
147,2020-10-19,29420.0,Manual Toothbrushes
148,2020-10-20,37451.0,Manual Toothbrushes
149,2020-10-21,37451.0,Manual Toothbrushes
150,2020-10-22,26987.0,Manual Toothbrushes
151,2020-10-23,26987.0,Manual Toothbrushes
152,2020-10-24,26987.0,Manual Toothbrushes
153,2020-10-25,28622.0,Manual Toothbrushes
154,2020-10-26,28622.0,Manual Toothbrushes
155,2020-10-27,31635.0,Manual Toothbrushes
156,2020-10-28,26319.0,Manual Toothbrushes
157,2020-10-29,27895.0,Manual Toothbrushes
158,2020-10-30,28715.0,Manual Toothbrushes
159,2020-10-31,28715.0,Manual Toothbrushes
160,2020-11-01,31198.0,Manual Toothbrushes
161,2020-11-02,31198.0,Manual Toothbrushes
162,2020-11-03,41821.0,Manual Toothbrushes
163,2020-11-04,41821.0,Manual Toothbrushes
164,2020-11-05,37154.0,Manual Toothbrushes
165,2020-11-06,28201.0,Manual Toothbrushes
166,2020-11-07,27512.0,Manual Toothbrushes
167,2020-11-08,31747.0,Manual Toothbrushes
168,2020-11-09,20049.0,Manual Toothbrushes
169,2020-11-10,23550.0,Manual Toothbrushes
170,2020-11-11,22786.0,Manual Toothbrushes
171,2020-11-12,23590.0,Manual Toothbrushes
172,2020-11-13,23590.0,Manual Toothbrushes
173,2020-11-14,29003.0,Manual Toothbrushes
174,2020-11-15,29003.0,Manual Toothbrushes
175,2020-11-16,29003.0,Manual Toothbrushes
176,2020-11-17,27967.0,Manual Toothbrushes
177,2020-11-18,23424.0,Manual Toothbrushes
178,2020-11-19,23779.0,Manual Toothbrushes
179,2020-11-20,19031.0,Manual Toothbrushes
180,2020-11-21,19031.0,Manual Toothbrushes
181,2020-11-22,26303.0,Manual Toothbrushes
182,2020-11-23,28334.0,Manual Toothbrushes
183,2020-11-24,26442.0,Manual Toothbrushes
184,2020-11-25,26442.0,Manual Toothbrushes
185,2020-11-26,26442.0,Manual Toothbrushes
186,2020-11-27,25416.0,Manual Toothbrushes
187,2020-11-28,22901.0,Manual Toothbrushes
188,2020-11-29,22901.0,Manual Toothbrushes
189,2020-11-30,31248.0,Manual Toothbrushes
190,2020-12-01,31248.0,Manual Toothbrushes
191,2020-12-02,24067.0,Manual Toothbrushes
192,2020-12-03,24067.0,Manual Toothbrushes
193,2020-12-04,23318.0,Manual Toothbrushes
194,2020-12-05,23318.0,Manual Toothbrushes
195,2020-12-06,25899.0,Manual Toothbrushes
196,2020-12-07,25899.0,Manual Toothbrushes
197,2020-12-08,25899.0,Manual Toothbrushes
198,2020-12-09,24453.0,Manual Toothbrushes
199,2020-12-10,21216.0,Manual Toothbrushes
200,2020-12-11,26712.0,Manual Toothbrushes
201,2020-12-12,26712.0,Manual Toothbrushes
202,2020-12-13,30673.0,Manual Toothbrushes
203,2020-12-14,31087.0,Manual Toothbrushes
204,2020-12-15,31518.0,Manual Toothbrushes
205,2020-12-16,31518.0,Manual Toothbrushes
206,2020-12-17,31518.0,Manual Toothbrushes
207,2020-12-18,30138.0,Manual Toothbrushes
208,2020-12-19,30138.0,Manual Toothbrushes
209,2020-12-20,30233.0,Manual Toothbrushes
210,2020-12-21,37595.0,Manual Toothbrushes
211,2020-12-22,34628.0,Manual Toothbrushes
212,2020-12-23,33668.0,Manual Toothbrushes
213,2020-12-24,33668.0,Manual Toothbrushes
214,2020-12-25,33481.0,Manual Toothbrushes
215,2020-12-26,33481.0,Manual Toothbrushes
216,2020-12-27,33481.0,Manual Toothbrushes
217,2020-12-28,36279.0,Manual Toothbrushes
218,2020-12-29,42091.0,Manual Toothbrushes
219,2020-12-30,38210.0,Manual Toothbrushes
220,2020-12-31,34970.0,Manual Toothbrushes
221,2021-01-01,34970.0,Manual Toothbrushes
222,2021-01-02,34970.0,Manual Toothbrushes
223,2021-01-03,28766.0,Manual Toothbrushes
224,2021-01-04,30683.0,Manual Toothbrushes
225,2021-01-05,44522.0,Manual Toothbrushes
226,2021-01-06,31335.0,Manual Toothbrushes
227,2021-01-07,29258.0,Manual Toothbrushes
228,2021-01-08,30049.0,Manual Toothbrushes
229,2021-01-09,30049.0,Manual Toothbrushes
230,2021-01-10,31171.0,Manual Toothbrushes
231,2021-01-11,28040.0,Manual Toothbrushes
232,2021-01-12,26011.0,Manual Toothbrushes
233,2021-01-13,31536.0,Manual Toothbrushes
234,2021-01-14,29363.0,Manual Toothbrushes
235,2021-01-15,25642.0,Manual Toothbrushes
236,2021-01-16,39482.0,Manual Toothbrushes
237,2021-01-17,39482.0,Manual Toothbrushes
238,2021-01-18,39482.0,Manual Toothbrushes
239,2021-01-19,35207.0,Manual Toothbrushes
240,2021-01-20,35207.0,Manual Toothbrushes
241,2021-01-21,29916.0,Manual Toothbrushes
242,2021-01-22,29916.0,Manual Toothbrushes
243,2021-01-23,29916.0,Manual Toothbrushes
244,2021-01-24,30636.0,Manual Toothbrushes
245,2021-01-25,30636.0,Manual Toothbrushes
246,2021-01-26,30226.0,Manual Toothbrushes
247,2021-01-27,45246.0,Manual Toothbrushes
248,2021-01-28,45246.0,Manual Toothbrushes
249,2021-01-29,45246.0,Manual Toothbrushes
250,2021-01-30,48566.0,Manual Toothbrushes
251,2021-01-31,39899.0,Manual Toothbrushes
252,2021-02-01,49429.0,Manual Toothbrushes
253,2021-02-02,35586.0,Manual Toothbrushes
254,2021-02-03,38159.0,Manual Toothbrushes
255,2021-02-04,38227.0,Manual Toothbrushes
256,2021-02-05,38227.0,Manual Toothbrushes
257,2021-02-06,36023.0,Manual Toothbrushes
258,2021-02-07,44871.0,Manual Toothbrushes
259,2021-02-08,44871.0,Manual Toothbrushes
260,2021-02-09,36267.0,Manual Toothbrushes
261,2021-02-10,30591.0,Manual Toothbrushes
262,2021-02-11,30591.0,Manual Toothbrushes
263,2021-02-12,38747.0,Manual Toothbrushes
264,2021-02-13,37855.0,Manual Toothbrushes
265,2021-02-14,37855.0,Manual Toothbrushes
266,2021-02-15,50742.0,Manual Toothbrushes
267,2021-02-16,53004.0,Manual Toothbrushes
268,2021-02-17,45965.0,Manual Toothbrushes
269,2021-02-18,38725.0,Manual Toothbrushes
270,2021-02-19,38725.0,Manual Toothbrushes
271,2021-02-20,38725.0,Manual Toothbrushes
272,2021-02-21,38725.0,Manual Toothbrushes
273,2021-02-22,41879.0,Manual Toothbrushes
274,2021-02-23,37365.0,Manual Toothbrushes
275,2021-02-24,36404.0,Manual Toothbrushes
276,2021-02-25,36404.0,Manual Toothbrushes
277,2021-02-26,36779.0,Manual Toothbrushes
278,2021-02-27,36779.0,Manual Toothbrushes
279,2021-02-28,36779.0,Manual Toothbrushes
280,2021-03-01,45507.0,Manual Toothbrushes
281,2021-03-02,34748.0,Manual Toothbrushes
282,2021-03-03,37295.0,Manual Toothbrushes
283,2021-03-04,37683.0,Manual Toothbrushes
284,2021-03-05,37683.0,Manual Toothbrushes
285,2021-03-06,34168.0,Manual Toothbrushes
286,2021-03-07,42935.0,Manual Toothbrushes
287,2021-03-08,48846.0,Manual Toothbrushes
288,2021-03-09,48846.0,Manual Toothbrushes
289,2021-03-10,35465.0,Manual Toothbrushes
290,2021-03-11,35465.0,Manual Toothbrushes
291,2021-03-12,35465.0,Manual Toothbrushes
292,2021-03-13,35869.0,Manual Toothbrushes
293,2021-03-14,43178.0,Manual Toothbrushes
294,2021-03-15,38873.0,Manual Toothbrushes
295,2021-03-16,38909.0,Manual Toothbrushes
296,2021-03-17,43694.0,Manual Toothbrushes
297,2021-03-18,38114.0,Manual Toothbrushes
298,2021-03-19,38943.0,Manual Toothbrushes
299,2021-03-20,38943.0,Manual Toothbrushes
300,2021-03-21,38943.0,Manual Toothbrushes
301,2021-03-22,40532.0,Manual Toothbrushes
302,2021-03-23,40532.0,Manual Toothbrushes
303,2021-03-24,40532.0,Manual Toothbrushes
304,2021-03-25,29761.0,Manual Toothbrushes
305,2021-03-26,33748.0,Manual Toothbrushes
306,2021-03-27,33748.0,Manual Toothbrushes
307,2021-03-28,43941.0,Manual Toothbrushes
308,2021-03-29,39250.0,Manual Toothbrushes
309,2021-03-30,29284.0,Manual Toothbrushes
310,2021-03-31,34220.0,Manual Toothbrushes
311,2021-04-01,29816.0,Manual Toothbrushes
312,2021-04-02,22932.0,Manual Toothbrushes
313,2021-04-03,22932.0,Manual Toothbrushes
314,2021-04-04,22932.0,Manual Toothbrushes
315,2021-04-05,31271.0,Manual Toothbrushes
316,2021-04-06,31832.0,Manual Toothbrushes
317,2021-04-07,34862.0,Manual Toothbrushes
318,2021-04-08,30647.0,Manual Toothbrushes
319,2021-04-09,28859.0,Manual Toothbrushes
320,2021-04-10,28859.0,Manual Toothbrushes
321,2021-04-11,32908.0,Manual Toothbrushes
322,2021-04-12,32908.0,Manual Toothbrushes
323,2021-04-13,25527.0,Manual Toothbrushes
324,2021-04-14,29257.0,Manual Toothbrushes
325,2021-04-15,25808.0,Manual Toothbrushes
326,2021-04-16,25808.0,Manual Toothbrushes
327,2021-04-17,25808.0,Manual Toothbrushes
328,2021-04-18,27543.0,Manual Toothbrushes
329,2021-04-19,27543.0,Manual Toothbrushes
330,2021-04-20,27543.0,Manual Toothbrushes
331,2021-04-21,21912.0,Manual Toothbrushes
332,2021-04-22,21912.0,Manual Toothbrushes
333,2021-04-23,19396.0,Manual Toothbrushes
334,2021-04-24,19396.0,Manual Toothbrushes
335,2021-04-25,23261.0,Manual Toothbrushes
336,2021-04-26,28226.0,Manual Toothbrushes
337,2021-04-27,30012.0,Manual Toothbrushes
338,2021-04-28,30012.0,Manual Toothbrushes
339,2021-04-29,18824.0,Manual Toothbrushes
340,2021-04-30,23543.0,Manual Toothbrushes
341,2021-05-01,23543.0,Manual Toothbrushes
342,2021-05-02,28406.0,Manual Toothbrushes
343,2021-05-03,28406.0,Manual Toothbrushes
344,2021-05-04,31129.0,Manual Toothbrushes
345,2021-05-05,34186.0,Manual Toothbrushes
346,2021-05-06,18280.0,Manual Toothbrushes
347,2021-05-07,18280.0,Manual Toothbrushes
348,2021-05-08,23010.0,Manual Toothbrushes
349,2021-05-09,23010.0,Manual Toothbrushes
350,2021-05-10,29001.0,Manual Toothbrushes
351,2021-05-11,29001.0,Manual Toothbrushes
352,2021-05-12,23994.0,Manual Toothbrushes
353,2021-05-13,24873.0,Manual Toothbrushes
354,2021-05-14,24873.0,Manual Toothbrushes
355,2021-05-15,24873.0,Manual Toothbrushes
356,2021-05-16,24873.0,Manual Toothbrushes
357,2021-05-17,25585.0,Manual Toothbrushes
358,2021-05-18,25585.0,Manual Toothbrushes
359,2021-05-19,22907.0,Manual Toothbrushes
360,2021-05-20,24097.0,Manual Toothbrushes
361,2021-05-21,24851.0,Manual Toothbrushes
362,2021-05-22,24851.0,Manual Toothbrushes
363,2021-05-23,28472.0,Manual Toothbrushes
364,2021-05-24,23562.0,Manual Toothbrushes
365,2021-05-25,23562.0,Manual Toothbrushes
366,2021-05-26,23562.0,Manual Toothbrushes
367,2021-05-27,31976.0,Manual Toothbrushes
368,2021-05-28,31976.0,Manual Toothbrushes
369,2021-05-29,23989.0,Manual Toothbrushes
370,2021-05-30,23989.0,Manual Toothbrushes
371,2021-05-31,27035.0,Manual Toothbrushes
372,2021-06-01,35232.0,Manual Toothbrushes
373,2021-06-02,35232.0,Manual Toothbrushes
374,2021-06-03,25667.0,Manual Toothbrushes
375,2021-06-04,19454.0,Manual Toothbrushes
376,2021-06-05,19842.0,Manual Toothbrushes
377,2021-06-06,24313.0,Manual Toothbrushes
378,2021-06-07,24313.0,Manual Toothbrushes
379,2021-06-08,23835.0,Manual Toothbrushes
380,2021-06-09,23835.0,Manual Toothbrushes
381,2021-06-10,20671.0,Manual Toothbrushes
382,2021-06-11,20118.0,Manual Toothbrushes
383,2021-06-12,18739.0,Manual Toothbrushes
384,2021-06-13,18739.0,Manual Toothbrushes
385,2021-06-14,20319.0,Manual Toothbrushes
386,2021-06-15,16982.0,Manual Toothbrushes
387,2021-06-16,19314.0,Manual Toothbrushes
388,2021-06-17,15770.0,Manual Toothbrushes
389,2021-06-18,15909.0,Manual Toothbrushes
390,2021-06-19,15909.0,Manual Toothbrushes
391,2021-06-20,17906.0,Manual Toothbrushes
392,2021-06-21,18310.0,Manual Toothbrushes
393,2021-06-22,19403.0,Manual Toothbrushes
394,2021-06-23,21010.0,Manual Toothbrushes
395,2021-06-24,21010.0,Manual Toothbrushes
396,2021-06-25,17764.0,Manual Toothbrushes
397,2021-06-26,17764.0,Manual Toothbrushes
398,2021-06-27,18678.0,Manual Toothbrushes
399,2021-06-28,21266.0,Manual Toothbrushes
400,2021-06-29,21266.0,Manual Toothbrushes
401,2021-06-30,18462.0,Manual Toothbrushes
402,2021-07-01,18462.0,Manual Toothbrushes
403,2021-07-02,15258.0,Manual Toothbrushes
404,2021-07-03,15258.0,Manual Toothbrushes
405,2021-07-04,19110.0,Manual Toothbrushes
406,2021-07-05,19512.0,Manual Toothbrushes
407,2021-07-06,17767.0,Manual Toothbrushes
408,2021-07-07,17887.0,Manual Toothbrushes
409,2021-07-08,15812.0,Manual Toothbrushes
410,2021-07-09,16908.0,Manual Toothbrushes
411,2021-07-10,16908.0,Manual Toothbrushes
412,2021-07-11,19296.0,Manual Toothbrushes
