,date,value,name_B081DYSLTD
74,2020-08-04,528.0,Motion Sickness & Nausea
75,2020-08-05,494.0,Motion Sickness & Nausea
76,2020-08-06,494.0,Motion Sickness & Nausea
77,2020-08-07,494.0,Motion Sickness & Nausea
78,2020-08-08,569.0,Motion Sickness & Nausea
79,2020-08-09,535.0,Motion Sickness & Nausea
80,2020-08-10,481.0,Motion Sickness & Nausea
81,2020-08-11,481.0,Motion Sickness & Nausea
82,2020-08-12,481.0,Motion Sickness & Nausea
83,2020-08-13,474.0,Motion Sickness & Nausea
84,2020-08-14,474.0,Motion Sickness & Nausea
85,2020-08-15,725.0,Motion Sickness & Nausea
86,2020-08-16,699.0,Motion Sickness & Nausea
87,2020-08-17,699.0,Motion Sickness & Nausea
88,2020-08-18,728.0,Motion Sickness & Nausea
89,2020-08-19,706.0,Motion Sickness & Nausea
90,2020-08-20,706.0,Motion Sickness & Nausea
91,2020-08-21,719.0,Motion Sickness & Nausea
92,2020-08-22,719.0,Motion Sickness & Nausea
93,2020-08-23,719.0,Motion Sickness & Nausea
94,2020-08-24,675.0,Motion Sickness & Nausea
95,2020-08-25,675.0,Motion Sickness & Nausea
96,2020-08-26,661.0,Motion Sickness & Nausea
97,2020-08-27,745.0,Motion Sickness & Nausea
98,2020-08-28,745.0,Motion Sickness & Nausea
99,2020-08-29,745.0,Motion Sickness & Nausea
100,2020-08-30,627.0,Motion Sickness & Nausea
101,2020-08-31,627.0,Motion Sickness & Nausea
102,2020-09-01,627.0,Motion Sickness & Nausea
103,2020-09-02,700.0,Motion Sickness & Nausea
104,2020-09-03,767.0,Motion Sickness & Nausea
105,2020-09-04,767.0,Motion Sickness & Nausea
106,2020-09-05,767.0,Motion Sickness & Nausea
107,2020-09-06,698.0,Motion Sickness & Nausea
108,2020-09-07,698.0,Motion Sickness & Nausea
109,2020-09-08,647.0,Motion Sickness & Nausea
110,2020-09-09,647.0,Motion Sickness & Nausea
111,2020-09-10,749.0,Motion Sickness & Nausea
112,2020-09-11,749.0,Motion Sickness & Nausea
113,2020-09-12,749.0,Motion Sickness & Nausea
114,2020-09-13,833.0,Motion Sickness & Nausea
115,2020-09-14,833.0,Motion Sickness & Nausea
116,2020-09-15,963.0,Motion Sickness & Nausea
117,2020-09-16,849.0,Motion Sickness & Nausea
118,2020-09-17,875.0,Motion Sickness & Nausea
119,2020-09-18,882.0,Motion Sickness & Nausea
120,2020-09-19,882.0,Motion Sickness & Nausea
121,2020-09-20,882.0,Motion Sickness & Nausea
122,2020-09-21,892.0,Motion Sickness & Nausea
123,2020-09-22,947.0,Motion Sickness & Nausea
124,2020-09-23,947.0,Motion Sickness & Nausea
125,2020-09-24,1009.0,Motion Sickness & Nausea
126,2020-09-25,1009.0,Motion Sickness & Nausea
127,2020-09-26,1009.0,Motion Sickness & Nausea
128,2020-09-27,1030.0,Motion Sickness & Nausea
129,2020-09-28,963.0,Motion Sickness & Nausea
130,2020-09-29,902.0,Motion Sickness & Nausea
131,2020-09-30,902.0,Motion Sickness & Nausea
132,2020-10-01,878.0,Motion Sickness & Nausea
133,2020-10-02,878.0,Motion Sickness & Nausea
134,2020-10-03,878.0,Motion Sickness & Nausea
135,2020-10-04,921.0,Motion Sickness & Nausea
136,2020-10-05,838.0,Motion Sickness & Nausea
137,2020-10-06,808.0,Motion Sickness & Nausea
138,2020-10-07,808.0,Motion Sickness & Nausea
139,2020-10-08,808.0,Motion Sickness & Nausea
140,2020-10-09,807.0,Motion Sickness & Nausea
141,2020-10-10,761.0,Motion Sickness & Nausea
142,2020-10-11,751.0,Motion Sickness & Nausea
143,2020-10-12,596.0,Motion Sickness & Nausea
144,2020-10-13,827.0,Motion Sickness & Nausea
145,2020-10-14,827.0,Motion Sickness & Nausea
146,2020-10-15,974.0,Motion Sickness & Nausea
147,2020-10-16,974.0,Motion Sickness & Nausea
148,2020-10-17,1011.0,Motion Sickness & Nausea
149,2020-10-18,1011.0,Motion Sickness & Nausea
150,2020-10-19,1011.0,Motion Sickness & Nausea
151,2020-10-20,814.0,Motion Sickness & Nausea
152,2020-10-21,786.0,Motion Sickness & Nausea
153,2020-10-22,786.0,Motion Sickness & Nausea
154,2020-10-23,788.0,Motion Sickness & Nausea
155,2020-10-24,788.0,Motion Sickness & Nausea
156,2020-10-25,788.0,Motion Sickness & Nausea
157,2020-10-26,854.0,Motion Sickness & Nausea
158,2020-10-27,787.0,Motion Sickness & Nausea
159,2020-10-28,787.0,Motion Sickness & Nausea
160,2020-10-29,787.0,Motion Sickness & Nausea
161,2020-10-30,586.0,Motion Sickness & Nausea
162,2020-10-31,673.0,Motion Sickness & Nausea
163,2020-11-01,673.0,Motion Sickness & Nausea
164,2020-11-02,673.0,Motion Sickness & Nausea
165,2020-11-03,530.0,Motion Sickness & Nausea
166,2020-11-04,530.0,Motion Sickness & Nausea
167,2020-11-05,634.0,Motion Sickness & Nausea
168,2020-11-06,634.0,Motion Sickness & Nausea
169,2020-11-07,653.0,Motion Sickness & Nausea
170,2020-11-08,653.0,Motion Sickness & Nausea
171,2020-11-09,555.0,Motion Sickness & Nausea
172,2020-11-10,666.0,Motion Sickness & Nausea
173,2020-11-11,643.0,Motion Sickness & Nausea
174,2020-11-12,713.0,Motion Sickness & Nausea
175,2020-11-13,713.0,Motion Sickness & Nausea
176,2020-11-14,743.0,Motion Sickness & Nausea
177,2020-11-15,716.0,Motion Sickness & Nausea
178,2020-11-16,716.0,Motion Sickness & Nausea
179,2020-11-17,787.0,Motion Sickness & Nausea
180,2020-11-18,765.0,Motion Sickness & Nausea
181,2020-11-19,1036.0,Motion Sickness & Nausea
182,2020-11-20,1072.0,Motion Sickness & Nausea
183,2020-11-21,1120.0,Motion Sickness & Nausea
184,2020-11-22,1120.0,Motion Sickness & Nausea
185,2020-11-23,1030.0,Motion Sickness & Nausea
186,2020-11-24,1049.0,Motion Sickness & Nausea
187,2020-11-25,1239.0,Motion Sickness & Nausea
188,2020-11-26,1183.0,Motion Sickness & Nausea
189,2020-11-27,1183.0,Motion Sickness & Nausea
190,2020-11-28,1183.0,Motion Sickness & Nausea
191,2020-11-29,984.0,Motion Sickness & Nausea
192,2020-11-30,984.0,Motion Sickness & Nausea
193,2020-12-01,1045.0,Motion Sickness & Nausea
194,2020-12-02,1045.0,Motion Sickness & Nausea
195,2020-12-03,960.0,Motion Sickness & Nausea
196,2020-12-04,960.0,Motion Sickness & Nausea
197,2020-12-05,960.0,Motion Sickness & Nausea
198,2020-12-06,955.0,Motion Sickness & Nausea
199,2020-12-07,1035.0,Motion Sickness & Nausea
200,2020-12-08,933.0,Motion Sickness & Nausea
201,2020-12-09,917.0,Motion Sickness & Nausea
202,2020-12-10,851.0,Motion Sickness & Nausea
203,2020-12-11,851.0,Motion Sickness & Nausea
204,2020-12-12,851.0,Motion Sickness & Nausea
205,2020-12-13,864.0,Motion Sickness & Nausea
206,2020-12-14,833.0,Motion Sickness & Nausea
207,2020-12-15,883.0,Motion Sickness & Nausea
208,2020-12-16,907.0,Motion Sickness & Nausea
209,2020-12-17,907.0,Motion Sickness & Nausea
210,2020-12-18,907.0,Motion Sickness & Nausea
211,2020-12-19,820.0,Motion Sickness & Nausea
212,2020-12-20,828.0,Motion Sickness & Nausea
213,2020-12-21,797.0,Motion Sickness & Nausea
214,2020-12-22,797.0,Motion Sickness & Nausea
215,2020-12-23,797.0,Motion Sickness & Nausea
216,2020-12-24,832.0,Motion Sickness & Nausea
217,2020-12-25,832.0,Motion Sickness & Nausea
218,2020-12-26,832.0,Motion Sickness & Nausea
219,2020-12-27,783.0,Motion Sickness & Nausea
220,2020-12-28,851.0,Motion Sickness & Nausea
221,2020-12-29,791.0,Motion Sickness & Nausea
222,2020-12-30,775.0,Motion Sickness & Nausea
223,2020-12-31,775.0,Motion Sickness & Nausea
224,2021-01-01,775.0,Motion Sickness & Nausea
225,2021-01-02,828.0,Motion Sickness & Nausea
226,2021-01-03,773.0,Motion Sickness & Nausea
227,2021-01-04,853.0,Motion Sickness & Nausea
228,2021-01-05,853.0,Motion Sickness & Nausea
229,2021-01-06,853.0,Motion Sickness & Nausea
230,2021-01-07,885.0,Motion Sickness & Nausea
231,2021-01-08,963.0,Motion Sickness & Nausea
232,2021-01-09,963.0,Motion Sickness & Nausea
233,2021-01-10,946.0,Motion Sickness & Nausea
234,2021-01-11,946.0,Motion Sickness & Nausea
235,2021-01-12,946.0,Motion Sickness & Nausea
236,2021-01-13,923.0,Motion Sickness & Nausea
237,2021-01-14,955.0,Motion Sickness & Nausea
238,2021-01-15,1071.0,Motion Sickness & Nausea
239,2021-01-16,975.0,Motion Sickness & Nausea
240,2021-01-17,975.0,Motion Sickness & Nausea
241,2021-01-18,920.0,Motion Sickness & Nausea
242,2021-01-19,920.0,Motion Sickness & Nausea
243,2021-01-20,948.0,Motion Sickness & Nausea
244,2021-01-21,960.0,Motion Sickness & Nausea
245,2021-01-22,960.0,Motion Sickness & Nausea
246,2021-01-23,946.0,Motion Sickness & Nausea
247,2021-01-24,946.0,Motion Sickness & Nausea
248,2021-01-25,997.0,Motion Sickness & Nausea
249,2021-01-26,997.0,Motion Sickness & Nausea
250,2021-01-27,931.0,Motion Sickness & Nausea
251,2021-01-28,931.0,Motion Sickness & Nausea
252,2021-01-29,846.0,Motion Sickness & Nausea
253,2021-01-30,846.0,Motion Sickness & Nausea
254,2021-01-31,846.0,Motion Sickness & Nausea
255,2021-02-01,945.0,Motion Sickness & Nausea
256,2021-02-02,945.0,Motion Sickness & Nausea
257,2021-02-03,818.0,Motion Sickness & Nausea
258,2021-02-04,818.0,Motion Sickness & Nausea
259,2021-02-05,818.0,Motion Sickness & Nausea
260,2021-02-06,846.0,Motion Sickness & Nausea
261,2021-02-07,788.0,Motion Sickness & Nausea
262,2021-02-08,788.0,Motion Sickness & Nausea
263,2021-02-09,725.0,Motion Sickness & Nausea
264,2021-02-10,701.0,Motion Sickness & Nausea
265,2021-02-11,701.0,Motion Sickness & Nausea
266,2021-02-12,795.0,Motion Sickness & Nausea
267,2021-02-13,846.0,Motion Sickness & Nausea
268,2021-02-14,943.0,Motion Sickness & Nausea
269,2021-02-15,943.0,Motion Sickness & Nausea
270,2021-02-16,943.0,Motion Sickness & Nausea
271,2021-02-17,836.0,Motion Sickness & Nausea
272,2021-02-18,836.0,Motion Sickness & Nausea
273,2021-02-19,740.0,Motion Sickness & Nausea
274,2021-02-20,730.0,Motion Sickness & Nausea
275,2021-02-21,730.0,Motion Sickness & Nausea
276,2021-02-22,760.0,Motion Sickness & Nausea
277,2021-02-23,692.0,Motion Sickness & Nausea
278,2021-02-24,752.0,Motion Sickness & Nausea
279,2021-02-25,752.0,Motion Sickness & Nausea
280,2021-02-26,752.0,Motion Sickness & Nausea
281,2021-02-27,735.0,Motion Sickness & Nausea
282,2021-02-28,728.0,Motion Sickness & Nausea
283,2021-03-01,718.0,Motion Sickness & Nausea
284,2021-03-02,710.0,Motion Sickness & Nausea
285,2021-03-03,710.0,Motion Sickness & Nausea
286,2021-03-04,668.0,Motion Sickness & Nausea
287,2021-03-05,644.0,Motion Sickness & Nausea
288,2021-03-06,585.0,Motion Sickness & Nausea
289,2021-03-07,585.0,Motion Sickness & Nausea
290,2021-03-08,531.0,Motion Sickness & Nausea
291,2021-03-09,457.0,Motion Sickness & Nausea
292,2021-03-10,457.0,Motion Sickness & Nausea
293,2021-03-11,446.0,Motion Sickness & Nausea
294,2021-03-12,485.0,Motion Sickness & Nausea
295,2021-03-13,497.0,Motion Sickness & Nausea
296,2021-03-14,497.0,Motion Sickness & Nausea
297,2021-03-15,497.0,Motion Sickness & Nausea
298,2021-03-16,447.0,Motion Sickness & Nausea
299,2021-03-17,537.0,Motion Sickness & Nausea
300,2021-03-18,537.0,Motion Sickness & Nausea
301,2021-03-19,537.0,Motion Sickness & Nausea
302,2021-03-20,698.0,Motion Sickness & Nausea
303,2021-03-21,729.0,Motion Sickness & Nausea
304,2021-03-22,700.0,Motion Sickness & Nausea
305,2021-03-23,753.0,Motion Sickness & Nausea
306,2021-03-24,761.0,Motion Sickness & Nausea
307,2021-03-25,761.0,Motion Sickness & Nausea
308,2021-03-26,761.0,Motion Sickness & Nausea
309,2021-03-27,634.0,Motion Sickness & Nausea
310,2021-03-28,634.0,Motion Sickness & Nausea
311,2021-03-29,639.0,Motion Sickness & Nausea
312,2021-03-30,610.0,Motion Sickness & Nausea
313,2021-03-31,739.0,Motion Sickness & Nausea
314,2021-04-01,739.0,Motion Sickness & Nausea
315,2021-04-02,739.0,Motion Sickness & Nausea
316,2021-04-03,810.0,Motion Sickness & Nausea
317,2021-04-04,810.0,Motion Sickness & Nausea
318,2021-04-05,801.0,Motion Sickness & Nausea
319,2021-04-06,801.0,Motion Sickness & Nausea
320,2021-04-07,801.0,Motion Sickness & Nausea
321,2021-04-08,710.0,Motion Sickness & Nausea
322,2021-04-09,710.0,Motion Sickness & Nausea
323,2021-04-10,651.0,Motion Sickness & Nausea
324,2021-04-11,735.0,Motion Sickness & Nausea
325,2021-04-12,735.0,Motion Sickness & Nausea
326,2021-04-13,617.0,Motion Sickness & Nausea
327,2021-04-14,617.0,Motion Sickness & Nausea
328,2021-04-15,642.0,Motion Sickness & Nausea
329,2021-04-16,642.0,Motion Sickness & Nausea
330,2021-04-17,765.0,Motion Sickness & Nausea
331,2021-04-18,689.0,Motion Sickness & Nausea
332,2021-04-19,634.0,Motion Sickness & Nausea
333,2021-04-20,562.0,Motion Sickness & Nausea
334,2021-04-21,548.0,Motion Sickness & Nausea
335,2021-04-22,548.0,Motion Sickness & Nausea
336,2021-04-23,716.0,Motion Sickness & Nausea
337,2021-04-24,704.0,Motion Sickness & Nausea
338,2021-04-25,704.0,Motion Sickness & Nausea
339,2021-04-26,667.0,Motion Sickness & Nausea
340,2021-04-27,667.0,Motion Sickness & Nausea
341,2021-04-28,593.0,Motion Sickness & Nausea
342,2021-04-29,593.0,Motion Sickness & Nausea
343,2021-04-30,563.0,Motion Sickness & Nausea
344,2021-05-01,624.0,Motion Sickness & Nausea
345,2021-05-02,724.0,Motion Sickness & Nausea
346,2021-05-03,694.0,Motion Sickness & Nausea
347,2021-05-04,694.0,Motion Sickness & Nausea
348,2021-05-05,621.0,Motion Sickness & Nausea
349,2021-05-06,621.0,Motion Sickness & Nausea
350,2021-05-07,613.0,Motion Sickness & Nausea
351,2021-05-08,590.0,Motion Sickness & Nausea
352,2021-05-09,590.0,Motion Sickness & Nausea
353,2021-05-10,541.0,Motion Sickness & Nausea
354,2021-05-11,500.0,Motion Sickness & Nausea
355,2021-05-12,575.0,Motion Sickness & Nausea
356,2021-05-13,578.0,Motion Sickness & Nausea
357,2021-05-14,576.0,Motion Sickness & Nausea
358,2021-05-15,669.0,Motion Sickness & Nausea
359,2021-05-16,609.0,Motion Sickness & Nausea
360,2021-05-17,609.0,Motion Sickness & Nausea
361,2021-05-18,516.0,Motion Sickness & Nausea
362,2021-05-19,516.0,Motion Sickness & Nausea
363,2021-05-20,562.0,Motion Sickness & Nausea
364,2021-05-21,508.0,Motion Sickness & Nausea
365,2021-05-22,508.0,Motion Sickness & Nausea
366,2021-05-23,446.0,Motion Sickness & Nausea
367,2021-05-24,446.0,Motion Sickness & Nausea
368,2021-05-25,430.0,Motion Sickness & Nausea
369,2021-05-26,430.0,Motion Sickness & Nausea
370,2021-05-27,480.0,Motion Sickness & Nausea
371,2021-05-28,425.0,Motion Sickness & Nausea
372,2021-05-29,425.0,Motion Sickness & Nausea
373,2021-05-30,391.0,Motion Sickness & Nausea
374,2021-05-31,398.0,Motion Sickness & Nausea
375,2021-06-01,320.0,Motion Sickness & Nausea
376,2021-06-02,363.0,Motion Sickness & Nausea
377,2021-06-03,407.0,Motion Sickness & Nausea
378,2021-06-04,399.0,Motion Sickness & Nausea
379,2021-06-05,399.0,Motion Sickness & Nausea
380,2021-06-06,374.0,Motion Sickness & Nausea
381,2021-06-07,390.0,Motion Sickness & Nausea
382,2021-06-08,390.0,Motion Sickness & Nausea
383,2021-06-09,437.0,Motion Sickness & Nausea
384,2021-06-10,437.0,Motion Sickness & Nausea
385,2021-06-11,437.0,Motion Sickness & Nausea
386,2021-06-12,575.0,Motion Sickness & Nausea
387,2021-06-13,534.0,Motion Sickness & Nausea
388,2021-06-14,534.0,Motion Sickness & Nausea
389,2021-06-15,565.0,Motion Sickness & Nausea
390,2021-06-16,703.0,Motion Sickness & Nausea
391,2021-06-17,703.0,Motion Sickness & Nausea
392,2021-06-18,703.0,Motion Sickness & Nausea
393,2021-06-19,1012.0,Motion Sickness & Nausea
394,2021-06-20,1012.0,Motion Sickness & Nausea
395,2021-06-21,1092.0,Motion Sickness & Nausea
396,2021-06-22,1086.0,Motion Sickness & Nausea
397,2021-06-23,1086.0,Motion Sickness & Nausea
398,2021-06-24,942.0,Motion Sickness & Nausea
399,2021-06-25,942.0,Motion Sickness & Nausea
400,2021-06-26,647.0,Motion Sickness & Nausea
401,2021-06-27,578.0,Motion Sickness & Nausea
402,2021-06-28,578.0,Motion Sickness & Nausea
403,2021-06-29,578.0,Motion Sickness & Nausea
404,2021-06-30,909.0,Motion Sickness & Nausea
405,2021-07-01,909.0,Motion Sickness & Nausea
406,2021-07-02,909.0,Motion Sickness & Nausea
407,2021-07-03,1003.0,Motion Sickness & Nausea
408,2021-07-04,1214.0,Motion Sickness & Nausea
409,2021-07-05,1214.0,Motion Sickness & Nausea
410,2021-07-06,1076.0,Motion Sickness & Nausea
411,2021-07-07,1132.0,Motion Sickness & Nausea
412,2021-07-08,1286.0,Motion Sickness & Nausea
413,2021-07-09,1176.0,Motion Sickness & Nausea
414,2021-07-10,1016.0,Motion Sickness & Nausea
415,2021-07-11,1091.0,Motion Sickness & Nausea
