,date,value,name_B07SRT3ZK4
109,2020-07-14,5507.0,Garden Netting
110,2020-07-15,5507.0,Garden Netting
111,2020-07-16,6160.0,Garden Netting
112,2020-07-17,8331.0,Garden Netting
113,2020-07-18,8331.0,Garden Netting
114,2020-07-19,8331.0,Garden Netting
115,2020-07-20,5463.0,Garden Netting
116,2020-07-21,5091.0,Garden Netting
117,2020-07-22,4971.0,Garden Netting
118,2020-07-23,5807.0,Garden Netting
119,2020-07-24,5807.0,Garden Netting
120,2020-07-25,5807.0,Garden Netting
121,2020-07-26,4279.0,Garden Netting
122,2020-07-27,4279.0,Garden Netting
123,2020-07-28,4279.0,Garden Netting
124,2020-07-29,5293.0,Garden Netting
125,2020-07-30,5136.0,Garden Netting
126,2020-07-31,5136.0,Garden Netting
127,2020-08-01,5136.0,Garden Netting
128,2020-08-02,5136.0,Garden Netting
129,2020-08-03,4841.0,Garden Netting
130,2020-08-04,4841.0,Garden Netting
131,2020-08-05,4841.0,Garden Netting
132,2020-08-06,6465.0,Garden Netting
133,2020-08-07,5692.0,Garden Netting
134,2020-08-08,4303.0,Garden Netting
135,2020-08-09,4303.0,Garden Netting
136,2020-08-10,5160.0,Garden Netting
137,2020-08-11,5159.0,Garden Netting
138,2020-08-12,5159.0,Garden Netting
139,2020-08-13,4575.0,Garden Netting
140,2020-08-14,5731.0,Garden Netting
141,2020-08-15,5731.0,Garden Netting
142,2020-08-16,4175.0,Garden Netting
143,2020-08-17,4373.0,Garden Netting
144,2020-08-18,4373.0,Garden Netting
145,2020-08-19,4207.0,Garden Netting
146,2020-08-20,3363.0,Garden Netting
147,2020-08-21,3363.0,Garden Netting
148,2020-08-22,3363.0,Garden Netting
149,2020-08-23,5188.0,Garden Netting
150,2020-08-24,5188.0,Garden Netting
151,2020-08-25,5174.0,Garden Netting
152,2020-08-26,5174.0,Garden Netting
153,2020-08-27,4100.0,Garden Netting
154,2020-08-28,4100.0,Garden Netting
155,2020-08-29,3075.0,Garden Netting
156,2020-08-30,3075.0,Garden Netting
157,2020-08-31,4001.0,Garden Netting
158,2020-09-01,4001.0,Garden Netting
159,2020-09-02,4001.0,Garden Netting
160,2020-09-03,4558.0,Garden Netting
161,2020-09-04,4023.0,Garden Netting
162,2020-09-05,4695.0,Garden Netting
163,2020-09-06,4695.0,Garden Netting
164,2020-09-07,4695.0,Garden Netting
165,2020-09-08,4765.0,Garden Netting
166,2020-09-09,4765.0,Garden Netting
167,2020-09-10,4765.0,Garden Netting
168,2020-09-11,5558.0,Garden Netting
169,2020-09-12,5683.0,Garden Netting
170,2020-09-13,5683.0,Garden Netting
171,2020-09-14,5708.0,Garden Netting
172,2020-09-15,5708.0,Garden Netting
173,2020-09-16,5708.0,Garden Netting
174,2020-09-17,5708.0,Garden Netting
175,2020-09-18,4236.0,Garden Netting
176,2020-09-19,4783.0,Garden Netting
177,2020-09-20,4783.0,Garden Netting
178,2020-09-21,3949.0,Garden Netting
179,2020-09-22,3949.0,Garden Netting
180,2020-09-23,4403.0,Garden Netting
181,2020-09-24,4450.0,Garden Netting
182,2020-09-25,3938.0,Garden Netting
183,2020-09-26,3938.0,Garden Netting
184,2020-09-27,5876.0,Garden Netting
185,2020-09-28,5542.0,Garden Netting
186,2020-09-29,5542.0,Garden Netting
187,2020-09-30,5030.0,Garden Netting
188,2020-10-01,5030.0,Garden Netting
189,2020-10-02,5161.0,Garden Netting
190,2020-10-03,5161.0,Garden Netting
191,2020-10-04,5161.0,Garden Netting
192,2020-10-05,4182.0,Garden Netting
193,2020-10-06,4182.0,Garden Netting
194,2020-10-07,4087.0,Garden Netting
195,2020-10-08,4087.0,Garden Netting
196,2020-10-09,5011.0,Garden Netting
197,2020-10-10,5417.0,Garden Netting
198,2020-10-11,5417.0,Garden Netting
199,2020-10-12,5417.0,Garden Netting
200,2020-10-13,3999.0,Garden Netting
201,2020-10-14,3999.0,Garden Netting
202,2020-10-15,3999.0,Garden Netting
203,2020-10-16,5720.0,Garden Netting
204,2020-10-17,5913.0,Garden Netting
205,2020-10-18,5913.0,Garden Netting
206,2020-10-19,4198.0,Garden Netting
207,2020-10-20,4107.0,Garden Netting
208,2020-10-21,4107.0,Garden Netting
209,2020-10-22,4107.0,Garden Netting
210,2020-10-23,3803.0,Garden Netting
211,2020-10-24,3803.0,Garden Netting
212,2020-10-25,5591.0,Garden Netting
213,2020-10-26,5591.0,Garden Netting
214,2020-10-27,3993.0,Garden Netting
215,2020-10-28,3993.0,Garden Netting
216,2020-10-29,3993.0,Garden Netting
217,2020-10-30,4951.0,Garden Netting
218,2020-10-31,6624.0,Garden Netting
219,2020-11-01,6624.0,Garden Netting
220,2020-11-02,6304.0,Garden Netting
221,2020-11-03,6967.0,Garden Netting
222,2020-11-04,6967.0,Garden Netting
223,2020-11-05,6967.0,Garden Netting
224,2020-11-06,4404.0,Garden Netting
225,2020-11-07,4404.0,Garden Netting
226,2020-11-08,4404.0,Garden Netting
227,2020-11-09,5068.0,Garden Netting
228,2020-11-10,7683.0,Garden Netting
229,2020-11-11,9941.0,Garden Netting
230,2020-11-12,9941.0,Garden Netting
231,2020-11-13,9941.0,Garden Netting
232,2020-11-14,10554.0,Garden Netting
233,2020-11-15,10554.0,Garden Netting
234,2020-11-16,8278.0,Garden Netting
235,2020-11-17,8401.0,Garden Netting
236,2020-11-18,8401.0,Garden Netting
237,2020-11-19,6794.0,Garden Netting
238,2020-11-20,6794.0,Garden Netting
239,2020-11-21,6794.0,Garden Netting
240,2020-11-22,6794.0,Garden Netting
241,2020-11-23,8963.0,Garden Netting
242,2020-11-24,8963.0,Garden Netting
243,2020-11-25,8963.0,Garden Netting
244,2020-11-26,8663.0,Garden Netting
245,2020-11-27,10567.0,Garden Netting
246,2020-11-28,8179.0,Garden Netting
247,2020-11-29,8179.0,Garden Netting
248,2020-11-30,7547.0,Garden Netting
249,2020-12-01,7547.0,Garden Netting
250,2020-12-02,8220.0,Garden Netting
251,2020-12-03,6461.0,Garden Netting
252,2020-12-04,6461.0,Garden Netting
253,2020-12-05,6461.0,Garden Netting
254,2020-12-06,6461.0,Garden Netting
255,2020-12-07,6899.0,Garden Netting
256,2020-12-08,6899.0,Garden Netting
257,2020-12-09,8283.0,Garden Netting
258,2020-12-10,8283.0,Garden Netting
259,2020-12-11,8283.0,Garden Netting
260,2020-12-12,6638.0,Garden Netting
261,2020-12-13,6638.0,Garden Netting
262,2020-12-14,7715.0,Garden Netting
263,2020-12-15,7715.0,Garden Netting
264,2020-12-16,7291.0,Garden Netting
265,2020-12-17,7291.0,Garden Netting
266,2020-12-18,7653.0,Garden Netting
267,2020-12-19,7653.0,Garden Netting
268,2020-12-20,9492.0,Garden Netting
269,2020-12-21,8284.0,Garden Netting
270,2020-12-22,9962.0,Garden Netting
271,2020-12-23,7308.0,Garden Netting
272,2020-12-24,6027.0,Garden Netting
273,2020-12-25,6111.0,Garden Netting
274,2020-12-26,6111.0,Garden Netting
275,2020-12-27,6926.0,Garden Netting
276,2020-12-28,6926.0,Garden Netting
277,2020-12-29,5698.0,Garden Netting
278,2020-12-30,6034.0,Garden Netting
279,2020-12-31,4154.0,Garden Netting
280,2021-01-01,4154.0,Garden Netting
281,2021-01-02,4154.0,Garden Netting
282,2021-01-03,4606.0,Garden Netting
283,2021-01-04,4606.0,Garden Netting
284,2021-01-05,7396.0,Garden Netting
285,2021-01-06,4996.0,Garden Netting
286,2021-01-07,4996.0,Garden Netting
287,2021-01-08,6853.0,Garden Netting
288,2021-01-09,6853.0,Garden Netting
289,2021-01-10,6853.0,Garden Netting
290,2021-01-11,6847.0,Garden Netting
291,2021-01-12,9215.0,Garden Netting
292,2021-01-13,6487.0,Garden Netting
293,2021-01-14,5707.0,Garden Netting
294,2021-01-15,5658.0,Garden Netting
295,2021-01-16,5658.0,Garden Netting
296,2021-01-17,5658.0,Garden Netting
297,2021-01-18,12110.0,Garden Netting
298,2021-01-19,6547.0,Garden Netting
299,2021-01-20,6547.0,Garden Netting
300,2021-01-21,6547.0,Garden Netting
301,2021-01-22,6385.0,Garden Netting
302,2021-01-23,5757.0,Garden Netting
303,2021-01-24,5757.0,Garden Netting
304,2021-01-25,5757.0,Garden Netting
305,2021-01-26,6383.0,Garden Netting
306,2021-01-27,6383.0,Garden Netting
307,2021-01-28,5396.0,Garden Netting
308,2021-01-29,5396.0,Garden Netting
309,2021-01-30,5396.0,Garden Netting
310,2021-01-31,5396.0,Garden Netting
311,2021-02-01,7356.0,Garden Netting
312,2021-02-02,7690.0,Garden Netting
313,2021-02-03,7690.0,Garden Netting
314,2021-02-04,7690.0,Garden Netting
315,2021-02-05,6507.0,Garden Netting
316,2021-02-06,7046.0,Garden Netting
317,2021-02-07,5853.0,Garden Netting
318,2021-02-08,5875.0,Garden Netting
319,2021-02-09,5096.0,Garden Netting
320,2021-02-10,5609.0,Garden Netting
321,2021-02-11,5609.0,Garden Netting
322,2021-02-12,5609.0,Garden Netting
323,2021-02-13,3832.0,Garden Netting
324,2021-02-14,6698.0,Garden Netting
325,2021-02-15,6698.0,Garden Netting
326,2021-02-16,6698.0,Garden Netting
327,2021-02-17,4685.0,Garden Netting
328,2021-02-18,4685.0,Garden Netting
329,2021-02-19,4333.0,Garden Netting
330,2021-02-20,4859.0,Garden Netting
331,2021-02-21,4859.0,Garden Netting
332,2021-02-22,4859.0,Garden Netting
333,2021-02-23,5065.0,Garden Netting
334,2021-02-24,4454.0,Garden Netting
335,2021-02-25,3629.0,Garden Netting
336,2021-02-26,3629.0,Garden Netting
337,2021-02-27,5377.0,Garden Netting
338,2021-02-28,4278.0,Garden Netting
339,2021-03-01,4278.0,Garden Netting
340,2021-03-02,5352.0,Garden Netting
341,2021-03-03,4393.0,Garden Netting
342,2021-03-04,3893.0,Garden Netting
343,2021-03-05,4553.0,Garden Netting
344,2021-03-06,5145.0,Garden Netting
345,2021-03-07,5576.0,Garden Netting
346,2021-03-08,5162.0,Garden Netting
347,2021-03-09,4370.0,Garden Netting
348,2021-03-10,4370.0,Garden Netting
349,2021-03-11,4674.0,Garden Netting
350,2021-03-12,5370.0,Garden Netting
351,2021-03-13,5370.0,Garden Netting
352,2021-03-14,5370.0,Garden Netting
353,2021-03-15,7252.0,Garden Netting
354,2021-03-16,7316.0,Garden Netting
355,2021-03-17,5141.0,Garden Netting
356,2021-03-18,6886.0,Garden Netting
357,2021-03-19,4454.0,Garden Netting
358,2021-03-20,4509.0,Garden Netting
359,2021-03-21,4260.0,Garden Netting
360,2021-03-22,4923.0,Garden Netting
361,2021-03-23,4923.0,Garden Netting
362,2021-03-24,6980.0,Garden Netting
363,2021-03-25,7026.0,Garden Netting
364,2021-03-26,11681.0,Garden Netting
365,2021-03-27,13978.0,Garden Netting
366,2021-03-28,13978.0,Garden Netting
367,2021-03-29,15395.0,Garden Netting
368,2021-03-30,12483.0,Garden Netting
369,2021-03-31,11588.0,Garden Netting
370,2021-04-01,9221.0,Garden Netting
371,2021-04-02,12256.0,Garden Netting
372,2021-04-03,12256.0,Garden Netting
373,2021-04-04,7310.0,Garden Netting
374,2021-04-05,5594.0,Garden Netting
375,2021-04-06,5594.0,Garden Netting
376,2021-04-07,5594.0,Garden Netting
377,2021-04-08,7381.0,Garden Netting
378,2021-04-09,7381.0,Garden Netting
379,2021-04-10,7381.0,Garden Netting
380,2021-04-11,6610.0,Garden Netting
381,2021-04-12,6610.0,Garden Netting
382,2021-04-13,5533.0,Garden Netting
383,2021-04-14,6295.0,Garden Netting
384,2021-04-15,5265.0,Garden Netting
385,2021-04-16,5265.0,Garden Netting
386,2021-04-17,5265.0,Garden Netting
387,2021-04-18,6441.0,Garden Netting
388,2021-04-19,6441.0,Garden Netting
389,2021-04-20,4936.0,Garden Netting
390,2021-04-21,4936.0,Garden Netting
391,2021-04-22,4936.0,Garden Netting
392,2021-04-23,6131.0,Garden Netting
393,2021-04-24,6131.0,Garden Netting
394,2021-04-25,6131.0,Garden Netting
395,2021-04-26,3692.0,Garden Netting
396,2021-04-27,4667.0,Garden Netting
397,2021-04-28,4667.0,Garden Netting
398,2021-04-29,5233.0,Garden Netting
399,2021-04-30,5233.0,Garden Netting
400,2021-05-01,5611.0,Garden Netting
401,2021-05-02,5611.0,Garden Netting
402,2021-05-03,6039.0,Garden Netting
403,2021-05-04,6039.0,Garden Netting
404,2021-05-05,6492.0,Garden Netting
405,2021-05-06,6492.0,Garden Netting
406,2021-05-07,5827.0,Garden Netting
407,2021-05-08,5827.0,Garden Netting
408,2021-05-09,8090.0,Garden Netting
409,2021-05-10,8090.0,Garden Netting
410,2021-05-11,8090.0,Garden Netting
411,2021-05-12,6537.0,Garden Netting
412,2021-05-13,6537.0,Garden Netting
413,2021-05-14,6537.0,Garden Netting
414,2021-05-15,5214.0,Garden Netting
415,2021-05-16,5214.0,Garden Netting
416,2021-05-17,8381.0,Garden Netting
417,2021-05-18,8381.0,Garden Netting
418,2021-05-19,6597.0,Garden Netting
419,2021-05-20,7758.0,Garden Netting
420,2021-05-21,7758.0,Garden Netting
421,2021-05-22,7758.0,Garden Netting
422,2021-05-23,7758.0,Garden Netting
423,2021-05-24,8504.0,Garden Netting
424,2021-05-25,7672.0,Garden Netting
425,2021-05-26,7672.0,Garden Netting
426,2021-05-27,5619.0,Garden Netting
427,2021-05-28,5619.0,Garden Netting
428,2021-05-29,5363.0,Garden Netting
429,2021-05-30,5363.0,Garden Netting
430,2021-05-31,5839.0,Garden Netting
431,2021-06-01,5839.0,Garden Netting
432,2021-06-02,6740.0,Garden Netting
433,2021-06-03,6740.0,Garden Netting
434,2021-06-04,4990.0,Garden Netting
435,2021-06-05,5770.0,Garden Netting
436,2021-06-06,6828.0,Garden Netting
437,2021-06-07,8602.0,Garden Netting
438,2021-06-08,6581.0,Garden Netting
439,2021-06-09,6581.0,Garden Netting
440,2021-06-10,6294.0,Garden Netting
441,2021-06-11,6294.0,Garden Netting
442,2021-06-12,7258.0,Garden Netting
443,2021-06-13,7258.0,Garden Netting
444,2021-06-14,7258.0,Garden Netting
445,2021-06-15,6413.0,Garden Netting
446,2021-06-16,6413.0,Garden Netting
447,2021-06-17,8737.0,Garden Netting
448,2021-06-18,8737.0,Garden Netting
449,2021-06-19,8737.0,Garden Netting
450,2021-06-20,7330.0,Garden Netting
451,2021-06-21,7330.0,Garden Netting
452,2021-06-22,7330.0,Garden Netting
453,2021-06-23,7834.0,Garden Netting
454,2021-06-24,6862.0,Garden Netting
455,2021-06-25,6862.0,Garden Netting
456,2021-06-26,7916.0,Garden Netting
457,2021-06-27,7916.0,Garden Netting
458,2021-06-28,9020.0,Garden Netting
459,2021-06-29,9020.0,Garden Netting
460,2021-06-30,5505.0,Garden Netting
461,2021-07-01,5976.0,Garden Netting
462,2021-07-02,5758.0,Garden Netting
463,2021-07-03,5392.0,Garden Netting
464,2021-07-04,5392.0,Garden Netting
465,2021-07-05,10313.0,Garden Netting
466,2021-07-06,10313.0,Garden Netting
467,2021-07-07,9390.0,Garden Netting
468,2021-07-08,6329.0,Garden Netting
469,2021-07-09,6505.0,Garden Netting
470,2021-07-10,8209.0,Garden Netting
