,date,value,name_B07GHN63CC
51,2020-07-16,2713.0,Ready to Drink
52,2020-07-17,2411.0,Ready to Drink
53,2020-07-18,2261.0,Ready to Drink
54,2020-07-19,2261.0,Ready to Drink
55,2020-07-20,2077.0,Ready to Drink
56,2020-07-21,2077.0,Ready to Drink
57,2020-07-22,2077.0,Ready to Drink
58,2020-07-23,2360.0,Ready to Drink
59,2020-07-24,2360.0,Ready to Drink
60,2020-07-25,2360.0,Ready to Drink
61,2020-07-26,2274.0,Ready to Drink
62,2020-07-27,2274.0,Ready to Drink
63,2020-07-28,2422.0,Ready to Drink
64,2020-07-29,2422.0,Ready to Drink
65,2020-07-30,2422.0,Ready to Drink
66,2020-07-31,2422.0,Ready to Drink
67,2020-08-01,2054.0,Ready to Drink
68,2020-08-02,2054.0,Ready to Drink
69,2020-08-03,2267.0,Ready to Drink
70,2020-08-04,2267.0,Ready to Drink
71,2020-08-05,2267.0,Ready to Drink
72,2020-08-06,2194.0,Ready to Drink
73,2020-08-07,2352.0,Ready to Drink
74,2020-08-08,2352.0,Ready to Drink
75,2020-08-09,2352.0,Ready to Drink
76,2020-08-10,2254.0,Ready to Drink
77,2020-08-11,2254.0,Ready to Drink
78,2020-08-12,2550.0,Ready to Drink
79,2020-08-13,2030.0,Ready to Drink
80,2020-08-14,2309.0,Ready to Drink
81,2020-08-15,2309.0,Ready to Drink
82,2020-08-16,1973.0,Ready to Drink
83,2020-08-17,1973.0,Ready to Drink
84,2020-08-18,1973.0,Ready to Drink
85,2020-08-19,1870.0,Ready to Drink
86,2020-08-20,1870.0,Ready to Drink
87,2020-08-21,2215.0,Ready to Drink
88,2020-08-22,2215.0,Ready to Drink
89,2020-08-23,2215.0,Ready to Drink
90,2020-08-24,2356.0,Ready to Drink
91,2020-08-25,2356.0,Ready to Drink
92,2020-08-26,2059.0,Ready to Drink
93,2020-08-27,2059.0,Ready to Drink
94,2020-08-28,2234.0,Ready to Drink
95,2020-08-29,2234.0,Ready to Drink
96,2020-08-30,2234.0,Ready to Drink
97,2020-08-31,2987.0,Ready to Drink
98,2020-09-01,3028.0,Ready to Drink
99,2020-09-02,3028.0,Ready to Drink
100,2020-09-03,3028.0,Ready to Drink
101,2020-09-04,2888.0,Ready to Drink
102,2020-09-05,2888.0,Ready to Drink
103,2020-09-06,2916.0,Ready to Drink
104,2020-09-07,2892.0,Ready to Drink
105,2020-09-08,2892.0,Ready to Drink
106,2020-09-09,3197.0,Ready to Drink
107,2020-09-10,3197.0,Ready to Drink
108,2020-09-11,3197.0,Ready to Drink
109,2020-09-12,3197.0,Ready to Drink
110,2020-09-13,3179.0,Ready to Drink
111,2020-09-14,3179.0,Ready to Drink
112,2020-09-15,2403.0,Ready to Drink
113,2020-09-16,2549.0,Ready to Drink
114,2020-09-17,2549.0,Ready to Drink
115,2020-09-18,2317.0,Ready to Drink
116,2020-09-19,2317.0,Ready to Drink
117,2020-09-20,2524.0,Ready to Drink
118,2020-09-21,2524.0,Ready to Drink
119,2020-09-22,2524.0,Ready to Drink
120,2020-09-23,1116.0,Ready to Drink
121,2020-09-24,1739.0,Ready to Drink
122,2020-09-25,1739.0,Ready to Drink
123,2020-09-26,1739.0,Ready to Drink
124,2020-09-27,2444.0,Ready to Drink
125,2020-09-28,2343.0,Ready to Drink
126,2020-09-29,2343.0,Ready to Drink
127,2020-09-30,2343.0,Ready to Drink
128,2020-10-01,2321.0,Ready to Drink
129,2020-10-02,2321.0,Ready to Drink
130,2020-10-03,2321.0,Ready to Drink
131,2020-10-04,2473.0,Ready to Drink
132,2020-10-05,2473.0,Ready to Drink
133,2020-10-06,2584.0,Ready to Drink
134,2020-10-07,2604.0,Ready to Drink
135,2020-10-08,2604.0,Ready to Drink
136,2020-10-09,3169.0,Ready to Drink
137,2020-10-10,2666.0,Ready to Drink
138,2020-10-11,2666.0,Ready to Drink
139,2020-10-12,2666.0,Ready to Drink
140,2020-10-13,3372.0,Ready to Drink
141,2020-10-14,2607.0,Ready to Drink
142,2020-10-15,2607.0,Ready to Drink
143,2020-10-16,2249.0,Ready to Drink
144,2020-10-17,2249.0,Ready to Drink
145,2020-10-18,2134.0,Ready to Drink
146,2020-10-19,2134.0,Ready to Drink
147,2020-10-20,2134.0,Ready to Drink
148,2020-10-21,2353.0,Ready to Drink
149,2020-10-22,2353.0,Ready to Drink
150,2020-10-23,2353.0,Ready to Drink
151,2020-10-24,2353.0,Ready to Drink
152,2020-10-25,2353.0,Ready to Drink
153,2020-10-26,2654.0,Ready to Drink
154,2020-10-27,2654.0,Ready to Drink
155,2020-10-28,1998.0,Ready to Drink
156,2020-10-29,1998.0,Ready to Drink
157,2020-10-30,1998.0,Ready to Drink
158,2020-10-31,2382.0,Ready to Drink
159,2020-11-01,2382.0,Ready to Drink
160,2020-11-02,2088.0,Ready to Drink
161,2020-11-03,2088.0,Ready to Drink
162,2020-11-04,2088.0,Ready to Drink
163,2020-11-05,2286.0,Ready to Drink
164,2020-11-06,2286.0,Ready to Drink
165,2020-11-07,2450.0,Ready to Drink
166,2020-11-08,2309.0,Ready to Drink
167,2020-11-09,2309.0,Ready to Drink
168,2020-11-10,2309.0,Ready to Drink
169,2020-11-11,2309.0,Ready to Drink
170,2020-11-12,2309.0,Ready to Drink
171,2020-11-13,2235.0,Ready to Drink
172,2020-11-14,2235.0,Ready to Drink
173,2020-11-15,2520.0,Ready to Drink
174,2020-11-16,2520.0,Ready to Drink
175,2020-11-17,2520.0,Ready to Drink
176,2020-11-18,2279.0,Ready to Drink
177,2020-11-19,2621.0,Ready to Drink
178,2020-11-20,2621.0,Ready to Drink
179,2020-11-21,2849.0,Ready to Drink
180,2020-11-22,2849.0,Ready to Drink
181,2020-11-23,2849.0,Ready to Drink
182,2020-11-24,3450.0,Ready to Drink
183,2020-11-25,3450.0,Ready to Drink
184,2020-11-26,3450.0,Ready to Drink
185,2020-11-27,3765.0,Ready to Drink
186,2020-11-28,3765.0,Ready to Drink
187,2020-11-29,3765.0,Ready to Drink
188,2020-11-30,3371.0,Ready to Drink
189,2020-12-01,3394.0,Ready to Drink
190,2020-12-02,3394.0,Ready to Drink
191,2020-12-03,3394.0,Ready to Drink
192,2020-12-04,3394.0,Ready to Drink
193,2020-12-05,3047.0,Ready to Drink
194,2020-12-06,3047.0,Ready to Drink
195,2020-12-07,2531.0,Ready to Drink
196,2020-12-08,2531.0,Ready to Drink
197,2020-12-09,2531.0,Ready to Drink
198,2020-12-10,2339.0,Ready to Drink
199,2020-12-11,2408.0,Ready to Drink
200,2020-12-12,2408.0,Ready to Drink
201,2020-12-13,2408.0,Ready to Drink
202,2020-12-14,3114.0,Ready to Drink
203,2020-12-15,3114.0,Ready to Drink
204,2020-12-16,2571.0,Ready to Drink
205,2020-12-17,2571.0,Ready to Drink
206,2020-12-18,2571.0,Ready to Drink
207,2020-12-19,2712.0,Ready to Drink
208,2020-12-20,2712.0,Ready to Drink
209,2020-12-21,2712.0,Ready to Drink
210,2020-12-22,2455.0,Ready to Drink
211,2020-12-23,2798.0,Ready to Drink
212,2020-12-24,2708.0,Ready to Drink
213,2020-12-25,2708.0,Ready to Drink
214,2020-12-26,2708.0,Ready to Drink
215,2020-12-27,2797.0,Ready to Drink
216,2020-12-28,2797.0,Ready to Drink
217,2020-12-29,2401.0,Ready to Drink
218,2020-12-30,2401.0,Ready to Drink
219,2020-12-31,2401.0,Ready to Drink
220,2021-01-01,2291.0,Ready to Drink
221,2021-01-02,2049.0,Ready to Drink
222,2021-01-03,2049.0,Ready to Drink
223,2021-01-04,1991.0,Ready to Drink
224,2021-01-05,1991.0,Ready to Drink
225,2021-01-06,1991.0,Ready to Drink
226,2021-01-07,1998.0,Ready to Drink
227,2021-01-08,1998.0,Ready to Drink
228,2021-01-09,2139.0,Ready to Drink
229,2021-01-10,2139.0,Ready to Drink
230,2021-01-11,2139.0,Ready to Drink
231,2021-01-12,2152.0,Ready to Drink
232,2021-01-13,2152.0,Ready to Drink
233,2021-01-14,1998.0,Ready to Drink
234,2021-01-15,1998.0,Ready to Drink
235,2021-01-16,1998.0,Ready to Drink
236,2021-01-17,1702.0,Ready to Drink
237,2021-01-18,1980.0,Ready to Drink
238,2021-01-19,1980.0,Ready to Drink
239,2021-01-20,1820.0,Ready to Drink
240,2021-01-21,1820.0,Ready to Drink
241,2021-01-22,1942.0,Ready to Drink
242,2021-01-23,1942.0,Ready to Drink
243,2021-01-24,1942.0,Ready to Drink
244,2021-01-25,2013.0,Ready to Drink
245,2021-01-26,2013.0,Ready to Drink
246,2021-01-27,2013.0,Ready to Drink
247,2021-01-28,2125.0,Ready to Drink
248,2021-01-29,2125.0,Ready to Drink
249,2021-01-30,1989.0,Ready to Drink
250,2021-01-31,1989.0,Ready to Drink
251,2021-02-01,1989.0,Ready to Drink
252,2021-02-02,1838.0,Ready to Drink
253,2021-02-03,1838.0,Ready to Drink
254,2021-02-04,1797.0,Ready to Drink
255,2021-02-05,1797.0,Ready to Drink
256,2021-02-06,1797.0,Ready to Drink
257,2021-02-07,1656.0,Ready to Drink
258,2021-02-08,1656.0,Ready to Drink
259,2021-02-09,1656.0,Ready to Drink
260,2021-02-10,2127.0,Ready to Drink
261,2021-02-11,2127.0,Ready to Drink
262,2021-02-12,2127.0,Ready to Drink
263,2021-02-13,2118.0,Ready to Drink
264,2021-02-14,1903.0,Ready to Drink
265,2021-02-15,1903.0,Ready to Drink
266,2021-02-16,1415.0,Ready to Drink
267,2021-02-17,1415.0,Ready to Drink
268,2021-02-18,1415.0,Ready to Drink
269,2021-02-19,1590.0,Ready to Drink
270,2021-02-20,1629.0,Ready to Drink
271,2021-02-21,1629.0,Ready to Drink
272,2021-02-22,1629.0,Ready to Drink
273,2021-02-23,1957.0,Ready to Drink
274,2021-02-24,1957.0,Ready to Drink
275,2021-02-25,1957.0,Ready to Drink
276,2021-02-26,1906.0,Ready to Drink
277,2021-02-27,1906.0,Ready to Drink
278,2021-02-28,1737.0,Ready to Drink
279,2021-03-01,1737.0,Ready to Drink
280,2021-03-02,1737.0,Ready to Drink
281,2021-03-03,1818.0,Ready to Drink
282,2021-03-04,1818.0,Ready to Drink
283,2021-03-05,1818.0,Ready to Drink
284,2021-03-06,1762.0,Ready to Drink
285,2021-03-07,1787.0,Ready to Drink
286,2021-03-08,1787.0,Ready to Drink
287,2021-03-09,1978.0,Ready to Drink
288,2021-03-10,1978.0,Ready to Drink
289,2021-03-11,1978.0,Ready to Drink
290,2021-03-12,1695.0,Ready to Drink
291,2021-03-13,1695.0,Ready to Drink
292,2021-03-14,1695.0,Ready to Drink
293,2021-03-15,1863.0,Ready to Drink
294,2021-03-16,1863.0,Ready to Drink
295,2021-03-17,1964.0,Ready to Drink
296,2021-03-18,1964.0,Ready to Drink
297,2021-03-19,1964.0,Ready to Drink
298,2021-03-20,1806.0,Ready to Drink
299,2021-03-21,1857.0,Ready to Drink
300,2021-03-22,1857.0,Ready to Drink
301,2021-03-23,1857.0,Ready to Drink
302,2021-03-24,2010.0,Ready to Drink
303,2021-03-25,2010.0,Ready to Drink
304,2021-03-26,1996.0,Ready to Drink
305,2021-03-27,1996.0,Ready to Drink
306,2021-03-28,1996.0,Ready to Drink
307,2021-03-29,1910.0,Ready to Drink
308,2021-03-30,1910.0,Ready to Drink
309,2021-03-31,1882.0,Ready to Drink
310,2021-04-01,1882.0,Ready to Drink
311,2021-04-02,1882.0,Ready to Drink
312,2021-04-03,1624.0,Ready to Drink
313,2021-04-04,1641.0,Ready to Drink
314,2021-04-05,1641.0,Ready to Drink
315,2021-04-06,1641.0,Ready to Drink
316,2021-04-07,1821.0,Ready to Drink
317,2021-04-08,1821.0,Ready to Drink
318,2021-04-09,1683.0,Ready to Drink
319,2021-04-10,1683.0,Ready to Drink
320,2021-04-11,1481.0,Ready to Drink
321,2021-04-12,1481.0,Ready to Drink
322,2021-04-13,1716.0,Ready to Drink
323,2021-04-14,1716.0,Ready to Drink
324,2021-04-15,1369.0,Ready to Drink
325,2021-04-16,1369.0,Ready to Drink
326,2021-04-17,1372.0,Ready to Drink
327,2021-04-18,1372.0,Ready to Drink
328,2021-04-19,1387.0,Ready to Drink
329,2021-04-20,1564.0,Ready to Drink
330,2021-04-21,1552.0,Ready to Drink
331,2021-04-22,1552.0,Ready to Drink
332,2021-04-23,1640.0,Ready to Drink
333,2021-04-24,1652.0,Ready to Drink
334,2021-04-25,1555.0,Ready to Drink
335,2021-04-26,1606.0,Ready to Drink
336,2021-04-27,1606.0,Ready to Drink
337,2021-04-28,1659.0,Ready to Drink
338,2021-04-29,1659.0,Ready to Drink
339,2021-04-30,1506.0,Ready to Drink
340,2021-05-01,1506.0,Ready to Drink
341,2021-05-02,1506.0,Ready to Drink
342,2021-05-03,1311.0,Ready to Drink
343,2021-05-04,1311.0,Ready to Drink
344,2021-05-05,1693.0,Ready to Drink
345,2021-05-06,1693.0,Ready to Drink
346,2021-05-07,1766.0,Ready to Drink
347,2021-05-08,1766.0,Ready to Drink
348,2021-05-09,1800.0,Ready to Drink
349,2021-05-10,1800.0,Ready to Drink
350,2021-05-11,1751.0,Ready to Drink
351,2021-05-12,1751.0,Ready to Drink
352,2021-05-13,1525.0,Ready to Drink
353,2021-05-14,1525.0,Ready to Drink
354,2021-05-15,1525.0,Ready to Drink
355,2021-05-16,1605.0,Ready to Drink
356,2021-05-17,1605.0,Ready to Drink
357,2021-05-18,1457.0,Ready to Drink
358,2021-05-19,1589.0,Ready to Drink
359,2021-05-20,1430.0,Ready to Drink
360,2021-05-21,1410.0,Ready to Drink
361,2021-05-22,1410.0,Ready to Drink
362,2021-05-23,1475.0,Ready to Drink
363,2021-05-24,1475.0,Ready to Drink
364,2021-05-25,1721.0,Ready to Drink
365,2021-05-26,1721.0,Ready to Drink
366,2021-05-27,1656.0,Ready to Drink
367,2021-05-28,1656.0,Ready to Drink
368,2021-05-29,1964.0,Ready to Drink
369,2021-05-30,1964.0,Ready to Drink
370,2021-05-31,1591.0,Ready to Drink
371,2021-06-01,1591.0,Ready to Drink
372,2021-06-02,1591.0,Ready to Drink
373,2021-06-03,1640.0,Ready to Drink
374,2021-06-04,1640.0,Ready to Drink
375,2021-06-05,1640.0,Ready to Drink
376,2021-06-06,1640.0,Ready to Drink
377,2021-06-07,1633.0,Ready to Drink
378,2021-06-08,1633.0,Ready to Drink
379,2021-06-09,1944.0,Ready to Drink
380,2021-06-10,1944.0,Ready to Drink
381,2021-06-11,1944.0,Ready to Drink
382,2021-06-12,1908.0,Ready to Drink
383,2021-06-13,1908.0,Ready to Drink
384,2021-06-14,1475.0,Ready to Drink
385,2021-06-15,1475.0,Ready to Drink
386,2021-06-16,1475.0,Ready to Drink
387,2021-06-17,1547.0,Ready to Drink
388,2021-06-18,1547.0,Ready to Drink
389,2021-06-19,1503.0,Ready to Drink
390,2021-06-20,1308.0,Ready to Drink
391,2021-06-21,1629.0,Ready to Drink
392,2021-06-22,2121.0,Ready to Drink
393,2021-06-23,2121.0,Ready to Drink
394,2021-06-24,1781.0,Ready to Drink
395,2021-06-25,1752.0,Ready to Drink
396,2021-06-26,1752.0,Ready to Drink
397,2021-06-27,1329.0,Ready to Drink
398,2021-06-28,1329.0,Ready to Drink
399,2021-06-29,1329.0,Ready to Drink
400,2021-06-30,1629.0,Ready to Drink
401,2021-07-01,1731.0,Ready to Drink
402,2021-07-02,1731.0,Ready to Drink
403,2021-07-03,1687.0,Ready to Drink
404,2021-07-04,1687.0,Ready to Drink
405,2021-07-05,1594.0,Ready to Drink
406,2021-07-06,1594.0,Ready to Drink
407,2021-07-07,1719.0,Ready to Drink
408,2021-07-08,1719.0,Ready to Drink
409,2021-07-09,1888.0,Ready to Drink
410,2021-07-10,2341.0,Ready to Drink
