,date,value,name_B01DLB9O88
634,2021-06-29,7062.0,Thigh Supports
635,2021-06-30,6010.0,Thigh Supports
636,2021-07-01,6010.0,Thigh Supports
637,2021-07-02,6056.0,Thigh Supports
638,2021-07-03,6056.0,Thigh Supports
639,2021-07-04,7660.0,Thigh Supports
640,2021-07-05,6877.0,Thigh Supports
641,2021-07-06,7344.0,Thigh Supports
642,2021-07-07,7344.0,Thigh Supports
643,2021-07-08,7344.0,Thigh Supports
644,2021-07-09,7338.0,Thigh Supports
645,2021-07-10,7338.0,Thigh Supports
646,2021-07-11,7180.0,Thigh Supports
