,date,value,name_B07Y42BDW6
186,2020-11-24,5197.0,L-Lysine
187,2020-11-25,5197.0,L-Lysine
188,2020-11-26,5521.0,L-Lysine
189,2020-11-27,5521.0,L-Lysine
190,2020-11-28,8349.0,L-Lysine
191,2020-11-29,8349.0,L-Lysine
192,2020-11-30,8689.0,L-Lysine
193,2020-12-01,8778.0,L-Lysine
194,2020-12-02,7932.0,L-Lysine
195,2020-12-03,7932.0,L-Lysine
196,2020-12-04,7932.0,L-Lysine
197,2020-12-05,5533.0,L-Lysine
198,2020-12-06,5533.0,L-Lysine
199,2020-12-07,6792.0,L-Lysine
200,2020-12-08,6338.0,L-Lysine
201,2020-12-09,6338.0,L-Lysine
202,2020-12-10,6338.0,L-Lysine
203,2020-12-11,7321.0,L-Lysine
204,2020-12-12,9217.0,L-Lysine
205,2020-12-13,9217.0,L-Lysine
206,2020-12-14,7898.0,L-Lysine
207,2020-12-15,9092.0,L-Lysine
208,2020-12-16,9092.0,L-Lysine
209,2020-12-17,9079.0,L-Lysine
210,2020-12-18,7999.0,L-Lysine
211,2020-12-19,7999.0,L-Lysine
212,2020-12-20,8213.0,L-Lysine
213,2020-12-21,8213.0,L-Lysine
214,2020-12-22,8223.0,L-Lysine
215,2020-12-23,8353.0,L-Lysine
216,2020-12-24,8630.0,L-Lysine
217,2020-12-25,7354.0,L-Lysine
218,2020-12-26,7354.0,L-Lysine
219,2020-12-27,9071.0,L-Lysine
220,2020-12-28,7582.0,L-Lysine
221,2020-12-29,7410.0,L-Lysine
222,2020-12-30,7410.0,L-Lysine
223,2020-12-31,7848.0,L-Lysine
224,2021-01-01,7848.0,L-Lysine
225,2021-01-02,8967.0,L-Lysine
226,2021-01-03,8853.0,L-Lysine
227,2021-01-04,7182.0,L-Lysine
228,2021-01-05,7182.0,L-Lysine
229,2021-01-06,7276.0,L-Lysine
230,2021-01-07,6526.0,L-Lysine
231,2021-01-08,7352.0,L-Lysine
232,2021-01-09,7211.0,L-Lysine
233,2021-01-10,6725.0,L-Lysine
234,2021-01-11,6878.0,L-Lysine
235,2021-01-12,6620.0,L-Lysine
236,2021-01-13,6683.0,L-Lysine
237,2021-01-14,6683.0,L-Lysine
238,2021-01-15,6590.0,L-Lysine
239,2021-01-16,6590.0,L-Lysine
240,2021-01-17,6590.0,L-Lysine
241,2021-01-18,7458.0,L-Lysine
242,2021-01-19,7481.0,L-Lysine
243,2021-01-20,6635.0,L-Lysine
244,2021-01-21,6635.0,L-Lysine
245,2021-01-22,7768.0,L-Lysine
246,2021-01-23,7024.0,L-Lysine
247,2021-01-24,7024.0,L-Lysine
248,2021-01-25,6975.0,L-Lysine
249,2021-01-26,6253.0,L-Lysine
250,2021-01-27,8574.0,L-Lysine
251,2021-01-28,8574.0,L-Lysine
252,2021-01-29,10124.0,L-Lysine
253,2021-01-30,8050.0,L-Lysine
254,2021-01-31,9425.0,L-Lysine
255,2021-02-01,7859.0,L-Lysine
256,2021-02-02,7859.0,L-Lysine
257,2021-02-03,8048.0,L-Lysine
258,2021-02-04,9536.0,L-Lysine
259,2021-02-05,9536.0,L-Lysine
260,2021-02-06,9536.0,L-Lysine
261,2021-02-07,8177.0,L-Lysine
262,2021-02-08,8177.0,L-Lysine
263,2021-02-09,10204.0,L-Lysine
264,2021-02-10,11113.0,L-Lysine
265,2021-02-11,11113.0,L-Lysine
266,2021-02-12,11113.0,L-Lysine
267,2021-02-13,9956.0,L-Lysine
268,2021-02-14,9956.0,L-Lysine
269,2021-02-15,10751.0,L-Lysine
270,2021-02-16,10751.0,L-Lysine
271,2021-02-17,10751.0,L-Lysine
272,2021-02-18,10674.0,L-Lysine
273,2021-02-19,9288.0,L-Lysine
274,2021-02-20,8047.0,L-Lysine
275,2021-02-21,8047.0,L-Lysine
276,2021-02-22,8047.0,L-Lysine
277,2021-02-23,9603.0,L-Lysine
278,2021-02-24,11133.0,L-Lysine
279,2021-02-25,11133.0,L-Lysine
280,2021-02-26,11133.0,L-Lysine
281,2021-02-27,8770.0,L-Lysine
282,2021-02-28,7324.0,L-Lysine
283,2021-03-01,6655.0,L-Lysine
284,2021-03-02,6655.0,L-Lysine
285,2021-03-03,6655.0,L-Lysine
286,2021-03-04,8231.0,L-Lysine
287,2021-03-05,8231.0,L-Lysine
288,2021-03-06,8231.0,L-Lysine
289,2021-03-07,10531.0,L-Lysine
290,2021-03-08,10531.0,L-Lysine
291,2021-03-09,9630.0,L-Lysine
292,2021-03-10,8629.0,L-Lysine
293,2021-03-11,8629.0,L-Lysine
294,2021-03-12,8629.0,L-Lysine
295,2021-03-13,9708.0,L-Lysine
296,2021-03-14,9708.0,L-Lysine
297,2021-03-15,8477.0,L-Lysine
298,2021-03-16,8477.0,L-Lysine
299,2021-03-17,9435.0,L-Lysine
300,2021-03-18,10962.0,L-Lysine
301,2021-03-19,10962.0,L-Lysine
302,2021-03-20,10962.0,L-Lysine
303,2021-03-21,10101.0,L-Lysine
304,2021-03-22,10101.0,L-Lysine
305,2021-03-23,10101.0,L-Lysine
306,2021-03-24,9904.0,L-Lysine
307,2021-03-25,9904.0,L-Lysine
308,2021-03-26,10975.0,L-Lysine
309,2021-03-27,10975.0,L-Lysine
310,2021-03-28,10975.0,L-Lysine
311,2021-03-29,9432.0,L-Lysine
312,2021-03-30,9317.0,L-Lysine
313,2021-03-31,9317.0,L-Lysine
314,2021-04-01,10798.0,L-Lysine
315,2021-04-02,10798.0,L-Lysine
316,2021-04-03,11494.0,L-Lysine
317,2021-04-04,11494.0,L-Lysine
318,2021-04-05,11494.0,L-Lysine
319,2021-04-06,10596.0,L-Lysine
320,2021-04-07,10596.0,L-Lysine
321,2021-04-08,10596.0,L-Lysine
322,2021-04-09,9433.0,L-Lysine
323,2021-04-10,9433.0,L-Lysine
324,2021-04-11,9433.0,L-Lysine
325,2021-04-12,11281.0,L-Lysine
326,2021-04-13,11281.0,L-Lysine
327,2021-04-14,10183.0,L-Lysine
328,2021-04-15,10183.0,L-Lysine
329,2021-04-16,11375.0,L-Lysine
330,2021-04-17,11375.0,L-Lysine
331,2021-04-18,11375.0,L-Lysine
332,2021-04-19,11456.0,L-Lysine
333,2021-04-20,9680.0,L-Lysine
334,2021-04-21,10155.0,L-Lysine
335,2021-04-22,10155.0,L-Lysine
336,2021-04-23,10844.0,L-Lysine
337,2021-04-24,10844.0,L-Lysine
338,2021-04-25,10844.0,L-Lysine
339,2021-04-26,11691.0,L-Lysine
340,2021-04-27,10965.0,L-Lysine
341,2021-04-28,10965.0,L-Lysine
342,2021-04-29,10965.0,L-Lysine
343,2021-04-30,13359.0,L-Lysine
344,2021-05-01,13359.0,L-Lysine
345,2021-05-02,9077.0,L-Lysine
346,2021-05-03,8817.0,L-Lysine
347,2021-05-04,8817.0,L-Lysine
348,2021-05-05,9868.0,L-Lysine
349,2021-05-06,9868.0,L-Lysine
350,2021-05-07,11370.0,L-Lysine
351,2021-05-08,12045.0,L-Lysine
352,2021-05-09,12045.0,L-Lysine
353,2021-05-10,12045.0,L-Lysine
354,2021-05-11,9316.0,L-Lysine
355,2021-05-12,9316.0,L-Lysine
356,2021-05-13,10222.0,L-Lysine
357,2021-05-14,10222.0,L-Lysine
358,2021-05-15,10316.0,L-Lysine
359,2021-05-16,10316.0,L-Lysine
360,2021-05-17,11020.0,L-Lysine
361,2021-05-18,11020.0,L-Lysine
362,2021-05-19,11020.0,L-Lysine
363,2021-05-20,10831.0,L-Lysine
364,2021-05-21,11415.0,L-Lysine
365,2021-05-22,11415.0,L-Lysine
366,2021-05-23,10711.0,L-Lysine
367,2021-05-24,10711.0,L-Lysine
368,2021-05-25,10479.0,L-Lysine
369,2021-05-26,10479.0,L-Lysine
370,2021-05-27,10479.0,L-Lysine
371,2021-05-28,10435.0,L-Lysine
372,2021-05-29,10435.0,L-Lysine
373,2021-05-30,10435.0,L-Lysine
374,2021-05-31,10874.0,L-Lysine
375,2021-06-01,10667.0,L-Lysine
376,2021-06-02,9277.0,L-Lysine
377,2021-06-03,8978.0,L-Lysine
378,2021-06-04,8978.0,L-Lysine
379,2021-06-05,11064.0,L-Lysine
380,2021-06-06,11064.0,L-Lysine
381,2021-06-07,11064.0,L-Lysine
382,2021-06-08,8917.0,L-Lysine
383,2021-06-09,8917.0,L-Lysine
384,2021-06-10,10491.0,L-Lysine
385,2021-06-11,10491.0,L-Lysine
386,2021-06-12,10491.0,L-Lysine
387,2021-06-13,7832.0,L-Lysine
388,2021-06-14,7832.0,L-Lysine
389,2021-06-15,9614.0,L-Lysine
390,2021-06-16,9375.0,L-Lysine
391,2021-06-17,9375.0,L-Lysine
392,2021-06-18,9375.0,L-Lysine
393,2021-06-19,9375.0,L-Lysine
394,2021-06-20,11846.0,L-Lysine
395,2021-06-21,10408.0,L-Lysine
396,2021-06-22,9994.0,L-Lysine
397,2021-06-23,9994.0,L-Lysine
398,2021-06-24,10439.0,L-Lysine
399,2021-06-25,10439.0,L-Lysine
400,2021-06-26,10312.0,L-Lysine
401,2021-06-27,10312.0,L-Lysine
402,2021-06-28,10312.0,L-Lysine
403,2021-06-29,12177.0,L-Lysine
404,2021-06-30,12177.0,L-Lysine
405,2021-07-01,12267.0,L-Lysine
406,2021-07-02,12267.0,L-Lysine
407,2021-07-03,10613.0,L-Lysine
408,2021-07-04,10516.0,L-Lysine
409,2021-07-05,10516.0,L-Lysine
410,2021-07-06,10185.0,L-Lysine
411,2021-07-07,10185.0,L-Lysine
412,2021-07-08,8517.0,L-Lysine
413,2021-07-09,8337.0,L-Lysine
414,2021-07-10,10674.0,L-Lysine
