,date,value,name_B08BTSWV9L
260,2021-03-18,330523.0,Wall & Tabletop Frames
261,2021-03-19,330523.0,Wall & Tabletop Frames
262,2021-03-20,330523.0,Wall & Tabletop Frames
263,2021-03-21,330523.0,Wall & Tabletop Frames
264,2021-03-22,330523.0,Wall & Tabletop Frames
265,2021-03-23,330523.0,Wall & Tabletop Frames
266,2021-03-24,330523.0,Wall & Tabletop Frames
267,2021-03-25,330523.0,Wall & Tabletop Frames
268,2021-03-26,330523.0,Wall & Tabletop Frames
269,2021-03-27,330523.0,Wall & Tabletop Frames
270,2021-03-28,330523.0,Wall & Tabletop Frames
271,2021-03-29,330523.0,Wall & Tabletop Frames
272,2021-03-30,330523.0,Wall & Tabletop Frames
273,2021-03-31,330523.0,Wall & Tabletop Frames
274,2021-04-01,330523.0,Wall & Tabletop Frames
275,2021-04-02,394807.0,Wall & Tabletop Frames
276,2021-04-03,394807.0,Wall & Tabletop Frames
277,2021-04-04,394807.0,Wall & Tabletop Frames
278,2021-04-05,394807.0,Wall & Tabletop Frames
279,2021-04-06,394807.0,Wall & Tabletop Frames
280,2021-04-07,394807.0,Wall & Tabletop Frames
281,2021-04-08,394807.0,Wall & Tabletop Frames
282,2021-04-09,518836.0,Wall & Tabletop Frames
283,2021-04-10,518836.0,Wall & Tabletop Frames
284,2021-04-11,518836.0,Wall & Tabletop Frames
285,2021-04-12,518836.0,Wall & Tabletop Frames
286,2021-04-13,518836.0,Wall & Tabletop Frames
287,2021-04-14,518836.0,Wall & Tabletop Frames
288,2021-04-15,518836.0,Wall & Tabletop Frames
289,2021-04-16,127375.0,Wall & Tabletop Frames
290,2021-04-17,127375.0,Wall & Tabletop Frames
291,2021-04-18,127375.0,Wall & Tabletop Frames
292,2021-04-19,127375.0,Wall & Tabletop Frames
293,2021-04-20,127375.0,Wall & Tabletop Frames
294,2021-04-21,127375.0,Wall & Tabletop Frames
295,2021-04-22,127375.0,Wall & Tabletop Frames
296,2021-04-23,127375.0,Wall & Tabletop Frames
297,2021-04-24,127375.0,Wall & Tabletop Frames
298,2021-04-25,25978.0,Wall & Tabletop Frames
299,2021-04-26,25978.0,Wall & Tabletop Frames
300,2021-04-27,25978.0,Wall & Tabletop Frames
301,2021-04-28,25978.0,Wall & Tabletop Frames
302,2021-04-29,25978.0,Wall & Tabletop Frames
303,2021-04-30,25978.0,Wall & Tabletop Frames
304,2021-05-01,25978.0,Wall & Tabletop Frames
305,2021-05-02,25978.0,Wall & Tabletop Frames
306,2021-05-03,25978.0,Wall & Tabletop Frames
307,2021-05-04,23910.0,Wall & Tabletop Frames
308,2021-05-05,23910.0,Wall & Tabletop Frames
309,2021-05-06,23910.0,Wall & Tabletop Frames
310,2021-05-07,23910.0,Wall & Tabletop Frames
311,2021-05-08,22624.0,Wall & Tabletop Frames
312,2021-05-09,22624.0,Wall & Tabletop Frames
313,2021-05-10,22624.0,Wall & Tabletop Frames
314,2021-05-11,22624.0,Wall & Tabletop Frames
315,2021-05-12,30298.0,Wall & Tabletop Frames
316,2021-05-13,27717.0,Wall & Tabletop Frames
317,2021-05-14,27717.0,Wall & Tabletop Frames
318,2021-05-15,27717.0,Wall & Tabletop Frames
319,2021-05-16,31646.0,Wall & Tabletop Frames
320,2021-05-17,31646.0,Wall & Tabletop Frames
321,2021-05-18,31646.0,Wall & Tabletop Frames
322,2021-05-19,22719.0,Wall & Tabletop Frames
323,2021-05-20,22719.0,Wall & Tabletop Frames
324,2021-05-21,22719.0,Wall & Tabletop Frames
325,2021-05-22,22719.0,Wall & Tabletop Frames
326,2021-05-23,22719.0,Wall & Tabletop Frames
327,2021-05-24,22719.0,Wall & Tabletop Frames
328,2021-05-25,22719.0,Wall & Tabletop Frames
329,2021-05-26,18630.0,Wall & Tabletop Frames
330,2021-05-27,18630.0,Wall & Tabletop Frames
331,2021-05-28,22027.0,Wall & Tabletop Frames
332,2021-05-29,22027.0,Wall & Tabletop Frames
333,2021-05-30,23671.0,Wall & Tabletop Frames
334,2021-05-31,23671.0,Wall & Tabletop Frames
335,2021-06-01,23671.0,Wall & Tabletop Frames
336,2021-06-02,23671.0,Wall & Tabletop Frames
337,2021-06-03,29524.0,Wall & Tabletop Frames
338,2021-06-04,27167.0,Wall & Tabletop Frames
339,2021-06-05,27167.0,Wall & Tabletop Frames
340,2021-06-06,27167.0,Wall & Tabletop Frames
341,2021-06-07,30524.0,Wall & Tabletop Frames
342,2021-06-08,30524.0,Wall & Tabletop Frames
343,2021-06-09,30524.0,Wall & Tabletop Frames
344,2021-06-10,30524.0,Wall & Tabletop Frames
345,2021-06-11,36092.0,Wall & Tabletop Frames
346,2021-06-12,36092.0,Wall & Tabletop Frames
347,2021-06-13,36092.0,Wall & Tabletop Frames
348,2021-06-14,36092.0,Wall & Tabletop Frames
349,2021-06-15,36092.0,Wall & Tabletop Frames
350,2021-06-16,36092.0,Wall & Tabletop Frames
351,2021-06-17,36092.0,Wall & Tabletop Frames
352,2021-06-18,20834.0,Wall & Tabletop Frames
353,2021-06-19,20834.0,Wall & Tabletop Frames
354,2021-06-20,20834.0,Wall & Tabletop Frames
355,2021-06-21,22660.0,Wall & Tabletop Frames
356,2021-06-22,22660.0,Wall & Tabletop Frames
357,2021-06-23,22660.0,Wall & Tabletop Frames
358,2021-06-24,22660.0,Wall & Tabletop Frames
359,2021-06-25,28750.0,Wall & Tabletop Frames
360,2021-06-26,28750.0,Wall & Tabletop Frames
361,2021-06-27,28750.0,Wall & Tabletop Frames
362,2021-06-28,28750.0,Wall & Tabletop Frames
363,2021-06-29,33175.0,Wall & Tabletop Frames
364,2021-06-30,32855.0,Wall & Tabletop Frames
365,2021-07-01,32855.0,Wall & Tabletop Frames
366,2021-07-02,32855.0,Wall & Tabletop Frames
367,2021-07-03,36923.0,Wall & Tabletop Frames
368,2021-07-04,36923.0,Wall & Tabletop Frames
369,2021-07-05,36923.0,Wall & Tabletop Frames
370,2021-07-06,49979.0,Wall & Tabletop Frames
371,2021-07-07,49979.0,Wall & Tabletop Frames
372,2021-07-08,49979.0,Wall & Tabletop Frames
373,2021-07-09,49979.0,Wall & Tabletop Frames
374,2021-07-10,36659.0,Wall & Tabletop Frames
