,date,value,name_B07YCTNHVD
163,2020-11-04,7595.0,All-Purpose Cleaners
164,2020-11-05,8929.0,All-Purpose Cleaners
165,2020-11-06,8929.0,All-Purpose Cleaners
166,2020-11-07,8129.0,All-Purpose Cleaners
167,2020-11-08,8129.0,All-Purpose Cleaners
168,2020-11-09,8129.0,All-Purpose Cleaners
169,2020-11-10,9046.0,All-Purpose Cleaners
170,2020-11-11,10307.0,All-Purpose Cleaners
171,2020-11-12,6470.0,All-Purpose Cleaners
172,2020-11-13,6470.0,All-Purpose Cleaners
173,2020-11-14,6470.0,All-Purpose Cleaners
174,2020-11-15,6395.0,All-Purpose Cleaners
175,2020-11-16,6395.0,All-Purpose Cleaners
176,2020-11-17,5935.0,All-Purpose Cleaners
177,2020-11-18,5935.0,All-Purpose Cleaners
178,2020-11-19,5935.0,All-Purpose Cleaners
179,2020-11-20,5449.0,All-Purpose Cleaners
180,2020-11-21,5449.0,All-Purpose Cleaners
181,2020-11-22,5335.0,All-Purpose Cleaners
182,2020-11-23,5335.0,All-Purpose Cleaners
183,2020-11-24,5335.0,All-Purpose Cleaners
184,2020-11-25,6922.0,All-Purpose Cleaners
185,2020-11-26,7135.0,All-Purpose Cleaners
186,2020-11-27,7135.0,All-Purpose Cleaners
187,2020-11-28,7135.0,All-Purpose Cleaners
188,2020-11-29,7704.0,All-Purpose Cleaners
189,2020-11-30,10534.0,All-Purpose Cleaners
190,2020-12-01,10534.0,All-Purpose Cleaners
191,2020-12-02,10534.0,All-Purpose Cleaners
192,2020-12-03,9076.0,All-Purpose Cleaners
193,2020-12-04,9074.0,All-Purpose Cleaners
194,2020-12-05,9074.0,All-Purpose Cleaners
195,2020-12-06,9074.0,All-Purpose Cleaners
196,2020-12-07,7464.0,All-Purpose Cleaners
197,2020-12-08,8485.0,All-Purpose Cleaners
198,2020-12-09,8485.0,All-Purpose Cleaners
199,2020-12-10,9537.0,All-Purpose Cleaners
200,2020-12-11,9537.0,All-Purpose Cleaners
201,2020-12-12,9537.0,All-Purpose Cleaners
202,2020-12-13,8017.0,All-Purpose Cleaners
203,2020-12-14,10343.0,All-Purpose Cleaners
204,2020-12-15,10343.0,All-Purpose Cleaners
205,2020-12-16,10343.0,All-Purpose Cleaners
206,2020-12-17,9615.0,All-Purpose Cleaners
207,2020-12-18,10286.0,All-Purpose Cleaners
208,2020-12-19,10286.0,All-Purpose Cleaners
209,2020-12-20,10253.0,All-Purpose Cleaners
210,2020-12-21,10253.0,All-Purpose Cleaners
211,2020-12-22,10253.0,All-Purpose Cleaners
212,2020-12-23,9878.0,All-Purpose Cleaners
213,2020-12-24,9878.0,All-Purpose Cleaners
214,2020-12-25,9878.0,All-Purpose Cleaners
215,2020-12-26,9149.0,All-Purpose Cleaners
216,2020-12-27,9149.0,All-Purpose Cleaners
217,2020-12-28,9204.0,All-Purpose Cleaners
218,2020-12-29,9204.0,All-Purpose Cleaners
219,2020-12-30,9204.0,All-Purpose Cleaners
220,2020-12-31,10812.0,All-Purpose Cleaners
221,2021-01-01,10812.0,All-Purpose Cleaners
222,2021-01-02,10812.0,All-Purpose Cleaners
223,2021-01-03,10812.0,All-Purpose Cleaners
224,2021-01-04,8735.0,All-Purpose Cleaners
225,2021-01-05,10605.0,All-Purpose Cleaners
226,2021-01-06,9816.0,All-Purpose Cleaners
227,2021-01-07,9816.0,All-Purpose Cleaners
228,2021-01-08,9816.0,All-Purpose Cleaners
229,2021-01-09,10349.0,All-Purpose Cleaners
230,2021-01-10,10349.0,All-Purpose Cleaners
231,2021-01-11,10349.0,All-Purpose Cleaners
232,2021-01-12,10349.0,All-Purpose Cleaners
233,2021-01-13,12187.0,All-Purpose Cleaners
234,2021-01-14,11975.0,All-Purpose Cleaners
235,2021-01-15,11975.0,All-Purpose Cleaners
236,2021-01-16,11975.0,All-Purpose Cleaners
237,2021-01-17,8504.0,All-Purpose Cleaners
238,2021-01-18,10007.0,All-Purpose Cleaners
239,2021-01-19,10562.0,All-Purpose Cleaners
240,2021-01-20,10455.0,All-Purpose Cleaners
241,2021-01-21,10455.0,All-Purpose Cleaners
242,2021-01-22,10455.0,All-Purpose Cleaners
243,2021-01-23,10455.0,All-Purpose Cleaners
244,2021-01-24,8675.0,All-Purpose Cleaners
245,2021-01-25,9530.0,All-Purpose Cleaners
246,2021-01-26,9530.0,All-Purpose Cleaners
247,2021-01-27,9530.0,All-Purpose Cleaners
248,2021-01-28,9530.0,All-Purpose Cleaners
249,2021-01-29,12080.0,All-Purpose Cleaners
250,2021-01-30,12080.0,All-Purpose Cleaners
251,2021-01-31,12080.0,All-Purpose Cleaners
252,2021-02-01,9378.0,All-Purpose Cleaners
253,2021-02-02,9378.0,All-Purpose Cleaners
254,2021-02-03,9378.0,All-Purpose Cleaners
255,2021-02-04,10313.0,All-Purpose Cleaners
256,2021-02-05,10313.0,All-Purpose Cleaners
257,2021-02-06,10313.0,All-Purpose Cleaners
258,2021-02-07,9891.0,All-Purpose Cleaners
259,2021-02-08,12064.0,All-Purpose Cleaners
260,2021-02-09,14194.0,All-Purpose Cleaners
261,2021-02-10,14194.0,All-Purpose Cleaners
262,2021-02-11,14194.0,All-Purpose Cleaners
263,2021-02-12,11741.0,All-Purpose Cleaners
264,2021-02-13,11172.0,All-Purpose Cleaners
265,2021-02-14,11172.0,All-Purpose Cleaners
266,2021-02-15,11172.0,All-Purpose Cleaners
267,2021-02-16,8462.0,All-Purpose Cleaners
268,2021-02-17,7545.0,All-Purpose Cleaners
269,2021-02-18,7545.0,All-Purpose Cleaners
270,2021-02-19,7545.0,All-Purpose Cleaners
271,2021-02-20,9385.0,All-Purpose Cleaners
272,2021-02-21,9385.0,All-Purpose Cleaners
273,2021-02-22,9385.0,All-Purpose Cleaners
274,2021-02-23,8240.0,All-Purpose Cleaners
275,2021-02-24,8240.0,All-Purpose Cleaners
276,2021-02-25,8587.0,All-Purpose Cleaners
277,2021-02-26,8587.0,All-Purpose Cleaners
278,2021-02-27,8587.0,All-Purpose Cleaners
279,2021-02-28,10596.0,All-Purpose Cleaners
280,2021-03-01,10258.0,All-Purpose Cleaners
281,2021-03-02,10258.0,All-Purpose Cleaners
282,2021-03-03,9470.0,All-Purpose Cleaners
283,2021-03-04,9470.0,All-Purpose Cleaners
284,2021-03-05,9470.0,All-Purpose Cleaners
285,2021-03-06,9359.0,All-Purpose Cleaners
286,2021-03-07,9359.0,All-Purpose Cleaners
287,2021-03-08,9877.0,All-Purpose Cleaners
288,2021-03-09,9877.0,All-Purpose Cleaners
289,2021-03-10,10843.0,All-Purpose Cleaners
290,2021-03-11,10843.0,All-Purpose Cleaners
291,2021-03-12,12855.0,All-Purpose Cleaners
292,2021-03-13,10599.0,All-Purpose Cleaners
293,2021-03-14,10599.0,All-Purpose Cleaners
294,2021-03-15,10599.0,All-Purpose Cleaners
295,2021-03-16,10383.0,All-Purpose Cleaners
296,2021-03-17,12556.0,All-Purpose Cleaners
297,2021-03-18,12556.0,All-Purpose Cleaners
298,2021-03-19,12556.0,All-Purpose Cleaners
299,2021-03-20,12556.0,All-Purpose Cleaners
300,2021-03-21,12556.0,All-Purpose Cleaners
301,2021-03-22,12556.0,All-Purpose Cleaners
302,2021-03-23,10540.0,All-Purpose Cleaners
303,2021-03-24,10540.0,All-Purpose Cleaners
304,2021-03-25,12435.0,All-Purpose Cleaners
305,2021-03-26,12435.0,All-Purpose Cleaners
306,2021-03-27,11377.0,All-Purpose Cleaners
307,2021-03-28,11377.0,All-Purpose Cleaners
308,2021-03-29,10672.0,All-Purpose Cleaners
309,2021-03-30,10672.0,All-Purpose Cleaners
310,2021-03-31,10672.0,All-Purpose Cleaners
311,2021-04-01,10541.0,All-Purpose Cleaners
312,2021-04-02,10541.0,All-Purpose Cleaners
313,2021-04-03,10541.0,All-Purpose Cleaners
314,2021-04-04,11237.0,All-Purpose Cleaners
315,2021-04-05,11237.0,All-Purpose Cleaners
316,2021-04-06,11469.0,All-Purpose Cleaners
317,2021-04-07,11469.0,All-Purpose Cleaners
318,2021-04-08,11469.0,All-Purpose Cleaners
319,2021-04-09,13729.0,All-Purpose Cleaners
320,2021-04-10,13729.0,All-Purpose Cleaners
321,2021-04-11,14838.0,All-Purpose Cleaners
322,2021-04-12,14414.0,All-Purpose Cleaners
323,2021-04-13,14414.0,All-Purpose Cleaners
324,2021-04-14,13090.0,All-Purpose Cleaners
325,2021-04-15,13090.0,All-Purpose Cleaners
326,2021-04-16,13090.0,All-Purpose Cleaners
327,2021-04-17,11060.0,All-Purpose Cleaners
328,2021-04-18,11060.0,All-Purpose Cleaners
329,2021-04-19,11060.0,All-Purpose Cleaners
330,2021-04-20,12117.0,All-Purpose Cleaners
331,2021-04-21,11755.0,All-Purpose Cleaners
332,2021-04-22,12783.0,All-Purpose Cleaners
333,2021-04-23,9891.0,All-Purpose Cleaners
334,2021-04-24,9891.0,All-Purpose Cleaners
335,2021-04-25,9891.0,All-Purpose Cleaners
336,2021-04-26,12029.0,All-Purpose Cleaners
337,2021-04-27,12029.0,All-Purpose Cleaners
338,2021-04-28,14172.0,All-Purpose Cleaners
339,2021-04-29,11898.0,All-Purpose Cleaners
340,2021-04-30,11898.0,All-Purpose Cleaners
341,2021-05-01,13175.0,All-Purpose Cleaners
342,2021-05-02,13175.0,All-Purpose Cleaners
343,2021-05-03,13175.0,All-Purpose Cleaners
344,2021-05-04,14792.0,All-Purpose Cleaners
345,2021-05-05,14792.0,All-Purpose Cleaners
346,2021-05-06,14371.0,All-Purpose Cleaners
347,2021-05-07,17035.0,All-Purpose Cleaners
348,2021-05-08,17035.0,All-Purpose Cleaners
349,2021-05-09,17035.0,All-Purpose Cleaners
350,2021-05-10,13468.0,All-Purpose Cleaners
351,2021-05-11,15483.0,All-Purpose Cleaners
352,2021-05-12,15483.0,All-Purpose Cleaners
353,2021-05-13,12774.0,All-Purpose Cleaners
354,2021-05-14,12774.0,All-Purpose Cleaners
355,2021-05-15,12774.0,All-Purpose Cleaners
356,2021-05-16,12774.0,All-Purpose Cleaners
357,2021-05-17,11721.0,All-Purpose Cleaners
358,2021-05-18,11721.0,All-Purpose Cleaners
359,2021-05-19,13628.0,All-Purpose Cleaners
360,2021-05-20,14493.0,All-Purpose Cleaners
361,2021-05-21,12696.0,All-Purpose Cleaners
362,2021-05-22,12696.0,All-Purpose Cleaners
363,2021-05-23,10958.0,All-Purpose Cleaners
364,2021-05-24,10958.0,All-Purpose Cleaners
365,2021-05-25,13316.0,All-Purpose Cleaners
366,2021-05-26,13316.0,All-Purpose Cleaners
367,2021-05-27,13316.0,All-Purpose Cleaners
368,2021-05-28,13309.0,All-Purpose Cleaners
369,2021-05-29,13309.0,All-Purpose Cleaners
370,2021-05-30,12601.0,All-Purpose Cleaners
371,2021-05-31,12601.0,All-Purpose Cleaners
372,2021-06-01,12601.0,All-Purpose Cleaners
373,2021-06-02,11908.0,All-Purpose Cleaners
374,2021-06-03,11908.0,All-Purpose Cleaners
375,2021-06-04,11908.0,All-Purpose Cleaners
376,2021-06-05,12979.0,All-Purpose Cleaners
377,2021-06-06,12979.0,All-Purpose Cleaners
378,2021-06-07,12979.0,All-Purpose Cleaners
379,2021-06-08,14493.0,All-Purpose Cleaners
380,2021-06-09,14493.0,All-Purpose Cleaners
381,2021-06-10,15318.0,All-Purpose Cleaners
382,2021-06-11,15318.0,All-Purpose Cleaners
383,2021-06-12,15318.0,All-Purpose Cleaners
384,2021-06-13,11070.0,All-Purpose Cleaners
385,2021-06-14,11070.0,All-Purpose Cleaners
386,2021-06-15,11048.0,All-Purpose Cleaners
387,2021-06-16,11424.0,All-Purpose Cleaners
388,2021-06-17,11424.0,All-Purpose Cleaners
389,2021-06-18,11424.0,All-Purpose Cleaners
390,2021-06-19,11424.0,All-Purpose Cleaners
391,2021-06-20,11109.0,All-Purpose Cleaners
392,2021-06-21,11073.0,All-Purpose Cleaners
393,2021-06-22,12729.0,All-Purpose Cleaners
394,2021-06-23,13227.0,All-Purpose Cleaners
395,2021-06-24,13227.0,All-Purpose Cleaners
396,2021-06-25,13227.0,All-Purpose Cleaners
397,2021-06-26,10310.0,All-Purpose Cleaners
398,2021-06-27,10310.0,All-Purpose Cleaners
399,2021-06-28,12173.0,All-Purpose Cleaners
400,2021-06-29,12173.0,All-Purpose Cleaners
401,2021-06-30,12173.0,All-Purpose Cleaners
402,2021-07-01,14821.0,All-Purpose Cleaners
403,2021-07-02,14821.0,All-Purpose Cleaners
404,2021-07-03,13330.0,All-Purpose Cleaners
405,2021-07-04,13330.0,All-Purpose Cleaners
406,2021-07-05,13695.0,All-Purpose Cleaners
407,2021-07-06,13695.0,All-Purpose Cleaners
408,2021-07-07,15732.0,All-Purpose Cleaners
409,2021-07-08,15732.0,All-Purpose Cleaners
410,2021-07-09,10504.0,All-Purpose Cleaners
411,2021-07-10,13192.0,All-Purpose Cleaners
