,date,value,name_B07DMBRVNK
57,2019-08-28,40459.0,Paper Towels
58,2019-08-29,40459.0,Paper Towels
59,2019-08-30,40459.0,Paper Towels
60,2019-08-31,40459.0,Paper Towels
61,2019-09-01,66726.0,Paper Towels
62,2019-09-02,66726.0,Paper Towels
63,2019-09-03,43671.0,Paper Towels
64,2019-09-04,82442.0,Paper Towels
65,2019-09-05,36826.0,Paper Towels
66,2019-09-06,49257.0,Paper Towels
67,2019-09-07,88577.0,Paper Towels
68,2019-09-08,88577.0,Paper Towels
69,2019-09-09,88577.0,Paper Towels
70,2019-09-10,88577.0,Paper Towels
71,2019-09-11,88577.0,Paper Towels
72,2019-09-12,167723.0,Paper Towels
73,2019-09-13,175394.0,Paper Towels
74,2019-09-14,175394.0,Paper Towels
75,2019-09-15,180762.0,Paper Towels
76,2019-09-16,180762.0,Paper Towels
77,2019-09-17,180762.0,Paper Towels
78,2019-09-18,180762.0,Paper Towels
79,2019-09-19,180762.0,Paper Towels
80,2019-09-20,180762.0,Paper Towels
81,2019-09-21,101002.0,Paper Towels
82,2019-09-22,101002.0,Paper Towels
83,2019-09-23,101002.0,Paper Towels
84,2019-09-24,120570.0,Paper Towels
85,2019-09-25,120570.0,Paper Towels
86,2019-09-26,120570.0,Paper Towels
87,2019-09-27,59577.0,Paper Towels
88,2019-09-28,59577.0,Paper Towels
89,2019-09-29,107958.0,Paper Towels
90,2019-09-30,77427.0,Paper Towels
91,2019-10-01,54141.0,Paper Towels
92,2019-10-02,54141.0,Paper Towels
93,2019-10-03,59687.0,Paper Towels
94,2019-10-04,59687.0,Paper Towels
95,2019-10-05,59687.0,Paper Towels
96,2019-10-06,63776.0,Paper Towels
97,2019-10-07,54312.0,Paper Towels
98,2019-10-08,54312.0,Paper Towels
99,2019-10-09,87959.0,Paper Towels
100,2019-10-10,87959.0,Paper Towels
101,2019-10-11,87959.0,Paper Towels
102,2019-10-12,87959.0,Paper Towels
103,2019-10-13,184379.0,Paper Towels
104,2019-10-14,202158.0,Paper Towels
105,2019-10-15,202158.0,Paper Towels
106,2019-10-16,172326.0,Paper Towels
107,2019-10-17,172326.0,Paper Towels
108,2019-10-18,122619.0,Paper Towels
109,2019-10-19,122619.0,Paper Towels
110,2019-10-20,103902.0,Paper Towels
111,2019-10-21,103902.0,Paper Towels
112,2019-10-22,103902.0,Paper Towels
113,2019-10-23,103378.0,Paper Towels
114,2019-10-24,127464.0,Paper Towels
115,2019-10-25,116009.0,Paper Towels
116,2019-10-26,116009.0,Paper Towels
117,2019-10-27,202105.0,Paper Towels
118,2019-10-28,202105.0,Paper Towels
119,2019-10-29,202105.0,Paper Towels
120,2019-10-30,144317.0,Paper Towels
121,2019-10-31,144317.0,Paper Towels
122,2019-11-01,76342.0,Paper Towels
123,2019-11-02,76342.0,Paper Towels
124,2019-11-03,82195.0,Paper Towels
125,2019-11-04,82195.0,Paper Towels
126,2019-11-05,82195.0,Paper Towels
127,2019-11-06,84079.0,Paper Towels
128,2019-11-07,84079.0,Paper Towels
129,2019-11-08,77101.0,Paper Towels
130,2019-11-09,78795.0,Paper Towels
131,2019-11-10,78795.0,Paper Towels
132,2019-11-11,78795.0,Paper Towels
133,2019-11-12,103170.0,Paper Towels
134,2019-11-13,103170.0,Paper Towels
135,2019-11-14,74262.0,Paper Towels
136,2019-11-15,74262.0,Paper Towels
137,2019-11-16,74262.0,Paper Towels
138,2019-11-17,107019.0,Paper Towels
139,2019-11-18,107019.0,Paper Towels
140,2019-11-19,107019.0,Paper Towels
141,2019-11-20,83821.0,Paper Towels
142,2019-11-21,83821.0,Paper Towels
143,2019-11-22,83821.0,Paper Towels
144,2019-11-23,85783.0,Paper Towels
145,2019-11-24,85783.0,Paper Towels
146,2019-11-25,85783.0,Paper Towels
147,2019-11-26,85783.0,Paper Towels
148,2019-11-27,49000.0,Paper Towels
149,2019-11-28,49000.0,Paper Towels
150,2019-11-29,49000.0,Paper Towels
151,2019-11-30,40457.0,Paper Towels
152,2019-12-01,40457.0,Paper Towels
153,2019-12-02,40457.0,Paper Towels
154,2019-12-03,49768.0,Paper Towels
155,2019-12-04,49768.0,Paper Towels
156,2019-12-05,49768.0,Paper Towels
157,2019-12-06,36059.0,Paper Towels
158,2019-12-07,36059.0,Paper Towels
159,2019-12-08,36059.0,Paper Towels
160,2019-12-09,56132.0,Paper Towels
161,2019-12-10,56132.0,Paper Towels
162,2019-12-11,29439.0,Paper Towels
163,2019-12-12,29439.0,Paper Towels
164,2019-12-13,23673.0,Paper Towels
165,2019-12-14,23673.0,Paper Towels
166,2019-12-15,23673.0,Paper Towels
167,2019-12-16,24729.0,Paper Towels
168,2019-12-17,24013.0,Paper Towels
169,2019-12-18,24013.0,Paper Towels
170,2019-12-19,24013.0,Paper Towels
171,2019-12-20,31565.0,Paper Towels
172,2019-12-21,31565.0,Paper Towels
173,2019-12-22,31565.0,Paper Towels
174,2019-12-23,35045.0,Paper Towels
175,2019-12-24,35045.0,Paper Towels
176,2019-12-25,35045.0,Paper Towels
177,2019-12-26,35045.0,Paper Towels
178,2019-12-27,52797.0,Paper Towels
179,2019-12-28,52797.0,Paper Towels
180,2019-12-29,52797.0,Paper Towels
181,2019-12-30,50924.0,Paper Towels
182,2019-12-31,50924.0,Paper Towels
183,2020-01-01,50924.0,Paper Towels
184,2020-01-02,45732.0,Paper Towels
185,2020-01-03,45732.0,Paper Towels
186,2020-01-04,46931.0,Paper Towels
187,2020-01-05,46931.0,Paper Towels
188,2020-01-06,71923.0,Paper Towels
189,2020-01-07,71923.0,Paper Towels
190,2020-01-08,64620.0,Paper Towels
191,2020-01-09,64620.0,Paper Towels
192,2020-01-10,64620.0,Paper Towels
193,2020-01-11,64620.0,Paper Towels
194,2020-01-12,66560.0,Paper Towels
195,2020-01-13,66560.0,Paper Towels
196,2020-01-14,66560.0,Paper Towels
197,2020-01-15,66560.0,Paper Towels
198,2020-01-16,109578.0,Paper Towels
199,2020-01-17,109578.0,Paper Towels
200,2020-01-18,109578.0,Paper Towels
201,2020-01-19,109578.0,Paper Towels
202,2020-01-20,77609.0,Paper Towels
203,2020-01-21,77609.0,Paper Towels
204,2020-01-22,77609.0,Paper Towels
205,2020-01-23,85930.0,Paper Towels
206,2020-01-24,85930.0,Paper Towels
207,2020-01-25,85930.0,Paper Towels
208,2020-01-26,85930.0,Paper Towels
209,2020-01-27,101555.0,Paper Towels
210,2020-01-28,116205.0,Paper Towels
211,2020-01-29,116205.0,Paper Towels
212,2020-01-30,116205.0,Paper Towels
213,2020-01-31,116205.0,Paper Towels
214,2020-02-01,67294.0,Paper Towels
215,2020-02-02,67294.0,Paper Towels
216,2020-02-03,67294.0,Paper Towels
217,2020-02-04,67294.0,Paper Towels
218,2020-02-05,67294.0,Paper Towels
219,2020-02-06,87339.0,Paper Towels
220,2020-02-07,122812.0,Paper Towels
221,2020-02-08,122812.0,Paper Towels
222,2020-02-09,122812.0,Paper Towels
223,2020-02-10,68463.0,Paper Towels
224,2020-02-11,68463.0,Paper Towels
225,2020-02-12,68463.0,Paper Towels
226,2020-02-13,104997.0,Paper Towels
227,2020-02-14,81945.0,Paper Towels
228,2020-02-15,81945.0,Paper Towels
229,2020-02-16,81945.0,Paper Towels
230,2020-02-17,87841.0,Paper Towels
231,2020-02-18,87841.0,Paper Towels
232,2020-02-19,87841.0,Paper Towels
233,2020-02-20,87841.0,Paper Towels
234,2020-02-21,87841.0,Paper Towels
235,2020-02-22,128076.0,Paper Towels
236,2020-02-23,128076.0,Paper Towels
237,2020-02-24,128076.0,Paper Towels
238,2020-02-25,128076.0,Paper Towels
239,2020-02-26,128076.0,Paper Towels
240,2020-02-27,46713.0,Paper Towels
241,2020-02-28,46713.0,Paper Towels
242,2020-02-29,46713.0,Paper Towels
243,2020-03-01,46713.0,Paper Towels
244,2020-03-02,67399.0,Paper Towels
245,2020-03-03,67399.0,Paper Towels
246,2020-03-04,67399.0,Paper Towels
247,2020-03-05,67399.0,Paper Towels
248,2020-03-06,67399.0,Paper Towels
249,2020-03-07,-1.0,Paper Towels
250,2020-03-08,-1.0,Paper Towels
251,2020-03-09,-1.0,Paper Towels
252,2020-03-10,-1.0,Paper Towels
253,2020-03-11,-1.0,Paper Towels
254,2020-03-12,-1.0,Paper Towels
255,2020-03-13,-1.0,Paper Towels
256,2020-03-14,-1.0,Paper Towels
257,2020-03-15,-1.0,Paper Towels
258,2020-03-16,-1.0,Paper Towels
259,2020-03-17,-1.0,Paper Towels
260,2020-03-18,-1.0,Paper Towels
261,2020-03-19,-1.0,Paper Towels
262,2020-03-20,-1.0,Paper Towels
263,2020-03-21,-1.0,Paper Towels
264,2020-03-22,-1.0,Paper Towels
265,2020-03-23,-1.0,Paper Towels
266,2020-03-24,-1.0,Paper Towels
267,2020-03-25,-1.0,Paper Towels
268,2020-03-26,-1.0,Paper Towels
269,2020-03-27,-1.0,Paper Towels
270,2020-03-28,-1.0,Paper Towels
271,2020-03-29,-1.0,Paper Towels
272,2020-03-30,-1.0,Paper Towels
273,2020-03-31,-1.0,Paper Towels
274,2020-04-01,-1.0,Paper Towels
275,2020-04-02,-1.0,Paper Towels
276,2020-04-03,-1.0,Paper Towels
277,2020-04-04,-1.0,Paper Towels
278,2020-04-05,-1.0,Paper Towels
279,2020-04-06,-1.0,Paper Towels
280,2020-04-07,-1.0,Paper Towels
281,2020-04-08,-1.0,Paper Towels
282,2020-04-09,-1.0,Paper Towels
283,2020-04-10,-1.0,Paper Towels
284,2020-04-11,-1.0,Paper Towels
285,2020-04-12,-1.0,Paper Towels
286,2020-04-13,-1.0,Paper Towels
287,2020-04-14,-1.0,Paper Towels
288,2020-04-15,-1.0,Paper Towels
289,2020-04-16,-1.0,Paper Towels
290,2020-04-17,-1.0,Paper Towels
291,2020-04-18,-1.0,Paper Towels
292,2020-04-19,-1.0,Paper Towels
293,2020-04-20,-1.0,Paper Towels
294,2020-04-21,-1.0,Paper Towels
295,2020-04-22,-1.0,Paper Towels
296,2020-04-23,-1.0,Paper Towels
297,2020-04-24,-1.0,Paper Towels
298,2020-04-25,-1.0,Paper Towels
299,2020-04-26,-1.0,Paper Towels
300,2020-04-27,-1.0,Paper Towels
301,2020-04-28,-1.0,Paper Towels
302,2020-04-29,-1.0,Paper Towels
303,2020-04-30,-1.0,Paper Towels
304,2020-05-01,-1.0,Paper Towels
305,2020-05-02,-1.0,Paper Towels
306,2020-05-03,-1.0,Paper Towels
307,2020-05-04,-1.0,Paper Towels
308,2020-05-05,-1.0,Paper Towels
309,2020-05-06,-1.0,Paper Towels
310,2020-05-07,-1.0,Paper Towels
311,2020-05-08,-1.0,Paper Towels
312,2020-05-09,-1.0,Paper Towels
313,2020-05-10,-1.0,Paper Towels
314,2020-05-11,-1.0,Paper Towels
315,2020-05-12,-1.0,Paper Towels
316,2020-05-13,-1.0,Paper Towels
317,2020-05-14,-1.0,Paper Towels
318,2020-05-15,-1.0,Paper Towels
319,2020-05-16,-1.0,Paper Towels
320,2020-05-17,-1.0,Paper Towels
321,2020-05-18,-1.0,Paper Towels
322,2020-05-19,-1.0,Paper Towels
323,2020-05-20,-1.0,Paper Towels
324,2020-05-21,-1.0,Paper Towels
325,2020-05-22,2398.0,Paper Towels
326,2020-05-23,2398.0,Paper Towels
327,2020-05-24,2044.0,Paper Towels
328,2020-05-25,1575.0,Paper Towels
329,2020-05-26,1575.0,Paper Towels
330,2020-05-27,2043.0,Paper Towels
331,2020-05-28,2043.0,Paper Towels
332,2020-05-29,2043.0,Paper Towels
333,2020-05-30,2591.0,Paper Towels
334,2020-05-31,2591.0,Paper Towels
335,2020-06-01,2591.0,Paper Towels
336,2020-06-02,2954.0,Paper Towels
337,2020-06-03,2712.0,Paper Towels
338,2020-06-04,2712.0,Paper Towels
339,2020-06-05,3261.0,Paper Towels
340,2020-06-06,3940.0,Paper Towels
341,2020-06-07,3940.0,Paper Towels
342,2020-06-08,3940.0,Paper Towels
343,2020-06-09,1839.0,Paper Towels
344,2020-06-10,1839.0,Paper Towels
345,2020-06-11,3076.0,Paper Towels
346,2020-06-12,3076.0,Paper Towels
347,2020-06-13,3076.0,Paper Towels
348,2020-06-14,1734.0,Paper Towels
349,2020-06-15,1734.0,Paper Towels
350,2020-06-16,1734.0,Paper Towels
351,2020-06-17,1734.0,Paper Towels
352,2020-06-18,2153.0,Paper Towels
353,2020-06-19,2093.0,Paper Towels
354,2020-06-20,2093.0,Paper Towels
355,2020-06-21,2093.0,Paper Towels
356,2020-06-22,1828.0,Paper Towels
357,2020-06-23,1828.0,Paper Towels
358,2020-06-24,2228.0,Paper Towels
359,2020-06-25,2228.0,Paper Towels
360,2020-06-26,2228.0,Paper Towels
361,2020-06-27,2612.0,Paper Towels
362,2020-06-28,2612.0,Paper Towels
363,2020-06-29,1939.0,Paper Towels
364,2020-06-30,2391.0,Paper Towels
365,2020-07-01,2391.0,Paper Towels
366,2020-07-02,2391.0,Paper Towels
367,2020-07-03,2435.0,Paper Towels
368,2020-07-04,2435.0,Paper Towels
369,2020-07-05,2435.0,Paper Towels
370,2020-07-06,2745.0,Paper Towels
371,2020-07-07,2745.0,Paper Towels
372,2020-07-08,2571.0,Paper Towels
373,2020-07-09,2571.0,Paper Towels
374,2020-07-10,3359.0,Paper Towels
375,2020-07-11,3359.0,Paper Towels
376,2020-07-12,2449.0,Paper Towels
377,2020-07-13,2449.0,Paper Towels
378,2020-07-14,2449.0,Paper Towels
379,2020-07-15,2998.0,Paper Towels
380,2020-07-16,2998.0,Paper Towels
381,2020-07-17,2998.0,Paper Towels
382,2020-07-18,3688.0,Paper Towels
383,2020-07-19,3688.0,Paper Towels
384,2020-07-20,3688.0,Paper Towels
385,2020-07-21,3517.0,Paper Towels
386,2020-07-22,3517.0,Paper Towels
387,2020-07-23,3596.0,Paper Towels
388,2020-07-24,3596.0,Paper Towels
389,2020-07-25,3596.0,Paper Towels
390,2020-07-26,2340.0,Paper Towels
391,2020-07-27,2947.0,Paper Towels
392,2020-07-28,2947.0,Paper Towels
393,2020-07-29,2947.0,Paper Towels
394,2020-07-30,2978.0,Paper Towels
395,2020-07-31,2978.0,Paper Towels
396,2020-08-01,2407.0,Paper Towels
397,2020-08-02,2407.0,Paper Towels
398,2020-08-03,2407.0,Paper Towels
399,2020-08-04,2861.0,Paper Towels
400,2020-08-05,2861.0,Paper Towels
401,2020-08-06,4165.0,Paper Towels
402,2020-08-07,4165.0,Paper Towels
403,2020-08-08,3300.0,Paper Towels
404,2020-08-09,531.0,Paper Towels
405,2020-08-10,531.0,Paper Towels
406,2020-08-11,955.0,Paper Towels
407,2020-08-12,955.0,Paper Towels
408,2020-08-13,1231.0,Paper Towels
409,2020-08-14,1621.0,Paper Towels
410,2020-08-15,1819.0,Paper Towels
411,2020-08-16,1564.0,Paper Towels
412,2020-08-17,1578.0,Paper Towels
413,2020-08-18,1578.0,Paper Towels
414,2020-08-19,1578.0,Paper Towels
415,2020-08-20,2119.0,Paper Towels
416,2020-08-21,2119.0,Paper Towels
417,2020-08-22,1098.0,Paper Towels
418,2020-08-23,1098.0,Paper Towels
419,2020-08-24,1675.0,Paper Towels
420,2020-08-25,1675.0,Paper Towels
421,2020-08-26,1675.0,Paper Towels
422,2020-08-27,1881.0,Paper Towels
423,2020-08-28,1881.0,Paper Towels
424,2020-08-29,1246.0,Paper Towels
425,2020-08-30,1246.0,Paper Towels
426,2020-08-31,1246.0,Paper Towels
427,2020-09-01,1202.0,Paper Towels
428,2020-09-02,1479.0,Paper Towels
429,2020-09-03,1596.0,Paper Towels
430,2020-09-04,1722.0,Paper Towels
431,2020-09-05,1557.0,Paper Towels
432,2020-09-06,1557.0,Paper Towels
433,2020-09-07,1707.0,Paper Towels
434,2020-09-08,1707.0,Paper Towels
435,2020-09-09,1707.0,Paper Towels
436,2020-09-10,2184.0,Paper Towels
437,2020-09-11,2238.0,Paper Towels
438,2020-09-12,2238.0,Paper Towels
439,2020-09-13,2060.0,Paper Towels
440,2020-09-14,2060.0,Paper Towels
441,2020-09-15,2276.0,Paper Towels
442,2020-09-16,2276.0,Paper Towels
443,2020-09-17,2229.0,Paper Towels
444,2020-09-18,2229.0,Paper Towels
445,2020-09-19,2229.0,Paper Towels
446,2020-09-20,2215.0,Paper Towels
447,2020-09-21,2215.0,Paper Towels
448,2020-09-22,2710.0,Paper Towels
449,2020-09-23,2710.0,Paper Towels
450,2020-09-24,2710.0,Paper Towels
451,2020-09-25,3358.0,Paper Towels
452,2020-09-26,3358.0,Paper Towels
453,2020-09-27,2934.0,Paper Towels
454,2020-09-28,2934.0,Paper Towels
455,2020-09-29,2934.0,Paper Towels
456,2020-09-30,3791.0,Paper Towels
457,2020-10-01,3791.0,Paper Towels
458,2020-10-02,3628.0,Paper Towels
459,2020-10-03,3628.0,Paper Towels
460,2020-10-04,4158.0,Paper Towels
461,2020-10-05,4158.0,Paper Towels
462,2020-10-06,4697.0,Paper Towels
463,2020-10-07,4697.0,Paper Towels
464,2020-10-08,4462.0,Paper Towels
465,2020-10-09,4462.0,Paper Towels
466,2020-10-10,4516.0,Paper Towels
467,2020-10-11,4516.0,Paper Towels
468,2020-10-12,5064.0,Paper Towels
469,2020-10-13,4770.0,Paper Towels
470,2020-10-14,4770.0,Paper Towels
471,2020-10-15,3867.0,Paper Towels
472,2020-10-16,3867.0,Paper Towels
473,2020-10-17,3867.0,Paper Towels
474,2020-10-18,3595.0,Paper Towels
475,2020-10-19,3595.0,Paper Towels
476,2020-10-20,3595.0,Paper Towels
477,2020-10-21,3957.0,Paper Towels
478,2020-10-22,3957.0,Paper Towels
479,2020-10-23,3957.0,Paper Towels
480,2020-10-24,3957.0,Paper Towels
481,2020-10-25,4367.0,Paper Towels
482,2020-10-26,4367.0,Paper Towels
483,2020-10-27,3540.0,Paper Towels
484,2020-10-28,3540.0,Paper Towels
485,2020-10-29,3540.0,Paper Towels
486,2020-10-30,3874.0,Paper Towels
487,2020-10-31,1171.0,Paper Towels
488,2020-11-01,1171.0,Paper Towels
489,2020-11-02,1957.0,Paper Towels
490,2020-11-03,1957.0,Paper Towels
491,2020-11-04,1957.0,Paper Towels
492,2020-11-05,3044.0,Paper Towels
493,2020-11-06,3044.0,Paper Towels
494,2020-11-07,2869.0,Paper Towels
495,2020-11-08,2869.0,Paper Towels
496,2020-11-09,2869.0,Paper Towels
497,2020-11-10,2948.0,Paper Towels
498,2020-11-11,2948.0,Paper Towels
499,2020-11-12,3594.0,Paper Towels
500,2020-11-13,3594.0,Paper Towels
501,2020-11-14,3594.0,Paper Towels
502,2020-11-15,2706.0,Paper Towels
503,2020-11-16,2576.0,Paper Towels
504,2020-11-17,2576.0,Paper Towels
505,2020-11-18,2576.0,Paper Towels
506,2020-11-19,2062.0,Paper Towels
507,2020-11-20,2162.0,Paper Towels
508,2020-11-21,2162.0,Paper Towels
509,2020-11-22,1823.0,Paper Towels
510,2020-11-23,1823.0,Paper Towels
511,2020-11-24,1823.0,Paper Towels
512,2020-11-25,2892.0,Paper Towels
513,2020-11-26,2892.0,Paper Towels
514,2020-11-27,2892.0,Paper Towels
515,2020-11-28,3175.0,Paper Towels
516,2020-11-29,3175.0,Paper Towels
517,2020-11-30,1887.0,Paper Towels
518,2020-12-01,1887.0,Paper Towels
519,2020-12-02,1887.0,Paper Towels
520,2020-12-03,2974.0,Paper Towels
521,2020-12-04,2974.0,Paper Towels
522,2020-12-05,3487.0,Paper Towels
523,2020-12-06,3487.0,Paper Towels
524,2020-12-07,3487.0,Paper Towels
525,2020-12-08,3875.0,Paper Towels
526,2020-12-09,3875.0,Paper Towels
527,2020-12-10,3875.0,Paper Towels
528,2020-12-11,4523.0,Paper Towels
529,2020-12-12,4523.0,Paper Towels
530,2020-12-13,4523.0,Paper Towels
531,2020-12-14,3560.0,Paper Towels
532,2020-12-15,3560.0,Paper Towels
533,2020-12-16,3901.0,Paper Towels
534,2020-12-17,4197.0,Paper Towels
535,2020-12-18,4197.0,Paper Towels
536,2020-12-19,2598.0,Paper Towels
537,2020-12-20,2598.0,Paper Towels
538,2020-12-21,2598.0,Paper Towels
539,2020-12-22,3328.0,Paper Towels
540,2020-12-23,3391.0,Paper Towels
541,2020-12-24,3391.0,Paper Towels
542,2020-12-25,3391.0,Paper Towels
543,2020-12-26,3951.0,Paper Towels
544,2020-12-27,3951.0,Paper Towels
545,2020-12-28,3951.0,Paper Towels
546,2020-12-29,4441.0,Paper Towels
547,2020-12-30,4441.0,Paper Towels
548,2020-12-31,4441.0,Paper Towels
549,2021-01-01,3878.0,Paper Towels
550,2021-01-02,3878.0,Paper Towels
551,2021-01-03,3878.0,Paper Towels
552,2021-01-04,971.0,Paper Towels
553,2021-01-05,971.0,Paper Towels
554,2021-01-06,2562.0,Paper Towels
555,2021-01-07,2562.0,Paper Towels
556,2021-01-08,3522.0,Paper Towels
557,2021-01-09,3522.0,Paper Towels
558,2021-01-10,3443.0,Paper Towels
559,2021-01-11,3443.0,Paper Towels
560,2021-01-12,3633.0,Paper Towels
561,2021-01-13,3633.0,Paper Towels
562,2021-01-14,3633.0,Paper Towels
563,2021-01-15,3906.0,Paper Towels
564,2021-01-16,3906.0,Paper Towels
565,2021-01-17,3906.0,Paper Towels
566,2021-01-18,4184.0,Paper Towels
567,2021-01-19,4184.0,Paper Towels
568,2021-01-20,4717.0,Paper Towels
569,2021-01-21,4717.0,Paper Towels
570,2021-01-22,4717.0,Paper Towels
571,2021-01-23,4907.0,Paper Towels
572,2021-01-24,4907.0,Paper Towels
573,2021-01-25,4157.0,Paper Towels
574,2021-01-26,4157.0,Paper Towels
575,2021-01-27,5175.0,Paper Towels
576,2021-01-28,5685.0,Paper Towels
577,2021-01-29,5685.0,Paper Towels
578,2021-01-30,5685.0,Paper Towels
579,2021-01-31,5630.0,Paper Towels
580,2021-02-01,5630.0,Paper Towels
581,2021-02-02,5218.0,Paper Towels
582,2021-02-03,5218.0,Paper Towels
583,2021-02-04,5218.0,Paper Towels
584,2021-02-05,6686.0,Paper Towels
585,2021-02-06,6686.0,Paper Towels
586,2021-02-07,6686.0,Paper Towels
587,2021-02-08,4585.0,Paper Towels
588,2021-02-09,4585.0,Paper Towels
589,2021-02-10,4585.0,Paper Towels
590,2021-02-11,5646.0,Paper Towels
591,2021-02-12,5646.0,Paper Towels
592,2021-02-13,5646.0,Paper Towels
593,2021-02-14,4027.0,Paper Towels
594,2021-02-15,4027.0,Paper Towels
595,2021-02-16,4027.0,Paper Towels
596,2021-02-17,5121.0,Paper Towels
597,2021-02-18,5121.0,Paper Towels
598,2021-02-19,5121.0,Paper Towels
599,2021-02-20,5543.0,Paper Towels
600,2021-02-21,5543.0,Paper Towels
601,2021-02-22,5543.0,Paper Towels
602,2021-02-23,5373.0,Paper Towels
603,2021-02-24,5373.0,Paper Towels
604,2021-02-25,5907.0,Paper Towels
605,2021-02-26,4973.0,Paper Towels
606,2021-02-27,4973.0,Paper Towels
607,2021-02-28,4973.0,Paper Towels
608,2021-03-01,5134.0,Paper Towels
609,2021-03-02,5134.0,Paper Towels
610,2021-03-03,5134.0,Paper Towels
611,2021-03-04,5852.0,Paper Towels
612,2021-03-05,5852.0,Paper Towels
613,2021-03-06,6079.0,Paper Towels
614,2021-03-07,5397.0,Paper Towels
615,2021-03-08,2568.0,Paper Towels
616,2021-03-09,3150.0,Paper Towels
617,2021-03-10,3609.0,Paper Towels
618,2021-03-11,4248.0,Paper Towels
619,2021-03-12,4991.0,Paper Towels
620,2021-03-13,4991.0,Paper Towels
621,2021-03-14,4991.0,Paper Towels
622,2021-03-15,1991.0,Paper Towels
623,2021-03-16,1991.0,Paper Towels
624,2021-03-17,3970.0,Paper Towels
625,2021-03-18,3970.0,Paper Towels
626,2021-03-19,4539.0,Paper Towels
627,2021-03-20,4539.0,Paper Towels
628,2021-03-21,2671.0,Paper Towels
629,2021-03-22,2671.0,Paper Towels
630,2021-03-23,2021.0,Paper Towels
631,2021-03-24,2021.0,Paper Towels
632,2021-03-25,2261.0,Paper Towels
633,2021-03-26,2675.0,Paper Towels
634,2021-03-27,2675.0,Paper Towels
635,2021-03-28,2675.0,Paper Towels
636,2021-03-29,2858.0,Paper Towels
637,2021-03-30,2858.0,Paper Towels
638,2021-03-31,2999.0,Paper Towels
639,2021-04-01,2999.0,Paper Towels
640,2021-04-02,2999.0,Paper Towels
641,2021-04-03,2999.0,Paper Towels
642,2021-04-04,3825.0,Paper Towels
643,2021-04-05,3825.0,Paper Towels
644,2021-04-06,3825.0,Paper Towels
645,2021-04-07,4773.0,Paper Towels
646,2021-04-08,4773.0,Paper Towels
647,2021-04-09,4706.0,Paper Towels
648,2021-04-10,4706.0,Paper Towels
649,2021-04-11,4706.0,Paper Towels
650,2021-04-12,4051.0,Paper Towels
651,2021-04-13,4051.0,Paper Towels
652,2021-04-14,4051.0,Paper Towels
653,2021-04-15,4273.0,Paper Towels
654,2021-04-16,4273.0,Paper Towels
655,2021-04-17,3565.0,Paper Towels
656,2021-04-18,3565.0,Paper Towels
657,2021-04-19,2706.0,Paper Towels
658,2021-04-20,3532.0,Paper Towels
659,2021-04-21,3906.0,Paper Towels
660,2021-04-22,3906.0,Paper Towels
661,2021-04-23,3207.0,Paper Towels
662,2021-04-24,3207.0,Paper Towels
663,2021-04-25,3207.0,Paper Towels
664,2021-04-26,3137.0,Paper Towels
