,date,value,name_B08DNHMV84
46,2020-10-17,169275.0,Bathroom Accessory Sets
47,2020-10-18,169275.0,Bathroom Accessory Sets
48,2020-10-19,169275.0,Bathroom Accessory Sets
49,2020-10-20,102172.0,Bathroom Accessory Sets
50,2020-10-21,102172.0,Bathroom Accessory Sets
51,2020-10-22,102172.0,Bathroom Accessory Sets
52,2020-10-23,102172.0,Bathroom Accessory Sets
53,2020-10-24,102172.0,Bathroom Accessory Sets
54,2020-10-25,102172.0,Bathroom Accessory Sets
55,2020-10-26,120654.0,Bathroom Accessory Sets
56,2020-10-27,120654.0,Bathroom Accessory Sets
57,2020-10-28,85512.0,Bathroom Accessory Sets
58,2020-10-29,85512.0,Bathroom Accessory Sets
59,2020-10-30,85512.0,Bathroom Accessory Sets
60,2020-10-31,85512.0,Bathroom Accessory Sets
61,2020-11-01,85512.0,Bathroom Accessory Sets
62,2020-11-02,36326.0,Bathroom Accessory Sets
63,2020-11-03,36326.0,Bathroom Accessory Sets
64,2020-11-04,36326.0,Bathroom Accessory Sets
65,2020-11-05,48414.0,Bathroom Accessory Sets
66,2020-11-06,48414.0,Bathroom Accessory Sets
67,2020-11-07,48414.0,Bathroom Accessory Sets
68,2020-11-08,48414.0,Bathroom Accessory Sets
69,2020-11-09,25149.0,Bathroom Accessory Sets
70,2020-11-10,25149.0,Bathroom Accessory Sets
71,2020-11-11,30990.0,Bathroom Accessory Sets
72,2020-11-12,30990.0,Bathroom Accessory Sets
73,2020-11-13,30990.0,Bathroom Accessory Sets
74,2020-11-14,69639.0,Bathroom Accessory Sets
75,2020-11-15,69639.0,Bathroom Accessory Sets
76,2020-11-16,62659.0,Bathroom Accessory Sets
77,2020-11-17,62659.0,Bathroom Accessory Sets
78,2020-11-18,69684.0,Bathroom Accessory Sets
79,2020-11-19,69684.0,Bathroom Accessory Sets
80,2020-11-20,67322.0,Bathroom Accessory Sets
81,2020-11-21,67322.0,Bathroom Accessory Sets
82,2020-11-22,67322.0,Bathroom Accessory Sets
83,2020-11-23,90582.0,Bathroom Accessory Sets
84,2020-11-24,90582.0,Bathroom Accessory Sets
85,2020-11-25,90582.0,Bathroom Accessory Sets
86,2020-11-26,70191.0,Bathroom Accessory Sets
87,2020-11-27,70191.0,Bathroom Accessory Sets
88,2020-11-28,70191.0,Bathroom Accessory Sets
89,2020-11-29,70191.0,Bathroom Accessory Sets
90,2020-11-30,70191.0,Bathroom Accessory Sets
91,2020-12-01,121848.0,Bathroom Accessory Sets
92,2020-12-02,102838.0,Bathroom Accessory Sets
93,2020-12-03,102838.0,Bathroom Accessory Sets
94,2020-12-04,102838.0,Bathroom Accessory Sets
95,2020-12-05,102838.0,Bathroom Accessory Sets
96,2020-12-06,102838.0,Bathroom Accessory Sets
97,2020-12-07,60386.0,Bathroom Accessory Sets
98,2020-12-08,60386.0,Bathroom Accessory Sets
99,2020-12-09,60386.0,Bathroom Accessory Sets
100,2020-12-10,82150.0,Bathroom Accessory Sets
101,2020-12-11,82150.0,Bathroom Accessory Sets
102,2020-12-12,82150.0,Bathroom Accessory Sets
103,2020-12-13,82150.0,Bathroom Accessory Sets
104,2020-12-14,82150.0,Bathroom Accessory Sets
105,2020-12-15,82150.0,Bathroom Accessory Sets
106,2020-12-16,82150.0,Bathroom Accessory Sets
107,2020-12-17,161563.0,Bathroom Accessory Sets
108,2020-12-18,161563.0,Bathroom Accessory Sets
109,2020-12-19,161563.0,Bathroom Accessory Sets
110,2020-12-20,161563.0,Bathroom Accessory Sets
111,2020-12-21,132332.0,Bathroom Accessory Sets
112,2020-12-22,128132.0,Bathroom Accessory Sets
113,2020-12-23,128132.0,Bathroom Accessory Sets
114,2020-12-24,139656.0,Bathroom Accessory Sets
115,2020-12-25,169496.0,Bathroom Accessory Sets
116,2020-12-26,169496.0,Bathroom Accessory Sets
117,2020-12-27,177160.0,Bathroom Accessory Sets
118,2020-12-28,188674.0,Bathroom Accessory Sets
119,2020-12-29,188674.0,Bathroom Accessory Sets
120,2020-12-30,188674.0,Bathroom Accessory Sets
121,2020-12-31,188674.0,Bathroom Accessory Sets
122,2021-01-01,188674.0,Bathroom Accessory Sets
123,2021-01-02,188674.0,Bathroom Accessory Sets
124,2021-01-03,188674.0,Bathroom Accessory Sets
125,2021-01-04,188674.0,Bathroom Accessory Sets
126,2021-01-05,188674.0,Bathroom Accessory Sets
127,2021-01-06,84703.0,Bathroom Accessory Sets
128,2021-01-07,84703.0,Bathroom Accessory Sets
129,2021-01-08,84703.0,Bathroom Accessory Sets
130,2021-01-09,84703.0,Bathroom Accessory Sets
131,2021-01-10,84703.0,Bathroom Accessory Sets
132,2021-01-11,84703.0,Bathroom Accessory Sets
133,2021-01-12,84703.0,Bathroom Accessory Sets
134,2021-01-13,84703.0,Bathroom Accessory Sets
135,2021-01-14,84703.0,Bathroom Accessory Sets
136,2021-01-15,36799.0,Bathroom Accessory Sets
137,2021-01-16,36799.0,Bathroom Accessory Sets
138,2021-01-17,36799.0,Bathroom Accessory Sets
139,2021-01-18,25885.0,Bathroom Accessory Sets
140,2021-01-19,25885.0,Bathroom Accessory Sets
141,2021-01-20,21326.0,Bathroom Accessory Sets
142,2021-01-21,20649.0,Bathroom Accessory Sets
143,2021-01-22,21938.0,Bathroom Accessory Sets
144,2021-01-23,19545.0,Bathroom Accessory Sets
145,2021-01-24,19545.0,Bathroom Accessory Sets
146,2021-01-25,25023.0,Bathroom Accessory Sets
147,2021-01-26,25023.0,Bathroom Accessory Sets
148,2021-01-27,25023.0,Bathroom Accessory Sets
149,2021-01-28,25023.0,Bathroom Accessory Sets
150,2021-01-29,14999.0,Bathroom Accessory Sets
151,2021-01-30,14999.0,Bathroom Accessory Sets
152,2021-01-31,14999.0,Bathroom Accessory Sets
153,2021-02-01,14999.0,Bathroom Accessory Sets
154,2021-02-02,16564.0,Bathroom Accessory Sets
155,2021-02-03,12376.0,Bathroom Accessory Sets
156,2021-02-04,12376.0,Bathroom Accessory Sets
157,2021-02-05,12376.0,Bathroom Accessory Sets
158,2021-02-06,14371.0,Bathroom Accessory Sets
159,2021-02-07,14371.0,Bathroom Accessory Sets
160,2021-02-08,12636.0,Bathroom Accessory Sets
161,2021-02-09,12636.0,Bathroom Accessory Sets
162,2021-02-10,12636.0,Bathroom Accessory Sets
163,2021-02-11,15559.0,Bathroom Accessory Sets
164,2021-02-12,15696.0,Bathroom Accessory Sets
165,2021-02-13,15696.0,Bathroom Accessory Sets
166,2021-02-14,12875.0,Bathroom Accessory Sets
167,2021-02-15,16615.0,Bathroom Accessory Sets
168,2021-02-16,16615.0,Bathroom Accessory Sets
169,2021-02-17,18974.0,Bathroom Accessory Sets
170,2021-02-18,23849.0,Bathroom Accessory Sets
171,2021-02-19,23849.0,Bathroom Accessory Sets
172,2021-02-20,23849.0,Bathroom Accessory Sets
173,2021-02-21,16828.0,Bathroom Accessory Sets
174,2021-02-22,18631.0,Bathroom Accessory Sets
175,2021-02-23,18631.0,Bathroom Accessory Sets
176,2021-02-24,14395.0,Bathroom Accessory Sets
177,2021-02-25,15454.0,Bathroom Accessory Sets
178,2021-02-26,15454.0,Bathroom Accessory Sets
179,2021-02-27,15740.0,Bathroom Accessory Sets
180,2021-02-28,15740.0,Bathroom Accessory Sets
181,2021-03-01,22017.0,Bathroom Accessory Sets
182,2021-03-02,29017.0,Bathroom Accessory Sets
183,2021-03-03,29017.0,Bathroom Accessory Sets
184,2021-03-04,25131.0,Bathroom Accessory Sets
185,2021-03-05,25513.0,Bathroom Accessory Sets
186,2021-03-06,25513.0,Bathroom Accessory Sets
187,2021-03-07,25513.0,Bathroom Accessory Sets
188,2021-03-08,27177.0,Bathroom Accessory Sets
189,2021-03-09,27177.0,Bathroom Accessory Sets
190,2021-03-10,60898.0,Bathroom Accessory Sets
191,2021-03-11,60898.0,Bathroom Accessory Sets
192,2021-03-12,60898.0,Bathroom Accessory Sets
193,2021-03-13,60898.0,Bathroom Accessory Sets
194,2021-03-14,60898.0,Bathroom Accessory Sets
195,2021-03-15,60898.0,Bathroom Accessory Sets
196,2021-03-16,99685.0,Bathroom Accessory Sets
197,2021-03-17,99685.0,Bathroom Accessory Sets
198,2021-03-18,99685.0,Bathroom Accessory Sets
199,2021-03-19,99685.0,Bathroom Accessory Sets
200,2021-03-20,110261.0,Bathroom Accessory Sets
201,2021-03-21,110261.0,Bathroom Accessory Sets
202,2021-03-22,110261.0,Bathroom Accessory Sets
203,2021-03-23,110261.0,Bathroom Accessory Sets
204,2021-03-24,110261.0,Bathroom Accessory Sets
205,2021-03-25,110261.0,Bathroom Accessory Sets
206,2021-03-26,110261.0,Bathroom Accessory Sets
207,2021-03-27,110261.0,Bathroom Accessory Sets
208,2021-03-28,110261.0,Bathroom Accessory Sets
209,2021-03-29,110261.0,Bathroom Accessory Sets
210,2021-03-30,188468.0,Bathroom Accessory Sets
211,2021-03-31,188468.0,Bathroom Accessory Sets
212,2021-04-01,188468.0,Bathroom Accessory Sets
213,2021-04-02,110225.0,Bathroom Accessory Sets
214,2021-04-03,110225.0,Bathroom Accessory Sets
215,2021-04-04,110225.0,Bathroom Accessory Sets
216,2021-04-05,73301.0,Bathroom Accessory Sets
217,2021-04-06,73301.0,Bathroom Accessory Sets
218,2021-04-07,85214.0,Bathroom Accessory Sets
219,2021-04-08,85214.0,Bathroom Accessory Sets
220,2021-04-09,40639.0,Bathroom Accessory Sets
221,2021-04-10,40639.0,Bathroom Accessory Sets
222,2021-04-11,40639.0,Bathroom Accessory Sets
223,2021-04-12,72664.0,Bathroom Accessory Sets
224,2021-04-13,72664.0,Bathroom Accessory Sets
225,2021-04-14,72664.0,Bathroom Accessory Sets
226,2021-04-15,72664.0,Bathroom Accessory Sets
227,2021-04-16,72664.0,Bathroom Accessory Sets
228,2021-04-17,52065.0,Bathroom Accessory Sets
229,2021-04-18,52065.0,Bathroom Accessory Sets
230,2021-04-19,60500.0,Bathroom Accessory Sets
231,2021-04-20,44022.0,Bathroom Accessory Sets
232,2021-04-21,44022.0,Bathroom Accessory Sets
233,2021-04-22,70533.0,Bathroom Accessory Sets
234,2021-04-23,70533.0,Bathroom Accessory Sets
235,2021-04-24,70533.0,Bathroom Accessory Sets
236,2021-04-25,78991.0,Bathroom Accessory Sets
237,2021-04-26,75504.0,Bathroom Accessory Sets
238,2021-04-27,75504.0,Bathroom Accessory Sets
239,2021-04-28,75504.0,Bathroom Accessory Sets
240,2021-04-29,75504.0,Bathroom Accessory Sets
241,2021-04-30,75504.0,Bathroom Accessory Sets
242,2021-05-01,37294.0,Bathroom Accessory Sets
243,2021-05-02,37294.0,Bathroom Accessory Sets
244,2021-05-03,30190.0,Bathroom Accessory Sets
245,2021-05-04,30190.0,Bathroom Accessory Sets
246,2021-05-05,40988.0,Bathroom Accessory Sets
247,2021-05-06,40988.0,Bathroom Accessory Sets
248,2021-05-07,63380.0,Bathroom Accessory Sets
249,2021-05-08,63380.0,Bathroom Accessory Sets
250,2021-05-09,63380.0,Bathroom Accessory Sets
251,2021-05-10,28840.0,Bathroom Accessory Sets
252,2021-05-11,28840.0,Bathroom Accessory Sets
253,2021-05-12,28840.0,Bathroom Accessory Sets
254,2021-05-13,34401.0,Bathroom Accessory Sets
255,2021-05-14,34401.0,Bathroom Accessory Sets
256,2021-05-15,34401.0,Bathroom Accessory Sets
257,2021-05-16,34401.0,Bathroom Accessory Sets
258,2021-05-17,25207.0,Bathroom Accessory Sets
259,2021-05-18,29787.0,Bathroom Accessory Sets
260,2021-05-19,29464.0,Bathroom Accessory Sets
261,2021-05-20,26777.0,Bathroom Accessory Sets
262,2021-05-21,26777.0,Bathroom Accessory Sets
263,2021-05-22,26777.0,Bathroom Accessory Sets
264,2021-05-23,26777.0,Bathroom Accessory Sets
265,2021-05-24,23929.0,Bathroom Accessory Sets
266,2021-05-25,21336.0,Bathroom Accessory Sets
267,2021-05-26,21336.0,Bathroom Accessory Sets
268,2021-05-27,27209.0,Bathroom Accessory Sets
269,2021-05-28,21979.0,Bathroom Accessory Sets
270,2021-05-29,21979.0,Bathroom Accessory Sets
271,2021-05-30,21979.0,Bathroom Accessory Sets
272,2021-05-31,19456.0,Bathroom Accessory Sets
273,2021-06-01,23170.0,Bathroom Accessory Sets
274,2021-06-02,23170.0,Bathroom Accessory Sets
275,2021-06-03,29510.0,Bathroom Accessory Sets
276,2021-06-04,23066.0,Bathroom Accessory Sets
277,2021-06-05,23066.0,Bathroom Accessory Sets
278,2021-06-06,28387.0,Bathroom Accessory Sets
279,2021-06-07,28387.0,Bathroom Accessory Sets
280,2021-06-08,28387.0,Bathroom Accessory Sets
281,2021-06-09,34748.0,Bathroom Accessory Sets
282,2021-06-10,34748.0,Bathroom Accessory Sets
283,2021-06-11,34748.0,Bathroom Accessory Sets
284,2021-06-12,34748.0,Bathroom Accessory Sets
285,2021-06-13,34748.0,Bathroom Accessory Sets
286,2021-06-14,34748.0,Bathroom Accessory Sets
287,2021-06-15,70601.0,Bathroom Accessory Sets
288,2021-06-16,70601.0,Bathroom Accessory Sets
289,2021-06-17,70601.0,Bathroom Accessory Sets
290,2021-06-18,83698.0,Bathroom Accessory Sets
291,2021-06-19,83698.0,Bathroom Accessory Sets
292,2021-06-20,83698.0,Bathroom Accessory Sets
293,2021-06-21,83698.0,Bathroom Accessory Sets
294,2021-06-22,83698.0,Bathroom Accessory Sets
295,2021-06-23,83698.0,Bathroom Accessory Sets
296,2021-06-24,108531.0,Bathroom Accessory Sets
297,2021-06-25,108531.0,Bathroom Accessory Sets
298,2021-06-26,108531.0,Bathroom Accessory Sets
299,2021-06-27,76229.0,Bathroom Accessory Sets
300,2021-06-28,76229.0,Bathroom Accessory Sets
301,2021-06-29,76229.0,Bathroom Accessory Sets
302,2021-06-30,60563.0,Bathroom Accessory Sets
303,2021-07-01,52464.0,Bathroom Accessory Sets
304,2021-07-02,52464.0,Bathroom Accessory Sets
305,2021-07-03,52464.0,Bathroom Accessory Sets
306,2021-07-04,52464.0,Bathroom Accessory Sets
307,2021-07-05,56766.0,Bathroom Accessory Sets
308,2021-07-06,56766.0,Bathroom Accessory Sets
309,2021-07-07,39392.0,Bathroom Accessory Sets
310,2021-07-08,39392.0,Bathroom Accessory Sets
311,2021-07-09,65478.0,Bathroom Accessory Sets
312,2021-07-10,54060.0,Bathroom Accessory Sets
