,date,value,name_B083GJ9FLT
188,2020-11-29,5511.0,Play Tents & Tunnels
189,2020-11-30,5083.0,Play Tents & Tunnels
190,2020-12-01,5083.0,Play Tents & Tunnels
191,2020-12-02,4275.0,Play Tents & Tunnels
192,2020-12-03,4275.0,Play Tents & Tunnels
193,2020-12-04,4275.0,Play Tents & Tunnels
194,2020-12-05,4446.0,Play Tents & Tunnels
195,2020-12-06,4153.0,Play Tents & Tunnels
196,2020-12-07,4153.0,Play Tents & Tunnels
197,2020-12-08,4153.0,Play Tents & Tunnels
198,2020-12-09,4340.0,Play Tents & Tunnels
199,2020-12-10,4340.0,Play Tents & Tunnels
200,2020-12-11,4340.0,Play Tents & Tunnels
201,2020-12-12,2850.0,Play Tents & Tunnels
202,2020-12-13,2850.0,Play Tents & Tunnels
203,2020-12-14,2372.0,Play Tents & Tunnels
204,2020-12-15,2372.0,Play Tents & Tunnels
205,2020-12-16,2372.0,Play Tents & Tunnels
206,2020-12-17,2637.0,Play Tents & Tunnels
207,2020-12-18,2637.0,Play Tents & Tunnels
208,2020-12-19,2618.0,Play Tents & Tunnels
209,2020-12-20,2618.0,Play Tents & Tunnels
210,2020-12-21,2618.0,Play Tents & Tunnels
211,2020-12-22,3241.0,Play Tents & Tunnels
212,2020-12-23,3241.0,Play Tents & Tunnels
213,2020-12-24,3241.0,Play Tents & Tunnels
214,2020-12-25,3558.0,Play Tents & Tunnels
215,2020-12-26,3558.0,Play Tents & Tunnels
216,2020-12-27,3558.0,Play Tents & Tunnels
217,2020-12-28,5697.0,Play Tents & Tunnels
218,2020-12-29,5697.0,Play Tents & Tunnels
219,2020-12-30,2891.0,Play Tents & Tunnels
220,2020-12-31,2891.0,Play Tents & Tunnels
221,2021-01-01,4436.0,Play Tents & Tunnels
222,2021-01-02,4436.0,Play Tents & Tunnels
223,2021-01-03,4436.0,Play Tents & Tunnels
224,2021-01-04,3442.0,Play Tents & Tunnels
225,2021-01-05,3442.0,Play Tents & Tunnels
226,2021-01-06,7308.0,Play Tents & Tunnels
227,2021-01-07,7308.0,Play Tents & Tunnels
228,2021-01-08,7308.0,Play Tents & Tunnels
229,2021-01-09,7308.0,Play Tents & Tunnels
230,2021-01-10,7308.0,Play Tents & Tunnels
231,2021-01-11,5578.0,Play Tents & Tunnels
232,2021-01-12,4982.0,Play Tents & Tunnels
233,2021-01-13,4982.0,Play Tents & Tunnels
234,2021-01-14,4982.0,Play Tents & Tunnels
235,2021-01-15,4364.0,Play Tents & Tunnels
236,2021-01-16,4364.0,Play Tents & Tunnels
237,2021-01-17,4364.0,Play Tents & Tunnels
238,2021-01-18,4689.0,Play Tents & Tunnels
239,2021-01-19,4542.0,Play Tents & Tunnels
240,2021-01-20,4542.0,Play Tents & Tunnels
241,2021-01-21,3971.0,Play Tents & Tunnels
242,2021-01-22,4050.0,Play Tents & Tunnels
243,2021-01-23,4050.0,Play Tents & Tunnels
244,2021-01-24,4050.0,Play Tents & Tunnels
245,2021-01-25,4836.0,Play Tents & Tunnels
246,2021-01-26,4836.0,Play Tents & Tunnels
247,2021-01-27,4836.0,Play Tents & Tunnels
248,2021-01-28,4854.0,Play Tents & Tunnels
249,2021-01-29,3913.0,Play Tents & Tunnels
250,2021-01-30,3913.0,Play Tents & Tunnels
251,2021-01-31,3913.0,Play Tents & Tunnels
252,2021-02-01,13570.0,Play Tents & Tunnels
253,2021-02-02,8841.0,Play Tents & Tunnels
254,2021-02-03,8841.0,Play Tents & Tunnels
255,2021-02-04,8114.0,Play Tents & Tunnels
256,2021-02-05,8114.0,Play Tents & Tunnels
257,2021-02-06,8114.0,Play Tents & Tunnels
258,2021-02-07,4894.0,Play Tents & Tunnels
259,2021-02-08,4894.0,Play Tents & Tunnels
260,2021-02-09,4894.0,Play Tents & Tunnels
261,2021-02-10,4894.0,Play Tents & Tunnels
262,2021-02-11,18405.0,Play Tents & Tunnels
263,2021-02-12,18405.0,Play Tents & Tunnels
264,2021-02-13,18405.0,Play Tents & Tunnels
265,2021-02-14,18405.0,Play Tents & Tunnels
266,2021-02-15,20876.0,Play Tents & Tunnels
267,2021-02-16,20876.0,Play Tents & Tunnels
268,2021-02-17,20876.0,Play Tents & Tunnels
269,2021-02-18,20876.0,Play Tents & Tunnels
270,2021-02-19,9654.0,Play Tents & Tunnels
271,2021-02-20,9654.0,Play Tents & Tunnels
272,2021-02-21,9654.0,Play Tents & Tunnels
273,2021-02-22,6992.0,Play Tents & Tunnels
274,2021-02-23,6992.0,Play Tents & Tunnels
275,2021-02-24,6992.0,Play Tents & Tunnels
276,2021-02-25,5568.0,Play Tents & Tunnels
277,2021-02-26,5568.0,Play Tents & Tunnels
278,2021-02-27,4096.0,Play Tents & Tunnels
279,2021-02-28,4096.0,Play Tents & Tunnels
280,2021-03-01,4096.0,Play Tents & Tunnels
281,2021-03-02,4096.0,Play Tents & Tunnels
282,2021-03-03,5804.0,Play Tents & Tunnels
283,2021-03-04,5804.0,Play Tents & Tunnels
284,2021-03-05,5804.0,Play Tents & Tunnels
285,2021-03-06,6738.0,Play Tents & Tunnels
286,2021-03-07,6738.0,Play Tents & Tunnels
287,2021-03-08,7606.0,Play Tents & Tunnels
288,2021-03-09,7606.0,Play Tents & Tunnels
289,2021-03-10,7606.0,Play Tents & Tunnels
290,2021-03-11,7232.0,Play Tents & Tunnels
291,2021-03-12,7232.0,Play Tents & Tunnels
292,2021-03-13,7232.0,Play Tents & Tunnels
293,2021-03-14,5907.0,Play Tents & Tunnels
294,2021-03-15,5907.0,Play Tents & Tunnels
295,2021-03-16,5907.0,Play Tents & Tunnels
296,2021-03-17,5609.0,Play Tents & Tunnels
297,2021-03-18,5609.0,Play Tents & Tunnels
298,2021-03-19,6426.0,Play Tents & Tunnels
299,2021-03-20,6426.0,Play Tents & Tunnels
300,2021-03-21,6426.0,Play Tents & Tunnels
301,2021-03-22,4981.0,Play Tents & Tunnels
302,2021-03-23,4981.0,Play Tents & Tunnels
303,2021-03-24,2877.0,Play Tents & Tunnels
304,2021-03-25,2877.0,Play Tents & Tunnels
305,2021-03-26,2877.0,Play Tents & Tunnels
306,2021-03-27,2877.0,Play Tents & Tunnels
307,2021-03-28,2580.0,Play Tents & Tunnels
308,2021-03-29,2580.0,Play Tents & Tunnels
309,2021-03-30,2580.0,Play Tents & Tunnels
310,2021-03-31,4907.0,Play Tents & Tunnels
311,2021-04-01,4907.0,Play Tents & Tunnels
312,2021-04-02,4813.0,Play Tents & Tunnels
313,2021-04-03,4813.0,Play Tents & Tunnels
314,2021-04-04,4813.0,Play Tents & Tunnels
315,2021-04-05,5109.0,Play Tents & Tunnels
316,2021-04-06,5109.0,Play Tents & Tunnels
317,2021-04-07,5109.0,Play Tents & Tunnels
318,2021-04-08,5337.0,Play Tents & Tunnels
319,2021-04-09,4943.0,Play Tents & Tunnels
320,2021-04-10,4943.0,Play Tents & Tunnels
321,2021-04-11,4943.0,Play Tents & Tunnels
322,2021-04-12,5113.0,Play Tents & Tunnels
323,2021-04-13,5113.0,Play Tents & Tunnels
324,2021-04-14,5113.0,Play Tents & Tunnels
325,2021-04-15,5556.0,Play Tents & Tunnels
326,2021-04-16,5556.0,Play Tents & Tunnels
327,2021-04-17,5321.0,Play Tents & Tunnels
328,2021-04-18,5321.0,Play Tents & Tunnels
329,2021-04-19,6291.0,Play Tents & Tunnels
330,2021-04-20,5508.0,Play Tents & Tunnels
331,2021-04-21,5508.0,Play Tents & Tunnels
332,2021-04-22,5508.0,Play Tents & Tunnels
333,2021-04-23,5804.0,Play Tents & Tunnels
334,2021-04-24,5804.0,Play Tents & Tunnels
335,2021-04-25,7586.0,Play Tents & Tunnels
336,2021-04-26,7586.0,Play Tents & Tunnels
337,2021-04-27,5053.0,Play Tents & Tunnels
338,2021-04-28,5053.0,Play Tents & Tunnels
339,2021-04-29,5053.0,Play Tents & Tunnels
340,2021-04-30,3347.0,Play Tents & Tunnels
341,2021-05-01,4363.0,Play Tents & Tunnels
342,2021-05-02,4164.0,Play Tents & Tunnels
343,2021-05-03,4164.0,Play Tents & Tunnels
344,2021-05-04,4164.0,Play Tents & Tunnels
345,2021-05-05,4164.0,Play Tents & Tunnels
346,2021-05-06,6362.0,Play Tents & Tunnels
347,2021-05-07,7808.0,Play Tents & Tunnels
348,2021-05-08,7808.0,Play Tents & Tunnels
349,2021-05-09,7808.0,Play Tents & Tunnels
350,2021-05-10,7808.0,Play Tents & Tunnels
351,2021-05-11,7380.0,Play Tents & Tunnels
352,2021-05-12,8933.0,Play Tents & Tunnels
353,2021-05-13,8933.0,Play Tents & Tunnels
354,2021-05-14,8933.0,Play Tents & Tunnels
355,2021-05-15,8933.0,Play Tents & Tunnels
356,2021-05-16,7420.0,Play Tents & Tunnels
357,2021-05-17,8326.0,Play Tents & Tunnels
358,2021-05-18,9321.0,Play Tents & Tunnels
359,2021-05-19,9321.0,Play Tents & Tunnels
360,2021-05-20,8595.0,Play Tents & Tunnels
361,2021-05-21,8595.0,Play Tents & Tunnels
362,2021-05-22,8595.0,Play Tents & Tunnels
363,2021-05-23,8595.0,Play Tents & Tunnels
364,2021-05-24,8938.0,Play Tents & Tunnels
365,2021-05-25,8938.0,Play Tents & Tunnels
366,2021-05-26,8938.0,Play Tents & Tunnels
367,2021-05-27,6973.0,Play Tents & Tunnels
368,2021-05-28,6973.0,Play Tents & Tunnels
369,2021-05-29,7434.0,Play Tents & Tunnels
370,2021-05-30,7434.0,Play Tents & Tunnels
371,2021-05-31,5074.0,Play Tents & Tunnels
372,2021-06-01,5074.0,Play Tents & Tunnels
373,2021-06-02,5074.0,Play Tents & Tunnels
374,2021-06-03,3470.0,Play Tents & Tunnels
375,2021-06-04,3470.0,Play Tents & Tunnels
376,2021-06-05,2647.0,Play Tents & Tunnels
377,2021-06-06,2647.0,Play Tents & Tunnels
378,2021-06-07,3902.0,Play Tents & Tunnels
379,2021-06-08,3902.0,Play Tents & Tunnels
380,2021-06-09,3902.0,Play Tents & Tunnels
381,2021-06-10,4588.0,Play Tents & Tunnels
382,2021-06-11,4588.0,Play Tents & Tunnels
383,2021-06-12,5153.0,Play Tents & Tunnels
384,2021-06-13,5153.0,Play Tents & Tunnels
385,2021-06-14,5342.0,Play Tents & Tunnels
386,2021-06-15,5342.0,Play Tents & Tunnels
387,2021-06-16,5342.0,Play Tents & Tunnels
388,2021-06-17,4853.0,Play Tents & Tunnels
389,2021-06-18,4853.0,Play Tents & Tunnels
390,2021-06-19,4853.0,Play Tents & Tunnels
391,2021-06-20,5689.0,Play Tents & Tunnels
392,2021-06-21,5689.0,Play Tents & Tunnels
393,2021-06-22,5711.0,Play Tents & Tunnels
394,2021-06-23,5711.0,Play Tents & Tunnels
395,2021-06-24,5711.0,Play Tents & Tunnels
396,2021-06-25,7833.0,Play Tents & Tunnels
397,2021-06-26,7833.0,Play Tents & Tunnels
398,2021-06-27,10428.0,Play Tents & Tunnels
399,2021-06-28,10428.0,Play Tents & Tunnels
400,2021-06-29,11666.0,Play Tents & Tunnels
401,2021-06-30,8689.0,Play Tents & Tunnels
402,2021-07-01,8689.0,Play Tents & Tunnels
403,2021-07-02,8133.0,Play Tents & Tunnels
404,2021-07-03,8133.0,Play Tents & Tunnels
405,2021-07-04,8133.0,Play Tents & Tunnels
406,2021-07-05,11184.0,Play Tents & Tunnels
407,2021-07-06,11184.0,Play Tents & Tunnels
408,2021-07-07,4578.0,Play Tents & Tunnels
409,2021-07-08,4578.0,Play Tents & Tunnels
410,2021-07-09,3052.0,Play Tents & Tunnels
411,2021-07-10,3052.0,Play Tents & Tunnels
412,2021-07-11,2997.0,Play Tents & Tunnels
