,date,value,name_B07F732R3X
212,2020-12-24,1664.0,Vest Harnesses
213,2020-12-25,1664.0,Vest Harnesses
214,2020-12-26,2131.0,Vest Harnesses
215,2020-12-27,1843.0,Vest Harnesses
216,2020-12-28,1843.0,Vest Harnesses
217,2020-12-29,1843.0,Vest Harnesses
218,2020-12-30,1728.0,Vest Harnesses
219,2020-12-31,1728.0,Vest Harnesses
220,2021-01-01,1728.0,Vest Harnesses
221,2021-01-02,1728.0,Vest Harnesses
222,2021-01-03,1814.0,Vest Harnesses
223,2021-01-04,1918.0,Vest Harnesses
224,2021-01-05,1918.0,Vest Harnesses
225,2021-01-06,1460.0,Vest Harnesses
226,2021-01-07,1460.0,Vest Harnesses
227,2021-01-08,1478.0,Vest Harnesses
228,2021-01-09,1478.0,Vest Harnesses
229,2021-01-10,1478.0,Vest Harnesses
230,2021-01-11,1653.0,Vest Harnesses
231,2021-01-12,1658.0,Vest Harnesses
232,2021-01-13,1658.0,Vest Harnesses
233,2021-01-14,1789.0,Vest Harnesses
234,2021-01-15,1419.0,Vest Harnesses
235,2021-01-16,1419.0,Vest Harnesses
236,2021-01-17,1419.0,Vest Harnesses
237,2021-01-18,1388.0,Vest Harnesses
238,2021-01-19,1388.0,Vest Harnesses
239,2021-01-20,1388.0,Vest Harnesses
240,2021-01-21,1378.0,Vest Harnesses
241,2021-01-22,1569.0,Vest Harnesses
242,2021-01-23,1569.0,Vest Harnesses
243,2021-01-24,1159.0,Vest Harnesses
244,2021-01-25,1362.0,Vest Harnesses
245,2021-01-26,1362.0,Vest Harnesses
246,2021-01-27,1215.0,Vest Harnesses
247,2021-01-28,1215.0,Vest Harnesses
248,2021-01-29,1168.0,Vest Harnesses
249,2021-01-30,1257.0,Vest Harnesses
250,2021-01-31,1257.0,Vest Harnesses
251,2021-02-01,1257.0,Vest Harnesses
252,2021-02-02,1260.0,Vest Harnesses
253,2021-02-03,1263.0,Vest Harnesses
254,2021-02-04,1263.0,Vest Harnesses
255,2021-02-05,1271.0,Vest Harnesses
256,2021-02-06,1176.0,Vest Harnesses
257,2021-02-07,1176.0,Vest Harnesses
258,2021-02-08,1538.0,Vest Harnesses
259,2021-02-09,1538.0,Vest Harnesses
260,2021-02-10,1609.0,Vest Harnesses
261,2021-02-11,1609.0,Vest Harnesses
262,2021-02-12,1609.0,Vest Harnesses
263,2021-02-13,1661.0,Vest Harnesses
264,2021-02-14,1645.0,Vest Harnesses
265,2021-02-15,1645.0,Vest Harnesses
266,2021-02-16,1645.0,Vest Harnesses
267,2021-02-17,1758.0,Vest Harnesses
268,2021-02-18,1699.0,Vest Harnesses
269,2021-02-19,1699.0,Vest Harnesses
270,2021-02-20,1699.0,Vest Harnesses
271,2021-02-21,1423.0,Vest Harnesses
272,2021-02-22,1362.0,Vest Harnesses
273,2021-02-23,1522.0,Vest Harnesses
274,2021-02-24,1324.0,Vest Harnesses
275,2021-02-25,1144.0,Vest Harnesses
276,2021-02-26,1251.0,Vest Harnesses
277,2021-02-27,1251.0,Vest Harnesses
278,2021-02-28,1195.0,Vest Harnesses
279,2021-03-01,1321.0,Vest Harnesses
280,2021-03-02,1321.0,Vest Harnesses
281,2021-03-03,1321.0,Vest Harnesses
282,2021-03-04,1321.0,Vest Harnesses
283,2021-03-05,1380.0,Vest Harnesses
284,2021-03-06,1248.0,Vest Harnesses
285,2021-03-07,1248.0,Vest Harnesses
286,2021-03-08,1216.0,Vest Harnesses
287,2021-03-09,1216.0,Vest Harnesses
288,2021-03-10,751.0,Vest Harnesses
289,2021-03-11,659.0,Vest Harnesses
290,2021-03-12,643.0,Vest Harnesses
291,2021-03-13,643.0,Vest Harnesses
292,2021-03-14,510.0,Vest Harnesses
293,2021-03-15,510.0,Vest Harnesses
294,2021-03-16,656.0,Vest Harnesses
295,2021-03-17,711.0,Vest Harnesses
296,2021-03-18,733.0,Vest Harnesses
297,2021-03-19,733.0,Vest Harnesses
298,2021-03-20,1050.0,Vest Harnesses
299,2021-03-21,1220.0,Vest Harnesses
300,2021-03-22,1276.0,Vest Harnesses
301,2021-03-23,1148.0,Vest Harnesses
302,2021-03-24,1202.0,Vest Harnesses
303,2021-03-25,1210.0,Vest Harnesses
304,2021-03-26,1075.0,Vest Harnesses
305,2021-03-27,1037.0,Vest Harnesses
306,2021-03-28,996.0,Vest Harnesses
307,2021-03-29,996.0,Vest Harnesses
308,2021-03-30,1176.0,Vest Harnesses
309,2021-03-31,1176.0,Vest Harnesses
310,2021-04-01,1215.0,Vest Harnesses
311,2021-04-02,1223.0,Vest Harnesses
312,2021-04-03,1223.0,Vest Harnesses
313,2021-04-04,1439.0,Vest Harnesses
314,2021-04-05,1439.0,Vest Harnesses
315,2021-04-06,1439.0,Vest Harnesses
316,2021-04-07,1306.0,Vest Harnesses
317,2021-04-08,1424.0,Vest Harnesses
318,2021-04-09,1424.0,Vest Harnesses
319,2021-04-10,1424.0,Vest Harnesses
320,2021-04-11,1277.0,Vest Harnesses
321,2021-04-12,1277.0,Vest Harnesses
322,2021-04-13,1277.0,Vest Harnesses
323,2021-04-14,1260.0,Vest Harnesses
324,2021-04-15,1260.0,Vest Harnesses
325,2021-04-16,1258.0,Vest Harnesses
326,2021-04-17,1258.0,Vest Harnesses
327,2021-04-18,1190.0,Vest Harnesses
328,2021-04-19,1190.0,Vest Harnesses
329,2021-04-20,923.0,Vest Harnesses
330,2021-04-21,772.0,Vest Harnesses
331,2021-04-22,772.0,Vest Harnesses
332,2021-04-23,619.0,Vest Harnesses
333,2021-04-24,549.0,Vest Harnesses
334,2021-04-25,506.0,Vest Harnesses
335,2021-04-26,696.0,Vest Harnesses
336,2021-04-27,669.0,Vest Harnesses
337,2021-04-28,669.0,Vest Harnesses
338,2021-04-29,698.0,Vest Harnesses
339,2021-04-30,723.0,Vest Harnesses
340,2021-05-01,723.0,Vest Harnesses
341,2021-05-02,947.0,Vest Harnesses
342,2021-05-03,947.0,Vest Harnesses
343,2021-05-04,1048.0,Vest Harnesses
344,2021-05-05,1048.0,Vest Harnesses
345,2021-05-06,1101.0,Vest Harnesses
346,2021-05-07,1061.0,Vest Harnesses
347,2021-05-08,989.0,Vest Harnesses
348,2021-05-09,1067.0,Vest Harnesses
349,2021-05-10,1132.0,Vest Harnesses
350,2021-05-11,1132.0,Vest Harnesses
351,2021-05-12,1205.0,Vest Harnesses
352,2021-05-13,1205.0,Vest Harnesses
353,2021-05-14,1116.0,Vest Harnesses
354,2021-05-15,1094.0,Vest Harnesses
355,2021-05-16,1094.0,Vest Harnesses
356,2021-05-17,1094.0,Vest Harnesses
357,2021-05-18,1322.0,Vest Harnesses
358,2021-05-19,1322.0,Vest Harnesses
359,2021-05-20,1224.0,Vest Harnesses
360,2021-05-21,1224.0,Vest Harnesses
361,2021-05-22,1245.0,Vest Harnesses
362,2021-05-23,1245.0,Vest Harnesses
363,2021-05-24,1387.0,Vest Harnesses
364,2021-05-25,1387.0,Vest Harnesses
365,2021-05-26,1387.0,Vest Harnesses
366,2021-05-27,1312.0,Vest Harnesses
367,2021-05-28,1416.0,Vest Harnesses
368,2021-05-29,1663.0,Vest Harnesses
369,2021-05-30,1663.0,Vest Harnesses
370,2021-05-31,1770.0,Vest Harnesses
371,2021-06-01,1770.0,Vest Harnesses
372,2021-06-02,1128.0,Vest Harnesses
373,2021-06-03,1134.0,Vest Harnesses
374,2021-06-04,1105.0,Vest Harnesses
375,2021-06-05,1050.0,Vest Harnesses
376,2021-06-06,1050.0,Vest Harnesses
377,2021-06-07,999.0,Vest Harnesses
378,2021-06-08,999.0,Vest Harnesses
379,2021-06-09,1503.0,Vest Harnesses
380,2021-06-10,1503.0,Vest Harnesses
381,2021-06-11,1503.0,Vest Harnesses
382,2021-06-12,1595.0,Vest Harnesses
383,2021-06-13,1530.0,Vest Harnesses
384,2021-06-14,1458.0,Vest Harnesses
385,2021-06-15,1430.0,Vest Harnesses
386,2021-06-16,1430.0,Vest Harnesses
387,2021-06-17,1561.0,Vest Harnesses
388,2021-06-18,1279.0,Vest Harnesses
389,2021-06-19,1279.0,Vest Harnesses
390,2021-06-20,1132.0,Vest Harnesses
391,2021-06-21,1246.0,Vest Harnesses
392,2021-06-22,1301.0,Vest Harnesses
393,2021-06-23,1125.0,Vest Harnesses
394,2021-06-24,1125.0,Vest Harnesses
395,2021-06-25,1137.0,Vest Harnesses
396,2021-06-26,1144.0,Vest Harnesses
397,2021-06-27,1144.0,Vest Harnesses
398,2021-06-28,1106.0,Vest Harnesses
399,2021-06-29,1106.0,Vest Harnesses
400,2021-06-30,1187.0,Vest Harnesses
401,2021-07-01,1187.0,Vest Harnesses
402,2021-07-02,1333.0,Vest Harnesses
403,2021-07-03,1333.0,Vest Harnesses
404,2021-07-04,1212.0,Vest Harnesses
405,2021-07-05,1220.0,Vest Harnesses
406,2021-07-06,1107.0,Vest Harnesses
407,2021-07-07,1107.0,Vest Harnesses
408,2021-07-08,1177.0,Vest Harnesses
409,2021-07-09,1177.0,Vest Harnesses
410,2021-07-10,1177.0,Vest Harnesses
411,2021-07-11,1340.0,Vest Harnesses
