,date,value,name_B07XD5NJSG
123,2020-01-06,7196.0,Panels
124,2020-01-07,6606.0,Panels
125,2020-01-08,6606.0,Panels
126,2020-01-09,7592.0,Panels
127,2020-01-10,7592.0,Panels
128,2020-01-11,7592.0,Panels
129,2020-01-12,6473.0,Panels
130,2020-01-13,6473.0,Panels
131,2020-01-14,6473.0,Panels
132,2020-01-15,7243.0,Panels
133,2020-01-16,7243.0,Panels
134,2020-01-17,7243.0,Panels
135,2020-01-18,5999.0,Panels
136,2020-01-19,5999.0,Panels
137,2020-01-20,6017.0,Panels
138,2020-01-21,6017.0,Panels
139,2020-01-22,6017.0,Panels
140,2020-01-23,6017.0,Panels
141,2020-01-24,6017.0,Panels
142,2020-01-25,6233.0,Panels
143,2020-01-26,5381.0,Panels
144,2020-01-27,5381.0,Panels
145,2020-01-28,7449.0,Panels
146,2020-01-29,7449.0,Panels
147,2020-01-30,7449.0,Panels
148,2020-01-31,7449.0,Panels
149,2020-02-01,6728.0,Panels
150,2020-02-02,6728.0,Panels
151,2020-02-03,6728.0,Panels
152,2020-02-04,8106.0,Panels
153,2020-02-05,8106.0,Panels
154,2020-02-06,8106.0,Panels
155,2020-02-07,8106.0,Panels
156,2020-02-08,8106.0,Panels
157,2020-02-09,8106.0,Panels
158,2020-02-10,8338.0,Panels
159,2020-02-11,8338.0,Panels
160,2020-02-12,8338.0,Panels
161,2020-02-13,8338.0,Panels
162,2020-02-14,8338.0,Panels
163,2020-02-15,8338.0,Panels
164,2020-02-16,6044.0,Panels
165,2020-02-17,6044.0,Panels
166,2020-02-18,7058.0,Panels
167,2020-02-19,7058.0,Panels
168,2020-02-20,7058.0,Panels
169,2020-02-21,7058.0,Panels
170,2020-02-22,7033.0,Panels
171,2020-02-23,7033.0,Panels
172,2020-02-24,7664.0,Panels
173,2020-02-25,7664.0,Panels
174,2020-02-26,7664.0,Panels
175,2020-02-27,6139.0,Panels
176,2020-02-28,6139.0,Panels
177,2020-02-29,5586.0,Panels
178,2020-03-01,5586.0,Panels
179,2020-03-02,5586.0,Panels
180,2020-03-03,6852.0,Panels
181,2020-03-04,7212.0,Panels
182,2020-03-05,7212.0,Panels
183,2020-03-06,6410.0,Panels
184,2020-03-07,6410.0,Panels
185,2020-03-08,6410.0,Panels
186,2020-03-09,6410.0,Panels
187,2020-03-10,6410.0,Panels
188,2020-03-11,6410.0,Panels
189,2020-03-12,9887.0,Panels
190,2020-03-13,9321.0,Panels
191,2020-03-14,9321.0,Panels
192,2020-03-15,9321.0,Panels
193,2020-03-16,8913.0,Panels
194,2020-03-17,8913.0,Panels
195,2020-03-18,8913.0,Panels
196,2020-03-19,8380.0,Panels
197,2020-03-20,8179.0,Panels
198,2020-03-21,8179.0,Panels
199,2020-03-22,8772.0,Panels
200,2020-03-23,8772.0,Panels
201,2020-03-24,8772.0,Panels
202,2020-03-25,8772.0,Panels
203,2020-03-26,8772.0,Panels
204,2020-03-27,9716.0,Panels
205,2020-03-28,9716.0,Panels
206,2020-03-29,9716.0,Panels
207,2020-03-30,10209.0,Panels
208,2020-03-31,10209.0,Panels
209,2020-04-01,8496.0,Panels
210,2020-04-02,12307.0,Panels
211,2020-04-03,12307.0,Panels
212,2020-04-04,12307.0,Panels
213,2020-04-05,12307.0,Panels
214,2020-04-06,12307.0,Panels
215,2020-04-07,12307.0,Panels
216,2020-04-08,10479.0,Panels
217,2020-04-09,14945.0,Panels
218,2020-04-10,14130.0,Panels
219,2020-04-11,14130.0,Panels
220,2020-04-12,14130.0,Panels
221,2020-04-13,16215.0,Panels
222,2020-04-14,16958.0,Panels
223,2020-04-15,16958.0,Panels
224,2020-04-16,16958.0,Panels
225,2020-04-17,16958.0,Panels
226,2020-04-18,16958.0,Panels
227,2020-04-19,11040.0,Panels
228,2020-04-20,11040.0,Panels
229,2020-04-21,11040.0,Panels
230,2020-04-22,9967.0,Panels
231,2020-04-23,13921.0,Panels
232,2020-04-24,13921.0,Panels
233,2020-04-25,13921.0,Panels
234,2020-04-26,11087.0,Panels
235,2020-04-27,11087.0,Panels
236,2020-04-28,11087.0,Panels
237,2020-04-29,10784.0,Panels
238,2020-04-30,10784.0,Panels
239,2020-05-01,10784.0,Panels
240,2020-05-02,9431.0,Panels
241,2020-05-03,9431.0,Panels
242,2020-05-04,8896.0,Panels
243,2020-05-05,9818.0,Panels
244,2020-05-06,9818.0,Panels
245,2020-05-07,7705.0,Panels
246,2020-05-08,7202.0,Panels
247,2020-05-09,7202.0,Panels
248,2020-05-10,7202.0,Panels
249,2020-05-11,5900.0,Panels
250,2020-05-12,5900.0,Panels
251,2020-05-13,6169.0,Panels
252,2020-05-14,6169.0,Panels
253,2020-05-15,6169.0,Panels
254,2020-05-16,9180.0,Panels
255,2020-05-17,9180.0,Panels
256,2020-05-18,11541.0,Panels
257,2020-05-19,11541.0,Panels
258,2020-05-20,11541.0,Panels
259,2020-05-21,9009.0,Panels
260,2020-05-22,9009.0,Panels
261,2020-05-23,9009.0,Panels
262,2020-05-24,8611.0,Panels
263,2020-05-25,8611.0,Panels
264,2020-05-26,6661.0,Panels
265,2020-05-27,6661.0,Panels
266,2020-05-28,6661.0,Panels
267,2020-05-29,6661.0,Panels
268,2020-05-30,6661.0,Panels
269,2020-05-31,6661.0,Panels
270,2020-06-01,4972.0,Panels
271,2020-06-02,4972.0,Panels
272,2020-06-03,4972.0,Panels
273,2020-06-04,4844.0,Panels
274,2020-06-05,5309.0,Panels
275,2020-06-06,5309.0,Panels
276,2020-06-07,5309.0,Panels
277,2020-06-08,6094.0,Panels
278,2020-06-09,6094.0,Panels
279,2020-06-10,5112.0,Panels
280,2020-06-11,5112.0,Panels
281,2020-06-12,5313.0,Panels
282,2020-06-13,4784.0,Panels
283,2020-06-14,6318.0,Panels
284,2020-06-15,7305.0,Panels
285,2020-06-16,7305.0,Panels
286,2020-06-17,8328.0,Panels
287,2020-06-18,8910.0,Panels
288,2020-06-19,8753.0,Panels
289,2020-06-20,8753.0,Panels
290,2020-06-21,8753.0,Panels
291,2020-06-22,12296.0,Panels
292,2020-06-23,12296.0,Panels
293,2020-06-24,12296.0,Panels
294,2020-06-25,12296.0,Panels
295,2020-06-26,12296.0,Panels
296,2020-06-27,17794.0,Panels
297,2020-06-28,17794.0,Panels
298,2020-06-29,17794.0,Panels
299,2020-06-30,16783.0,Panels
300,2020-07-01,16783.0,Panels
301,2020-07-02,16783.0,Panels
302,2020-07-03,6528.0,Panels
303,2020-07-04,6528.0,Panels
304,2020-07-05,6528.0,Panels
305,2020-07-06,6049.0,Panels
306,2020-07-07,6049.0,Panels
307,2020-07-08,6049.0,Panels
308,2020-07-09,4420.0,Panels
309,2020-07-10,4420.0,Panels
310,2020-07-11,5095.0,Panels
311,2020-07-12,5095.0,Panels
312,2020-07-13,5095.0,Panels
313,2020-07-14,3834.0,Panels
314,2020-07-15,3441.0,Panels
315,2020-07-16,3587.0,Panels
316,2020-07-17,3740.0,Panels
317,2020-07-18,3971.0,Panels
318,2020-07-19,3971.0,Panels
319,2020-07-20,3971.0,Panels
320,2020-07-21,3139.0,Panels
321,2020-07-22,3139.0,Panels
322,2020-07-23,3139.0,Panels
323,2020-07-24,3415.0,Panels
324,2020-07-25,3415.0,Panels
325,2020-07-26,4404.0,Panels
326,2020-07-27,4029.0,Panels
327,2020-07-28,4029.0,Panels
328,2020-07-29,4029.0,Panels
329,2020-07-30,4479.0,Panels
330,2020-07-31,5135.0,Panels
331,2020-08-01,4884.0,Panels
332,2020-08-02,3909.0,Panels
333,2020-08-03,3909.0,Panels
334,2020-08-04,4044.0,Panels
335,2020-08-05,4848.0,Panels
336,2020-08-06,4848.0,Panels
337,2020-08-07,4848.0,Panels
338,2020-08-08,4848.0,Panels
339,2020-08-09,4039.0,Panels
340,2020-08-10,4039.0,Panels
341,2020-08-11,4039.0,Panels
342,2020-08-12,5029.0,Panels
343,2020-08-13,6197.0,Panels
344,2020-08-14,5888.0,Panels
345,2020-08-15,5265.0,Panels
346,2020-08-16,5265.0,Panels
347,2020-08-17,5081.0,Panels
348,2020-08-18,5081.0,Panels
349,2020-08-19,6191.0,Panels
350,2020-08-20,5585.0,Panels
351,2020-08-21,6402.0,Panels
352,2020-08-22,6402.0,Panels
353,2020-08-23,6402.0,Panels
354,2020-08-24,5596.0,Panels
355,2020-08-25,5872.0,Panels
356,2020-08-26,5872.0,Panels
357,2020-08-27,5872.0,Panels
358,2020-08-28,5920.0,Panels
359,2020-08-29,5920.0,Panels
360,2020-08-30,5109.0,Panels
361,2020-08-31,5341.0,Panels
362,2020-09-01,5346.0,Panels
363,2020-09-02,5346.0,Panels
364,2020-09-03,5346.0,Panels
365,2020-09-04,5195.0,Panels
366,2020-09-05,5195.0,Panels
367,2020-09-06,5956.0,Panels
368,2020-09-07,5956.0,Panels
369,2020-09-08,5956.0,Panels
370,2020-09-09,6102.0,Panels
371,2020-09-10,6102.0,Panels
372,2020-09-11,6665.0,Panels
373,2020-09-12,6665.0,Panels
374,2020-09-13,6665.0,Panels
375,2020-09-14,7256.0,Panels
376,2020-09-15,7256.0,Panels
377,2020-09-16,7256.0,Panels
378,2020-09-17,10152.0,Panels
379,2020-09-18,8841.0,Panels
380,2020-09-19,8841.0,Panels
381,2020-09-20,15662.0,Panels
382,2020-09-21,15662.0,Panels
383,2020-09-22,15662.0,Panels
384,2020-09-23,8820.0,Panels
385,2020-09-24,8310.0,Panels
386,2020-09-25,8310.0,Panels
387,2020-09-26,8310.0,Panels
388,2020-09-27,6181.0,Panels
389,2020-09-28,5503.0,Panels
390,2020-09-29,5503.0,Panels
391,2020-09-30,5503.0,Panels
392,2020-10-01,6502.0,Panels
393,2020-10-02,6502.0,Panels
394,2020-10-03,6502.0,Panels
395,2020-10-04,5103.0,Panels
396,2020-10-05,6225.0,Panels
397,2020-10-06,6165.0,Panels
398,2020-10-07,6165.0,Panels
399,2020-10-08,5962.0,Panels
400,2020-10-09,5477.0,Panels
401,2020-10-10,5477.0,Panels
402,2020-10-11,4678.0,Panels
403,2020-10-12,4678.0,Panels
404,2020-10-13,4525.0,Panels
405,2020-10-14,4525.0,Panels
406,2020-10-15,3740.0,Panels
407,2020-10-16,3740.0,Panels
408,2020-10-17,3716.0,Panels
409,2020-10-18,3716.0,Panels
410,2020-10-19,3716.0,Panels
411,2020-10-20,4535.0,Panels
412,2020-10-21,4535.0,Panels
413,2020-10-22,5436.0,Panels
414,2020-10-23,5436.0,Panels
415,2020-10-24,5436.0,Panels
416,2020-10-25,6306.0,Panels
417,2020-10-26,5988.0,Panels
418,2020-10-27,5988.0,Panels
419,2020-10-28,5400.0,Panels
