,date,value,name_B08TZYQLPC
90,2021-05-10,3180.0,Lawn Mower Replacement Parts
91,2021-05-11,3180.0,Lawn Mower Replacement Parts
92,2021-05-12,3180.0,Lawn Mower Replacement Parts
93,2021-05-13,1730.0,Lawn Mower Replacement Parts
94,2021-05-14,1730.0,Lawn Mower Replacement Parts
95,2021-05-15,1392.0,Lawn Mower Replacement Parts
96,2021-05-16,1392.0,Lawn Mower Replacement Parts
97,2021-05-17,1768.0,Lawn Mower Replacement Parts
98,2021-05-18,1768.0,Lawn Mower Replacement Parts
99,2021-05-19,1768.0,Lawn Mower Replacement Parts
100,2021-05-20,2166.0,Lawn Mower Replacement Parts
101,2021-05-21,2166.0,Lawn Mower Replacement Parts
102,2021-05-22,1595.0,Lawn Mower Replacement Parts
103,2021-05-23,1140.0,Lawn Mower Replacement Parts
104,2021-05-24,1380.0,Lawn Mower Replacement Parts
105,2021-05-25,1380.0,Lawn Mower Replacement Parts
106,2021-05-26,1344.0,Lawn Mower Replacement Parts
107,2021-05-27,1324.0,Lawn Mower Replacement Parts
108,2021-05-28,1739.0,Lawn Mower Replacement Parts
109,2021-05-29,1751.0,Lawn Mower Replacement Parts
110,2021-05-30,1751.0,Lawn Mower Replacement Parts
111,2021-05-31,1725.0,Lawn Mower Replacement Parts
112,2021-06-01,1725.0,Lawn Mower Replacement Parts
113,2021-06-02,2070.0,Lawn Mower Replacement Parts
114,2021-06-03,2070.0,Lawn Mower Replacement Parts
115,2021-06-04,2070.0,Lawn Mower Replacement Parts
116,2021-06-05,2070.0,Lawn Mower Replacement Parts
117,2021-06-06,2047.0,Lawn Mower Replacement Parts
118,2021-06-07,2047.0,Lawn Mower Replacement Parts
119,2021-06-08,2047.0,Lawn Mower Replacement Parts
120,2021-06-09,2467.0,Lawn Mower Replacement Parts
121,2021-06-10,2467.0,Lawn Mower Replacement Parts
122,2021-06-11,2467.0,Lawn Mower Replacement Parts
123,2021-06-12,2467.0,Lawn Mower Replacement Parts
124,2021-06-13,3764.0,Lawn Mower Replacement Parts
125,2021-06-14,3764.0,Lawn Mower Replacement Parts
126,2021-06-15,3926.0,Lawn Mower Replacement Parts
127,2021-06-16,3926.0,Lawn Mower Replacement Parts
128,2021-06-17,4384.0,Lawn Mower Replacement Parts
129,2021-06-18,4384.0,Lawn Mower Replacement Parts
130,2021-06-19,6371.0,Lawn Mower Replacement Parts
131,2021-06-20,8824.0,Lawn Mower Replacement Parts
132,2021-06-21,8824.0,Lawn Mower Replacement Parts
133,2021-06-22,8824.0,Lawn Mower Replacement Parts
134,2021-06-23,16635.0,Lawn Mower Replacement Parts
135,2021-06-24,16635.0,Lawn Mower Replacement Parts
136,2021-06-25,11310.0,Lawn Mower Replacement Parts
137,2021-06-26,11310.0,Lawn Mower Replacement Parts
138,2021-06-27,11310.0,Lawn Mower Replacement Parts
139,2021-06-28,11310.0,Lawn Mower Replacement Parts
140,2021-06-29,9172.0,Lawn Mower Replacement Parts
141,2021-06-30,13672.0,Lawn Mower Replacement Parts
142,2021-07-01,13672.0,Lawn Mower Replacement Parts
143,2021-07-02,8257.0,Lawn Mower Replacement Parts
144,2021-07-03,8257.0,Lawn Mower Replacement Parts
145,2021-07-04,8257.0,Lawn Mower Replacement Parts
146,2021-07-05,8257.0,Lawn Mower Replacement Parts
147,2021-07-06,2269.0,Lawn Mower Replacement Parts
148,2021-07-07,2269.0,Lawn Mower Replacement Parts
149,2021-07-08,2418.0,Lawn Mower Replacement Parts
150,2021-07-09,2418.0,Lawn Mower Replacement Parts
151,2021-07-10,2418.0,Lawn Mower Replacement Parts
152,2021-07-11,1455.0,Lawn Mower Replacement Parts
