,date,value,name_B07R9Z15GQ
113,2020-09-17,4073.0,Laser & Inkjet Printer Labels
114,2020-09-18,4073.0,Laser & Inkjet Printer Labels
115,2020-09-19,4073.0,Laser & Inkjet Printer Labels
116,2020-09-20,5484.0,Laser & Inkjet Printer Labels
117,2020-09-21,5484.0,Laser & Inkjet Printer Labels
118,2020-09-22,7075.0,Laser & Inkjet Printer Labels
119,2020-09-23,7007.0,Laser & Inkjet Printer Labels
120,2020-09-24,7007.0,Laser & Inkjet Printer Labels
121,2020-09-25,6412.0,Laser & Inkjet Printer Labels
122,2020-09-26,6412.0,Laser & Inkjet Printer Labels
123,2020-09-27,6565.0,Laser & Inkjet Printer Labels
124,2020-09-28,7623.0,Laser & Inkjet Printer Labels
125,2020-09-29,7623.0,Laser & Inkjet Printer Labels
126,2020-09-30,5118.0,Laser & Inkjet Printer Labels
127,2020-10-01,5118.0,Laser & Inkjet Printer Labels
128,2020-10-02,5118.0,Laser & Inkjet Printer Labels
129,2020-10-03,3803.0,Laser & Inkjet Printer Labels
130,2020-10-04,5486.0,Laser & Inkjet Printer Labels
131,2020-10-05,6589.0,Laser & Inkjet Printer Labels
132,2020-10-06,6007.0,Laser & Inkjet Printer Labels
133,2020-10-07,3640.0,Laser & Inkjet Printer Labels
134,2020-10-08,3640.0,Laser & Inkjet Printer Labels
135,2020-10-09,5061.0,Laser & Inkjet Printer Labels
136,2020-10-10,5061.0,Laser & Inkjet Printer Labels
137,2020-10-11,5061.0,Laser & Inkjet Printer Labels
138,2020-10-12,6348.0,Laser & Inkjet Printer Labels
139,2020-10-13,5626.0,Laser & Inkjet Printer Labels
140,2020-10-14,6706.0,Laser & Inkjet Printer Labels
141,2020-10-15,6706.0,Laser & Inkjet Printer Labels
142,2020-10-16,4334.0,Laser & Inkjet Printer Labels
143,2020-10-17,4334.0,Laser & Inkjet Printer Labels
144,2020-10-18,4334.0,Laser & Inkjet Printer Labels
145,2020-10-19,5011.0,Laser & Inkjet Printer Labels
146,2020-10-20,5011.0,Laser & Inkjet Printer Labels
147,2020-10-21,5793.0,Laser & Inkjet Printer Labels
148,2020-10-22,5793.0,Laser & Inkjet Printer Labels
149,2020-10-23,5793.0,Laser & Inkjet Printer Labels
150,2020-10-24,4575.0,Laser & Inkjet Printer Labels
151,2020-10-25,4575.0,Laser & Inkjet Printer Labels
152,2020-10-26,4575.0,Laser & Inkjet Printer Labels
153,2020-10-27,4575.0,Laser & Inkjet Printer Labels
154,2020-10-28,4181.0,Laser & Inkjet Printer Labels
155,2020-10-29,4181.0,Laser & Inkjet Printer Labels
156,2020-10-30,4152.0,Laser & Inkjet Printer Labels
157,2020-10-31,4152.0,Laser & Inkjet Printer Labels
158,2020-11-01,4449.0,Laser & Inkjet Printer Labels
159,2020-11-02,5273.0,Laser & Inkjet Printer Labels
160,2020-11-03,5359.0,Laser & Inkjet Printer Labels
161,2020-11-04,3868.0,Laser & Inkjet Printer Labels
162,2020-11-05,3868.0,Laser & Inkjet Printer Labels
163,2020-11-06,4261.0,Laser & Inkjet Printer Labels
164,2020-11-07,4577.0,Laser & Inkjet Printer Labels
165,2020-11-08,6020.0,Laser & Inkjet Printer Labels
166,2020-11-09,7509.0,Laser & Inkjet Printer Labels
167,2020-11-10,7509.0,Laser & Inkjet Printer Labels
168,2020-11-11,4269.0,Laser & Inkjet Printer Labels
169,2020-11-12,4269.0,Laser & Inkjet Printer Labels
170,2020-11-13,4269.0,Laser & Inkjet Printer Labels
171,2020-11-14,5256.0,Laser & Inkjet Printer Labels
172,2020-11-15,5256.0,Laser & Inkjet Printer Labels
173,2020-11-16,7518.0,Laser & Inkjet Printer Labels
174,2020-11-17,7518.0,Laser & Inkjet Printer Labels
175,2020-11-18,5244.0,Laser & Inkjet Printer Labels
176,2020-11-19,5244.0,Laser & Inkjet Printer Labels
177,2020-11-20,5244.0,Laser & Inkjet Printer Labels
178,2020-11-21,5244.0,Laser & Inkjet Printer Labels
179,2020-11-22,5244.0,Laser & Inkjet Printer Labels
180,2020-11-23,7123.0,Laser & Inkjet Printer Labels
181,2020-11-24,7123.0,Laser & Inkjet Printer Labels
182,2020-11-25,7123.0,Laser & Inkjet Printer Labels
183,2020-11-26,4927.0,Laser & Inkjet Printer Labels
184,2020-11-27,4927.0,Laser & Inkjet Printer Labels
185,2020-11-28,8003.0,Laser & Inkjet Printer Labels
186,2020-11-29,8003.0,Laser & Inkjet Printer Labels
187,2020-11-30,9808.0,Laser & Inkjet Printer Labels
188,2020-12-01,9808.0,Laser & Inkjet Printer Labels
189,2020-12-02,7845.0,Laser & Inkjet Printer Labels
190,2020-12-03,7845.0,Laser & Inkjet Printer Labels
191,2020-12-04,7845.0,Laser & Inkjet Printer Labels
192,2020-12-05,7845.0,Laser & Inkjet Printer Labels
193,2020-12-06,7845.0,Laser & Inkjet Printer Labels
194,2020-12-07,9919.0,Laser & Inkjet Printer Labels
195,2020-12-08,7118.0,Laser & Inkjet Printer Labels
196,2020-12-09,7118.0,Laser & Inkjet Printer Labels
197,2020-12-10,7271.0,Laser & Inkjet Printer Labels
198,2020-12-11,7271.0,Laser & Inkjet Printer Labels
199,2020-12-12,7271.0,Laser & Inkjet Printer Labels
200,2020-12-13,9067.0,Laser & Inkjet Printer Labels
201,2020-12-14,9067.0,Laser & Inkjet Printer Labels
202,2020-12-15,7114.0,Laser & Inkjet Printer Labels
203,2020-12-16,7114.0,Laser & Inkjet Printer Labels
204,2020-12-17,9076.0,Laser & Inkjet Printer Labels
205,2020-12-18,9758.0,Laser & Inkjet Printer Labels
206,2020-12-19,9758.0,Laser & Inkjet Printer Labels
207,2020-12-20,14990.0,Laser & Inkjet Printer Labels
208,2020-12-21,14990.0,Laser & Inkjet Printer Labels
209,2020-12-22,14990.0,Laser & Inkjet Printer Labels
210,2020-12-23,11466.0,Laser & Inkjet Printer Labels
211,2020-12-24,11466.0,Laser & Inkjet Printer Labels
212,2020-12-25,12017.0,Laser & Inkjet Printer Labels
213,2020-12-26,12017.0,Laser & Inkjet Printer Labels
214,2020-12-27,12017.0,Laser & Inkjet Printer Labels
215,2020-12-28,12017.0,Laser & Inkjet Printer Labels
216,2020-12-29,11820.0,Laser & Inkjet Printer Labels
217,2020-12-30,12995.0,Laser & Inkjet Printer Labels
218,2020-12-31,8004.0,Laser & Inkjet Printer Labels
219,2021-01-01,8004.0,Laser & Inkjet Printer Labels
220,2021-01-02,17900.0,Laser & Inkjet Printer Labels
221,2021-01-03,21217.0,Laser & Inkjet Printer Labels
222,2021-01-04,16446.0,Laser & Inkjet Printer Labels
223,2021-01-05,10762.0,Laser & Inkjet Printer Labels
224,2021-01-06,9467.0,Laser & Inkjet Printer Labels
225,2021-01-07,9467.0,Laser & Inkjet Printer Labels
226,2021-01-08,7056.0,Laser & Inkjet Printer Labels
227,2021-01-09,7162.0,Laser & Inkjet Printer Labels
228,2021-01-10,7162.0,Laser & Inkjet Printer Labels
229,2021-01-11,7162.0,Laser & Inkjet Printer Labels
230,2021-01-12,6266.0,Laser & Inkjet Printer Labels
231,2021-01-13,6246.0,Laser & Inkjet Printer Labels
232,2021-01-14,5437.0,Laser & Inkjet Printer Labels
233,2021-01-15,6548.0,Laser & Inkjet Printer Labels
234,2021-01-16,6581.0,Laser & Inkjet Printer Labels
235,2021-01-17,6539.0,Laser & Inkjet Printer Labels
236,2021-01-18,9424.0,Laser & Inkjet Printer Labels
237,2021-01-19,6020.0,Laser & Inkjet Printer Labels
238,2021-01-20,6020.0,Laser & Inkjet Printer Labels
239,2021-01-21,7187.0,Laser & Inkjet Printer Labels
240,2021-01-22,7187.0,Laser & Inkjet Printer Labels
241,2021-01-23,7187.0,Laser & Inkjet Printer Labels
242,2021-01-24,7187.0,Laser & Inkjet Printer Labels
243,2021-01-25,8785.0,Laser & Inkjet Printer Labels
244,2021-01-26,8785.0,Laser & Inkjet Printer Labels
245,2021-01-27,5255.0,Laser & Inkjet Printer Labels
246,2021-01-28,4166.0,Laser & Inkjet Printer Labels
247,2021-01-29,5278.0,Laser & Inkjet Printer Labels
248,2021-01-30,6654.0,Laser & Inkjet Printer Labels
249,2021-01-31,6654.0,Laser & Inkjet Printer Labels
250,2021-02-01,6654.0,Laser & Inkjet Printer Labels
251,2021-02-02,7871.0,Laser & Inkjet Printer Labels
252,2021-02-03,7871.0,Laser & Inkjet Printer Labels
253,2021-02-04,5677.0,Laser & Inkjet Printer Labels
254,2021-02-05,5453.0,Laser & Inkjet Printer Labels
255,2021-02-06,5453.0,Laser & Inkjet Printer Labels
256,2021-02-07,6612.0,Laser & Inkjet Printer Labels
257,2021-02-08,6612.0,Laser & Inkjet Printer Labels
258,2021-02-09,8397.0,Laser & Inkjet Printer Labels
259,2021-02-10,8397.0,Laser & Inkjet Printer Labels
260,2021-02-11,8397.0,Laser & Inkjet Printer Labels
261,2021-02-12,11613.0,Laser & Inkjet Printer Labels
262,2021-02-13,11613.0,Laser & Inkjet Printer Labels
263,2021-02-14,11613.0,Laser & Inkjet Printer Labels
264,2021-02-15,13751.0,Laser & Inkjet Printer Labels
265,2021-02-16,13751.0,Laser & Inkjet Printer Labels
266,2021-02-17,13751.0,Laser & Inkjet Printer Labels
267,2021-02-18,9242.0,Laser & Inkjet Printer Labels
268,2021-02-19,9242.0,Laser & Inkjet Printer Labels
269,2021-02-20,9242.0,Laser & Inkjet Printer Labels
270,2021-02-21,9242.0,Laser & Inkjet Printer Labels
271,2021-02-22,9242.0,Laser & Inkjet Printer Labels
272,2021-02-23,15289.0,Laser & Inkjet Printer Labels
273,2021-02-24,13699.0,Laser & Inkjet Printer Labels
274,2021-02-25,13699.0,Laser & Inkjet Printer Labels
275,2021-02-26,11870.0,Laser & Inkjet Printer Labels
276,2021-02-27,11870.0,Laser & Inkjet Printer Labels
277,2021-02-28,11870.0,Laser & Inkjet Printer Labels
278,2021-03-01,6496.0,Laser & Inkjet Printer Labels
279,2021-03-02,4935.0,Laser & Inkjet Printer Labels
280,2021-03-03,4838.0,Laser & Inkjet Printer Labels
281,2021-03-04,3823.0,Laser & Inkjet Printer Labels
282,2021-03-05,3823.0,Laser & Inkjet Printer Labels
283,2021-03-06,4811.0,Laser & Inkjet Printer Labels
284,2021-03-07,4811.0,Laser & Inkjet Printer Labels
285,2021-03-08,5654.0,Laser & Inkjet Printer Labels
286,2021-03-09,5654.0,Laser & Inkjet Printer Labels
287,2021-03-10,5654.0,Laser & Inkjet Printer Labels
288,2021-03-11,5654.0,Laser & Inkjet Printer Labels
289,2021-03-12,4226.0,Laser & Inkjet Printer Labels
290,2021-03-13,4472.0,Laser & Inkjet Printer Labels
291,2021-03-14,4472.0,Laser & Inkjet Printer Labels
292,2021-03-15,5887.0,Laser & Inkjet Printer Labels
293,2021-03-16,5887.0,Laser & Inkjet Printer Labels
294,2021-03-17,4284.0,Laser & Inkjet Printer Labels
295,2021-03-18,3640.0,Laser & Inkjet Printer Labels
296,2021-03-19,3640.0,Laser & Inkjet Printer Labels
297,2021-03-20,5163.0,Laser & Inkjet Printer Labels
298,2021-03-21,5927.0,Laser & Inkjet Printer Labels
299,2021-03-22,5927.0,Laser & Inkjet Printer Labels
300,2021-03-23,3794.0,Laser & Inkjet Printer Labels
301,2021-03-24,3275.0,Laser & Inkjet Printer Labels
302,2021-03-25,4111.0,Laser & Inkjet Printer Labels
303,2021-03-26,3959.0,Laser & Inkjet Printer Labels
304,2021-03-27,3959.0,Laser & Inkjet Printer Labels
305,2021-03-28,5546.0,Laser & Inkjet Printer Labels
306,2021-03-29,5542.0,Laser & Inkjet Printer Labels
307,2021-03-30,5542.0,Laser & Inkjet Printer Labels
308,2021-03-31,5542.0,Laser & Inkjet Printer Labels
309,2021-04-01,4110.0,Laser & Inkjet Printer Labels
310,2021-04-02,4110.0,Laser & Inkjet Printer Labels
311,2021-04-03,4541.0,Laser & Inkjet Printer Labels
312,2021-04-04,4541.0,Laser & Inkjet Printer Labels
313,2021-04-05,4541.0,Laser & Inkjet Printer Labels
314,2021-04-06,4128.0,Laser & Inkjet Printer Labels
315,2021-04-07,4903.0,Laser & Inkjet Printer Labels
316,2021-04-08,4903.0,Laser & Inkjet Printer Labels
317,2021-04-09,4903.0,Laser & Inkjet Printer Labels
318,2021-04-10,9878.0,Laser & Inkjet Printer Labels
319,2021-04-11,11764.0,Laser & Inkjet Printer Labels
320,2021-04-12,10710.0,Laser & Inkjet Printer Labels
321,2021-04-13,10154.0,Laser & Inkjet Printer Labels
322,2021-04-14,10154.0,Laser & Inkjet Printer Labels
323,2021-04-15,10154.0,Laser & Inkjet Printer Labels
324,2021-04-16,11621.0,Laser & Inkjet Printer Labels
325,2021-04-17,11621.0,Laser & Inkjet Printer Labels
326,2021-04-18,11621.0,Laser & Inkjet Printer Labels
327,2021-04-19,11621.0,Laser & Inkjet Printer Labels
328,2021-04-20,11621.0,Laser & Inkjet Printer Labels
329,2021-04-21,12029.0,Laser & Inkjet Printer Labels
330,2021-04-22,15087.0,Laser & Inkjet Printer Labels
331,2021-04-23,15087.0,Laser & Inkjet Printer Labels
332,2021-04-24,15400.0,Laser & Inkjet Printer Labels
333,2021-04-25,15400.0,Laser & Inkjet Printer Labels
334,2021-04-26,15400.0,Laser & Inkjet Printer Labels
335,2021-04-27,7568.0,Laser & Inkjet Printer Labels
336,2021-04-28,6659.0,Laser & Inkjet Printer Labels
337,2021-04-29,6659.0,Laser & Inkjet Printer Labels
338,2021-04-30,6659.0,Laser & Inkjet Printer Labels
339,2021-05-01,6038.0,Laser & Inkjet Printer Labels
340,2021-05-02,6038.0,Laser & Inkjet Printer Labels
341,2021-05-03,7188.0,Laser & Inkjet Printer Labels
342,2021-05-04,3785.0,Laser & Inkjet Printer Labels
343,2021-05-05,3785.0,Laser & Inkjet Printer Labels
344,2021-05-06,3785.0,Laser & Inkjet Printer Labels
345,2021-05-07,5212.0,Laser & Inkjet Printer Labels
346,2021-05-08,5212.0,Laser & Inkjet Printer Labels
347,2021-05-09,8271.0,Laser & Inkjet Printer Labels
348,2021-05-10,8271.0,Laser & Inkjet Printer Labels
349,2021-05-11,6030.0,Laser & Inkjet Printer Labels
350,2021-05-12,6030.0,Laser & Inkjet Printer Labels
351,2021-05-13,5036.0,Laser & Inkjet Printer Labels
352,2021-05-14,5036.0,Laser & Inkjet Printer Labels
353,2021-05-15,5036.0,Laser & Inkjet Printer Labels
354,2021-05-16,7921.0,Laser & Inkjet Printer Labels
355,2021-05-17,11902.0,Laser & Inkjet Printer Labels
356,2021-05-18,11902.0,Laser & Inkjet Printer Labels
357,2021-05-19,11902.0,Laser & Inkjet Printer Labels
358,2021-05-20,5979.0,Laser & Inkjet Printer Labels
359,2021-05-21,6257.0,Laser & Inkjet Printer Labels
360,2021-05-22,6257.0,Laser & Inkjet Printer Labels
361,2021-05-23,6257.0,Laser & Inkjet Printer Labels
362,2021-05-24,7719.0,Laser & Inkjet Printer Labels
363,2021-05-25,7719.0,Laser & Inkjet Printer Labels
364,2021-05-26,7136.0,Laser & Inkjet Printer Labels
365,2021-05-27,6077.0,Laser & Inkjet Printer Labels
366,2021-05-28,6077.0,Laser & Inkjet Printer Labels
367,2021-05-29,6077.0,Laser & Inkjet Printer Labels
368,2021-05-30,6077.0,Laser & Inkjet Printer Labels
369,2021-05-31,6077.0,Laser & Inkjet Printer Labels
370,2021-06-01,7330.0,Laser & Inkjet Printer Labels
371,2021-06-02,7330.0,Laser & Inkjet Printer Labels
372,2021-06-03,4506.0,Laser & Inkjet Printer Labels
373,2021-06-04,4506.0,Laser & Inkjet Printer Labels
374,2021-06-05,5065.0,Laser & Inkjet Printer Labels
375,2021-06-06,7421.0,Laser & Inkjet Printer Labels
376,2021-06-07,7421.0,Laser & Inkjet Printer Labels
377,2021-06-08,7421.0,Laser & Inkjet Printer Labels
378,2021-06-09,7421.0,Laser & Inkjet Printer Labels
379,2021-06-10,7421.0,Laser & Inkjet Printer Labels
380,2021-06-11,3570.0,Laser & Inkjet Printer Labels
381,2021-06-12,3570.0,Laser & Inkjet Printer Labels
382,2021-06-13,3570.0,Laser & Inkjet Printer Labels
383,2021-06-14,3570.0,Laser & Inkjet Printer Labels
384,2021-06-15,5367.0,Laser & Inkjet Printer Labels
385,2021-06-16,4725.0,Laser & Inkjet Printer Labels
386,2021-06-17,4725.0,Laser & Inkjet Printer Labels
387,2021-06-18,4282.0,Laser & Inkjet Printer Labels
388,2021-06-19,4282.0,Laser & Inkjet Printer Labels
389,2021-06-20,4282.0,Laser & Inkjet Printer Labels
390,2021-06-21,4282.0,Laser & Inkjet Printer Labels
391,2021-06-22,10239.0,Laser & Inkjet Printer Labels
392,2021-06-23,5885.0,Laser & Inkjet Printer Labels
393,2021-06-24,4826.0,Laser & Inkjet Printer Labels
394,2021-06-25,4649.0,Laser & Inkjet Printer Labels
395,2021-06-26,4649.0,Laser & Inkjet Printer Labels
396,2021-06-27,4649.0,Laser & Inkjet Printer Labels
397,2021-06-28,4649.0,Laser & Inkjet Printer Labels
398,2021-06-29,6590.0,Laser & Inkjet Printer Labels
399,2021-06-30,4915.0,Laser & Inkjet Printer Labels
400,2021-07-01,4915.0,Laser & Inkjet Printer Labels
401,2021-07-02,4915.0,Laser & Inkjet Printer Labels
402,2021-07-03,4178.0,Laser & Inkjet Printer Labels
403,2021-07-04,4178.0,Laser & Inkjet Printer Labels
404,2021-07-05,4178.0,Laser & Inkjet Printer Labels
405,2021-07-06,5523.0,Laser & Inkjet Printer Labels
406,2021-07-07,5523.0,Laser & Inkjet Printer Labels
407,2021-07-08,4846.0,Laser & Inkjet Printer Labels
408,2021-07-09,4846.0,Laser & Inkjet Printer Labels
409,2021-07-10,5284.0,Laser & Inkjet Printer Labels
410,2021-07-11,6444.0,Laser & Inkjet Printer Labels
