,date,value,name_B07KVZ6VK5
56,2019-01-28,16383.0,Coffee Machines
57,2019-01-29,19986.0,Coffee Machines
58,2019-01-30,20699.0,Coffee Machines
59,2019-01-31,20699.0,Coffee Machines
60,2019-02-01,17583.0,Coffee Machines
61,2019-02-02,23291.0,Coffee Machines
62,2019-02-03,23291.0,Coffee Machines
63,2019-02-04,23291.0,Coffee Machines
64,2019-02-05,33382.0,Coffee Machines
65,2019-02-06,33382.0,Coffee Machines
66,2019-02-07,33382.0,Coffee Machines
67,2019-02-08,19557.0,Coffee Machines
68,2019-02-09,15996.0,Coffee Machines
69,2019-02-10,15996.0,Coffee Machines
70,2019-02-11,18572.0,Coffee Machines
71,2019-02-12,25185.0,Coffee Machines
72,2019-02-13,31958.0,Coffee Machines
73,2019-02-14,18497.0,Coffee Machines
74,2019-02-15,23860.0,Coffee Machines
75,2019-02-16,20671.0,Coffee Machines
76,2019-02-17,20671.0,Coffee Machines
77,2019-02-18,20671.0,Coffee Machines
78,2019-02-19,21418.0,Coffee Machines
79,2019-02-20,29845.0,Coffee Machines
80,2019-02-21,29135.0,Coffee Machines
81,2019-02-22,43791.0,Coffee Machines
82,2019-02-23,25412.0,Coffee Machines
83,2019-02-24,24735.0,Coffee Machines
84,2019-02-25,36203.0,Coffee Machines
85,2019-02-26,25075.0,Coffee Machines
86,2019-02-27,18562.0,Coffee Machines
87,2019-02-28,23580.0,Coffee Machines
88,2019-03-01,23503.0,Coffee Machines
89,2019-03-02,23503.0,Coffee Machines
90,2019-03-03,37197.0,Coffee Machines
91,2019-03-04,33702.0,Coffee Machines
92,2019-03-05,33702.0,Coffee Machines
93,2019-03-06,33702.0,Coffee Machines
94,2019-03-07,33702.0,Coffee Machines
95,2019-03-08,33702.0,Coffee Machines
96,2019-03-09,47897.0,Coffee Machines
97,2019-03-10,47897.0,Coffee Machines
98,2019-03-11,47897.0,Coffee Machines
99,2019-03-12,47897.0,Coffee Machines
100,2019-03-13,47897.0,Coffee Machines
101,2019-03-14,47897.0,Coffee Machines
102,2019-03-15,20589.0,Coffee Machines
103,2019-03-16,31312.0,Coffee Machines
104,2019-03-17,31312.0,Coffee Machines
105,2019-03-18,20473.0,Coffee Machines
106,2019-03-19,20473.0,Coffee Machines
107,2019-03-20,12207.0,Coffee Machines
108,2019-03-21,12207.0,Coffee Machines
109,2019-03-22,12207.0,Coffee Machines
110,2019-03-23,17107.0,Coffee Machines
111,2019-03-24,15559.0,Coffee Machines
112,2019-03-25,12168.0,Coffee Machines
113,2019-03-26,12168.0,Coffee Machines
114,2019-03-27,10471.0,Coffee Machines
115,2019-03-28,15700.0,Coffee Machines
116,2019-03-29,12862.0,Coffee Machines
117,2019-03-30,16384.0,Coffee Machines
118,2019-03-31,16384.0,Coffee Machines
119,2019-04-01,16384.0,Coffee Machines
120,2019-04-02,16384.0,Coffee Machines
121,2019-04-03,13957.0,Coffee Machines
122,2019-04-04,13761.0,Coffee Machines
123,2019-04-05,13761.0,Coffee Machines
124,2019-04-06,13761.0,Coffee Machines
125,2019-04-07,13761.0,Coffee Machines
126,2019-04-08,18331.0,Coffee Machines
127,2019-04-09,18331.0,Coffee Machines
128,2019-04-10,18331.0,Coffee Machines
129,2019-04-11,18331.0,Coffee Machines
130,2019-04-12,18331.0,Coffee Machines
131,2019-04-13,18331.0,Coffee Machines
132,2019-04-14,18331.0,Coffee Machines
133,2019-04-15,13422.0,Coffee Machines
134,2019-04-16,13422.0,Coffee Machines
135,2019-04-17,13422.0,Coffee Machines
136,2019-04-18,13422.0,Coffee Machines
137,2019-04-19,13422.0,Coffee Machines
138,2019-04-20,13422.0,Coffee Machines
139,2019-04-21,13950.0,Coffee Machines
140,2019-04-22,18619.0,Coffee Machines
141,2019-04-23,18619.0,Coffee Machines
142,2019-04-24,18619.0,Coffee Machines
143,2019-04-25,11243.0,Coffee Machines
144,2019-04-26,11243.0,Coffee Machines
145,2019-04-27,11243.0,Coffee Machines
146,2019-04-28,11243.0,Coffee Machines
147,2019-04-29,11243.0,Coffee Machines
148,2019-04-30,11243.0,Coffee Machines
149,2019-05-01,11243.0,Coffee Machines
150,2019-05-02,11243.0,Coffee Machines
151,2019-05-03,11243.0,Coffee Machines
152,2019-05-04,11839.0,Coffee Machines
153,2019-05-05,11839.0,Coffee Machines
154,2019-05-06,12569.0,Coffee Machines
155,2019-05-07,12569.0,Coffee Machines
156,2019-05-08,12569.0,Coffee Machines
157,2019-05-09,9712.0,Coffee Machines
158,2019-05-10,8724.0,Coffee Machines
159,2019-05-11,16650.0,Coffee Machines
160,2019-05-12,16650.0,Coffee Machines
161,2019-05-13,11954.0,Coffee Machines
162,2019-05-14,12295.0,Coffee Machines
163,2019-05-15,12295.0,Coffee Machines
164,2019-05-16,12295.0,Coffee Machines
165,2019-05-17,15330.0,Coffee Machines
166,2019-05-18,15737.0,Coffee Machines
167,2019-05-19,11078.0,Coffee Machines
168,2019-05-20,10515.0,Coffee Machines
169,2019-05-21,7479.0,Coffee Machines
170,2019-05-22,7734.0,Coffee Machines
171,2019-05-23,9900.0,Coffee Machines
172,2019-05-24,17454.0,Coffee Machines
173,2019-05-25,17454.0,Coffee Machines
174,2019-05-26,17454.0,Coffee Machines
175,2019-05-27,15970.0,Coffee Machines
176,2019-05-28,15970.0,Coffee Machines
177,2019-05-29,15970.0,Coffee Machines
178,2019-05-30,12437.0,Coffee Machines
179,2019-05-31,9989.0,Coffee Machines
180,2019-06-01,18372.0,Coffee Machines
181,2019-06-02,18372.0,Coffee Machines
182,2019-06-03,18372.0,Coffee Machines
183,2019-06-04,12635.0,Coffee Machines
184,2019-06-05,16477.0,Coffee Machines
185,2019-06-06,11486.0,Coffee Machines
186,2019-06-07,13783.0,Coffee Machines
187,2019-06-08,16018.0,Coffee Machines
188,2019-06-09,16018.0,Coffee Machines
189,2019-06-10,16018.0,Coffee Machines
190,2019-06-11,16018.0,Coffee Machines
191,2019-06-12,15697.0,Coffee Machines
192,2019-06-13,11897.0,Coffee Machines
193,2019-06-14,11897.0,Coffee Machines
194,2019-06-15,11897.0,Coffee Machines
195,2019-06-16,10487.0,Coffee Machines
196,2019-06-17,10487.0,Coffee Machines
197,2019-06-18,10487.0,Coffee Machines
198,2019-06-19,11270.0,Coffee Machines
199,2019-06-20,14913.0,Coffee Machines
200,2019-06-21,12142.0,Coffee Machines
201,2019-06-22,12142.0,Coffee Machines
202,2019-06-23,12142.0,Coffee Machines
203,2019-06-24,16454.0,Coffee Machines
204,2019-06-25,8728.0,Coffee Machines
205,2019-06-26,8728.0,Coffee Machines
206,2019-06-27,8728.0,Coffee Machines
207,2019-06-28,16134.0,Coffee Machines
208,2019-06-29,16134.0,Coffee Machines
209,2019-06-30,14287.0,Coffee Machines
210,2019-07-01,12591.0,Coffee Machines
211,2019-07-02,11774.0,Coffee Machines
212,2019-07-03,11774.0,Coffee Machines
213,2019-07-04,11859.0,Coffee Machines
214,2019-07-05,11859.0,Coffee Machines
215,2019-07-06,11859.0,Coffee Machines
216,2019-07-07,15245.0,Coffee Machines
217,2019-07-08,15245.0,Coffee Machines
218,2019-07-09,12947.0,Coffee Machines
219,2019-07-10,12947.0,Coffee Machines
220,2019-07-11,12947.0,Coffee Machines
221,2019-07-12,12928.0,Coffee Machines
222,2019-07-13,12928.0,Coffee Machines
223,2019-07-14,12928.0,Coffee Machines
224,2019-07-15,16808.0,Coffee Machines
225,2019-07-16,13822.0,Coffee Machines
226,2019-07-17,13822.0,Coffee Machines
227,2019-07-18,13822.0,Coffee Machines
228,2019-07-19,22461.0,Coffee Machines
229,2019-07-20,22461.0,Coffee Machines
230,2019-07-21,22461.0,Coffee Machines
231,2019-07-22,11533.0,Coffee Machines
232,2019-07-23,11533.0,Coffee Machines
233,2019-07-24,11533.0,Coffee Machines
234,2019-07-25,7988.0,Coffee Machines
235,2019-07-26,7988.0,Coffee Machines
236,2019-07-27,7988.0,Coffee Machines
237,2019-07-28,15326.0,Coffee Machines
238,2019-07-29,12192.0,Coffee Machines
239,2019-07-30,12192.0,Coffee Machines
240,2019-07-31,12192.0,Coffee Machines
241,2019-08-01,12012.0,Coffee Machines
242,2019-08-02,12012.0,Coffee Machines
243,2019-08-03,14007.0,Coffee Machines
244,2019-08-04,10484.0,Coffee Machines
245,2019-08-05,12425.0,Coffee Machines
246,2019-08-06,14238.0,Coffee Machines
247,2019-08-07,13292.0,Coffee Machines
248,2019-08-08,13527.0,Coffee Machines
249,2019-08-09,11690.0,Coffee Machines
250,2019-08-10,8391.0,Coffee Machines
251,2019-08-11,13132.0,Coffee Machines
252,2019-08-12,16194.0,Coffee Machines
253,2019-08-13,12283.0,Coffee Machines
254,2019-08-14,10614.0,Coffee Machines
255,2019-08-15,14340.0,Coffee Machines
256,2019-08-16,13537.0,Coffee Machines
257,2019-08-17,10566.0,Coffee Machines
258,2019-08-18,9557.0,Coffee Machines
259,2019-08-19,9214.0,Coffee Machines
260,2019-08-20,8423.0,Coffee Machines
261,2019-08-21,10273.0,Coffee Machines
262,2019-08-22,13139.0,Coffee Machines
263,2019-08-23,12097.0,Coffee Machines
264,2019-08-24,10148.0,Coffee Machines
265,2019-08-25,11939.0,Coffee Machines
266,2019-08-26,14749.0,Coffee Machines
267,2019-08-27,7018.0,Coffee Machines
268,2019-08-28,7392.0,Coffee Machines
269,2019-08-29,7812.0,Coffee Machines
270,2019-08-30,6923.0,Coffee Machines
271,2019-08-31,6923.0,Coffee Machines
272,2019-09-01,6958.0,Coffee Machines
273,2019-09-02,6958.0,Coffee Machines
274,2019-09-03,9799.0,Coffee Machines
275,2019-09-04,7718.0,Coffee Machines
276,2019-09-05,5982.0,Coffee Machines
277,2019-09-06,8776.0,Coffee Machines
278,2019-09-07,7804.0,Coffee Machines
279,2019-09-08,8273.0,Coffee Machines
280,2019-09-09,9453.0,Coffee Machines
281,2019-09-10,8010.0,Coffee Machines
282,2019-09-11,7753.0,Coffee Machines
283,2019-09-12,7753.0,Coffee Machines
284,2019-09-13,7753.0,Coffee Machines
285,2019-09-14,8773.0,Coffee Machines
286,2019-09-15,9505.0,Coffee Machines
287,2019-09-16,9505.0,Coffee Machines
288,2019-09-17,9189.0,Coffee Machines
289,2019-09-18,9189.0,Coffee Machines
290,2019-09-19,9189.0,Coffee Machines
291,2019-09-20,7792.0,Coffee Machines
292,2019-09-21,7029.0,Coffee Machines
293,2019-09-22,11383.0,Coffee Machines
294,2019-09-23,11766.0,Coffee Machines
295,2019-09-24,10196.0,Coffee Machines
296,2019-09-25,11383.0,Coffee Machines
297,2019-09-26,13875.0,Coffee Machines
298,2019-09-27,14528.0,Coffee Machines
299,2019-09-28,14328.0,Coffee Machines
300,2019-09-29,11719.0,Coffee Machines
301,2019-09-30,10177.0,Coffee Machines
302,2019-10-01,9948.0,Coffee Machines
303,2019-10-02,10306.0,Coffee Machines
304,2019-10-03,9057.0,Coffee Machines
305,2019-10-04,7810.0,Coffee Machines
306,2019-10-05,6639.0,Coffee Machines
307,2019-10-06,5299.0,Coffee Machines
308,2019-10-07,5286.0,Coffee Machines
309,2019-10-08,6400.0,Coffee Machines
310,2019-10-09,4223.0,Coffee Machines
311,2019-10-10,4591.0,Coffee Machines
312,2019-10-11,5194.0,Coffee Machines
313,2019-10-12,3797.0,Coffee Machines
314,2019-10-13,4653.0,Coffee Machines
315,2019-10-14,7430.0,Coffee Machines
316,2019-10-15,7430.0,Coffee Machines
317,2019-10-16,6224.0,Coffee Machines
318,2019-10-17,5133.0,Coffee Machines
319,2019-10-18,4563.0,Coffee Machines
320,2019-10-19,5891.0,Coffee Machines
321,2019-10-20,6858.0,Coffee Machines
322,2019-10-21,7437.0,Coffee Machines
323,2019-10-22,7312.0,Coffee Machines
324,2019-10-23,5844.0,Coffee Machines
325,2019-10-24,8706.0,Coffee Machines
326,2019-10-25,7074.0,Coffee Machines
327,2019-10-26,7008.0,Coffee Machines
328,2019-10-27,7397.0,Coffee Machines
329,2019-10-28,7020.0,Coffee Machines
330,2019-10-29,7805.0,Coffee Machines
331,2019-10-30,6909.0,Coffee Machines
332,2019-10-31,8859.0,Coffee Machines
333,2019-11-01,5522.0,Coffee Machines
334,2019-11-02,5522.0,Coffee Machines
335,2019-11-03,7087.0,Coffee Machines
336,2019-11-04,8966.0,Coffee Machines
337,2019-11-05,7907.0,Coffee Machines
338,2019-11-06,7907.0,Coffee Machines
339,2019-11-07,6012.0,Coffee Machines
340,2019-11-08,8399.0,Coffee Machines
341,2019-11-09,6625.0,Coffee Machines
342,2019-11-10,6848.0,Coffee Machines
343,2019-11-11,8070.0,Coffee Machines
344,2019-11-12,8219.0,Coffee Machines
345,2019-11-13,8367.0,Coffee Machines
346,2019-11-14,19127.0,Coffee Machines
347,2019-11-15,12023.0,Coffee Machines
348,2019-11-16,9151.0,Coffee Machines
349,2019-11-17,11284.0,Coffee Machines
350,2019-11-18,11339.0,Coffee Machines
351,2019-11-19,7671.0,Coffee Machines
352,2019-11-20,7671.0,Coffee Machines
353,2019-11-21,6702.0,Coffee Machines
354,2019-11-22,5523.0,Coffee Machines
355,2019-11-23,5565.0,Coffee Machines
356,2019-11-24,7670.0,Coffee Machines
357,2019-11-25,8471.0,Coffee Machines
358,2019-11-26,9872.0,Coffee Machines
359,2019-11-27,10546.0,Coffee Machines
360,2019-11-28,10546.0,Coffee Machines
361,2019-11-29,10742.0,Coffee Machines
362,2019-11-30,10742.0,Coffee Machines
363,2019-12-01,10727.0,Coffee Machines
364,2019-12-02,9141.0,Coffee Machines
365,2019-12-03,9141.0,Coffee Machines
366,2019-12-04,9141.0,Coffee Machines
367,2019-12-05,9141.0,Coffee Machines
368,2019-12-06,9141.0,Coffee Machines
369,2019-12-07,7763.0,Coffee Machines
370,2019-12-08,7763.0,Coffee Machines
371,2019-12-09,7763.0,Coffee Machines
372,2019-12-10,10037.0,Coffee Machines
373,2019-12-11,10732.0,Coffee Machines
374,2019-12-12,10732.0,Coffee Machines
375,2019-12-13,10791.0,Coffee Machines
376,2019-12-14,10791.0,Coffee Machines
377,2019-12-15,10791.0,Coffee Machines
378,2019-12-16,9928.0,Coffee Machines
379,2019-12-17,9928.0,Coffee Machines
380,2019-12-18,13784.0,Coffee Machines
381,2019-12-19,13480.0,Coffee Machines
382,2019-12-20,13477.0,Coffee Machines
383,2019-12-21,12140.0,Coffee Machines
384,2019-12-22,12140.0,Coffee Machines
385,2019-12-23,9066.0,Coffee Machines
386,2019-12-24,9487.0,Coffee Machines
387,2019-12-25,9487.0,Coffee Machines
388,2019-12-26,7466.0,Coffee Machines
389,2019-12-27,7466.0,Coffee Machines
390,2019-12-28,7466.0,Coffee Machines
391,2019-12-29,7466.0,Coffee Machines
392,2019-12-30,7466.0,Coffee Machines
393,2019-12-31,10574.0,Coffee Machines
394,2020-01-01,10574.0,Coffee Machines
395,2020-01-02,10574.0,Coffee Machines
396,2020-01-03,10574.0,Coffee Machines
397,2020-01-04,10574.0,Coffee Machines
398,2020-01-05,10574.0,Coffee Machines
399,2020-01-06,9249.0,Coffee Machines
400,2020-01-07,9249.0,Coffee Machines
401,2020-01-08,9249.0,Coffee Machines
402,2020-01-09,4732.0,Coffee Machines
403,2020-01-10,4719.0,Coffee Machines
404,2020-01-11,4719.0,Coffee Machines
405,2020-01-12,4719.0,Coffee Machines
406,2020-01-13,6820.0,Coffee Machines
407,2020-01-14,7331.0,Coffee Machines
408,2020-01-15,7331.0,Coffee Machines
409,2020-01-16,7331.0,Coffee Machines
410,2020-01-17,7331.0,Coffee Machines
411,2020-01-18,7285.0,Coffee Machines
412,2020-01-19,7285.0,Coffee Machines
413,2020-01-20,7285.0,Coffee Machines
414,2020-01-21,7285.0,Coffee Machines
415,2020-01-22,10606.0,Coffee Machines
416,2020-01-23,10606.0,Coffee Machines
417,2020-01-24,10606.0,Coffee Machines
418,2020-01-25,11028.0,Coffee Machines
419,2020-01-26,11028.0,Coffee Machines
420,2020-01-27,11028.0,Coffee Machines
421,2020-01-28,11028.0,Coffee Machines
422,2020-01-29,11028.0,Coffee Machines
423,2020-01-30,6118.0,Coffee Machines
424,2020-01-31,6118.0,Coffee Machines
425,2020-02-01,6792.0,Coffee Machines
426,2020-02-02,6792.0,Coffee Machines
427,2020-02-03,6792.0,Coffee Machines
428,2020-02-04,6792.0,Coffee Machines
429,2020-02-05,6792.0,Coffee Machines
430,2020-02-06,4687.0,Coffee Machines
431,2020-02-07,4687.0,Coffee Machines
432,2020-02-08,5521.0,Coffee Machines
433,2020-02-09,5521.0,Coffee Machines
434,2020-02-10,5521.0,Coffee Machines
435,2020-02-11,5521.0,Coffee Machines
436,2020-02-12,5216.0,Coffee Machines
437,2020-02-13,5216.0,Coffee Machines
438,2020-02-14,5216.0,Coffee Machines
439,2020-02-15,4858.0,Coffee Machines
440,2020-02-16,4858.0,Coffee Machines
441,2020-02-17,4062.0,Coffee Machines
442,2020-02-18,4062.0,Coffee Machines
443,2020-02-19,4062.0,Coffee Machines
444,2020-02-20,4062.0,Coffee Machines
445,2020-02-21,3341.0,Coffee Machines
446,2020-02-22,3870.0,Coffee Machines
447,2020-02-23,3870.0,Coffee Machines
448,2020-02-24,3870.0,Coffee Machines
449,2020-02-25,4222.0,Coffee Machines
450,2020-02-26,4222.0,Coffee Machines
451,2020-02-27,3885.0,Coffee Machines
452,2020-02-28,3885.0,Coffee Machines
453,2020-02-29,4042.0,Coffee Machines
454,2020-03-01,4042.0,Coffee Machines
455,2020-03-02,4042.0,Coffee Machines
456,2020-03-03,3883.0,Coffee Machines
457,2020-03-04,3883.0,Coffee Machines
458,2020-03-05,3804.0,Coffee Machines
459,2020-03-06,3804.0,Coffee Machines
460,2020-03-07,4539.0,Coffee Machines
461,2020-03-08,4539.0,Coffee Machines
462,2020-03-09,4539.0,Coffee Machines
463,2020-03-10,4539.0,Coffee Machines
464,2020-03-11,4539.0,Coffee Machines
465,2020-03-12,4539.0,Coffee Machines
466,2020-03-13,4539.0,Coffee Machines
467,2020-03-14,-1.0,Coffee Machines
