,date,value,name_B08175NMZQ
42,2020-02-13,2224205.0,Shower Curtain Sets
43,2020-02-14,2224205.0,Shower Curtain Sets
44,2020-02-15,2224205.0,Shower Curtain Sets
45,2020-02-16,1025386.0,Shower Curtain Sets
46,2020-02-17,1025386.0,Shower Curtain Sets
47,2020-02-18,1025386.0,Shower Curtain Sets
48,2020-02-19,1025386.0,Shower Curtain Sets
49,2020-02-20,1025386.0,Shower Curtain Sets
50,2020-02-21,1025386.0,Shower Curtain Sets
51,2020-02-22,1025386.0,Shower Curtain Sets
52,2020-02-23,1025386.0,Shower Curtain Sets
53,2020-02-24,1025386.0,Shower Curtain Sets
54,2020-02-25,1025386.0,Shower Curtain Sets
55,2020-02-26,482145.0,Shower Curtain Sets
56,2020-02-27,725403.0,Shower Curtain Sets
57,2020-02-28,725403.0,Shower Curtain Sets
58,2020-02-29,725403.0,Shower Curtain Sets
59,2020-03-01,725403.0,Shower Curtain Sets
60,2020-03-02,725403.0,Shower Curtain Sets
61,2020-03-03,725403.0,Shower Curtain Sets
62,2020-03-04,725403.0,Shower Curtain Sets
63,2020-03-05,725403.0,Shower Curtain Sets
64,2020-03-06,725403.0,Shower Curtain Sets
65,2020-03-07,725403.0,Shower Curtain Sets
66,2020-03-08,725403.0,Shower Curtain Sets
67,2020-03-09,725403.0,Shower Curtain Sets
68,2020-03-10,725403.0,Shower Curtain Sets
69,2020-03-11,725403.0,Shower Curtain Sets
70,2020-03-12,725403.0,Shower Curtain Sets
71,2020-03-13,725403.0,Shower Curtain Sets
72,2020-03-14,725403.0,Shower Curtain Sets
73,2020-03-15,725403.0,Shower Curtain Sets
74,2020-03-16,725403.0,Shower Curtain Sets
75,2020-03-17,725403.0,Shower Curtain Sets
76,2020-03-18,725403.0,Shower Curtain Sets
77,2020-03-19,725403.0,Shower Curtain Sets
78,2020-03-20,725403.0,Shower Curtain Sets
79,2020-03-21,725403.0,Shower Curtain Sets
80,2020-03-22,725403.0,Shower Curtain Sets
81,2020-03-23,725403.0,Shower Curtain Sets
82,2020-03-24,725403.0,Shower Curtain Sets
83,2020-03-25,725403.0,Shower Curtain Sets
84,2020-03-26,725403.0,Shower Curtain Sets
85,2020-03-27,725403.0,Shower Curtain Sets
86,2020-03-28,725403.0,Shower Curtain Sets
87,2020-03-29,725403.0,Shower Curtain Sets
88,2020-03-30,1307132.0,Shower Curtain Sets
89,2020-03-31,1307132.0,Shower Curtain Sets
90,2020-04-01,1307132.0,Shower Curtain Sets
91,2020-04-02,1307132.0,Shower Curtain Sets
92,2020-04-03,1307132.0,Shower Curtain Sets
93,2020-04-04,1307132.0,Shower Curtain Sets
94,2020-04-05,1307132.0,Shower Curtain Sets
95,2020-04-06,1307132.0,Shower Curtain Sets
96,2020-04-07,1307132.0,Shower Curtain Sets
97,2020-04-08,1307132.0,Shower Curtain Sets
98,2020-04-09,1307132.0,Shower Curtain Sets
99,2020-04-10,1307132.0,Shower Curtain Sets
100,2020-04-11,1307132.0,Shower Curtain Sets
101,2020-04-12,1307132.0,Shower Curtain Sets
102,2020-04-13,1307132.0,Shower Curtain Sets
103,2020-04-14,1307132.0,Shower Curtain Sets
104,2020-04-15,1307132.0,Shower Curtain Sets
105,2020-04-16,1307132.0,Shower Curtain Sets
106,2020-04-17,1307132.0,Shower Curtain Sets
107,2020-04-18,1307132.0,Shower Curtain Sets
108,2020-04-19,1307132.0,Shower Curtain Sets
109,2020-04-20,1307132.0,Shower Curtain Sets
110,2020-04-21,1307132.0,Shower Curtain Sets
111,2020-04-22,1307132.0,Shower Curtain Sets
112,2020-04-23,1307132.0,Shower Curtain Sets
113,2020-04-24,1307132.0,Shower Curtain Sets
114,2020-04-25,1307132.0,Shower Curtain Sets
115,2020-04-26,1307132.0,Shower Curtain Sets
116,2020-04-27,1307132.0,Shower Curtain Sets
117,2020-04-28,1307132.0,Shower Curtain Sets
118,2020-04-29,1307132.0,Shower Curtain Sets
119,2020-04-30,1307132.0,Shower Curtain Sets
120,2020-05-01,1307132.0,Shower Curtain Sets
121,2020-05-02,1307132.0,Shower Curtain Sets
122,2020-05-03,1307132.0,Shower Curtain Sets
123,2020-05-04,1307132.0,Shower Curtain Sets
124,2020-05-05,1307132.0,Shower Curtain Sets
125,2020-05-06,1307132.0,Shower Curtain Sets
126,2020-05-07,1307132.0,Shower Curtain Sets
127,2020-05-08,1307132.0,Shower Curtain Sets
128,2020-05-09,1307132.0,Shower Curtain Sets
129,2020-05-10,1307132.0,Shower Curtain Sets
130,2020-05-11,1307132.0,Shower Curtain Sets
131,2020-05-12,1307132.0,Shower Curtain Sets
132,2020-05-13,1307132.0,Shower Curtain Sets
133,2020-05-14,835238.0,Shower Curtain Sets
134,2020-05-15,835238.0,Shower Curtain Sets
135,2020-05-16,835238.0,Shower Curtain Sets
136,2020-05-17,835238.0,Shower Curtain Sets
137,2020-05-18,835238.0,Shower Curtain Sets
138,2020-05-19,835238.0,Shower Curtain Sets
139,2020-05-20,835238.0,Shower Curtain Sets
140,2020-05-21,835238.0,Shower Curtain Sets
141,2020-05-22,835238.0,Shower Curtain Sets
142,2020-05-23,835238.0,Shower Curtain Sets
143,2020-05-24,835238.0,Shower Curtain Sets
144,2020-05-25,835238.0,Shower Curtain Sets
145,2020-05-26,835238.0,Shower Curtain Sets
146,2020-05-27,835238.0,Shower Curtain Sets
147,2020-05-28,835238.0,Shower Curtain Sets
148,2020-05-29,835238.0,Shower Curtain Sets
149,2020-05-30,835238.0,Shower Curtain Sets
150,2020-05-31,835238.0,Shower Curtain Sets
151,2020-06-01,835238.0,Shower Curtain Sets
152,2020-06-02,835238.0,Shower Curtain Sets
153,2020-06-03,835238.0,Shower Curtain Sets
154,2020-06-04,835238.0,Shower Curtain Sets
155,2020-06-05,835238.0,Shower Curtain Sets
156,2020-06-06,835238.0,Shower Curtain Sets
157,2020-06-07,835238.0,Shower Curtain Sets
158,2020-06-08,835238.0,Shower Curtain Sets
159,2020-06-09,835238.0,Shower Curtain Sets
160,2020-06-10,835238.0,Shower Curtain Sets
161,2020-06-11,835238.0,Shower Curtain Sets
162,2020-06-12,835238.0,Shower Curtain Sets
163,2020-06-13,835238.0,Shower Curtain Sets
164,2020-06-14,835238.0,Shower Curtain Sets
165,2020-06-15,835238.0,Shower Curtain Sets
166,2020-06-16,835238.0,Shower Curtain Sets
167,2020-06-17,835238.0,Shower Curtain Sets
168,2020-06-18,835238.0,Shower Curtain Sets
169,2020-06-19,835238.0,Shower Curtain Sets
170,2020-06-20,835238.0,Shower Curtain Sets
171,2020-06-21,835238.0,Shower Curtain Sets
172,2020-06-22,835238.0,Shower Curtain Sets
173,2020-06-23,835238.0,Shower Curtain Sets
174,2020-06-24,835238.0,Shower Curtain Sets
175,2020-06-25,835238.0,Shower Curtain Sets
176,2020-06-26,835238.0,Shower Curtain Sets
177,2020-06-27,835238.0,Shower Curtain Sets
178,2020-06-28,835238.0,Shower Curtain Sets
179,2020-06-29,835238.0,Shower Curtain Sets
180,2020-06-30,835238.0,Shower Curtain Sets
181,2020-07-01,835238.0,Shower Curtain Sets
182,2020-07-02,835238.0,Shower Curtain Sets
183,2020-07-03,835238.0,Shower Curtain Sets
184,2020-07-04,835238.0,Shower Curtain Sets
185,2020-07-05,835238.0,Shower Curtain Sets
186,2020-07-06,835238.0,Shower Curtain Sets
187,2020-07-07,835238.0,Shower Curtain Sets
188,2020-07-08,835238.0,Shower Curtain Sets
189,2020-07-09,835238.0,Shower Curtain Sets
190,2020-07-10,835238.0,Shower Curtain Sets
191,2020-07-11,835238.0,Shower Curtain Sets
192,2020-07-12,835238.0,Shower Curtain Sets
193,2020-07-13,835238.0,Shower Curtain Sets
194,2020-07-14,835238.0,Shower Curtain Sets
195,2020-07-15,835238.0,Shower Curtain Sets
196,2020-07-16,835238.0,Shower Curtain Sets
197,2020-07-17,835238.0,Shower Curtain Sets
198,2020-07-18,835238.0,Shower Curtain Sets
199,2020-07-19,835238.0,Shower Curtain Sets
200,2020-07-20,835238.0,Shower Curtain Sets
201,2020-07-21,835238.0,Shower Curtain Sets
202,2020-07-22,835238.0,Shower Curtain Sets
203,2020-07-23,835238.0,Shower Curtain Sets
204,2020-07-24,835238.0,Shower Curtain Sets
205,2020-07-25,835238.0,Shower Curtain Sets
206,2020-07-26,835238.0,Shower Curtain Sets
207,2020-07-27,835238.0,Shower Curtain Sets
208,2020-07-28,835238.0,Shower Curtain Sets
209,2020-07-29,835238.0,Shower Curtain Sets
210,2020-07-30,835238.0,Shower Curtain Sets
211,2020-07-31,835238.0,Shower Curtain Sets
212,2020-08-01,835238.0,Shower Curtain Sets
213,2020-08-02,835238.0,Shower Curtain Sets
214,2020-08-03,835238.0,Shower Curtain Sets
215,2020-08-04,835238.0,Shower Curtain Sets
216,2020-08-05,835238.0,Shower Curtain Sets
217,2020-08-06,835238.0,Shower Curtain Sets
218,2020-08-07,835238.0,Shower Curtain Sets
219,2020-08-08,835238.0,Shower Curtain Sets
220,2020-08-09,835238.0,Shower Curtain Sets
221,2020-08-10,835238.0,Shower Curtain Sets
222,2020-08-11,835238.0,Shower Curtain Sets
223,2020-08-12,835238.0,Shower Curtain Sets
224,2020-08-13,835238.0,Shower Curtain Sets
225,2020-08-14,835238.0,Shower Curtain Sets
226,2020-08-15,835238.0,Shower Curtain Sets
227,2020-08-16,835238.0,Shower Curtain Sets
228,2020-08-17,835238.0,Shower Curtain Sets
229,2020-08-18,835238.0,Shower Curtain Sets
230,2020-08-19,835238.0,Shower Curtain Sets
231,2020-08-20,835238.0,Shower Curtain Sets
232,2020-08-21,835238.0,Shower Curtain Sets
233,2020-08-22,835238.0,Shower Curtain Sets
234,2020-08-23,835238.0,Shower Curtain Sets
235,2020-08-24,835238.0,Shower Curtain Sets
236,2020-08-25,835238.0,Shower Curtain Sets
237,2020-08-26,835238.0,Shower Curtain Sets
238,2020-08-27,835238.0,Shower Curtain Sets
239,2020-08-28,835238.0,Shower Curtain Sets
240,2020-08-29,835238.0,Shower Curtain Sets
241,2020-08-30,835238.0,Shower Curtain Sets
242,2020-08-31,835238.0,Shower Curtain Sets
243,2020-09-01,835238.0,Shower Curtain Sets
244,2020-09-02,835238.0,Shower Curtain Sets
245,2020-09-03,835238.0,Shower Curtain Sets
246,2020-09-04,835238.0,Shower Curtain Sets
247,2020-09-05,835238.0,Shower Curtain Sets
248,2020-09-06,835238.0,Shower Curtain Sets
249,2020-09-07,835238.0,Shower Curtain Sets
250,2020-09-08,835238.0,Shower Curtain Sets
251,2020-09-09,835238.0,Shower Curtain Sets
252,2020-09-10,835238.0,Shower Curtain Sets
253,2020-09-11,835238.0,Shower Curtain Sets
254,2020-09-12,835238.0,Shower Curtain Sets
255,2020-09-13,835238.0,Shower Curtain Sets
256,2020-09-14,835238.0,Shower Curtain Sets
257,2020-09-15,835238.0,Shower Curtain Sets
258,2020-09-16,835238.0,Shower Curtain Sets
259,2020-09-17,835238.0,Shower Curtain Sets
260,2020-09-18,835238.0,Shower Curtain Sets
261,2020-09-19,835238.0,Shower Curtain Sets
262,2020-09-20,835238.0,Shower Curtain Sets
263,2020-09-21,835238.0,Shower Curtain Sets
264,2020-09-22,835238.0,Shower Curtain Sets
265,2020-09-23,835238.0,Shower Curtain Sets
266,2020-09-24,835238.0,Shower Curtain Sets
267,2020-09-25,835238.0,Shower Curtain Sets
268,2020-09-26,835238.0,Shower Curtain Sets
269,2020-09-27,835238.0,Shower Curtain Sets
270,2020-09-28,835238.0,Shower Curtain Sets
271,2020-09-29,835238.0,Shower Curtain Sets
272,2020-09-30,835238.0,Shower Curtain Sets
273,2020-10-01,835238.0,Shower Curtain Sets
274,2020-10-02,835238.0,Shower Curtain Sets
275,2020-10-03,835238.0,Shower Curtain Sets
276,2020-10-04,835238.0,Shower Curtain Sets
277,2020-10-05,835238.0,Shower Curtain Sets
278,2020-10-06,835238.0,Shower Curtain Sets
279,2020-10-07,835238.0,Shower Curtain Sets
280,2020-10-08,835238.0,Shower Curtain Sets
281,2020-10-09,835238.0,Shower Curtain Sets
282,2020-10-10,835238.0,Shower Curtain Sets
283,2020-10-11,835238.0,Shower Curtain Sets
284,2020-10-12,835238.0,Shower Curtain Sets
285,2020-10-13,835238.0,Shower Curtain Sets
286,2020-10-14,835238.0,Shower Curtain Sets
287,2020-10-15,835238.0,Shower Curtain Sets
288,2020-10-16,835238.0,Shower Curtain Sets
289,2020-10-17,835238.0,Shower Curtain Sets
290,2020-10-18,835238.0,Shower Curtain Sets
291,2020-10-19,835238.0,Shower Curtain Sets
292,2020-10-20,835238.0,Shower Curtain Sets
293,2020-10-21,835238.0,Shower Curtain Sets
294,2020-10-22,835238.0,Shower Curtain Sets
295,2020-10-23,835238.0,Shower Curtain Sets
296,2020-10-24,835238.0,Shower Curtain Sets
297,2020-10-25,835238.0,Shower Curtain Sets
298,2020-10-26,835238.0,Shower Curtain Sets
299,2020-10-27,835238.0,Shower Curtain Sets
300,2020-10-28,835238.0,Shower Curtain Sets
301,2020-10-29,835238.0,Shower Curtain Sets
302,2020-10-30,835238.0,Shower Curtain Sets
303,2020-10-31,835238.0,Shower Curtain Sets
304,2020-11-01,835238.0,Shower Curtain Sets
305,2020-11-02,835238.0,Shower Curtain Sets
306,2020-11-03,835238.0,Shower Curtain Sets
307,2020-11-04,835238.0,Shower Curtain Sets
308,2020-11-05,1243661.0,Shower Curtain Sets
309,2020-11-06,1243661.0,Shower Curtain Sets
310,2020-11-07,1243661.0,Shower Curtain Sets
311,2020-11-08,1243661.0,Shower Curtain Sets
312,2020-11-09,1243661.0,Shower Curtain Sets
313,2020-11-10,1243661.0,Shower Curtain Sets
314,2020-11-11,1243661.0,Shower Curtain Sets
315,2020-11-12,1243661.0,Shower Curtain Sets
316,2020-11-13,1243661.0,Shower Curtain Sets
317,2020-11-14,1243661.0,Shower Curtain Sets
318,2020-11-15,1243661.0,Shower Curtain Sets
319,2020-11-16,1243661.0,Shower Curtain Sets
320,2020-11-17,1243661.0,Shower Curtain Sets
321,2020-11-18,1243661.0,Shower Curtain Sets
322,2020-11-19,1243661.0,Shower Curtain Sets
323,2020-11-20,1243661.0,Shower Curtain Sets
324,2020-11-21,1243661.0,Shower Curtain Sets
325,2020-11-22,1243661.0,Shower Curtain Sets
326,2020-11-23,1243661.0,Shower Curtain Sets
327,2020-11-24,1243661.0,Shower Curtain Sets
328,2020-11-25,1243661.0,Shower Curtain Sets
329,2020-11-26,1243661.0,Shower Curtain Sets
330,2020-11-27,1243661.0,Shower Curtain Sets
331,2020-11-28,1243661.0,Shower Curtain Sets
332,2020-11-29,1243661.0,Shower Curtain Sets
333,2020-11-30,1243661.0,Shower Curtain Sets
334,2020-12-01,1243661.0,Shower Curtain Sets
335,2020-12-02,1243661.0,Shower Curtain Sets
336,2020-12-03,1243661.0,Shower Curtain Sets
337,2020-12-04,1243661.0,Shower Curtain Sets
338,2020-12-05,1243661.0,Shower Curtain Sets
339,2020-12-06,1243661.0,Shower Curtain Sets
340,2020-12-07,1243661.0,Shower Curtain Sets
341,2020-12-08,1243661.0,Shower Curtain Sets
342,2020-12-09,1243661.0,Shower Curtain Sets
343,2020-12-10,1253821.0,Shower Curtain Sets
344,2020-12-11,1253821.0,Shower Curtain Sets
345,2020-12-12,1253821.0,Shower Curtain Sets
346,2020-12-13,1253821.0,Shower Curtain Sets
347,2020-12-14,1253821.0,Shower Curtain Sets
348,2020-12-15,1253821.0,Shower Curtain Sets
349,2020-12-16,1253821.0,Shower Curtain Sets
350,2020-12-17,1253821.0,Shower Curtain Sets
351,2020-12-18,1253821.0,Shower Curtain Sets
352,2020-12-19,1253821.0,Shower Curtain Sets
353,2020-12-20,1253821.0,Shower Curtain Sets
354,2020-12-21,1253821.0,Shower Curtain Sets
355,2020-12-22,1253821.0,Shower Curtain Sets
356,2020-12-23,1804961.0,Shower Curtain Sets
357,2020-12-24,1804961.0,Shower Curtain Sets
358,2020-12-25,1804961.0,Shower Curtain Sets
359,2020-12-26,1804961.0,Shower Curtain Sets
360,2020-12-27,1804961.0,Shower Curtain Sets
361,2020-12-28,1804961.0,Shower Curtain Sets
362,2020-12-29,1804961.0,Shower Curtain Sets
363,2020-12-30,1804961.0,Shower Curtain Sets
364,2020-12-31,1804961.0,Shower Curtain Sets
365,2021-01-01,1804961.0,Shower Curtain Sets
366,2021-01-02,1804961.0,Shower Curtain Sets
367,2021-01-03,1804961.0,Shower Curtain Sets
368,2021-01-04,1804961.0,Shower Curtain Sets
369,2021-01-05,1804961.0,Shower Curtain Sets
370,2021-01-06,1804961.0,Shower Curtain Sets
371,2021-01-07,1804961.0,Shower Curtain Sets
372,2021-01-08,1804961.0,Shower Curtain Sets
373,2021-01-09,1804961.0,Shower Curtain Sets
374,2021-01-10,1804961.0,Shower Curtain Sets
375,2021-01-11,1804961.0,Shower Curtain Sets
376,2021-01-12,1804961.0,Shower Curtain Sets
377,2021-01-13,1804961.0,Shower Curtain Sets
378,2021-01-14,1804961.0,Shower Curtain Sets
379,2021-01-15,1804961.0,Shower Curtain Sets
380,2021-01-16,1804961.0,Shower Curtain Sets
381,2021-01-17,1804961.0,Shower Curtain Sets
382,2021-01-18,1804961.0,Shower Curtain Sets
383,2021-01-19,1804961.0,Shower Curtain Sets
384,2021-01-20,1804961.0,Shower Curtain Sets
385,2021-01-21,1804961.0,Shower Curtain Sets
386,2021-01-22,1804961.0,Shower Curtain Sets
387,2021-01-23,1804961.0,Shower Curtain Sets
388,2021-01-24,1804961.0,Shower Curtain Sets
389,2021-01-25,1804961.0,Shower Curtain Sets
390,2021-01-26,1804961.0,Shower Curtain Sets
391,2021-01-27,1804961.0,Shower Curtain Sets
392,2021-01-28,1804961.0,Shower Curtain Sets
393,2021-01-29,1804961.0,Shower Curtain Sets
394,2021-01-30,1804961.0,Shower Curtain Sets
395,2021-01-31,1804961.0,Shower Curtain Sets
396,2021-02-01,1804961.0,Shower Curtain Sets
397,2021-02-02,1804961.0,Shower Curtain Sets
398,2021-02-03,1804961.0,Shower Curtain Sets
399,2021-02-04,1804961.0,Shower Curtain Sets
400,2021-02-05,1804961.0,Shower Curtain Sets
401,2021-02-06,1804961.0,Shower Curtain Sets
402,2021-02-07,1804961.0,Shower Curtain Sets
403,2021-02-08,1804961.0,Shower Curtain Sets
404,2021-02-09,1804961.0,Shower Curtain Sets
405,2021-02-10,1804961.0,Shower Curtain Sets
406,2021-02-11,1804961.0,Shower Curtain Sets
407,2021-02-12,1804961.0,Shower Curtain Sets
408,2021-02-13,1804961.0,Shower Curtain Sets
409,2021-02-14,1804961.0,Shower Curtain Sets
410,2021-02-15,1804961.0,Shower Curtain Sets
411,2021-02-16,1804961.0,Shower Curtain Sets
412,2021-02-17,1804961.0,Shower Curtain Sets
413,2021-02-18,1804961.0,Shower Curtain Sets
414,2021-02-19,1804961.0,Shower Curtain Sets
415,2021-02-20,1804961.0,Shower Curtain Sets
416,2021-02-21,1804961.0,Shower Curtain Sets
417,2021-02-22,1804961.0,Shower Curtain Sets
418,2021-02-23,1804961.0,Shower Curtain Sets
419,2021-02-24,1804961.0,Shower Curtain Sets
420,2021-02-25,1804961.0,Shower Curtain Sets
421,2021-02-26,1804961.0,Shower Curtain Sets
422,2021-02-27,1804961.0,Shower Curtain Sets
423,2021-02-28,1804961.0,Shower Curtain Sets
424,2021-03-01,1804961.0,Shower Curtain Sets
425,2021-03-02,1804961.0,Shower Curtain Sets
426,2021-03-03,1804961.0,Shower Curtain Sets
427,2021-03-04,1804961.0,Shower Curtain Sets
428,2021-03-05,1804961.0,Shower Curtain Sets
429,2021-03-06,1804961.0,Shower Curtain Sets
430,2021-03-07,1804961.0,Shower Curtain Sets
431,2021-03-08,1804961.0,Shower Curtain Sets
432,2021-03-09,1804961.0,Shower Curtain Sets
433,2021-03-10,1804961.0,Shower Curtain Sets
434,2021-03-11,1804961.0,Shower Curtain Sets
435,2021-03-12,1804961.0,Shower Curtain Sets
436,2021-03-13,1804961.0,Shower Curtain Sets
437,2021-03-14,1804961.0,Shower Curtain Sets
438,2021-03-15,1804961.0,Shower Curtain Sets
439,2021-03-16,1804961.0,Shower Curtain Sets
440,2021-03-17,1804961.0,Shower Curtain Sets
441,2021-03-18,1804961.0,Shower Curtain Sets
442,2021-03-19,1804961.0,Shower Curtain Sets
443,2021-03-20,1804961.0,Shower Curtain Sets
444,2021-03-21,1804961.0,Shower Curtain Sets
445,2021-03-22,1804961.0,Shower Curtain Sets
446,2021-03-23,1804961.0,Shower Curtain Sets
447,2021-03-24,1804961.0,Shower Curtain Sets
448,2021-03-25,1804961.0,Shower Curtain Sets
449,2021-03-26,1804961.0,Shower Curtain Sets
450,2021-03-27,1804961.0,Shower Curtain Sets
451,2021-03-28,1804961.0,Shower Curtain Sets
452,2021-03-29,1804961.0,Shower Curtain Sets
453,2021-03-30,1804961.0,Shower Curtain Sets
454,2021-03-31,13522.0,Shower Curtain Sets
455,2021-04-01,13522.0,Shower Curtain Sets
456,2021-04-02,14950.0,Shower Curtain Sets
457,2021-04-03,14950.0,Shower Curtain Sets
458,2021-04-04,15784.0,Shower Curtain Sets
459,2021-04-05,15784.0,Shower Curtain Sets
460,2021-04-06,15784.0,Shower Curtain Sets
461,2021-04-07,15784.0,Shower Curtain Sets
462,2021-04-08,15784.0,Shower Curtain Sets
463,2021-04-09,15784.0,Shower Curtain Sets
464,2021-04-10,15784.0,Shower Curtain Sets
465,2021-04-11,15784.0,Shower Curtain Sets
466,2021-04-12,25946.0,Shower Curtain Sets
467,2021-04-13,25946.0,Shower Curtain Sets
468,2021-04-14,25946.0,Shower Curtain Sets
469,2021-04-15,25946.0,Shower Curtain Sets
470,2021-04-16,25946.0,Shower Curtain Sets
471,2021-04-17,25946.0,Shower Curtain Sets
472,2021-04-18,25946.0,Shower Curtain Sets
473,2021-04-19,25946.0,Shower Curtain Sets
474,2021-04-20,25946.0,Shower Curtain Sets
475,2021-04-21,11135.0,Shower Curtain Sets
476,2021-04-22,11135.0,Shower Curtain Sets
477,2021-04-23,11135.0,Shower Curtain Sets
478,2021-04-24,11135.0,Shower Curtain Sets
479,2021-04-25,8825.0,Shower Curtain Sets
480,2021-04-26,8825.0,Shower Curtain Sets
481,2021-04-27,8825.0,Shower Curtain Sets
482,2021-04-28,8825.0,Shower Curtain Sets
483,2021-04-29,18553.0,Shower Curtain Sets
484,2021-04-30,18553.0,Shower Curtain Sets
485,2021-05-01,18553.0,Shower Curtain Sets
486,2021-05-02,18553.0,Shower Curtain Sets
487,2021-05-03,21808.0,Shower Curtain Sets
488,2021-05-04,21808.0,Shower Curtain Sets
489,2021-05-05,21808.0,Shower Curtain Sets
490,2021-05-06,21808.0,Shower Curtain Sets
491,2021-05-07,21808.0,Shower Curtain Sets
492,2021-05-08,21808.0,Shower Curtain Sets
493,2021-05-09,21808.0,Shower Curtain Sets
494,2021-05-10,17569.0,Shower Curtain Sets
495,2021-05-11,17569.0,Shower Curtain Sets
496,2021-05-12,17569.0,Shower Curtain Sets
497,2021-05-13,17569.0,Shower Curtain Sets
498,2021-05-14,17569.0,Shower Curtain Sets
499,2021-05-15,17569.0,Shower Curtain Sets
500,2021-05-16,17569.0,Shower Curtain Sets
501,2021-05-17,17569.0,Shower Curtain Sets
502,2021-05-18,17569.0,Shower Curtain Sets
503,2021-05-19,22030.0,Shower Curtain Sets
504,2021-05-20,22612.0,Shower Curtain Sets
505,2021-05-21,22612.0,Shower Curtain Sets
506,2021-05-22,22612.0,Shower Curtain Sets
507,2021-05-23,22612.0,Shower Curtain Sets
508,2021-05-24,23568.0,Shower Curtain Sets
509,2021-05-25,23865.0,Shower Curtain Sets
510,2021-05-26,23865.0,Shower Curtain Sets
511,2021-05-27,23865.0,Shower Curtain Sets
512,2021-05-28,10471.0,Shower Curtain Sets
513,2021-05-29,10471.0,Shower Curtain Sets
514,2021-05-30,10471.0,Shower Curtain Sets
515,2021-05-31,10471.0,Shower Curtain Sets
516,2021-06-01,10471.0,Shower Curtain Sets
517,2021-06-02,10471.0,Shower Curtain Sets
518,2021-06-03,10471.0,Shower Curtain Sets
519,2021-06-04,10471.0,Shower Curtain Sets
520,2021-06-05,10471.0,Shower Curtain Sets
521,2021-06-06,10471.0,Shower Curtain Sets
522,2021-06-07,10471.0,Shower Curtain Sets
523,2021-06-08,10471.0,Shower Curtain Sets
524,2021-06-09,10471.0,Shower Curtain Sets
525,2021-06-10,10471.0,Shower Curtain Sets
526,2021-06-11,10471.0,Shower Curtain Sets
527,2021-06-12,10471.0,Shower Curtain Sets
528,2021-06-13,10471.0,Shower Curtain Sets
529,2021-06-14,10471.0,Shower Curtain Sets
530,2021-06-15,10471.0,Shower Curtain Sets
531,2021-06-16,10471.0,Shower Curtain Sets
532,2021-06-17,10471.0,Shower Curtain Sets
533,2021-06-18,10471.0,Shower Curtain Sets
534,2021-06-19,10471.0,Shower Curtain Sets
535,2021-06-20,2104101.0,Shower Curtain Sets
536,2021-06-21,2104101.0,Shower Curtain Sets
537,2021-06-22,2104101.0,Shower Curtain Sets
538,2021-06-23,2104101.0,Shower Curtain Sets
539,2021-06-24,2104101.0,Shower Curtain Sets
540,2021-06-25,2104101.0,Shower Curtain Sets
541,2021-06-26,2104101.0,Shower Curtain Sets
542,2021-06-27,2104101.0,Shower Curtain Sets
543,2021-06-28,2104101.0,Shower Curtain Sets
544,2021-06-29,2104101.0,Shower Curtain Sets
545,2021-06-30,2104101.0,Shower Curtain Sets
546,2021-07-01,2104101.0,Shower Curtain Sets
547,2021-07-02,2104101.0,Shower Curtain Sets
548,2021-07-03,2104101.0,Shower Curtain Sets
