,date,value,name_B084FL1LVJ
107,2020-05-21,59242.0,Garment Covers
108,2020-05-22,59242.0,Garment Covers
109,2020-05-23,59242.0,Garment Covers
110,2020-05-24,50876.0,Garment Covers
111,2020-05-25,50876.0,Garment Covers
112,2020-05-26,50876.0,Garment Covers
113,2020-05-27,50876.0,Garment Covers
114,2020-05-28,50876.0,Garment Covers
115,2020-05-29,49888.0,Garment Covers
116,2020-05-30,49888.0,Garment Covers
117,2020-05-31,49888.0,Garment Covers
118,2020-06-01,49888.0,Garment Covers
119,2020-06-02,56251.0,Garment Covers
120,2020-06-03,56251.0,Garment Covers
121,2020-06-04,56251.0,Garment Covers
122,2020-06-05,82719.0,Garment Covers
123,2020-06-06,48193.0,Garment Covers
124,2020-06-07,48193.0,Garment Covers
125,2020-06-08,48193.0,Garment Covers
126,2020-06-09,48193.0,Garment Covers
127,2020-06-10,48193.0,Garment Covers
128,2020-06-11,78384.0,Garment Covers
129,2020-06-12,62488.0,Garment Covers
130,2020-06-13,47018.0,Garment Covers
131,2020-06-14,47018.0,Garment Covers
132,2020-06-15,70253.0,Garment Covers
133,2020-06-16,70253.0,Garment Covers
134,2020-06-17,70253.0,Garment Covers
135,2020-06-18,69769.0,Garment Covers
136,2020-06-19,57199.0,Garment Covers
137,2020-06-20,57199.0,Garment Covers
138,2020-06-21,57199.0,Garment Covers
139,2020-06-22,57199.0,Garment Covers
140,2020-06-23,63274.0,Garment Covers
141,2020-06-24,63274.0,Garment Covers
142,2020-06-25,63274.0,Garment Covers
143,2020-06-26,44797.0,Garment Covers
144,2020-06-27,44797.0,Garment Covers
145,2020-06-28,44797.0,Garment Covers
146,2020-06-29,44797.0,Garment Covers
147,2020-06-30,44797.0,Garment Covers
148,2020-07-01,47200.0,Garment Covers
149,2020-07-02,48552.0,Garment Covers
150,2020-07-03,74346.0,Garment Covers
151,2020-07-04,63510.0,Garment Covers
152,2020-07-05,56018.0,Garment Covers
153,2020-07-06,56018.0,Garment Covers
154,2020-07-07,46827.0,Garment Covers
155,2020-07-08,55667.0,Garment Covers
156,2020-07-09,55667.0,Garment Covers
157,2020-07-10,64687.0,Garment Covers
158,2020-07-11,64687.0,Garment Covers
159,2020-07-12,64687.0,Garment Covers
160,2020-07-13,68373.0,Garment Covers
161,2020-07-14,48876.0,Garment Covers
162,2020-07-15,48876.0,Garment Covers
163,2020-07-16,48876.0,Garment Covers
164,2020-07-17,76823.0,Garment Covers
165,2020-07-18,63266.0,Garment Covers
166,2020-07-19,63266.0,Garment Covers
167,2020-07-20,63266.0,Garment Covers
168,2020-07-21,49891.0,Garment Covers
169,2020-07-22,73493.0,Garment Covers
170,2020-07-23,56408.0,Garment Covers
171,2020-07-24,56141.0,Garment Covers
172,2020-07-25,56141.0,Garment Covers
173,2020-07-26,75562.0,Garment Covers
174,2020-07-27,75562.0,Garment Covers
175,2020-07-28,75562.0,Garment Covers
176,2020-07-29,82172.0,Garment Covers
177,2020-07-30,82172.0,Garment Covers
178,2020-07-31,48217.0,Garment Covers
179,2020-08-01,51551.0,Garment Covers
180,2020-08-02,71489.0,Garment Covers
181,2020-08-03,71489.0,Garment Covers
182,2020-08-04,71489.0,Garment Covers
183,2020-08-05,71489.0,Garment Covers
184,2020-08-06,76076.0,Garment Covers
185,2020-08-07,69329.0,Garment Covers
186,2020-08-08,81275.0,Garment Covers
187,2020-08-09,81275.0,Garment Covers
188,2020-08-10,64101.0,Garment Covers
189,2020-08-11,62987.0,Garment Covers
190,2020-08-12,62987.0,Garment Covers
191,2020-08-13,62987.0,Garment Covers
192,2020-08-14,52252.0,Garment Covers
193,2020-08-15,67204.0,Garment Covers
194,2020-08-16,101035.0,Garment Covers
195,2020-08-17,79907.0,Garment Covers
196,2020-08-18,79907.0,Garment Covers
197,2020-08-19,73743.0,Garment Covers
198,2020-08-20,92338.0,Garment Covers
199,2020-08-21,92338.0,Garment Covers
200,2020-08-22,108816.0,Garment Covers
201,2020-08-23,108816.0,Garment Covers
202,2020-08-24,108816.0,Garment Covers
203,2020-08-25,68406.0,Garment Covers
204,2020-08-26,68406.0,Garment Covers
205,2020-08-27,68406.0,Garment Covers
206,2020-08-28,68406.0,Garment Covers
207,2020-08-29,68406.0,Garment Covers
208,2020-08-30,68406.0,Garment Covers
209,2020-08-31,74813.0,Garment Covers
210,2020-09-01,74813.0,Garment Covers
211,2020-09-02,74813.0,Garment Covers
212,2020-09-03,46120.0,Garment Covers
213,2020-09-04,46120.0,Garment Covers
214,2020-09-05,46120.0,Garment Covers
215,2020-09-06,86128.0,Garment Covers
216,2020-09-07,86128.0,Garment Covers
217,2020-09-08,86128.0,Garment Covers
218,2020-09-09,56790.0,Garment Covers
219,2020-09-10,65830.0,Garment Covers
220,2020-09-11,65830.0,Garment Covers
221,2020-09-12,65830.0,Garment Covers
222,2020-09-13,61309.0,Garment Covers
223,2020-09-14,61309.0,Garment Covers
224,2020-09-15,61309.0,Garment Covers
225,2020-09-16,43208.0,Garment Covers
226,2020-09-17,43208.0,Garment Covers
227,2020-09-18,43208.0,Garment Covers
228,2020-09-19,43208.0,Garment Covers
229,2020-09-20,86942.0,Garment Covers
230,2020-09-21,86942.0,Garment Covers
231,2020-09-22,86942.0,Garment Covers
232,2020-09-23,86942.0,Garment Covers
233,2020-09-24,86942.0,Garment Covers
234,2020-09-25,56405.0,Garment Covers
235,2020-09-26,56405.0,Garment Covers
236,2020-09-27,56405.0,Garment Covers
237,2020-09-28,36583.0,Garment Covers
238,2020-09-29,30491.0,Garment Covers
239,2020-09-30,30491.0,Garment Covers
240,2020-10-01,30491.0,Garment Covers
241,2020-10-02,31774.0,Garment Covers
242,2020-10-03,31774.0,Garment Covers
243,2020-10-04,31774.0,Garment Covers
244,2020-10-05,31774.0,Garment Covers
245,2020-10-06,27981.0,Garment Covers
246,2020-10-07,27981.0,Garment Covers
247,2020-10-08,27981.0,Garment Covers
248,2020-10-09,27981.0,Garment Covers
249,2020-10-10,27981.0,Garment Covers
250,2020-10-11,27981.0,Garment Covers
251,2020-10-12,40857.0,Garment Covers
252,2020-10-13,40857.0,Garment Covers
253,2020-10-14,40857.0,Garment Covers
254,2020-10-15,40857.0,Garment Covers
255,2020-10-16,40857.0,Garment Covers
256,2020-10-17,39176.0,Garment Covers
257,2020-10-18,39176.0,Garment Covers
258,2020-10-19,39176.0,Garment Covers
259,2020-10-20,39176.0,Garment Covers
260,2020-10-21,36889.0,Garment Covers
261,2020-10-22,36889.0,Garment Covers
262,2020-10-23,31309.0,Garment Covers
263,2020-10-24,31309.0,Garment Covers
264,2020-10-25,22509.0,Garment Covers
265,2020-10-26,22509.0,Garment Covers
266,2020-10-27,22509.0,Garment Covers
267,2020-10-28,22119.0,Garment Covers
268,2020-10-29,28860.0,Garment Covers
269,2020-10-30,28860.0,Garment Covers
270,2020-10-31,35509.0,Garment Covers
271,2020-11-01,35509.0,Garment Covers
272,2020-11-02,34130.0,Garment Covers
273,2020-11-03,34130.0,Garment Covers
274,2020-11-04,33481.0,Garment Covers
275,2020-11-05,28320.0,Garment Covers
276,2020-11-06,28320.0,Garment Covers
277,2020-11-07,32250.0,Garment Covers
278,2020-11-08,32250.0,Garment Covers
279,2020-11-09,32250.0,Garment Covers
280,2020-11-10,29655.0,Garment Covers
281,2020-11-11,35478.0,Garment Covers
282,2020-11-12,35478.0,Garment Covers
283,2020-11-13,35478.0,Garment Covers
284,2020-11-14,31617.0,Garment Covers
285,2020-11-15,34333.0,Garment Covers
286,2020-11-16,32790.0,Garment Covers
287,2020-11-17,32790.0,Garment Covers
288,2020-11-18,32790.0,Garment Covers
289,2020-11-19,32790.0,Garment Covers
290,2020-11-20,32790.0,Garment Covers
291,2020-11-21,44129.0,Garment Covers
292,2020-11-22,44129.0,Garment Covers
293,2020-11-23,44129.0,Garment Covers
294,2020-11-24,44129.0,Garment Covers
295,2020-11-25,44129.0,Garment Covers
296,2020-11-26,44129.0,Garment Covers
297,2020-11-27,44120.0,Garment Covers
298,2020-11-28,44120.0,Garment Covers
299,2020-11-29,44120.0,Garment Covers
300,2020-11-30,51147.0,Garment Covers
301,2020-12-01,60802.0,Garment Covers
302,2020-12-02,60802.0,Garment Covers
303,2020-12-03,60802.0,Garment Covers
304,2020-12-04,50954.0,Garment Covers
305,2020-12-05,62968.0,Garment Covers
306,2020-12-06,62968.0,Garment Covers
307,2020-12-07,62968.0,Garment Covers
308,2020-12-08,49889.0,Garment Covers
309,2020-12-09,49889.0,Garment Covers
310,2020-12-10,49889.0,Garment Covers
311,2020-12-11,49889.0,Garment Covers
312,2020-12-12,49889.0,Garment Covers
313,2020-12-13,62956.0,Garment Covers
314,2020-12-14,62956.0,Garment Covers
315,2020-12-15,56276.0,Garment Covers
316,2020-12-16,56276.0,Garment Covers
317,2020-12-17,47713.0,Garment Covers
318,2020-12-18,41476.0,Garment Covers
319,2020-12-19,50893.0,Garment Covers
320,2020-12-20,43686.0,Garment Covers
321,2020-12-21,57920.0,Garment Covers
322,2020-12-22,38649.0,Garment Covers
323,2020-12-23,53821.0,Garment Covers
324,2020-12-24,53534.0,Garment Covers
325,2020-12-25,49430.0,Garment Covers
326,2020-12-26,44169.0,Garment Covers
327,2020-12-27,33003.0,Garment Covers
328,2020-12-28,44617.0,Garment Covers
329,2020-12-29,32104.0,Garment Covers
330,2020-12-30,44064.0,Garment Covers
331,2020-12-31,64434.0,Garment Covers
332,2021-01-01,59156.0,Garment Covers
333,2021-01-02,75403.0,Garment Covers
334,2021-01-03,55272.0,Garment Covers
335,2021-01-04,55272.0,Garment Covers
336,2021-01-05,55272.0,Garment Covers
337,2021-01-06,55272.0,Garment Covers
338,2021-01-07,55272.0,Garment Covers
339,2021-01-08,36226.0,Garment Covers
340,2021-01-09,36226.0,Garment Covers
341,2021-01-10,36226.0,Garment Covers
342,2021-01-11,33685.0,Garment Covers
343,2021-01-12,33685.0,Garment Covers
344,2021-01-13,33685.0,Garment Covers
345,2021-01-14,33685.0,Garment Covers
346,2021-01-15,33685.0,Garment Covers
347,2021-01-16,36327.0,Garment Covers
348,2021-01-17,36327.0,Garment Covers
349,2021-01-18,36327.0,Garment Covers
350,2021-01-19,36327.0,Garment Covers
351,2021-01-20,37071.0,Garment Covers
352,2021-01-21,37071.0,Garment Covers
353,2021-01-22,37071.0,Garment Covers
354,2021-01-23,37071.0,Garment Covers
355,2021-01-24,37071.0,Garment Covers
356,2021-01-25,37071.0,Garment Covers
357,2021-01-26,27075.0,Garment Covers
358,2021-01-27,27075.0,Garment Covers
359,2021-01-28,36513.0,Garment Covers
360,2021-01-29,36513.0,Garment Covers
361,2021-01-30,36513.0,Garment Covers
362,2021-01-31,28473.0,Garment Covers
363,2021-02-01,31938.0,Garment Covers
364,2021-02-02,31938.0,Garment Covers
365,2021-02-03,31938.0,Garment Covers
366,2021-02-04,31938.0,Garment Covers
367,2021-02-05,34744.0,Garment Covers
368,2021-02-06,34744.0,Garment Covers
369,2021-02-07,25741.0,Garment Covers
370,2021-02-08,25741.0,Garment Covers
371,2021-02-09,25741.0,Garment Covers
372,2021-02-10,25741.0,Garment Covers
373,2021-02-11,25741.0,Garment Covers
374,2021-02-12,20587.0,Garment Covers
375,2021-02-13,20587.0,Garment Covers
376,2021-02-14,20587.0,Garment Covers
377,2021-02-15,20587.0,Garment Covers
378,2021-02-16,20587.0,Garment Covers
379,2021-02-17,22740.0,Garment Covers
380,2021-02-18,22740.0,Garment Covers
381,2021-02-19,25278.0,Garment Covers
382,2021-02-20,25278.0,Garment Covers
383,2021-02-21,25278.0,Garment Covers
384,2021-02-22,28712.0,Garment Covers
385,2021-02-23,23407.0,Garment Covers
386,2021-02-24,23407.0,Garment Covers
387,2021-02-25,19956.0,Garment Covers
388,2021-02-26,19956.0,Garment Covers
389,2021-02-27,19956.0,Garment Covers
390,2021-02-28,19956.0,Garment Covers
391,2021-03-01,21033.0,Garment Covers
392,2021-03-02,22786.0,Garment Covers
393,2021-03-03,22786.0,Garment Covers
394,2021-03-04,22786.0,Garment Covers
395,2021-03-05,22786.0,Garment Covers
396,2021-03-06,28647.0,Garment Covers
397,2021-03-07,28647.0,Garment Covers
398,2021-03-08,24388.0,Garment Covers
399,2021-03-09,32613.0,Garment Covers
400,2021-03-10,32613.0,Garment Covers
401,2021-03-11,32613.0,Garment Covers
402,2021-03-12,32613.0,Garment Covers
403,2021-03-13,32613.0,Garment Covers
404,2021-03-14,23742.0,Garment Covers
405,2021-03-15,23742.0,Garment Covers
406,2021-03-16,23742.0,Garment Covers
407,2021-03-17,23742.0,Garment Covers
408,2021-03-18,25644.0,Garment Covers
409,2021-03-19,25644.0,Garment Covers
410,2021-03-20,25644.0,Garment Covers
411,2021-03-21,22337.0,Garment Covers
412,2021-03-22,22337.0,Garment Covers
413,2021-03-23,27145.0,Garment Covers
414,2021-03-24,27145.0,Garment Covers
415,2021-03-25,27145.0,Garment Covers
416,2021-03-26,27145.0,Garment Covers
417,2021-03-27,27145.0,Garment Covers
418,2021-03-28,27145.0,Garment Covers
419,2021-03-29,19921.0,Garment Covers
420,2021-03-30,28932.0,Garment Covers
421,2021-03-31,23856.0,Garment Covers
422,2021-04-01,20608.0,Garment Covers
423,2021-04-02,24833.0,Garment Covers
424,2021-04-03,18071.0,Garment Covers
425,2021-04-04,21323.0,Garment Covers
426,2021-04-05,22232.0,Garment Covers
427,2021-04-06,25288.0,Garment Covers
428,2021-04-07,23629.0,Garment Covers
429,2021-04-08,23629.0,Garment Covers
430,2021-04-09,23629.0,Garment Covers
431,2021-04-10,22233.0,Garment Covers
432,2021-04-11,22233.0,Garment Covers
433,2021-04-12,21963.0,Garment Covers
434,2021-04-13,21963.0,Garment Covers
435,2021-04-14,20164.0,Garment Covers
436,2021-04-15,18114.0,Garment Covers
437,2021-04-16,18114.0,Garment Covers
438,2021-04-17,18114.0,Garment Covers
439,2021-04-18,18114.0,Garment Covers
440,2021-04-19,18114.0,Garment Covers
441,2021-04-20,18114.0,Garment Covers
442,2021-04-21,29572.0,Garment Covers
443,2021-04-22,29901.0,Garment Covers
444,2021-04-23,29901.0,Garment Covers
445,2021-04-24,29901.0,Garment Covers
446,2021-04-25,43025.0,Garment Covers
447,2021-04-26,43025.0,Garment Covers
448,2021-04-27,43384.0,Garment Covers
449,2021-04-28,43384.0,Garment Covers
450,2021-04-29,37350.0,Garment Covers
451,2021-04-30,37350.0,Garment Covers
452,2021-05-01,25239.0,Garment Covers
453,2021-05-02,25239.0,Garment Covers
454,2021-05-03,24532.0,Garment Covers
455,2021-05-04,24532.0,Garment Covers
456,2021-05-05,24816.0,Garment Covers
457,2021-05-06,24816.0,Garment Covers
458,2021-05-07,21531.0,Garment Covers
459,2021-05-08,21531.0,Garment Covers
460,2021-05-09,21531.0,Garment Covers
461,2021-05-10,16447.0,Garment Covers
462,2021-05-11,16447.0,Garment Covers
463,2021-05-12,19417.0,Garment Covers
464,2021-05-13,19417.0,Garment Covers
465,2021-05-14,19417.0,Garment Covers
466,2021-05-15,20744.0,Garment Covers
467,2021-05-16,20744.0,Garment Covers
468,2021-05-17,13991.0,Garment Covers
469,2021-05-18,13991.0,Garment Covers
470,2021-05-19,13991.0,Garment Covers
471,2021-05-20,17157.0,Garment Covers
472,2021-05-21,17157.0,Garment Covers
473,2021-05-22,20038.0,Garment Covers
474,2021-05-23,21834.0,Garment Covers
475,2021-05-24,19789.0,Garment Covers
476,2021-05-25,19789.0,Garment Covers
477,2021-05-26,19789.0,Garment Covers
478,2021-05-27,27609.0,Garment Covers
479,2021-05-28,27609.0,Garment Covers
480,2021-05-29,28943.0,Garment Covers
481,2021-05-30,28943.0,Garment Covers
482,2021-05-31,18255.0,Garment Covers
483,2021-06-01,20529.0,Garment Covers
484,2021-06-02,20529.0,Garment Covers
485,2021-06-03,20529.0,Garment Covers
486,2021-06-04,18364.0,Garment Covers
487,2021-06-05,19343.0,Garment Covers
488,2021-06-06,17584.0,Garment Covers
489,2021-06-07,17584.0,Garment Covers
490,2021-06-08,13351.0,Garment Covers
491,2021-06-09,16247.0,Garment Covers
492,2021-06-10,16247.0,Garment Covers
493,2021-06-11,16247.0,Garment Covers
494,2021-06-12,16723.0,Garment Covers
495,2021-06-13,15886.0,Garment Covers
496,2021-06-14,15886.0,Garment Covers
497,2021-06-15,15886.0,Garment Covers
498,2021-06-16,26510.0,Garment Covers
499,2021-06-17,21093.0,Garment Covers
500,2021-06-18,21093.0,Garment Covers
501,2021-06-19,21093.0,Garment Covers
502,2021-06-20,21093.0,Garment Covers
503,2021-06-21,29660.0,Garment Covers
504,2021-06-22,37566.0,Garment Covers
505,2021-06-23,45205.0,Garment Covers
506,2021-06-24,45205.0,Garment Covers
507,2021-06-25,45205.0,Garment Covers
508,2021-06-26,20424.0,Garment Covers
509,2021-06-27,20424.0,Garment Covers
510,2021-06-28,20424.0,Garment Covers
511,2021-06-29,17077.0,Garment Covers
512,2021-06-30,14963.0,Garment Covers
513,2021-07-01,22828.0,Garment Covers
514,2021-07-02,18963.0,Garment Covers
515,2021-07-03,18963.0,Garment Covers
516,2021-07-04,15285.0,Garment Covers
517,2021-07-05,15285.0,Garment Covers
518,2021-07-06,14292.0,Garment Covers
519,2021-07-07,14292.0,Garment Covers
520,2021-07-08,17695.0,Garment Covers
521,2021-07-09,17695.0,Garment Covers
522,2021-07-10,22009.0,Garment Covers
