,date,value,name_B082NCP8SV
94,2020-08-26,9341.0,LED Bulbs
95,2020-08-27,9341.0,LED Bulbs
96,2020-08-28,9691.0,LED Bulbs
97,2020-08-29,9691.0,LED Bulbs
98,2020-08-30,9403.0,LED Bulbs
99,2020-08-31,9403.0,LED Bulbs
100,2020-09-01,9203.0,LED Bulbs
101,2020-09-02,9203.0,LED Bulbs
102,2020-09-03,9178.0,LED Bulbs
103,2020-09-04,9178.0,LED Bulbs
104,2020-09-05,7346.0,LED Bulbs
105,2020-09-06,7346.0,LED Bulbs
106,2020-09-07,7346.0,LED Bulbs
107,2020-09-08,7508.0,LED Bulbs
108,2020-09-09,7508.0,LED Bulbs
109,2020-09-10,7212.0,LED Bulbs
110,2020-09-11,7822.0,LED Bulbs
111,2020-09-12,7822.0,LED Bulbs
112,2020-09-13,7822.0,LED Bulbs
113,2020-09-14,7822.0,LED Bulbs
114,2020-09-15,7270.0,LED Bulbs
115,2020-09-16,5760.0,LED Bulbs
116,2020-09-17,7737.0,LED Bulbs
117,2020-09-18,7737.0,LED Bulbs
118,2020-09-19,8764.0,LED Bulbs
119,2020-09-20,8764.0,LED Bulbs
120,2020-09-21,6864.0,LED Bulbs
121,2020-09-22,6864.0,LED Bulbs
122,2020-09-23,8363.0,LED Bulbs
123,2020-09-24,5696.0,LED Bulbs
124,2020-09-25,5696.0,LED Bulbs
125,2020-09-26,7670.0,LED Bulbs
126,2020-09-27,7175.0,LED Bulbs
127,2020-09-28,7175.0,LED Bulbs
128,2020-09-29,6604.0,LED Bulbs
129,2020-09-30,6747.0,LED Bulbs
130,2020-10-01,6747.0,LED Bulbs
131,2020-10-02,7876.0,LED Bulbs
132,2020-10-03,7276.0,LED Bulbs
133,2020-10-04,7276.0,LED Bulbs
134,2020-10-05,7276.0,LED Bulbs
135,2020-10-06,6318.0,LED Bulbs
136,2020-10-07,6797.0,LED Bulbs
137,2020-10-08,8490.0,LED Bulbs
138,2020-10-09,8490.0,LED Bulbs
139,2020-10-10,8490.0,LED Bulbs
140,2020-10-11,6974.0,LED Bulbs
141,2020-10-12,6974.0,LED Bulbs
142,2020-10-13,8331.0,LED Bulbs
143,2020-10-14,7448.0,LED Bulbs
144,2020-10-15,7448.0,LED Bulbs
145,2020-10-16,8518.0,LED Bulbs
146,2020-10-17,8518.0,LED Bulbs
147,2020-10-18,8518.0,LED Bulbs
148,2020-10-19,8518.0,LED Bulbs
149,2020-10-20,7926.0,LED Bulbs
150,2020-10-21,7926.0,LED Bulbs
151,2020-10-22,7926.0,LED Bulbs
152,2020-10-23,7926.0,LED Bulbs
153,2020-10-24,7926.0,LED Bulbs
154,2020-10-25,7926.0,LED Bulbs
155,2020-10-26,6187.0,LED Bulbs
156,2020-10-27,6187.0,LED Bulbs
157,2020-10-28,6187.0,LED Bulbs
158,2020-10-29,7926.0,LED Bulbs
159,2020-10-30,7926.0,LED Bulbs
160,2020-10-31,6023.0,LED Bulbs
161,2020-11-01,6023.0,LED Bulbs
162,2020-11-02,6048.0,LED Bulbs
163,2020-11-03,6048.0,LED Bulbs
164,2020-11-04,6048.0,LED Bulbs
165,2020-11-05,7512.0,LED Bulbs
166,2020-11-06,7512.0,LED Bulbs
167,2020-11-07,7714.0,LED Bulbs
168,2020-11-08,7745.0,LED Bulbs
169,2020-11-09,7745.0,LED Bulbs
170,2020-11-10,7317.0,LED Bulbs
171,2020-11-11,7362.0,LED Bulbs
172,2020-11-12,7362.0,LED Bulbs
173,2020-11-13,7362.0,LED Bulbs
174,2020-11-14,7362.0,LED Bulbs
175,2020-11-15,7362.0,LED Bulbs
176,2020-11-16,7323.0,LED Bulbs
177,2020-11-17,7323.0,LED Bulbs
178,2020-11-18,7323.0,LED Bulbs
179,2020-11-19,7376.0,LED Bulbs
180,2020-11-20,7601.0,LED Bulbs
181,2020-11-21,8387.0,LED Bulbs
182,2020-11-22,8387.0,LED Bulbs
183,2020-11-23,8387.0,LED Bulbs
184,2020-11-24,8387.0,LED Bulbs
185,2020-11-25,6930.0,LED Bulbs
186,2020-11-26,8391.0,LED Bulbs
187,2020-11-27,8391.0,LED Bulbs
188,2020-11-28,8391.0,LED Bulbs
189,2020-11-29,8391.0,LED Bulbs
190,2020-11-30,8391.0,LED Bulbs
191,2020-12-01,6113.0,LED Bulbs
192,2020-12-02,6113.0,LED Bulbs
193,2020-12-03,6113.0,LED Bulbs
194,2020-12-04,6113.0,LED Bulbs
195,2020-12-05,6113.0,LED Bulbs
196,2020-12-06,12995.0,LED Bulbs
197,2020-12-07,12995.0,LED Bulbs
198,2020-12-08,12995.0,LED Bulbs
199,2020-12-09,8952.0,LED Bulbs
200,2020-12-10,10075.0,LED Bulbs
201,2020-12-11,10075.0,LED Bulbs
202,2020-12-12,10075.0,LED Bulbs
203,2020-12-13,10075.0,LED Bulbs
204,2020-12-14,10075.0,LED Bulbs
205,2020-12-15,9352.0,LED Bulbs
206,2020-12-16,9352.0,LED Bulbs
207,2020-12-17,12061.0,LED Bulbs
208,2020-12-18,12061.0,LED Bulbs
209,2020-12-19,12061.0,LED Bulbs
210,2020-12-20,12061.0,LED Bulbs
211,2020-12-21,10901.0,LED Bulbs
212,2020-12-22,10901.0,LED Bulbs
213,2020-12-23,10901.0,LED Bulbs
214,2020-12-24,12503.0,LED Bulbs
215,2020-12-25,12503.0,LED Bulbs
216,2020-12-26,12503.0,LED Bulbs
217,2020-12-27,12503.0,LED Bulbs
218,2020-12-28,12503.0,LED Bulbs
219,2020-12-29,11580.0,LED Bulbs
220,2020-12-30,11580.0,LED Bulbs
221,2020-12-31,11580.0,LED Bulbs
222,2021-01-01,10487.0,LED Bulbs
223,2021-01-02,10487.0,LED Bulbs
224,2021-01-03,10487.0,LED Bulbs
225,2021-01-04,10487.0,LED Bulbs
226,2021-01-05,7755.0,LED Bulbs
227,2021-01-06,7755.0,LED Bulbs
228,2021-01-07,7755.0,LED Bulbs
229,2021-01-08,6867.0,LED Bulbs
230,2021-01-09,6867.0,LED Bulbs
231,2021-01-10,6867.0,LED Bulbs
232,2021-01-11,6867.0,LED Bulbs
233,2021-01-12,7807.0,LED Bulbs
234,2021-01-13,8499.0,LED Bulbs
235,2021-01-14,8499.0,LED Bulbs
236,2021-01-15,8499.0,LED Bulbs
237,2021-01-16,8499.0,LED Bulbs
238,2021-01-17,8690.0,LED Bulbs
239,2021-01-18,8504.0,LED Bulbs
240,2021-01-19,8504.0,LED Bulbs
241,2021-01-20,8504.0,LED Bulbs
242,2021-01-21,10571.0,LED Bulbs
243,2021-01-22,10571.0,LED Bulbs
244,2021-01-23,11609.0,LED Bulbs
245,2021-01-24,11609.0,LED Bulbs
246,2021-01-25,11609.0,LED Bulbs
247,2021-01-26,11609.0,LED Bulbs
248,2021-01-27,11609.0,LED Bulbs
249,2021-01-28,11609.0,LED Bulbs
250,2021-01-29,8384.0,LED Bulbs
251,2021-01-30,8384.0,LED Bulbs
252,2021-01-31,8384.0,LED Bulbs
253,2021-02-01,7751.0,LED Bulbs
254,2021-02-02,7751.0,LED Bulbs
255,2021-02-03,7751.0,LED Bulbs
256,2021-02-04,7751.0,LED Bulbs
257,2021-02-05,9448.0,LED Bulbs
258,2021-02-06,9448.0,LED Bulbs
259,2021-02-07,9448.0,LED Bulbs
260,2021-02-08,9448.0,LED Bulbs
261,2021-02-09,9448.0,LED Bulbs
262,2021-02-10,7634.0,LED Bulbs
263,2021-02-11,7323.0,LED Bulbs
264,2021-02-12,7323.0,LED Bulbs
265,2021-02-13,8760.0,LED Bulbs
266,2021-02-14,8760.0,LED Bulbs
267,2021-02-15,8550.0,LED Bulbs
268,2021-02-16,8550.0,LED Bulbs
269,2021-02-17,8550.0,LED Bulbs
270,2021-02-18,9580.0,LED Bulbs
271,2021-02-19,9580.0,LED Bulbs
272,2021-02-20,9445.0,LED Bulbs
273,2021-02-21,9445.0,LED Bulbs
274,2021-02-22,9445.0,LED Bulbs
275,2021-02-23,9445.0,LED Bulbs
276,2021-02-24,9704.0,LED Bulbs
277,2021-02-25,9704.0,LED Bulbs
278,2021-02-26,9678.0,LED Bulbs
279,2021-02-27,10297.0,LED Bulbs
280,2021-02-28,8801.0,LED Bulbs
281,2021-03-01,8801.0,LED Bulbs
282,2021-03-02,8801.0,LED Bulbs
283,2021-03-03,8801.0,LED Bulbs
284,2021-03-04,8801.0,LED Bulbs
285,2021-03-05,8784.0,LED Bulbs
286,2021-03-06,8784.0,LED Bulbs
287,2021-03-07,7937.0,LED Bulbs
288,2021-03-08,9181.0,LED Bulbs
289,2021-03-09,9286.0,LED Bulbs
290,2021-03-10,10978.0,LED Bulbs
291,2021-03-11,10978.0,LED Bulbs
292,2021-03-12,10978.0,LED Bulbs
293,2021-03-13,9600.0,LED Bulbs
294,2021-03-14,9600.0,LED Bulbs
295,2021-03-15,9629.0,LED Bulbs
296,2021-03-16,9629.0,LED Bulbs
297,2021-03-17,9629.0,LED Bulbs
298,2021-03-18,9629.0,LED Bulbs
299,2021-03-19,12455.0,LED Bulbs
300,2021-03-20,12455.0,LED Bulbs
301,2021-03-21,12455.0,LED Bulbs
302,2021-03-22,8376.0,LED Bulbs
303,2021-03-23,8376.0,LED Bulbs
304,2021-03-24,11357.0,LED Bulbs
305,2021-03-25,11357.0,LED Bulbs
306,2021-03-26,12292.0,LED Bulbs
307,2021-03-27,12292.0,LED Bulbs
308,2021-03-28,11927.0,LED Bulbs
309,2021-03-29,11927.0,LED Bulbs
310,2021-03-30,11927.0,LED Bulbs
311,2021-03-31,9981.0,LED Bulbs
312,2021-04-01,12598.0,LED Bulbs
313,2021-04-02,12598.0,LED Bulbs
314,2021-04-03,12598.0,LED Bulbs
315,2021-04-04,12598.0,LED Bulbs
316,2021-04-05,9754.0,LED Bulbs
317,2021-04-06,9754.0,LED Bulbs
318,2021-04-07,9754.0,LED Bulbs
319,2021-04-08,14134.0,LED Bulbs
320,2021-04-09,14134.0,LED Bulbs
321,2021-04-10,14134.0,LED Bulbs
322,2021-04-11,9791.0,LED Bulbs
323,2021-04-12,9791.0,LED Bulbs
324,2021-04-13,6910.0,LED Bulbs
325,2021-04-14,6910.0,LED Bulbs
326,2021-04-15,7448.0,LED Bulbs
327,2021-04-16,6001.0,LED Bulbs
328,2021-04-17,6001.0,LED Bulbs
329,2021-04-18,4777.0,LED Bulbs
330,2021-04-19,4777.0,LED Bulbs
331,2021-04-20,7786.0,LED Bulbs
332,2021-04-21,7786.0,LED Bulbs
333,2021-04-22,7786.0,LED Bulbs
334,2021-04-23,7827.0,LED Bulbs
335,2021-04-24,7827.0,LED Bulbs
336,2021-04-25,7827.0,LED Bulbs
337,2021-04-26,7673.0,LED Bulbs
338,2021-04-27,7673.0,LED Bulbs
339,2021-04-28,8967.0,LED Bulbs
340,2021-04-29,8967.0,LED Bulbs
341,2021-04-30,8967.0,LED Bulbs
342,2021-05-01,8967.0,LED Bulbs
343,2021-05-02,12441.0,LED Bulbs
344,2021-05-03,12441.0,LED Bulbs
345,2021-05-04,10117.0,LED Bulbs
346,2021-05-05,10117.0,LED Bulbs
347,2021-05-06,10117.0,LED Bulbs
348,2021-05-07,10117.0,LED Bulbs
349,2021-05-08,10117.0,LED Bulbs
350,2021-05-09,10991.0,LED Bulbs
351,2021-05-10,10991.0,LED Bulbs
352,2021-05-11,10991.0,LED Bulbs
353,2021-05-12,9147.0,LED Bulbs
354,2021-05-13,9147.0,LED Bulbs
355,2021-05-14,10270.0,LED Bulbs
356,2021-05-15,10270.0,LED Bulbs
357,2021-05-16,13615.0,LED Bulbs
358,2021-05-17,13615.0,LED Bulbs
359,2021-05-18,12015.0,LED Bulbs
360,2021-05-19,9831.0,LED Bulbs
361,2021-05-20,11046.0,LED Bulbs
362,2021-05-21,11510.0,LED Bulbs
363,2021-05-22,11285.0,LED Bulbs
364,2021-05-23,11285.0,LED Bulbs
365,2021-05-24,11285.0,LED Bulbs
366,2021-05-25,11285.0,LED Bulbs
367,2021-05-26,10193.0,LED Bulbs
368,2021-05-27,10004.0,LED Bulbs
369,2021-05-28,10004.0,LED Bulbs
370,2021-05-29,12378.0,LED Bulbs
371,2021-05-30,12378.0,LED Bulbs
372,2021-05-31,10157.0,LED Bulbs
373,2021-06-01,10946.0,LED Bulbs
374,2021-06-02,10946.0,LED Bulbs
375,2021-06-03,9957.0,LED Bulbs
376,2021-06-04,9957.0,LED Bulbs
377,2021-06-05,10628.0,LED Bulbs
378,2021-06-06,13466.0,LED Bulbs
379,2021-06-07,13466.0,LED Bulbs
380,2021-06-08,14020.0,LED Bulbs
381,2021-06-09,14020.0,LED Bulbs
382,2021-06-10,14020.0,LED Bulbs
383,2021-06-11,12518.0,LED Bulbs
384,2021-06-12,11607.0,LED Bulbs
385,2021-06-13,11246.0,LED Bulbs
386,2021-06-14,11246.0,LED Bulbs
387,2021-06-15,8147.0,LED Bulbs
388,2021-06-16,6992.0,LED Bulbs
389,2021-06-17,7443.0,LED Bulbs
390,2021-06-18,6558.0,LED Bulbs
391,2021-06-19,6558.0,LED Bulbs
392,2021-06-20,4805.0,LED Bulbs
393,2021-06-21,6041.0,LED Bulbs
394,2021-06-22,6041.0,LED Bulbs
395,2021-06-23,6084.0,LED Bulbs
396,2021-06-24,6084.0,LED Bulbs
397,2021-06-25,9396.0,LED Bulbs
398,2021-06-26,9396.0,LED Bulbs
399,2021-06-27,9396.0,LED Bulbs
400,2021-06-28,6409.0,LED Bulbs
401,2021-06-29,6909.0,LED Bulbs
402,2021-06-30,7898.0,LED Bulbs
403,2021-07-01,7875.0,LED Bulbs
404,2021-07-02,7220.0,LED Bulbs
405,2021-07-03,7220.0,LED Bulbs
406,2021-07-04,7245.0,LED Bulbs
407,2021-07-05,7686.0,LED Bulbs
408,2021-07-06,7686.0,LED Bulbs
409,2021-07-07,7399.0,LED Bulbs
410,2021-07-08,7399.0,LED Bulbs
411,2021-07-09,9204.0,LED Bulbs
412,2021-07-10,9204.0,LED Bulbs
413,2021-07-11,8225.0,LED Bulbs
