,date,value,name_B07Z3B69ZK
223,2020-05-29,4804.0,Pillow Protectors
224,2020-05-30,4804.0,Pillow Protectors
225,2020-05-31,5054.0,Pillow Protectors
226,2020-06-01,5054.0,Pillow Protectors
227,2020-06-02,5054.0,Pillow Protectors
228,2020-06-03,3568.0,Pillow Protectors
229,2020-06-04,3568.0,Pillow Protectors
230,2020-06-05,4395.0,Pillow Protectors
231,2020-06-06,4395.0,Pillow Protectors
232,2020-06-07,4395.0,Pillow Protectors
233,2020-06-08,4395.0,Pillow Protectors
234,2020-06-09,4769.0,Pillow Protectors
235,2020-06-10,4553.0,Pillow Protectors
236,2020-06-11,4553.0,Pillow Protectors
237,2020-06-12,4553.0,Pillow Protectors
238,2020-06-13,4825.0,Pillow Protectors
239,2020-06-14,4825.0,Pillow Protectors
240,2020-06-15,4825.0,Pillow Protectors
241,2020-06-16,4177.0,Pillow Protectors
242,2020-06-17,4177.0,Pillow Protectors
243,2020-06-18,4177.0,Pillow Protectors
244,2020-06-19,5299.0,Pillow Protectors
245,2020-06-20,5299.0,Pillow Protectors
246,2020-06-21,5299.0,Pillow Protectors
247,2020-06-22,4860.0,Pillow Protectors
248,2020-06-23,4860.0,Pillow Protectors
249,2020-06-24,4860.0,Pillow Protectors
250,2020-06-25,4426.0,Pillow Protectors
251,2020-06-26,4426.0,Pillow Protectors
252,2020-06-27,4426.0,Pillow Protectors
253,2020-06-28,4340.0,Pillow Protectors
254,2020-06-29,4340.0,Pillow Protectors
255,2020-06-30,4340.0,Pillow Protectors
256,2020-07-01,5714.0,Pillow Protectors
257,2020-07-02,5714.0,Pillow Protectors
258,2020-07-03,5714.0,Pillow Protectors
259,2020-07-04,5714.0,Pillow Protectors
260,2020-07-05,4129.0,Pillow Protectors
261,2020-07-06,4129.0,Pillow Protectors
262,2020-07-07,4129.0,Pillow Protectors
263,2020-07-08,5269.0,Pillow Protectors
264,2020-07-09,8291.0,Pillow Protectors
265,2020-07-10,8291.0,Pillow Protectors
266,2020-07-11,8291.0,Pillow Protectors
267,2020-07-12,8291.0,Pillow Protectors
268,2020-07-13,17729.0,Pillow Protectors
269,2020-07-14,17729.0,Pillow Protectors
270,2020-07-15,34669.0,Pillow Protectors
271,2020-07-16,40086.0,Pillow Protectors
272,2020-07-17,54809.0,Pillow Protectors
273,2020-07-18,63321.0,Pillow Protectors
274,2020-07-19,67496.0,Pillow Protectors
275,2020-07-20,67496.0,Pillow Protectors
276,2020-07-21,67496.0,Pillow Protectors
277,2020-07-22,23581.0,Pillow Protectors
278,2020-07-23,23581.0,Pillow Protectors
279,2020-07-24,23581.0,Pillow Protectors
280,2020-07-25,23581.0,Pillow Protectors
281,2020-07-26,23581.0,Pillow Protectors
282,2020-07-27,23581.0,Pillow Protectors
283,2020-07-28,23581.0,Pillow Protectors
284,2020-07-29,9735.0,Pillow Protectors
285,2020-07-30,9735.0,Pillow Protectors
286,2020-07-31,9735.0,Pillow Protectors
287,2020-08-01,9188.0,Pillow Protectors
288,2020-08-02,9188.0,Pillow Protectors
289,2020-08-03,10939.0,Pillow Protectors
290,2020-08-04,9793.0,Pillow Protectors
291,2020-08-05,9793.0,Pillow Protectors
292,2020-08-06,9793.0,Pillow Protectors
293,2020-08-07,6741.0,Pillow Protectors
294,2020-08-08,6765.0,Pillow Protectors
295,2020-08-09,6765.0,Pillow Protectors
296,2020-08-10,6765.0,Pillow Protectors
297,2020-08-11,6765.0,Pillow Protectors
298,2020-08-12,6018.0,Pillow Protectors
299,2020-08-13,6018.0,Pillow Protectors
300,2020-08-14,5183.0,Pillow Protectors
301,2020-08-15,5267.0,Pillow Protectors
302,2020-08-16,5267.0,Pillow Protectors
303,2020-08-17,4494.0,Pillow Protectors
304,2020-08-18,4220.0,Pillow Protectors
305,2020-08-19,4894.0,Pillow Protectors
306,2020-08-20,4894.0,Pillow Protectors
307,2020-08-21,4894.0,Pillow Protectors
308,2020-08-22,3845.0,Pillow Protectors
309,2020-08-23,3845.0,Pillow Protectors
310,2020-08-24,3569.0,Pillow Protectors
311,2020-08-25,4090.0,Pillow Protectors
312,2020-08-26,4090.0,Pillow Protectors
313,2020-08-27,4090.0,Pillow Protectors
314,2020-08-28,3121.0,Pillow Protectors
315,2020-08-29,3121.0,Pillow Protectors
316,2020-08-30,3133.0,Pillow Protectors
317,2020-08-31,3133.0,Pillow Protectors
318,2020-09-01,3133.0,Pillow Protectors
319,2020-09-02,2794.0,Pillow Protectors
320,2020-09-03,2657.0,Pillow Protectors
321,2020-09-04,2657.0,Pillow Protectors
322,2020-09-05,3893.0,Pillow Protectors
323,2020-09-06,3893.0,Pillow Protectors
324,2020-09-07,3893.0,Pillow Protectors
325,2020-09-08,3548.0,Pillow Protectors
326,2020-09-09,3548.0,Pillow Protectors
327,2020-09-10,3548.0,Pillow Protectors
328,2020-09-11,2984.0,Pillow Protectors
329,2020-09-12,3506.0,Pillow Protectors
330,2020-09-13,3506.0,Pillow Protectors
331,2020-09-14,3506.0,Pillow Protectors
332,2020-09-15,3784.0,Pillow Protectors
333,2020-09-16,3784.0,Pillow Protectors
334,2020-09-17,3784.0,Pillow Protectors
335,2020-09-18,2804.0,Pillow Protectors
336,2020-09-19,2804.0,Pillow Protectors
337,2020-09-20,2804.0,Pillow Protectors
338,2020-09-21,3321.0,Pillow Protectors
339,2020-09-22,3321.0,Pillow Protectors
340,2020-09-23,3858.0,Pillow Protectors
341,2020-09-24,3322.0,Pillow Protectors
342,2020-09-25,4023.0,Pillow Protectors
343,2020-09-26,4023.0,Pillow Protectors
344,2020-09-27,4645.0,Pillow Protectors
345,2020-09-28,4645.0,Pillow Protectors
346,2020-09-29,5885.0,Pillow Protectors
347,2020-09-30,5885.0,Pillow Protectors
348,2020-10-01,7089.0,Pillow Protectors
349,2020-10-02,7089.0,Pillow Protectors
350,2020-10-03,7089.0,Pillow Protectors
351,2020-10-04,7285.0,Pillow Protectors
352,2020-10-05,7285.0,Pillow Protectors
353,2020-10-06,8285.0,Pillow Protectors
354,2020-10-07,8285.0,Pillow Protectors
355,2020-10-08,8285.0,Pillow Protectors
356,2020-10-09,8285.0,Pillow Protectors
357,2020-10-10,12083.0,Pillow Protectors
358,2020-10-11,12083.0,Pillow Protectors
359,2020-10-12,10177.0,Pillow Protectors
360,2020-10-13,10177.0,Pillow Protectors
361,2020-10-14,10177.0,Pillow Protectors
362,2020-10-15,13605.0,Pillow Protectors
363,2020-10-16,13605.0,Pillow Protectors
364,2020-10-17,13605.0,Pillow Protectors
365,2020-10-18,13605.0,Pillow Protectors
366,2020-10-19,15183.0,Pillow Protectors
367,2020-10-20,15183.0,Pillow Protectors
368,2020-10-21,194603.0,Pillow Protectors
369,2020-10-22,194603.0,Pillow Protectors
370,2020-10-23,194603.0,Pillow Protectors
371,2020-10-24,194603.0,Pillow Protectors
372,2020-10-25,166407.0,Pillow Protectors
373,2020-10-26,166407.0,Pillow Protectors
374,2020-10-27,166407.0,Pillow Protectors
375,2020-10-28,45294.0,Pillow Protectors
376,2020-10-29,45294.0,Pillow Protectors
377,2020-10-30,45294.0,Pillow Protectors
378,2020-10-31,45294.0,Pillow Protectors
379,2020-11-01,45294.0,Pillow Protectors
380,2020-11-02,28037.0,Pillow Protectors
381,2020-11-03,28037.0,Pillow Protectors
382,2020-11-04,28037.0,Pillow Protectors
383,2020-11-05,28037.0,Pillow Protectors
384,2020-11-06,50142.0,Pillow Protectors
385,2020-11-07,50142.0,Pillow Protectors
386,2020-11-08,34034.0,Pillow Protectors
387,2020-11-09,30363.0,Pillow Protectors
388,2020-11-10,30363.0,Pillow Protectors
389,2020-11-11,30363.0,Pillow Protectors
390,2020-11-12,30363.0,Pillow Protectors
391,2020-11-13,36443.0,Pillow Protectors
392,2020-11-14,36443.0,Pillow Protectors
393,2020-11-15,36443.0,Pillow Protectors
394,2020-11-16,34372.0,Pillow Protectors
395,2020-11-17,34372.0,Pillow Protectors
396,2020-11-18,34372.0,Pillow Protectors
397,2020-11-19,40097.0,Pillow Protectors
398,2020-11-20,40097.0,Pillow Protectors
399,2020-11-21,40097.0,Pillow Protectors
400,2020-11-22,40097.0,Pillow Protectors
401,2020-11-23,53700.0,Pillow Protectors
402,2020-11-24,53700.0,Pillow Protectors
403,2020-11-25,53700.0,Pillow Protectors
404,2020-11-26,53700.0,Pillow Protectors
405,2020-11-27,56718.0,Pillow Protectors
406,2020-11-28,56718.0,Pillow Protectors
407,2020-11-29,56718.0,Pillow Protectors
408,2020-11-30,49627.0,Pillow Protectors
409,2020-12-01,49627.0,Pillow Protectors
410,2020-12-02,49627.0,Pillow Protectors
411,2020-12-03,49627.0,Pillow Protectors
412,2020-12-04,71072.0,Pillow Protectors
413,2020-12-05,71072.0,Pillow Protectors
414,2020-12-06,85657.0,Pillow Protectors
415,2020-12-07,85657.0,Pillow Protectors
416,2020-12-08,85657.0,Pillow Protectors
417,2020-12-09,85657.0,Pillow Protectors
418,2020-12-10,111601.0,Pillow Protectors
419,2020-12-11,111601.0,Pillow Protectors
420,2020-12-12,111601.0,Pillow Protectors
421,2020-12-13,140843.0,Pillow Protectors
422,2020-12-14,140843.0,Pillow Protectors
423,2020-12-15,140843.0,Pillow Protectors
424,2020-12-16,140843.0,Pillow Protectors
425,2020-12-17,140843.0,Pillow Protectors
426,2020-12-18,140843.0,Pillow Protectors
427,2020-12-19,140843.0,Pillow Protectors
428,2020-12-20,140843.0,Pillow Protectors
429,2020-12-21,110826.0,Pillow Protectors
430,2020-12-22,110826.0,Pillow Protectors
431,2020-12-23,104968.0,Pillow Protectors
432,2020-12-24,65359.0,Pillow Protectors
433,2020-12-25,65359.0,Pillow Protectors
434,2020-12-26,65359.0,Pillow Protectors
435,2020-12-27,109916.0,Pillow Protectors
436,2020-12-28,109916.0,Pillow Protectors
437,2020-12-29,109916.0,Pillow Protectors
438,2020-12-30,109916.0,Pillow Protectors
439,2020-12-31,50966.0,Pillow Protectors
440,2021-01-01,50966.0,Pillow Protectors
441,2021-01-02,50966.0,Pillow Protectors
442,2021-01-03,50966.0,Pillow Protectors
443,2021-01-04,50966.0,Pillow Protectors
444,2021-01-05,74757.0,Pillow Protectors
445,2021-01-06,74757.0,Pillow Protectors
446,2021-01-07,74757.0,Pillow Protectors
447,2021-01-08,74757.0,Pillow Protectors
448,2021-01-09,74757.0,Pillow Protectors
449,2021-01-10,74757.0,Pillow Protectors
450,2021-01-11,74757.0,Pillow Protectors
451,2021-01-12,74757.0,Pillow Protectors
452,2021-01-13,74757.0,Pillow Protectors
453,2021-01-14,74757.0,Pillow Protectors
454,2021-01-15,62879.0,Pillow Protectors
455,2021-01-16,62879.0,Pillow Protectors
456,2021-01-17,62879.0,Pillow Protectors
457,2021-01-18,62879.0,Pillow Protectors
458,2021-01-19,62879.0,Pillow Protectors
459,2021-01-20,62879.0,Pillow Protectors
460,2021-01-21,67433.0,Pillow Protectors
461,2021-01-22,67433.0,Pillow Protectors
462,2021-01-23,61888.0,Pillow Protectors
463,2021-01-24,61888.0,Pillow Protectors
464,2021-01-25,48888.0,Pillow Protectors
465,2021-01-26,54104.0,Pillow Protectors
466,2021-01-27,54104.0,Pillow Protectors
467,2021-01-28,84653.0,Pillow Protectors
468,2021-01-29,84653.0,Pillow Protectors
469,2021-01-30,84653.0,Pillow Protectors
470,2021-01-31,84653.0,Pillow Protectors
471,2021-02-01,84653.0,Pillow Protectors
472,2021-02-02,56734.0,Pillow Protectors
473,2021-02-03,56734.0,Pillow Protectors
474,2021-02-04,57115.0,Pillow Protectors
475,2021-02-05,78510.0,Pillow Protectors
476,2021-02-06,78510.0,Pillow Protectors
477,2021-02-07,78510.0,Pillow Protectors
478,2021-02-08,90008.0,Pillow Protectors
479,2021-02-09,90008.0,Pillow Protectors
480,2021-02-10,90008.0,Pillow Protectors
481,2021-02-11,90008.0,Pillow Protectors
482,2021-02-12,90008.0,Pillow Protectors
483,2021-02-13,90008.0,Pillow Protectors
484,2021-02-14,90008.0,Pillow Protectors
485,2021-02-15,90008.0,Pillow Protectors
486,2021-02-16,90008.0,Pillow Protectors
487,2021-02-17,90008.0,Pillow Protectors
488,2021-02-18,90008.0,Pillow Protectors
489,2021-02-19,90008.0,Pillow Protectors
490,2021-02-20,90008.0,Pillow Protectors
491,2021-02-21,90008.0,Pillow Protectors
492,2021-02-22,138618.0,Pillow Protectors
493,2021-02-23,138618.0,Pillow Protectors
494,2021-02-24,138618.0,Pillow Protectors
495,2021-02-25,138618.0,Pillow Protectors
496,2021-02-26,66118.0,Pillow Protectors
497,2021-02-27,66118.0,Pillow Protectors
498,2021-02-28,104676.0,Pillow Protectors
499,2021-03-01,104676.0,Pillow Protectors
500,2021-03-02,83977.0,Pillow Protectors
501,2021-03-03,74006.0,Pillow Protectors
502,2021-03-04,86538.0,Pillow Protectors
503,2021-03-05,86538.0,Pillow Protectors
504,2021-03-06,86538.0,Pillow Protectors
505,2021-03-07,86538.0,Pillow Protectors
506,2021-03-08,86538.0,Pillow Protectors
507,2021-03-09,86538.0,Pillow Protectors
508,2021-03-10,68823.0,Pillow Protectors
509,2021-03-11,68823.0,Pillow Protectors
510,2021-03-12,68823.0,Pillow Protectors
511,2021-03-13,120655.0,Pillow Protectors
512,2021-03-14,120655.0,Pillow Protectors
513,2021-03-15,120655.0,Pillow Protectors
514,2021-03-16,76107.0,Pillow Protectors
515,2021-03-17,138982.0,Pillow Protectors
516,2021-03-18,138982.0,Pillow Protectors
517,2021-03-19,138982.0,Pillow Protectors
518,2021-03-20,138982.0,Pillow Protectors
519,2021-03-21,138982.0,Pillow Protectors
520,2021-03-22,103064.0,Pillow Protectors
521,2021-03-23,103064.0,Pillow Protectors
522,2021-03-24,103064.0,Pillow Protectors
523,2021-03-25,104919.0,Pillow Protectors
524,2021-03-26,104919.0,Pillow Protectors
525,2021-03-27,104919.0,Pillow Protectors
526,2021-03-28,104919.0,Pillow Protectors
527,2021-03-29,104919.0,Pillow Protectors
528,2021-03-30,21739.0,Pillow Protectors
529,2021-03-31,21739.0,Pillow Protectors
530,2021-04-01,21739.0,Pillow Protectors
531,2021-04-02,18990.0,Pillow Protectors
532,2021-04-03,18990.0,Pillow Protectors
533,2021-04-04,15460.0,Pillow Protectors
534,2021-04-05,15460.0,Pillow Protectors
535,2021-04-06,17919.0,Pillow Protectors
536,2021-04-07,17919.0,Pillow Protectors
537,2021-04-08,17919.0,Pillow Protectors
538,2021-04-09,17919.0,Pillow Protectors
539,2021-04-10,18059.0,Pillow Protectors
540,2021-04-11,18059.0,Pillow Protectors
541,2021-04-12,18059.0,Pillow Protectors
542,2021-04-13,14863.0,Pillow Protectors
543,2021-04-14,14863.0,Pillow Protectors
544,2021-04-15,14863.0,Pillow Protectors
545,2021-04-16,9698.0,Pillow Protectors
546,2021-04-17,11428.0,Pillow Protectors
547,2021-04-18,11428.0,Pillow Protectors
548,2021-04-19,8803.0,Pillow Protectors
549,2021-04-20,8803.0,Pillow Protectors
550,2021-04-21,12800.0,Pillow Protectors
551,2021-04-22,12800.0,Pillow Protectors
552,2021-04-23,7709.0,Pillow Protectors
