,date,value,name_B01K4XGBCI
171,2020-04-01,31394.0,"Braces, Splints & Supports"
172,2020-04-02,31394.0,"Braces, Splints & Supports"
173,2020-04-03,31394.0,"Braces, Splints & Supports"
174,2020-04-04,31394.0,"Braces, Splints & Supports"
175,2020-04-05,31394.0,"Braces, Splints & Supports"
176,2020-04-06,31394.0,"Braces, Splints & Supports"
177,2020-04-07,-1.0,"Braces, Splints & Supports"
178,2020-04-08,-1.0,"Braces, Splints & Supports"
179,2020-04-09,-1.0,"Braces, Splints & Supports"
180,2020-04-10,-1.0,"Braces, Splints & Supports"
181,2020-04-11,-1.0,"Braces, Splints & Supports"
182,2020-04-12,-1.0,"Braces, Splints & Supports"
183,2020-04-13,-1.0,"Braces, Splints & Supports"
184,2020-04-14,-1.0,"Braces, Splints & Supports"
185,2020-04-15,-1.0,"Braces, Splints & Supports"
186,2020-04-16,-1.0,"Braces, Splints & Supports"
187,2020-04-17,-1.0,"Braces, Splints & Supports"
188,2020-04-18,-1.0,"Braces, Splints & Supports"
189,2020-04-19,-1.0,"Braces, Splints & Supports"
190,2020-04-20,-1.0,"Braces, Splints & Supports"
191,2020-04-21,-1.0,"Braces, Splints & Supports"
192,2020-04-22,-1.0,"Braces, Splints & Supports"
193,2020-04-23,-1.0,"Braces, Splints & Supports"
194,2020-04-24,-1.0,"Braces, Splints & Supports"
195,2020-04-25,-1.0,"Braces, Splints & Supports"
196,2020-04-26,-1.0,"Braces, Splints & Supports"
197,2020-04-27,-1.0,"Braces, Splints & Supports"
198,2020-04-28,-1.0,"Braces, Splints & Supports"
199,2020-04-29,-1.0,"Braces, Splints & Supports"
200,2020-04-30,-1.0,"Braces, Splints & Supports"
201,2020-05-01,-1.0,"Braces, Splints & Supports"
202,2020-05-02,-1.0,"Braces, Splints & Supports"
203,2020-05-03,-1.0,"Braces, Splints & Supports"
204,2020-05-04,-1.0,"Braces, Splints & Supports"
205,2020-05-05,-1.0,"Braces, Splints & Supports"
206,2020-05-06,-1.0,"Braces, Splints & Supports"
207,2020-05-07,-1.0,"Braces, Splints & Supports"
208,2020-05-08,-1.0,"Braces, Splints & Supports"
209,2020-05-09,-1.0,"Braces, Splints & Supports"
210,2020-05-10,-1.0,"Braces, Splints & Supports"
211,2020-05-11,-1.0,"Braces, Splints & Supports"
212,2020-05-12,-1.0,"Braces, Splints & Supports"
213,2020-05-13,-1.0,"Braces, Splints & Supports"
214,2020-05-14,-1.0,"Braces, Splints & Supports"
215,2020-05-15,-1.0,"Braces, Splints & Supports"
216,2020-05-16,-1.0,"Braces, Splints & Supports"
217,2020-05-17,-1.0,"Braces, Splints & Supports"
218,2020-05-18,-1.0,"Braces, Splints & Supports"
219,2020-05-19,-1.0,"Braces, Splints & Supports"
220,2020-05-20,-1.0,"Braces, Splints & Supports"
221,2020-05-21,-1.0,"Braces, Splints & Supports"
222,2020-05-22,-1.0,"Braces, Splints & Supports"
223,2020-05-23,-1.0,"Braces, Splints & Supports"
224,2020-05-24,25321.0,"Braces, Splints & Supports"
225,2020-05-25,25321.0,"Braces, Splints & Supports"
226,2020-05-26,25444.0,"Braces, Splints & Supports"
227,2020-05-27,20013.0,"Braces, Splints & Supports"
228,2020-05-28,20013.0,"Braces, Splints & Supports"
229,2020-05-29,21483.0,"Braces, Splints & Supports"
230,2020-05-30,21483.0,"Braces, Splints & Supports"
231,2020-05-31,28678.0,"Braces, Splints & Supports"
232,2020-06-01,28678.0,"Braces, Splints & Supports"
233,2020-06-02,28678.0,"Braces, Splints & Supports"
234,2020-06-03,20405.0,"Braces, Splints & Supports"
235,2020-06-04,20405.0,"Braces, Splints & Supports"
236,2020-06-05,20405.0,"Braces, Splints & Supports"
237,2020-06-06,20405.0,"Braces, Splints & Supports"
238,2020-06-07,20405.0,"Braces, Splints & Supports"
239,2020-06-08,20405.0,"Braces, Splints & Supports"
240,2020-06-09,26672.0,"Braces, Splints & Supports"
241,2020-06-10,26672.0,"Braces, Splints & Supports"
242,2020-06-11,22353.0,"Braces, Splints & Supports"
243,2020-06-12,22353.0,"Braces, Splints & Supports"
244,2020-06-13,22353.0,"Braces, Splints & Supports"
245,2020-06-14,24027.0,"Braces, Splints & Supports"
246,2020-06-15,24027.0,"Braces, Splints & Supports"
247,2020-06-16,24027.0,"Braces, Splints & Supports"
248,2020-06-17,26583.0,"Braces, Splints & Supports"
249,2020-06-18,26583.0,"Braces, Splints & Supports"
250,2020-06-19,20451.0,"Braces, Splints & Supports"
251,2020-06-20,20451.0,"Braces, Splints & Supports"
252,2020-06-21,20451.0,"Braces, Splints & Supports"
253,2020-06-22,20451.0,"Braces, Splints & Supports"
254,2020-06-23,20451.0,"Braces, Splints & Supports"
255,2020-06-24,27183.0,"Braces, Splints & Supports"
256,2020-06-25,27183.0,"Braces, Splints & Supports"
257,2020-06-26,27183.0,"Braces, Splints & Supports"
258,2020-06-27,27183.0,"Braces, Splints & Supports"
259,2020-06-28,27183.0,"Braces, Splints & Supports"
260,2020-06-29,27183.0,"Braces, Splints & Supports"
261,2020-06-30,27183.0,"Braces, Splints & Supports"
262,2020-07-01,27343.0,"Braces, Splints & Supports"
263,2020-07-02,27343.0,"Braces, Splints & Supports"
264,2020-07-03,27343.0,"Braces, Splints & Supports"
265,2020-07-04,27343.0,"Braces, Splints & Supports"
266,2020-07-05,27343.0,"Braces, Splints & Supports"
267,2020-07-06,25893.0,"Braces, Splints & Supports"
268,2020-07-07,25893.0,"Braces, Splints & Supports"
269,2020-07-08,25893.0,"Braces, Splints & Supports"
270,2020-07-09,19846.0,"Braces, Splints & Supports"
271,2020-07-10,19846.0,"Braces, Splints & Supports"
272,2020-07-11,16857.0,"Braces, Splints & Supports"
273,2020-07-12,16857.0,"Braces, Splints & Supports"
274,2020-07-13,20691.0,"Braces, Splints & Supports"
275,2020-07-14,20691.0,"Braces, Splints & Supports"
276,2020-07-15,20691.0,"Braces, Splints & Supports"
277,2020-07-16,20691.0,"Braces, Splints & Supports"
278,2020-07-17,25764.0,"Braces, Splints & Supports"
279,2020-07-18,25764.0,"Braces, Splints & Supports"
280,2020-07-19,25764.0,"Braces, Splints & Supports"
281,2020-07-20,24596.0,"Braces, Splints & Supports"
282,2020-07-21,19295.0,"Braces, Splints & Supports"
283,2020-07-22,19295.0,"Braces, Splints & Supports"
284,2020-07-23,19295.0,"Braces, Splints & Supports"
285,2020-07-24,19295.0,"Braces, Splints & Supports"
286,2020-07-25,25832.0,"Braces, Splints & Supports"
287,2020-07-26,25832.0,"Braces, Splints & Supports"
288,2020-07-27,25832.0,"Braces, Splints & Supports"
289,2020-07-28,25832.0,"Braces, Splints & Supports"
290,2020-07-29,21564.0,"Braces, Splints & Supports"
291,2020-07-30,21564.0,"Braces, Splints & Supports"
292,2020-07-31,21564.0,"Braces, Splints & Supports"
293,2020-08-01,17040.0,"Braces, Splints & Supports"
294,2020-08-02,17040.0,"Braces, Splints & Supports"
295,2020-08-03,17040.0,"Braces, Splints & Supports"
296,2020-08-04,20570.0,"Braces, Splints & Supports"
297,2020-08-05,20570.0,"Braces, Splints & Supports"
298,2020-08-06,20570.0,"Braces, Splints & Supports"
299,2020-08-07,17154.0,"Braces, Splints & Supports"
300,2020-08-08,17154.0,"Braces, Splints & Supports"
301,2020-08-09,19856.0,"Braces, Splints & Supports"
302,2020-08-10,19856.0,"Braces, Splints & Supports"
303,2020-08-11,19856.0,"Braces, Splints & Supports"
304,2020-08-12,16507.0,"Braces, Splints & Supports"
305,2020-08-13,16507.0,"Braces, Splints & Supports"
306,2020-08-14,16507.0,"Braces, Splints & Supports"
307,2020-08-15,18242.0,"Braces, Splints & Supports"
308,2020-08-16,20388.0,"Braces, Splints & Supports"
309,2020-08-17,20388.0,"Braces, Splints & Supports"
310,2020-08-18,20388.0,"Braces, Splints & Supports"
311,2020-08-19,20388.0,"Braces, Splints & Supports"
312,2020-08-20,20721.0,"Braces, Splints & Supports"
313,2020-08-21,17157.0,"Braces, Splints & Supports"
314,2020-08-22,17157.0,"Braces, Splints & Supports"
315,2020-08-23,17157.0,"Braces, Splints & Supports"
316,2020-08-24,18778.0,"Braces, Splints & Supports"
317,2020-08-25,21008.0,"Braces, Splints & Supports"
318,2020-08-26,21008.0,"Braces, Splints & Supports"
319,2020-08-27,16662.0,"Braces, Splints & Supports"
320,2020-08-28,16662.0,"Braces, Splints & Supports"
321,2020-08-29,16662.0,"Braces, Splints & Supports"
322,2020-08-30,16662.0,"Braces, Splints & Supports"
323,2020-08-31,18718.0,"Braces, Splints & Supports"
324,2020-09-01,18718.0,"Braces, Splints & Supports"
325,2020-09-02,18718.0,"Braces, Splints & Supports"
326,2020-09-03,18718.0,"Braces, Splints & Supports"
327,2020-09-04,18718.0,"Braces, Splints & Supports"
328,2020-09-05,16767.0,"Braces, Splints & Supports"
329,2020-09-06,16767.0,"Braces, Splints & Supports"
330,2020-09-07,16767.0,"Braces, Splints & Supports"
331,2020-09-08,22133.0,"Braces, Splints & Supports"
332,2020-09-09,22133.0,"Braces, Splints & Supports"
333,2020-09-10,22133.0,"Braces, Splints & Supports"
334,2020-09-11,16485.0,"Braces, Splints & Supports"
335,2020-09-12,16485.0,"Braces, Splints & Supports"
336,2020-09-13,16485.0,"Braces, Splints & Supports"
337,2020-09-14,30376.0,"Braces, Splints & Supports"
338,2020-09-15,22668.0,"Braces, Splints & Supports"
339,2020-09-16,22668.0,"Braces, Splints & Supports"
340,2020-09-17,22668.0,"Braces, Splints & Supports"
341,2020-09-18,34125.0,"Braces, Splints & Supports"
342,2020-09-19,34125.0,"Braces, Splints & Supports"
343,2020-09-20,29498.0,"Braces, Splints & Supports"
344,2020-09-21,29498.0,"Braces, Splints & Supports"
345,2020-09-22,29498.0,"Braces, Splints & Supports"
346,2020-09-23,29498.0,"Braces, Splints & Supports"
347,2020-09-24,26624.0,"Braces, Splints & Supports"
348,2020-09-25,26624.0,"Braces, Splints & Supports"
349,2020-09-26,23486.0,"Braces, Splints & Supports"
350,2020-09-27,23486.0,"Braces, Splints & Supports"
351,2020-09-28,23486.0,"Braces, Splints & Supports"
352,2020-09-29,23486.0,"Braces, Splints & Supports"
353,2020-09-30,20718.0,"Braces, Splints & Supports"
354,2020-10-01,20718.0,"Braces, Splints & Supports"
355,2020-10-02,20718.0,"Braces, Splints & Supports"
356,2020-10-03,20718.0,"Braces, Splints & Supports"
357,2020-10-04,20718.0,"Braces, Splints & Supports"
358,2020-10-05,17873.0,"Braces, Splints & Supports"
359,2020-10-06,17218.0,"Braces, Splints & Supports"
360,2020-10-07,17218.0,"Braces, Splints & Supports"
361,2020-10-08,17218.0,"Braces, Splints & Supports"
362,2020-10-09,14616.0,"Braces, Splints & Supports"
363,2020-10-10,16311.0,"Braces, Splints & Supports"
364,2020-10-11,16311.0,"Braces, Splints & Supports"
365,2020-10-12,19592.0,"Braces, Splints & Supports"
366,2020-10-13,19592.0,"Braces, Splints & Supports"
367,2020-10-14,19592.0,"Braces, Splints & Supports"
368,2020-10-15,18448.0,"Braces, Splints & Supports"
369,2020-10-16,18448.0,"Braces, Splints & Supports"
370,2020-10-17,18448.0,"Braces, Splints & Supports"
371,2020-10-18,21410.0,"Braces, Splints & Supports"
372,2020-10-19,21410.0,"Braces, Splints & Supports"
373,2020-10-20,21410.0,"Braces, Splints & Supports"
374,2020-10-21,16308.0,"Braces, Splints & Supports"
375,2020-10-22,16308.0,"Braces, Splints & Supports"
376,2020-10-23,16308.0,"Braces, Splints & Supports"
377,2020-10-24,12435.0,"Braces, Splints & Supports"
378,2020-10-25,12435.0,"Braces, Splints & Supports"
379,2020-10-26,12435.0,"Braces, Splints & Supports"
380,2020-10-27,12435.0,"Braces, Splints & Supports"
381,2020-10-28,15398.0,"Braces, Splints & Supports"
382,2020-10-29,15398.0,"Braces, Splints & Supports"
383,2020-10-30,15398.0,"Braces, Splints & Supports"
384,2020-10-31,18260.0,"Braces, Splints & Supports"
385,2020-11-01,18260.0,"Braces, Splints & Supports"
386,2020-11-02,23665.0,"Braces, Splints & Supports"
387,2020-11-03,23665.0,"Braces, Splints & Supports"
388,2020-11-04,23665.0,"Braces, Splints & Supports"
389,2020-11-05,23665.0,"Braces, Splints & Supports"
390,2020-11-06,18871.0,"Braces, Splints & Supports"
391,2020-11-07,19863.0,"Braces, Splints & Supports"
392,2020-11-08,19863.0,"Braces, Splints & Supports"
393,2020-11-09,19863.0,"Braces, Splints & Supports"
394,2020-11-10,26435.0,"Braces, Splints & Supports"
395,2020-11-11,26435.0,"Braces, Splints & Supports"
396,2020-11-12,26435.0,"Braces, Splints & Supports"
397,2020-11-13,24037.0,"Braces, Splints & Supports"
398,2020-11-14,17920.0,"Braces, Splints & Supports"
399,2020-11-15,17444.0,"Braces, Splints & Supports"
400,2020-11-16,23587.0,"Braces, Splints & Supports"
401,2020-11-17,22152.0,"Braces, Splints & Supports"
402,2020-11-18,21075.0,"Braces, Splints & Supports"
403,2020-11-19,21075.0,"Braces, Splints & Supports"
404,2020-11-20,21610.0,"Braces, Splints & Supports"
405,2020-11-21,21610.0,"Braces, Splints & Supports"
406,2020-11-22,21610.0,"Braces, Splints & Supports"
407,2020-11-23,21834.0,"Braces, Splints & Supports"
408,2020-11-24,21834.0,"Braces, Splints & Supports"
409,2020-11-25,25333.0,"Braces, Splints & Supports"
410,2020-11-26,25333.0,"Braces, Splints & Supports"
411,2020-11-27,25333.0,"Braces, Splints & Supports"
412,2020-11-28,26890.0,"Braces, Splints & Supports"
413,2020-11-29,26890.0,"Braces, Splints & Supports"
414,2020-11-30,26890.0,"Braces, Splints & Supports"
415,2020-12-01,22425.0,"Braces, Splints & Supports"
416,2020-12-02,22425.0,"Braces, Splints & Supports"
417,2020-12-03,22425.0,"Braces, Splints & Supports"
418,2020-12-04,22425.0,"Braces, Splints & Supports"
419,2020-12-05,23783.0,"Braces, Splints & Supports"
420,2020-12-06,23783.0,"Braces, Splints & Supports"
421,2020-12-07,28053.0,"Braces, Splints & Supports"
422,2020-12-08,28053.0,"Braces, Splints & Supports"
423,2020-12-09,28053.0,"Braces, Splints & Supports"
424,2020-12-10,25450.0,"Braces, Splints & Supports"
425,2020-12-11,20933.0,"Braces, Splints & Supports"
426,2020-12-12,21454.0,"Braces, Splints & Supports"
427,2020-12-13,23324.0,"Braces, Splints & Supports"
428,2020-12-14,24305.0,"Braces, Splints & Supports"
429,2020-12-15,21141.0,"Braces, Splints & Supports"
430,2020-12-16,21869.0,"Braces, Splints & Supports"
431,2020-12-17,21869.0,"Braces, Splints & Supports"
432,2020-12-18,23756.0,"Braces, Splints & Supports"
433,2020-12-19,27083.0,"Braces, Splints & Supports"
434,2020-12-20,27930.0,"Braces, Splints & Supports"
435,2020-12-21,24927.0,"Braces, Splints & Supports"
436,2020-12-22,29192.0,"Braces, Splints & Supports"
437,2020-12-23,29192.0,"Braces, Splints & Supports"
438,2020-12-24,22535.0,"Braces, Splints & Supports"
439,2020-12-25,22535.0,"Braces, Splints & Supports"
440,2020-12-26,22535.0,"Braces, Splints & Supports"
441,2020-12-27,37350.0,"Braces, Splints & Supports"
442,2020-12-28,37350.0,"Braces, Splints & Supports"
443,2020-12-29,24628.0,"Braces, Splints & Supports"
444,2020-12-30,24628.0,"Braces, Splints & Supports"
445,2020-12-31,24628.0,"Braces, Splints & Supports"
446,2021-01-01,24628.0,"Braces, Splints & Supports"
447,2021-01-02,24628.0,"Braces, Splints & Supports"
448,2021-01-03,24628.0,"Braces, Splints & Supports"
449,2021-01-04,24628.0,"Braces, Splints & Supports"
450,2021-01-05,30347.0,"Braces, Splints & Supports"
451,2021-01-06,30347.0,"Braces, Splints & Supports"
452,2021-01-07,23356.0,"Braces, Splints & Supports"
453,2021-01-08,23356.0,"Braces, Splints & Supports"
454,2021-01-09,23356.0,"Braces, Splints & Supports"
455,2021-01-10,23356.0,"Braces, Splints & Supports"
456,2021-01-11,21663.0,"Braces, Splints & Supports"
457,2021-01-12,20042.0,"Braces, Splints & Supports"
458,2021-01-13,20042.0,"Braces, Splints & Supports"
459,2021-01-14,22007.0,"Braces, Splints & Supports"
460,2021-01-15,22007.0,"Braces, Splints & Supports"
461,2021-01-16,22007.0,"Braces, Splints & Supports"
462,2021-01-17,22007.0,"Braces, Splints & Supports"
463,2021-01-18,16713.0,"Braces, Splints & Supports"
464,2021-01-19,16713.0,"Braces, Splints & Supports"
465,2021-01-20,20698.0,"Braces, Splints & Supports"
466,2021-01-21,20698.0,"Braces, Splints & Supports"
467,2021-01-22,17792.0,"Braces, Splints & Supports"
468,2021-01-23,17792.0,"Braces, Splints & Supports"
469,2021-01-24,21999.0,"Braces, Splints & Supports"
470,2021-01-25,21999.0,"Braces, Splints & Supports"
471,2021-01-26,21999.0,"Braces, Splints & Supports"
472,2021-01-27,23446.0,"Braces, Splints & Supports"
473,2021-01-28,23446.0,"Braces, Splints & Supports"
474,2021-01-29,23446.0,"Braces, Splints & Supports"
475,2021-01-30,24446.0,"Braces, Splints & Supports"
476,2021-01-31,24446.0,"Braces, Splints & Supports"
477,2021-02-01,24446.0,"Braces, Splints & Supports"
478,2021-02-02,22375.0,"Braces, Splints & Supports"
479,2021-02-03,22375.0,"Braces, Splints & Supports"
480,2021-02-04,22796.0,"Braces, Splints & Supports"
481,2021-02-05,22796.0,"Braces, Splints & Supports"
482,2021-02-06,22796.0,"Braces, Splints & Supports"
483,2021-02-07,22796.0,"Braces, Splints & Supports"
484,2021-02-08,26921.0,"Braces, Splints & Supports"
485,2021-02-09,26921.0,"Braces, Splints & Supports"
486,2021-02-10,24645.0,"Braces, Splints & Supports"
487,2021-02-11,22375.0,"Braces, Splints & Supports"
488,2021-02-12,22375.0,"Braces, Splints & Supports"
489,2021-02-13,22375.0,"Braces, Splints & Supports"
490,2021-02-14,22375.0,"Braces, Splints & Supports"
491,2021-02-15,26440.0,"Braces, Splints & Supports"
492,2021-02-16,26440.0,"Braces, Splints & Supports"
493,2021-02-17,26440.0,"Braces, Splints & Supports"
494,2021-02-18,25264.0,"Braces, Splints & Supports"
495,2021-02-19,24394.0,"Braces, Splints & Supports"
496,2021-02-20,28523.0,"Braces, Splints & Supports"
497,2021-02-21,28523.0,"Braces, Splints & Supports"
