,date,value,name_B08HLDLTSG
137,2021-02-05,6746.0,Jigsaw Puzzles
138,2021-02-06,6605.0,Jigsaw Puzzles
139,2021-02-07,6605.0,Jigsaw Puzzles
140,2021-02-08,6605.0,Jigsaw Puzzles
141,2021-02-09,7392.0,Jigsaw Puzzles
142,2021-02-10,7392.0,Jigsaw Puzzles
143,2021-02-11,7392.0,Jigsaw Puzzles
144,2021-02-12,6199.0,Jigsaw Puzzles
145,2021-02-13,6199.0,Jigsaw Puzzles
146,2021-02-14,6199.0,Jigsaw Puzzles
147,2021-02-15,6199.0,Jigsaw Puzzles
148,2021-02-16,6199.0,Jigsaw Puzzles
149,2021-02-17,40032.0,Jigsaw Puzzles
150,2021-02-18,40032.0,Jigsaw Puzzles
151,2021-02-19,40032.0,Jigsaw Puzzles
152,2021-02-20,40032.0,Jigsaw Puzzles
153,2021-02-21,41662.0,Jigsaw Puzzles
154,2021-02-22,41662.0,Jigsaw Puzzles
155,2021-02-23,41662.0,Jigsaw Puzzles
156,2021-02-24,41662.0,Jigsaw Puzzles
157,2021-02-25,41662.0,Jigsaw Puzzles
158,2021-02-26,41662.0,Jigsaw Puzzles
159,2021-02-27,19846.0,Jigsaw Puzzles
160,2021-02-28,19846.0,Jigsaw Puzzles
161,2021-03-01,19846.0,Jigsaw Puzzles
162,2021-03-02,11201.0,Jigsaw Puzzles
163,2021-03-03,11201.0,Jigsaw Puzzles
164,2021-03-04,11201.0,Jigsaw Puzzles
165,2021-03-05,15808.0,Jigsaw Puzzles
166,2021-03-06,15808.0,Jigsaw Puzzles
167,2021-03-07,15808.0,Jigsaw Puzzles
168,2021-03-08,10006.0,Jigsaw Puzzles
169,2021-03-09,10006.0,Jigsaw Puzzles
170,2021-03-10,10006.0,Jigsaw Puzzles
171,2021-03-11,11942.0,Jigsaw Puzzles
172,2021-03-12,11942.0,Jigsaw Puzzles
173,2021-03-13,11942.0,Jigsaw Puzzles
174,2021-03-14,11942.0,Jigsaw Puzzles
175,2021-03-15,11942.0,Jigsaw Puzzles
176,2021-03-16,14011.0,Jigsaw Puzzles
177,2021-03-17,14011.0,Jigsaw Puzzles
178,2021-03-18,14011.0,Jigsaw Puzzles
179,2021-03-19,15688.0,Jigsaw Puzzles
180,2021-03-20,15688.0,Jigsaw Puzzles
181,2021-03-21,15688.0,Jigsaw Puzzles
182,2021-03-22,15688.0,Jigsaw Puzzles
183,2021-03-23,18506.0,Jigsaw Puzzles
184,2021-03-24,18506.0,Jigsaw Puzzles
185,2021-03-25,18506.0,Jigsaw Puzzles
186,2021-03-26,18033.0,Jigsaw Puzzles
187,2021-03-27,18033.0,Jigsaw Puzzles
188,2021-03-28,18033.0,Jigsaw Puzzles
189,2021-03-29,18033.0,Jigsaw Puzzles
190,2021-03-30,20664.0,Jigsaw Puzzles
191,2021-03-31,20664.0,Jigsaw Puzzles
192,2021-04-01,20664.0,Jigsaw Puzzles
193,2021-04-02,14151.0,Jigsaw Puzzles
194,2021-04-03,14151.0,Jigsaw Puzzles
195,2021-04-04,14151.0,Jigsaw Puzzles
196,2021-04-05,12716.0,Jigsaw Puzzles
197,2021-04-06,12716.0,Jigsaw Puzzles
198,2021-04-07,12716.0,Jigsaw Puzzles
199,2021-04-08,14712.0,Jigsaw Puzzles
200,2021-04-09,14401.0,Jigsaw Puzzles
201,2021-04-10,14401.0,Jigsaw Puzzles
202,2021-04-11,14401.0,Jigsaw Puzzles
203,2021-04-12,16516.0,Jigsaw Puzzles
204,2021-04-13,15338.0,Jigsaw Puzzles
205,2021-04-14,15338.0,Jigsaw Puzzles
206,2021-04-15,12590.0,Jigsaw Puzzles
207,2021-04-16,12590.0,Jigsaw Puzzles
208,2021-04-17,12590.0,Jigsaw Puzzles
209,2021-04-18,12590.0,Jigsaw Puzzles
210,2021-04-19,7905.0,Jigsaw Puzzles
211,2021-04-20,7905.0,Jigsaw Puzzles
212,2021-04-21,4932.0,Jigsaw Puzzles
213,2021-04-22,4932.0,Jigsaw Puzzles
214,2021-04-23,4932.0,Jigsaw Puzzles
215,2021-04-24,4932.0,Jigsaw Puzzles
216,2021-04-25,8566.0,Jigsaw Puzzles
217,2021-04-26,8566.0,Jigsaw Puzzles
218,2021-04-27,8566.0,Jigsaw Puzzles
219,2021-04-28,4814.0,Jigsaw Puzzles
220,2021-04-29,7202.0,Jigsaw Puzzles
221,2021-04-30,8202.0,Jigsaw Puzzles
222,2021-05-01,8202.0,Jigsaw Puzzles
223,2021-05-02,7879.0,Jigsaw Puzzles
224,2021-05-03,7879.0,Jigsaw Puzzles
225,2021-05-04,7879.0,Jigsaw Puzzles
226,2021-05-05,7496.0,Jigsaw Puzzles
227,2021-05-06,7496.0,Jigsaw Puzzles
228,2021-05-07,6320.0,Jigsaw Puzzles
229,2021-05-08,6320.0,Jigsaw Puzzles
230,2021-05-09,5471.0,Jigsaw Puzzles
231,2021-05-10,5471.0,Jigsaw Puzzles
232,2021-05-11,4755.0,Jigsaw Puzzles
233,2021-05-12,4755.0,Jigsaw Puzzles
234,2021-05-13,5816.0,Jigsaw Puzzles
235,2021-05-14,5816.0,Jigsaw Puzzles
236,2021-05-15,5816.0,Jigsaw Puzzles
237,2021-05-16,5816.0,Jigsaw Puzzles
238,2021-05-17,6555.0,Jigsaw Puzzles
239,2021-05-18,6555.0,Jigsaw Puzzles
240,2021-05-19,8027.0,Jigsaw Puzzles
241,2021-05-20,5063.0,Jigsaw Puzzles
242,2021-05-21,5063.0,Jigsaw Puzzles
243,2021-05-22,5133.0,Jigsaw Puzzles
244,2021-05-23,7170.0,Jigsaw Puzzles
245,2021-05-24,7449.0,Jigsaw Puzzles
246,2021-05-25,7449.0,Jigsaw Puzzles
247,2021-05-26,7449.0,Jigsaw Puzzles
248,2021-05-27,6820.0,Jigsaw Puzzles
249,2021-05-28,5517.0,Jigsaw Puzzles
250,2021-05-29,5517.0,Jigsaw Puzzles
251,2021-05-30,5517.0,Jigsaw Puzzles
252,2021-05-31,7986.0,Jigsaw Puzzles
253,2021-06-01,7986.0,Jigsaw Puzzles
254,2021-06-02,5603.0,Jigsaw Puzzles
255,2021-06-03,4542.0,Jigsaw Puzzles
256,2021-06-04,4542.0,Jigsaw Puzzles
257,2021-06-05,5988.0,Jigsaw Puzzles
258,2021-06-06,5988.0,Jigsaw Puzzles
259,2021-06-07,5988.0,Jigsaw Puzzles
260,2021-06-08,5988.0,Jigsaw Puzzles
261,2021-06-09,5666.0,Jigsaw Puzzles
262,2021-06-10,5666.0,Jigsaw Puzzles
263,2021-06-11,7289.0,Jigsaw Puzzles
264,2021-06-12,7289.0,Jigsaw Puzzles
265,2021-06-13,7289.0,Jigsaw Puzzles
266,2021-06-14,13652.0,Jigsaw Puzzles
267,2021-06-15,11025.0,Jigsaw Puzzles
268,2021-06-16,11025.0,Jigsaw Puzzles
269,2021-06-17,11025.0,Jigsaw Puzzles
270,2021-06-18,11025.0,Jigsaw Puzzles
271,2021-06-19,10579.0,Jigsaw Puzzles
272,2021-06-20,10579.0,Jigsaw Puzzles
273,2021-06-21,10579.0,Jigsaw Puzzles
274,2021-06-22,5952.0,Jigsaw Puzzles
275,2021-06-23,5952.0,Jigsaw Puzzles
276,2021-06-24,5952.0,Jigsaw Puzzles
277,2021-06-25,6289.0,Jigsaw Puzzles
278,2021-06-26,6289.0,Jigsaw Puzzles
279,2021-06-27,6289.0,Jigsaw Puzzles
280,2021-06-28,6289.0,Jigsaw Puzzles
281,2021-06-29,8272.0,Jigsaw Puzzles
282,2021-06-30,8272.0,Jigsaw Puzzles
283,2021-07-01,7156.0,Jigsaw Puzzles
284,2021-07-02,7156.0,Jigsaw Puzzles
285,2021-07-03,7156.0,Jigsaw Puzzles
286,2021-07-04,7156.0,Jigsaw Puzzles
287,2021-07-05,5586.0,Jigsaw Puzzles
288,2021-07-06,5586.0,Jigsaw Puzzles
289,2021-07-07,5586.0,Jigsaw Puzzles
290,2021-07-08,4841.0,Jigsaw Puzzles
291,2021-07-09,5059.0,Jigsaw Puzzles
292,2021-07-10,5059.0,Jigsaw Puzzles
293,2021-07-11,7983.0,Jigsaw Puzzles
