,date,value,name_B076F4TJ9W
0,2018-07-14,662795.0,Sheet & Pillowcase Sets
1,2018-07-15,700882.0,Sheet & Pillowcase Sets
2,2018-07-16,719829.0,Sheet & Pillowcase Sets
3,2018-07-17,719829.0,Sheet & Pillowcase Sets
4,2018-07-18,807047.0,Sheet & Pillowcase Sets
5,2018-07-19,855186.0,Sheet & Pillowcase Sets
6,2018-07-20,393883.0,Sheet & Pillowcase Sets
7,2018-07-21,520755.0,Sheet & Pillowcase Sets
8,2018-07-22,520755.0,Sheet & Pillowcase Sets
9,2018-07-23,645777.0,Sheet & Pillowcase Sets
10,2018-07-24,757089.0,Sheet & Pillowcase Sets
11,2018-07-25,757089.0,Sheet & Pillowcase Sets
12,2018-07-26,838192.0,Sheet & Pillowcase Sets
13,2018-07-27,838192.0,Sheet & Pillowcase Sets
14,2018-07-28,838192.0,Sheet & Pillowcase Sets
15,2018-07-29,838192.0,Sheet & Pillowcase Sets
16,2018-07-30,381831.0,Sheet & Pillowcase Sets
17,2018-07-31,513810.0,Sheet & Pillowcase Sets
18,2018-08-01,513810.0,Sheet & Pillowcase Sets
19,2018-08-02,651595.0,Sheet & Pillowcase Sets
20,2018-08-03,326273.0,Sheet & Pillowcase Sets
21,2018-08-04,326273.0,Sheet & Pillowcase Sets
22,2018-08-05,326273.0,Sheet & Pillowcase Sets
23,2018-08-06,641416.0,Sheet & Pillowcase Sets
24,2018-08-07,641416.0,Sheet & Pillowcase Sets
25,2018-08-08,641416.0,Sheet & Pillowcase Sets
26,2018-08-09,641416.0,Sheet & Pillowcase Sets
27,2018-08-10,641416.0,Sheet & Pillowcase Sets
28,2018-08-11,870078.0,Sheet & Pillowcase Sets
29,2018-08-12,870078.0,Sheet & Pillowcase Sets
30,2018-08-13,912458.0,Sheet & Pillowcase Sets
31,2018-08-14,912458.0,Sheet & Pillowcase Sets
32,2018-08-15,912458.0,Sheet & Pillowcase Sets
33,2018-08-16,912458.0,Sheet & Pillowcase Sets
34,2018-08-17,912458.0,Sheet & Pillowcase Sets
35,2018-08-18,912458.0,Sheet & Pillowcase Sets
36,2018-08-19,1019661.0,Sheet & Pillowcase Sets
37,2018-08-20,1034874.0,Sheet & Pillowcase Sets
38,2018-08-21,1034874.0,Sheet & Pillowcase Sets
39,2018-08-22,286011.0,Sheet & Pillowcase Sets
40,2018-08-23,286011.0,Sheet & Pillowcase Sets
41,2018-08-24,507877.0,Sheet & Pillowcase Sets
42,2018-08-25,507877.0,Sheet & Pillowcase Sets
43,2018-08-26,685277.0,Sheet & Pillowcase Sets
44,2018-08-27,152574.0,Sheet & Pillowcase Sets
45,2018-08-28,212746.0,Sheet & Pillowcase Sets
46,2018-08-29,319960.0,Sheet & Pillowcase Sets
47,2018-08-30,397554.0,Sheet & Pillowcase Sets
48,2018-08-31,397554.0,Sheet & Pillowcase Sets
49,2018-09-01,392421.0,Sheet & Pillowcase Sets
50,2018-09-02,392421.0,Sheet & Pillowcase Sets
51,2018-09-03,262185.0,Sheet & Pillowcase Sets
52,2018-09-04,317017.0,Sheet & Pillowcase Sets
53,2018-09-05,436301.0,Sheet & Pillowcase Sets
54,2018-09-06,436301.0,Sheet & Pillowcase Sets
55,2018-09-07,590812.0,Sheet & Pillowcase Sets
56,2018-09-08,660006.0,Sheet & Pillowcase Sets
57,2018-09-09,697389.0,Sheet & Pillowcase Sets
58,2018-09-10,697389.0,Sheet & Pillowcase Sets
59,2018-09-11,697389.0,Sheet & Pillowcase Sets
60,2018-09-12,575438.0,Sheet & Pillowcase Sets
61,2018-09-13,335232.0,Sheet & Pillowcase Sets
62,2018-09-14,471806.0,Sheet & Pillowcase Sets
63,2018-09-15,561877.0,Sheet & Pillowcase Sets
64,2018-09-16,646014.0,Sheet & Pillowcase Sets
65,2018-09-17,707397.0,Sheet & Pillowcase Sets
66,2018-09-18,773975.0,Sheet & Pillowcase Sets
67,2018-09-19,814935.0,Sheet & Pillowcase Sets
68,2018-09-20,833484.0,Sheet & Pillowcase Sets
69,2018-09-21,854456.0,Sheet & Pillowcase Sets
70,2018-09-22,868256.0,Sheet & Pillowcase Sets
71,2018-09-23,365659.0,Sheet & Pillowcase Sets
72,2018-09-24,365659.0,Sheet & Pillowcase Sets
73,2018-09-25,547901.0,Sheet & Pillowcase Sets
74,2018-09-26,682043.0,Sheet & Pillowcase Sets
75,2018-09-27,682043.0,Sheet & Pillowcase Sets
76,2018-09-28,682043.0,Sheet & Pillowcase Sets
77,2018-09-29,682043.0,Sheet & Pillowcase Sets
78,2018-09-30,682043.0,Sheet & Pillowcase Sets
79,2018-10-01,123684.0,Sheet & Pillowcase Sets
80,2018-10-02,123684.0,Sheet & Pillowcase Sets
81,2018-10-03,357730.0,Sheet & Pillowcase Sets
82,2018-10-04,357730.0,Sheet & Pillowcase Sets
83,2018-10-05,630862.0,Sheet & Pillowcase Sets
84,2018-10-06,704999.0,Sheet & Pillowcase Sets
85,2018-10-07,767281.0,Sheet & Pillowcase Sets
86,2018-10-08,767281.0,Sheet & Pillowcase Sets
87,2018-10-09,863437.0,Sheet & Pillowcase Sets
88,2018-10-10,899092.0,Sheet & Pillowcase Sets
89,2018-10-11,928391.0,Sheet & Pillowcase Sets
90,2018-10-12,951286.0,Sheet & Pillowcase Sets
91,2018-10-13,951286.0,Sheet & Pillowcase Sets
92,2018-10-14,965427.0,Sheet & Pillowcase Sets
93,2018-10-15,965427.0,Sheet & Pillowcase Sets
94,2018-10-16,965427.0,Sheet & Pillowcase Sets
95,2018-10-17,431339.0,Sheet & Pillowcase Sets
96,2018-10-18,595583.0,Sheet & Pillowcase Sets
97,2018-10-19,228441.0,Sheet & Pillowcase Sets
98,2018-10-20,410912.0,Sheet & Pillowcase Sets
99,2018-10-21,227666.0,Sheet & Pillowcase Sets
100,2018-10-22,227666.0,Sheet & Pillowcase Sets
101,2018-10-23,511736.0,Sheet & Pillowcase Sets
102,2018-10-24,167855.0,Sheet & Pillowcase Sets
103,2018-10-25,281514.0,Sheet & Pillowcase Sets
104,2018-10-26,281514.0,Sheet & Pillowcase Sets
105,2018-10-27,375655.0,Sheet & Pillowcase Sets
106,2018-10-28,437181.0,Sheet & Pillowcase Sets
107,2018-10-29,544025.0,Sheet & Pillowcase Sets
108,2018-10-30,544025.0,Sheet & Pillowcase Sets
109,2018-10-31,494647.0,Sheet & Pillowcase Sets
110,2018-11-01,557662.0,Sheet & Pillowcase Sets
111,2018-11-02,645576.0,Sheet & Pillowcase Sets
112,2018-11-03,716729.0,Sheet & Pillowcase Sets
113,2018-11-04,138820.0,Sheet & Pillowcase Sets
114,2018-11-05,138820.0,Sheet & Pillowcase Sets
115,2018-11-06,138820.0,Sheet & Pillowcase Sets
116,2018-11-07,138820.0,Sheet & Pillowcase Sets
117,2018-11-08,138820.0,Sheet & Pillowcase Sets
118,2018-11-09,138820.0,Sheet & Pillowcase Sets
119,2018-11-10,138820.0,Sheet & Pillowcase Sets
120,2018-11-11,138820.0,Sheet & Pillowcase Sets
121,2018-11-12,448464.0,Sheet & Pillowcase Sets
122,2018-11-13,448464.0,Sheet & Pillowcase Sets
123,2018-11-14,490994.0,Sheet & Pillowcase Sets
124,2018-11-15,490994.0,Sheet & Pillowcase Sets
125,2018-11-16,490994.0,Sheet & Pillowcase Sets
126,2018-11-17,466074.0,Sheet & Pillowcase Sets
127,2018-11-18,466074.0,Sheet & Pillowcase Sets
128,2018-11-19,466074.0,Sheet & Pillowcase Sets
129,2018-11-20,229523.0,Sheet & Pillowcase Sets
130,2018-11-21,265666.0,Sheet & Pillowcase Sets
131,2018-11-22,265666.0,Sheet & Pillowcase Sets
132,2018-11-23,265666.0,Sheet & Pillowcase Sets
133,2018-11-24,559170.0,Sheet & Pillowcase Sets
134,2018-11-25,635213.0,Sheet & Pillowcase Sets
135,2018-11-26,735518.0,Sheet & Pillowcase Sets
136,2018-11-27,924115.0,Sheet & Pillowcase Sets
137,2018-11-28,924115.0,Sheet & Pillowcase Sets
138,2018-11-29,924115.0,Sheet & Pillowcase Sets
139,2018-11-30,226356.0,Sheet & Pillowcase Sets
140,2018-12-01,226356.0,Sheet & Pillowcase Sets
141,2018-12-02,226356.0,Sheet & Pillowcase Sets
142,2018-12-03,187547.0,Sheet & Pillowcase Sets
143,2018-12-04,187547.0,Sheet & Pillowcase Sets
144,2018-12-05,187547.0,Sheet & Pillowcase Sets
145,2018-12-06,187547.0,Sheet & Pillowcase Sets
146,2018-12-07,187547.0,Sheet & Pillowcase Sets
147,2018-12-08,187547.0,Sheet & Pillowcase Sets
148,2018-12-09,187547.0,Sheet & Pillowcase Sets
149,2018-12-10,187547.0,Sheet & Pillowcase Sets
150,2018-12-11,502186.0,Sheet & Pillowcase Sets
151,2018-12-12,502186.0,Sheet & Pillowcase Sets
152,2018-12-13,502186.0,Sheet & Pillowcase Sets
153,2018-12-14,502186.0,Sheet & Pillowcase Sets
154,2018-12-15,502186.0,Sheet & Pillowcase Sets
155,2018-12-16,411674.0,Sheet & Pillowcase Sets
156,2018-12-17,47053.0,Sheet & Pillowcase Sets
157,2018-12-18,47053.0,Sheet & Pillowcase Sets
158,2018-12-19,47053.0,Sheet & Pillowcase Sets
159,2018-12-20,47053.0,Sheet & Pillowcase Sets
160,2018-12-21,47053.0,Sheet & Pillowcase Sets
161,2018-12-22,47053.0,Sheet & Pillowcase Sets
162,2018-12-23,169802.0,Sheet & Pillowcase Sets
163,2018-12-24,169802.0,Sheet & Pillowcase Sets
164,2018-12-25,169802.0,Sheet & Pillowcase Sets
165,2018-12-26,169802.0,Sheet & Pillowcase Sets
166,2018-12-27,169802.0,Sheet & Pillowcase Sets
167,2018-12-28,169802.0,Sheet & Pillowcase Sets
168,2018-12-29,169802.0,Sheet & Pillowcase Sets
169,2018-12-30,169802.0,Sheet & Pillowcase Sets
170,2018-12-31,169802.0,Sheet & Pillowcase Sets
171,2019-01-01,169802.0,Sheet & Pillowcase Sets
172,2019-01-02,169802.0,Sheet & Pillowcase Sets
173,2019-01-03,169802.0,Sheet & Pillowcase Sets
174,2019-01-04,80559.0,Sheet & Pillowcase Sets
175,2019-01-05,80559.0,Sheet & Pillowcase Sets
176,2019-01-06,80559.0,Sheet & Pillowcase Sets
177,2019-01-07,80559.0,Sheet & Pillowcase Sets
178,2019-01-08,80559.0,Sheet & Pillowcase Sets
179,2019-01-09,80559.0,Sheet & Pillowcase Sets
180,2019-01-10,80559.0,Sheet & Pillowcase Sets
181,2019-01-11,80559.0,Sheet & Pillowcase Sets
182,2019-01-12,80559.0,Sheet & Pillowcase Sets
183,2019-01-13,80559.0,Sheet & Pillowcase Sets
184,2019-01-14,80559.0,Sheet & Pillowcase Sets
185,2019-01-15,403241.0,Sheet & Pillowcase Sets
186,2019-01-16,403241.0,Sheet & Pillowcase Sets
187,2019-01-17,403241.0,Sheet & Pillowcase Sets
188,2019-01-18,590033.0,Sheet & Pillowcase Sets
189,2019-01-19,632939.0,Sheet & Pillowcase Sets
190,2019-01-20,632939.0,Sheet & Pillowcase Sets
191,2019-01-21,632939.0,Sheet & Pillowcase Sets
192,2019-01-22,632939.0,Sheet & Pillowcase Sets
193,2019-01-23,632939.0,Sheet & Pillowcase Sets
194,2019-01-24,632939.0,Sheet & Pillowcase Sets
195,2019-01-25,632939.0,Sheet & Pillowcase Sets
196,2019-01-26,632939.0,Sheet & Pillowcase Sets
197,2019-01-27,726351.0,Sheet & Pillowcase Sets
198,2019-01-28,726351.0,Sheet & Pillowcase Sets
199,2019-01-29,726351.0,Sheet & Pillowcase Sets
200,2019-01-30,726351.0,Sheet & Pillowcase Sets
201,2019-01-31,726351.0,Sheet & Pillowcase Sets
202,2019-02-01,726351.0,Sheet & Pillowcase Sets
203,2019-02-02,726351.0,Sheet & Pillowcase Sets
204,2019-02-03,726351.0,Sheet & Pillowcase Sets
205,2019-02-04,182651.0,Sheet & Pillowcase Sets
206,2019-02-05,182651.0,Sheet & Pillowcase Sets
207,2019-02-06,182651.0,Sheet & Pillowcase Sets
208,2019-02-07,182651.0,Sheet & Pillowcase Sets
209,2019-02-08,87797.0,Sheet & Pillowcase Sets
210,2019-02-09,87797.0,Sheet & Pillowcase Sets
211,2019-02-10,364607.0,Sheet & Pillowcase Sets
212,2019-02-11,364607.0,Sheet & Pillowcase Sets
213,2019-02-12,235667.0,Sheet & Pillowcase Sets
214,2019-02-13,311031.0,Sheet & Pillowcase Sets
215,2019-02-14,170537.0,Sheet & Pillowcase Sets
216,2019-02-15,170537.0,Sheet & Pillowcase Sets
217,2019-02-16,170537.0,Sheet & Pillowcase Sets
218,2019-02-17,478257.0,Sheet & Pillowcase Sets
219,2019-02-18,478257.0,Sheet & Pillowcase Sets
220,2019-02-19,478257.0,Sheet & Pillowcase Sets
221,2019-02-20,478257.0,Sheet & Pillowcase Sets
222,2019-02-21,478257.0,Sheet & Pillowcase Sets
223,2019-02-22,266181.0,Sheet & Pillowcase Sets
224,2019-02-23,266181.0,Sheet & Pillowcase Sets
225,2019-02-24,266181.0,Sheet & Pillowcase Sets
226,2019-02-25,266181.0,Sheet & Pillowcase Sets
227,2019-02-26,350435.0,Sheet & Pillowcase Sets
228,2019-02-27,350435.0,Sheet & Pillowcase Sets
229,2019-02-28,350435.0,Sheet & Pillowcase Sets
230,2019-03-01,350435.0,Sheet & Pillowcase Sets
231,2019-03-02,350435.0,Sheet & Pillowcase Sets
232,2019-03-03,383526.0,Sheet & Pillowcase Sets
233,2019-03-04,396197.0,Sheet & Pillowcase Sets
234,2019-03-05,466546.0,Sheet & Pillowcase Sets
235,2019-03-06,466546.0,Sheet & Pillowcase Sets
236,2019-03-07,466546.0,Sheet & Pillowcase Sets
237,2019-03-08,466546.0,Sheet & Pillowcase Sets
238,2019-03-09,466546.0,Sheet & Pillowcase Sets
239,2019-03-10,160691.0,Sheet & Pillowcase Sets
240,2019-03-11,160691.0,Sheet & Pillowcase Sets
241,2019-03-12,160691.0,Sheet & Pillowcase Sets
242,2019-03-13,160691.0,Sheet & Pillowcase Sets
243,2019-03-14,160691.0,Sheet & Pillowcase Sets
244,2019-03-15,160691.0,Sheet & Pillowcase Sets
245,2019-03-16,160691.0,Sheet & Pillowcase Sets
246,2019-03-17,160691.0,Sheet & Pillowcase Sets
247,2019-03-18,518745.0,Sheet & Pillowcase Sets
248,2019-03-19,518745.0,Sheet & Pillowcase Sets
249,2019-03-20,518745.0,Sheet & Pillowcase Sets
250,2019-03-21,518745.0,Sheet & Pillowcase Sets
251,2019-03-22,518745.0,Sheet & Pillowcase Sets
252,2019-03-23,518745.0,Sheet & Pillowcase Sets
253,2019-03-24,518745.0,Sheet & Pillowcase Sets
254,2019-03-25,518745.0,Sheet & Pillowcase Sets
255,2019-03-26,518745.0,Sheet & Pillowcase Sets
256,2019-03-27,518745.0,Sheet & Pillowcase Sets
257,2019-03-28,518745.0,Sheet & Pillowcase Sets
258,2019-03-29,466344.0,Sheet & Pillowcase Sets
259,2019-03-30,466344.0,Sheet & Pillowcase Sets
260,2019-03-31,466344.0,Sheet & Pillowcase Sets
261,2019-04-01,466344.0,Sheet & Pillowcase Sets
262,2019-04-02,466344.0,Sheet & Pillowcase Sets
263,2019-04-03,466344.0,Sheet & Pillowcase Sets
264,2019-04-04,466344.0,Sheet & Pillowcase Sets
265,2019-04-05,466344.0,Sheet & Pillowcase Sets
266,2019-04-06,466344.0,Sheet & Pillowcase Sets
267,2019-04-07,466344.0,Sheet & Pillowcase Sets
268,2019-04-08,466344.0,Sheet & Pillowcase Sets
269,2019-04-09,243757.0,Sheet & Pillowcase Sets
270,2019-04-10,243757.0,Sheet & Pillowcase Sets
271,2019-04-11,243757.0,Sheet & Pillowcase Sets
272,2019-04-12,243757.0,Sheet & Pillowcase Sets
273,2019-04-13,243757.0,Sheet & Pillowcase Sets
274,2019-04-14,243757.0,Sheet & Pillowcase Sets
275,2019-04-15,243757.0,Sheet & Pillowcase Sets
276,2019-04-16,243757.0,Sheet & Pillowcase Sets
277,2019-04-17,243757.0,Sheet & Pillowcase Sets
278,2019-04-18,243757.0,Sheet & Pillowcase Sets
279,2019-04-19,243757.0,Sheet & Pillowcase Sets
280,2019-04-20,733264.0,Sheet & Pillowcase Sets
281,2019-04-21,733264.0,Sheet & Pillowcase Sets
282,2019-04-22,733264.0,Sheet & Pillowcase Sets
283,2019-04-23,733264.0,Sheet & Pillowcase Sets
284,2019-04-24,733264.0,Sheet & Pillowcase Sets
285,2019-04-25,733264.0,Sheet & Pillowcase Sets
286,2019-04-26,733264.0,Sheet & Pillowcase Sets
287,2019-04-27,733264.0,Sheet & Pillowcase Sets
288,2019-04-28,733264.0,Sheet & Pillowcase Sets
289,2019-04-29,733264.0,Sheet & Pillowcase Sets
290,2019-04-30,733264.0,Sheet & Pillowcase Sets
291,2019-05-01,733264.0,Sheet & Pillowcase Sets
292,2019-05-02,581352.0,Sheet & Pillowcase Sets
293,2019-05-03,581352.0,Sheet & Pillowcase Sets
294,2019-05-04,581352.0,Sheet & Pillowcase Sets
295,2019-05-05,581352.0,Sheet & Pillowcase Sets
296,2019-05-06,286756.0,Sheet & Pillowcase Sets
297,2019-05-07,286756.0,Sheet & Pillowcase Sets
298,2019-05-08,286756.0,Sheet & Pillowcase Sets
299,2019-05-09,506645.0,Sheet & Pillowcase Sets
300,2019-05-10,506645.0,Sheet & Pillowcase Sets
301,2019-05-11,377719.0,Sheet & Pillowcase Sets
302,2019-05-12,377719.0,Sheet & Pillowcase Sets
303,2019-05-13,555564.0,Sheet & Pillowcase Sets
304,2019-05-14,555564.0,Sheet & Pillowcase Sets
305,2019-05-15,555564.0,Sheet & Pillowcase Sets
306,2019-05-16,555564.0,Sheet & Pillowcase Sets
307,2019-05-17,555564.0,Sheet & Pillowcase Sets
308,2019-05-18,555564.0,Sheet & Pillowcase Sets
309,2019-05-19,700765.0,Sheet & Pillowcase Sets
310,2019-05-20,700765.0,Sheet & Pillowcase Sets
311,2019-05-21,700765.0,Sheet & Pillowcase Sets
312,2019-05-22,700765.0,Sheet & Pillowcase Sets
313,2019-05-23,602495.0,Sheet & Pillowcase Sets
314,2019-05-24,602495.0,Sheet & Pillowcase Sets
315,2019-05-25,602495.0,Sheet & Pillowcase Sets
