,date,value,name_B089DQ191N
125,2020-10-11,16531.0,Greeting Cards
126,2020-10-12,16531.0,Greeting Cards
127,2020-10-13,16531.0,Greeting Cards
128,2020-10-14,16531.0,Greeting Cards
129,2020-10-15,16531.0,Greeting Cards
130,2020-10-16,16531.0,Greeting Cards
131,2020-10-17,16531.0,Greeting Cards
132,2020-10-18,16531.0,Greeting Cards
133,2020-10-19,16252.0,Greeting Cards
134,2020-10-20,16252.0,Greeting Cards
135,2020-10-21,16252.0,Greeting Cards
136,2020-10-22,16252.0,Greeting Cards
137,2020-10-23,16252.0,Greeting Cards
138,2020-10-24,10474.0,Greeting Cards
139,2020-10-25,10474.0,Greeting Cards
140,2020-10-26,10474.0,Greeting Cards
141,2020-10-27,10474.0,Greeting Cards
142,2020-10-28,11536.0,Greeting Cards
143,2020-10-29,11536.0,Greeting Cards
144,2020-10-30,11536.0,Greeting Cards
145,2020-10-31,11536.0,Greeting Cards
146,2020-11-01,11536.0,Greeting Cards
147,2020-11-02,8632.0,Greeting Cards
148,2020-11-03,8632.0,Greeting Cards
149,2020-11-04,8632.0,Greeting Cards
150,2020-11-05,7232.0,Greeting Cards
151,2020-11-06,7232.0,Greeting Cards
152,2020-11-07,10876.0,Greeting Cards
153,2020-11-08,10876.0,Greeting Cards
154,2020-11-09,10876.0,Greeting Cards
155,2020-11-10,10753.0,Greeting Cards
156,2020-11-11,10753.0,Greeting Cards
157,2020-11-12,10753.0,Greeting Cards
158,2020-11-13,10753.0,Greeting Cards
159,2020-11-14,10753.0,Greeting Cards
160,2020-11-15,9811.0,Greeting Cards
161,2020-11-16,9811.0,Greeting Cards
162,2020-11-17,9811.0,Greeting Cards
163,2020-11-18,10022.0,Greeting Cards
164,2020-11-19,10022.0,Greeting Cards
165,2020-11-20,10022.0,Greeting Cards
166,2020-11-21,10022.0,Greeting Cards
167,2020-11-22,12456.0,Greeting Cards
168,2020-11-23,12456.0,Greeting Cards
169,2020-11-24,12456.0,Greeting Cards
170,2020-11-25,9062.0,Greeting Cards
171,2020-11-26,9062.0,Greeting Cards
172,2020-11-27,9062.0,Greeting Cards
173,2020-11-28,9062.0,Greeting Cards
174,2020-11-29,9062.0,Greeting Cards
175,2020-11-30,13478.0,Greeting Cards
176,2020-12-01,13478.0,Greeting Cards
177,2020-12-02,13478.0,Greeting Cards
178,2020-12-03,11733.0,Greeting Cards
179,2020-12-04,11733.0,Greeting Cards
180,2020-12-05,11733.0,Greeting Cards
181,2020-12-06,11733.0,Greeting Cards
182,2020-12-07,11733.0,Greeting Cards
183,2020-12-08,11733.0,Greeting Cards
184,2020-12-09,11733.0,Greeting Cards
185,2020-12-10,16182.0,Greeting Cards
186,2020-12-11,16182.0,Greeting Cards
187,2020-12-12,16182.0,Greeting Cards
188,2020-12-13,16182.0,Greeting Cards
189,2020-12-14,16182.0,Greeting Cards
190,2020-12-15,16182.0,Greeting Cards
191,2020-12-16,16182.0,Greeting Cards
192,2020-12-17,16182.0,Greeting Cards
193,2020-12-18,16182.0,Greeting Cards
194,2020-12-19,14258.0,Greeting Cards
195,2020-12-20,14258.0,Greeting Cards
196,2020-12-21,14258.0,Greeting Cards
197,2020-12-22,14258.0,Greeting Cards
198,2020-12-23,14258.0,Greeting Cards
199,2020-12-24,6494.0,Greeting Cards
200,2020-12-25,6494.0,Greeting Cards
201,2020-12-26,6494.0,Greeting Cards
202,2020-12-27,8184.0,Greeting Cards
203,2020-12-28,8184.0,Greeting Cards
204,2020-12-29,8184.0,Greeting Cards
205,2020-12-30,8184.0,Greeting Cards
206,2020-12-31,8184.0,Greeting Cards
207,2021-01-01,8184.0,Greeting Cards
208,2021-01-02,8184.0,Greeting Cards
209,2021-01-03,8184.0,Greeting Cards
210,2021-01-04,8184.0,Greeting Cards
211,2021-01-05,8184.0,Greeting Cards
212,2021-01-06,8184.0,Greeting Cards
213,2021-01-07,8184.0,Greeting Cards
214,2021-01-08,10090.0,Greeting Cards
215,2021-01-09,10090.0,Greeting Cards
216,2021-01-10,10090.0,Greeting Cards
217,2021-01-11,11868.0,Greeting Cards
218,2021-01-12,11868.0,Greeting Cards
219,2021-01-13,11156.0,Greeting Cards
220,2021-01-14,10117.0,Greeting Cards
221,2021-01-15,9461.0,Greeting Cards
222,2021-01-16,13859.0,Greeting Cards
223,2021-01-17,13859.0,Greeting Cards
224,2021-01-18,13108.0,Greeting Cards
225,2021-01-19,13081.0,Greeting Cards
226,2021-01-20,13081.0,Greeting Cards
227,2021-01-21,13081.0,Greeting Cards
228,2021-01-22,13081.0,Greeting Cards
229,2021-01-23,11068.0,Greeting Cards
230,2021-01-24,11068.0,Greeting Cards
231,2021-01-25,11068.0,Greeting Cards
232,2021-01-26,9950.0,Greeting Cards
233,2021-01-27,12946.0,Greeting Cards
234,2021-01-28,10812.0,Greeting Cards
235,2021-01-29,10812.0,Greeting Cards
236,2021-01-30,15878.0,Greeting Cards
237,2021-01-31,15878.0,Greeting Cards
238,2021-02-01,15878.0,Greeting Cards
239,2021-02-02,15878.0,Greeting Cards
240,2021-02-03,15878.0,Greeting Cards
241,2021-02-04,15878.0,Greeting Cards
242,2021-02-05,15878.0,Greeting Cards
243,2021-02-06,15878.0,Greeting Cards
244,2021-02-07,15878.0,Greeting Cards
245,2021-02-08,15878.0,Greeting Cards
246,2021-02-09,15878.0,Greeting Cards
247,2021-02-10,15878.0,Greeting Cards
248,2021-02-11,11006.0,Greeting Cards
249,2021-02-12,11006.0,Greeting Cards
250,2021-02-13,11006.0,Greeting Cards
251,2021-02-14,11006.0,Greeting Cards
252,2021-02-15,11006.0,Greeting Cards
253,2021-02-16,11006.0,Greeting Cards
254,2021-02-17,11006.0,Greeting Cards
255,2021-02-18,11099.0,Greeting Cards
256,2021-02-19,11099.0,Greeting Cards
257,2021-02-20,11099.0,Greeting Cards
258,2021-02-21,11099.0,Greeting Cards
259,2021-02-22,11099.0,Greeting Cards
260,2021-02-23,11099.0,Greeting Cards
261,2021-02-24,17236.0,Greeting Cards
262,2021-02-25,17236.0,Greeting Cards
263,2021-02-26,18188.0,Greeting Cards
264,2021-02-27,18188.0,Greeting Cards
265,2021-02-28,18188.0,Greeting Cards
266,2021-03-01,18188.0,Greeting Cards
267,2021-03-02,18188.0,Greeting Cards
268,2021-03-03,15835.0,Greeting Cards
269,2021-03-04,15835.0,Greeting Cards
270,2021-03-05,15835.0,Greeting Cards
271,2021-03-06,15075.0,Greeting Cards
272,2021-03-07,15215.0,Greeting Cards
273,2021-03-08,15215.0,Greeting Cards
274,2021-03-09,15215.0,Greeting Cards
275,2021-03-10,15215.0,Greeting Cards
276,2021-03-11,14167.0,Greeting Cards
277,2021-03-12,14167.0,Greeting Cards
278,2021-03-13,14167.0,Greeting Cards
279,2021-03-14,14167.0,Greeting Cards
280,2021-03-15,14167.0,Greeting Cards
281,2021-03-16,14167.0,Greeting Cards
282,2021-03-17,14167.0,Greeting Cards
283,2021-03-18,14167.0,Greeting Cards
284,2021-03-19,14167.0,Greeting Cards
285,2021-03-20,14167.0,Greeting Cards
286,2021-03-21,14167.0,Greeting Cards
287,2021-03-22,14167.0,Greeting Cards
288,2021-03-23,10911.0,Greeting Cards
289,2021-03-24,10623.0,Greeting Cards
290,2021-03-25,10623.0,Greeting Cards
291,2021-03-26,10623.0,Greeting Cards
292,2021-03-27,10623.0,Greeting Cards
293,2021-03-28,10623.0,Greeting Cards
294,2021-03-29,10623.0,Greeting Cards
295,2021-03-30,14880.0,Greeting Cards
296,2021-03-31,14880.0,Greeting Cards
297,2021-04-01,14880.0,Greeting Cards
298,2021-04-02,12709.0,Greeting Cards
299,2021-04-03,12709.0,Greeting Cards
300,2021-04-04,12709.0,Greeting Cards
301,2021-04-05,12709.0,Greeting Cards
302,2021-04-06,8281.0,Greeting Cards
303,2021-04-07,8281.0,Greeting Cards
304,2021-04-08,8281.0,Greeting Cards
305,2021-04-09,8281.0,Greeting Cards
306,2021-04-10,8281.0,Greeting Cards
307,2021-04-11,8281.0,Greeting Cards
308,2021-04-12,8281.0,Greeting Cards
309,2021-04-13,8281.0,Greeting Cards
310,2021-04-14,8281.0,Greeting Cards
311,2021-04-15,8281.0,Greeting Cards
312,2021-04-16,15393.0,Greeting Cards
313,2021-04-17,15393.0,Greeting Cards
314,2021-04-18,15393.0,Greeting Cards
315,2021-04-19,15393.0,Greeting Cards
316,2021-04-20,15393.0,Greeting Cards
317,2021-04-21,15393.0,Greeting Cards
318,2021-04-22,15393.0,Greeting Cards
319,2021-04-23,13074.0,Greeting Cards
320,2021-04-24,12916.0,Greeting Cards
321,2021-04-25,12916.0,Greeting Cards
322,2021-04-26,12916.0,Greeting Cards
323,2021-04-27,12916.0,Greeting Cards
324,2021-04-28,12319.0,Greeting Cards
325,2021-04-29,12319.0,Greeting Cards
326,2021-04-30,12319.0,Greeting Cards
327,2021-05-01,12319.0,Greeting Cards
328,2021-05-02,13152.0,Greeting Cards
329,2021-05-03,13152.0,Greeting Cards
330,2021-05-04,13152.0,Greeting Cards
331,2021-05-05,13152.0,Greeting Cards
332,2021-05-06,13152.0,Greeting Cards
333,2021-05-07,9450.0,Greeting Cards
334,2021-05-08,9450.0,Greeting Cards
335,2021-05-09,9450.0,Greeting Cards
336,2021-05-10,9450.0,Greeting Cards
337,2021-05-11,9450.0,Greeting Cards
338,2021-05-12,9450.0,Greeting Cards
339,2021-05-13,9450.0,Greeting Cards
340,2021-05-14,9450.0,Greeting Cards
341,2021-05-15,9450.0,Greeting Cards
342,2021-05-16,9450.0,Greeting Cards
343,2021-05-17,9450.0,Greeting Cards
344,2021-05-18,9450.0,Greeting Cards
345,2021-05-19,10353.0,Greeting Cards
346,2021-05-20,11003.0,Greeting Cards
347,2021-05-21,11003.0,Greeting Cards
348,2021-05-22,11003.0,Greeting Cards
349,2021-05-23,11003.0,Greeting Cards
350,2021-05-24,11003.0,Greeting Cards
351,2021-05-25,11003.0,Greeting Cards
352,2021-05-26,11003.0,Greeting Cards
353,2021-05-27,10756.0,Greeting Cards
354,2021-05-28,10756.0,Greeting Cards
355,2021-05-29,11488.0,Greeting Cards
356,2021-05-30,11488.0,Greeting Cards
357,2021-05-31,11488.0,Greeting Cards
358,2021-06-01,11488.0,Greeting Cards
359,2021-06-02,11488.0,Greeting Cards
360,2021-06-03,11488.0,Greeting Cards
361,2021-06-04,13633.0,Greeting Cards
362,2021-06-05,13633.0,Greeting Cards
363,2021-06-06,13633.0,Greeting Cards
364,2021-06-07,13633.0,Greeting Cards
365,2021-06-08,13633.0,Greeting Cards
366,2021-06-09,5787.0,Greeting Cards
367,2021-06-10,5787.0,Greeting Cards
368,2021-06-11,5787.0,Greeting Cards
369,2021-06-12,2407.0,Greeting Cards
370,2021-06-13,2407.0,Greeting Cards
371,2021-06-14,3444.0,Greeting Cards
372,2021-06-15,3444.0,Greeting Cards
373,2021-06-16,3444.0,Greeting Cards
374,2021-06-17,4537.0,Greeting Cards
375,2021-06-18,4537.0,Greeting Cards
376,2021-06-19,4537.0,Greeting Cards
377,2021-06-20,4537.0,Greeting Cards
378,2021-06-21,4537.0,Greeting Cards
379,2021-06-22,7748.0,Greeting Cards
380,2021-06-23,7748.0,Greeting Cards
381,2021-06-24,7748.0,Greeting Cards
382,2021-06-25,7748.0,Greeting Cards
383,2021-06-26,7748.0,Greeting Cards
384,2021-06-27,7748.0,Greeting Cards
385,2021-06-28,7665.0,Greeting Cards
386,2021-06-29,4873.0,Greeting Cards
387,2021-06-30,6535.0,Greeting Cards
388,2021-07-01,6535.0,Greeting Cards
389,2021-07-02,6535.0,Greeting Cards
390,2021-07-03,6535.0,Greeting Cards
391,2021-07-04,6535.0,Greeting Cards
392,2021-07-05,12852.0,Greeting Cards
393,2021-07-06,9972.0,Greeting Cards
394,2021-07-07,9972.0,Greeting Cards
395,2021-07-08,9972.0,Greeting Cards
396,2021-07-09,9972.0,Greeting Cards
397,2021-07-10,9972.0,Greeting Cards
398,2021-07-11,13751.0,Greeting Cards
