,date,value,name_B08B34GNJJ
45,2020-10-31,149578.0,Sheet & Pillowcase Sets
46,2020-11-01,149578.0,Sheet & Pillowcase Sets
47,2020-11-02,149578.0,Sheet & Pillowcase Sets
48,2020-11-03,149578.0,Sheet & Pillowcase Sets
49,2020-11-04,149578.0,Sheet & Pillowcase Sets
50,2020-11-05,149578.0,Sheet & Pillowcase Sets
51,2020-11-06,149578.0,Sheet & Pillowcase Sets
52,2020-11-07,149578.0,Sheet & Pillowcase Sets
53,2020-11-08,149578.0,Sheet & Pillowcase Sets
54,2020-11-09,141053.0,Sheet & Pillowcase Sets
55,2020-11-10,141053.0,Sheet & Pillowcase Sets
56,2020-11-11,141053.0,Sheet & Pillowcase Sets
57,2020-11-12,141053.0,Sheet & Pillowcase Sets
58,2020-11-13,141053.0,Sheet & Pillowcase Sets
59,2020-11-14,130959.0,Sheet & Pillowcase Sets
60,2020-11-15,130959.0,Sheet & Pillowcase Sets
61,2020-11-16,130605.0,Sheet & Pillowcase Sets
62,2020-11-17,161578.0,Sheet & Pillowcase Sets
63,2020-11-18,161578.0,Sheet & Pillowcase Sets
64,2020-11-19,161578.0,Sheet & Pillowcase Sets
65,2020-11-20,161578.0,Sheet & Pillowcase Sets
66,2020-11-21,161578.0,Sheet & Pillowcase Sets
67,2020-11-22,161578.0,Sheet & Pillowcase Sets
68,2020-11-23,546099.0,Sheet & Pillowcase Sets
69,2020-11-24,546099.0,Sheet & Pillowcase Sets
70,2020-11-25,10774.0,Sheet & Pillowcase Sets
71,2020-11-26,28147.0,Sheet & Pillowcase Sets
72,2020-11-27,28147.0,Sheet & Pillowcase Sets
73,2020-11-28,59104.0,Sheet & Pillowcase Sets
74,2020-11-29,59104.0,Sheet & Pillowcase Sets
75,2020-11-30,69086.0,Sheet & Pillowcase Sets
76,2020-12-01,50968.0,Sheet & Pillowcase Sets
77,2020-12-02,50968.0,Sheet & Pillowcase Sets
78,2020-12-03,50968.0,Sheet & Pillowcase Sets
79,2020-12-04,162518.0,Sheet & Pillowcase Sets
80,2020-12-05,143249.0,Sheet & Pillowcase Sets
81,2020-12-06,143249.0,Sheet & Pillowcase Sets
82,2020-12-07,143249.0,Sheet & Pillowcase Sets
83,2020-12-08,132514.0,Sheet & Pillowcase Sets
84,2020-12-09,169026.0,Sheet & Pillowcase Sets
85,2020-12-10,140327.0,Sheet & Pillowcase Sets
86,2020-12-11,140327.0,Sheet & Pillowcase Sets
87,2020-12-12,140327.0,Sheet & Pillowcase Sets
88,2020-12-13,140327.0,Sheet & Pillowcase Sets
89,2020-12-14,250648.0,Sheet & Pillowcase Sets
90,2020-12-15,249794.0,Sheet & Pillowcase Sets
91,2020-12-16,341233.0,Sheet & Pillowcase Sets
92,2020-12-17,341233.0,Sheet & Pillowcase Sets
93,2020-12-18,341233.0,Sheet & Pillowcase Sets
94,2020-12-19,341233.0,Sheet & Pillowcase Sets
95,2020-12-20,341233.0,Sheet & Pillowcase Sets
96,2020-12-21,341233.0,Sheet & Pillowcase Sets
97,2020-12-22,341233.0,Sheet & Pillowcase Sets
98,2020-12-23,178419.0,Sheet & Pillowcase Sets
99,2020-12-24,314628.0,Sheet & Pillowcase Sets
100,2020-12-25,314628.0,Sheet & Pillowcase Sets
101,2020-12-26,314628.0,Sheet & Pillowcase Sets
102,2020-12-27,314628.0,Sheet & Pillowcase Sets
103,2020-12-28,314628.0,Sheet & Pillowcase Sets
104,2020-12-29,314628.0,Sheet & Pillowcase Sets
105,2020-12-30,314628.0,Sheet & Pillowcase Sets
106,2020-12-31,314628.0,Sheet & Pillowcase Sets
107,2021-01-01,314628.0,Sheet & Pillowcase Sets
108,2021-01-02,314628.0,Sheet & Pillowcase Sets
109,2021-01-03,314628.0,Sheet & Pillowcase Sets
110,2021-01-04,314628.0,Sheet & Pillowcase Sets
111,2021-01-05,314628.0,Sheet & Pillowcase Sets
112,2021-01-06,314628.0,Sheet & Pillowcase Sets
113,2021-01-07,314628.0,Sheet & Pillowcase Sets
114,2021-01-08,314628.0,Sheet & Pillowcase Sets
115,2021-01-09,314628.0,Sheet & Pillowcase Sets
116,2021-01-10,314628.0,Sheet & Pillowcase Sets
117,2021-01-11,314628.0,Sheet & Pillowcase Sets
118,2021-01-12,314628.0,Sheet & Pillowcase Sets
119,2021-01-13,314628.0,Sheet & Pillowcase Sets
120,2021-01-14,314628.0,Sheet & Pillowcase Sets
121,2021-01-15,314628.0,Sheet & Pillowcase Sets
122,2021-01-16,314628.0,Sheet & Pillowcase Sets
123,2021-01-17,314628.0,Sheet & Pillowcase Sets
124,2021-01-18,314628.0,Sheet & Pillowcase Sets
125,2021-01-19,314628.0,Sheet & Pillowcase Sets
126,2021-01-20,314628.0,Sheet & Pillowcase Sets
127,2021-01-21,314628.0,Sheet & Pillowcase Sets
128,2021-01-22,314628.0,Sheet & Pillowcase Sets
129,2021-01-23,314628.0,Sheet & Pillowcase Sets
130,2021-01-24,314628.0,Sheet & Pillowcase Sets
131,2021-01-25,314628.0,Sheet & Pillowcase Sets
132,2021-01-26,314628.0,Sheet & Pillowcase Sets
133,2021-01-27,314628.0,Sheet & Pillowcase Sets
134,2021-01-28,314628.0,Sheet & Pillowcase Sets
135,2021-01-29,314628.0,Sheet & Pillowcase Sets
136,2021-01-30,314628.0,Sheet & Pillowcase Sets
137,2021-01-31,314628.0,Sheet & Pillowcase Sets
138,2021-02-01,314628.0,Sheet & Pillowcase Sets
139,2021-02-02,314628.0,Sheet & Pillowcase Sets
140,2021-02-03,314628.0,Sheet & Pillowcase Sets
141,2021-02-04,314628.0,Sheet & Pillowcase Sets
142,2021-02-05,314628.0,Sheet & Pillowcase Sets
143,2021-02-06,314628.0,Sheet & Pillowcase Sets
144,2021-02-07,314628.0,Sheet & Pillowcase Sets
145,2021-02-08,314628.0,Sheet & Pillowcase Sets
146,2021-02-09,314628.0,Sheet & Pillowcase Sets
147,2021-02-10,314628.0,Sheet & Pillowcase Sets
148,2021-02-11,314628.0,Sheet & Pillowcase Sets
149,2021-02-12,314628.0,Sheet & Pillowcase Sets
150,2021-02-13,314628.0,Sheet & Pillowcase Sets
151,2021-02-14,314628.0,Sheet & Pillowcase Sets
152,2021-02-15,314628.0,Sheet & Pillowcase Sets
153,2021-02-16,314628.0,Sheet & Pillowcase Sets
154,2021-02-17,314628.0,Sheet & Pillowcase Sets
155,2021-02-18,314628.0,Sheet & Pillowcase Sets
156,2021-02-19,314628.0,Sheet & Pillowcase Sets
157,2021-02-20,314628.0,Sheet & Pillowcase Sets
158,2021-02-21,314628.0,Sheet & Pillowcase Sets
159,2021-02-22,314628.0,Sheet & Pillowcase Sets
160,2021-02-23,314628.0,Sheet & Pillowcase Sets
161,2021-02-24,314628.0,Sheet & Pillowcase Sets
162,2021-02-25,314628.0,Sheet & Pillowcase Sets
163,2021-02-26,314628.0,Sheet & Pillowcase Sets
164,2021-02-27,314628.0,Sheet & Pillowcase Sets
165,2021-02-28,314628.0,Sheet & Pillowcase Sets
166,2021-03-01,314628.0,Sheet & Pillowcase Sets
167,2021-03-02,314628.0,Sheet & Pillowcase Sets
168,2021-03-03,314628.0,Sheet & Pillowcase Sets
169,2021-03-04,314628.0,Sheet & Pillowcase Sets
170,2021-03-05,314628.0,Sheet & Pillowcase Sets
171,2021-03-06,314628.0,Sheet & Pillowcase Sets
172,2021-03-07,314628.0,Sheet & Pillowcase Sets
173,2021-03-08,314628.0,Sheet & Pillowcase Sets
174,2021-03-09,314628.0,Sheet & Pillowcase Sets
175,2021-03-10,314628.0,Sheet & Pillowcase Sets
176,2021-03-11,314628.0,Sheet & Pillowcase Sets
177,2021-03-12,314628.0,Sheet & Pillowcase Sets
178,2021-03-13,314628.0,Sheet & Pillowcase Sets
179,2021-03-14,314628.0,Sheet & Pillowcase Sets
180,2021-03-15,314628.0,Sheet & Pillowcase Sets
181,2021-03-16,314628.0,Sheet & Pillowcase Sets
182,2021-03-17,314628.0,Sheet & Pillowcase Sets
183,2021-03-18,314628.0,Sheet & Pillowcase Sets
184,2021-03-19,314628.0,Sheet & Pillowcase Sets
185,2021-03-20,314628.0,Sheet & Pillowcase Sets
186,2021-03-21,314628.0,Sheet & Pillowcase Sets
187,2021-03-22,314628.0,Sheet & Pillowcase Sets
188,2021-03-23,314628.0,Sheet & Pillowcase Sets
189,2021-03-24,314628.0,Sheet & Pillowcase Sets
190,2021-03-25,331609.0,Sheet & Pillowcase Sets
191,2021-03-26,368513.0,Sheet & Pillowcase Sets
192,2021-03-27,368513.0,Sheet & Pillowcase Sets
193,2021-03-28,368513.0,Sheet & Pillowcase Sets
194,2021-03-29,435075.0,Sheet & Pillowcase Sets
195,2021-03-30,425403.0,Sheet & Pillowcase Sets
196,2021-03-31,425403.0,Sheet & Pillowcase Sets
197,2021-04-01,592883.0,Sheet & Pillowcase Sets
198,2021-04-02,40483.0,Sheet & Pillowcase Sets
199,2021-04-03,18110.0,Sheet & Pillowcase Sets
200,2021-04-04,23339.0,Sheet & Pillowcase Sets
201,2021-04-05,23339.0,Sheet & Pillowcase Sets
202,2021-04-06,60408.0,Sheet & Pillowcase Sets
203,2021-04-07,122093.0,Sheet & Pillowcase Sets
204,2021-04-08,126853.0,Sheet & Pillowcase Sets
205,2021-04-09,28380.0,Sheet & Pillowcase Sets
206,2021-04-10,28380.0,Sheet & Pillowcase Sets
207,2021-04-11,65317.0,Sheet & Pillowcase Sets
208,2021-04-12,99944.0,Sheet & Pillowcase Sets
209,2021-04-13,124159.0,Sheet & Pillowcase Sets
210,2021-04-14,124159.0,Sheet & Pillowcase Sets
211,2021-04-15,124159.0,Sheet & Pillowcase Sets
212,2021-04-16,217746.0,Sheet & Pillowcase Sets
213,2021-04-17,217746.0,Sheet & Pillowcase Sets
214,2021-04-18,217746.0,Sheet & Pillowcase Sets
215,2021-04-19,217746.0,Sheet & Pillowcase Sets
216,2021-04-20,227803.0,Sheet & Pillowcase Sets
217,2021-04-21,227803.0,Sheet & Pillowcase Sets
218,2021-04-22,227803.0,Sheet & Pillowcase Sets
219,2021-04-23,227803.0,Sheet & Pillowcase Sets
220,2021-04-24,55369.0,Sheet & Pillowcase Sets
221,2021-04-25,55369.0,Sheet & Pillowcase Sets
222,2021-04-26,60830.0,Sheet & Pillowcase Sets
223,2021-04-27,92293.0,Sheet & Pillowcase Sets
224,2021-04-28,92293.0,Sheet & Pillowcase Sets
225,2021-04-29,215967.0,Sheet & Pillowcase Sets
226,2021-04-30,19743.0,Sheet & Pillowcase Sets
227,2021-05-01,65078.0,Sheet & Pillowcase Sets
228,2021-05-02,65078.0,Sheet & Pillowcase Sets
229,2021-05-03,65078.0,Sheet & Pillowcase Sets
230,2021-05-04,203116.0,Sheet & Pillowcase Sets
231,2021-05-05,203116.0,Sheet & Pillowcase Sets
232,2021-05-06,193726.0,Sheet & Pillowcase Sets
233,2021-05-07,193726.0,Sheet & Pillowcase Sets
234,2021-05-08,357789.0,Sheet & Pillowcase Sets
235,2021-05-09,357789.0,Sheet & Pillowcase Sets
236,2021-05-10,357789.0,Sheet & Pillowcase Sets
237,2021-05-11,357789.0,Sheet & Pillowcase Sets
238,2021-05-12,262390.0,Sheet & Pillowcase Sets
239,2021-05-13,262390.0,Sheet & Pillowcase Sets
240,2021-05-14,262390.0,Sheet & Pillowcase Sets
241,2021-05-15,512778.0,Sheet & Pillowcase Sets
242,2021-05-16,512778.0,Sheet & Pillowcase Sets
243,2021-05-17,72953.0,Sheet & Pillowcase Sets
244,2021-05-18,72953.0,Sheet & Pillowcase Sets
245,2021-05-19,139155.0,Sheet & Pillowcase Sets
246,2021-05-20,139155.0,Sheet & Pillowcase Sets
247,2021-05-21,139155.0,Sheet & Pillowcase Sets
248,2021-05-22,440869.0,Sheet & Pillowcase Sets
249,2021-05-23,440869.0,Sheet & Pillowcase Sets
250,2021-05-24,440869.0,Sheet & Pillowcase Sets
251,2021-05-25,440869.0,Sheet & Pillowcase Sets
252,2021-05-26,55491.0,Sheet & Pillowcase Sets
253,2021-05-27,55491.0,Sheet & Pillowcase Sets
254,2021-05-28,55491.0,Sheet & Pillowcase Sets
255,2021-05-29,55491.0,Sheet & Pillowcase Sets
256,2021-05-30,55491.0,Sheet & Pillowcase Sets
257,2021-05-31,219999.0,Sheet & Pillowcase Sets
258,2021-06-01,422061.0,Sheet & Pillowcase Sets
259,2021-06-02,152728.0,Sheet & Pillowcase Sets
260,2021-06-03,152728.0,Sheet & Pillowcase Sets
261,2021-06-04,284770.0,Sheet & Pillowcase Sets
262,2021-06-05,364361.0,Sheet & Pillowcase Sets
263,2021-06-06,364361.0,Sheet & Pillowcase Sets
264,2021-06-07,364361.0,Sheet & Pillowcase Sets
265,2021-06-08,450481.0,Sheet & Pillowcase Sets
266,2021-06-09,450481.0,Sheet & Pillowcase Sets
267,2021-06-10,298411.0,Sheet & Pillowcase Sets
268,2021-06-11,298411.0,Sheet & Pillowcase Sets
269,2021-06-12,298411.0,Sheet & Pillowcase Sets
270,2021-06-13,298411.0,Sheet & Pillowcase Sets
271,2021-06-14,298411.0,Sheet & Pillowcase Sets
272,2021-06-15,215339.0,Sheet & Pillowcase Sets
273,2021-06-16,247868.0,Sheet & Pillowcase Sets
274,2021-06-17,247868.0,Sheet & Pillowcase Sets
275,2021-06-18,247868.0,Sheet & Pillowcase Sets
276,2021-06-19,458963.0,Sheet & Pillowcase Sets
277,2021-06-20,458963.0,Sheet & Pillowcase Sets
278,2021-06-21,458963.0,Sheet & Pillowcase Sets
279,2021-06-22,190803.0,Sheet & Pillowcase Sets
280,2021-06-23,190803.0,Sheet & Pillowcase Sets
281,2021-06-24,49310.0,Sheet & Pillowcase Sets
282,2021-06-25,49310.0,Sheet & Pillowcase Sets
283,2021-06-26,103671.0,Sheet & Pillowcase Sets
284,2021-06-27,103671.0,Sheet & Pillowcase Sets
285,2021-06-28,103671.0,Sheet & Pillowcase Sets
286,2021-06-29,204144.0,Sheet & Pillowcase Sets
287,2021-06-30,204144.0,Sheet & Pillowcase Sets
288,2021-07-01,33708.0,Sheet & Pillowcase Sets
289,2021-07-02,33708.0,Sheet & Pillowcase Sets
290,2021-07-03,53106.0,Sheet & Pillowcase Sets
291,2021-07-04,61548.0,Sheet & Pillowcase Sets
292,2021-07-05,61548.0,Sheet & Pillowcase Sets
293,2021-07-06,186638.0,Sheet & Pillowcase Sets
294,2021-07-07,186638.0,Sheet & Pillowcase Sets
295,2021-07-08,343848.0,Sheet & Pillowcase Sets
296,2021-07-09,192814.0,Sheet & Pillowcase Sets
297,2021-07-10,125443.0,Sheet & Pillowcase Sets
