,date,value,name_B08PVDWPLL
90,2021-04-19,164929.0,Wall & Tabletop Frames
91,2021-04-20,164929.0,Wall & Tabletop Frames
92,2021-04-21,463616.0,Wall & Tabletop Frames
93,2021-04-22,463616.0,Wall & Tabletop Frames
94,2021-04-23,463616.0,Wall & Tabletop Frames
95,2021-04-24,348046.0,Wall & Tabletop Frames
96,2021-04-25,348046.0,Wall & Tabletop Frames
97,2021-04-26,348046.0,Wall & Tabletop Frames
98,2021-04-27,348046.0,Wall & Tabletop Frames
99,2021-04-28,103087.0,Wall & Tabletop Frames
100,2021-04-29,103087.0,Wall & Tabletop Frames
101,2021-04-30,103087.0,Wall & Tabletop Frames
102,2021-05-01,103087.0,Wall & Tabletop Frames
103,2021-05-02,61012.0,Wall & Tabletop Frames
104,2021-05-03,61012.0,Wall & Tabletop Frames
105,2021-05-04,61012.0,Wall & Tabletop Frames
106,2021-05-05,61012.0,Wall & Tabletop Frames
107,2021-05-06,61012.0,Wall & Tabletop Frames
108,2021-05-07,109178.0,Wall & Tabletop Frames
109,2021-05-08,125841.0,Wall & Tabletop Frames
110,2021-05-09,164244.0,Wall & Tabletop Frames
111,2021-05-10,164244.0,Wall & Tabletop Frames
112,2021-05-11,164244.0,Wall & Tabletop Frames
113,2021-05-12,164244.0,Wall & Tabletop Frames
114,2021-05-13,164244.0,Wall & Tabletop Frames
115,2021-05-14,164244.0,Wall & Tabletop Frames
116,2021-05-15,164244.0,Wall & Tabletop Frames
117,2021-05-16,164244.0,Wall & Tabletop Frames
118,2021-05-17,164244.0,Wall & Tabletop Frames
119,2021-05-18,164244.0,Wall & Tabletop Frames
120,2021-05-19,164244.0,Wall & Tabletop Frames
121,2021-05-20,164244.0,Wall & Tabletop Frames
122,2021-05-21,128502.0,Wall & Tabletop Frames
123,2021-05-22,128502.0,Wall & Tabletop Frames
124,2021-05-23,128502.0,Wall & Tabletop Frames
125,2021-05-24,128502.0,Wall & Tabletop Frames
126,2021-05-25,128502.0,Wall & Tabletop Frames
127,2021-05-26,128502.0,Wall & Tabletop Frames
128,2021-05-27,129282.0,Wall & Tabletop Frames
129,2021-05-28,67511.0,Wall & Tabletop Frames
130,2021-05-29,10012.0,Wall & Tabletop Frames
131,2021-05-30,10012.0,Wall & Tabletop Frames
132,2021-05-31,38570.0,Wall & Tabletop Frames
133,2021-06-01,38570.0,Wall & Tabletop Frames
134,2021-06-02,27627.0,Wall & Tabletop Frames
135,2021-06-03,27627.0,Wall & Tabletop Frames
136,2021-06-04,27627.0,Wall & Tabletop Frames
137,2021-06-05,27627.0,Wall & Tabletop Frames
138,2021-06-06,21721.0,Wall & Tabletop Frames
139,2021-06-07,16370.0,Wall & Tabletop Frames
140,2021-06-08,9493.0,Wall & Tabletop Frames
141,2021-06-09,9493.0,Wall & Tabletop Frames
142,2021-06-10,7115.0,Wall & Tabletop Frames
143,2021-06-11,5465.0,Wall & Tabletop Frames
144,2021-06-12,3245.0,Wall & Tabletop Frames
145,2021-06-13,3423.0,Wall & Tabletop Frames
146,2021-06-14,3423.0,Wall & Tabletop Frames
147,2021-06-15,2727.0,Wall & Tabletop Frames
148,2021-06-16,1260.0,Wall & Tabletop Frames
149,2021-06-17,1814.0,Wall & Tabletop Frames
150,2021-06-18,2323.0,Wall & Tabletop Frames
151,2021-06-19,2534.0,Wall & Tabletop Frames
152,2021-06-20,2455.0,Wall & Tabletop Frames
153,2021-06-21,2455.0,Wall & Tabletop Frames
154,2021-06-22,6314.0,Wall & Tabletop Frames
155,2021-06-23,6314.0,Wall & Tabletop Frames
156,2021-06-24,6314.0,Wall & Tabletop Frames
157,2021-06-25,6256.0,Wall & Tabletop Frames
158,2021-06-26,6256.0,Wall & Tabletop Frames
159,2021-06-27,5623.0,Wall & Tabletop Frames
160,2021-06-28,5919.0,Wall & Tabletop Frames
161,2021-06-29,5919.0,Wall & Tabletop Frames
162,2021-06-30,4742.0,Wall & Tabletop Frames
163,2021-07-01,4611.0,Wall & Tabletop Frames
164,2021-07-02,5138.0,Wall & Tabletop Frames
165,2021-07-03,4599.0,Wall & Tabletop Frames
166,2021-07-04,4599.0,Wall & Tabletop Frames
167,2021-07-05,5637.0,Wall & Tabletop Frames
168,2021-07-06,4479.0,Wall & Tabletop Frames
169,2021-07-07,4605.0,Wall & Tabletop Frames
170,2021-07-08,4602.0,Wall & Tabletop Frames
171,2021-07-09,4602.0,Wall & Tabletop Frames
172,2021-07-10,5464.0,Wall & Tabletop Frames
