,date,value,name_B0861GVW4K
348,2021-05-16,7120.0,Rattles & Plush Rings
349,2021-05-17,7120.0,Rattles & Plush Rings
350,2021-05-18,6120.0,Rattles & Plush Rings
351,2021-05-19,6120.0,Rattles & Plush Rings
352,2021-05-20,7325.0,Rattles & Plush Rings
353,2021-05-21,7325.0,Rattles & Plush Rings
354,2021-05-22,7325.0,Rattles & Plush Rings
355,2021-05-23,7325.0,Rattles & Plush Rings
356,2021-05-24,9868.0,Rattles & Plush Rings
357,2021-05-25,8379.0,Rattles & Plush Rings
358,2021-05-26,8379.0,Rattles & Plush Rings
359,2021-05-27,8379.0,Rattles & Plush Rings
360,2021-05-28,6189.0,Rattles & Plush Rings
361,2021-05-29,6189.0,Rattles & Plush Rings
362,2021-05-30,5704.0,Rattles & Plush Rings
363,2021-05-31,5704.0,Rattles & Plush Rings
364,2021-06-01,5704.0,Rattles & Plush Rings
365,2021-06-02,8065.0,Rattles & Plush Rings
366,2021-06-03,8540.0,Rattles & Plush Rings
367,2021-06-04,8625.0,Rattles & Plush Rings
368,2021-06-05,8625.0,Rattles & Plush Rings
369,2021-06-06,10001.0,Rattles & Plush Rings
370,2021-06-07,9718.0,Rattles & Plush Rings
371,2021-06-08,9718.0,Rattles & Plush Rings
372,2021-06-09,8428.0,Rattles & Plush Rings
373,2021-06-10,8428.0,Rattles & Plush Rings
374,2021-06-11,8428.0,Rattles & Plush Rings
375,2021-06-12,8428.0,Rattles & Plush Rings
376,2021-06-13,9213.0,Rattles & Plush Rings
377,2021-06-14,9213.0,Rattles & Plush Rings
378,2021-06-15,7336.0,Rattles & Plush Rings
379,2021-06-16,6316.0,Rattles & Plush Rings
380,2021-06-17,6316.0,Rattles & Plush Rings
381,2021-06-18,7446.0,Rattles & Plush Rings
382,2021-06-19,7446.0,Rattles & Plush Rings
383,2021-06-20,7446.0,Rattles & Plush Rings
384,2021-06-21,7446.0,Rattles & Plush Rings
385,2021-06-22,13834.0,Rattles & Plush Rings
386,2021-06-23,13834.0,Rattles & Plush Rings
387,2021-06-24,13834.0,Rattles & Plush Rings
388,2021-06-25,9648.0,Rattles & Plush Rings
389,2021-06-26,9648.0,Rattles & Plush Rings
390,2021-06-27,9648.0,Rattles & Plush Rings
391,2021-06-28,12163.0,Rattles & Plush Rings
392,2021-06-29,7023.0,Rattles & Plush Rings
393,2021-06-30,5505.0,Rattles & Plush Rings
394,2021-07-01,4591.0,Rattles & Plush Rings
395,2021-07-02,4577.0,Rattles & Plush Rings
396,2021-07-03,4577.0,Rattles & Plush Rings
397,2021-07-04,4414.0,Rattles & Plush Rings
398,2021-07-05,5465.0,Rattles & Plush Rings
399,2021-07-06,5290.0,Rattles & Plush Rings
400,2021-07-07,5290.0,Rattles & Plush Rings
401,2021-07-08,5290.0,Rattles & Plush Rings
402,2021-07-09,6575.0,Rattles & Plush Rings
403,2021-07-10,6575.0,Rattles & Plush Rings
404,2021-07-11,6450.0,Rattles & Plush Rings
