,date,value,name_B07WH5R1X3
558,2021-04-17,76891.0,Duvet Cover Sets
559,2021-04-18,41525.0,Duvet Cover Sets
560,2021-04-19,41525.0,Duvet Cover Sets
561,2021-04-20,41525.0,Duvet Cover Sets
562,2021-04-21,41525.0,Duvet Cover Sets
563,2021-04-22,41525.0,Duvet Cover Sets
564,2021-04-23,41525.0,Duvet Cover Sets
565,2021-04-24,41525.0,Duvet Cover Sets
566,2021-04-25,41525.0,Duvet Cover Sets
567,2021-04-26,41525.0,Duvet Cover Sets
568,2021-04-27,2508200.0,Duvet Cover Sets
569,2021-04-28,2506742.0,Duvet Cover Sets
570,2021-04-29,2506742.0,Duvet Cover Sets
571,2021-04-30,2506742.0,Duvet Cover Sets
572,2021-05-01,2506742.0,Duvet Cover Sets
573,2021-05-02,2506742.0,Duvet Cover Sets
574,2021-05-03,2506742.0,Duvet Cover Sets
575,2021-05-04,2506742.0,Duvet Cover Sets
576,2021-05-05,2506742.0,Duvet Cover Sets
577,2021-05-06,2506742.0,Duvet Cover Sets
578,2021-05-07,2506742.0,Duvet Cover Sets
579,2021-05-08,2506742.0,Duvet Cover Sets
580,2021-05-09,2506742.0,Duvet Cover Sets
581,2021-05-10,2506742.0,Duvet Cover Sets
582,2021-05-11,2506742.0,Duvet Cover Sets
583,2021-05-12,2506742.0,Duvet Cover Sets
584,2021-05-13,2506742.0,Duvet Cover Sets
585,2021-05-14,2506742.0,Duvet Cover Sets
586,2021-05-15,2506742.0,Duvet Cover Sets
587,2021-05-16,2506742.0,Duvet Cover Sets
588,2021-05-17,2506742.0,Duvet Cover Sets
589,2021-05-18,2506742.0,Duvet Cover Sets
590,2021-05-19,2506742.0,Duvet Cover Sets
591,2021-05-20,2506742.0,Duvet Cover Sets
592,2021-05-21,2506742.0,Duvet Cover Sets
593,2021-05-22,2506742.0,Duvet Cover Sets
594,2021-05-23,2506742.0,Duvet Cover Sets
595,2021-05-24,2506742.0,Duvet Cover Sets
596,2021-05-25,2506742.0,Duvet Cover Sets
597,2021-05-26,2506742.0,Duvet Cover Sets
598,2021-05-27,2506742.0,Duvet Cover Sets
599,2021-05-28,2506742.0,Duvet Cover Sets
600,2021-05-29,2506742.0,Duvet Cover Sets
601,2021-05-30,2506742.0,Duvet Cover Sets
602,2021-05-31,2506742.0,Duvet Cover Sets
603,2021-06-01,2506742.0,Duvet Cover Sets
604,2021-06-02,2506742.0,Duvet Cover Sets
605,2021-06-03,2506742.0,Duvet Cover Sets
606,2021-06-04,2506742.0,Duvet Cover Sets
607,2021-06-05,2506742.0,Duvet Cover Sets
608,2021-06-06,2506742.0,Duvet Cover Sets
609,2021-06-07,-1.0,Duvet Cover Sets
