,date,value,name_B00JC4VY8C
107,2020-09-09,11289.0,Breathalyzers
108,2020-09-10,12874.0,Breathalyzers
109,2020-09-11,12037.0,Breathalyzers
110,2020-09-12,12037.0,Breathalyzers
111,2020-09-13,12037.0,Breathalyzers
112,2020-09-14,11876.0,Breathalyzers
113,2020-09-15,11876.0,Breathalyzers
114,2020-09-16,12213.0,Breathalyzers
115,2020-09-17,12213.0,Breathalyzers
116,2020-09-18,12213.0,Breathalyzers
117,2020-09-19,12213.0,Breathalyzers
118,2020-09-20,12213.0,Breathalyzers
119,2020-09-21,12609.0,Breathalyzers
120,2020-09-22,12609.0,Breathalyzers
121,2020-09-23,12609.0,Breathalyzers
122,2020-09-24,10718.0,Breathalyzers
123,2020-09-25,10718.0,Breathalyzers
124,2020-09-26,8468.0,Breathalyzers
125,2020-09-27,7213.0,Breathalyzers
126,2020-09-28,9248.0,Breathalyzers
127,2020-09-29,9388.0,Breathalyzers
128,2020-09-30,9388.0,Breathalyzers
129,2020-10-01,9388.0,Breathalyzers
130,2020-10-02,11819.0,Breathalyzers
131,2020-10-03,11819.0,Breathalyzers
132,2020-10-04,11819.0,Breathalyzers
133,2020-10-05,11881.0,Breathalyzers
134,2020-10-06,9580.0,Breathalyzers
135,2020-10-07,9580.0,Breathalyzers
136,2020-10-08,9580.0,Breathalyzers
137,2020-10-09,9580.0,Breathalyzers
138,2020-10-10,10097.0,Breathalyzers
139,2020-10-11,10097.0,Breathalyzers
140,2020-10-12,10097.0,Breathalyzers
141,2020-10-13,12120.0,Breathalyzers
142,2020-10-14,13200.0,Breathalyzers
143,2020-10-15,12485.0,Breathalyzers
144,2020-10-16,10656.0,Breathalyzers
145,2020-10-17,10656.0,Breathalyzers
146,2020-10-18,8207.0,Breathalyzers
147,2020-10-19,9033.0,Breathalyzers
148,2020-10-20,8450.0,Breathalyzers
149,2020-10-21,8450.0,Breathalyzers
150,2020-10-22,8450.0,Breathalyzers
151,2020-10-23,6140.0,Breathalyzers
152,2020-10-24,6140.0,Breathalyzers
153,2020-10-25,6140.0,Breathalyzers
154,2020-10-26,5295.0,Breathalyzers
155,2020-10-27,5295.0,Breathalyzers
156,2020-10-28,6477.0,Breathalyzers
157,2020-10-29,7838.0,Breathalyzers
158,2020-10-30,7838.0,Breathalyzers
159,2020-10-31,6434.0,Breathalyzers
160,2020-11-01,6434.0,Breathalyzers
161,2020-11-02,6853.0,Breathalyzers
162,2020-11-03,7921.0,Breathalyzers
163,2020-11-04,7921.0,Breathalyzers
164,2020-11-05,8035.0,Breathalyzers
165,2020-11-06,6686.0,Breathalyzers
166,2020-11-07,6977.0,Breathalyzers
167,2020-11-08,6977.0,Breathalyzers
168,2020-11-09,6145.0,Breathalyzers
169,2020-11-10,7025.0,Breathalyzers
170,2020-11-11,7097.0,Breathalyzers
171,2020-11-12,7909.0,Breathalyzers
172,2020-11-13,6550.0,Breathalyzers
173,2020-11-14,6550.0,Breathalyzers
174,2020-11-15,6044.0,Breathalyzers
175,2020-11-16,6410.0,Breathalyzers
176,2020-11-17,6683.0,Breathalyzers
177,2020-11-18,6683.0,Breathalyzers
178,2020-11-19,6683.0,Breathalyzers
179,2020-11-20,6683.0,Breathalyzers
180,2020-11-21,6683.0,Breathalyzers
181,2020-11-22,5699.0,Breathalyzers
182,2020-11-23,6507.0,Breathalyzers
183,2020-11-24,6962.0,Breathalyzers
184,2020-11-25,7590.0,Breathalyzers
185,2020-11-26,7590.0,Breathalyzers
186,2020-11-27,5681.0,Breathalyzers
187,2020-11-28,5681.0,Breathalyzers
188,2020-11-29,4440.0,Breathalyzers
189,2020-11-30,4440.0,Breathalyzers
190,2020-12-01,4496.0,Breathalyzers
191,2020-12-02,4496.0,Breathalyzers
192,2020-12-03,4435.0,Breathalyzers
193,2020-12-04,4435.0,Breathalyzers
194,2020-12-05,4435.0,Breathalyzers
195,2020-12-06,4435.0,Breathalyzers
196,2020-12-07,2936.0,Breathalyzers
197,2020-12-08,3018.0,Breathalyzers
198,2020-12-09,3006.0,Breathalyzers
199,2020-12-10,3000.0,Breathalyzers
200,2020-12-11,2460.0,Breathalyzers
201,2020-12-12,2377.0,Breathalyzers
202,2020-12-13,2410.0,Breathalyzers
203,2020-12-14,2315.0,Breathalyzers
204,2020-12-15,2208.0,Breathalyzers
205,2020-12-16,2224.0,Breathalyzers
206,2020-12-17,2450.0,Breathalyzers
207,2020-12-18,2571.0,Breathalyzers
208,2020-12-19,2533.0,Breathalyzers
209,2020-12-20,2399.0,Breathalyzers
210,2020-12-21,2668.0,Breathalyzers
211,2020-12-22,3069.0,Breathalyzers
212,2020-12-23,2563.0,Breathalyzers
213,2020-12-24,2856.0,Breathalyzers
214,2020-12-25,2951.0,Breathalyzers
215,2020-12-26,2604.0,Breathalyzers
216,2020-12-27,3515.0,Breathalyzers
217,2020-12-28,2255.0,Breathalyzers
218,2020-12-29,2606.0,Breathalyzers
219,2020-12-30,3861.0,Breathalyzers
220,2020-12-31,4147.0,Breathalyzers
221,2021-01-01,4364.0,Breathalyzers
222,2021-01-02,3587.0,Breathalyzers
223,2021-01-03,4834.0,Breathalyzers
224,2021-01-04,4281.0,Breathalyzers
225,2021-01-05,4638.0,Breathalyzers
226,2021-01-06,5687.0,Breathalyzers
227,2021-01-07,5540.0,Breathalyzers
228,2021-01-08,5267.0,Breathalyzers
229,2021-01-09,5269.0,Breathalyzers
230,2021-01-10,4690.0,Breathalyzers
231,2021-01-11,4208.0,Breathalyzers
232,2021-01-12,5617.0,Breathalyzers
233,2021-01-13,5617.0,Breathalyzers
234,2021-01-14,5617.0,Breathalyzers
235,2021-01-15,5077.0,Breathalyzers
236,2021-01-16,5565.0,Breathalyzers
237,2021-01-17,5565.0,Breathalyzers
238,2021-01-18,5788.0,Breathalyzers
239,2021-01-19,7188.0,Breathalyzers
240,2021-01-20,6533.0,Breathalyzers
241,2021-01-21,6146.0,Breathalyzers
242,2021-01-22,6146.0,Breathalyzers
243,2021-01-23,6729.0,Breathalyzers
244,2021-01-24,6729.0,Breathalyzers
245,2021-01-25,3487.0,Breathalyzers
246,2021-01-26,4768.0,Breathalyzers
247,2021-01-27,4933.0,Breathalyzers
248,2021-01-28,4933.0,Breathalyzers
249,2021-01-29,5848.0,Breathalyzers
250,2021-01-30,5848.0,Breathalyzers
251,2021-01-31,5848.0,Breathalyzers
252,2021-02-01,5270.0,Breathalyzers
253,2021-02-02,5270.0,Breathalyzers
254,2021-02-03,5270.0,Breathalyzers
255,2021-02-04,5046.0,Breathalyzers
256,2021-02-05,4518.0,Breathalyzers
257,2021-02-06,4518.0,Breathalyzers
258,2021-02-07,2977.0,Breathalyzers
259,2021-02-08,2977.0,Breathalyzers
260,2021-02-09,2977.0,Breathalyzers
261,2021-02-10,3700.0,Breathalyzers
262,2021-02-11,3700.0,Breathalyzers
263,2021-02-12,3941.0,Breathalyzers
264,2021-02-13,4460.0,Breathalyzers
265,2021-02-14,3161.0,Breathalyzers
266,2021-02-15,3161.0,Breathalyzers
267,2021-02-16,3161.0,Breathalyzers
268,2021-02-17,4233.0,Breathalyzers
269,2021-02-18,4233.0,Breathalyzers
270,2021-02-19,4233.0,Breathalyzers
271,2021-02-20,3933.0,Breathalyzers
272,2021-02-21,2876.0,Breathalyzers
273,2021-02-22,2876.0,Breathalyzers
274,2021-02-23,4562.0,Breathalyzers
275,2021-02-24,4562.0,Breathalyzers
276,2021-02-25,4562.0,Breathalyzers
277,2021-02-26,3513.0,Breathalyzers
278,2021-02-27,3513.0,Breathalyzers
279,2021-02-28,3513.0,Breathalyzers
280,2021-03-01,3425.0,Breathalyzers
281,2021-03-02,3992.0,Breathalyzers
282,2021-03-03,3249.0,Breathalyzers
283,2021-03-04,3249.0,Breathalyzers
284,2021-03-05,3249.0,Breathalyzers
285,2021-03-06,3775.0,Breathalyzers
286,2021-03-07,3775.0,Breathalyzers
287,2021-03-08,3366.0,Breathalyzers
288,2021-03-09,3366.0,Breathalyzers
289,2021-03-10,3366.0,Breathalyzers
290,2021-03-11,2795.0,Breathalyzers
291,2021-03-12,2670.0,Breathalyzers
292,2021-03-13,2670.0,Breathalyzers
293,2021-03-14,2862.0,Breathalyzers
294,2021-03-15,2862.0,Breathalyzers
295,2021-03-16,3045.0,Breathalyzers
296,2021-03-17,3818.0,Breathalyzers
297,2021-03-18,3818.0,Breathalyzers
298,2021-03-19,3348.0,Breathalyzers
299,2021-03-20,3348.0,Breathalyzers
300,2021-03-21,3177.0,Breathalyzers
301,2021-03-22,3427.0,Breathalyzers
302,2021-03-23,3427.0,Breathalyzers
303,2021-03-24,4417.0,Breathalyzers
304,2021-03-25,4417.0,Breathalyzers
305,2021-03-26,3838.0,Breathalyzers
306,2021-03-27,3838.0,Breathalyzers
307,2021-03-28,2392.0,Breathalyzers
308,2021-03-29,3504.0,Breathalyzers
309,2021-03-30,3504.0,Breathalyzers
310,2021-03-31,3435.0,Breathalyzers
311,2021-04-01,3368.0,Breathalyzers
312,2021-04-02,3368.0,Breathalyzers
313,2021-04-03,3368.0,Breathalyzers
314,2021-04-04,3017.0,Breathalyzers
315,2021-04-05,3017.0,Breathalyzers
316,2021-04-06,3017.0,Breathalyzers
317,2021-04-07,5293.0,Breathalyzers
318,2021-04-08,6752.0,Breathalyzers
319,2021-04-09,6752.0,Breathalyzers
320,2021-04-10,6752.0,Breathalyzers
321,2021-04-11,5382.0,Breathalyzers
322,2021-04-12,5860.0,Breathalyzers
323,2021-04-13,5860.0,Breathalyzers
324,2021-04-14,5860.0,Breathalyzers
325,2021-04-15,6377.0,Breathalyzers
326,2021-04-16,6377.0,Breathalyzers
327,2021-04-17,5245.0,Breathalyzers
328,2021-04-18,5245.0,Breathalyzers
329,2021-04-19,6020.0,Breathalyzers
330,2021-04-20,6122.0,Breathalyzers
331,2021-04-21,6122.0,Breathalyzers
332,2021-04-22,6122.0,Breathalyzers
333,2021-04-23,5509.0,Breathalyzers
334,2021-04-24,5509.0,Breathalyzers
335,2021-04-25,5509.0,Breathalyzers
336,2021-04-26,7406.0,Breathalyzers
337,2021-04-27,7406.0,Breathalyzers
338,2021-04-28,7406.0,Breathalyzers
339,2021-04-29,7746.0,Breathalyzers
340,2021-04-30,7746.0,Breathalyzers
341,2021-05-01,6771.0,Breathalyzers
342,2021-05-02,6771.0,Breathalyzers
343,2021-05-03,6771.0,Breathalyzers
344,2021-05-04,9124.0,Breathalyzers
345,2021-05-05,7795.0,Breathalyzers
346,2021-05-06,8894.0,Breathalyzers
347,2021-05-07,8151.0,Breathalyzers
348,2021-05-08,8151.0,Breathalyzers
349,2021-05-09,8151.0,Breathalyzers
350,2021-05-10,8382.0,Breathalyzers
351,2021-05-11,8382.0,Breathalyzers
352,2021-05-12,9705.0,Breathalyzers
353,2021-05-13,9705.0,Breathalyzers
354,2021-05-14,10306.0,Breathalyzers
355,2021-05-15,10306.0,Breathalyzers
356,2021-05-16,6934.0,Breathalyzers
357,2021-05-17,6934.0,Breathalyzers
358,2021-05-18,6934.0,Breathalyzers
359,2021-05-19,9002.0,Breathalyzers
360,2021-05-20,9057.0,Breathalyzers
361,2021-05-21,9574.0,Breathalyzers
362,2021-05-22,9574.0,Breathalyzers
363,2021-05-23,9574.0,Breathalyzers
364,2021-05-24,8796.0,Breathalyzers
365,2021-05-25,9470.0,Breathalyzers
366,2021-05-26,10114.0,Breathalyzers
367,2021-05-27,8461.0,Breathalyzers
368,2021-05-28,8461.0,Breathalyzers
369,2021-05-29,8605.0,Breathalyzers
370,2021-05-30,8605.0,Breathalyzers
371,2021-05-31,8605.0,Breathalyzers
372,2021-06-01,7143.0,Breathalyzers
373,2021-06-02,7143.0,Breathalyzers
374,2021-06-03,9665.0,Breathalyzers
375,2021-06-04,10078.0,Breathalyzers
376,2021-06-05,10078.0,Breathalyzers
377,2021-06-06,7620.0,Breathalyzers
378,2021-06-07,7620.0,Breathalyzers
379,2021-06-08,8688.0,Breathalyzers
380,2021-06-09,8688.0,Breathalyzers
381,2021-06-10,8688.0,Breathalyzers
382,2021-06-11,8872.0,Breathalyzers
383,2021-06-12,8798.0,Breathalyzers
384,2021-06-13,8798.0,Breathalyzers
385,2021-06-14,12366.0,Breathalyzers
386,2021-06-15,12366.0,Breathalyzers
387,2021-06-16,12366.0,Breathalyzers
388,2021-06-17,9564.0,Breathalyzers
389,2021-06-18,9564.0,Breathalyzers
390,2021-06-19,9564.0,Breathalyzers
391,2021-06-20,9564.0,Breathalyzers
392,2021-06-21,7357.0,Breathalyzers
393,2021-06-22,9841.0,Breathalyzers
394,2021-06-23,9841.0,Breathalyzers
395,2021-06-24,9841.0,Breathalyzers
396,2021-06-25,9841.0,Breathalyzers
397,2021-06-26,6910.0,Breathalyzers
398,2021-06-27,6910.0,Breathalyzers
399,2021-06-28,6866.0,Breathalyzers
400,2021-06-29,6291.0,Breathalyzers
401,2021-06-30,9019.0,Breathalyzers
402,2021-07-01,8448.0,Breathalyzers
403,2021-07-02,8448.0,Breathalyzers
404,2021-07-03,7098.0,Breathalyzers
405,2021-07-04,6235.0,Breathalyzers
406,2021-07-05,6235.0,Breathalyzers
407,2021-07-06,6235.0,Breathalyzers
408,2021-07-07,7256.0,Breathalyzers
409,2021-07-08,7063.0,Breathalyzers
410,2021-07-09,6549.0,Breathalyzers
411,2021-07-10,6388.0,Breathalyzers
412,2021-07-11,4969.0,Breathalyzers
