,date,value,name_B07HKQZNXF
50,2020-05-26,7855.0,Sheet & Pillowcase Sets
51,2020-05-27,7855.0,Sheet & Pillowcase Sets
52,2020-05-28,7855.0,Sheet & Pillowcase Sets
53,2020-05-29,4987.0,Sheet & Pillowcase Sets
54,2020-05-30,4987.0,Sheet & Pillowcase Sets
55,2020-05-31,4987.0,Sheet & Pillowcase Sets
56,2020-06-01,5548.0,Sheet & Pillowcase Sets
57,2020-06-02,5548.0,Sheet & Pillowcase Sets
58,2020-06-03,5548.0,Sheet & Pillowcase Sets
59,2020-06-04,4181.0,Sheet & Pillowcase Sets
60,2020-06-05,4181.0,Sheet & Pillowcase Sets
61,2020-06-06,4181.0,Sheet & Pillowcase Sets
62,2020-06-07,4652.0,Sheet & Pillowcase Sets
63,2020-06-08,4652.0,Sheet & Pillowcase Sets
64,2020-06-09,2689.0,Sheet & Pillowcase Sets
65,2020-06-10,2689.0,Sheet & Pillowcase Sets
66,2020-06-11,4401.0,Sheet & Pillowcase Sets
67,2020-06-12,4401.0,Sheet & Pillowcase Sets
68,2020-06-13,4401.0,Sheet & Pillowcase Sets
69,2020-06-14,5089.0,Sheet & Pillowcase Sets
70,2020-06-15,5089.0,Sheet & Pillowcase Sets
71,2020-06-16,5089.0,Sheet & Pillowcase Sets
72,2020-06-17,6111.0,Sheet & Pillowcase Sets
73,2020-06-18,6825.0,Sheet & Pillowcase Sets
74,2020-06-19,6825.0,Sheet & Pillowcase Sets
75,2020-06-20,6825.0,Sheet & Pillowcase Sets
76,2020-06-21,6825.0,Sheet & Pillowcase Sets
77,2020-06-22,5145.0,Sheet & Pillowcase Sets
78,2020-06-23,5145.0,Sheet & Pillowcase Sets
79,2020-06-24,4644.0,Sheet & Pillowcase Sets
80,2020-06-25,4644.0,Sheet & Pillowcase Sets
81,2020-06-26,2972.0,Sheet & Pillowcase Sets
82,2020-06-27,3971.0,Sheet & Pillowcase Sets
83,2020-06-28,3971.0,Sheet & Pillowcase Sets
84,2020-06-29,3971.0,Sheet & Pillowcase Sets
85,2020-06-30,3262.0,Sheet & Pillowcase Sets
86,2020-07-01,3262.0,Sheet & Pillowcase Sets
87,2020-07-02,3262.0,Sheet & Pillowcase Sets
88,2020-07-03,2133.0,Sheet & Pillowcase Sets
89,2020-07-04,2133.0,Sheet & Pillowcase Sets
90,2020-07-05,2133.0,Sheet & Pillowcase Sets
91,2020-07-06,3632.0,Sheet & Pillowcase Sets
92,2020-07-07,2057.0,Sheet & Pillowcase Sets
93,2020-07-08,1315.0,Sheet & Pillowcase Sets
94,2020-07-09,1320.0,Sheet & Pillowcase Sets
95,2020-07-10,1320.0,Sheet & Pillowcase Sets
96,2020-07-11,1739.0,Sheet & Pillowcase Sets
97,2020-07-12,1755.0,Sheet & Pillowcase Sets
98,2020-07-13,2038.0,Sheet & Pillowcase Sets
99,2020-07-14,3888.0,Sheet & Pillowcase Sets
100,2020-07-15,4573.0,Sheet & Pillowcase Sets
101,2020-07-16,4463.0,Sheet & Pillowcase Sets
102,2020-07-17,4463.0,Sheet & Pillowcase Sets
103,2020-07-18,6973.0,Sheet & Pillowcase Sets
104,2020-07-19,6973.0,Sheet & Pillowcase Sets
105,2020-07-20,6973.0,Sheet & Pillowcase Sets
106,2020-07-21,10680.0,Sheet & Pillowcase Sets
107,2020-07-22,10680.0,Sheet & Pillowcase Sets
108,2020-07-23,10680.0,Sheet & Pillowcase Sets
109,2020-07-24,7294.0,Sheet & Pillowcase Sets
110,2020-07-25,7294.0,Sheet & Pillowcase Sets
111,2020-07-26,7294.0,Sheet & Pillowcase Sets
112,2020-07-27,7753.0,Sheet & Pillowcase Sets
113,2020-07-28,7753.0,Sheet & Pillowcase Sets
114,2020-07-29,7753.0,Sheet & Pillowcase Sets
115,2020-07-30,7304.0,Sheet & Pillowcase Sets
116,2020-07-31,7304.0,Sheet & Pillowcase Sets
117,2020-08-01,7304.0,Sheet & Pillowcase Sets
118,2020-08-02,7304.0,Sheet & Pillowcase Sets
119,2020-08-03,8632.0,Sheet & Pillowcase Sets
120,2020-08-04,8632.0,Sheet & Pillowcase Sets
121,2020-08-05,8632.0,Sheet & Pillowcase Sets
122,2020-08-06,8156.0,Sheet & Pillowcase Sets
123,2020-08-07,9626.0,Sheet & Pillowcase Sets
124,2020-08-08,9626.0,Sheet & Pillowcase Sets
125,2020-08-09,11191.0,Sheet & Pillowcase Sets
126,2020-08-10,13437.0,Sheet & Pillowcase Sets
127,2020-08-11,13437.0,Sheet & Pillowcase Sets
128,2020-08-12,8110.0,Sheet & Pillowcase Sets
129,2020-08-13,4998.0,Sheet & Pillowcase Sets
130,2020-08-14,4998.0,Sheet & Pillowcase Sets
131,2020-08-15,4998.0,Sheet & Pillowcase Sets
132,2020-08-16,3713.0,Sheet & Pillowcase Sets
133,2020-08-17,3713.0,Sheet & Pillowcase Sets
134,2020-08-18,5932.0,Sheet & Pillowcase Sets
135,2020-08-19,6548.0,Sheet & Pillowcase Sets
136,2020-08-20,6548.0,Sheet & Pillowcase Sets
137,2020-08-21,6548.0,Sheet & Pillowcase Sets
138,2020-08-22,5818.0,Sheet & Pillowcase Sets
139,2020-08-23,5818.0,Sheet & Pillowcase Sets
140,2020-08-24,6355.0,Sheet & Pillowcase Sets
141,2020-08-25,6355.0,Sheet & Pillowcase Sets
142,2020-08-26,7451.0,Sheet & Pillowcase Sets
143,2020-08-27,7451.0,Sheet & Pillowcase Sets
144,2020-08-28,7466.0,Sheet & Pillowcase Sets
145,2020-08-29,7466.0,Sheet & Pillowcase Sets
146,2020-08-30,7466.0,Sheet & Pillowcase Sets
147,2020-08-31,5924.0,Sheet & Pillowcase Sets
148,2020-09-01,5924.0,Sheet & Pillowcase Sets
149,2020-09-02,6890.0,Sheet & Pillowcase Sets
150,2020-09-03,6890.0,Sheet & Pillowcase Sets
151,2020-09-04,6890.0,Sheet & Pillowcase Sets
152,2020-09-05,5864.0,Sheet & Pillowcase Sets
153,2020-09-06,5864.0,Sheet & Pillowcase Sets
154,2020-09-07,5652.0,Sheet & Pillowcase Sets
155,2020-09-08,5652.0,Sheet & Pillowcase Sets
156,2020-09-09,7848.0,Sheet & Pillowcase Sets
157,2020-09-10,7848.0,Sheet & Pillowcase Sets
158,2020-09-11,7848.0,Sheet & Pillowcase Sets
159,2020-09-12,7848.0,Sheet & Pillowcase Sets
160,2020-09-13,7381.0,Sheet & Pillowcase Sets
161,2020-09-14,7381.0,Sheet & Pillowcase Sets
162,2020-09-15,10692.0,Sheet & Pillowcase Sets
163,2020-09-16,10692.0,Sheet & Pillowcase Sets
164,2020-09-17,10692.0,Sheet & Pillowcase Sets
165,2020-09-18,8220.0,Sheet & Pillowcase Sets
166,2020-09-19,9094.0,Sheet & Pillowcase Sets
167,2020-09-20,9094.0,Sheet & Pillowcase Sets
168,2020-09-21,9094.0,Sheet & Pillowcase Sets
169,2020-09-22,9094.0,Sheet & Pillowcase Sets
170,2020-09-23,12091.0,Sheet & Pillowcase Sets
171,2020-09-24,12091.0,Sheet & Pillowcase Sets
172,2020-09-25,12091.0,Sheet & Pillowcase Sets
173,2020-09-26,13463.0,Sheet & Pillowcase Sets
174,2020-09-27,13463.0,Sheet & Pillowcase Sets
175,2020-09-28,10519.0,Sheet & Pillowcase Sets
176,2020-09-29,12101.0,Sheet & Pillowcase Sets
177,2020-09-30,12101.0,Sheet & Pillowcase Sets
178,2020-10-01,11063.0,Sheet & Pillowcase Sets
179,2020-10-02,11063.0,Sheet & Pillowcase Sets
180,2020-10-03,11063.0,Sheet & Pillowcase Sets
181,2020-10-04,11063.0,Sheet & Pillowcase Sets
182,2020-10-05,10548.0,Sheet & Pillowcase Sets
183,2020-10-06,10548.0,Sheet & Pillowcase Sets
184,2020-10-07,8879.0,Sheet & Pillowcase Sets
185,2020-10-08,9921.0,Sheet & Pillowcase Sets
186,2020-10-09,8719.0,Sheet & Pillowcase Sets
187,2020-10-10,8719.0,Sheet & Pillowcase Sets
188,2020-10-11,8896.0,Sheet & Pillowcase Sets
189,2020-10-12,8896.0,Sheet & Pillowcase Sets
190,2020-10-13,11366.0,Sheet & Pillowcase Sets
191,2020-10-14,13181.0,Sheet & Pillowcase Sets
192,2020-10-15,637.0,Sheet & Pillowcase Sets
193,2020-10-16,637.0,Sheet & Pillowcase Sets
194,2020-10-17,637.0,Sheet & Pillowcase Sets
195,2020-10-18,3526.0,Sheet & Pillowcase Sets
196,2020-10-19,5484.0,Sheet & Pillowcase Sets
197,2020-10-20,5484.0,Sheet & Pillowcase Sets
198,2020-10-21,5484.0,Sheet & Pillowcase Sets
199,2020-10-22,8360.0,Sheet & Pillowcase Sets
200,2020-10-23,7561.0,Sheet & Pillowcase Sets
201,2020-10-24,7561.0,Sheet & Pillowcase Sets
202,2020-10-25,7356.0,Sheet & Pillowcase Sets
203,2020-10-26,7356.0,Sheet & Pillowcase Sets
204,2020-10-27,7356.0,Sheet & Pillowcase Sets
205,2020-10-28,5122.0,Sheet & Pillowcase Sets
206,2020-10-29,5122.0,Sheet & Pillowcase Sets
207,2020-10-30,5122.0,Sheet & Pillowcase Sets
208,2020-10-31,3671.0,Sheet & Pillowcase Sets
209,2020-11-01,3671.0,Sheet & Pillowcase Sets
210,2020-11-02,3671.0,Sheet & Pillowcase Sets
211,2020-11-03,6226.0,Sheet & Pillowcase Sets
212,2020-11-04,6694.0,Sheet & Pillowcase Sets
213,2020-11-05,6694.0,Sheet & Pillowcase Sets
214,2020-11-06,6694.0,Sheet & Pillowcase Sets
215,2020-11-07,8159.0,Sheet & Pillowcase Sets
216,2020-11-08,7467.0,Sheet & Pillowcase Sets
217,2020-11-09,7467.0,Sheet & Pillowcase Sets
218,2020-11-10,8713.0,Sheet & Pillowcase Sets
219,2020-11-11,10951.0,Sheet & Pillowcase Sets
220,2020-11-12,10951.0,Sheet & Pillowcase Sets
221,2020-11-13,10951.0,Sheet & Pillowcase Sets
222,2020-11-14,8265.0,Sheet & Pillowcase Sets
223,2020-11-15,8265.0,Sheet & Pillowcase Sets
224,2020-11-16,8960.0,Sheet & Pillowcase Sets
