,date,value,name_B08233D22Y
135,2020-10-07,4000.0,Laminating Supplies
136,2020-10-08,4000.0,Laminating Supplies
137,2020-10-09,3678.0,Laminating Supplies
138,2020-10-10,3678.0,Laminating Supplies
139,2020-10-11,3036.0,Laminating Supplies
140,2020-10-12,3036.0,Laminating Supplies
141,2020-10-13,4067.0,Laminating Supplies
142,2020-10-14,4067.0,Laminating Supplies
143,2020-10-15,3187.0,Laminating Supplies
144,2020-10-16,3187.0,Laminating Supplies
145,2020-10-17,2783.0,Laminating Supplies
146,2020-10-18,2783.0,Laminating Supplies
147,2020-10-19,2783.0,Laminating Supplies
148,2020-10-20,2783.0,Laminating Supplies
149,2020-10-21,3499.0,Laminating Supplies
150,2020-10-22,3330.0,Laminating Supplies
151,2020-10-23,3330.0,Laminating Supplies
152,2020-10-24,3330.0,Laminating Supplies
153,2020-10-25,3224.0,Laminating Supplies
154,2020-10-26,3224.0,Laminating Supplies
155,2020-10-27,4017.0,Laminating Supplies
156,2020-10-28,4017.0,Laminating Supplies
157,2020-10-29,3729.0,Laminating Supplies
158,2020-10-30,3729.0,Laminating Supplies
159,2020-10-31,3729.0,Laminating Supplies
160,2020-11-01,3563.0,Laminating Supplies
161,2020-11-02,3563.0,Laminating Supplies
162,2020-11-03,3563.0,Laminating Supplies
163,2020-11-04,4125.0,Laminating Supplies
164,2020-11-05,4962.0,Laminating Supplies
165,2020-11-06,4962.0,Laminating Supplies
166,2020-11-07,3575.0,Laminating Supplies
167,2020-11-08,3575.0,Laminating Supplies
168,2020-11-09,3575.0,Laminating Supplies
169,2020-11-10,3511.0,Laminating Supplies
170,2020-11-11,3511.0,Laminating Supplies
171,2020-11-12,3246.0,Laminating Supplies
172,2020-11-13,3246.0,Laminating Supplies
173,2020-11-14,3246.0,Laminating Supplies
174,2020-11-15,3162.0,Laminating Supplies
175,2020-11-16,3162.0,Laminating Supplies
176,2020-11-17,3162.0,Laminating Supplies
177,2020-11-18,3162.0,Laminating Supplies
178,2020-11-19,4228.0,Laminating Supplies
179,2020-11-20,4228.0,Laminating Supplies
180,2020-11-21,4228.0,Laminating Supplies
181,2020-11-22,3737.0,Laminating Supplies
182,2020-11-23,4260.0,Laminating Supplies
183,2020-11-24,4260.0,Laminating Supplies
184,2020-11-25,4260.0,Laminating Supplies
185,2020-11-26,4260.0,Laminating Supplies
186,2020-11-27,3762.0,Laminating Supplies
187,2020-11-28,3762.0,Laminating Supplies
188,2020-11-29,3762.0,Laminating Supplies
189,2020-11-30,2875.0,Laminating Supplies
190,2020-12-01,2875.0,Laminating Supplies
191,2020-12-02,3559.0,Laminating Supplies
192,2020-12-03,3559.0,Laminating Supplies
193,2020-12-04,3968.0,Laminating Supplies
194,2020-12-05,3968.0,Laminating Supplies
195,2020-12-06,3968.0,Laminating Supplies
196,2020-12-07,3204.0,Laminating Supplies
197,2020-12-08,3204.0,Laminating Supplies
198,2020-12-09,3126.0,Laminating Supplies
199,2020-12-10,3126.0,Laminating Supplies
200,2020-12-11,3126.0,Laminating Supplies
201,2020-12-12,2361.0,Laminating Supplies
202,2020-12-13,2361.0,Laminating Supplies
203,2020-12-14,2258.0,Laminating Supplies
204,2020-12-15,2982.0,Laminating Supplies
205,2020-12-16,2982.0,Laminating Supplies
206,2020-12-17,3234.0,Laminating Supplies
207,2020-12-18,3234.0,Laminating Supplies
208,2020-12-19,3234.0,Laminating Supplies
209,2020-12-20,2768.0,Laminating Supplies
210,2020-12-21,2768.0,Laminating Supplies
211,2020-12-22,2746.0,Laminating Supplies
212,2020-12-23,2746.0,Laminating Supplies
213,2020-12-24,2746.0,Laminating Supplies
214,2020-12-25,3461.0,Laminating Supplies
215,2020-12-26,3198.0,Laminating Supplies
216,2020-12-27,3198.0,Laminating Supplies
217,2020-12-28,3533.0,Laminating Supplies
218,2020-12-29,3533.0,Laminating Supplies
219,2020-12-30,3533.0,Laminating Supplies
220,2020-12-31,3291.0,Laminating Supplies
221,2021-01-01,3291.0,Laminating Supplies
222,2021-01-02,3291.0,Laminating Supplies
223,2021-01-03,3238.0,Laminating Supplies
224,2021-01-04,3238.0,Laminating Supplies
225,2021-01-05,3962.0,Laminating Supplies
226,2021-01-06,3962.0,Laminating Supplies
227,2021-01-07,3962.0,Laminating Supplies
228,2021-01-08,3473.0,Laminating Supplies
229,2021-01-09,3473.0,Laminating Supplies
230,2021-01-10,3473.0,Laminating Supplies
231,2021-01-11,3915.0,Laminating Supplies
232,2021-01-12,3915.0,Laminating Supplies
233,2021-01-13,3538.0,Laminating Supplies
234,2021-01-14,3538.0,Laminating Supplies
235,2021-01-15,3389.0,Laminating Supplies
236,2021-01-16,3389.0,Laminating Supplies
237,2021-01-17,3389.0,Laminating Supplies
238,2021-01-18,3552.0,Laminating Supplies
239,2021-01-19,3552.0,Laminating Supplies
240,2021-01-20,3552.0,Laminating Supplies
241,2021-01-21,3375.0,Laminating Supplies
242,2021-01-22,3375.0,Laminating Supplies
243,2021-01-23,3375.0,Laminating Supplies
244,2021-01-24,3439.0,Laminating Supplies
245,2021-01-25,3439.0,Laminating Supplies
246,2021-01-26,3981.0,Laminating Supplies
247,2021-01-27,3981.0,Laminating Supplies
248,2021-01-28,3981.0,Laminating Supplies
249,2021-01-29,3157.0,Laminating Supplies
250,2021-01-30,3157.0,Laminating Supplies
251,2021-01-31,3157.0,Laminating Supplies
252,2021-02-01,2952.0,Laminating Supplies
253,2021-02-02,2952.0,Laminating Supplies
254,2021-02-03,2952.0,Laminating Supplies
255,2021-02-04,3026.0,Laminating Supplies
256,2021-02-05,3026.0,Laminating Supplies
257,2021-02-06,2540.0,Laminating Supplies
258,2021-02-07,2535.0,Laminating Supplies
259,2021-02-08,2535.0,Laminating Supplies
260,2021-02-09,2535.0,Laminating Supplies
261,2021-02-10,3034.0,Laminating Supplies
262,2021-02-11,2514.0,Laminating Supplies
263,2021-02-12,2514.0,Laminating Supplies
264,2021-02-13,2514.0,Laminating Supplies
265,2021-02-14,2393.0,Laminating Supplies
266,2021-02-15,2393.0,Laminating Supplies
267,2021-02-16,2393.0,Laminating Supplies
268,2021-02-17,2300.0,Laminating Supplies
269,2021-02-18,2300.0,Laminating Supplies
270,2021-02-19,2480.0,Laminating Supplies
271,2021-02-20,2090.0,Laminating Supplies
272,2021-02-21,2090.0,Laminating Supplies
273,2021-02-22,2090.0,Laminating Supplies
274,2021-02-23,2040.0,Laminating Supplies
275,2021-02-24,2040.0,Laminating Supplies
276,2021-02-25,1993.0,Laminating Supplies
277,2021-02-26,1993.0,Laminating Supplies
278,2021-02-27,1939.0,Laminating Supplies
279,2021-02-28,1939.0,Laminating Supplies
280,2021-03-01,2183.0,Laminating Supplies
281,2021-03-02,2376.0,Laminating Supplies
282,2021-03-03,2908.0,Laminating Supplies
283,2021-03-04,2507.0,Laminating Supplies
284,2021-03-05,2507.0,Laminating Supplies
285,2021-03-06,2507.0,Laminating Supplies
286,2021-03-07,1888.0,Laminating Supplies
287,2021-03-08,1926.0,Laminating Supplies
288,2021-03-09,1980.0,Laminating Supplies
289,2021-03-10,1980.0,Laminating Supplies
290,2021-03-11,1980.0,Laminating Supplies
291,2021-03-12,1802.0,Laminating Supplies
292,2021-03-13,1802.0,Laminating Supplies
293,2021-03-14,1742.0,Laminating Supplies
294,2021-03-15,1742.0,Laminating Supplies
295,2021-03-16,1742.0,Laminating Supplies
296,2021-03-17,1718.0,Laminating Supplies
297,2021-03-18,1718.0,Laminating Supplies
298,2021-03-19,1593.0,Laminating Supplies
299,2021-03-20,1593.0,Laminating Supplies
300,2021-03-21,1617.0,Laminating Supplies
301,2021-03-22,1617.0,Laminating Supplies
302,2021-03-23,2112.0,Laminating Supplies
303,2021-03-24,2112.0,Laminating Supplies
304,2021-03-25,2151.0,Laminating Supplies
305,2021-03-26,1996.0,Laminating Supplies
306,2021-03-27,1996.0,Laminating Supplies
307,2021-03-28,1785.0,Laminating Supplies
308,2021-03-29,1785.0,Laminating Supplies
309,2021-03-30,1556.0,Laminating Supplies
310,2021-03-31,1556.0,Laminating Supplies
311,2021-04-01,1556.0,Laminating Supplies
312,2021-04-02,1927.0,Laminating Supplies
313,2021-04-03,1927.0,Laminating Supplies
314,2021-04-04,1927.0,Laminating Supplies
315,2021-04-05,1577.0,Laminating Supplies
316,2021-04-06,1577.0,Laminating Supplies
317,2021-04-07,1577.0,Laminating Supplies
318,2021-04-08,1299.0,Laminating Supplies
319,2021-04-09,1299.0,Laminating Supplies
320,2021-04-10,1374.0,Laminating Supplies
321,2021-04-11,1374.0,Laminating Supplies
322,2021-04-12,1775.0,Laminating Supplies
323,2021-04-13,1775.0,Laminating Supplies
324,2021-04-14,1775.0,Laminating Supplies
325,2021-04-15,1446.0,Laminating Supplies
326,2021-04-16,1446.0,Laminating Supplies
327,2021-04-17,1568.0,Laminating Supplies
328,2021-04-18,1546.0,Laminating Supplies
329,2021-04-19,1546.0,Laminating Supplies
330,2021-04-20,1687.0,Laminating Supplies
331,2021-04-21,1687.0,Laminating Supplies
332,2021-04-22,1687.0,Laminating Supplies
333,2021-04-23,1445.0,Laminating Supplies
334,2021-04-24,1588.0,Laminating Supplies
335,2021-04-25,1588.0,Laminating Supplies
336,2021-04-26,1954.0,Laminating Supplies
337,2021-04-27,1954.0,Laminating Supplies
338,2021-04-28,1954.0,Laminating Supplies
339,2021-04-29,1195.0,Laminating Supplies
340,2021-04-30,1521.0,Laminating Supplies
341,2021-05-01,1521.0,Laminating Supplies
342,2021-05-02,1502.0,Laminating Supplies
343,2021-05-03,1668.0,Laminating Supplies
344,2021-05-04,1668.0,Laminating Supplies
345,2021-05-05,1668.0,Laminating Supplies
346,2021-05-06,1568.0,Laminating Supplies
347,2021-05-07,1568.0,Laminating Supplies
348,2021-05-08,1590.0,Laminating Supplies
349,2021-05-09,1590.0,Laminating Supplies
350,2021-05-10,1539.0,Laminating Supplies
351,2021-05-11,1539.0,Laminating Supplies
352,2021-05-12,1454.0,Laminating Supplies
353,2021-05-13,1454.0,Laminating Supplies
354,2021-05-14,1454.0,Laminating Supplies
355,2021-05-15,1391.0,Laminating Supplies
356,2021-05-16,1391.0,Laminating Supplies
357,2021-05-17,1330.0,Laminating Supplies
358,2021-05-18,977.0,Laminating Supplies
359,2021-05-19,977.0,Laminating Supplies
360,2021-05-20,1229.0,Laminating Supplies
361,2021-05-21,1358.0,Laminating Supplies
362,2021-05-22,1358.0,Laminating Supplies
363,2021-05-23,1358.0,Laminating Supplies
364,2021-05-24,1502.0,Laminating Supplies
365,2021-05-25,1604.0,Laminating Supplies
366,2021-05-26,1341.0,Laminating Supplies
367,2021-05-27,1341.0,Laminating Supplies
368,2021-05-28,1341.0,Laminating Supplies
369,2021-05-29,1355.0,Laminating Supplies
370,2021-05-30,1355.0,Laminating Supplies
371,2021-05-31,1440.0,Laminating Supplies
372,2021-06-01,1440.0,Laminating Supplies
373,2021-06-02,2058.0,Laminating Supplies
374,2021-06-03,2058.0,Laminating Supplies
375,2021-06-04,2015.0,Laminating Supplies
376,2021-06-05,2015.0,Laminating Supplies
377,2021-06-06,1354.0,Laminating Supplies
378,2021-06-07,1354.0,Laminating Supplies
379,2021-06-08,2531.0,Laminating Supplies
380,2021-06-09,2531.0,Laminating Supplies
381,2021-06-10,2531.0,Laminating Supplies
382,2021-06-11,1760.0,Laminating Supplies
383,2021-06-12,1760.0,Laminating Supplies
384,2021-06-13,1760.0,Laminating Supplies
385,2021-06-14,2220.0,Laminating Supplies
386,2021-06-15,2220.0,Laminating Supplies
387,2021-06-16,2170.0,Laminating Supplies
388,2021-06-17,2039.0,Laminating Supplies
389,2021-06-18,2039.0,Laminating Supplies
390,2021-06-19,2039.0,Laminating Supplies
391,2021-06-20,2457.0,Laminating Supplies
392,2021-06-21,2457.0,Laminating Supplies
393,2021-06-22,1949.0,Laminating Supplies
394,2021-06-23,1949.0,Laminating Supplies
395,2021-06-24,2090.0,Laminating Supplies
396,2021-06-25,2090.0,Laminating Supplies
397,2021-06-26,2090.0,Laminating Supplies
398,2021-06-27,2054.0,Laminating Supplies
399,2021-06-28,2054.0,Laminating Supplies
400,2021-06-29,3063.0,Laminating Supplies
401,2021-06-30,3063.0,Laminating Supplies
402,2021-07-01,2660.0,Laminating Supplies
403,2021-07-02,2660.0,Laminating Supplies
404,2021-07-03,2660.0,Laminating Supplies
405,2021-07-04,3003.0,Laminating Supplies
406,2021-07-05,3003.0,Laminating Supplies
407,2021-07-06,3771.0,Laminating Supplies
408,2021-07-07,3771.0,Laminating Supplies
409,2021-07-08,3225.0,Laminating Supplies
410,2021-07-09,6178.0,Laminating Supplies
411,2021-07-10,6178.0,Laminating Supplies
412,2021-07-11,5415.0,Laminating Supplies
